ENTRY            F0729   20051123                             F023F072900000001 
SUBENT        F0729001   20051123                             F023F072900100001 
BIB                 10         22                                 F072900100002 
TITLE       (p,a)reactions on 9Be and 10B for Ep=18-45 MeV.       F072900100003 
AUTHOR     (H.J.Hauser,M.Walz,F.Weng,G.Staudt,P.K.Rath)           F072900100004 
INSTITUTE  (2GERTUE)                                              F072900100005 
REFERENCE  (J,NP/A,456,253,1986)                                  F072900100006 
FACILITY   (ISOCY,2GERJUL)The proton beam with energies between   F072900100007 
           22.5 and 45 MeV was obtained from the isochronous      F072900100008 
           cyclotron JULIC of the KFA Julich.                     F072900100009 
           (CYCLO,2GERHAM)The experiment at 18 MeV was performed  F072900100010 
           using the proton beam of the cyclotron at the          F072900100011 
           University of Hamburg.                                 F072900100012 
DETECTOR   (TELES,SIBAR)Counter telescopes consisting of 50 mu-m  F072900100013 
            (dE) and 1000 mu-m (E) surface-barrier silicon        F072900100014 
           detectors were used for detecting and measuring the    F072900100015 
           energy of the outgoing alpha particles.                F072900100016 
           (GELI)Detector served as proton monitor.               F072900100017 
SAMPLE     The targets were self-supporting beryllium and enrichedF072900100018 
           boron foils,respectively, with typical areal densities F072900100019 
           of 150 mu-g/cm2.                                       F072900100020 
METHOD     (EDE)                                                  F072900100021 
           (BCINT)                                                F072900100022 
ERR-ANALYS (ERR-DIG)Digitizing error                              F072900100023 
HISTORY    (20050824C)                                            F072900100024 
ENDBIB              22          0                                 F072900100025 
NOCOMMON             0          0                                 F072900100026 
ENDSUBENT           25          0                                 F072900199999 
SUBENT        F0729002   20051123                             F023F072900200001 
BIB                  3          4                                 F072900200002 
REACTION   (4-BE-9(P,A)3-LI-6,PAR,DA)                             F072900200003 
ERR-ANALYS (ANG-ERR-D)Digitizing error                            F072900200004 
           (DATA-ERR)Error from the graphic bars                  F072900200005 
STATUS     (CURVE)Fig.3                                           F072900200006 
ENDBIB               4          0                                 F072900200007 
COMMON               2          3                                 F072900200008 
ANG-ERR-D  ERR-DIG                                                F072900200009 
ADEG       PER-CENT                                               F072900200010 
 0.2        0.2                                                   F072900200011 
ENDCOMMON            3          0                                 F072900200012 
DATA                 5        449                                 F072900200013 
E-LVL      EN         ANG-CM     DATA-CM    DATA-ERR              F072900200014 
 3.6000     31.000     106.48     16.744     4.0867               F072900200408 
 3.6000     31.000     111.83     14.572     3.7737               F072900200409 
 3.6000     31.000     116.48     17.561     3.8567               F072900200410 
 3.6000     31.000     121.66     28.733     5.3496               F072900200411 
 3.6000     31.000     126.31     30.255     5.3491               F072900200412 
 3.6000     31.000     130.79     27.180     5.1886               F072900200413 
 3.6000     31.000     135.10     40.268     6.0037               F072900200414 
 3.6000     31.000     139.24     48.146     6.7407               F072900200415 
 3.6000     31.000     143.55     73.051     7.9447               F072900200416 
 3.6000     31.000     147.52     57.337     8.5486               F072900200417 
 3.6000     41.000     12.860     17.992     1.8796               F072900200418 
 3.6000     41.000     19.067     14.174     2.3766               F072900200419 
 3.6000     41.000     25.447     11.853     1.6612               F072900200420 
 3.6000     41.000     32.171     14.006     2.1546               F072900200421 
 3.6000     41.000     38.378     17.920     2.0301               F072900200422 
 3.6000     41.000     44.585     10.732     1.7002               F072900200423 
 3.6000     41.000     50.792     12.091     1.8599               F072900200424 
 3.6000     41.000     56.826     8.0611     1.5024               F072900200425 
 3.6000     41.000     62.344     4.1673     1.2500               F072900200426 
 3.6000     41.000     74.240     8.1578     1.5977               F072900200427 
 3.6000     41.000     79.929     11.482     1.5573               F072900200428 
 3.6000     41.000     85.274     5.0835     1.2421               F072900200429 
 3.6000     41.000     91.309     5.1241     1.3800               F072900200430 
 3.6000     41.000     96.309     9.6783     1.4445               F072900200431 
 3.6000     41.000     101.48     12.936     1.4655               F072900200432 
 3.6000     41.000     106.31     9.0460     1.7287               F072900200433 
 3.6000     41.000     111.48     13.407     1.6979               F072900200434 
 3.6000     41.000     116.65     10.111     1.6018               F072900200435 
 3.6000     41.000     121.14     7.7471     1.4439               F072900200436 
 3.6000     41.000     130.27     2.7022     1.6170               F072900200437 
 3.6000     41.000     134.59     2.3889     1.4144               F072900200438 
 3.6000     41.000     138.90     3.6990     1.1833               F072900200439 
 3.6000     41.000     143.03     10.151     1.4227               F072900200440 
 3.6000     41.000     147.17     14.986     2.1683               F072900200441 
 3.6000     41.000     159.24     9.1911     2.2598               F072900200442 
 3.6000     41.000     163.03     9.0822     2.4918               F072900200443 
 3.6000     45.000     20.107     5.6418    0.56662               F072900200444 
 3.6000     45.000     40.453     11.845     1.5052               F072900200445 
 3.6000     45.000     45.453     13.673     1.4937               F072900200446 
 3.6000     45.000     50.798     11.473     1.4579               F072900200447 
 3.6000     45.000     56.487     10.893     1.2868               F072900200448 
 3.6000     45.000     67.865     4.4945    0.53092               F072900200449 
 3.6000     45.000     79.244     3.5240    0.40060               F072900200450 
 3.6000     45.000     88.382     5.3351    0.52543               F072900200451 
 3.6000     45.000     94.246     9.6645     1.0131               F072900200452 
 3.6000     45.000     99.763     11.336     1.2886               F072900200453 
 3.6000     45.000     101.66     9.2496     1.0926               F072900200454 
 3.6000     45.000     105.11     9.7030    0.84753               F072900200455 
 3.6000     45.000     112.00     7.7302    0.81667               F072900200456 
 3.6000     45.000     118.90     6.3835    0.61316               F072900200457 
 3.6000     45.000     125.80     3.3861    0.41511               F072900200458 
 3.6000     45.000     131.14     2.2816    0.25937               F072900200459 
 3.6000     45.000     138.04     4.5121    0.51292               F072900200460 
 3.6000     45.000     141.31     6.6696    0.75817               F072900200461 
 3.6000     45.000     144.59     8.9588     1.0184               F072900200462 
 3.6000     45.000     148.04     11.610     1.3714               F072900200463 
 3.6000     45.000     157.00     14.171     1.5481               F072900200464 
ENDDATA            451          0                                 F072900200465 
ENDSUBENT          464          0                                 F072900299999 
SUBENT        F0729003   20051123                             F023F072900300001 
BIB                  3          4                                 F072900300002 
REACTION   (5-B-10(P,A)4-BE-7,PAR,DA)                             F072900300003 
ERR-ANALYS (ANG-ERR-D)Digitizing error                            F072900300004 
           (DATA-ERR)Error from the graphic bars                  F072900300005 
STATUS     (CURVE)Fig.4                                           F072900300006 
ENDBIB               4          0                                 F072900300007 
COMMON               2          3                                 F072900300008 
ANG-ERR-D  ERR-DIG                                                F072900300009 
ADEG       PER-CENT                                               F072900300010 
 0.2        0.2                                                   F072900300011 
ENDCOMMON            3          0                                 F072900300012 
DATA                 5        489                                 F072900300013 
E-LVL      EN         ANG-CM     DATA-CM    DATA-ERR              F072900300014 
MEV        MEV        ADEG       MU-B/SR    MU-B/SR               F072900300015 
 0.0000     18.000     41.983     619.79     22.939               F072900300016 
 0.0000     18.000     47.636     549.07     20.321               F072900300017 
 0.0000     18.000     54.349     480.56     15.778               F072900300018 
 0.0000     18.000     60.887     520.98     14.936               F072900300019 
 0.0000     18.000     89.157     884.13     25.347               F072900300020 
 0.0000     18.000     94.280     838.90     24.051               F072900300021 
 0.0000     18.000     104.35     731.27     20.965               F072900300022 
 0.0000     18.000     109.30     658.38     21.615               F072900300023 
 0.0000     18.000     114.07     587.99     24.229               F072900300024 
 0.0000     18.000     118.66     595.14     22.026               F072900300025 
 0.0000     18.000     123.25     702.29     25.992               F072900300026 
 0.0000     18.000     127.85     767.53     28.406               F072900300027 
 0.0000     18.000     132.26     876.92     28.790               F072900300028 
 0.0000     18.000     140.75     1077.4     35.373               F072900300029 
 0.0000     18.000     144.81     1140.1     37.430               F072900300030 
 0.0000     22.500     18.304     340.58     20.950               F072900300031 
 0.0000     22.500     24.312     394.60     20.952               F072900300032 
 0.0000     22.500     30.319     428.99     22.778               F072900300033 
 0.0000     22.500     36.326     413.89     20.245               F072900300034 
 0.0000     22.500     42.155     361.50     14.104               F072900300035 
 0.0000     22.500     48.162     347.39     14.104               F072900300036 
 0.0000     22.500     54.699     323.37     14.471               F072900300037 
 0.0000     22.500     60.529     308.29     11.242               F072900300038 
 0.0000     22.500     66.535     308.28     11.242               F072900300039 
 0.0000     22.500     71.836     335.15     12.222               F072900300040 
 0.0000     22.500     77.490     365.81     16.370               F072900300041 
 0.0000     22.500     83.321     396.11     14.445               F072900300042 
 0.0000     22.500     88.974     413.83     14.560               F072900300043 
 0.0000     22.500     94.275     449.90     16.406               F072900300044 
 0.0000     22.500     99.575     432.34     19.347               F072900300045 
 0.0000     22.500     104.87     380.64     14.851               F072900300046 
 0.0000     22.500     109.29     322.04     14.411               F072900300047 
 0.0000     22.500     114.06     327.21     10.585               F072900300048 
 0.0000     22.500     118.65     315.69     8.9181               F072900300049 
 0.0000     22.500     123.42     341.84     9.6569               F072900300050 
 0.0000     22.500     127.67     392.93     11.100               F072900300051 
 0.0000     22.500     132.26     453.45     20.291               F072900300052 
 0.0000     22.500     136.50     546.71     17.686               F072900300053 
 0.0000     22.500     140.92     566.64     13.370               F072900300054 
 0.0000     22.500     144.98     677.76     19.147               F072900300055 
 0.0000     22.500     148.87     702.47     19.845               F072900300056 
 0.0000     22.500     152.76     659.13     21.323               F072900300057 
 0.0000     22.500     156.64     606.28     14.305               F072900300058 
 0.0000     22.500     160.35     555.45     15.260               F072900300059 
 0.0000     22.500     164.41     517.04     20.992               F072900300060 
 0.0000     22.500     168.48     329.77     21.681               F072900300061 
 0.0000     27.000     18.300     238.14     12.645               F072900300062 
 0.0000     27.000     30.492     318.41     12.927               F072900300063 
 0.0000     27.000     41.975     278.11     12.445               F072900300064 
 0.0000     27.000     54.518     232.50     13.322               F072900300065 
 0.0000     27.000     66.354     202.26     9.0511               F072900300066 
 0.0000     27.000     77.662     219.01     12.549               F072900300067 
 0.0000     27.000     88.793     270.43     16.635               F072900300068 
 0.0000     27.000     99.748     315.83     23.455               F072900300069 
 0.0000     27.000     104.69     303.51     18.670               F072900300070 
 0.0000     27.000     109.29     262.99     12.864               F072900300071 
 0.0000     27.000     118.65     173.85     7.0583               F072900300072 
 0.0000     27.000     127.48     178.05     9.4540               F072900300073 
 0.0000     27.000     136.14     241.89     8.5105               F072900300074 
 0.0000     27.000     144.98     367.35     16.439               F072900300075 
 0.0000     27.000     152.57     354.42     12.924               F072900300076 
 0.0000     27.000     160.52     261.91     12.811               F072900300077 
 0.0000     27.000     168.29     149.43     9.8246               F072900300078 
 0.0000     31.000     11.724     213.72     11.369               F072900300079 
 0.0000     31.000     25.680     290.51     7.0330               F072900300080 
 0.0000     31.000     30.450     298.73     12.150               F072900300081 
 0.0000     31.000     36.104     259.83     5.2314               F072900300082 
 0.0000     31.000     42.288     241.84     7.8375               F072900300083 
 0.0000     31.000     47.942     191.91     4.6460               F072900300084 
 0.0000     31.000     54.126     150.48     4.2587               F072900300085 
 0.0000     31.000     60.310     134.59     5.4742               F072900300086 
 0.0000     31.000     66.317     119.42     4.3626               F072900300087 
 0.0000     31.000     71.970     118.47     4.8186               F072900300088 
 0.0000     31.000     77.800     121.34     5.4397               F072900300089 
 0.0000     31.000     83.100     135.13     5.4962               F072900300090 
 0.0000     31.000     88.754     138.40     9.1161               F072900300091 
 0.0000     31.000     94.054     134.06     4.8975               F072900300092 
 0.0000     31.000     99.355     117.07     6.3550               F072900300093 
 0.0000     31.000     113.84     103.87     8.1737               F072900300094 
 0.0000     31.000     122.85     115.22     7.1003               F072900300095 
 0.0000     31.000     127.45     124.28     7.1341               F072900300096 
 0.0000     31.000     132.04     131.42     5.1363               F072900300097 
 0.0000     31.000     136.46     152.92     8.7776               F072900300098 
 0.0000     31.000     140.70     180.79     9.6170               F072900300099 
 0.0000     31.000     144.76     214.60     9.6205               F072900300100 
 0.0000     31.000     148.82     207.86     9.7103               F072900300101 
 0.0000     31.000     152.53     201.34     9.8664               F072900300102 
 0.0000     31.000     156.24     202.14     9.4431               F072900300103 
 0.0000     31.000     160.48     185.91     9.1104               F072900300104 
 0.0000     31.000     164.19     109.84     6.3049               F072900300105 
 0.0000     31.000     168.08     51.088     4.1031               F072900300106 
 0.0000     36.000     18.262     198.66     5.6221               F072900300107 
 0.0000     36.000     30.099     260.53     6.3071               F072900300108 
 0.0000     36.000     36.106     217.74     6.1623               F072900300109 
 0.0000     36.000     41.936     181.26     5.8742               F072900300110 
 0.0000     36.000     60.135     94.641     3.8493               F072900300111 
 0.0000     36.000     66.142     85.663     3.4842               F072900300112 
 0.0000     36.000     83.103     68.251     3.3446               F072900300113 
 0.0000     36.000     88.404     57.499     2.6861               F072900300114 
 0.0000     36.000     93.881     55.917     3.6831               F072900300115 
 0.0000     36.000     99.181     56.816     3.5014               F072900300116 
 0.0000     36.000     104.30     56.365     2.5269               F072900300117 
 0.0000     36.000     109.25     57.500     2.5778               F072900300118 
 0.0000     36.000     113.67     56.366     2.9984               F072900300119 
 0.0000     36.000     118.61     56.142     3.4598               F072900300120 
 0.0000     36.000     123.03     53.948     2.8697               F072900300121 
 0.0000     36.000     127.62     54.164     2.6542               F072900300122 
 0.0000     36.000     131.69     58.659     3.6149               F072900300123 
 0.0000     36.000     136.10     63.782     3.6612               F072900300124 
 0.0000     36.000     140.70     65.850     4.3151               F072900300125 
 0.0000     36.000     144.23     82.981     6.1738               F072900300126 
 0.0000     36.000     148.65     102.10     6.7248               F072900300127 
 0.0000     36.000     152.53     94.273     6.1777               F072900300128 
 0.0000     36.000     156.42     101.29     7.9705               F072900300129 
 0.0000     36.000     160.13     89.870     7.4593               F072900300130 
 0.0000     36.000     164.20     76.318     6.0056               F072900300131 
 0.0000     36.000     168.08     47.678     5.8437               F072900300132 
 0.0000     41.000     17.934     178.24     5.7693               F072900300133 
 0.0000     41.000     24.119     209.01     5.9078               F072900300134 
 0.0000     41.000     30.479     211.52     5.9787               F072900300135 
 0.0000     41.000     36.132     183.27     5.9321               F072900300136 
 0.0000     41.000     41.961     146.05     5.9331               F072900300137 
 0.0000     41.000     47.966     108.78     3.9689               F072900300138 
 0.0000     41.000     53.972     79.417     3.5559               F072900300139 
 0.0000     41.000     59.977     60.577     2.4608               F072900300140 
 0.0000     41.000     65.984     53.756     1.7400               F072900300141 
 0.0000     41.000     73.050     45.296     1.8400               F072900300142 
 0.0000     41.000     79.763     41.995     1.5323               F072900300143 
 0.0000     41.000     86.122     29.698     1.2064               F072900300144 
 0.0000     41.000     93.894     25.528     1.0370               F072900300145 
 0.0000     41.000     104.14     34.549     1.4035               F072900300146 
 0.0000     41.000     116.51     38.012     1.2304               F072900300147 
 0.0000     41.000     121.99     35.524     1.1498               F072900300148 
 0.0000     41.000     127.46     30.779     1.6352               F072900300149 
 0.0000     41.000     131.88     35.664     1.5969               F072900300150 
 0.0000     41.000     136.30     34.822     1.2258               F072900300151 
 0.0000     41.000     140.54     43.004     1.7469               F072900300152 
 0.0000     41.000     144.78     50.832     2.2760               F072900300153 
 0.0000     41.000     148.67     60.565     1.9604               F072900300154 
 0.0000     41.000     152.55     65.064     1.8391               F072900300155 
 0.0000     41.000     156.44     66.903     2.1655               F072900300156 
 0.0000     41.000     160.33     58.199     2.8484               F072900300157 
 0.0000     45.000     18.078     122.68     3.9819               F072900300158 
 0.0000     45.000     24.083     175.73     4.2608               F072900300159 
 0.0000     45.000     30.266     207.82     5.8904               F072900300160 
 0.0000     45.000     35.921     161.60     4.5804               F072900300161 
 0.0000     45.000     41.753     119.30     2.4058               F072900300162 
 0.0000     45.000     47.762     77.206     2.5060               F072900300163 
 0.0000     45.000     53.772     53.259     1.9487               F072900300164 
 0.0000     45.000     59.780     41.580     1.3496               F072900300165 
 0.0000     45.000     65.964     37.331     1.5207               F072900300166 
 0.0000     45.000     72.856     30.212     1.1054               F072900300167 
 0.0000     45.000     79.571     23.306    0.94941               F072900300168 
 0.0000     45.000     88.406     17.765    0.87192               F072900300169 
 0.0000     45.000     93.883     18.051    0.88598               F072900300170 
 0.0000     45.000     104.13     19.166    0.94069               F072900300171 
 0.0000     45.000     116.67     21.779    0.88721               F072900300172 
 0.0000     45.000     122.15     20.844     1.0230               F072900300173 
 0.0000     45.000     127.45     18.344    0.74727               F072900300174 
 0.0000     45.000     131.87     19.633     1.1287               F072900300175 
 0.0000     45.000     135.93     22.043     1.1744               F072900300176 
 0.0000     45.000     140.70     26.488     1.0790               F072900300177 
 0.0000     45.000     144.41     39.488     1.6086               F072900300178 
 0.0000     45.000     148.47     46.327     2.0801               F072900300179 
 0.0000     45.000     152.35     54.133     2.2052               F072900300180 
 0.0000     45.000     156.07     52.432     2.1359               F072900300181 
 0.0000     45.000     160.13     44.693     2.1936               F072900300182 
0.43000     18.000     43.041     216.89     14.441               F072900300183 
0.43000     18.000     48.985     191.42     12.745               F072900300184 
0.43000     18.000     55.453     175.89     13.229               F072900300185 
0.43000     18.000     60.697     157.76     7.8141               F072900300186 
0.43000     18.000     88.670     250.71     14.547               F072900300187 
0.43000     18.000     94.090     288.68     15.522               F072900300188 
0.43000     18.000     104.23     320.55     15.877               F072900300189 
0.43000     18.000     109.12     327.07     16.200               F072900300190 
0.43000     18.000     114.02     320.54     17.235               F072900300191 
0.43000     18.000     118.74     306.64     13.895               F072900300192 
0.43000     18.000     123.46     306.64     19.101               F072900300193 
0.43000     18.000     127.66     295.72     13.399               F072900300194 
0.43000     18.000     132.38     282.89     12.819               F072900300195 
0.43000     18.000     141.12     299.30     21.217               F072900300196 
0.43000     18.000     145.14     317.94     19.806               F072900300197 
0.43000     22.500     17.870     138.12     16.941               F072900300198 
0.43000     22.500     24.164     136.48     13.115               F072900300199 
0.43000     22.500     30.807     144.31     8.8994               F072900300200 
0.43000     22.500     36.926     151.39     11.271               F072900300201 
0.43000     22.500     43.044     146.63     10.289               F072900300202 
0.43000     22.500     49.162     127.01     9.4560               F072900300203 
0.43000     22.500     54.931     115.41     8.0987               F072900300204 
0.43000     22.500     60.874     101.58     7.9988               F072900300205 
0.43000     22.500     66.818     92.672     8.5011               F072900300206 
0.43000     22.500     72.237     98.778     9.0613               F072900300207 
0.43000     22.500     77.832     107.84     8.4917               F072900300208 
0.43000     22.500     83.077     126.49     7.2659               F072900300209 
0.43000     22.500     88.847     148.38     8.5228               F072900300210 
0.43000     22.500     93.918     169.93     11.200               F072900300211 
0.43000     22.500     98.988     180.41     10.363               F072900300212 
0.43000     22.500     104.06     182.57     12.034               F072900300213 
0.43000     22.500     108.78     165.90     9.5296               F072900300214 
0.43000     22.500     113.85     158.15     6.4366               F072900300215 
0.43000     22.500     118.22     138.64     5.6426               F072900300216 
0.43000     22.500     122.94     123.49     6.0555               F072900300217 
0.43000     22.500     127.66     125.47     7.7376               F072900300218 
0.43000     22.500     136.40     138.63     9.1373               F072900300219 
0.43000     22.500     140.77     144.85     8.3201               F072900300220 
0.43000     22.500     144.96     144.27     7.2914               F072900300221 
0.43000     22.500     149.34     155.63     10.258               F072900300222 
0.43000     22.500     153.18     148.35     9.7780               F072900300223 
0.43000     22.500     157.20     140.85     8.6860               F072900300224 
0.43000     22.500     161.05     110.87     8.7303               F072900300225 
0.43000     22.500     165.07     113.55     9.9229               F072900300226 
0.43000     22.500     169.09     84.187     13.391               F072900300227 
0.43000     27.000     17.850     60.482     6.6134               F072900300228 
0.43000     27.000     30.613     86.967     6.8514               F072900300229 
0.43000     27.000     43.025     85.930     7.1404               F072900300230 
0.43000     27.000     54.912     66.825     7.9011               F072900300231 
0.43000     27.000     66.624     44.299     6.2363               F072900300232 
0.43000     27.000     77.638     48.558     8.4052               F072900300233 
0.43000     27.000     88.478     84.564     10.377               F072900300234 
0.43000     27.000     98.968     99.597     12.669               F072900300235 
0.43000     27.000     103.86     108.74     12.372               F072900300236 
0.43000     27.000     108.58     89.779     9.4202               F072900300237 
0.43000     27.000     118.37     61.940     6.7728               F072900300238 
0.43000     27.000     127.46     56.732     5.9527               F072900300239 
0.43000     27.000     136.38     56.281     4.9204               F072900300240 
0.43000     27.000     144.94     55.832     7.8598               F072900300241 
0.43000     27.000     152.99     52.169     5.9359               F072900300242 
0.43000     27.000     160.85     42.054     7.4767               F072900300243 
0.43000     27.000     168.72     22.835     5.3793               F072900300244 
0.43000     31.000     11.206     54.432     6.4358               F072900300245 
0.43000     31.000     23.967     55.087     6.5132               F072900300246 
0.43000     31.000     25.365     38.927     3.7425               F072900300247 
0.43000     31.000     30.259     31.006     4.6483               F072900300248 
0.43000     31.000     36.728     27.288     4.2165               F072900300249 
0.43000     31.000     42.846     28.741     4.0460               F072900300250 
0.43000     31.000     48.790     27.949     3.5550               F072900300251 
0.43000     31.000     54.909     27.727     3.4023               F072900300252 
0.43000     31.000     60.852     24.016     4.2697               F072900300253 
0.43000     31.000     66.621     24.696     3.8159               F072900300254 
0.43000     31.000     72.041     28.398     3.4846               F072900300255 
0.43000     31.000     77.636     36.956     3.5530               F072900300256 
0.43000     31.000     83.055     33.446     3.6572               F072900300257 
0.43000     31.000     88.475     37.400     4.4221               F072900300258 
0.43000     31.000     98.614     36.515     5.3070               F072900300259 
0.43000     31.000     108.40     40.346     4.0558               F072900300260 
0.43000     31.000     113.30     35.226     4.9589               F072900300261 
0.43000     31.000     118.02     30.390     4.1400               F072900300262 
0.43000     31.000     122.56     36.223     4.4449               F072900300263 
0.43000     31.000     127.29     39.233     4.1166               F072900300264 
0.43000     31.000     131.66     33.847     6.4977               F072900300265 
0.43000     31.000     136.03     33.712     3.8358               F072900300266 
0.43000     31.000     140.40     32.914     5.3903               F072900300267 
0.43000     31.000     144.59     27.503     5.5426               F072900300268 
0.43000     31.000     148.79     29.788     4.1934               F072900300269 
0.43000     31.000     156.65     24.012     5.5384               F072900300270 
0.43000     31.000     160.67     24.108     6.8921               F072900300271 
0.43000     36.000     17.692     17.043     2.0913               F072900300272 
0.43000     36.000     30.455     20.806     3.8954               F072900300273 
0.43000     36.000     36.747     17.806     4.1070               F072900300274 
0.43000     36.000     42.865     16.374     4.2651               F072900300275 
0.43000     36.000     60.873     18.456     3.8080               F072900300276 
0.43000     36.000     66.466     16.504     3.4053               F072900300277 
0.43000     36.000     83.247     13.463     2.9736               F072900300278 
0.43000     36.000     88.318     16.176     3.4941               F072900300279 
0.43000     36.000     93.564     18.089     3.2159               F072900300280 
0.43000     36.000     98.457     15.175     3.1311               F072900300281 
0.43000     36.000     103.70     14.123     2.5108               F072900300282 
0.43000     36.000     108.42     14.350     1.8899               F072900300283 
0.43000     36.000     113.32     12.281     2.4162               F072900300284 
0.43000     36.000     118.21     13.678     1.4352               F072900300285 
0.43000     36.000     122.58     14.814     1.8178               F072900300286 
0.43000     36.000     127.13     17.871     2.1130               F072900300287 
0.43000     36.000     131.50     15.603     1.9846               F072900300288 
0.43000     36.000     136.04     15.294     1.6048               F072900300289 
0.43000     36.000     140.06     8.7120     2.7621               F072900300290 
0.43000     36.000     148.45     8.0755     1.7836               F072900300291 
0.43000     36.000     152.47     6.6941     1.8113               F072900300292 
0.43000     36.000     156.50     11.292     2.8280               F072900300293 
0.43000     36.000     160.51     8.6765     2.6148               F072900300294 
0.43000     36.000     164.53     4.6738     1.7085               F072900300295 
0.43000     36.000     168.73     5.3530     2.0726               F072900300296 
0.43000     41.000     17.329     16.515     2.6189               F072900300297 
0.43000     41.000     23.796     14.657     2.1896               F072900300298 
0.43000     41.000     30.266     18.534     2.1838               F072900300299 
0.43000     41.000     36.384     15.934     1.8774               F072900300300 
0.43000     41.000     42.678     17.599     1.7631               F072900300301 
0.43000     41.000     48.797     17.599     1.3064               F072900300302 
0.43000     41.000     54.915     17.669     1.8475               F072900300303 
0.43000     41.000     60.860     18.312     1.4377               F072900300304 
0.43000     41.000     66.627     14.424     1.0092               F072900300305 
0.43000     41.000     73.446     15.743     1.3716               F072900300306 
0.43000     41.000     86.379     10.082     1.0542               F072900300307 
0.43000     41.000     93.721     8.6332     1.0557               F072900300308 
0.43000     41.000     103.33     6.6395     1.0223               F072900300309 
0.43000     41.000     116.10     9.9617     1.1737               F072900300310 
0.43000     41.000     121.69     10.490     1.0509               F072900300311 
0.43000     41.000     126.94     10.041     1.2727               F072900300312 
0.43000     41.000     131.31     8.8055     1.5599               F072900300313 
0.43000     41.000     135.85     10.743     1.4584               F072900300314 
0.43000     41.000     140.40     8.0035     1.3432               F072900300315 
0.43000     41.000     144.42     7.6000     1.4898               F072900300316 
0.43000     41.000     148.61     7.5999     1.6356               F072900300317 
0.43000     41.000     152.46     7.3911     1.4841               F072900300318 
0.43000     41.000     156.66     8.0670     1.6585               F072900300319 
0.43000     41.000     160.67     5.4409     1.6618               F072900300320 
0.43000     45.000     17.621     13.163     1.7870               F072900300321 
0.43000     45.000     23.908     14.772     2.1394               F072900300322 
0.43000     45.000     30.370     17.528     2.4588               F072900300323 
0.43000     45.000     36.656     16.777     1.9767               F072900300324 
0.43000     45.000     42.593     16.316     1.2111               F072900300325 
0.43000     45.000     48.878     15.741     1.1685               F072900300326 
0.43000     45.000     54.815     14.948     1.3023               F072900300327 
0.43000     45.000     60.926     13.804     1.2027               F072900300328 
0.43000     45.000     66.512     11.587     1.1102               F072900300329 
0.43000     45.000     73.321     10.574     1.0131               F072900300330 
0.43000     45.000     79.779     8.0355    0.94678               F072900300331 
0.43000     45.000     88.158     5.6394    0.66447               F072900300332 
0.43000     45.000     93.569     4.5673    0.78777               F072900300333 
0.43000     45.000     103.52     5.3548    0.79996               F072900300334 
0.43000     45.000     116.10     6.6113    0.83801               F072900300335 
0.43000     45.000     121.69     7.3024     1.0576               F072900300336 
0.43000     45.000     127.10     7.0735    0.92837               F072900300337 
0.43000     45.000     131.29     6.7437    0.91549               F072900300338 
0.43000     45.000     135.83     6.2526     1.1665               F072900300339 
0.43000     45.000     140.37     6.4547     1.1435               F072900300340 
0.43000     45.000     144.38     4.8858     1.4417               F072900300341 
0.43000     45.000     148.75     6.7432     1.3863               F072900300342 
0.43000     45.000     152.59     8.8376     1.7325               F072900300343 
0.43000     45.000     156.61     6.9887     1.6403               F072900300344 
0.43000     45.000     160.62     6.3522     1.2887               F072900300345 
 4.5700     18.000     45.932     1688.4     55.968               F072900300346 
 4.5700     18.000     51.731     1482.4     49.139               F072900300347 
 4.5700     18.000     57.525     1355.6     50.658               F072900300348 
 4.5700     18.000     91.904     1172.7     38.873               F072900300349 
 4.5700     18.000     97.355     996.54     37.239               F072900300350 
 4.5700     18.000     107.68     1227.5     40.689               F072900300351 
 4.5700     18.000     112.77     1136.3     37.667               F072900300352 
 4.5700     18.000     117.68     1193.6     39.565               F072900300353 
 4.5700     18.000     122.05     1295.3     53.890               F072900300354 
 4.5700     18.000     126.78     1371.7     45.468               F072900300355 
 4.5700     18.000     131.68     1476.5     55.173               F072900300356 
 4.5700     18.000     136.06     1615.4     46.757               F072900300357 
 4.5700     18.000     144.63     1949.4     56.426               F072900300358 
 4.5700     18.000     148.68     1711.3     42.373               F072900300359 
 4.5700     22.500     21.540     1487.1     42.071               F072900300360 
 4.5700     22.500     28.019     1696.5     41.056               F072900300361 
 4.5700     22.500     33.990     1452.6     47.058               F072900300362 
 4.5700     22.500     40.130     1374.0     38.871               F072900300363 
 4.5700     22.500     45.757     1043.8     38.120               F072900300364 
 4.5700     22.500     51.722     995.29     32.244               F072900300365 
 4.5700     22.500     57.861     949.00     34.657               F072900300366 
 4.5700     22.500     63.649     919.39     33.575               F072900300367 
 4.5700     22.500     69.610     919.57     29.791               F072900300368 
 4.5700     22.500     75.050     856.06     31.263               F072900300369 
 4.5700     22.500     80.493     759.72     24.612               F072900300370 
 4.5700     22.500     86.110     682.34     24.918               F072900300371 
 4.5700     22.500     91.552     617.74     17.476               F072900300372 
 4.5700     22.500     96.979     704.69     25.735               F072900300373 
 4.5700     22.500     102.07     637.97     25.939               F072900300374 
 4.5700     22.500     107.16     601.05     24.438               F072900300375 
 4.5700     22.500     112.07     552.88     31.724               F072900300376 
 4.5700     22.500     117.14     722.21     23.397               F072900300377 
 4.5700     22.500     121.70     699.65     22.666               F072900300378 
 4.5700     22.500     126.60     823.97     26.694               F072900300379 
