ENTRY            F0360   20210517                             F083F0360  0    1 
SUBENT        F0360001   20210517                             F083F0360  1    1 
BIB                  8         16                                 F0360  1    2 
TITLE      Radiative capture of protons by 11B above the peak of  F0360  1    3 
           the giant dipole resonance                             F0360  1    4 
AUTHOR     (G.Kernel,W.M.Mason)                                   F0360  1    5 
INSTITUTE  (2UK OXF)                                              F0360  1    6 
REFERENCE  (J,NP/A,123,205,1969)                                  F0360  1    7 
FACILITY   (VDGT,2UK OXF)                                         F0360  1    8 
SAMPLE     The target used for most of the run was 2 mg/cm**2     F0360  1    9 
           thick was prepared by sintering natural boron powder.  F0360  1   10 
           Additional spectra at a few energies were obtained by  F0360  1   11 
           bombarding two superimposed self-supporting            F0360  1   12 
           90 ug/cm**2 thick enriched 11B target                  F0360  1   13 
DETECTOR   (NAICR) 24.cm x 30.cm at 90 degr. 12.5cm x 15.cm at 45 F0360  1   14 
           and 135 degr.                                          F0360  1   15 
HISTORY    (19851218C)                                            F0360  1   16 
           (19990409U) CNPD: corrected 4-dig. year                F0360  1   17 
           (20210517A) SD: Corrections in all Subents.            F0360  1   18 
ENDBIB              16          0                                 F0360  1   19 
NOCOMMON             0          0                                 F0360  1   20 
ENDSUBENT           19          0                                 F0360  199999 
SUBENT        F0360002   20210517                             F083F0360  2    1 
BIB                  4          8                                 F0360  2    2 
REACTION   (5-B-11(P,G)6-C-12,PAR,DA,,REL)                        F0360  2    3 
            No explanation of relative units is given.            F0360  2    4 
ERR-ANALYS (ERR-S) Error from graphic bars (statistical)          F0360  2    5 
STATUS     (CURVE) Figs 3,4 from Nucl.Phys.,A123(1969)205         F0360  2    6 
HISTORY    (20210502A) SD: SF9=EXP deleted from REACTION code.    F0360  2    7 
           STATUS updated. EN-SEC deleted. Accuracy of digitized  F0360  2    8 
           data presentation revised. EN-ERR -> EN-ERR-DIG;       F0360  2    9 
           DATA-ERR -> ERR-S.                                     F0360  2   10 
ENDBIB               8          0                                 F0360  2   11 
COMMON               1          3                                 F0360  2   12 
EN-ERR-DIG                                                        F0360  2   13 
MEV                                                               F0360  2   14 
 0.05                                                             F0360  2   15 
ENDCOMMON            3          0                                 F0360  2   16 
DATA                 5        169                                 F0360  2   17 
ANG        E-LVL      EN         DATA       ERR-S                 F0360  2   18 
      16.40      57.40                                            F0360  6   38 
      16.62      54.26       3.02                                 F0360  6   39 
      16.83      54.81                                            F0360  6   40 
      17.02      58.80                                            F0360  6   41 
      17.22      51.81                                            F0360  6   42 
      17.31      51.54                                            F0360  6   43 
      17.41      50.31                                            F0360  6   44 
      17.63      49.36                                            F0360  6   45 
      17.82      48.41                                            F0360  6   46 
      18.03      41.42                                            F0360  6   47 
      18.24      49.25                                            F0360  6   48 
      18.43      41.84                                            F0360  6   49 
      18.64      43.78       3.98                                 F0360  6   50 
      18.73      43.78                                            F0360  6   51 
      18.82      35.82                                            F0360  6   52 
      19.04      44.75                                            F0360  6   53 
      19.22      36.39                                            F0360  6   54 
      19.43      35.85                                            F0360  6   55 
      19.62      32.43                                            F0360  6   56 
      19.81      40.81                                            F0360  6   57 
      20.02      32.03                                            F0360  6   58 
      20.11      34.92                                            F0360  6   59 
      20.20      31.90                                            F0360  6   60 
      20.40      23.81                                            F0360  6   61 
      20.61      31.92       5.35                                 F0360  6   62 
      20.79      33.30                                            F0360  6   63 
ENDDATA             43          0                                 F0360  6   64 
ENDSUBENT           63          0                                 F0360  699999 
SUBENT        F0360007   20210517                             F083F0360  7    1 
BIB                  5         10                                 F0360  7    2 
REACTION   (5-B-11(P,G)6-C-12,PAR,DA,,LEG/RS)                     F0360  7    3 
ERR-ANALYS (ERR-S) Statistical error from graphic bars            F0360  7    4 
COMMENT    The total cross section A(0) calculated form the gamma-F0360  7    5 
           yields at 45, 90 and 135 degrees                       F0360  7    6 
STATUS     (CURVE) Fig 8 from Nucl.Phys.,A123(1969)205            F0360  7    7 
           (COREL,F0360006) The total cross section 4PiA0         F0360  7    8 
HISTORY    (20210502A) SD: SF9=EXP deleted from REACTION code.    F0360  7    9 
           STATUS updated. EN-SEC deleted. Accuracy of digitized  F0360  7   10 
           data presentation revised. EN-ERR -> EN-ERR-DIG;       F0360  7   11 
           DATA-ERR -> ERR-DIG; DATA-ERR1 -> ERR-S.               F0360  7   12 
ENDBIB              10          0                                 F0360  7   13 
COMMON               3          3                                 F0360  7   14 
E-LVL      EN-ERR-DIG ERR-DIG                                     F0360  7   15 
MEV        MEV        NO-DIM                                      F0360  7   16 
 0.0        0.01       0.0025                                     F0360  7   17 
ENDCOMMON            3          0                                 F0360  7   18 
DATA                 4         83                                 F0360  7   19 
NUMBER-CM  EN         DATA-CM    ERR-S                            F0360  7   20 
NO-DIM     MEV        NO-DIM     NO-DIM                           F0360  7   21 
         1.      12.99     0.2204     0.0656                      F0360  7   22 
         1.      13.79     0.2260                                 F0360  7   23 
         1.      14.00     0.3270                                 F0360  7   24 
         1.      14.20     0.2919                                 F0360  7   25 
         1.      14.41     0.4737                                 F0360  7   26 
         1.      14.61     0.4410                                 F0360  7   27 
         1.      14.83     0.4285                                 F0360  7   28 
         1.      15.01     0.3353     0.1035                      F0360  7   29 
         1.      15.22     0.4666                                 F0360  7   30 
         1.      15.40     0.3406                                 F0360  7   31 
         1.      15.61     0.5880                                 F0360  7   32 
         1.      15.79     0.3560                                 F0360  7   33 
         1.      15.98     0.3612                                 F0360  7   34 
         1.      16.09     0.3512                                 F0360  7   35 
         1.      16.19     0.4143                                 F0360  7   36 
         1.      16.40     0.5709                                 F0360  7   37 
         1.      16.60     0.4474     0.1035                      F0360  7   38 
         1.      16.81     0.6191                                 F0360  7   39 
         1.      17.02     0.3972                                 F0360  7   40 
         1.      17.22     0.4226                                 F0360  7   41 
         1.      17.31     0.3999                                 F0360  7   42 
         1.      17.42     0.3621                                 F0360  7   43 
         1.      17.61     0.4733                                 F0360  7   44 
         1.      17.81     0.4406                                 F0360  7   45 
         1.      18.02     0.3020                                 F0360  7   46 
         1.      18.21     0.2693                                 F0360  7   47 
         1.      18.42     0.3552                                 F0360  7   48 
         1.      18.61     0.2797     0.1716                      F0360  7   49 
         1.      18.72     0.4412                                 F0360  7   50 
         1.      18.81     0.3807                                 F0360  7   51 
         1.      19.02     0.5777                                 F0360  7   52 
         1.      19.21     0.0757                                 F0360  7   53 
         1.      19.43     0.5124                                 F0360  7   54 
         1.      19.62     0.2122                                 F0360  7   55 
         1.      19.82     0.5606                                 F0360  7   56 
         1.      20.00     0.1494                                 F0360  7   57 
         1.      20.12     0.5078                                 F0360  7   58 
         1.      20.21     0.8081                                 F0360  7   59 
         1.      20.61     0.5763     0.3255                      F0360  7   60 
         1.      20.80     0.4881                                 F0360  7   61 
         2.      13.01    -0.6598     0.1080                      F0360  7   62 
         2.      13.79    -0.6144                                 F0360  7   63 
         2.      13.99    -0.4862                                 F0360  7   64 
         2.      14.20    -0.6619                                 F0360  7   65 
         2.      14.41    -0.5664                                 F0360  7   66 
         2.      14.61    -0.8752                                 F0360  7   67 
         2.      14.81    -0.6818                                 F0360  7   68 
         2.      15.01    -0.7143     0.1406                      F0360  7   69 
         2.      15.21    -0.5009                                 F0360  7   70 
         2.      15.39    -0.8447                                 F0360  7   71 
         2.      15.60    -0.5032                                 F0360  7   72 
         2.      15.78    -0.6839                                 F0360  7   73 
         2.      16.00    -0.6939                                 F0360  7   74 
         2.      16.10    -0.7641                                 F0360  7   75 
         2.      16.19    -0.8972                                 F0360  7   76 
         2.      16.39    -0.7992                                 F0360  7   77 
         2.      16.59    -0.7238     0.1255                      F0360  7   78 
         2.      16.80    -0.5530                                 F0360  7   79 
         2.      17.00    -0.5002                                 F0360  7   80 
         2.      17.19    -1.0020                                 F0360  7   81 
         2.      17.21    -0.6432                                 F0360  7   82 
         2.      17.32    -0.8515                                 F0360  7   83 
         2.      17.41    -0.7335                                 F0360  7   84 
         2.      17.60    -0.7033                                 F0360  7   85 
         2.      17.81    -0.8413                                 F0360  7   86 
         2.      18.02    -0.5450                                 F0360  7   87 
         2.      18.21    -0.7734                                 F0360  7   88 
         2.      18.40    -0.7758                                 F0360  7   89 
         2.      18.61    -0.6477     0.1808                      F0360  7   90 
         2.      18.72    -0.6828                                 F0360  7   91 
         2.      18.77    -0.2284                                 F0360  7   92 
         2.      18.82    -1.2000                                 F0360  7   93 
         2.      19.01    -0.2709                                 F0360  7   94 
         2.      19.22    -0.7328                                 F0360  7   95 
         2.      19.40    -0.7880                                 F0360  7   96 
         2.      19.61    -1.0240                                 F0360  7   97 
         2.      19.81    -0.5041                                 F0360  7   98 
         2.      20.01    -0.7476                                 F0360  7   99 
         2.      20.11    -0.8304                                 F0360  7  100 
         2.      20.22    -0.5015                                 F0360  7  101 
         2.      20.41    -1.1670                                 F0360  7  102 
         2.      20.62    -0.2929     0.3640                      F0360  7  103 
         2.      20.81    -0.1472                                 F0360  7  104 
ENDDATA             85          0                                 F0360  7  105 
ENDSUBENT          104          0                                 F0360  799999 
SUBENT        F0360008   20210517                             F083F0360  8    1 
BIB                  5          9                                 F0360  8    2 
REACTION   (5-B-11(P,G)6-C-12,PAR,SIG)                            F0360  8    3 
MONITOR    (5-B-11(P,G)6-C-12,PAR,SIG) At 13.-13.5 MeV for        F0360  8    4 
           both levels.                                           F0360  8    5 
MONIT-REF  (F0344001,R.G.Allas+,J,NP,58,122,1964)                 F0360  8    6 
STATUS     (CURVE) Fig 9 from Nucl.Phys.,A123(1969)205            F0360  8    7 
HISTORY    (20210502A) SD: SF9=EXP deleted from REACTION code.    F0360  8    8 
           STATUS updated. EN-SEC deleted. Accuracy of digitized  F0360  8    9 
           data presentation revised. EN-ERR -> EN-ERR-DIG;       F0360  8   10 
           DATA-ERR -> ERR-DIG. MB -> MICRO-B.                    F0360  8   11 
ENDBIB               9          0                                 F0360  8   12 
COMMON               2          3                                 F0360  8   13 
EN-ERR-DIG ERR-DIG                                                F0360  8   14 
MEV        MICRO-B                                                F0360  8   15 
     0.05     0.4                                                 F0360  8   16 
ENDCOMMON            3          0                                 F0360  8   17 
DATA                 3        200                                 F0360  8   18 
E-LVL      EN         DATA                                        F0360  8   19 
MEV        MEV        MICRO-B                                     F0360  8   20 
         0.      13.41       22.8                                 F0360  8   21 
         0.      13.48       22.2                                 F0360  8   22 
         0.      13.56       21.4                                 F0360  8   23 
         0.      13.64       20.6                                 F0360  8   24 
         0.      13.72       19.8                                 F0360  8   25 
         0.      13.80       19.3                                 F0360  8   26 
         0.      13.88       19.1                                 F0360  8   27 
         0.      13.95       19.1                                 F0360  8   28 
         0.      14.03       19.1                                 F0360  8   29 
         0.      14.11       19.1                                 F0360  8   30 
         0.      14.19       19.2                                 F0360  8   31 
         0.      14.27       19.3                                 F0360  8   32 
         0.      14.34       19.4                                 F0360  8   33 
         0.      14.42       19.5                                 F0360  8   34 
         0.      14.50       19.7                                 F0360  8   35 
         0.      14.58       19.8                                 F0360  8   36 
         0.      14.66       19.9                                 F0360  8   37 
         0.      14.74       19.9                                 F0360  8   38 
         0.      14.81       19.9                                 F0360  8   39 
         0.      14.89       19.9                                 F0360  8   40 
         0.      14.97       19.9                                 F0360  8   41 
         0.      15.05       19.9                                 F0360  8   42 
         0.      15.13       19.8                                 F0360  8   43 
         0.      15.20       19.7                                 F0360  8   44 
         0.      15.28       19.6                                 F0360  8   45 
         0.      15.36       19.4                                 F0360  8   46 
         0.      15.44       19.2                                 F0360  8   47 
         0.      15.52       19.0                                 F0360  8   48 
         0.      15.60       18.7                                 F0360  8   49 
         0.      15.67       18.4                                 F0360  8   50 
         0.      15.75       18.0                                 F0360  8   51 
         0.      15.83       17.6                                 F0360  8   52 
         0.      15.91       17.3                                 F0360  8   53 
         0.      15.99       17.0                                 F0360  8   54 
         0.      16.07       16.8                                 F0360  8   55 
         0.      16.14       16.5                                 F0360  8   56 
         0.      16.22       16.2                                 F0360  8   57 
         0.      16.30       15.9                                 F0360  8   58 
         0.      16.38       15.6                                 F0360  8   59 
         0.      16.46       15.4                                 F0360  8   60 
         0.      16.53       15.2                                 F0360  8   61 
         0.      16.61       14.9                                 F0360  8   62 
         0.      16.69       14.6                                 F0360  8   63 
         0.      16.77       14.4                                 F0360  8   64 
         0.      16.85       14.2                                 F0360  8   65 
         0.      16.93       14.0                                 F0360  8   66 
         0.      17.00       13.8                                 F0360  8   67 
         0.      17.08       13.6                                 F0360  8   68 
         0.      17.16       13.3                                 F0360  8   69 
         0.      17.24       13.2                                 F0360  8   70 
         0.      17.32       13.1                                 F0360  8   71 
         0.      17.39       13.0                                 F0360  8   72 
         0.      17.47       12.9                                 F0360  8   73 
         0.      17.55       12.7                                 F0360  8   74 
         0.      17.63       12.6                                 F0360  8   75 
         0.      17.71       12.4                                 F0360  8   76 
         0.      17.79       12.3                                 F0360  8   77 
         0.      17.86       12.1                                 F0360  8   78 
         0.      17.94       12.0                                 F0360  8   79 
         0.      18.02       11.9                                 F0360  8   80 
         0.      18.10       11.8                                 F0360  8   81 
         0.      18.18       11.6                                 F0360  8   82 
         0.      18.25       11.5                                 F0360  8   83 
         0.      18.33       11.4                                 F0360  8   84 
         0.      18.41       11.4                                 F0360  8   85 
         0.      18.49       11.3                                 F0360  8   86 
         0.      18.57       11.2                                 F0360  8   87 
         0.      18.65       11.1                                 F0360  8   88 
         0.      18.72       10.8                                 F0360  8   89 
         0.      18.80       10.7                                 F0360  8   90 
         0.      18.88       10.6                                 F0360  8   91 
         0.      18.96       10.4                                 F0360  8   92 
         0.      19.04       10.3                                 F0360  8   93 
         0.      19.11       10.2                                 F0360  8   94 
         0.      19.19       10.0                                 F0360  8   95 
         0.      19.27        9.9                                 F0360  8   96 
         0.      19.35        9.8                                 F0360  8   97 
         0.      19.43        9.7                                 F0360  8   98 
         0.      19.51        9.6                                 F0360  8   99 
         0.      19.58        9.6                                 F0360  8  100 
         0.      19.66        9.5                                 F0360  8  101 
         0.      19.74        9.4                                 F0360  8  102 
         0.      19.82        9.2                                 F0360  8  103 
         0.      19.90        9.0                                 F0360  8  104 
         0.      19.97        8.8                                 F0360  8  105 
         0.      20.05        8.8                                 F0360  8  106 
         0.      20.13        8.7                                 F0360  8  107 
         0.      20.21        8.5                                 F0360  8  108 
         0.      20.29        8.3                                 F0360  8  109 
         0.      20.37        8.1                                 F0360  8  110 
         0.      20.44        8.0                                 F0360  8  111 
         0.      20.52        7.9                                 F0360  8  112 
         0.      20.60        7.8                                 F0360  8  113 
         0.      20.68        7.8                                 F0360  8  114 
         0.      20.76        7.7                                 F0360  8  115 
         0.      20.84        7.5                                 F0360  8  116 
         0.      20.91        7.3                                 F0360  8  117 
         0.      20.99        7.2                                 F0360  8  118 
         0.      21.07        7.1                                 F0360  8  119 
         0.      21.15        7.0                                 F0360  8  120 
       4.43      13.58       46.0                                 F0360  8  121 
       4.43      13.66       45.8                                 F0360  8  122 
       4.43      13.73       45.6                                 F0360  8  123 
       4.43      13.81       45.5                                 F0360  8  124 
       4.43      13.88       44.7                                 F0360  8  125 
       4.43      13.96       43.3                                 F0360  8  126 
       4.43      14.04       41.7                                 F0360  8  127 
       4.43      14.11       40.5                                 F0360  8  128 
       4.43      14.19       40.4                                 F0360  8  129 
       4.43      14.26       40.1                                 F0360  8  130 
       4.43      14.34       40.1                                 F0360  8  131 
       4.43      14.41       39.9                                 F0360  8  132 
       4.43      14.49       39.8                                 F0360  8  133 
       4.43      14.56       39.6                                 F0360  8  134 
       4.43      14.64       39.2                                 F0360  8  135 
       4.43      14.72       38.5                                 F0360  8  136 
       4.43      14.79       37.6                                 F0360  8  137 
       4.43      14.87       36.3                                 F0360  8  138 
       4.43      14.94       35.8                                 F0360  8  139 
       4.43      15.02       35.0                                 F0360  8  140 
       4.43      15.09       34.7                                 F0360  8  141 
       4.43      15.17       34.3                                 F0360  8  142 
       4.43      15.24       34.3                                 F0360  8  143 
       4.43      15.32       34.3                                 F0360  8  144 
       4.43      15.40       34.4                                 F0360  8  145 
       4.43      15.47       34.4                                 F0360  8  146 
       4.43      15.55       34.3                                 F0360  8  147 
       4.43      15.62       34.3                                 F0360  8  148 
       4.43      15.70       34.0                                 F0360  8  149 
       4.43      15.77       33.8                                 F0360  8  150 
       4.43      15.85       33.4                                 F0360  8  151 
       4.43      15.93       32.9                                 F0360  8  152 
       4.43      16.00       32.2                                 F0360  8  153 
       4.43      16.08       31.7                                 F0360  8  154 
       4.43      16.15       30.9                                 F0360  8  155 
       4.43      16.23       30.3                                 F0360  8  156 
       4.43      16.30       29.9                                 F0360  8  157 
       4.43      16.38       29.5                                 F0360  8  158 
       4.43      16.45       29.0                                 F0360  8  159 
       4.43      16.53       28.5                                 F0360  8  160 
       4.43      16.61       28.1                                 F0360  8  161 
       4.43      16.68       27.6                                 F0360  8  162 
       4.43      16.76       27.2                                 F0360  8  163 
       4.43      16.83       26.7                                 F0360  8  164 
       4.43      16.91       26.4                                 F0360  8  165 
       4.43      16.98       25.7                                 F0360  8  166 
       4.43      17.06       25.2                                 F0360  8  167 
       4.43      17.13       24.7                                 F0360  8  168 
       4.43      17.21       24.4                                 F0360  8  169 
       4.43      17.29       23.7                                 F0360  8  170 
       4.43      17.36       23.4                                 F0360  8  171 
       4.43      17.44       22.7                                 F0360  8  172 
       4.43      17.51       22.3                                 F0360  8  173 
       4.43      17.59       21.9                                 F0360  8  174 
       4.43      17.66       21.6                                 F0360  8  175 
       4.43      17.74       21.0                                 F0360  8  176 
       4.43      17.81       20.6                                 F0360  8  177 
       4.43      17.89       20.2                                 F0360  8  178 
       4.43      17.97       19.8                                 F0360  8  179 
       4.43      18.04       19.5                                 F0360  8  180 
       4.43      18.12       19.3                                 F0360  8  181 
       4.43      18.19       19.2                                 F0360  8  182 
       4.43      18.27       19.2                                 F0360  8  183 
       4.43      18.34       19.3                                 F0360  8  184 
       4.43      18.42       19.4                                 F0360  8  185 
       4.43      18.49       19.4                                 F0360  8  186 
       4.43      18.57       19.4                                 F0360  8  187 
       4.43      18.65       19.2                                 F0360  8  188 
       4.43      18.72       19.2                                 F0360  8  189 
       4.43      18.80       18.9                                 F0360  8  190 
       4.43      18.87       18.7                                 F0360  8  191 
       4.43      18.95       18.3                                 F0360  8  192 
       4.43      19.02       18.0                                 F0360  8  193 
       4.43      19.10       17.7                                 F0360  8  194 
       4.43      19.17       17.5                                 F0360  8  195 
       4.43      19.25       17.1                                 F0360  8  196 
       4.43      19.33       16.8                                 F0360  8  197 
       4.43      19.40       16.5                                 F0360  8  198 
       4.43      19.48       16.2                                 F0360  8  199 
       4.43      19.55       16.0                                 F0360  8  200 
       4.43      19.63       15.6                                 F0360  8  201 
       4.43      19.70       15.3                                 F0360  8  202 
       4.43      19.78       15.1                                 F0360  8  203 
       4.43      19.86       14.8                                 F0360  8  204 
       4.43      19.93       14.5                                 F0360  8  205 
       4.43      20.01       14.2                                 F0360  8  206 
       4.43      20.08       14.0                                 F0360  8  207 
       4.43      20.16       13.8                                 F0360  8  208 
       4.43      20.23       13.5                                 F0360  8  209 
       4.43      20.31       13.2                                 F0360  8  210 
       4.43      20.38       13.1                                 F0360  8  211 
       4.43      20.46       12.9                                 F0360  8  212 
       4.43      20.54       12.7                                 F0360  8  213 
       4.43      20.61       12.4                                 F0360  8  214 
       4.43      20.69       12.3                                 F0360  8  215 
       4.43      20.76       12.0                                 F0360  8  216 
       4.43      20.84       11.9                                 F0360  8  217 
       4.43      20.91       11.8                                 F0360  8  218 
       4.43      20.99       11.6                                 F0360  8  219 
       4.43      21.06       11.3                                 F0360  8  220 
ENDDATA            202          0                                 F0360  8  221 
ENDSUBENT          220          0                                 F0360  899999 
ENDENTRY             8          0                                 F036099999999 
