ENTRY            F0984   20090205                             F035F098400000001 
SUBENT        F0984001   20090205                             F035F098400100001 
BIB                 10         18                                 F098400100002 
TITLE      The 23Na(d,a)21Ne reaction for deuteron energies of    F098400100003 
           2.3-4.0 MeV.                                           F098400100004 
AUTHOR     (G.Ya.Vysotskij,I.I.Zalyubovskij,B.M.Zabegaj,          F098400100005 
           A.V.Kuznichenko,A.P.Lobkovskij,A.A.Melenevskij,        F098400100006 
           O.F.Nemets,V.N.Nemykin)                                F098400100007 
INSTITUTE  (4UKRKHU,4UKRIFU)                                      F098400100008 
REFERENCE  (J,IZV,34,1761,1970)                                   F098400100009 
           (J,BAS,34,1566,1971)                                   F098400100010 
FACILITY   (VDG,4UKRIFU)                                          F098400100011 
DETECTOR   (SIBAR)  Two silicon surface barrier detectors         F098400100012 
           with the energy resolution for alpha particles no worseF098400100013 
           than 20 keV in the working area of 5-10 MeV were used. F098400100014 
METHOD     (BCINT)                                                F098400100015 
SAMPLE     A layer of NaBr (~ 200 mu-g/cm2 thick) evaporated on   F098400100016 
           a thin coal backing (30 mu-g/cm2) was used as a target.F098400100017 
ERR-ANALYS (ERR-DIG)    Data digitizing error                     F098400100018 
           (DATA-ERR)   Error from the graphic bars               F098400100019 
HISTORY    (20090205C)                                            F098400100020 
ENDBIB              18          0                                 F098400100021 
NOCOMMON             0          0                                 F098400100022 
ENDSUBENT           21          0                                 F098400199999 
SUBENT        F0984002   20090205                             F035F098400200001 
BIB                  3          3                                 F098400200002 
REACTION   (11-NA-23(D,A)10-NE-21,PAR,DA)                         F098400200003 
ERR-ANALYS (EN-ERR-DIG) Energy digitizing error                   F098400200004 
STATUS     (CURVE) Fig.2                                          F098400200005 
ENDBIB               3          0                                 F098400200006 
COMMON               2          3                                 F098400200007 
EN-ERR-DIG ERR-DIG                                                F098400200008 
MEV        MB/SR                                                  F098400200009 
 0.005      0.006                                                 F098400200010 
ENDCOMMON            3          0                                 F098400200011 
DATA                 5        441                                 F098400200012 
E-LVL      ANG        EN         DATA       DATA-ERR              F098400200013 
      1.745       160.     3.0874     0.3303   5.53E-02           F098400200402 
      1.745       160.     3.1375      0.496   5.52E-02           F098400200403 
      1.745       160.      3.188     0.4548   5.51E-02           F098400200404 
      1.745       160.     3.2346     0.3447   5.54E-02           F098400200405 
      1.745       160.      3.285     0.3518   4.83E-02           F098400200406 
      1.745       160.     3.3354     0.3037   4.81E-02           F098400200407 
      1.745       160.     3.3821     0.2281   5.52E-02           F098400200408 
      1.745       160.     3.4401     0.2973   4.83E-02           F098400200409 
      1.745       160.     3.4829     0.1595   4.14E-02           F098400200410 
      1.745       160.      3.537     0.2839   5.52E-02           F098400200411 
      1.745       160.     3.5911      0.422   4.83E-02           F098400200412 
      1.745       160.     3.6339     0.2636   4.81E-02           F098400200413 
      1.745       160.     3.6883      0.188   4.82E-02           F098400200414 
      1.745       160.     3.7387     0.2158   4.14E-02           F098400200415 
      1.745       160.     3.7891      0.216   4.83E-02           F098400200416 
      1.745       160.     3.8899     0.1957   4.84E-02           F098400200417 
      1.745       160.     3.9402      0.189   4.83E-02           F098400200418 
      1.745       160.     3.9868     0.1892   5.52E-02           F098400200419 
      1.745       160.     4.0372     0.1825   4.83E-02           F098400200420 
      1.745       170.     2.3395     0.3504   5.56E-02           F098400200421 
      1.745       170.     2.3937     0.4776   6.35E-02           F098400200422 
      1.745       170.      2.448     0.4381   6.32E-02           F098400200423 
      1.745       170.     2.4944       0.47   6.35E-02           F098400200424 
      1.745       170.     2.5408     0.5813   7.14E-02           F098400200425 
      1.745       170.     2.5952     0.5339   6.34E-02           F098400200426 
      1.745       170.      2.638     0.3277   5.56E-02           F098400200427 
      1.745       170.     2.6883     0.3676   6.35E-02           F098400200428 
      1.745       170.     2.7463     0.4948   6.36E-02           F098400200429 
      1.745       170.     2.7929     0.4473   6.38E-02           F098400200430 
      1.745       170.     2.8432     0.5031   7.14E-02           F098400200431 
      1.745       170.     2.8936     0.5668   7.94E-02           F098400200432 
      1.745       170.     2.9403     0.3606   6.35E-02           F098400200433 
      1.745       170.     2.9906     0.4639   7.14E-02           F098400200434 
      1.745       170.     3.0408     0.5753   7.12E-02           F098400200435 
      1.745       170.     3.0912     0.6548   6.35E-02           F098400200436 
      1.745       170.     3.1454     0.6788   6.37E-02           F098400200437 
      1.745       170.     3.1843     0.5044   6.38E-02           F098400200438 
      1.745       170.     3.2386      0.457   6.36E-02           F098400200439 
      1.745       170.     3.2851     0.5127   6.35E-02           F098400200440 
      1.745       170.     3.3393     0.5129   6.32E-02           F098400200441 
      1.745       170.      3.386     0.3543   5.56E-02           F098400200442 
      1.745       170.     3.4364     0.3228   6.35E-02           F098400200443 
      1.745       170.     3.4791     0.2912   6.34E-02           F098400200444 
      1.745       170.     3.5409     0.4819   7.14E-02           F098400200445 
      1.745       170.      3.599     0.5139   7.11E-02           F098400200446 
      1.745       170.     3.6379      0.387   7.13E-02           F098400200447 
      1.745       170.     3.6921     0.4587   7.94E-02           F098400200448 
      1.745       170.     3.7348     0.3715   7.14E-02           F098400200449 
      1.745       170.     3.7852     0.3479   7.13E-02           F098400200450 
      1.745       170.     3.8433     0.4354   7.94E-02           F098400200451 
      1.745       170.     3.8937     0.3562   6.35E-02           F098400200452 
      1.745       170.     3.9479     0.4517   7.14E-02           F098400200453 
      1.745       170.     3.9906     0.3645   7.15E-02           F098400200454 
      1.745       170.     4.0411     0.2933   7.12E-02           F098400200455 
ENDDATA            443          0                                 F098400200456 
ENDSUBENT          455          0                                 F098400299999 
SUBENT        F0984003   20090205                             F035F098400300001 
BIB                  3          3                                 F098400300002 
REACTION   (11-NA-23(D,A)10-NE-21,PAR,DA)                         F098400300003 
ERR-ANALYS (EN-ERR-DIG) Energy digitizing error                   F098400300004 
STATUS     (CURVE) Fig.2                                          F098400300005 
ENDBIB               3          0                                 F098400300006 
COMMON               4          3                                 F098400300007 
E-LVL      E-LVL      EN-ERR-DIG ERR-DIG                          F098400300008 
MEV        MEV        MEV        MB/SR                            F098400300009 
  2.789      2.794     0.002      0.007                           F098400300010 
ENDCOMMON            3          0                                 F098400300011 
DATA                 4        135                                 F098400300012 
ANG        EN         DATA       DATA-ERR                         F098400300013 
ADEG       MEV        MB/SR      MB/SR                            F098400300014 
        40.     2.3066     0.6442     0.1698                      F098400300015 
        40.     2.3541     0.6069     0.1696                      F098400300016 
        40.     2.4016     0.7394     0.1887                      F098400300017 
        40.      2.457     0.7588     0.1509                      F098400300018 
        40.     2.5044     1.0045     0.1888                      F098400300019 
        40.     2.5558     1.1747     0.2264                      F098400300020 
        40.     2.6073     1.0808     0.1887                      F098400300021 
        40.     2.6586     1.4964     0.2076                      F098400300022 
        40.     2.7061     1.5345     0.1887                      F098400300023 
        40.     2.7537     1.2519     0.2076                      F098400300024 
        40.     2.8012     1.2335     0.2078                      F098400300025 
        40.     2.8527     1.2717     0.2076                      F098400300026 
        40.     2.9041     1.2344     0.2077                      F098400300027 
        40.     2.9631     2.4047      0.283                      F098400300028 
        40.     3.0067     2.2542      0.281                      F098400300029 
        40.      3.062     2.4056     0.2641                      F098400300030 
        40.     3.1057     2.1796      0.283                      F098400300031 
        40.     3.1531     2.3875     0.2643                      F098400300032 
        40.     3.2123     2.7466     0.3207                      F098400300033 
        40.     3.2598     2.9168      0.283                      F098400300034 
        40.     3.3074     2.6531     0.2641                      F098400300035 
        40.      3.363     2.1441     0.2076                      F098400300036 
        40.     3.4066     1.9558     0.2642                      F098400300037 
        40.      3.458     2.2016     0.3019                      F098400300038 
        90.     2.8758     1.1733 9.6000E-02                      F098400300039 
        90.     2.9233     1.2056 8.0000E-02                      F098400300040 
        90.     2.9669     1.1418 8.0100E-02                      F098400300041 
        90.     3.0183     1.1581      0.128                      F098400300042 
        90.     3.0658     1.1904 8.0300E-02                      F098400300043 
        90.     3.1212     1.3507 8.0000E-02                      F098400300044 
        90.     3.1686      1.607      0.128                      F098400300045 
        90.      3.224     1.7034      0.112                      F098400300046 
        90.     3.2755     1.5757      0.113                      F098400300047 
        90.     3.3705     1.4962      0.128                      F098400300048 
        90.      3.422     1.3686      0.127                      F098400300049 
        90.     3.4735     1.3369      0.144                      F098400300050 
        90.      3.525     1.3852      0.142                      F098400300051 
        90.     3.5764     1.4815      0.128                      F098400300052 
        90.     3.6279     1.4658      0.129                      F098400300053 
        90.     3.6714     1.4341      0.127                      F098400300054 
        90.     3.7229     1.4024      0.128                      F098400300055 
        90.     3.7742     1.8027      0.144                      F098400300056 
        90.     3.8217      1.931      0.128                      F098400300057 
        90.     3.8692     1.7552      0.112                      F098400300058 
        90.     3.9167     1.7555      0.113                      F098400300059 
        90.     3.9683     1.4518      0.128                      F098400300060 
        90.     4.0197     1.7242      0.144                      F098400300061 
       140.     2.3171     0.6249     0.1509                      F098400300062 
       140.     2.3606     0.6818     0.1321                      F098400300063 
       140.     2.4042     0.7765     0.1324                      F098400300064 
       140.     2.4556      0.758     0.1321                      F098400300065 
       140.     2.5031     0.8715     0.1132                      F098400300066 
       140.     2.5585     1.0606     0.1133                      F098400300067 
       140.     2.6574     1.0802     0.1321                      F098400300068 
       140.      2.709     0.8919     0.1324                      F098400300069 
       140.     2.7565     0.8922     0.1509                      F098400300070 
       140.     2.8078     1.1756     0.1321                      F098400300071 
       140.     2.9029     1.1385     0.1132                      F098400300072 
       140.     3.0058     1.2525     0.1509                      F098400300073 
       140.     3.1601     1.4611     0.1322                      F098400300074 
       140.     3.2076     1.5558     0.1507                      F098400300075 
       140.     3.2589     1.9147     0.1132                      F098400300076 
       140.     3.3025     1.7829     0.1134                      F098400300077 
       140.     3.3539      1.972     0.1132                      F098400300078 
       140.     3.4055     1.5384     0.1321                      F098400300079 
       140.      3.457     1.3689     0.1132                      F098400300080 
       140.     3.5045     1.4636     0.1134                      F098400300081 
       140.      3.552     1.5583     0.1321                      F098400300082 
       140.     3.6035     1.2945     0.1132                      F098400300083 
       140.      3.651     1.4835     0.1135                      F098400300084 
       140.     3.7024     1.5594 9.4300E-02                      F098400300085 
       140.     3.7538     1.8427     0.1321                      F098400300086 
       140.     3.8013     1.8242     0.1509                      F098400300087 
       140.     3.8527     2.0133     0.1322                      F098400300088 
       140.     3.9041     2.2401     0.1321                      F098400300089 
       140.     3.9556     2.1083     0.1132                      F098400300090 
       140.     4.0071     2.0898     0.1134                      F098400300091 
       160.     2.8739     1.4979     0.1569                      F098400300092 
       160.     2.9253     1.5572     0.1373                      F098400300093 
       160.     2.9728     1.6753     0.1568                      F098400300094 
       160.     3.0243     1.5973     0.1373                      F098400300095 
       160.     3.0719     1.4409     0.1177                      F098400300096 
       160.     3.1274     1.2257     0.1175                      F098400300097 
       160.     3.1709     1.1476     0.1176                      F098400300098 
       160.     3.2185     0.9912     0.1373                      F098400300099 
       160.     3.2739     1.1093     0.1374                      F098400300100 
       160.     3.3213     1.3647     0.1177                      F098400300101 
       160.     3.3726     1.7573     0.1373                      F098400300102 
       160.     3.4242     1.5224     0.1371                      F098400300103 
       160.     3.4678     1.2483     0.1569                      F098400300104 
       160.     3.5233     1.1704     0.1567                      F098400300105 
       160.     3.5786     1.4454     0.1373                      F098400300106 
       160.     3.6261      1.485     0.1177                      F098400300107 
       160.     3.6736     1.4266     0.1569                      F098400300108 
       160.     3.7251     1.3878     0.1373                      F098400300109 
       160.     3.7765     1.6236     0.1371                      F098400300110 
       160.     3.8279     1.5848     0.1372                      F098400300111 
       160.     3.8754     1.7225     0.1374                      F098400300112 
       160.     3.9268     1.8014     0.1373                      F098400300113 
       160.     3.9743     1.9195     0.1569                      F098400300114 
       160.     4.0218     1.9983     0.1373                      F098400300115 
       170.      2.335     0.7122   9.68E-02                      F098400300116 
       170.     2.3865      0.632     0.1129                      F098400300117 
       170.      2.426     0.6806     0.1127                      F098400300118 
       170.     2.4735     0.7455     0.1128                      F098400300119 
       170.     2.5247     1.2459     0.1126                      F098400300120 
       170.     2.5763     1.1334   9.67E-02                      F098400300121 
       170.     2.6197      1.295   9.68E-02                      F098400300122 
       170.     2.6672     1.3115     0.1129                      F098400300123 
       170.     2.7226     1.4248     0.1125                      F098400300124 
       170.     2.7741      1.393   9.68E-02                      F098400300125 
       170.     2.8256     1.3772     0.1129                      F098400300126 
       170.     2.8692      1.184      0.113                      F098400300127 
       170.     2.9244     1.6683      0.129                      F098400300128 
       170.     2.9677     2.1041     0.1291                      F098400300129 
       170.     3.0194     1.7174     0.1129                      F098400300130 
       170.      3.071     1.3307     0.1127                      F098400300131 
       170.     3.1225      1.315      0.128                      F098400300132 
       170.     3.1701     1.0089     0.1129                      F098400300133 
       170.     3.2176     1.1544      0.113                      F098400300134 
       170.     3.2689     1.4129      0.129                      F098400300135 
       170.     3.3163     1.6713     0.1128                      F098400300136 
       170.     3.3677     1.8813     0.1129                      F098400300137 
       170.     3.4115     1.3817     0.1126                      F098400300138 
       170.      3.467     1.1724     0.1127                      F098400300139 
       170.     3.5106     1.0115   9.68E-02                      F098400300140 
       170.     3.5618     1.4796     0.1129                      F098400300141 
       170.     3.6133     1.5929   9.67E-02                      F098400300142 
       170.     3.6687     1.6417     0.1127                      F098400300143 
       170.     3.7201     1.6421     0.1129                      F098400300144 
       170.     3.8191     1.7235     0.1126                      F098400300145 
       170.     3.8704     1.9981     0.1129                      F098400300146 
       170.     3.9179     2.0468     0.1128                      F098400300147 
       170.     3.9653     2.1601     0.1129                      F098400300148 
       170.     4.0168      2.225     0.1125                      F098400300149 
ENDDATA            137          0                                 F098400300150 
ENDSUBENT          149          0                                 F098400399999 
SUBENT        F0984004   20090205                             F035F098400400001 
BIB                  3          3                                 F098400400002 
REACTION   (11-NA-23(D,A)10-NE-21,PAR,DA)                         F098400400003 
ERR-ANALYS (ANG-ERR-D)  Angle digitizing error                    F098400400004 
STATUS     (CURVE) Fig.3                                          F098400400005 
ENDBIB               3          0                                 F098400400006 
COMMON               2          3                                 F098400400007 
ANG-ERR-D  ERR-DIG                                                F098400400008 
ADEG       MB/SR                                                  F098400400009 
 0.378      0.014                                                 F098400400010 
ENDCOMMON            3          0                                 F098400400011 
DATA                 5        372                                 F098400400012 
E-LVL      EN         ANG        DATA       DATA-ERR              F098400400013 
MEV        MEV        ADEG       MB/SR      MB/SR                 F098400400014 
         0.        2.3     37.755     0.3587   5.80E-02           F098400400015 
         0.        2.3     48.527     0.3011   6.25E-02           F098400400016 
         0.        2.3      58.49     0.3372   8.04E-02           F098400400017 
         0.        2.3     68.459     0.3688   7.14E-02           F098400400018 
         0.        2.3     79.101     0.4407   6.25E-02           F098400400019 
         0.        2.3     89.136     0.4054   7.14E-02           F098400400020 
         0.        2.3     99.136     0.4058   6.72E-02           F098400400021 
         0.        2.3     109.84     0.4151   6.70E-02           F098400400022 
         0.        2.3     119.13     0.4155   5.80E-02           F098400400023 
         0.        2.3     129.19     0.3489   6.25E-02           F098400400024 
         0.        2.3     138.47     0.3582   5.80E-02           F098400400025 
         0.        2.3     149.25     0.2916   5.36E-02           F098400400026 
         0.        2.3      159.3     0.2429   5.38E-02           F098400400027 
         0.        2.3     168.61      0.221   6.25E-02           F098400400028 
         0.        2.5     38.517     0.2556   4.17E-02           F098400400029 
         0.        2.5     49.168     0.3144   4.19E-02           F098400400030 
         0.        2.5     58.373     0.3897   5.00E-02           F098400400031 
         0.        2.5     68.351     0.4109   5.01E-02           F098400400032 
         0.        2.5     78.337     0.4238   4.58E-02           F098400400033 
         0.        2.5     88.452     0.3158   5.83E-02           F098400400034 
         0.        2.5     98.443     0.3245   6.25E-02           F098400400035 
         0.        2.5      109.2     0.2874   4.17E-02           F098400400036 
         0.        2.5     119.17     0.3127   5.42E-02           F098400400037 
         0.        2.5     129.16     0.3256   4.58E-02           F098400400038 
         0.        2.5     138.38     0.3801   4.56E-02           F098400400039 
         0.        2.5     147.74     0.3138   6.25E-02           F098400400040 
         0.        2.5     158.51     0.2642   5.00E-02           F098400400041 
         0.        2.5     168.53     0.2395   4.58E-02           F098400400042 
         0.        2.8     38.306     0.4525   5.80E-02           F098400400043 
         0.        2.8     49.844     0.3413   5.36E-02           F098400400044 
         0.        2.8     59.138     0.3327   5.38E-02           F098400400045 
         0.        2.8     69.848     0.3376   5.37E-02           F098400400046 
         0.        2.8     78.481     0.2754   5.82E-02           F098400400047 
         0.        2.8      89.08     0.3919   4.91E-02           F098400400048 
         0.        2.8     99.785     0.4013   5.80E-02           F098400400049 
         0.        2.8     109.78     0.4106   4.93E-02           F098400400050 
         0.        2.8     119.77      0.411   4.46E-02           F098400400051 
         0.        2.8     129.07     0.4024   4.91E-02           F098400400052 
         0.        2.8     141.15     0.4609   4.47E-02           F098400400053 
         0.        2.8     149.09     0.3808   5.36E-02           F098400400054 
         0.        2.8     159.64     0.5464   5.37E-02           F098400400055 
         0.        2.8     168.98     0.4888   4.91E-02           F098400400056 
         0.        3.0     39.743      0.573   7.59E-02           F098400400057 
         0.        3.0     48.419     0.4662   4.94E-02           F098400400058 
         0.        3.0     59.193     0.4041   5.80E-02           F098400400059 
         0.        3.0     69.188      0.409   5.36E-02           F098400400060 
         0.        3.0     79.123     0.4763   4.91E-02           F098400400061 
         0.        3.0     88.395     0.4901   5.38E-02           F098400400062 
         0.        3.0     99.862     0.4503   5.36E-02           F098400400063 
         0.        3.0     110.56     0.4686   5.37E-02           F098400400064 
         0.        3.0     119.17     0.4243   5.39E-02           F098400400065 
         0.        3.0     129.87     0.4425   4.91E-02           F098400400066 
         0.        3.0     141.31     0.4296   4.93E-02           F098400400067 
         0.        3.0     149.84     0.4701   4.92E-02           F098400400068 
         0.        3.0     159.97     0.3365   5.36E-02           F098400400069 
         0.        3.0     170.75       0.27   5.35E-02           F098400400070 
         0.       3.35     37.952     0.2643   6.43E-02           F098400400071 
         0.       3.35     47.194     0.3183   5.36E-02           F098400400072 
         0.       3.35     57.913     0.3134   5.89E-02           F098400400073 
         0.       3.35     67.861     0.3781   4.82E-02           F098400400074 
         0.       3.35     77.193     0.3196   5.36E-02           F098400400075 
         0.       3.35     87.915     0.3094   5.38E-02           F098400400076 
         0.       3.35     97.872     0.3634   6.96E-02           F098400400077 
         0.       3.35     107.83     0.4175   6.97E-02           F098400400078 
         0.       3.35     118.52     0.4501   5.89E-02           F098400400079 
         0.       3.35     129.88     0.5363   4.82E-02           F098400400080 
         0.       3.35     139.85     0.5635   6.96E-02           F098400400081 
         0.       3.35     149.14     0.5586   5.89E-02           F098400400082 
         0.       3.35     159.29     0.3716   5.91E-02           F098400400083 
         0.       3.35     170.11     0.2381   5.36E-02           F098400400084 
         0.        3.5     39.168     0.4602   4.78E-02           F098400400085 
         0.        3.5     48.432     0.4823   5.22E-02           F098400400086 
         0.        3.5     59.138     0.4914   4.35E-02           F098400400087 
         0.        3.5      69.18     0.4482   5.21E-02           F098400400088 
         0.        3.5     79.167     0.4616   5.22E-02           F098400400089 
         0.        3.5     89.162     0.4663   5.24E-02           F098400400090 
         0.        3.5     99.833     0.5102   5.22E-02           F098400400091 
         0.        3.5     109.82     0.5193   4.35E-02           F098400400092 
         0.        3.5     120.59     0.4675   4.78E-02           F098400400093 
         0.        3.5     129.87     0.4722   4.76E-02           F098400400094 
         0.        3.5     140.51     0.5465   5.22E-02           F098400400095 
         0.        3.5     150.35      0.712   6.52E-02           F098400400096 
         0.        3.5     160.45     0.6037   4.78E-02           F098400400097 
         0.        3.5     169.06     0.5736   4.76E-02           F098400400098 
         0.       3.65     39.695     0.3051   4.91E-02           F098400400099 
         0.       3.65     50.374     0.3413   4.93E-02           F098400400100 
         0.       3.65     59.673     0.3282   4.46E-02           F098400400101 
         0.       3.65      69.69     0.3108   4.91E-02           F098400400102 
         0.       3.65      80.33      0.387   4.92E-02           F098400400103 
         0.       3.65     89.663     0.3383   4.91E-02           F098400400104 
         0.       3.65     99.675     0.3253   4.89E-02           F098400400105 
         0.       3.65     110.38     0.3346   5.36E-02           F098400400106 
         0.       3.65     120.44      0.277   4.46E-02           F098400400107 
         0.       3.65     130.22     0.5006   4.91E-02           F098400400108 
         0.       3.65     139.49     0.5143   5.35E-02           F098400400109 
         0.       3.65     150.18     0.5415   5.36E-02           F098400400110 
         0.       3.65     160.18     0.5419   5.38E-02           F098400400111 
         0.       3.65     170.86      0.578   4.46E-02           F098400400112 
         0.        3.8     38.491     0.3264   6.48E-02           F098400400113 
         0.        3.8     48.504     0.3075   7.13E-02           F098400400114 
         0.        3.8     59.245     0.2693   7.16E-02           F098400400115 
         0.        3.8     67.844     0.2309   5.83E-02           F098400400116 
         0.        3.8     79.931     0.3094   6.48E-02           F098400400117 
         0.        3.8     89.262     0.2451   6.46E-02           F098400400118 
         0.        3.8     98.465     0.3623   5.83E-02           F098400400119 
         0.        3.8     109.85     0.4278   7.13E-02           F098400400120 
         0.        3.8     119.16     0.3959   6.48E-02           F098400400121 
         0.        3.8     129.67     0.6752   7.14E-02           F098400400122 
         0.        3.8     139.63     0.7406   6.48E-02           F098400400123 
         0.        3.8     149.59      0.793   7.13E-02           F098400400124 
         0.        3.8     159.56     0.8325   7.11E-02           F098400400125 
         0.        3.8     170.38     0.6905   6.47E-02           F098400400126 
         0.        4.0      41.06     0.4422   3.50E-02           F098400400127 
         0.        4.0     51.055     0.4465   4.66E-02           F098400400128 
         0.        4.0     61.019     0.4779   4.27E-02           F098400400129 
         0.        4.0     70.376     0.4161   4.28E-02           F098400400130 
         0.        4.0     81.018     0.4786   4.66E-02           F098400400131 
         0.        4.0     91.026     0.4712   4.29E-02           F098400400132 
         0.        4.0      101.1     0.4094   4.27E-02           F098400400133 
         0.        4.0     111.21     0.3165   4.65E-02           F098400400134 
         0.        4.0      121.2     0.3207   4.26E-02           F098400400135 
         0.        4.0     131.01     0.4842   5.05E-02           F098400400136 
         0.        4.0     141.13     0.3836   4.66E-02           F098400400137 
         0.        4.0     150.36     0.4305   5.06E-02           F098400400138 
         0.        4.0     160.43     0.3726   4.68E-02           F098400400139 
         0.        4.0     171.14      0.373   4.66E-02           F098400400140 
       0.35        2.3     38.743     0.8238     0.1053           F098400400141 
       0.35        2.3     47.387     0.7262   9.12E-02           F098400400142 
       0.35        2.3     58.101      0.727   9.13E-02           F098400400143 
       0.35        2.3     68.153     0.6575   7.72E-02           F098400400144 
       0.35        2.3     78.266     0.5038   9.12E-02           F098400400145 
       0.35        2.3     88.867      0.659   9.11E-02           F098400400146 
       0.35        2.3     98.142     0.6737     0.1193           F098400400147 
       0.35        2.3     107.97      0.906   8.42E-02           F098400400148 
       0.35        2.3     118.03     0.8295   9.82E-02           F098400400149 
       0.35        2.3     127.19     0.9986   9.84E-02           F098400400150 
       0.35        2.3     137.21     0.9712     0.1123           F098400400151 
       0.35        2.3     148.65      0.951   9.83E-02           F098400400152 
       0.35        2.3     157.96     0.9236   9.12E-02           F098400400153 
       0.35        2.3     168.59     1.0366   9.82E-02           F098400400154 
       0.35        2.5     39.346     0.6511   9.66E-02           F098400400155 
       0.35        2.5     48.662     0.6104   9.67E-02           F098400400156 
       0.35        2.5     57.922     0.6455   8.28E-02           F098400400157 
       0.35        2.5     68.782     0.4531   7.59E-02           F098400400158 
       0.35        2.5     78.741      0.509   8.28E-02           F098400400159 
       0.35        2.5     88.616     0.6753   6.90E-02           F098400400160 
       0.35        2.5     98.512     0.8139   8.97E-02           F098400400161 
       0.35        2.5      108.5     0.8284   8.96E-02           F098400400162 
       0.35        2.5     119.04     1.0567   8.98E-02           F098400400163 
       0.35        2.5     127.67     0.9884   9.66E-02           F098400400164 
       0.35        2.5     138.51     0.8167   8.28E-02           F098400400165 
       0.35        2.5     148.46     0.8864   8.97E-02           F098400400166 
       0.35        2.5      159.3     0.7216   8.28E-02           F098400400167 
       0.35        2.5     167.88     0.7153     0.1035           F098400400168 
       0.35        2.8     39.994     1.1534     0.1811           F098400400169 
       0.35        2.8     49.953     1.2757     0.1962           F098400400170 
       0.35        2.8     59.296     1.1111      0.166           F098400400171 
       0.35        2.8     68.623     0.9917     0.1962           F098400400172 
       0.35        2.8     78.638      0.948     0.1961           F098400400173 
       0.35        2.8     89.984     1.1913     0.1963           F098400400174 
       0.35        2.8     99.932     1.3437     0.1509           F098400400175 
       0.35        2.8     108.54     1.2394     0.1962           F098400400176 
       0.35        2.8     119.91     1.4072     0.1509           F098400400177 
       0.35        2.8     129.19     1.4237     0.1811           F098400400178 
       0.35        2.8     138.43      1.561     0.1813           F098400400179 
       0.35        2.8     147.64     1.7888      0.166           F098400400180 
       0.35        2.8     158.93     2.1981      0.167           F098400400181 
       0.35        2.8     168.22     2.1844     0.1811           F098400400182 
       0.35        3.0     40.096      1.082     0.1891           F098400400183 
       0.35        3.0     50.026     1.2871     0.2036           F098400400184 
       0.35        3.0     59.372     1.1139     0.2182           F098400400185 
       0.35        3.0     69.372     1.1153     0.1891           F098400400186 
       0.35        3.0     78.667     1.0875     0.2327           F098400400187 
       0.35        3.0     88.643     1.1617     0.1891           F098400400188 
       0.35        3.0     99.372     1.1196     0.2036           F098400400189 
       0.35        3.0     108.67     1.0918     0.1891           F098400400190 
       0.35        3.0     120.09     1.1225     0.1894           F098400400191 
       0.35        3.0     129.37     1.1238       0.16           F098400400192 
       0.35        3.0     139.21     1.5907     0.1891           F098400400193 
       0.35        3.0     148.44      1.752     0.1892           F098400400194 
       0.35        3.0     159.02     2.1463       0.17           F098400400195 
       0.35        3.0     168.23     2.3803     0.1891           F098400400196 
       0.35       3.35     38.727     1.7649     0.1177           F098400400197 
       0.35       3.35     48.792     1.6382     0.1373           F098400400198 
       0.35       3.35     57.433     1.5016      0.118           F098400400199 
       0.35       3.35     67.488     1.3945     0.1275           F098400400200 
       0.35       3.35     77.562     1.2482     0.1475           F098400400201 
       0.35       3.35     87.612      1.151     0.1177           F098400400202 
       0.35       3.35     97.687     1.0046     0.1375           F098400400203 
       0.35       3.35     107.81     0.7601     0.1176           F098400400204 
       0.35       3.35     117.83     0.7316      0.108           F098400400205 
       0.35       3.35     127.12     0.7128      0.118           F098400400206 
       0.35       3.35     137.13      0.704     0.1079           F098400400207 
       0.35       3.35     147.13     0.6951      0.118           F098400400208 
       0.35       3.35     155.78     0.5388     0.1178           F098400400209 
       0.35       3.35     167.18     0.5988      0.108           F098400400210 
       0.35        3.5     40.376     1.5381     0.1596           F098400400211 
       0.35        3.5     49.677     1.4917     0.1595           F098400400212 
       0.35        3.5     59.028     1.2857     0.1918           F098400400213 
       0.35        3.5     69.063     1.1756     0.2072           F098400400214 
       0.35        3.5     78.419     0.9537     0.1599           F098400400215 
       0.35        3.5     89.078     1.1309     0.1755           F098400400216 
       0.35        3.5     99.053     1.2122     0.1917           F098400400217 
       0.35        3.5     109.13     0.9585     0.1915           F098400400218 
       0.35        3.5     118.49     0.7366     0.1593           F098400400219 
       0.35        3.5     128.54     0.5626     0.1917           F098400400220 
       0.35        3.5     138.58     0.4365     0.1755           F098400400221 
       0.35        3.5      148.5     0.7094     0.1598           F098400400222 
       0.35        3.5     158.52     0.6471     0.1596           F098400400223 
       0.35        3.5     167.77     0.7603     0.1757           F098400400224 
       0.35       3.65     40.209     1.5131     0.1215           F098400400225 
       0.35       3.65     49.608     1.3083      0.112           F098400400226 
       0.35       3.65     60.276     1.3935     0.1403           F098400400227 
       0.35       3.65     69.583      1.357     0.1214           F098400400228 
       0.35       3.65     78.278     1.1335     0.1029           F098400400229 
       0.35       3.65     88.345     1.0129   9.35E-02           F098400400230 
       0.35       3.65     98.417     0.8831     0.1123           F098400400231 
       0.35       3.65     108.43     0.8653     0.1027           F098400400232 
       0.35       3.65     117.82     0.6793     0.1124           F098400400233 
       0.35       3.65     129.18     0.7925   8.41E-02           F098400400234 
       0.35       3.65     138.43     0.8681     0.1119           F098400400235 
       0.35       3.65     147.79     0.7288   9.35E-02           F098400400236 
