ENTRY            F0293   19991202                             0000F029300000001 
SUBENT        F0293001   19991202                             0000F029300100001 
BIB                  9         16                                 F029300100002 
TITLE      Alpha-cluster break-up and reation mechanism in        F029300100003 
            (p,alpha) reactions on light nuclei                   F029300100004 
AUTHOR     (W.BUCK,F.HOYLER,A.STABLER,G.STAUDT,H.V.KLAPDOR,       F029300100005 
           H.OESCHLER)                                            F029300100006 
INSTITUTE  (2GERTUE)                                              F029300100007 
REFERENCE  (J,NP/A,398,189,1983)                                  F029300100008 
MONIT-REF  (,BUCK+,J,NP/A,281,469,1977)                           F029300100009 
SAMPLE     The boron targets consisted of self-supporting         F029300100010 
           highly enriched boron foils with thickness between     F029300100011 
           40 and 180 mu-g/cm2 while the sodium targets were      F029300100012 
           prepared by evaporating either metallic sodium or      F029300100013 
           sodium-fluoride onto 20 mu-g/cm2 carbon foils. The     F029300100014 
           sodium target thickness was between 100 - 250 mu-g/cm2.F029300100015 
FACILITY   (VDGT)                                                 F029300100016 
DETECTOR   (SOLST) Silicon surface barrier with 300 mu-m thick    F029300100017 
HISTORY    (19850722C)                                            F029300100018 
ENDBIB              16          0                                 F029300100019 
NOCOMMON             0          0                                 F029300100020 
ENDSUBENT           19          0                                 F029300199999 
SUBENT        F0293002   19991202                             0000F029300200001 
BIB                  4          6                                 F029300200002 
REACTION   (5-B-11(P,A)4-BE-8,PAR,DA,,,EXP)                       F029300200003 
ERR-ANALYS (ANG-ERR) Digitizing error                             F029300200004 
    17.        78.62       0.0762 0.3268E-02                      F029300200443 
    17.        82.61       0.0927 0.3268E-02                      F029300200444 
    17.        88.6        0.101  0.3268E-02                      F029300200445 
    17.        90.59       0.1174 0.3268E-02                      F029300200446 
    17.        94.59       0.1256 0.3268E-02                      F029300200447 
    17.        98.6        0.1093 0.3268E-02                      F029300200448 
    17.       102.6        0.1011 0.3268E-02                      F029300200449 
    17.       108.6        0.093  0.3268E-02                      F029300200450 
    17.       110.6        0.0766 0.3268E-02                      F029300200451 
    17.       114.6        0.0602 0.3268E-02                      F029300200452 
    17.       118.6        0.0602 0.3268E-02                      F029300200453 
    17.       120.6        0.052  0.3268E-02                      F029300200454 
    17.       124.6        0.0193 0.3268E-02                      F029300200455 
    17.       128.6        0.0275 0.3268E-02                      F029300200456 
    17.       132.6        0.0686 0.3268E-02                      F029300200457 
    17.       136.6        0.1015 0.3268E-02                      F029300200458 
    17.       138.6        0.1343 0.3268E-02                      F029300200459 
    17.       142.5        0.2082 0.3268E-02                      F029300200460 
    17.       144.5        0.2657 0.3268E-02                      F029300200461 
    17.       150.4        0.3478 0.3268E-02                      F029300200462 
    17.       152.4        0.3806 0.3268E-02                      F029300200463 
    17.       156.4        0.4463 0.3268E-02                      F029300200464 
    17.       160.3        0.5284 0.3268E-02                      F029300200465 
    17.       168.3        0.5696 0.3268E-02                      F029300200466 
    17.       176.2        0.7256 0.3268E-02                      F029300200467 
ENDDATA            452          0                                 F029300200468 
ENDSUBENT          467          0                                 F029300299999 
SUBENT        F0293003   19991202                             0000F029300300001 
BIB                  3          5                                 F029300300002 
REACTION   (5-B-11(P,A)4-BE-8,PAR,DA,,,EXP)                       F029300300003 
ERR-ANALYS (ANG-ERR) Digitizing error                             F029300300004 
           (DATA-ERR) Error from graphic bars (statistical error) F029300300005 
           and digitizing error                                   F029300300006 
STATUS     (CURVE) Fig.3                                          F029300300007 
ENDBIB               5          0                                 F029300300008 
COMMON               2          3                                 F029300300009 
E-LVL      ANG-ERR                                                F029300300010 
MEV        ADEG                                                   F029300300011 
  3.040     2.0                                                   F029300300012 
ENDCOMMON            3          0                                 F029300300013 
DATA                 4        440                                 F029300300014 
EN         ANG-CM     DATA-CM    DATA-ERR                         F029300300015 
MEV        ADEG       MB/SR      MB/SR                            F029300300016 
     7.        25.31       1.9        0.0248                      F029300300017 
     7.        33.02       2.1        0.0248                      F029300300018 
     7.        36.88       2.4        0.0248                      F029300300019 
     7.        42.66       2.55       0.0248                      F029300300020 
     7.        48.43       2.4        0.0248                      F029300300021 
     7.        54.21       2.35       0.0248                      F029300300022 
     7.        58.06       2.45       0.0248                      F029300300023 
     7.        63.83       2.399      0.0248                      F029300300024 
     7.        67.68       2.099      0.0248                      F029300300025 
     7.        73.46       1.999      0.0248                      F029300300026 
     7.        79.23       2.049      0.0248                      F029300300027 
     7.        85.01       1.999      0.0248                      F029300300028 
     7.        88.86       1.799      0.0248                      F029300300029 
     7.        94.63       1.849      0.0248                      F029300300030 
     7.       100.4        2.149      0.0248                      F029300300031 
     7.       104.3        1.999      0.0248                      F029300300032 
     7.       108.1        1.999      0.0248                      F029300300033 
     7.       113.9        2.249      0.0248                      F029300300034 
     7.       117.7        2.049      0.0248                      F029300300035 
     7.       123.5        1.849      0.0248                      F029300300036 
     7.       125.4        1.699      0.0248                      F029300300037 
     7.       129.3        1.549      0.0248                      F029300300038 
     7.       135.1        1.499      0.0248                      F029300300039 
     7.       138.9        1.199      0.0248                      F029300300040 
     7.       142.8        0.9485     0.0248                      F029300300041 
     7.       148.5        0.8484     0.0248                      F029300300042 
     7.       152.4        0.6983     0.0248                      F029300300043 
     7.       156.2        0.6983     0.0248                      F029300300044 
     7.       165.9        0.6982     0.0248                      F029300300045 
     7.       171.6        0.7481     0.0248                      F029300300046 
     8.        26.2        0.8492     0.1499                      F029300300047 
     8.        31.96       0.6488     0.15                        F029300300048 
     8.        37.73       0.5983     0.1                         F029300300049 
     8.        41.58       0.598      0.15                        F029300300050 
     8.        49.29       0.6975     0.1002                      F029300300051 
     8.        55.07       0.7471     0.1002                      F029300300052 
     8.        58.92       0.7468     0.1499                      F029300300053 
     8.        64.71       0.8464     0.1                         F029300300054 
     8.        70.49       0.896      0.2                         F029300300055 
     8.        76.25       0.7455     0.1999                      F029300300056 
     8.        82.02       0.6951     0.1502                      F029300300057 
     8.        85.86       0.5948     0.1                         F029300300058 
     8.        91.64       0.5444     0.1                         F029300300059 
     8.        95.47       0.4441     0.2                         F029300300060 
     8.        99.33       0.4438     0.15                        F029300300061 
     8.       105.1        0.4933     0.1                         F029300300062 
     8.       110.9        0.4929     0.15                        F029300300063 
     8.       112.8        0.5428     0.1                         F029300300064 
     8.       118.6        0.6424     0.15                        F029300300065 
     8.       124.4        0.792      0.15                        F029300300066 
     8.       128.3        0.8417     0.1499                      F029300300067 
     8.       132.1        0.9414     0.15                        F029300300068 
     8.       136.         0.9912     0.15                        F029300300069 
     8.       143.7        1.091      0.2                         F029300300070 
     8.       145.6        1.24       0.2                         F029300300071 
     8.       149.5        1.19       0.2                         F029300300072 
     8.       153.3        1.14       0.2                         F029300300073 
     8.       159.1        1.39       0.1                         F029300300074 
     8.       163.         1.339      0.15                        F029300300075 
     8.       166.8        1.589      0.15                        F029300300076 
     8.       170.7        1.389      0.2                         F029300300077 
     9.14      28.47       0.9986     0.0175                      F029300300078 
     9.14      36.18       1.048      0.0175                      F029300300079 
     9.14      40.04       1.147      0.0175                      F029300300080 
     9.14      45.81       1.097      0.0175                      F029300300081 
     9.14      51.63       1.346      0.0175                      F029300300082 
     9.14      57.4        1.295      0.0175                      F029300300083 
     9.14      61.27       1.395      0.0175                      F029300300084 
     9.14      67.01       1.194      0.0175                      F029300300085 
     9.14      72.79       1.193      0.0175                      F029300300086 
     9.14      76.65       1.243      0.0175                      F029300300087 
     9.14      80.46       1.043      0.0175                      F029300300088 
     9.14      86.27       1.242      0.0175                      F029300300089 
     9.14      92.02       1.091      0.0175                      F029300300090 
     9.14      97.82       1.191      0.0175                      F029300300091 
     9.14     101.7        1.29       0.0175                      F029300300092 
     9.14     103.6        1.24       0.0175                      F029300300093 
     9.14     115.2        1.488      0.0175                      F029300300094 
     9.14     123.         1.938      0.0175                      F029300300095 
     9.14     128.8        2.037      0.0175                      F029300300096 
     9.14     134.6        2.386      0.0175                      F029300300097 
     9.14     138.4        2.236      0.0175                      F029300300098 
     9.14     142.3        2.486      0.0175                      F029300300099 
     9.14     148.1        2.735      0.0175                      F029300300100 
     9.14     152.         2.534      0.0175                      F029300300101 
     9.14     155.7        2.084      0.0175                      F029300300102 
     9.14     159.5        1.783      0.0175                      F029300300103 
     9.14     165.3        1.683      0.0175                      F029300300104 
     9.14     173.         1.482      0.0175                      F029300300105 
    10.        33.38       1.067      0.0199                      F029300300106 
    10.        39.16       1.115      0.0199                      F029300300107 
    10.        43.04       1.451      0.0199                      F029300300108 
    10.        48.84       1.691      0.0199                      F029300300109 
    10.        54.63       1.787      0.0199                      F029300300110 
    10.        58.48       1.786      0.0199                      F029300300111 
    10.        66.18       1.738      0.0199                      F029300300112 
    10.        70.01       1.594      0.0199                      F029300300113 
    10.        75.78       1.449      0.0199                      F029300300114 
    10.        79.62       1.353      0.0199                      F029300300115 
    10.        89.23       1.16       0.0199                      F029300300116 
    10.        96.91       1.015      0.0199                      F029300300117 
    10.       100.8        0.967      0.0199                      F029300300118 
    10.       106.6        1.111      0.0199                      F029300300119 
    10.       110.4        1.207      0.0199                      F029300300120 
    10.       114.3        1.303      0.0199                      F029300300121 
    10.       120.1        1.543      0.0199                      F029300300122 
    10.       122.         1.783      0.0199                      F029300300123 
    10.       127.8        2.119      0.0199                      F029300300124 
    10.       131.7        2.503      0.0199                      F029300300125 
    10.       137.5        2.743      0.0199                      F029300300126 
    10.       143.4        3.367      0.0199                      F029300300127 
    10.       147.2        3.655      0.0199                      F029300300128 
    10.       151.1        4.088      0.0199                      F029300300129 
    10.       158.9        4.28       0.0199                      F029300300130 
    10.       164.6        4.231      0.0199                      F029300300131 
    10.       168.5        4.135      0.0199                      F029300300132 
    10.       172.3        4.183      0.0199                      F029300300133 
    10.8       25.69       1.239      0.0137                      F029300300134 
    10.8       39.26       1.742      0.0137                      F029300300135 
    10.8       45.09       2.03       0.0137                      F029300300136 
    10.8       48.9        1.813      0.0137                      F029300300137 
    10.8       54.72       2.065      0.0137                      F029300300138 
    10.8       60.48       1.957      0.0137                      F029300300139 
    10.8       66.27       2.064      0.0137                      F029300300140 
    10.8       70.08       1.848      0.0137                      F029300300141 
    10.8       75.85       1.776      0.0137                      F029300300142 
    10.8       81.57       1.487      0.0137                      F029300300143 
    10.8       85.38       1.235      0.0137                      F029300300144 
    10.8       89.23       1.235      0.0137                      F029300300145 
    10.8       94.98       1.127      0.0137                      F029300300146 
    10.8      100.7        0.9463     0.0137                      F029300300147 
    10.8      104.6        0.8381     0.0137                      F029300300148 
    10.8      110.4        1.09       0.0137                      F029300300149 
    10.8      116.2        1.341      0.0137                      F029300300150 
    10.8      120.         1.269      0.0137                      F029300300151 
    10.8      123.9        1.377      0.0137                      F029300300152 
    10.8      127.8        1.664      0.0137                      F029300300153 
    10.8      133.6        1.628      0.072                       F029300300154 
    10.8      137.5        1.736      0.072                       F029300300155 
    10.8      143.3        2.095      0.0137                      F029300300156 
    10.8      147.1        2.095      0.072                       F029300300157 
    10.8      151.         2.167      0.072                       F029300300158 
    10.8      154.8        1.879      0.072                       F029300300159 
    10.8      160.6        1.842      0.0719                      F029300300160 
    10.8      164.4        1.662      0.108                       F029300300161 
    10.8      168.2        1.338      0.108                       F029300300162 
    10.8      170.1        1.194      0.0137                      F029300300163 
    11.2       38.9        2.305      0.0155                      F029300300164 
    11.2       44.69       2.449      0.0155                      F029300300165 
    11.2       50.47       2.448      0.108                       F029300300166 
    11.2       56.24       2.412      0.0155                      F029300300167 
    11.2       62.02       2.448      0.036                       F029300300168 
    11.2       65.84       2.16       0.072                       F029300300169 
    11.2       71.58       1.763      0.0155                      F029300300170 
    11.2       77.33       1.511      0.0155                      F029300300171 
    11.2       81.14       1.151      0.0155                      F029300300172 
    11.2       86.9        1.007      0.0155                      F029300300173 
    11.2       90.76       1.079      0.0155                      F029300300174 
    11.2       96.53       1.007      0.0155                      F029300300175 
    11.2      102.3        0.9342     0.0155                      F029300300176 
    11.2      104.2        0.8622     0.0155                      F029300300177 
    11.2      106.2        1.006      0.0155                      F029300300178 
    11.2      111.9        0.9339     0.0155                      F029300300179 
    11.2      115.8        1.042      0.0155                      F029300300180 
    11.2      119.6        1.042      0.0155                      F029300300181 
    11.2      127.4        1.365      0.072                       F029300300182 
    11.2      131.2        1.365      0.0155                      F029300300183 
    11.2      133.2        1.509      0.0155                      F029300300184 
    11.2      138.9        1.437      0.0155                      F029300300185 
    11.2      142.8        1.473      0.0155                      F029300300186 
    11.2      146.6        1.581      0.0155                      F029300300187 
    11.2      152.4        1.544      0.0155                      F029300300188 
    11.2      156.3        1.616      0.0155                      F029300300189 
    11.2      158.2        1.688      0.0155                      F029300300190 
    11.2      164.         1.472      0.108                       F029300300191 
    11.2      167.9        1.832      0.0155                      F029300300192 
    11.2      173.6        1.976      0.0155                      F029300300193 
    11.8       25.53       1.649      0.0125                      F029300300194 
    11.8       37.06       1.574      0.0125                      F029300300195 
    11.8       42.79       1.391      0.0125                      F029300300196 
    11.8       48.53       1.244      0.0125                      F029300300197 
    11.8       54.32       1.316      0.0125                      F029300300198 
    11.8       62.         1.242      0.0125                      F029300300199 
    11.8       67.79       1.278      0.0125                      F029300300200 
    11.8       75.48       1.241      0.0125                      F029300300201 
    11.8       77.33       0.948      0.0125                      F029300300202 
    11.8       83.11       0.9841     0.0125                      F029300300203 
    11.8       90.75       0.727      0.0125                      F029300300204 
    11.8       94.59       0.69       0.0125                      F029300300205 
    11.8       98.38       0.4699     0.1099                      F029300300206 
    11.8      106.1        0.4326     0.0734                      F029300300207 
    11.8      108.         0.3225     0.0125                      F029300300208 
    11.8      113.8        0.5051     0.0125                      F029300300209 
    11.8      119.6        0.7609     0.0125                      F029300300210 
    11.8      123.5        0.907      0.0125                      F029300300211 
    11.8      129.4        1.163      0.0125                      F029300300212 
    11.8      133.3        1.272      0.0125                      F029300300213 
    11.8      137.1        1.309      0.0125                      F029300300214 
    11.8      142.9        1.381      0.0734                      F029300300215 
    11.8      146.8        1.381      0.0366                      F029300300216 
    11.8      150.6        1.234      0.1097                      F029300300217 
    11.8      156.4        1.27       0.0734                      F029300300218 
    11.8      160.2        1.123      0.0125                      F029300300219 
    11.8      163.9        0.8299     0.0125                      F029300300220 
    11.8      167.8        1.013      0.0125                      F029300300221 
    11.8      173.6        0.829      0.0125                      F029300300222 
    12.6       26.81       1.054      0.025                       F029300300223 
    12.6       28.74       1.004      0.05                        F029300300224 
    12.6       34.59       1.154      0.05                        F029300300225 
    12.6       40.41       1.154      0.05                        F029300300226 
    12.6       44.3        1.204      0.05                        F029300300227 
    12.6       46.23       1.154      0.05                        F029300300228 
    12.6       54.02       1.329      0.05                        F029300300229 
    12.6       57.87       1.128      0.075                       F029300300230 
    12.6       59.85       1.378      0.0113                      F029300300231 
    12.6       67.57       1.128      0.075                       F029300300232 
    12.6       71.45       1.153      0.0501                      F029300300233 
    12.6       73.36       0.978      0.075                       F029300300234 
    12.6       79.18       1.003      0.075                       F029300300235 
    12.6       81.09       0.8028     0.0499                      F029300300236 
    12.6       86.94       0.9776     0.05                        F029300300237 
    12.6       90.81       0.9275     0.05                        F029300300238 
    12.6       94.67       0.8274     0.025                       F029300300239 
    12.6       98.52       0.7523     0.05                        F029300300240 
    12.6       98.54       0.6023     0.075                       F029300300241 
    12.6      102.4        0.6022     0.05                        F029300300242 
    12.6      108.2        0.752      0.0113                      F029300300243 
    12.6      116.         0.9268     0.025                       F029300300244 
    12.6      123.8        1.027      0.0501                      F029300300245 
    12.6      127.7        1.077      0.05                        F029300300246 
    12.6      133.5        1.201      0.05                        F029300300247 
    12.6      137.4        1.176      0.075                       F029300300248 
    12.6      145.2        1.351      0.05                        F029300300249 
    12.6      149.1        1.376      0.05                        F029300300250 
    12.6      158.8        1.326      0.075                       F029300300251 
    12.6      164.6        1.276      0.05                        F029300300252 
    12.6      168.5        1.225      0.075                       F029300300253 
    12.6      174.3        1.175      0.075                       F029300300254 
    13.2       33.32       0.7032     0.0718                      F029300300255 
    13.2       37.2        0.823      0.0718                      F029300300256 
    13.2       46.9        0.7991     0.0479                      F029300300257 
    13.2       66.31       0.5358     0.0718                      F029300300258 
    13.2       72.12       0.8232     0.0479                      F029300300259 
    13.2       79.88       0.8711     0.0479                      F029300300260 
    13.2       83.76       0.8951     0.0479                      F029300300261 
    13.2       91.52       0.7754     0.0479                      F029300300262 
    13.2       97.35       0.6318     0.0718                      F029300300263 
    13.2      103.2        0.7037     0.0239                      F029300300264 
    13.2      103.2        0.4882     0.0479                      F029300300265 
    13.2      109.         0.4883     0.0958                      F029300300266 
    13.2      114.8        0.6798     0.0718                      F029300300267 
    13.2      118.7        0.6799     0.0718                      F029300300268 
    13.2      126.4        0.6799     0.0718                      F029300300269 
    13.2      130.3        0.9194     0.0958                      F029300300270 
    13.2      136.1        1.111      0.0718                      F029300300271 
    13.2      141.9        1.279      0.0718                      F029300300272 
    13.2      147.8        1.566      0.0239                      F029300300273 
    13.2      153.6        1.59       0.0718                      F029300300274 
    13.2      159.4        1.614      0.0718                      F029300300275 
    13.2      167.1        1.494      0.0718                      F029300300276 
    13.2      171.         1.542      0.0718                      F029300300277 
    14.        23.74       0.7182     0.0141                      F029300300278 
    14.        25.69       0.486      0.0141                      F029300300279 
    14.        31.51       0.4345     0.0141                      F029300300280 
    14.        37.33       0.2797     0.0141                      F029300300281 
    14.        39.27       0.3829     0.0141                      F029300300282 
    14.        45.09       0.3829     0.0141                      F029300300283 
    14.        48.97       0.3056     0.0141                      F029300300284 
    14.        54.79       0.4861     0.0141                      F029300300285 
    14.        58.67       0.4088     0.0141                      F029300300286 
    14.        64.49       0.5636     0.0141                      F029300300287 
    14.        68.36       0.6668     0.0141                      F029300300288 
    14.        72.25       0.512      0.0141                      F029300300289 
    14.        81.95       0.5895     0.0141                      F029300300290 
    14.        83.89       0.4863     0.0141                      F029300300291 
    14.        87.77       0.4089     0.0141                      F029300300292 
    14.        91.65       0.4863     0.0141                      F029300300293 
    14.        95.53       0.3831     0.0141                      F029300300294 
    14.        97.47       0.4089     0.0141                      F029300300295 
    14.       105.2        0.3832     0.0141                      F029300300296 
    14.       109.1        0.3574     0.0141                      F029300300297 
    14.       111.1        0.3058     0.0141                      F029300300298 
    14.       118.8        0.5122     0.0141                      F029300300299 
    14.       124.6        0.409      0.0141                      F029300300300 
    14.       130.4        0.4864     0.0141                      F029300300301 
    14.       130.4        0.5896     0.0141                      F029300300302 
    14.       136.3        0.6155     0.0141                      F029300300303 
    14.       140.1        0.6413     0.0141                      F029300300304 
    14.       144.         0.6671     0.0141                      F029300300305 
    14.       146.         0.7187     0.0141                      F029300300306 
    14.       151.8        0.9767     0.0141                      F029300300307 
    14.       155.7        1.106      0.0141                      F029300300308 
    14.       159.5        1.157      0.0141                      F029300300309 
    14.       163.4        1.08       0.0141                      F029300300310 
    14.       169.2        1.39       0.0141                      F029300300311 
    14.       171.2        1.235      0.0141                      F029300300312 
    15.        25.29       0.7748     0.0148                      F029300300313 
    15.        31.14       0.5847     0.0148                      F029300300314 
    15.        35.01       0.6323     0.0148                      F029300300315 
    15.        40.84       0.5849     0.0148                      F029300300316 
    15.        46.67       0.5375     0.0148                      F029300300317 
    15.        52.5        0.4663     0.0148                      F029300300318 
    15.        56.38       0.4664     0.0148                      F029300300319 
    15.        58.31       0.5378     0.0148                      F029300300320 
    15.        62.19       0.5378     0.0148                      F029300300321 
    15.        67.99       0.6331     0.0148                      F029300300322 
    15.        71.89       0.5143     0.0148                      F029300300323 
    15.        73.82       0.6094     0.0148                      F029300300324 
    15.        75.74       0.7046     0.0148                      F029300300325 
    15.        79.64       0.6096     0.0148                      F029300300326 
    15.        83.52       0.6097     0.0148                      F029300300327 
    15.        87.4        0.586      0.0148                      F029300300328 
    15.        91.29       0.5147     0.0148                      F029300300329 
    15.        99.08       0.3722     0.0148                      F029300300330 
    15.       101.         0.3247     0.0148                      F029300300331 
    15.       104.9        0.3961     0.0148                      F029300300332 
    15.       106.8        0.3011     0.0148                      F029300300333 
    15.       114.6        0.2775     0.0148                      F029300300334 
    15.       118.5        0.3251     0.0148                      F029300300335 
    15.       124.3        0.4204     0.0148                      F029300300336 
    15.       126.2        0.4204     0.0148                      F029300300337 
    15.       126.2        0.468      0.0148                      F029300300338 
    15.       130.1        0.5394     0.0148                      F029300300339 
    15.       132.         0.6108     0.0148                      F029300300340 
    15.       135.9        0.5871     0.0148                      F029300300341 
    15.       137.8        0.7536     0.0148                      F029300300342 
    15.       139.8        0.7061     0.0148                      F029300300343 
    15.       145.6        0.8013     0.0148                      F029300300344 
    15.       147.5        0.8014     0.0148                      F029300300345 
    15.       149.4        0.8014     0.0148                      F029300300346 
    15.       151.4        0.8966     0.0148                      F029300300347 
    15.       157.2        1.039      0.0148                      F029300300348 
    15.       159.1        1.135      0.0148                      F029300300349 
    15.       163.         1.206      0.0148                      F029300300350 
    15.       168.8        1.23       0.0148                      F029300300351 
    16.        27.98       0.6277     0.0119                      F029300300352 
    16.        33.81       0.7026     0.0119                      F029300300353 
    16.        35.73       0.5526     0.0119                      F029300300354 
    16.        41.53       0.3525     0.0119                      F029300300355 
    16.        47.35       0.3524     0.0119                      F029300300356 
    16.        51.21       0.1773     0.0119                      F029300300357 
    16.        55.09       0.2273     0.0119                      F029300300358 
    16.        58.96       0.1272     0.0119                      F029300300359 
    16.        68.66       0.127      0.0119                      F029300300360 
    16.        72.56       0.227      0.0119                      F029300300361 
    16.        76.44       0.2769     0.0119                      F029300300362 
    16.        82.27       0.4018     0.0119                      F029300300363 
    16.        86.15       0.4017     0.0119                      F029300300364 
    16.        88.1        0.4517     0.0119                      F029300300365 
    16.        91.96       0.2766     0.0119                      F029300300366 
    16.        97.79       0.3265     0.0119                      F029300300367 
    16.       101.7        0.1514     0.0119                      F029300300368 
    16.       105.5        0.1764     0.0119                      F029300300369 
    16.       111.3        0.2013     0.0119                      F029300300370 
    16.       111.3        0.1763     0.0119                      F029300300371 
    16.       115.2        0.1512     0.0119                      F029300300372 
    16.       123.         0.1511     0.0119                      F029300300373 
    16.       130.8        0.2509     0.0119                      F029300300374 
    16.       136.6        0.4758     0.0119                      F029300300375 
    16.       144.4        0.5507     0.0119                      F029300300376 
    16.       146.3        0.6256     0.0119                      F029300300377 
    16.       148.3        0.6006     0.0119                      F029300300378 
    16.       152.1        0.6505     0.0119                      F029300300379 
    16.       156.         0.6004     0.0119                      F029300300380 
    16.       161.8        0.6253     0.0119                      F029300300381 
    16.       161.8        0.5753     0.0119                      F029300300382 
    16.       163.8        0.5253     0.0119                      F029300300383 
    16.       169.6        0.5752     0.0119                      F029300300384 
    16.       173.5        0.5251     0.0119                      F029300300385 
    17.        24.43       0.3474 0.9060E-02                      F029300300386 
    17.        28.45       0.638  0.9060E-02                      F029300300387 
    17.        32.23       0.4195 0.9060E-02                      F029300300388 
    17.        36.2        0.6132 0.9060E-02                      F029300300389 
    17.        43.88       0.4429 0.9060E-02                      F029300300390 
    17.        45.77       0.3458 0.9060E-02                      F029300300391 
    17.        49.6        0.2485 0.9060E-02                      F029300300392 
    17.        53.46       0.1997 0.9060E-02                      F029300300393 
    17.        59.26       0.175  0.9060E-02                      F029300300394 
    17.        63.16       0.199  0.9060E-02                      F029300300395 
    17.        68.95       0.15   0.9060E-02                      F029300300396 
    17.        72.89       0.2709 0.9060E-02                      F029300300397 
    17.        76.75       0.2222 0.9060E-02                      F029300300398 
    17.        82.6        0.2944 0.9060E-02                      F029300300399 
    17.        86.48       0.2941 0.9060E-02                      F029300300400 
    17.        88.39       0.2213 0.9060E-02                      F029300300401 
    17.        94.23       0.2693 0.9060E-02                      F029300300402 
    17.        98.07       0.1963 0.9060E-02                      F029300300403 
    17.       100.         0.1719 0.9060E-02                      F029300300404 
    17.       103.9        0.1231 0.9060E-02                      F029300300405 
    17.       107.8        0.1713 0.9060E-02                      F029300300406 
    17.       117.5        0.2432 0.9060E-02                      F029300300407 
    17.       121.4        0.2672 0.9060E-02                      F029300300408 
    17.       125.3        0.3154 0.9060E-02                      F029300300409 
    17.       127.2        0.2425 0.9060E-02                      F029300300410 
    17.       133.1        0.4117 0.9060E-02                      F029300300411 
    17.       135.1        0.4601 0.9060E-02                      F029300300412 
    17.       139.         0.484  0.9060E-02                      F029300300413 
    17.       142.9        0.5079 0.9060E-02                      F029300300414 
    17.       146.8        0.5561 0.9060E-02                      F029300300415 
    17.       154.5        0.5798 0.9060E-02                      F029300300416 
    17.       158.4        0.6279 0.9060E-02                      F029300300417 
    17.       164.3        0.6275 0.9060E-02                      F029300300418 
    17.       166.2        0.6031 0.9060E-02                      F029300300419 
    17.       170.         0.5301 0.9060E-02                      F029300300420 
    17.       173.9        0.4813 0.9060E-02                      F029300300421 
    18.        23.78       0.3337     0.0159                      F029300300422 
    18.        31.52       0.4588     0.0159                      F029300300423 
    18.        35.41       0.359      0.0159                      F029300300424 
    18.        43.17       0.3842     0.0159                      F029300300425 
    18.        45.15       0.1595     0.0159                      F029300300426 
    18.        49.03       0.1596     0.0159                      F029300300427 
    18.        56.79       0.1599     0.0159                      F029300300428 
    18.        60.67       0.16       0.0159                      F029300300429 
    18.        64.55       0.1351     0.0159                      F029300300430 
    18.        66.5        0.0852     0.0159                      F029300300431 
    18.        74.25       0.1604     0.0159                      F029300300432 
    18.        78.13       0.1854     0.0159                      F029300300433 
    18.        82.         0.2355     0.0159                      F029300300434 
    18.        87.81       0.2606     0.0159                      F029300300435 
    18.        87.82       0.2107     0.0159                      F029300300436 
    18.        93.63       0.2608     0.0159                      F029300300437 
    18.        99.46       0.236      0.0159                      F029300300438 
    18.       101.4        0.236      0.0159                      F029300300439 
    18.       105.3        0.1862     0.0159                      F029300300440 
    18.       109.2        0.2362     0.0159                      F029300300441 
    18.       113.         0.3362     0.0159                      F029300300442 
    18.       118.8        0.3863     0.0159                      F029300300443 
    18.       124.7        0.3615     0.0159                      F029300300444 
    18.       126.6        0.4115     0.0159                      F029300300445 
    18.       132.4        0.4616     0.0159                      F029300300446 
    18.       136.3        0.5366     0.0159                      F029300300447 
    18.       140.1        0.5866     0.0159                      F029300300448 
    18.       144.         0.5618     0.0159                      F029300300449 
    18.       149.8        0.6119     0.0159                      F029300300450 
    18.       155.7        0.637      0.0159                      F029300300451 
    18.       159.5        0.6371     0.0159                      F029300300452 
    18.       163.4        0.5623     0.0159                      F029300300453 
    18.       167.3        0.6123     0.0159                      F029300300454 
    18.       173.1        0.5875     0.0159                      F029300300455 
    18.       178.9        0.6376     0.0159                      F029300300456 
ENDDATA            442          0                                 F029300300457 
ENDSUBENT          456          0                                 F029300399999 
SUBENT        F0293004   19991202                             0000F029300400001 
BIB                  4          5                                 F029300400002 
REACTION   (5-B-11(P,A)4-BE-8,PAR,SIG,,,EXP)                      F029300400003 
ERR-ANALYS (EN-ERR) Digitizing error                              F029300400004 
           (DATA-ERR) Digitizing error                            F029300400005 
STATUS     (CURVE) Fig.4                                          F029300400006 
EN-SEC     (E-LVL,4-BE-8)                                         F029300400007 
ENDBIB               5          0                                 F029300400008 
NOCOMMON             0          0                                 F029300400009 
DATA                 5         65                                 F029300400010 
E-LVL      EN         EN-ERR     DATA       DATA-ERR              F029300400011 
MEV        MEV        MEV        MB         MB                    F029300400012 
     0.         5.086      0.0765     6.254      0.2934           F029300400013 
     0.         5.452      0.082      4.925      0.2311           F029300400014 
     0.         5.705      0.0858     2.651      0.1244           F029300400015 
     0.         5.837      0.0878     2.089      0.098            F029300400016 
     0.         6.266      0.0942     3.525      0.1654           F029300400017 
     0.         6.27       0.0943     4.691      0.2201           F029300400018 
     0.         6.567      0.0988     4.065      0.1907           F029300400019 
     0.         6.882      0.1035     4.469      0.2097           F029300400020 
     0.         7.381      0.111      4.684      0.2198           F029300400021 
     0.         7.553      0.1136     4.06       0.1905           F029300400022 
     0.         7.917      0.1191     4.91       0.2304           F029300400023 
