E          EN         EN-RSL     DATA       DATA-ERR              1378600200007 
KEV        MEV        MEV        B          B                     1378600200008 
   3.370      0.070      0.00486   0.00254                        1378600500057 
   3.500      0.073      0.00215   0.00241                        1378600500058 
   3.638      0.079      0.00540   0.00251                        1378600500059 
   3.787      0.083      0.00420   0.00190                        1378600500060 
   3.941      0.087      0.00631   0.00226                        1378600500061 
   4.106      0.094      0.00561   0.00188                        1378600500062 
   4.281      0.100      0.00349   0.00215                        1378600500063 
   4.470      0.105      0.00433   0.00205                        1378600500064 
   4.667      0.114      0.00386   0.00201                        1378600500065 
   4.882      0.122      0.00334   0.00209                        1378600500066 
   5.112      0.130      0.00480   0.00203                        1378600500067 
   5.357      0.141      0.00010   0.00194                        1378600500068 
   5.623      0.149      0.00649   0.00199                        1378600500069 
   5.902      0.161      0.00608   0.00194                        1378600500070 
   6.211      0.177      0.00424   0.00194                        1378600500071 
   6.548      0.187      0.00398   0.00184                        1378600500072 
   6.896      0.202      0.00335   0.00184                        1378600500073 
   7.274      0.221      0.00567   0.00193                        1378600500074 
   7.703      0.244      0.00278   0.00202                        1378600500075 
   8.172      0.264      0.00502   0.00203                        1378600500076 
   8.667      0.287      0.00439   0.00199                        1378600500077 
   9.213      0.315      0.00376   0.00197                        1378600500078 
   9.816      0.349      0.00572   0.00207                        1378600500079 
  10.478      0.381      0.00465   0.00212                        1378600500080 
  11.217      0.430      0.00508   0.00222                        1378600500081 
  12.040      0.472      0.00466   0.00228                        1378600500082 
  12.951      0.531      0.01167   0.00242                        1378600500083 
  13.977      0.596      0.00063   0.00235                        1378600500084 
  15.128      0.667      0.00404   0.00242                        1378600500085 
  16.416      0.756      0.00389   0.00245                        1378600500086 
  17.893      0.870      0.00633   0.00254                        1378600500087 
  19.605      0.998      0.00605   0.00250                        1378600500088 
  21.576      1.152      0.00978   0.00200                        1378600500089 
  23.835      1.333      0.00480   0.00226                        1378600500090 
  26.467      1.571      0.00433   0.00219                        1378600500091 
  29.594      1.854      0.00255   0.00196                        1378600500092 
  33.293      2.229      0.00236   0.00183                        1378600500093 
  37.794      2.698      0.00339   0.00171                        1378600500094 
  43.211      3.310      0.00487   0.00154                        1378600500095 
  49.978      4.153      0.00207   0.00141                        1378600500096 
  58.484      5.268      0.00199   0.00126                        1378600500097 
  69.558      6.987      0.00476   0.00121                        1378600500098 
  84.430      9.454      0.00080   0.00109                        1378600500099 
 105.015     13.384      0.00190   0.00099                        1378600500100 
 134.592     19.607      0.00095   0.00090                        1378600500101 
 177.480     30.028      0.00362   0.00085                        1378600500102 
 227.975     40.624      0.00456   0.00133                        1378600500103 
ENDDATA             93          0                                 1378600500104 
ENDSUBENT          103          0                                 1378600599999 
SUBENT        13786006   20031223                             00001378600600001 
BIB                  1          1                                 1378600600002 
REACTION   (92-U-235(N,F)40-ZR-98,PAR,SIG,G)                      1378600600003 
ENDBIB               1          0                                 1378600600004 
COMMON               1          3                                 1378600600005 
E                                                                 1378600600006 
KEV                                                               1378600600007 
1223.0                                                            1378600600008 
ENDCOMMON            3          0                                 1378600600009 
DATA                 4         91                                 1378600600010 
EN         EN-RSL     DATA       DATA-ERR                         1378600600011 
MEV        MEV        B          B                                1378600600012 
   1.011      0.011      0.01472   0.00547                        1378600600013 
   1.032      0.012      0.02712   0.00576                        1378600600014 
   1.054      0.012      0.00792   0.00498                        1378600600015 
   1.076      0.012      0.02241   0.00472                        1378600600016 
   1.099      0.013      0.01887   0.00500                        1378600600017 
   1.123      0.013      0.02528   0.00487                        1378600600018 
   1.148      0.014      0.01704   0.00473                        1378600600019 
   1.173      0.014      0.03107   0.00509                        1378600600020 
   1.200      0.015      0.01634   0.00478                        1378600600021 
   1.226      0.015      0.01925   0.00464                        1378600600022 
   1.256      0.016      0.02632   0.00518                        1378600600023 
   1.285      0.017      0.01429   0.00472                        1378600600024 
   1.315      0.017      0.02437   0.00465                        1378600600025 
   1.347      0.018      0.01715   0.00441                        1378600600026 
   1.379      0.018      0.01316   0.00431                        1378600600027 
   1.413      0.019      0.02266   0.00423                        1378600600028 
   1.447      0.020      0.02047   0.00421                        1378600600029 
   1.484      0.020      0.01305   0.00388                        1378600600030 
   1.521      0.021      0.01150   0.00391                        1378600600031 
   1.560      0.022      0.01495   0.00396                        1378600600032 
   1.601      0.023      0.01843   0.00413                        1378600600033 
   1.643      0.024      0.02104   0.00413                        1378600600034 
   1.687      0.025      0.01676   0.00426                        1378600600035 
   1.733      0.026      0.01518   0.00422                        1378600600036 
   1.782      0.026      0.01296   0.00395                        1378600600037 
   1.831      0.028      0.00707   0.00363                        1378600600038 
   1.882      0.029      0.01106   0.00372                        1378600600039 
   1.935      0.031      0.01738   0.00380                        1378600600040 
   1.992      0.031      0.02007   0.00388                        1378600600041 
   2.051      0.033      0.01747   0.00384                        1378600600042 
   2.113      0.034      0.02576   0.00387                        1378600600043 
   2.177      0.036      0.02254   0.00364                        1378600600044 
   2.244      0.037      0.01891   0.00339                        1378600600045 
   2.314      0.040      0.01786   0.00340                        1378600600046 
   2.388      0.042      0.01467   0.00334                        1378600600047 
   2.465      0.043      0.01570   0.00327                        1378600600048 
   2.546      0.046      0.01498   0.00325                        1378600600049 
   2.632      0.048      0.01745   0.00322                        1378600600050 
   2.721      0.050      0.01694   0.00325                        1378600600051 
   2.814      0.053      0.01555   0.00329                        1378600600052 
   2.916      0.057      0.01708   0.00336                        1378600600053 
   3.020      0.058      0.01821   0.00317                        1378600600054 
   3.128      0.062      0.01786   0.00318                        1378600600055 
