ENTRY            10110   20000202                             00001011000000001 
SUBENT        10110001   20000202                             00001011000100001 
BIB                 10         19                                 1011000100002 
INSTITUTE  (1USAORL)                                              1011000100003 
REFERENCE  (R,ORNL-4551,197010)                                   1011000100004 
AUTHOR     (F.G.PEREY,W.E.KINNEY)                                 1011000100005 
TITLE      V neutron elastic and inelastic scattering cross       1011000100006 
            sections from 4.19 to 8.56 MeV                        1011000100007 
FACILITY   (VDG,1USAORL) ORNL Van de Graaff, pulsed at 2 mhz and  1011000100008 
            bunched.                                              1011000100009 
INC-SOURCE (D-D) Deuterons on deuterium                           1011000100010 
METHOD     (PHD,TOF) Pulse-height discrimination                  1011000100011 
                     Time-of-flight                               1011000100012 
DETECTOR   (SCIN) Liquid NE-213 scintillators                     1011000100013 
STATUS     (APRVD) Approved by author                             1011000100014 
HISTORY    (19741204C)                                            1011000100015 
           (19820511A) CONVERTED TO REACTION FORMALISM,           1011000100016 
                     ENERGY ERROR TO ENERGY RESOLUTION.           1011000100017 
           (19840418A) BIB CORRECTIONS.                           1011000100018 
           (19860319A) REACTION SF4 ADDED.                        1011000100019 
           (20000202A) Converted to new date format, lower case.  1011000100020 
                       BIB corrections.                           1011000100021 
ENDBIB              19          0                                 1011000100022 
NOCOMMON             0          0                                 1011000100023 
ENDSUBENT           22          0                                 1011000199999 
SUBENT        10110002   20000202                             00001011000200001 
BIB                  2         10                                 1011000200002 
REACTION   (23-V-0(N,EL)23-V-0,,DA)                               1011000200003 
ERR-ANALYS (DATA-ERR) Includes uncertainties in:                  1011000200004 
            . geometric parameters,                               1011000200005 
            . finite size corrections,                            1011000200006 
            . statistics,                                         1011000200007 
            . residual background effects due to peak stripping   1011000200008 
              procedures.                                         1011000200009 
            Does not include absolute error of + or - 7%,         1011000200010 
             estimated error in the absolute value of the         1011000200011 
             detector efficiency.                                 1011000200012 
ENDBIB              10          0                                 1011000200013 
NOCOMMON             0          0                                 1011000200014 
DATA                 6         97                                 1011000200015 
EN         EN-RSL     ANG-CM     DATA-CM    +DATA-ERR  -DATA-ERR  1011000200016 
6.44       0.07       2.392      1.375      0.100                 1011001300344 
6.44       0.07       2.367      1.423      0.102                 1011001300345 
6.44       0.07       2.343      1.451      0.105                 1011001300346 
6.44       0.07       2.318      1.406      0.102                 1011001300347 
6.44       0.07       2.294      1.260      0.095                 1011001300348 
6.44       0.07       2.269      1.077      0.085                 1011001300349 
6.44       0.07       2.245      0.962      0.077                 1011001300350 
6.44       0.07       2.220      0.897      0.075                 1011001300351 
6.44       0.07       2.196      0.808      0.070                 1011001300352 
6.44       0.07       2.171      0.697      0.065                 1011001300353 
6.44       0.07       2.146      0.627      0.061                 1011001300354 
6.44       0.07       2.122      0.620      0.062                 1011001300355 
6.44       0.07       2.097      0.610      0.061                 1011001300356 
6.44       0.07       2.073      0.587      0.059                 1011001300357 
6.44       0.07       2.048      0.588      0.061                 1011001300358 
6.44       0.07       2.024      0.612      0.060                 1011001300359 
6.44       0.07       1.999      0.584      0.059                 1011001300360 
6.44       0.07       1.975      0.482      0.055                 1011001300361 
6.44       0.07       1.950      0.388      0.051                 1011001300362 
6.44       0.07       1.926      0.374      0.052                 1011001300363 
6.44       0.07       1.901      0.443      0.055                 1011001300364 
6.44       0.07       1.877      0.536      0.061                 1011001300365 
6.44       0.07       1.852      0.670      0.068                 1011001300366 
6.44       0.07       1.828      0.844      0.079                 1011001300367 
6.44       0.07       1.803      1.026      0.090                 1011001300368 
6.44       0.07       1.779      1.165      0.100                 1011001300369 
6.44       0.07       1.754      1.226      0.105                 1011001300370 
6.44       0.07       1.730      1.231      0.108                 1011001300371 
6.44       0.07       1.705      1.183      0.106                 1011001300372 
6.44       0.07       1.681      1.089      0.100                 1011001300373 
6.44       0.07       1.656      0.972      0.096                 1011001300374 
6.44       0.07       1.632      0.838      0.088                 1011001300375 
6.44       0.07       1.607      0.717      0.080                 1011001300376 
6.44       0.07       1.583      0.662      0.081                 1011001300377 
6.44       0.07       1.558      0.656      0.082                 1011001300378 
6.44       0.07       1.534      0.651      0.082                 1011001300379 
6.44       0.07       1.509      0.684      0.088                 1011001300380 
6.44       0.07       1.484      0.794      0.099                 1011001300381 
6.44       0.07       1.460      0.933      0.112                 1011001300382 
6.44       0.07       1.435      1.045      0.127                 1011001300383 
6.44       0.07       1.411      1.118      0.138                 1011001300384 
6.44       0.07       1.386      1.213      0.151                 1011001300385 
6.44       0.07       1.362      1.270      0.164                 1011001300386 
6.44       0.07       1.337      1.208      0.165                 1011001300387 
6.44       0.07       1.313      1.086      0.159                 1011001300388 
6.44       0.07       1.288      1.022      0.157                 1011001300389 
6.44       0.07       1.264      1.050      0.168                 1011001300390 
6.44       0.07       1.239      1.061      0.176                 1011001300391 
6.44       0.07       1.215      1.064      0.184                 1011001300392 
6.44       0.07       1.190      1.127      0.206                 1011001300393 
6.44       0.07       1.166      1.213      0.244                 1011001300394 
6.44       0.07       1.141      1.247      0.278                 1011001300395 
6.44       0.07       1.117      1.295      0.316                 1011001300396 
6.44       0.07       1.092      1.348      0.356                 1011001300397 
6.44       0.07       1.068      1.490      0.437                 1011001300398 
6.44       0.07       1.043      1.325      0.466                 1011001300399 
7.54       0.06       4.357      0.013      0.048                 1011001300400 
7.54       0.06       4.332      0.014      0.032                 1011001300401 
7.54       0.06       4.307      0.033      0.033                 1011001300402 
7.54       0.06       4.283      0.043      0.026                 1011001300403 
7.54       0.06       4.258      0.075      0.030                 1011001300404 
7.54       0.06       4.234      0.095      0.030                 1011001300405 
7.54       0.06       4.209      0.088      0.030                 1011001300406 
7.54       0.06       4.185      0.071      0.027                 1011001300407 
7.54       0.06       4.160      0.065      0.028                 1011001300408 
7.54       0.06       4.136      0.071      0.028                 1011001300409 
7.54       0.06       4.111      0.089      0.028                 1011001300410 
7.54       0.06       4.087      0.110      0.031                 1011001300411 
7.54       0.06       4.062      0.154      0.033                 1011001300412 
7.54       0.06       4.038      0.216      0.036                 1011001300413 
7.54       0.06       4.013      0.283      0.039                 1011001300414 
7.54       0.06       3.989      0.336      0.042                 1011001300415 
7.54       0.06       3.964      0.373      0.043                 1011001300416 
7.54       0.06       3.940      0.401      0.044                 1011001300417 
7.54       0.06       3.915      0.427      0.046                 1011001300418 
7.54       0.06       3.891      0.452      0.046                 1011001300419 
7.54       0.06       3.866      0.447      0.046                 1011001300420 
7.54       0.06       3.842      0.421      0.046                 1011001300421 
7.54       0.06       3.817      0.403      0.044                 1011001300422 
7.54       0.06       3.793      0.425      0.045                 1011001300423 
7.54       0.06       3.768      0.487      0.047                 1011001300424 
7.54       0.06       3.744      0.550      0.050                 1011001300425 
7.54       0.06       3.719      0.569      0.051                 1011001300426 
7.54       0.06       3.695      0.560      0.051                 1011001300427 
7.54       0.06       3.670      0.543      0.050                 1011001300428 
7.54       0.06       3.645      0.507      0.049                 1011001300429 
7.54       0.06       3.621      0.470      0.047                 1011001300430 
7.54       0.06       3.596      0.460      0.047                 1011001300431 
7.54       0.06       3.572      0.483      0.046                 1011001300432 
7.54       0.06       3.547      0.503      0.049                 1011001300433 
7.54       0.06       3.523      0.528      0.049                 1011001300434 
7.54       0.06       3.498      0.593      0.052                 1011001300435 
7.54       0.06       3.474      0.705      0.057                 1011001300436 
7.54       0.06       3.449      0.780      0.059                 1011001300437 
7.54       0.06       3.425      0.781      0.060                 1011001300438 
7.54       0.06       3.400      0.756      0.058                 1011001300439 
7.54       0.06       3.376      0.756      0.059                 1011001300440 
7.54       0.06       3.351      0.744      0.057                 1011001300441 
7.54       0.06       3.327      0.672      0.056                 1011001300442 
7.54       0.06       3.302      0.586      0.051                 1011001300443 
7.54       0.06       3.278      0.521      0.049                 1011001300444 
7.54       0.06       3.253      0.478      0.047                 1011001300445 
7.54       0.06       3.229      0.424      0.046                 1011001300446 
7.54       0.06       3.204      0.391      0.044                 1011001300447 
7.54       0.06       3.180      0.393      0.044                 1011001300448 
7.54       0.06       3.155      0.408      0.043                 1011001300449 
7.54       0.06       3.131      0.408      0.044                 1011001300450 
7.54       0.06       3.106      0.384      0.044                 1011001300451 
7.54       0.06       3.082      0.355      0.043                 1011001300452 
7.54       0.06       3.057      0.322      0.041                 1011001300453 
7.54       0.06       3.033      0.284      0.041                 1011001300454 
7.54       0.06       3.008      0.261      0.038                 1011001300455 
7.54       0.06       2.983      0.255      0.038                 1011001300456 
7.54       0.06       2.959      0.261      0.039                 1011001300457 
7.54       0.06       2.934      0.287      0.040                 1011001300458 
7.54       0.06       2.910      0.365      0.042                 1011001300459 
7.54       0.06       2.885      0.500      0.049                 1011001300460 
7.54       0.06       2.861      0.636      0.055                 1011001300461 
7.54       0.06       2.836      0.710      0.056                 1011001300462 
7.54       0.06       2.812      0.714      0.057                 1011001300463 
7.54       0.06       2.787      0.702      0.058                 1011001300464 
7.54       0.06       2.763      0.716      0.059                 1011001300465 
7.54       0.06       2.738      0.734      0.059                 1011001300466 
7.54       0.06       2.714      0.685      0.059                 1011001300467 
7.54       0.06       2.689      0.554      0.051                 1011001300468 
7.54       0.06       2.665      0.435      0.048                 1011001300469 
7.54       0.06       2.640      0.400      0.047                 1011001300470 
7.54       0.06       2.616      0.415      0.048                 1011001300471 
7.54       0.06       2.591      0.423      0.049                 1011001300472 
7.54       0.06       2.567      0.429      0.050                 1011001300473 
7.54       0.06       2.542      0.506      0.053                 1011001300474 
7.54       0.06       2.518      0.618      0.058                 1011001300475 
7.54       0.06       2.493      0.677      0.061                 1011001300476 
7.54       0.06       2.469      0.668      0.061                 1011001300477 
7.54       0.06       2.444      0.684      0.063                 1011001300478 
7.54       0.06       2.420      0.728      0.066                 1011001300479 
7.54       0.06       2.395      0.730      0.065                 1011001300480 
7.54       0.06       2.371      0.717      0.065                 1011001300481 
7.54       0.06       2.346      0.750      0.067                 1011001300482 
7.54       0.06       2.321      0.812      0.069                 1011001300483 
7.54       0.06       2.297      0.809      0.069                 1011001300484 
7.54       0.06       2.272      0.724      0.066                 1011001300485 
7.54       0.06       2.248      0.664      0.061                 1011001300486 
7.54       0.06       2.223      0.708      0.064                 1011001300487 
7.54       0.06       2.199      0.752      0.066                 1011001300488 
7.54       0.06       2.174      0.746      0.066                 1011001300489 
7.54       0.06       2.150      0.727      0.065                 1011001300490 
7.54       0.06       2.125      0.769      0.068                 1011001300491 
7.54       0.06       2.101      0.866      0.075                 1011001300492 
7.54       0.06       2.076      0.978      0.079                 1011001300493 
7.54       0.06       2.052      1.119      0.085                 1011001300494 
7.54       0.06       2.027      1.233      0.091                 1011001300495 
7.54       0.06       2.003      1.276      0.094                 1011001300496 
7.54       0.06       1.978      1.196      0.090                 1011001300497 
7.54       0.06       1.954      1.047      0.084                 1011001300498 
7.54       0.06       1.929      0.946      0.079                 1011001300499 
7.54       0.06       1.905      0.929      0.080                 1011001300500 
7.54       0.06       1.880      0.928      0.080                 1011001300501 
7.54       0.06       1.856      0.874      0.079                 1011001300502 
7.54       0.06       1.831      0.764      0.074                 1011001300503 
7.54       0.06       1.807      0.696      0.071                 1011001300504 
7.54       0.06       1.782      0.699      0.073                 1011001300505 
7.54       0.06       1.758      0.743      0.075                 1011001300506 
7.54       0.06       1.733      0.759      0.077                 1011001300507 
7.54       0.06       1.709      0.747      0.078                 1011001300508 
7.54       0.06       1.684      0.745      0.078                 1011001300509 
7.54       0.06       1.659      0.746      0.081                 1011001300510 
7.54       0.06       1.635      0.803      0.085                 1011001300511 
7.54       0.06       1.610      0.914      0.094                 1011001300512 
7.54       0.06       1.586      1.029      0.104                 1011001300513 
7.54       0.06       1.561      1.035      0.108                 1011001300514 
7.54       0.06       1.537      0.952      0.105                 1011001300515 
7.54       0.06       1.512      0.951      0.108                 1011001300516 
7.54       0.06       1.488      1.095      0.121                 1011001300517 
7.54       0.06       1.463      1.211      0.136                 1011001300518 
7.54       0.06       1.439      1.171      0.137                 1011001300519 
7.54       0.06       1.414      1.045      0.131                 1011001300520 
7.54       0.06       1.390      0.958      0.126                 1011001300521 
7.54       0.06       1.365      0.890      0.127                 1011001300522 
7.54       0.06       1.341      0.837      0.127                 1011001300523 
7.54       0.06       1.316      0.902      0.139                 1011001300524 
7.54       0.06       1.292      1.090      0.165                 1011001300525 
7.54       0.06       1.267      1.201      0.185                 1011001300526 
7.54       0.06       1.243      1.118      0.183                 1011001300527 
7.54       0.06       1.218      1.034      0.179                 1011001300528 
7.54       0.06       1.194      1.087      0.198                 1011001300529 
7.54       0.06       1.169      1.167      0.236                 1011001300530 
7.54       0.06       1.145      1.105      0.250                 1011001300531 
7.54       0.06       1.120      1.045      0.262                 1011001300532 
7.54       0.06       1.096      1.113      0.301                 1011001300533 
7.54       0.06       1.071      1.068      0.315                 1011001300534 
7.60       0.10       4.488      0.046      0.019                 1011001300535 
7.60       0.10       4.463      0.048      0.011                 1011001300536 
7.60       0.10       4.439      0.051      0.008                 1011001300537 
7.60       0.10       4.414      0.050      0.007                 1011001300538 
7.60       0.10       4.390      0.051      0.006                 1011001300539 
7.60       0.10       4.365      0.051      0.006                 1011001300540 
7.60       0.10       4.341      0.055      0.006                 1011001300541 
7.60       0.10       4.316      0.067      0.006                 1011001300542 
7.60       0.10       4.292      0.070      0.006                 1011001300543 
7.60       0.10       4.267      0.088      0.007                 1011001300544 
7.60       0.10       4.243      0.101      0.007                 1011001300545 
7.60       0.10       4.218      0.112      0.007                 1011001300546 
7.60       0.10       4.194      0.114      0.007                 1011001300547 
7.60       0.10       4.169      0.142      0.008                 1011001300548 
7.60       0.10       4.144      0.160      0.008                 1011001300549 
7.60       0.10       4.120      0.195      0.009                 1011001300550 
7.60       0.10       4.095      0.229      0.010                 1011001300551 
7.60       0.10       4.071      0.243      0.011                 1011001300552 
7.60       0.10       4.046      0.277      0.012                 1011001300553 
7.60       0.10       4.022      0.297      0.012                 1011001300554 
7.60       0.10       3.997      0.316      0.013                 1011001300555 
7.60       0.10       3.973      0.338      0.014                 1011001300556 
7.60       0.10       3.948      0.356      0.014                 1011001300557 
7.60       0.10       3.924      0.360      0.014                 1011001300558 
7.60       0.10       3.899      0.374      0.015                 1011001300559 
7.60       0.10       3.875      0.388      0.015                 1011001300560 
7.60       0.10       3.850      0.387      0.015                 1011001300561 
7.60       0.10       3.826      0.384      0.015                 1011001300562 
7.60       0.10       3.801      0.386      0.015                 1011001300563 
7.60       0.10       3.777      0.405      0.016                 1011001300564 
7.60       0.10       3.752      0.407      0.016                 1011001300565 
7.60       0.10       3.728      0.420      0.016                 1011001300566 
7.60       0.10       3.703      0.419      0.016                 1011001300567 
7.60       0.10       3.679      0.415      0.016                 1011001300568 
7.60       0.10       3.654      0.423      0.016                 1011001300569 
7.60       0.10       3.630      0.425      0.016                 1011001300570 
7.60       0.10       3.605      0.445      0.017                 1011001300571 
7.60       0.10       3.581      0.470      0.018                 1011001300572 
7.60       0.10       3.556      0.511      0.019                 1011001300573 
7.60       0.10       3.532      0.518      0.019                 1011001300574 
7.60       0.10       3.507      0.535      0.020                 1011001300575 
7.60       0.10       3.482      0.552      0.020                 1011001300576 
7.60       0.10       3.458      0.568      0.021                 1011001300577 
7.60       0.10       3.433      0.536      0.020                 1011001300578 
7.60       0.10       3.409      0.531      0.019                 1011001300579 
7.60       0.10       3.384      0.487      0.018                 1011001300580 
7.60       0.10       3.360      0.451      0.017                 1011001300581 
7.60       0.10       3.335      0.427      0.016                 1011001300582 
7.60       0.10       3.311      0.377      0.015                 1011001300583 
7.60       0.10       3.286      0.367      0.015                 1011001300584 
7.60       0.10       3.262      0.332      0.014                 1011001300585 
7.60       0.10       3.237      0.330      0.014                 1011001300586 
7.60       0.10       3.213      0.328      0.013                 1011001300587 
7.60       0.10       3.188      0.315      0.013                 1011001300588 
7.60       0.10       3.164      0.307      0.013                 1011001300589 
7.60       0.10       3.139      0.288      0.012                 1011001300590 
7.60       0.10       3.115      0.253      0.011                 1011001300591 
7.60       0.10       3.090      0.256      0.011                 1011001300592 
7.60       0.10       3.066      0.268      0.012                 1011001300593 
7.60       0.10       3.041      0.293      0.012                 1011001300594 
7.60       0.10       3.017      0.299      0.013                 1011001300595 
7.60       0.10       2.992      0.321      0.013                 1011001300596 
7.60       0.10       2.968      0.377      0.015                 1011001300597 
7.60       0.10       2.943      0.416      0.016                 1011001300598 
7.60       0.10       2.919      0.476      0.018                 1011001300599 
7.60       0.10       2.894      0.510      0.019                 1011001300600 
7.60       0.10       2.870      0.562      0.020                 1011001300601 
7.60       0.10       2.845      0.590      0.021                 1011001300602 
7.60       0.10       2.821      0.584      0.021                 1011001300603 
7.60       0.10       2.796      0.552      0.020                 1011001300604 
7.60       0.10       2.771      0.533      0.020                 1011001300605 
7.60       0.10       2.747      0.498      0.020                 1011001300606 
7.60       0.10       2.722      0.469      0.019                 1011001300607 
7.60       0.10       2.698      0.452      0.019                 1011001300608 
7.60       0.10       2.673      0.452      0.020                 1011001300609 
7.60       0.10       2.649      0.445      0.020                 1011001300610 
7.60       0.10       2.624      0.466      0.021                 1011001300611 
7.60       0.10       2.600      0.496      0.023                 1011001300612 
7.60       0.10       2.575      0.534      0.025                 1011001300613 
7.60       0.10       2.551      0.575      0.027                 1011001300614 
7.60       0.10       2.526      0.616      0.030                 1011001300615 
7.60       0.10       2.502      0.662      0.032                 1011001300616 
7.60       0.10       2.477      0.681      0.034                 1011001300617 
7.60       0.10       2.453      0.707      0.036                 1011001300618 
7.60       0.10       2.428      0.702      0.037                 1011001300619 
7.60       0.10       2.404      0.704      0.038                 1011001300620 
7.60       0.10       2.379      0.718      0.038                 1011001300621 
7.60       0.10       2.355      0.730      0.039                 1011001300622 
7.60       0.10       2.330      0.721      0.039                 1011001300623 
7.60       0.10       2.306      0.763      0.041                 1011001300624 
7.60       0.10       2.281      0.772      0.041                 1011001300625 
7.60       0.10       2.257      0.756      0.040                 1011001300626 
7.60       0.10       2.232      0.778      0.041                 1011001300627 
7.60       0.10       2.208      0.816      0.043                 1011001300628 
7.60       0.10       2.183      0.862      0.046                 1011001300629 
7.60       0.10       2.159      0.896      0.047                 1011001300630 
7.60       0.10       2.134      0.936      0.049                 1011001300631 
7.60       0.10       2.109      0.979      0.051                 1011001300632 
7.60       0.10       2.085      0.991      0.052                 1011001300633 
7.60       0.10       2.060      1.042      0.055                 1011001300634 
7.60       0.10       2.036      1.069      0.056                 1011001300635 
7.60       0.10       2.011      1.074      0.056                 1011001300636 
7.60       0.10       1.987      1.031      0.055                 1011001300637 
7.60       0.10       1.962      1.011      0.055                 1011001300638 
7.60       0.10       1.938      0.957      0.053                 1011001300639 
7.60       0.10       1.913      0.940      0.053                 1011001300640 
7.60       0.10       1.889      0.887      0.052                 1011001300641 
7.60       0.10       1.864      0.858      0.051                 1011001300642 
7.60       0.10       1.840      0.795      0.048                 1011001300643 
7.60       0.10       1.815      0.740      0.046                 1011001300644 
7.60       0.10       1.791      0.739      0.047                 1011001300645 
7.60       0.10       1.766      0.733      0.047                 1011001300646 
7.60       0.10       1.742      0.740      0.049                 1011001300647 
7.60       0.10       1.717      0.746      0.050                 1011001300648 
7.60       0.10       1.693      0.791      0.054                 1011001300649 
7.60       0.10       1.668      0.809      0.056                 1011001300650 
7.60       0.10       1.644      0.848      0.060                 1011001300651 
7.60       0.10       1.619      0.894      0.064                 1011001300652 
7.60       0.10       1.595      0.934      0.068                 1011001300653 
7.60       0.10       1.570      0.994      0.076                 1011001300654 
7.60       0.10       1.546      1.009      0.081                 1011001300655 
7.60       0.10       1.521      1.056      0.088                 1011001300656 
7.60       0.10       1.497      1.024      0.090                 1011001300657 
7.60       0.10       1.472      1.044      0.095                 1011001300658 
7.60       0.10       1.447      1.054      0.101                 1011001300659 
7.60       0.10       1.423      1.031      0.105                 1011001300660 
7.60       0.10       1.398      0.977      0.105                 1011001300661 
7.60       0.10       1.374      0.944      0.115                 1011001300662 
7.60       0.10       1.349      0.851      0.126                 1011001300663 
7.60       0.10       1.325      0.788      0.124                 1011001300664 
7.60       0.10       1.300      0.809      0.131                 1011001300665 
7.60       0.10       1.276      0.869      0.142                 1011001300666 
7.60       0.10       1.251      0.912      0.153                 1011001300667 
7.60       0.10       1.227      0.881      0.154                 1011001300668 
7.60       0.10       1.202      0.935      0.166                 1011001300669 
7.60       0.10       1.178      0.898      0.178                 1011001300670 
7.60       0.10       1.153      0.877      0.192                 1011001300671 
7.60       0.10       1.129      0.884      0.212                 1011001300672 
7.60       0.10       1.104      0.848      0.222                 1011001300673 
7.60       0.10       1.080      0.879      0.248                 1011001300674 
7.60       0.10       1.055      0.733      0.229                 1011001300675 
7.60       0.10       1.031      0.704      0.236                 1011001300676 
7.60       0.10       1.006      0.998      0.361                 1011001300677 
7.60       0.10       0.982      1.178      0.423                 1011001300678 
7.60       0.10       0.957      1.047      0.385                 1011001300679 
8.50       0.08       5.378      0.004      0.021                 1011001300680 
8.50       0.08       5.353      0.005      0.016                 1011001300681 
8.50       0.08       5.329      0.009      0.019                 1011001300682 
8.50       0.08       5.304      0.012      0.020                 1011001300683 
8.50       0.08       5.280      0.018      0.021                 1011001300684 
8.50       0.08       5.255      0.026      0.020                 1011001300685 
8.50       0.08       5.231      0.028      0.021                 1011001300686 
8.50       0.08       5.206      0.024      0.022                 1011001300687 
8.50       0.08       5.181      0.029      0.022                 1011001300688 
8.50       0.08       5.157      0.043      0.022                 1011001300689 
8.50       0.08       5.132      0.046      0.022                 1011001300690 
8.50       0.08       5.108      0.048      0.024                 1011001300691 
8.50       0.08       5.083      0.064      0.026                 1011001300692 
8.50       0.08       5.059      0.085      0.026                 1011001300693 
8.50       0.08       5.034      0.095      0.027                 1011001300694 
8.50       0.08       5.010      0.100      0.029                 1011001300695 
8.50       0.08       4.985      0.134      0.032                 1011001300696 
8.50       0.08       4.961      0.168      0.033                 1011001300697 
8.50       0.08       4.936      0.176      0.034                 1011001300698 
8.50       0.08       4.912      0.191      0.033                 1011001300699 
8.50       0.08       4.887      0.208      0.034                 1011001300700 
8.50       0.08       4.863      0.206      0.034                 1011001300701 
8.50       0.08       4.838      0.217      0.035                 1011001300702 
8.50       0.08       4.814      0.215      0.037                 1011001300703 
8.50       0.08       4.789      0.221      0.037                 1011001300704 
8.50       0.08       4.765      0.246      0.037                 1011001300705 
8.50       0.08       4.740      0.262      0.037                 1011001300706 
8.50       0.08       4.716      0.267      0.038                 1011001300707 
8.50       0.08       4.691      0.304      0.040                 1011001300708 
8.50       0.08       4.667      0.276      0.039                 1011001300709 
8.50       0.08       4.642      0.236      0.036                 1011001300710 
8.50       0.08       4.618      0.225      0.035                 1011001300711 
8.50       0.08       4.593      0.239      0.037                 1011001300712 
8.50       0.08       4.569      0.273      0.039                 1011001300713 
8.50       0.08       4.544      0.282      0.039                 1011001300714 
8.50       0.08       4.519      0.285      0.039                 1011001300715 
8.50       0.08       4.495      0.290      0.039                 1011001300716 
8.50       0.08       4.470      0.279      0.039                 1011001300717 
8.50       0.08       4.446      0.338      0.043                 1011001300718 
8.50       0.08       4.421      0.360      0.044                 1011001300719 
8.50       0.08       4.397      0.359      0.044                 1011001300720 
8.50       0.08       4.372      0.420      0.046                 1011001300721 
8.50       0.08       4.348      0.439      0.047                 1011001300722 
8.50       0.08       4.323      0.379      0.044                 1011001300723 
8.50       0.08       4.299      0.333      0.044                 1011001300724 
8.50       0.08       4.274      0.330      0.043                 1011001300725 
8.50       0.08       4.250      0.320      0.043                 1011001300726 
8.50       0.08       4.225      0.329      0.043                 1011001300727 
8.50       0.08       4.201      0.308      0.041                 1011001300728 
8.50       0.08       4.176      0.266      0.039                 1011001300729 
8.50       0.08       4.152      0.249      0.038                 1011001300730 
8.50       0.08       4.127      0.237      0.037                 1011001300731 
8.50       0.08       4.103      0.182      0.034                 1011001300732 
8.50       0.08       4.078      0.166      0.034                 1011001300733 
8.50       0.08       4.054      0.178      0.035                 1011001300734 
8.50       0.08       4.029      0.184      0.034                 1011001300735 
8.50       0.08       4.005      0.167      0.033                 1011001300736 
8.50       0.08       3.980      0.155      0.032                 1011001300737 
8.50       0.08       3.956      0.142      0.032                 1011001300738 
8.50       0.08       3.931      0.178      0.034                 1011001300739 
8.50       0.08       3.907      0.189      0.034                 1011001300740 
8.50       0.08       3.882      0.188      0.033                 1011001300741 
8.50       0.08       3.857      0.250      0.038                 1011001300742 
8.50       0.08       3.833      0.229      0.036                 1011001300743 
8.50       0.08       3.808      0.260      0.038                 1011001300744 
8.50       0.08       3.784      0.327      0.042                 1011001300745 
8.50       0.08       3.759      0.321      0.042                 1011001300746 
8.50       0.08       3.735      0.330      0.041                 1011001300747 
8.50       0.08       3.710      0.290      0.040                 1011001300748 
8.50       0.08       3.686      0.273      0.039                 1011001300749 
8.50       0.08       3.661      0.326      0.041                 1011001300750 
8.50       0.08       3.637      0.372      0.043                 1011001300751 
8.50       0.08       3.612      0.317      0.041                 1011001300752 
8.50       0.08       3.588      0.293      0.041                 1011001300753 
8.50       0.08       3.563      0.289      0.041                 1011001300754 
8.50       0.08       3.539      0.287      0.041                 1011001300755 
8.50       0.08       3.514      0.283      0.038                 1011001300756 
8.50       0.08       3.490      0.294      0.039                 1011001300757 
8.50       0.08       3.465      0.324      0.041                 1011001300758 
8.50       0.08       3.441      0.331      0.042                 1011001300759 
8.50       0.08       3.416      0.340      0.043                 1011001300760 
8.50       0.08       3.392      0.400      0.045                 1011001300761 
8.50       0.08       3.367      0.421      0.048                 1011001300762 
8.50       0.08       3.343      0.394      0.046                 1011001300763 
8.50       0.08       3.318      0.425      0.047                 1011001300764 
8.50       0.08       3.294      0.487      0.050                 1011001300765 
8.50       0.08       3.269      0.428      0.048                 1011001300766 
8.50       0.08       3.245      0.406      0.047                 1011001300767 
8.50       0.08       3.220      0.465      0.051                 1011001300768 
8.50       0.08       3.195      0.486      0.052                 1011001300769 
8.50       0.08       3.171      0.471      0.050                 1011001300770 
8.50       0.08       3.146      0.486      0.052                 1011001300771 
8.50       0.08       3.122      0.466      0.052                 1011001300772 
8.50       0.08       3.097      0.516      0.054                 1011001300773 
8.50       0.08       3.073      0.572      0.056                 1011001300774 
8.50       0.08       3.048      0.567      0.057                 1011001300775 
8.50       0.08       3.024      0.594      0.057                 1011001300776 
8.50       0.08       2.999      0.584      0.057                 1011001300777 
8.50       0.08       2.975      0.623      0.058                 1011001300778 
8.50       0.08       2.950      0.682      0.063                 1011001300779 
8.50       0.08       2.926      0.670      0.060                 1011001300780 
8.50       0.08       2.901      0.594      0.057                 1011001300781 
8.50       0.08       2.877      0.635      0.060                 1011001300782 
8.50       0.08       2.852      0.612      0.058                 1011001300783 
8.50       0.08       2.828      0.594      0.059                 1011001300784 
8.50       0.08       2.803      0.556      0.059                 1011001300785 
8.50       0.08       2.779      0.464      0.055                 1011001300786 
8.50       0.08       2.754      0.522      0.055                 1011001300787 
8.50       0.08       2.730      0.524      0.057                 1011001300788 
8.50       0.08       2.705      0.547      0.058                 1011001300789 
8.50       0.08       2.681      0.485      0.055                 1011001300790 
8.50       0.08       2.656      0.507      0.057                 1011001300791 
8.50       0.08       2.632      0.490      0.055                 1011001300792 
8.50       0.08       2.607      0.514      0.056                 1011001300793 
8.50       0.08       2.583      0.504      0.059                 1011001300794 
8.50       0.08       2.558      0.514      0.057                 1011001300795 
8.50       0.08       2.533      0.618      0.064                 1011001300796 
8.50       0.08       2.509      0.582      0.063                 1011001300797 
8.50       0.08       2.484      0.528      0.064                 1011001300798 
8.50       0.08       2.460      0.552      0.062                 1011001300799 
8.50       0.08       2.435      0.604      0.067                 1011001300800 
8.50       0.08       2.411      0.673      0.071                 1011001300801 
8.50       0.08       2.386      0.612      0.067                 1011001300802 
8.50       0.08       2.362      0.610      0.066                 1011001300803 
8.50       0.08       2.337      0.706      0.071                 1011001300804 
8.50       0.08       2.313      0.577      0.065                 1011001300805 
