ENTRY            10824   19861209                             00001082400000001 
SUBENT        10824001   19861209                             00001082400100001 
BIB                 13         38                                 1082400100002 
INSTITUTE  (1USADAV)                                              1082400100003 
REFERENCE  (J,PR/C,34,1580,8611)                                  1082400100004 
           (T,SUBRAMANIAN,79)                                     1082400100005 
AUTHOR     (T.S.SUBRAMANIAN,J.L.ROMERO,F.P.BRADY,D.H.FITZGERALD,  1082400100006 
           R.GARRETT,G.A.NEEDHAM,J.L.ULLMANN,J.WATSON,C.I.ZANELLI,1082400100007 
           D.J.BRENNER,R.E.PRAEL)                                 1082400100008 
TITLE      DOUBLE-DIFFERENTIAL INCLUSIVE HYDROGEN AND HELIUM      1082400100009 
            SPECTRA FROM NEUTRON-INDUCED REACTIONS AT 27.4, 39.7  1082400100010 
            AND 60.7 MEV: OXYGEN AND NITROGEN.                    1082400100011 
FACILITY   CROCKER NUCLEAR LABORATORY                             1082400100012 
INC-SOURCE (P-LI7)                                                1082400100013 
DETECTOR   (TELES,SOLST,NAICR) TWO SI(SB) DELTA-E DETECTORS AND   1082400100014 
            ONE NAI E DETECTOR USED TO MEASURE OUTGOING PARTICLES.1082400100015 
           (TELES,SCIN) CHARGED PARTICLE VETO DETECTOR FOLLOWED BY1082400100016 
            A PAIR OF PLASTIC SCINTILLATORS WITH A CH(2) CONVERTER1082400100017 
            USED TO MONITOR NEUTRON BEAM.                         1082400100018 
METHOD     TIME-OF-FLIGHT USED TO ELIMINATE NEUTRON BEAM TAIL.    1082400100019 
CORRECTION CORRECTIONS MADE FOR BACKGROUND, ENERGY AND PARTICLE   1082400100020 
            LOSS IN SAMPLE, AND DEAD GAP IN NAI DETECTOR.         1082400100021 
MONITOR    (1-H-1(N,EL)1-H-1,,DA)                                 1082400100022 
ERR-ANALYS (ERR-S) QUOTED ERRORS ARE STATISTICAL ONLY.            1082400100023 
           OTHER SYSTEMATIC UNCERTAINTIES INCLUDE-                1082400100024 
            - STATISTICS NORMALIZATION TO HYDROGEN PEAK(2 PERCENT)1082400100025 
            - TAIL ELIMINATION TIME CUT NORMALIZATION TO  HYDROGEN1082400100026 
              PEAK (2 PERCENT)                                    1082400100027 
            - NEUTRON BEAM WIDTH, APPROXIMATELY 2 PERCENT         1082400100028 
            - BACKGROUND SUBTRACTION, APPROXIMATELY 8 PERCENT     1082400100029 
            - TRITIUM CONTAMINATION IN ALPHA SPECTRUM             1082400100030 
               FOR 27.4 MEV, NEGLIGIBLE                           1082400100031 
               FOR 39.7 MEV, APPROXIMATELY 3 PERCENT              1082400100032 
               FOR 60.7 MEV, APPROXIMATELY 5 PERCENT              1082400100033 
STATUS     DATA TAKEN FROM PRIVATE COMM., ROMERO, 85/9            1082400100034 
           (APRVD) J.L.ROMERO, 11/8/85.                           1082400100035 
HISTORY    (820527C)                                              1082400100036 
           (830328U) TITLE CORRECTED                              1082400100037 
           (830914A)SUBENTRIES 2-6,17-21,32-36 MOVED TO AN 12838. 1082400100038 
           (850808A) DATA REPLACED, BIB UPDATE                    1082400100039 
           (861209A) BIB UPDATE.                                  1082400100040 
ENDBIB              38          0                                 1082400100041 
COMMON               1          3                                 1082400100042 
ANG-RSL                                                           1082400100043 
ADEG                                                              1082400100044 
 3.                                                               1082400100045 
ENDCOMMON            3          0                                 1082400100046 
ENDSUBENT           45          0                                 1082400199999 
NOSUBENT      10824002   19830914                             00001082400200001 
NOSUBENT      10824003   19830914                             00001082400300001 
NOSUBENT      10824004   19830914                             00001082400400001 
NOSUBENT      10824005   19830914                             00001082400500001 
NOSUBENT      10824006   19830914                             00001082400600001 
SUBENT        10824007   19851119                             00001082400700001 
BIB                  4          7                                 1082400700002 
REACTION   (7-N-14(N,X)1-H-1,,DA/DE)                              1082400700003 
SAMPLE     C(3)H(6)O(2) EVAPORATED ONTO THIN MYLAR BACKINGS       1082400700004 
CORRECTION CORRECTED FOR PROTON LOSS IN STOPPING DETECTOR DUE TO  1082400700005 
            NUCLEAR INTERACTIONS. RANGES FROM 1.5 PERCENT AT 39.7 1082400700006 
            MEV TO 4 PERCENT AT 60.7 MEV.                         1082400700007 
ERR-ANALYS OVERALL NORMALIZATION UNCERTAINTY, 10 PERCENT          1082400700008 
            HYDROGEN SURFACE DENSITY, APPROXIMATELY 10 PERCENT    1082400700009 
ENDBIB               7          0                                 1082400700010 
NOCOMMON             0          0                                 1082400700011 
DATA                 5        326                                 1082400700012 
EN         ANG        E          DATA       ERR-S                 1082400700013 
    27.4          20.0        8.2       2.46       0.78           1082401100026 
    27.4          20.0       10.2       1.51       0.39           1082401100027 
    27.4          20.0       12.3       1.01       0.54           1082401100028 
    27.4          20.0       14.3       0.52       0.42           1082401100029 
    27.4          20.0       16.3       0.95       0.35           1082401100030 
    27.4          20.0       18.2       0.43       0.25           1082401100031 
    27.4          20.0       20.3       0.44       0.32           1082401100032 
    27.4          20.0       22.2       0.64       0.23           1082401100033 
    27.4          20.0       24.2       0.29       0.14           1082401100034 
    27.4          20.0       26.2       0.07       0.07           1082401100035 
    27.4          35.0        3.9       5.45       1.36           1082401100036 
    27.4          35.0        5.9       2.43       1.03           1082401100037 
    27.4          35.0        7.9       1.88       0.50           1082401100038 
    27.4          35.0        9.9       0.82       0.51           1082401100039 
    27.4          35.0       11.9       0.93       0.57           1082401100040 
    27.4          35.0       13.9       0.06       0.32           1082401100041 
    27.4          35.0       15.9       0.04       0.19           1082401100042 
    27.4          35.0       17.9       0.47       0.29           1082401100043 
    27.4          35.0       19.9       0.57       0.25           1082401100044 
    27.4          35.0       21.9       0.36       0.20           1082401100045 
    27.4          35.0       23.9       0.09       0.09           1082401100046 
    27.4          40.0        3.9       6.68       1.38           1082401100047 
    27.4          40.0        5.9       3.63       1.02           1082401100048 
    27.4          40.0        7.9       1.22       0.39           1082401100049 
    27.4          40.0        9.9       1.31       0.52           1082401100050 
    27.4          40.0       11.9       0.27       0.39           1082401100051 
    27.4          40.0       13.9       0.28       0.26           1082401100052 
    27.4          40.0       15.9       0.47       0.24           1082401100053 
    27.4          40.0       17.9       0.00       0.19           1082401100054 
    27.4          40.0       19.9       0.14       0.13           1082401100055 
    27.4          40.0       23.9       0.28       0.16           1082401100056 
    27.4          40.0       29.9       0.07       0.07           1082401100057 
    27.4          45.0        4.3       5.08       1.24           1082401100058 
    27.4          45.0        6.3       2.97       1.08           1082401100059 
    27.4          45.0        8.3       0.84       0.66           1082401100060 
    27.4          45.0       10.3       0.58       0.37           1082401100061 
    27.4          45.0       12.3       0.68       0.40           1082401100062 
    27.4          45.0       14.3      -0.18       0.21           1082401100063 
    27.4          45.0       16.3       0.25       0.24           1082401100064 
    27.4          45.0       18.3       0.10       0.19           1082401100065 
    27.4          45.0       20.3       0.32       0.17           1082401100066 
    27.4          45.0       22.3       0.26       0.15           1082401100067 
    27.4          45.0       24.3       0.17       0.12           1082401100068 
    27.4          65.0        3.9       3.51       1.25           1082401100069 
    27.4          65.0        5.9       1.93       0.89           1082401100070 
    27.4          65.0        7.9      -0.67       0.28           1082401100071 
    27.4          65.0        9.9       0.20       0.30           1082401100072 
    27.4          65.0       11.9       0.82       0.31           1082401100073 
    27.4          65.0       13.9       0.13       0.19           1082401100074 
    27.4          65.0       15.9       0.19       0.16           1082401100075 
    27.4          90.0        4.6       2.49       1.36           1082401100076 
    27.4          90.0        6.6      -0.11       0.33           1082401100077 
    27.4          90.0        8.6       0.12       0.43           1082401100078 
    27.4          90.0       10.6       1.14       0.58           1082401100079 
    27.4         130.0        4.1       0.96       0.67           1082401100080 
    27.4         130.0        6.1       0.35       0.51           1082401100081 
    27.4         130.0        8.1       0.22       0.45           1082401100082 
    27.4         130.0       10.1       0.57       0.44           1082401100083 
    27.4         130.0       12.1       0.30       0.40           1082401100084 
    27.4         150.0        4.4      -0.69       0.51           1082401100085 
    27.4         150.0        6.4       0.46       0.43           1082401100086 
    27.4         150.0        8.4      -0.44       0.39           1082401100087 
    27.4         150.0       10.4       0.33       0.40           1082401100088 
    27.4         150.0       12.4      -0.22       0.34           1082401100089 
    39.7          15.0        3.9       4.33       0.79           1082401100090 
    39.7          15.0        5.9       2.71       0.57           1082401100091 
    39.7          15.0        7.9       2.47       0.38           1082401100092 
    39.7          15.0        9.9       1.41       0.24           1082401100093 
    39.7          15.0       11.9       1.30       0.20           1082401100094 
    39.7          15.0       13.9       0.90       0.17           1082401100095 
    39.7          15.0       15.9       0.61       0.13           1082401100096 
    39.7          15.0       17.9       0.42       0.11           1082401100097 
    39.7          15.0       19.9       0.29       0.12           1082401100098 
    39.7          15.0       21.9       0.45       0.11           1082401100099 
    39.7          15.0       23.9       0.22       0.11           1082401100100 
    39.7          15.0       25.9       0.22       0.08           1082401100101 
    39.7          15.0       27.9       0.27       0.08           1082401100102 
    39.7          15.0       29.9       0.40       0.11           1082401100103 
    39.7          15.0       31.9       0.12       0.07           1082401100104 
    39.7          20.0        4.2       4.17       0.66           1082401100105 
    39.7          20.0        6.2       3.18       0.47           1082401100106 
    39.7          20.0        8.2       2.36       0.34           1082401100107 
    39.7          20.0       10.2       2.25       0.24           1082401100108 
    39.7          20.0       12.2       1.47       0.18           1082401100109 
    39.7          20.0       14.2       1.00       0.14           1082401100110 
    39.7          20.0       16.2       0.81       0.13           1082401100111 
    39.7          20.0       18.2       0.53       0.11           1082401100112 
    39.7          20.0       20.2       0.48       0.10           1082401100113 
    39.7          20.0       22.2       0.28       0.09           1082401100114 
    39.7          20.0       24.2       0.30       0.09           1082401100115 
    39.7          20.0       26.2       0.25       0.08           1082401100116 
    39.7          20.0       28.2       0.35       0.08           1082401100117 
    39.7          20.0       30.2       0.46       0.10           1082401100118 
    39.7          20.0       32.2       0.03       0.08           1082401100119 
    39.7          35.0        3.5       5.26       0.70           1082401100120 
    39.7          35.0        5.5       4.42       0.47           1082401100121 
    39.7          35.0        7.5       2.20       0.34           1082401100122 
    39.7          35.0        9.5       1.58       0.21           1082401100123 
    39.7          35.0       11.5       1.22       0.17           1082401100124 
    39.7          35.0       13.5       0.34       0.13           1082401100125 
    39.7          35.0       15.5       0.36       0.11           1082401100126 
    39.7          35.0       17.5       0.31       0.09           1082401100127 
    39.7          35.0       19.5       0.33       0.10           1082401100128 
    39.7          35.0       21.5       0.38       0.09           1082401100129 
    39.7          35.0       23.5       0.35       0.08           1082401100130 
    39.7          35.0       25.5       0.25       0.07           1082401100131 
    39.7          35.0       27.5       0.07       0.05           1082401100132 
    39.7          40.0        3.9       5.93       0.46           1082401100133 
    39.7          40.0        5.9       3.69       0.37           1082401100134 
    39.7          40.0        7.9       2.47       0.31           1082401100135 
    39.7          40.0        9.9       1.20       0.16           1082401100136 
    39.7          40.0       11.9       0.72       0.13           1082401100137 
    39.7          40.0       13.9       0.37       0.10           1082401100138 
    39.7          40.0       15.9       0.22       0.09           1082401100139 
    39.7          40.0       17.9       0.30       0.09           1082401100140 
    39.7          40.0       19.9       0.46       0.09           1082401100141 
    39.7          40.0       21.9       0.29       0.08           1082401100142 
    39.7          40.0       23.9       0.28       0.06           1082401100143 
    39.7          40.0       25.9       0.26       0.06           1082401100144 
    39.7          40.0       27.9       0.06       0.02           1082401100145 
    39.7          45.0        4.2       3.80       0.53           1082401100146 
    39.7          45.0        6.2       2.48       0.49           1082401100147 
    39.7          45.0        8.2       1.78       0.28           1082401100148 
    39.7          45.0       10.2       1.10       0.18           1082401100149 
    39.7          45.0       12.2       0.69       0.14           1082401100150 
    39.7          45.0       14.2       0.62       0.12           1082401100151 
    39.7          45.0       16.2       0.22       0.10           1082401100152 
    39.7          45.0       18.2       0.28       0.10           1082401100153 
    39.7          45.0       20.2       0.28       0.08           1082401100154 
    39.7          45.0       22.2       0.20       0.09           1082401100155 
    39.7          45.0       24.2       0.13       0.06           1082401100156 
    39.7          45.0       26.2       0.02       0.07           1082401100157 
    39.7          45.0       28.2       0.13       0.05           1082401100158 
    39.7          65.0        3.9       1.94       0.62           1082401100159 
    39.7          65.0        5.9       1.82       0.29           1082401100160 
    39.7          65.0        7.9       1.39       0.25           1082401100161 
    39.7          65.0        9.9       0.76       0.14           1082401100162 
    39.7          65.0       11.9       0.29       0.10           1082401100163 
    39.7          65.0       13.9       0.45       0.09           1082401100164 
    39.7          65.0       15.9       0.21       0.07           1082401100165 
