ENTRY            10824   19861209                             00001082400000001 
SUBENT        10824001   19861209                             00001082400100001 
BIB                 13         38                                 1082400100002 
INSTITUTE  (1USADAV)                                              1082400100003 
REFERENCE  (J,PR/C,34,1580,8611)                                  1082400100004 
           (T,SUBRAMANIAN,79)                                     1082400100005 
AUTHOR     (T.S.SUBRAMANIAN,J.L.ROMERO,F.P.BRADY,D.H.FITZGERALD,  1082400100006 
           R.GARRETT,G.A.NEEDHAM,J.L.ULLMANN,J.WATSON,C.I.ZANELLI,1082400100007 
           D.J.BRENNER,R.E.PRAEL)                                 1082400100008 
TITLE      DOUBLE-DIFFERENTIAL INCLUSIVE HYDROGEN AND HELIUM      1082400100009 
            SPECTRA FROM NEUTRON-INDUCED REACTIONS AT 27.4, 39.7  1082400100010 
            AND 60.7 MEV: OXYGEN AND NITROGEN.                    1082400100011 
FACILITY   CROCKER NUCLEAR LABORATORY                             1082400100012 
INC-SOURCE (P-LI7)                                                1082400100013 
DETECTOR   (TELES,SOLST,NAICR) TWO SI(SB) DELTA-E DETECTORS AND   1082400100014 
            ONE NAI E DETECTOR USED TO MEASURE OUTGOING PARTICLES.1082400100015 
           (TELES,SCIN) CHARGED PARTICLE VETO DETECTOR FOLLOWED BY1082400100016 
            A PAIR OF PLASTIC SCINTILLATORS WITH A CH(2) CONVERTER1082400100017 
            USED TO MONITOR NEUTRON BEAM.                         1082400100018 
METHOD     TIME-OF-FLIGHT USED TO ELIMINATE NEUTRON BEAM TAIL.    1082400100019 
CORRECTION CORRECTIONS MADE FOR BACKGROUND, ENERGY AND PARTICLE   1082400100020 
            LOSS IN SAMPLE, AND DEAD GAP IN NAI DETECTOR.         1082400100021 
MONITOR    (1-H-1(N,EL)1-H-1,,DA)                                 1082400100022 
ERR-ANALYS (ERR-S) QUOTED ERRORS ARE STATISTICAL ONLY.            1082400100023 
           OTHER SYSTEMATIC UNCERTAINTIES INCLUDE-                1082400100024 
            - STATISTICS NORMALIZATION TO HYDROGEN PEAK(2 PERCENT)1082400100025 
            - TAIL ELIMINATION TIME CUT NORMALIZATION TO  HYDROGEN1082400100026 
              PEAK (2 PERCENT)                                    1082400100027 
            - NEUTRON BEAM WIDTH, APPROXIMATELY 2 PERCENT         1082400100028 
            - BACKGROUND SUBTRACTION, APPROXIMATELY 8 PERCENT     1082400100029 
            - TRITIUM CONTAMINATION IN ALPHA SPECTRUM             1082400100030 
               FOR 27.4 MEV, NEGLIGIBLE                           1082400100031 
               FOR 39.7 MEV, APPROXIMATELY 3 PERCENT              1082400100032 
               FOR 60.7 MEV, APPROXIMATELY 5 PERCENT              1082400100033 
STATUS     DATA TAKEN FROM PRIVATE COMM., ROMERO, 85/9            1082400100034 
           (APRVD) J.L.ROMERO, 11/8/85.                           1082400100035 
HISTORY    (820527C)                                              1082400100036 
           (830328U) TITLE CORRECTED                              1082400100037 
           (830914A)SUBENTRIES 2-6,17-21,32-36 MOVED TO AN 12838. 1082400100038 
           (850808A) DATA REPLACED, BIB UPDATE                    1082400100039 
           (861209A) BIB UPDATE.                                  1082400100040 
ENDBIB              38          0                                 1082400100041 
COMMON               1          3                                 1082400100042 
ANG-RSL                                                           1082400100043 
ADEG                                                              1082400100044 
 3.                                                               1082400100045 
ENDCOMMON            3          0                                 1082400100046 
ENDSUBENT           45          0                                 1082400199999 
NOSUBENT      10824002   19830914                             00001082400200001 
NOSUBENT      10824003   19830914                             00001082400300001 
NOSUBENT      10824004   19830914                             00001082400400001 
NOSUBENT      10824005   19830914                             00001082400500001 
NOSUBENT      10824006   19830914                             00001082400600001 
SUBENT        10824007   19851119                             00001082400700001 
BIB                  4          7                                 1082400700002 
REACTION   (7-N-14(N,X)1-H-1,,DA/DE)                              1082400700003 
SAMPLE     C(3)H(6)O(2) EVAPORATED ONTO THIN MYLAR BACKINGS       1082400700004 
CORRECTION CORRECTED FOR PROTON LOSS IN STOPPING DETECTOR DUE TO  1082400700005 
            NUCLEAR INTERACTIONS. RANGES FROM 1.5 PERCENT AT 39.7 1082400700006 
            MEV TO 4 PERCENT AT 60.7 MEV.                         1082400700007 
ERR-ANALYS OVERALL NORMALIZATION UNCERTAINTY, 10 PERCENT          1082400700008 
            HYDROGEN SURFACE DENSITY, APPROXIMATELY 10 PERCENT    1082400700009 
ENDBIB               7          0                                 1082400700010 
NOCOMMON             0          0                                 1082400700011 
DATA                 5        326                                 1082400700012 
EN         ANG        E          DATA       ERR-S                 1082400700013 
    60.7          45.0       16.3       0.17       0.06           1082400800322 
    60.7          45.0       18.0       0.20       0.02           1082400800323 
    60.7          45.0       18.3       0.21       0.07           1082400800324 
    60.7          45.0       20.0       0.23       0.03           1082400800325 
    60.7          45.0       20.3       0.23       0.07           1082400800326 
    60.7          45.0       22.0       0.20       0.02           1082400800327 
    60.7          45.0       22.3       0.26       0.07           1082400800328 
    60.7          45.0       24.0       0.15       0.02           1082400800329 
    60.7          45.0       24.3       0.23       0.07           1082400800330 
    60.7          45.0       26.0       0.18       0.02           1082400800331 
    60.7          45.0       26.3       0.13       0.06           1082400800332 
    60.7          45.0       28.0       0.15       0.02           1082400800333 
    60.7          45.0       28.3       0.17       0.06           1082400800334 
    60.7          45.0       30.0       0.17       0.02           1082400800335 
    60.7          45.0       30.3       0.05       0.06           1082400800336 
    60.7          45.0       32.0       0.14       0.02           1082400800337 
    60.7          45.0       32.3       0.12       0.05           1082400800338 
    60.7          45.0       34.0       0.16       0.02           1082400800339 
    60.7          45.0       34.3       0.06       0.07           1082400800340 
    60.7          45.0       36.0       0.11       0.02           1082400800341 
    60.7          45.0       36.3       0.10       0.07           1082400800342 
    60.7          45.0       38.0       0.41       0.03           1082400800343 
    60.7          45.0       38.3       0.18       0.06           1082400800344 
    60.7          45.0       40.0       0.17       0.02           1082400800345 
    60.7          45.0       40.3       0.36       0.07           1082400800346 
    60.7          45.0       42.0       0.45       0.04           1082400800347 
    60.7          45.0       42.3       0.17       0.08           1082400800348 
    60.7          45.0       44.0       0.03       0.01           1082400800349 
    60.7          45.0       44.3       0.51       0.08           1082400800350 
    60.7          45.0       46.0       0.06       0.01           1082400800351 
    60.7          45.0       46.3       0.18       0.06           1082400800352 
    60.7          45.0       48.0       0.07       0.01           1082400800353 
    60.7          45.0       48.3       0.07       0.04           1082400800354 
    60.7          45.0       50.0       0.05       0.01           1082400800355 
    60.7          45.0       50.3       0.07       0.04           1082400800356 
    60.7          45.0       52.3       0.12       0.04           1082400800357 
    60.7          65.0        2.8       0.46       0.07           1082400800358 
    60.7          65.0        4.8       0.29       0.06           1082400800359 
    60.7          65.0        6.8       0.29       0.06           1082400800360 
    60.7          65.0        8.8       0.24       0.06           1082400800361 
    60.7          65.0       10.8       0.17       0.06           1082400800362 
    60.7          65.0       12.8       0.18       0.05           1082400800363 
    60.7          65.0       14.8       0.17       0.05           1082400800364 
    60.7          65.0       15.0       0.15       0.02           1082400800365 
    60.7          65.0       16.8       0.09       0.04           1082400800366 
    60.7          65.0       17.0       0.13       0.02           1082400800367 
    60.7          65.0       18.8       0.04       0.04           1082400800368 
    60.7          65.0       19.0       0.16       0.02           1082400800369 
    60.7          65.0       20.8       0.04       0.04           1082400800370 
    60.7          65.0       21.0       0.12       0.02           1082400800371 
    60.7          65.0       22.8       0.04       0.04           1082400800372 
    60.7          65.0       23.0       0.14       0.02           1082400800373 
    60.7          65.0       24.8      -0.01       0.04           1082400800374 
    60.7          65.0       25.0       0.07       0.02           1082400800375 
    60.7          65.0       26.8       0.04       0.04           1082400800376 
    60.7          65.0       27.0       0.08       0.02           1082400800377 
    60.7          65.0       28.8       0.03       0.05           1082400800378 
    60.7          65.0       29.0       0.08       0.02           1082400800379 
    60.7          65.0       30.8       0.06       0.04           1082400800380 
    60.7          65.0       31.0       0.08       0.02           1082400800381 
    60.7          65.0       32.8       0.00       0.04           1082400800382 
    60.7          65.0       33.0       0.06       0.01           1082400800383 
    60.7          65.0       34.8      -0.01       0.04           1082400800384 
    60.7          65.0       35.0       0.11       0.02           1082400800385 
    60.7          65.0       36.8       0.03       0.04           1082400800386 
    60.7          65.0       37.0       0.11       0.02           1082400800387 
    60.7          65.0       38.8       0.00       0.05           1082400800388 
    60.7          65.0       39.0       0.18       0.03           1082400800389 
    60.7          65.0       40.8       0.17       0.04           1082400800390 
    60.7          65.0       41.0       0.15       0.02           1082400800391 
    60.7          65.0       42.8       0.10       0.04           1082400800392 
    60.7          65.0       43.0       0.04       0.01           1082400800393 
    60.7          65.0       44.8       0.02       0.03           1082400800394 
    60.7          65.0       46.8       0.02       0.02           1082400800395 
    60.7          65.0       48.8       0.02       0.03           1082400800396 
ENDDATA            387          0                                 1082400800397 
ENDSUBENT          396          0                                 1082400899999 
SUBENT        10824009   19851119                             00001082400900001 
BIB                  3          4                                 1082400900002 
REACTION   (7-N-14(N,X)1-H-3,,DA/DE)                              1082400900003 
SAMPLE     C(3)H(6)O(2) EVAPORATED ONTO THIN MYLAR BACKINGS       1082400900004 
ERR-ANALYS OVERALL NORMALIZATION UNCERTAINTY, 10 PERCENT          1082400900005 
            HYDROGEN SURFACE DENSITY, APPROXIMATELY 10 PERCENT    1082400900006 
ENDBIB               4          0                                 1082400900007 
NOCOMMON             0          0                                 1082400900008 
DATA                 5        235                                 1082400900009 
EN         ANG        E          DATA       ERR-S                 1082400900010 
MEV        ADEG       MEV        MB/SR/MEV  MB/SR/MEV             1082400900011 
    27.4          15.0        5.2       0.25       0.15           1082400900012 
    27.4          15.0        7.2      -0.08       0.24           1082400900013 
    27.4          15.0        9.2       0.34       0.21           1082400900014 
    27.4          15.0       11.2       0.08       0.08           1082400900015 
    27.4          15.0       15.2       0.17       0.12           1082400900016 
    27.4          15.0       17.2       0.25       0.15           1082400900017 
    27.4          15.0       19.2       0.08       0.08           1082400900018 
    27.4          15.0       23.2       0.08       0.08           1082400900019 
    27.4          20.0        6.4      -0.14       0.20           1082400900020 
    27.4          20.0        8.4       0.35       0.20           1082400900021 
    27.4          20.0       10.4       0.42       0.19           1082400900022 
    27.4          20.0       12.4       0.14       0.14           1082400900023 
    27.4          20.0       14.4       0.14       0.20           1082400900024 
    27.4          20.0       16.4       0.99       0.21           1082400900025 
    27.4          20.0       18.4       0.14       0.17           1082400900026 
    27.4          20.0       20.4       0.14       0.12           1082400900027 
    27.4          20.0       22.4       0.00       0.07           1082400900028 
    27.4          35.0        6.2       0.42       0.22           1082400900029 
    27.4          35.0        8.2       0.42       0.21           1082400900030 
    27.4          35.0       10.2       0.34       0.17           1082400900031 
    27.4          35.0       16.2       0.34       0.17           1082400900032 
    27.4          40.0        5.2       0.00       0.19           1082400900033 
    27.4          40.0        7.2       0.35       0.16           1082400900034 
    27.4          40.0        9.2       0.14       0.16           1082400900035 
    27.4          40.0       11.2       0.14       0.07           1082400900036 
    27.4          40.0       13.2       0.21       0.07           1082400900037 
    27.4          40.0       15.2       0.14       0.16           1082400900038 
    27.4          40.0       19.2       0.07       0.07           1082400900039 
    27.4          45.0        6.5       0.34       0.22           1082400900040 
    27.4          45.0        8.5       0.08       0.12           1082400900041 
    27.4          65.0        4.5       0.08       0.15           1082400900042 
    27.4          65.0        6.5       0.08       0.08           1082400900043 
    27.4          65.0        8.5       0.42       0.19           1082400900044 
    27.4          65.0       12.5       0.08       0.08           1082400900045 
    39.7          15.0        4.8       0.10       0.09           1082400900046 
    39.7          15.0        6.8       0.26       0.08           1082400900047 
    39.7          15.0        8.8       0.26       0.08           1082400900048 
    39.7          15.0       10.8       0.34       0.08           1082400900049 
    39.7          15.0       12.8       0.28       0.08           1082400900050 
    39.7          15.0       14.8       0.17       0.05           1082400900051 
    39.7          15.0       16.8       0.16       0.07           1082400900052 
    39.7          15.0       18.8       0.20       0.08           1082400900053 
    39.7          15.0       20.8       0.15       0.04           1082400900054 
    39.7          15.0       22.8       0.01       0.02           1082400900055 
    39.7          15.0       24.8       0.03       0.02           1082400900056 
    39.7          15.0       26.8       0.01       0.02           1082400900057 
    39.7          15.0       28.8       0.26       0.05           1082400900058 
    39.7          15.0       30.8       0.14       0.03           1082400900059 
    39.7          15.0       32.8       0.10       0.03           1082400900060 
    39.7          15.0       34.8       0.03       0.01           1082400900061 
    39.7          20.0        4.5       0.27       0.07           1082400900062 
    39.7          20.0        6.5       0.24       0.08           1082400900063 
    39.7          20.0        8.5       0.16       0.07           1082400900064 
    39.7          20.0       10.5       0.30       0.08           1082400900065 
    39.7          20.0       12.5       0.24       0.08           1082400900066 
    39.7          20.0       14.5       0.15       0.06           1082400900067 
    39.7          20.0       16.5       0.09       0.05           1082400900068 
    39.7          20.0       18.5       0.11       0.07           1082400900069 
    39.7          20.0       20.5       0.19       0.04           1082400900070 
    39.7          20.0       22.5       0.04       0.02           1082400900071 
    39.7          20.0       24.5       0.04       0.03           1082400900072 
    39.7          20.0       26.5       0.02       0.02           1082400900073 
    39.7          20.0       28.5       0.23       0.05           1082400900074 
    39.7          20.0       30.5       0.09       0.03           1082400900075 
    39.7          20.0       32.5       0.07       0.02           1082400900076 
    39.7          20.0       34.5       0.01       0.01           1082400900077 
    39.7          35.0        3.8       0.23       0.07           1082400900078 
    39.7          35.0        5.8       0.31       0.07           1082400900079 
    39.7          35.0        7.8       0.30       0.07           1082400900080 
    39.7          35.0        9.8       0.28       0.07           1082400900081 
    39.7          35.0       11.8       0.18       0.06           1082400900082 
    39.7          35.0       13.8       0.04       0.06           1082400900083 
    39.7          35.0       15.8       0.02       0.05           1082400900084 
    39.7          35.0       17.8       0.14       0.04           1082400900085 
    39.7          35.0       19.8       0.07       0.03           1082400900086 
    39.7          35.0       25.8       0.05       0.03           1082400900087 
    39.7          35.0       27.8       0.06       0.03           1082400900088 
    39.7          35.0       29.8       0.01       0.01           1082400900089 
    39.7          35.0       31.8       0.02       0.01           1082400900090 
    39.7          40.0        3.6       0.21       0.07           1082400900091 
    39.7          40.0        5.6       0.18       0.06           1082400900092 
    39.7          40.0        7.6       0.19       0.06           1082400900093 
    39.7          40.0        9.6       0.24       0.06           1082400900094 
    39.7          40.0       11.6       0.15       0.05           1082400900095 
    39.7          40.0       13.6       0.03       0.06           1082400900096 
    39.7          40.0       15.6       0.10       0.04           1082400900097 
    39.7          40.0       17.6       0.14       0.03           1082400900098 
    39.7          40.0       19.6       0.04       0.02           1082400900099 
    39.7          40.0       21.6       0.04       0.02           1082400900100 
    39.7          40.0       23.6       0.01       0.01           1082400900101 
    39.7          40.0       25.6       0.05       0.02           1082400900102 
    39.7          40.0       27.6       0.03       0.02           1082400900103 
    39.7          40.0       29.6       0.02       0.01           1082400900104 
    39.7          40.0       33.6       0.01       0.01           1082400900105 
    39.7          45.0        4.7       0.23       0.07           1082400900106 
    39.7          45.0        6.7       0.26       0.07           1082400900107 
    39.7          45.0        8.7       0.21       0.05           1082400900108 
    39.7          45.0       10.7       0.13       0.06           1082400900109 
    39.7          45.0       12.7       0.08       0.06           1082400900110 
    39.7          45.0       14.7       0.09       0.05           1082400900111 
    39.7          45.0       16.7       0.09       0.05           1082400900112 
    39.7          45.0       18.7       0.05       0.02           1082400900113 
    39.7          45.0       20.7       0.05       0.02           1082400900114 
    39.7          45.0       22.7       0.05       0.02           1082400900115 
    39.7          45.0       24.7       0.05       0.02           1082400900116 
    39.7          45.0       26.7       0.07       0.02           1082400900117 
    39.7          45.0       28.7       0.01       0.01           1082400900118 
    39.7          45.0       30.7       0.01       0.02           1082400900119 
    39.7          45.0       32.7       0.01       0.01           1082400900120 
    39.7          65.0        3.9       0.07       0.04           1082400900121 
    39.7          65.0        5.9       0.13       0.05           1082400900122 
    39.7          65.0        7.9       0.14       0.05           1082400900123 
    39.7          65.0        9.9       0.09       0.05           1082400900124 
    39.7          65.0       11.9       0.08       0.04           1082400900125 
    39.7          65.0       15.9       0.01       0.01           1082400900126 
    39.7          65.0       17.9       0.01       0.01           1082400900127 
    39.7          65.0       19.9       0.02       0.01           1082400900128 
    39.7          65.0       23.9       0.04       0.02           1082400900129 
    39.7          65.0       25.9       0.01       0.01           1082400900130 
    39.7          65.0       29.9       0.02       0.01           1082400900131 
    39.7          90.0        4.4       0.14       0.06           1082400900132 
    39.7          90.0        6.4       0.10       0.06           1082400900133 
    39.7          90.0        8.4       0.09       0.05           1082400900134 
    39.7          90.0       16.4       0.02       0.02           1082400900135 
    39.7          90.0       18.4       0.06       0.02           1082400900136 
    39.7          90.0       20.4       0.07       0.03           1082400900137 
    39.7          90.0       22.4       0.02       0.02           1082400900138 
    39.7          90.0       24.4       0.02       0.02           1082400900139 
    39.7         130.0        4.2       0.12       0.05           1082400900140 
    39.7         130.0        6.2       0.04       0.05           1082400900141 
    39.7         130.0       14.2       0.05       0.02           1082400900142 
    39.7         130.0       16.2       0.01       0.01           1082400900143 
    39.7         130.0       18.2       0.01       0.01           1082400900144 
    39.7         130.0       20.2       0.03       0.02           1082400900145 
    39.7         150.0        4.1       0.09       0.05           1082400900146 
    39.7         150.0        6.1       0.11       0.05           1082400900147 
    39.7         150.0       14.1       0.03       0.02           1082400900148 
    39.7         150.0       16.1       0.03       0.02           1082400900149 
    39.7         150.0       18.1       0.01       0.01           1082400900150 
    39.7         150.0       20.1       0.02       0.01           1082400900151 
    60.7          20.0        4.3       0.14       0.06           1082400900152 
    60.7          20.0        6.3       0.20       0.05           1082400900153 
    60.7          20.0        8.3       0.28       0.06           1082400900154 
    60.7          20.0       10.3       0.20       0.06           1082400900155 
    60.7          20.0       12.3       0.14       0.07           1082400900156 
    60.7          20.0       14.3       0.19       0.06           1082400900157 
    60.7          20.0       16.3       0.17       0.04           1082400900158 
    60.7          20.0       18.3       0.18       0.06           1082400900159 
    60.7          20.0       20.3       0.13       0.04           1082400900160 
    60.7          20.0       22.3       0.08       0.04           1082400900161 
    60.7          20.0       24.3       0.06       0.04           1082400900162 
    60.7          20.0       26.3       0.06       0.04           1082400900163 
    60.7          20.0       28.3       0.13       0.04           1082400900164 
    60.7          20.0       30.3       0.17       0.04           1082400900165 
    60.7          20.0       32.3       0.11       0.04           1082400900166 
    60.7          20.0       34.3       0.21       0.05           1082400900167 
    60.7          20.0       36.3       0.08       0.04           1082400900168 
    60.7          20.0       38.3       0.02       0.04           1082400900169 
    60.7          20.0       40.3       0.24       0.04           1082400900170 
    60.7          20.0       42.3      -0.01       0.04           1082400900171 
    60.7          20.0       44.3      -0.01       0.03           1082400900172 
    60.7          20.0       46.3      -0.03       0.02           1082400900173 
    60.7          20.0       48.3       0.03       0.02           1082400900174 
    60.7          20.0       50.3       0.08       0.03           1082400900175 
    60.7          20.0       52.3       0.00       0.01           1082400900176 
    60.7          40.0        3.4       0.24       0.04           1082400900177 
    60.7          40.0        5.4       0.19       0.05           1082400900178 
    60.7          40.0        7.4       0.12       0.05           1082400900179 
    60.7          40.0        9.4       0.11       0.05           1082400900180 
    60.7          40.0       11.4       0.15       0.05           1082400900181 
    60.7          40.0       13.4       0.07       0.04           1082400900182 
    60.7          40.0       15.4       0.04       0.04           1082400900183 
    60.7          40.0       17.4       0.00       0.04           1082400900184 
    60.7          40.0       19.4       0.05       0.04           1082400900185 
    60.7          40.0       21.4       0.04       0.04           1082400900186 
    60.7          40.0       23.4       0.04       0.03           1082400900187 
    60.7          40.0       25.4       0.04       0.03           1082400900188 
    60.7          40.0       27.4       0.02       0.04           1082400900189 
    60.7          40.0       29.4       0.01       0.04           1082400900190 
    60.7          40.0       31.4      -0.01       0.04           1082400900191 
    60.7          40.0       33.4       0.05       0.03           1082400900192 
    60.7          40.0       35.4       0.00       0.04           1082400900193 
    60.7          40.0       37.4       0.12       0.04           1082400900194 
    60.7          40.0       39.4       0.04       0.03           1082400900195 
    60.7          40.0       41.4      -0.01       0.02           1082400900196 
    60.7          40.0       43.4      -0.02       0.02           1082400900197 
    60.7          40.0       45.4       0.02       0.02           1082400900198 
    60.7          40.0       47.4       0.01       0.02           1082400900199 
    60.7          40.0       49.4       0.02       0.02           1082400900200 
    60.7          45.0        4.3       0.21       0.05           1082400900201 
    60.7          45.0        6.3       0.18       0.05           1082400900202 
    60.7          45.0        8.3       0.23       0.05           1082400900203 
    60.7          45.0       10.3       0.12       0.05           1082400900204 
    60.7          45.0       12.3       0.13       0.05           1082400900205 
    60.7          45.0       14.3       0.06       0.05           1082400900206 
    60.7          45.0       16.3       0.01       0.04           1082400900207 
    60.7          45.0       18.3       0.04       0.04           1082400900208 
    60.7          45.0       20.3       0.07       0.04           1082400900209 
    60.7          45.0       22.3       0.00       0.04           1082400900210 
    60.7          45.0       24.3       0.01       0.03           1082400900211 
    60.7          45.0       26.3       0.01       0.03           1082400900212 
    60.7          45.0       28.3       0.04       0.04           1082400900213 
    60.7          45.0       30.3       0.02       0.03           1082400900214 
    60.7          45.0       32.3       0.01       0.02           1082400900215 
    60.7          45.0       34.3       0.02       0.03           1082400900216 
    60.7          45.0       36.3       0.04       0.03           1082400900217 
    60.7          45.0       38.3       0.05       0.03           1082400900218 
    60.7          45.0       40.3       0.02       0.02           1082400900219 
    60.7          45.0       42.3      -0.01       0.02           1082400900220 
    60.7          45.0       44.3       0.03       0.02           1082400900221 
    60.7          45.0       46.3      -0.02       0.01           1082400900222 
    60.7          45.0       48.3       0.01       0.01           1082400900223 
    60.7          45.0       50.3       0.02       0.01           1082400900224 
    60.7          45.0       54.3      -0.02       0.01           1082400900225 
    60.7          65.0        3.4       0.20       0.04           1082400900226 
    60.7          65.0        5.4       0.14       0.04           1082400900227 
    60.7          65.0        7.4       0.13       0.04           1082400900228 
    60.7          65.0        9.4       0.12       0.05           1082400900229 
    60.7          65.0       11.4       0.13       0.04           1082400900230 
    60.7          65.0       13.4       0.02       0.03           1082400900231 
    60.7          65.0       15.4       0.07       0.04           1082400900232 
    60.7          65.0       17.4       0.02       0.03           1082400900233 
    60.7          65.0       19.4       0.04       0.03           1082400900234 
    60.7          65.0       21.4       0.02       0.02           1082400900235 
    60.7          65.0       23.4       0.01       0.03           1082400900236 
    60.7          65.0       25.4       0.01       0.03           1082400900237 
    60.7          65.0       27.4      -0.02       0.03           1082400900238 
    60.7          65.0       29.4       0.01       0.03           1082400900239 
    60.7          65.0       31.4      -0.02       0.02           1082400900240 
    60.7          65.0       33.4       0.02       0.02           1082400900241 
    60.7          65.0       35.4      -0.02       0.01           1082400900242 
    60.7          65.0       37.4      -0.01       0.01           1082400900243 
    60.7          65.0       41.4       0.01       0.01           1082400900244 
    60.7          65.0       43.4      -0.02       0.01           1082400900245 
    60.7          65.0       45.4       0.01       0.01           1082400900246 
ENDDATA            237          0                                 1082400900247 
ENDSUBENT          246          0                                 1082400999999 
SUBENT        10824010   19851119                             00001082401000001 
BIB                  3          4                                 1082401000002 
REACTION   (7-N-14(N,X)2-HE-3,,DA/DE)                             1082401000003 
SAMPLE     C(3)H(6)O(2) EVAPORATED ONTO THIN MYLAR BACKINGS       1082401000004 
ERR-ANALYS OVERALL NORMALIZATION UNCERTAINTY, 10 PERCENT          1082401000005 
            HYDROGEN SURFACE DENSITY, APPROXIMATELY 10 PERCENT    1082401000006 
ENDBIB               4          0                                 1082401000007 
NOCOMMON             0          0                                 1082401000008 
DATA                 5         53                                 1082401000009 
EN         ANG        E          DATA       ERR-S                 1082401000010 
MEV        ADEG       MEV        MB/SR/MEV  MB/SR/MEV             1082401000011 
    39.7       15.0      11.1       0.14       0.04               1082401000012 
    39.7       15.0      15.1       0.17       0.04               1082401000013 
    39.7       15.0      19.1       0.18       0.04               1082401000014 
    39.7       20.0      10.8       0.16       0.04               1082401000015 
    39.7       20.0      14.8       0.11       0.04               1082401000016 
    39.7       20.0      18.8       0.07       0.04               1082401000017 
    39.7       20.0      22.8       0.06       0.02               1082401000018 
    39.7       35.0      10.6       0.06       0.02               1082401000019 
    39.7       35.0      14.6       0.04       0.03               1082401000020 
    39.7       35.0      18.6      -0.05       0.03               1082401000021 
    39.7       40.0       9.6       0.04       0.03               1082401000022 
    39.7       40.0      13.6       0.10       0.02               1082401000023 
    39.7       40.0      17.6       0.03       0.03               1082401000024 
    39.7       40.0      21.6       0.00       0.01               1082401000025 
    39.7       45.0      11.1       0.13       0.02               1082401000026 
    39.7       45.0      15.1       0.07       0.02               1082401000027 
    39.7       45.0      19.1       0.02       0.02               1082401000028 
    39.7       65.0      10.2       0.07       0.03               1082401000029 
    39.7       65.0      12.2       0.00       0.03               1082401000030 
    39.7       65.0      14.2      -0.03       0.03               1082401000031 
    39.7       65.0      16.2       0.00       0.02               1082401000032 
    39.7       65.0      18.2      -0.03       0.02               1082401000033 
    60.7       20.0      10.4       0.17       0.04               1082401000034 
    60.7       20.0      14.4       0.11       0.03               1082401000035 
    60.7       20.0      18.4       0.09       0.03               1082401000036 
    60.7       20.0      22.4       0.04       0.02               1082401000037 
    60.7       20.0      26.4       0.04       0.02               1082401000038 
    60.7       20.0      30.4       0.12       0.03               1082401000039 
    60.7       20.0      34.4       0.09       0.03               1082401000040 
    60.7       20.0      38.4       0.08       0.02               1082401000041 
    60.7       20.0      42.4       0.05       0.02               1082401000042 
    60.7       40.0       9.6       0.04       0.03               1082401000043 
    60.7       40.0      13.6       0.06       0.03               1082401000044 
    60.7       40.0      17.6       0.04       0.02               1082401000045 
    60.7       40.0      21.6       0.06       0.02               1082401000046 
    60.7       40.0      25.6       0.02       0.01               1082401000047 
    60.7       40.0      29.6       0.04       0.02               1082401000048 
    60.7       40.0      33.6       0.02       0.02               1082401000049 
    60.7       40.0      37.6       0.01       0.01               1082401000050 
    60.7       45.0      10.4       0.10       0.03               1082401000051 
    60.7       45.0      14.4       0.07       0.02               1082401000052 
    60.7       45.0      18.4       0.05       0.02               1082401000053 
    60.7       45.0      22.4       0.04       0.02               1082401000054 
    60.7       45.0      26.4       0.04       0.02               1082401000055 
    60.7       45.0      30.4       0.02       0.01               1082401000056 
    60.7       45.0      34.4       0.04       0.01               1082401000057 
    60.7       45.0      38.4       0.01       0.01               1082401000058 
    60.7       65.0       9.6       0.03       0.02               1082401000059 
    60.7       65.0      13.6       0.01       0.01               1082401000060 
    60.7       65.0      17.6       0.02       0.01               1082401000061 
    60.7       65.0      21.6       0.00       0.01               1082401000062 
    60.7       65.0      25.6       0.01       0.01               1082401000063 
    60.7       65.0      29.6       0.00       0.01               1082401000064 
ENDDATA             55          0                                 1082401000065 
ENDSUBENT           64          0                                 1082401099999 
SUBENT        10824011   19850808                             00001082401100001 
BIB                  3          4                                 1082401100002 
REACTION   (7-N-14(N,X)2-HE-4,,DA/DE)                             1082401100003 
SAMPLE     C(3)H(6)O(2) EVAPORATED ONTO THIN MYLAR BACKINGS       1082401100004 
ERR-ANALYS OVERALL NORMALIZATION UNCERTAINTY, 10 PERCENT          1082401100005 
            HYDROGEN SURFACE DENSITY, APPROXIMATELY 10 PERCENT    1082401100006 
ENDBIB               4          0                                 1082401100007 
NOCOMMON             0          0                                 1082401100008 
DATA                 5        283                                 1082401100009 
EN         ANG        E          DATA       ERR-S                 1082401100010 
MEV        ADEG       MEV        MB/SR/MEV  MB/SR/MEV             1082401100011 
    27.4          15.0        4.3       6.14       1.48           1082401100012 
    27.4          15.0        6.2       2.48       1.26           1082401100013 
    27.4          15.0        8.2       1.98       0.83           1082401100014 
    27.4          15.0       10.2       2.66       0.56           1082401100015 
    27.4          15.0       12.3       1.42       0.63           1082401100016 
    27.4          15.0       14.3       0.13       0.44           1082401100017 
    27.4          15.0       16.3       0.05       0.32           1082401100018 
    27.4          15.0       18.2       0.55       0.33           1082401100019 
    27.4          15.0       20.3       1.11       0.42           1082401100020 
    27.4          15.0       22.2       0.10       0.12           1082401100021 
    27.4          15.0       24.3       0.09       0.09           1082401100022 
    27.4          15.0       26.2       0.09       0.09           1082401100023 
    27.4          20.0        4.3       4.35       1.23           1082401100024 
    27.4          20.0        6.2       2.24       1.12           1082401100025 
