ENTRY            10283   20071108                             Y0011028300000001 
SUBENT        10283001   20071108                             Y0011028300100001 
BIB                 13         23                                 1028300100002 
INSTITUTE  (1USAORL)                                              1028300100003 
REFERENCE  (R,ORNL-4805,197402)                                   1028300100004 
AUTHOR     (F.G.Perey,W.E.Kinney)                                 1028300100005 
TITLE      Nitrogen neutron elastic and inelastic scattering cross1028300100006 
            sections from 4.34 to 8.56 MeV                        1028300100007 
FACILITY   (VDG,1USAORL) ORNL Van de Graaff, pulsed at 2 mHz and  1028300100008 
            bunched.                                              1028300100009 
INC-SOURCE (D-D) D(d,n) reaction using gas cells 1 and 2 cm       1028300100010 
            in length.                                            1028300100011 
INC-SPECT  Neutron energy resolution (total energy spread)        1028300100012 
            between 60 and 70 keV.                                1028300100013 
SAMPLE     Ammonium azide (NH4N3),in cylindrical can 1.94 cm      1028300100014 
            diameter,2.67 cm high placed 10-30 cm from gas cell.  1028300100015 
METHOD     (TOF). Flight paths of 4-6 meters.                     1028300100016 
DETECTOR   (SCIN) 12.5 cm diameter NE 213 liquid scintillator     1028300100017 
            viewed by XP-1040 photomultipliers.  MONITOR    (1-H-11028300100018 
CORRECTION  Corrected for multiple scattering and other finite    1028300100019 
            sample size effects.                                  1028300100020 
STATUS     (APRVD) Approved by author.                            1028300100021 
HISTORY    (19720712R)                                            1028300100022 
           (19830124A) Converted to REACTION formalism            1028300100023 
           (20011227A) Updated to new date formats, lower case.   1028300100024 
           (20071108A) ERR-ANALYS corrections                     1028300100025 
ENDBIB              23          0                                 1028300100026 
NOCOMMON             0          0                                 1028300100027 
ENDSUBENT           26          0                                 1028300199999 
SUBENT        10283002   20071108                             Y0011028300200001 
BIB                  2          7                                 1028300200002 
REACTION   (7-N-14(N,EL)7-N-14,,DA)                               1028300200003 
ERR-ANALYS (DATA-ERR) Includes uncertainties in:                  1028300200004 
            . geometric parameters,                               1028300200005 
            . finite size corrections,                            1028300200006 
            . statistics,                                         1028300200007 
            . residual background effects due to peak stripping   1028300200008 
              procedures.                                         1028300200009 
ENDBIB               7          0                                 1028300200010 
NOCOMMON             0          0                                 1028300200011 
DATA                 6        136                                 1028300200012 
EN         EN-RSL     ANG-CM     DATA-CM    +DATA-ERR  -DATA-ERR  1028300200013 
DATA                 4          8                                 1028301100015 
EN         EN-RSL     DATA       DATA-ERR                         1028301100016 
MEV        MEV        MB         PER-CENT                         1028301100017 
  4.34     0.07        1282.34     7.3                            1028301100018 
  4.92     0.06         642.94     7.5                            1028301100019 
  6.01     0.07        1080.70     7.4                            1028301100020 
  6.44     0.07         926.64     7.4                            1028301100021 
  7.03     0.06         769.32     7.7                            1028301100022 
  7.54     0.06        1026.16     7.4                            1028301100023 
  8.04     0.05         883.04     7.9                            1028301100024 
  8.56     0.05         787.08     7.6                            1028301100025 
ENDDATA             10          0                                 1028301100026 
ENDSUBENT           25          0                                 1028301199999 
SUBENT        10283012   20011227                             00001028301200001 
BIB                  4         11                                 1028301200002 
REACTION   (7-N-14(N,INL)7-N-14,PAR,SIG)                          1028301200003 
ERR-ANALYS (DATA-ERR) Includes absolute error of +/- 7% due to    1028301200004 
            estimated error in absolute value of the detector     1028301200005 
            efficiency, plus uncertainties in:                    1028301200006 
            . geometric parameters,                               1028301200007 
            . finite size corrections,                            1028301200008 
            . statistics,                                         1028301200009 
            . residual background effects due to peak stripping   1028301200010 
              procedures.                                         1028301200011 
STATUS     (DEP,10283004)                                         1028301200012 
HISTORY    (20011227A) Subentries 12-18 combined.                 1028301200013 
ENDBIB              11          0                                 1028301200014 
NOCOMMON             0          0                                 1028301200015 
DATA                 6         17                                 1028301200016 
EN         E-LVL      E-LVL      EN-RSL     DATA       DATA-ERR   1028301200017 
MEV        MEV        MEV        MEV        MB         PER-CENT   1028301200018 
  6.01       3.945               0.07          87.41    17.9      1028301200019 
  6.01       3.945      4.910    0.07         102.09    23.0      1028301200020 
  6.44       3.945               0.07          86.59    11.3      1028301200021 
  7.03       3.945               0.06         108.86     9.8      1028301200022 
  7.03       4.910      5.100    0.06          56.85    28.6      1028301200023 
  7.54       3.945               0.06          72.55     9.2      1028301200024 
  7.54       4.910      5.100    0.06          30.25    25.6      1028301200025 
  7.54       5.100               0.06          46.57    17.7      1028301200026 
  8.04       3.945               0.05          58.01     9.5      1028301200027 
  8.04       4.910               0.05          18.02    38.8      1028301200028 
  8.04       4.910      5.100    0.05          38.89    19.9      1028301200029 
  8.04       5.100               0.05          49.83    12.6      1028301200030 
  8.04       5.690               0.05          23.54    23.1      1028301200031 
  8.04       5.830               0.05          76.47    13.5      1028301200032 
  8.56       3.945               0.05          60.16     9.2      1028301200033 
  8.56       4.910               0.05          19.96    29.3      1028301200034 
  8.56       5.100               0.05          67.86    11.8      1028301200035 
ENDDATA             19          0                                 1028301200036 
ENDSUBENT           35          0                                 1028301299999 
NOSUBENT      10283013   20020102                             00001028301300001 
NOSUBENT      10283014   20020102                             00001028301400001 
NOSUBENT      10283015   20020102                             00001028301500001 
NOSUBENT      10283016   20020102                             00001028301600001 
NOSUBENT      10283017   20020102                             00001028301700001 
NOSUBENT      10283018   20020102                             00001028301800001 
ENDENTRY            18          0                                 1028399999999 
