ENTRY            10977   20030529                             00001097700000001 
SUBENT        10977001   20030529                             00001097700100001 
BIB                 13         37                                 1097700100002 
INSTITUTE  (1USAORL)                                              1097700100003 
REFERENCE  (R,ORNL-5499,197902)                                   1097700100004 
AUTHOR     (G.L.MORGAN)                                           1097700100005 
TITLE      Cross sections for the Cu(n,xn) and Cu(n,x-gamma)      1097700100006 
            reactions between 1 and 20 MeV                        1097700100007 
FACILITY   (LINAC,1USAORL) Oak Ridge Electron Linear Accelerator  1097700100008 
SAMPLE     1872-gms of natural copper, purity greater than 99%.   1097700100009 
            Shaped into annular ring of 25-cm outer diameter,     1097700100010 
            15-cm inner diameter, 0.65-cm thick.                  1097700100011 
METHOD     (TOF) Neutron flux measurements uses time of flight    1097700100012 
            with sample and shadow bar removed. Sample placed     1097700100013 
            47.8-meters from neutron source. Detector shielded    1097700100014 
            with shadow bar, pulse discrimination used to identify1097700100015 
            events as neutrons or gammas. Background determined   1097700100016 
            with sample-out measurement.                          1097700100017 
DETECTOR   (SCIN) NE-213 scintillator placed along samples axis.  1097700100018 
           Plastic scintillator place on edge of beam 30 meters   1097700100019 
            from source to monitor flux for normalization.        1097700100020 
MONITOR    Cross sections needed for corrections taken from       1097700100021 
            ENDF/B-IV.                                            1097700100022 
CORRECTION Corrections made for finite sample effects including:  1097700100023 
            .average transmission of neutron flux,                1097700100024 
            .average transmission of secondary neutrons and gammas1097700100025 
             out of sample,                                       1097700100026 
            .multiple scattering.                                 1097700100027 
ERR-ANALYS (DATA-ERR) Errors listed are mainly statistical        1097700100028 
            and include:                                          1097700100029 
            .statistics associated with background correction     1097700100030 
              (background ranged from 10-50% of foreground),      1097700100031 
            .multiple scattering correction (assumed 10% of       1097700100032 
             correction factor),                                  1097700100033 
            .normalization error about 10% (mainly due to flux    1097700100034 
             determination).                                      1097700100035 
STATUS     (APRVD) Approved by G.L.Morgan, 1982/1/4.              1097700100036 
HISTORY    (19810903C)                                            1097700100037 
           (20030529A) Reactions corrected. Converted to new date 1097700100038 
                       formats, lower case.                       1097700100039 
ENDBIB              37          0                                 1097700100040 
COMMON               1          3                                 1097700100041 
ANG                                                               1097700100042 
ADEG                                                              1097700100043 
 130.                                                             1097700100044 
ENDCOMMON            3          0                                 1097700100045 
ENDSUBENT           44          0                                 1097700199999 
SUBENT        10977002   20030529                             00001097700200001 
BIB                  1          1                                 1097700200002 
REACTION   (29-CU-0(N,X)0-NN-1,,DA/DE)                            1097700200003 
ENDBIB               1          0                                 1097700200004 
NOCOMMON             0          0                                 1097700200005 
DATA                 5        583                                 1097700200006 
EN-MIN     EN-MAX     E          DATA       DATA-ERR              1097700200007 
 17.50      19.96       4.457      11.2      0.6                  1097700200563 
 17.50      19.96       4.754       9.1      0.6                  1097700200564 
 17.50      19.96       5.057       7.8      0.6                  1097700200565 
 17.50      19.96       5.360       7.0      0.6                  1097700200566 
 17.50      19.96       5.644       6.5      0.6                  1097700200567 
 17.50      19.96       5.936       5.8      0.5                  1097700200568 
 17.50      19.96       6.251       4.9      0.5                  1097700200569 
 17.50      19.96       6.551       4.3      0.5                  1097700200570 
 17.50      19.96       6.833       4.0      0.5                  1097700200571 
 17.50      19.96       7.227       4.0      0.5                  1097700200572 
 17.50      19.96       7.726       4.0      0.5                  1097700200573 
 17.50      19.96       8.252       3.3      0.5                  1097700200574 
 17.50      19.96       8.770       2.2      0.4                  1097700200575 
 17.50      19.96       9.242       1.4      0.4                  1097700200576 
 17.50      19.96       9.718       1.1      0.4                  1097700200577 
 17.50      19.96      10.233       1.7      0.4                  1097700200578 
 17.50      19.96      10.747       2.1      0.4                  1097700200579 
 17.50      19.96      11.259       1.9      0.4                  1097700200580 
 17.50      19.96      11.759       1.2      0.4                  1097700200581 
 17.50      19.96      12.403       0.8      0.4                  1097700200582 
 17.50      19.96      13.204       0.7      0.4                  1097700200583 
 17.50      19.96      14.027       1.1      0.4                  1097700200584 
 17.50      19.96      14.860       1.6      0.4                  1097700200585 
 17.50      19.96      15.624       1.9      0.4                  1097700200586 
 17.50      19.96      16.455       1.9      0.4                  1097700200587 
 17.50      19.96      17.437       1.6      0.3                  1097700200588 
 17.50      19.96      18.511       1.1      0.2                  1097700200589 
 17.50      19.96      19.582       0.5      0.2                  1097700200590 
 17.50      19.96      20.529       0.2      0.1                  1097700200591 
ENDDATA            585          0                                 1097700200592 
ENDSUBENT          591          0                                 1097700299999 
SUBENT        10977003   20030529                             00001097700300001 
BIB                  1          1                                 1097700300002 
REACTION   (29-CU-0(N,X)0-G-0,,DA/DE)                             1097700300003 
ENDBIB               1          0                                 1097700300004 
NOCOMMON             0          0                                 1097700300005 
DATA                 5       1617                                 1097700300006 
EN-MIN     EN-MAX     E          DATA       DATA-ERR              1097700300007 
MEV        MEV        MEV        MB/SR/MEV  MB/SR/MEV             1097700300008 
  1.00      1.25       0.760       40.9       3.6                 1097700300009 
  1.00      1.25       0.800       35.1       1.3                 1097700300010 
  1.00      1.25       0.840       34.6       0.8                 1097700300011 
  1.00      1.25       0.880       42.3       0.7                 1097700300012 
  1.00      1.25       0.920       51.3       0.7                 1097700300013 
  1.00      1.25       0.960       53.4       0.7                 1097700300014 
  1.00      1.25       1.000       47.1       0.6                 1097700300015 
  1.00      1.25       1.040       36.5       0.5                 1097700300016 
  1.00      1.25       1.080       25.8       0.4                 1097700300017 
  1.00      1.25       1.125       16.0       0.3                 1097700300018 
  1.00      1.25       1.175        8.6       0.2                 1097700300019 
  1.00      1.25       1.225        4.3       0.2                 1097700300020 
  1.00      1.25       1.275        2.1       0.2                 1097700300021 
  1.00      1.25       1.325        1.0       0.2                 1097700300022 
  1.00      1.25       1.375        0.3       0.1                 1097700300023 
  1.00      1.25       1.425       -0.2       0.1                 1097700300024 
  1.00      1.25       1.475       -0.4       0.1                 1097700300025 
  1.00      1.25       1.525       -0.3       0.1                 1097700300026 
  1.00      1.25       1.575       -0.1       0.1                 1097700300027 
  1.00      1.25       1.640        0.2       0.1                 1097700300028 
  1.00      1.25       1.720        0.2       0.1                 1097700300029 
  1.00      1.25       1.800       -0.0       0.1                 1097700300030 
  1.00      1.25       1.880       -0.1       0.1                 1097700300031 
  1.00      1.25       1.960        0.0       0.1                 1097700300032 
  1.00      1.25       2.040        0.2       0.1                 1097700300033 
  1.00      1.25       2.120        0.2       0.1                 1097700300034 
  1.00      1.25       2.200        0.2       0.1                 1097700300035 
  1.00      1.25       2.280        0.2       0.1                 1097700300036 
  1.00      1.25       2.360        0.3       0.1                 1097700300037 
  1.00      1.25       2.450        0.4       0.1                 1097700300038 
  1.00      1.25       2.550        0.3       0.1                 1097700300039 
  1.00      1.25       2.650        0.2       0.1                 1097700300040 
  1.00      1.25       2.750        0.2       0.1                 1097700300041 
  1.00      1.25       2.850        0.3       0.1                 1097700300042 
  1.00      1.25       2.950        0.3       0.1                 1097700300043 
  1.00      1.25       3.050        0.3       0.1                 1097700300044 
  1.00      1.25       3.150        0.2       0.1                 1097700300045 
  1.00      1.25       3.250        0.2       0.1                 1097700300046 
  1.00      1.25       3.350        0.3       0.1                 1097700300047 
  1.00      1.25       3.450        0.3       0.1                 1097700300048 
  1.00      1.25       3.550        0.4       0.1                 1097700300049 
  1.00      1.25       3.665        0.3       0.1                 1097700300050 
  1.00      1.25       3.795        0.3       0.1                 1097700300051 
  1.00      1.25       3.925        0.3       0.1                 1097700300052 
  1.00      1.25       4.055        0.2       0.1                 1097700300053 
  1.00      1.25       4.185        0.2       0.1                 1097700300054 
  1.00      1.25       4.315        0.1       0.2                 1097700300055 
  1.00      1.25       4.445        0.1       0.2                 1097700300056 
  1.00      1.25       4.575        0.2       0.2                 1097700300057 
  1.00      1.25       4.705        0.4       0.2                 1097700300058 
  1.00      1.25       4.835        0.4       0.2                 1097700300059 
  1.00      1.25       4.985        0.4       0.2                 1097700300060 
  1.00      1.25       5.155        0.2       0.2                 1097700300061 
  1.00      1.25       5.325        0.1       0.2                 1097700300062 
  1.00      1.25       5.495        0.0       0.2                 1097700300063 
  1.00      1.25       5.665        0.1       0.2                 1097700300064 
  1.00      1.25       5.835        0.2       0.2                 1097700300065 
  1.00      1.25       6.005        0.2       0.2                 1097700300066 
  1.00      1.25       6.175        0.3       0.2                 1097700300067 
  1.00      1.25       6.345        0.3       0.1                 1097700300068 
  1.00      1.25       6.515        0.2       0.1                 1097700300069 
  1.00      1.25       6.700        0.2       0.1                 1097700300070 
  1.00      1.25       6.900        0.1       0.1                 1097700300071 
  1.00      1.25       7.100        0.1       0.1                 1097700300072 
  1.00      1.25       7.300        0.1       0.1                 1097700300073 
  1.00      1.25       7.500        0.1       0.1                 1097700300074 
  1.00      1.25       7.700        0.1       0.1                 1097700300075 
  1.00      1.25       7.900        0.1       0.1                 1097700300076 
  1.00      1.25       8.100        0.1       0.1                 1097700300077 
  1.00      1.25       8.300        0.1       0.1                 1097700300078 
  1.00      1.25       8.500        0.0       0.1                 1097700300079 
  1.00      1.25       8.725        0.0       0.1                 1097700300080 
  1.00      1.25       8.975        0.0       0.1                 1097700300081 
  1.00      1.25       9.225        0.0       0.1                 1097700300082 
  1.00      1.25       9.475       -0.0       0.1                 1097700300083 
  1.00      1.25       9.725       -0.0       0.1                 1097700300084 
  1.00      1.25       9.975       -0.0       0.1                 1097700300085 
  1.25      1.50       0.760       52.7       5.3                 1097700300086 
  1.25      1.50       0.800       48.0       1.9                 1097700300087 
  1.25      1.50       0.840       53.0       1.1                 1097700300088 
  1.25      1.50       0.880       69.6       1.0                 1097700300089 
  1.25      1.50       0.920       86.1       1.0                 1097700300090 
  1.25      1.50       0.960       90.8       1.0                 1097700300091 
  1.25      1.50       1.000       82.9       0.9                 1097700300092 
  1.25      1.50       1.040       69.0       0.8                 1097700300093 
  1.25      1.50       1.080       54.7       0.7                 1097700300094 
  1.25      1.50       1.125       40.4       0.6                 1097700300095 
  1.25      1.50       1.175       27.9       0.5                 1097700300096 
  1.25      1.50       1.225       20.3       0.4                 1097700300097 
  1.25      1.50       1.275       16.6       0.4                 1097700300098 
  1.25      1.50       1.325       14.5       0.3                 1097700300099 
  1.25      1.50       1.375       11.8       0.3                 1097700300100 
  1.25      1.50       1.425        8.6       0.3                 1097700300101 
  1.25      1.50       1.475        5.7       0.2                 1097700300102 
  1.25      1.50       1.525        3.6       0.2                 1097700300103 
  1.25      1.50       1.575        2.2       0.2                 1097700300104 
  1.25      1.50       1.640        1.2       0.1                 1097700300105 
  1.25      1.50       1.720        0.5       0.1                 1097700300106 
  1.25      1.50       1.800        0.3       0.1                 1097700300107 
  1.25      1.50       1.880        0.3       0.1                 1097700300108 
  1.25      1.50       1.960        0.4       0.1                 1097700300109 
  1.25      1.50       2.040        0.3       0.1                 1097700300110 
  1.25      1.50       2.120        0.1       0.1                 1097700300111 
  1.25      1.50       2.200        0.2       0.1                 1097700300112 
  1.25      1.50       2.280        0.3       0.1                 1097700300113 
  1.25      1.50       2.360        0.4       0.1                 1097700300114 
  1.25      1.50       2.450        0.3       0.1                 1097700300115 
  1.25      1.50       2.550        0.0       0.1                 1097700300116 
  1.25      1.50       2.650        0.1       0.1                 1097700300117 
  1.25      1.50       2.750        0.3       0.1                 1097700300118 
  1.25      1.50       2.850        0.5       0.1                 1097700300119 
  1.25      1.50       2.950        0.5       0.1                 1097700300120 
  1.25      1.50       3.050        0.3       0.1                 1097700300121 
  1.25      1.50       3.150        0.2       0.1                 1097700300122 
  1.25      1.50       3.250        0.2       0.1                 1097700300123 
  1.25      1.50       3.350        0.2       0.1                 1097700300124 
  1.25      1.50       3.450        0.3       0.1                 1097700300125 
  1.25      1.50       3.550        0.3       0.1                 1097700300126 
  1.25      1.50       3.665        0.2       0.1                 1097700300127 
  1.25      1.50       3.795        0.2       0.1                 1097700300128 
  1.25      1.50       3.925        0.2       0.1                 1097700300129 
  1.25      1.50       4.055        0.2       0.1                 1097700300130 
  1.25      1.50       4.185        0.2       0.1                 1097700300131 
  1.25      1.50       4.315        0.1       0.1                 1097700300132 
  1.25      1.50       4.445        0.1       0.1                 1097700300133 
  1.25      1.50       4.575        0.1       0.1                 1097700300134 
  1.25      1.50       4.705        0.2       0.2                 1097700300135 
  1.25      1.50       4.835        0.3       0.2                 1097700300136 
  1.25      1.50       4.985        0.3       0.2                 1097700300137 
  1.25      1.50       5.155        0.2       0.2                 1097700300138 
  1.25      1.50       5.325        0.2       0.2                 1097700300139 
  1.25      1.50       5.495        0.2       0.2                 1097700300140 
  1.25      1.50       5.665        0.2       0.2                 1097700300141 
  1.25      1.50       5.835        0.2       0.2                 1097700300142 
  1.25      1.50       6.005        0.2       0.2                 1097700300143 
  1.25      1.50       6.175        0.1       0.1                 1097700300144 
  1.25      1.50       6.345        0.1       0.1                 1097700300145 
  1.25      1.50       6.515        0.1       0.1                 1097700300146 
  1.25      1.50       6.700        0.1       0.1                 1097700300147 
  1.25      1.50       6.900        0.1       0.1                 1097700300148 
  1.25      1.50       7.100        0.2       0.1                 1097700300149 
  1.25      1.50       7.300        0.2       0.1                 1097700300150 
  1.25      1.50       7.500        0.1       0.1                 1097700300151 
  1.25      1.50       7.700        0.1       0.1                 1097700300152 
  1.25      1.50       7.900        0.1       0.1                 1097700300153 
  1.25      1.50       8.100        0.0       0.1                 1097700300154 
  1.25      1.50       8.300        0.0       0.1                 1097700300155 
  1.25      1.50       8.500        0.0       0.1                 1097700300156 
  1.25      1.50       8.725        0.0       0.1                 1097700300157 
  1.25      1.50       8.975        0.0       0.1                 1097700300158 
  1.25      1.50       9.225        0.0       0.1                 1097700300159 
  1.25      1.50       9.475        0.0       0.1                 1097700300160 
  1.25      1.50       9.725        0.0       0.1                 1097700300161 
  1.25      1.50       9.975        0.0       0.1                 1097700300162 
  1.50      1.75       0.760       59.8       6.9                 1097700300163 
  1.50      1.75       0.800       56.6       2.4                 1097700300164 
  1.50      1.75       0.840       63.4       1.3                 1097700300165 
  1.50      1.75       0.880       82.0       1.2                 1097700300166 
  1.50      1.75       0.920      100.3       1.2                 1097700300167 
  1.50      1.75       0.960      105.7       1.2                 1097700300168 
  1.50      1.75       1.000       97.5       1.1                 1097700300169 
  1.50      1.75       1.040       83.1       1.0                 1097700300170 
  1.50      1.75       1.080       68.7       0.9                 1097700300171 
  1.50      1.75       1.125       54.8       0.9                 1097700300172 
  1.50      1.75       1.175       44.2       0.8                 1097700300173 
  1.50      1.75       1.225       41.0       0.8                 1097700300174 
  1.50      1.75       1.275       44.0       0.8                 1097700300175 
  1.50      1.75       1.325       47.8       0.7                 1097700300176 
  1.50      1.75       1.375       47.8       0.7                 1097700300177 
  1.50      1.75       1.425       43.5       0.6                 1097700300178 
  1.50      1.75       1.475       36.4       0.6                 1097700300179 
  1.50      1.75       1.525       28.5       0.5                 1097700300180 
  1.50      1.75       1.575       20.9       0.4                 1097700300181 
  1.50      1.75       1.640       12.3       0.3                 1097700300182 
  1.50      1.75       1.720        5.2       0.2                 1097700300183 
  1.50      1.75       1.800        1.9       0.1                 1097700300184 
  1.50      1.75       1.880        0.8       0.1                 1097700300185 
  1.50      1.75       1.960        0.4       0.1                 1097700300186 
  1.50      1.75       2.040        0.2       0.1                 1097700300187 
  1.50      1.75       2.120        0.2       0.1                 1097700300188 
  1.50      1.75       2.200        0.2       0.1                 1097700300189 
  1.50      1.75       2.280        0.3       0.1                 1097700300190 
  1.50      1.75       2.360        0.3       0.1                 1097700300191 
  1.50      1.75       2.450        0.2       0.1                 1097700300192 
  1.50      1.75       2.550        0.2       0.1                 1097700300193 
  1.50      1.75       2.650        0.2       0.1                 1097700300194 
  1.50      1.75       2.750        0.2       0.1                 1097700300195 
  1.50      1.75       2.850        0.3       0.1                 1097700300196 
  1.50      1.75       2.950        0.3       0.1                 1097700300197 
  1.50      1.75       3.050        0.3       0.1                 1097700300198 
  1.50      1.75       3.150        0.2       0.1                 1097700300199 
  1.50      1.75       3.250        0.2       0.1                 1097700300200 
  1.50      1.75       3.350        0.2       0.1                 1097700300201 
  1.50      1.75       3.450        0.1       0.1                 1097700300202 
  1.50      1.75       3.550        0.0       0.1                 1097700300203 
  1.50      1.75       3.665        0.0       0.1                 1097700300204 
  1.50      1.75       3.795        0.1       0.1                 1097700300205 
  1.50      1.75       3.925        0.2       0.1                 1097700300206 
  1.50      1.75       4.055        0.2       0.1                 1097700300207 
  1.50      1.75       4.185        0.2       0.1                 1097700300208 
  1.50      1.75       4.315        0.3       0.1                 1097700300209 
  1.50      1.75       4.445        0.3       0.1                 1097700300210 
  1.50      1.75       4.575        0.3       0.1                 1097700300211 
  1.50      1.75       4.705        0.3       0.1                 1097700300212 
  1.50      1.75       4.835        0.1       0.1                 1097700300213 
  1.50      1.75       4.985       -0.0       0.1                 1097700300214 
  1.50      1.75       5.155       -0.1       0.1                 1097700300215 
  1.50      1.75       5.325       -0.1       0.1                 1097700300216 
  1.50      1.75       5.495        0.1       0.1                 1097700300217 
  1.50      1.75       5.665        0.3       0.2                 1097700300218 
  1.50      1.75       5.835        0.4       0.1                 1097700300219 
  1.50      1.75       6.005        0.3       0.1                 1097700300220 
  1.50      1.75       6.175        0.2       0.1                 1097700300221 
  1.50      1.75       6.345        0.1       0.1                 1097700300222 
  1.50      1.75       6.515        0.0       0.1                 1097700300223 
  1.50      1.75       6.700        0.0       0.1                 1097700300224 
  1.50      1.75       6.900        0.1       0.1                 1097700300225 
  1.50      1.75       7.100        0.1       0.1                 1097700300226 
  1.50      1.75       7.300        0.1       0.1                 1097700300227 
  1.50      1.75       7.500        0.1       0.1                 1097700300228 
  1.50      1.75       7.700        0.1       0.1                 1097700300229 
  1.50      1.75       7.900        0.1       0.1                 1097700300230 
  1.50      1.75       8.100        0.1       0.1                 1097700300231 
  1.50      1.75       8.300        0.0       0.1                 1097700300232 
  1.50      1.75       8.500        0.0       0.1                 1097700300233 
  1.50      1.75       8.725        0.0       0.1                 1097700300234 
  1.50      1.75       8.975        0.0       0.1                 1097700300235 
  1.50      1.75       9.225        0.0       0.1                 1097700300236 
  1.50      1.75       9.475        0.0       0.1                 1097700300237 
  1.50      1.75       9.725        0.0       0.1                 1097700300238 
  1.50      1.75       9.975        0.0       0.1                 1097700300239 
  1.75      2.01       0.760       67.0       8.4                 1097700300240 
  1.75      2.01       0.800       65.5       2.8                 1097700300241 
  1.75      2.01       0.840       75.0       1.5                 1097700300242 
  1.75      2.01       0.880       96.3       1.4                 1097700300243 
  1.75      2.01       0.920      116.7       1.5                 1097700300244 
  1.75      2.01       0.960      123.4       1.4                 1097700300245 
  1.75      2.01       1.000      115.3       1.3                 1097700300246 
  1.75      2.01       1.040       99.5       1.2                 1097700300247 
  1.75      2.01       1.080       82.6       1.1                 1097700300248 
  1.75      2.01       1.125       65.6       1.1                 1097700300249 
  1.75      2.01       1.175       53.3       1.0                 1097700300250 
  1.75      2.01       1.225       51.6       1.0                 1097700300251 
  1.75      2.01       1.275       58.0       1.0                 1097700300252 
  1.75      2.01       1.325       65.3       1.0                 1097700300253 
  1.75      2.01       1.375       68.4       0.9                 1097700300254 
  1.75      2.01       1.425       66.4       0.9                 1097700300255 
  1.75      2.01       1.475       60.4       0.8                 1097700300256 
  1.75      2.01       1.525       51.7       0.7                 1097700300257 
  1.75      2.01       1.575       41.7       0.6                 1097700300258 
  1.75      2.01       1.640       28.8       0.5                 1097700300259 
  1.75      2.01       1.720       16.6       0.4                 1097700300260 
  1.75      2.01       1.800        9.1       0.3                 1097700300261 
  1.75      2.01       1.880        4.9       0.2                 1097700300262 
  1.75      2.01       1.960        2.4       0.2                 1097700300263 
  1.75      2.01       2.040        1.0       0.1                 1097700300264 
  1.75      2.01       2.120        0.4       0.1                 1097700300265 
  1.75      2.01       2.200        0.1       0.1                 1097700300266 
  1.75      2.01       2.280        0.0       0.1                 1097700300267 
  1.75      2.01       2.360        0.1       0.1                 1097700300268 
  1.75      2.01       2.450        0.1       0.1                 1097700300269 
  1.75      2.01       2.550        0.2       0.1                 1097700300270 
  1.75      2.01       2.650        0.2       0.1                 1097700300271 
  1.75      2.01       2.750        0.2       0.1                 1097700300272 
  1.75      2.01       2.850        0.2       0.1                 1097700300273 
  1.75      2.01       2.950        0.2       0.1                 1097700300274 
  1.75      2.01       3.050        0.2       0.1                 1097700300275 
  1.75      2.01       3.150        0.3       0.1                 1097700300276 
  1.75      2.01       3.250        0.3       0.1                 1097700300277 
  1.75      2.01       3.350        0.2       0.1                 1097700300278 
  1.75      2.01       3.450        0.1       0.1                 1097700300279 
  1.75      2.01       3.550        0.0       0.1                 1097700300280 
  1.75      2.01       3.665        0.0       0.1                 1097700300281 
  1.75      2.01       3.795        0.1       0.1                 1097700300282 
  1.75      2.01       3.925        0.2       0.1                 1097700300283 
  1.75      2.01       4.055        0.3       0.1                 1097700300284 
  1.75      2.01       4.185        0.3       0.1                 1097700300285 
  1.75      2.01       4.315        0.2       0.1                 1097700300286 
  1.75      2.01       4.445        0.2       0.1                 1097700300287 
  1.75      2.01       4.575        0.1       0.1                 1097700300288 
  1.75      2.01       4.705        0.1       0.1                 1097700300289 
  1.75      2.01       4.835        0.1       0.1                 1097700300290 
  1.75      2.01       4.985        0.2       0.1                 1097700300291 
  1.75      2.01       5.155        0.3       0.1                 1097700300292 
  1.75      2.01       5.325        0.3       0.1                 1097700300293 
  1.75      2.01       5.495        0.1       0.1                 1097700300294 
  1.75      2.01       5.665        0.0       0.1                 1097700300295 
  1.75      2.01       5.835       -0.0       0.1                 1097700300296 
  1.75      2.01       6.005       -0.0       0.1                 1097700300297 
  1.75      2.01       6.175        0.0       0.1                 1097700300298 
  1.75      2.01       6.345        0.1       0.1                 1097700300299 
  1.75      2.01       6.515        0.2       0.1                 1097700300300 
  1.75      2.01       6.700        0.2       0.1                 1097700300301 
  1.75      2.01       6.900        0.2       0.1                 1097700300302 
  1.75      2.01       7.100        0.2       0.1                 1097700300303 
  1.75      2.01       7.300        0.1       0.1                 1097700300304 
  1.75      2.01       7.500        0.1       0.1                 1097700300305 
  1.75      2.01       7.700        0.0       0.1                 1097700300306 
  1.75      2.01       7.900        0.0       0.1                 1097700300307 
  1.75      2.01       8.100        0.0       0.1                 1097700300308 
  1.75      2.01       8.300        0.0       0.1                 1097700300309 
  1.75      2.01       8.500        0.0       0.1                 1097700300310 
  1.75      2.01       8.725        0.0       0.1                 1097700300311 
  1.75      2.01       8.975        0.0       0.1                 1097700300312 
  1.75      2.01       9.225        0.0       0.1                 1097700300313 
  1.75      2.01       9.475        0.0       0.1                 1097700300314 
  1.75      2.01       9.725        0.0       0.1                 1097700300315 
  1.75      2.01       9.975        0.0       0.1                 1097700300316 
  2.01      2.24       0.760       62.3      10.0                 1097700300317 
  2.01      2.24       0.800       69.1       3.5                 1097700300318 
  2.01      2.24       0.840       86.6       1.9                 1097700300319 
  2.01      2.24       0.880      113.5       1.8                 1097700300320 
  2.01      2.24       0.920      134.8       1.8                 1097700300321 
  2.01      2.24       0.960      139.3       1.8                 1097700300322 
  2.01      2.24       1.000      129.8       1.7                 1097700300323 
  2.01      2.24       1.040      114.4       1.6                 1097700300324 
  2.01      2.24       1.080       97.6       1.5                 1097700300325 
  2.01      2.24       1.125       78.8       1.4                 1097700300326 
  2.01      2.24       1.175       63.4       1.3                 1097700300327 
  2.01      2.24       1.225       60.0       1.3                 1097700300328 
  2.01      2.24       1.275       66.6       1.3                 1097700300329 
  2.01      2.24       1.325       74.8       1.3                 1097700300330 
  2.01      2.24       1.375       78.2       1.2                 1097700300331 
  2.01      2.24       1.425       76.4       1.2                 1097700300332 
  2.01      2.24       1.475       71.2       1.1                 1097700300333 
  2.01      2.24       1.525       63.6       1.0                 1097700300334 
  2.01      2.24       1.575       54.0       0.8                 1097700300335 
  2.01      2.24       1.640       40.2       0.7                 1097700300336 
  2.01      2.24       1.720       26.1       0.6                 1097700300337 
  2.01      2.24       1.800       17.7       0.5                 1097700300338 
  2.01      2.24       1.880       13.0       0.4                 1097700300339 
  2.01      2.24       1.960        9.7       0.4                 1097700300340 
  2.01      2.24       2.040        6.7       0.3                 1097700300341 
  2.01      2.24       2.120        4.1       0.3                 1097700300342 
  2.01      2.24       2.200        2.2       0.2                 1097700300343 
  2.01      2.24       2.280        1.1       0.2                 1097700300344 
  2.01      2.24       2.360        0.6       0.1                 1097700300345 
  2.01      2.24       2.450        0.4       0.1                 1097700300346 
  2.01      2.24       2.550        0.3       0.1                 1097700300347 
  2.01      2.24       2.650        0.2       0.1                 1097700300348 
  2.01      2.24       2.750        0.1       0.1                 1097700300349 
  2.01      2.24       2.850        0.1       0.1                 1097700300350 
  2.01      2.24       2.950        0.2       0.1                 1097700300351 
  2.01      2.24       3.050        0.2       0.1                 1097700300352 
  2.01      2.24       3.150        0.2       0.1                 1097700300353 
  2.01      2.24       3.250        0.1       0.1                 1097700300354 
  2.01      2.24       3.350        0.1       0.1                 1097700300355 
  2.01      2.24       3.450        0.1       0.1                 1097700300356 
  2.01      2.24       3.550        0.2       0.1                 1097700300357 
  2.01      2.24       3.665        0.3       0.1                 1097700300358 
  2.01      2.24       3.795        0.3       0.1                 1097700300359 
  2.01      2.24       3.925        0.3       0.1                 1097700300360 
  2.01      2.24       4.055        0.2       0.1                 1097700300361 
  2.01      2.24       4.185        0.2       0.1                 1097700300362 
  2.01      2.24       4.315        0.1       0.1                 1097700300363 
  2.01      2.24       4.445        0.0       0.1                 1097700300364 
  2.01      2.24       4.575       -0.1       0.1                 1097700300365 
  2.01      2.24       4.705       -0.1       0.1                 1097700300366 
  2.01      2.24       4.835       -0.1       0.1                 1097700300367 
  2.01      2.24       4.985        0.1       0.1                 1097700300368 
  2.01      2.24       5.155        0.2       0.1                 1097700300369 
  2.01      2.24       5.325        0.2       0.1                 1097700300370 
  2.01      2.24       5.495        0.2       0.1                 1097700300371 
  2.01      2.24       5.665        0.1       0.1                 1097700300372 
  2.01      2.24       5.835        0.1       0.1                 1097700300373 
  2.01      2.24       6.005        0.1       0.1                 1097700300374 
  2.01      2.24       6.175        0.1       0.1                 1097700300375 
  2.01      2.24       6.345        0.2       0.1                 1097700300376 
  2.01      2.24       6.515        0.2       0.1                 1097700300377 
  2.01      2.24       6.700        0.2       0.1                 1097700300378 
  2.01      2.24       6.900        0.2       0.1                 1097700300379 
  2.01      2.24       7.100        0.1       0.1                 1097700300380 
  2.01      2.24       7.300        0.1       0.1                 1097700300381 
  2.01      2.24       7.500        0.0       0.1                 1097700300382 
  2.01      2.24       7.700        0.0       0.1                 1097700300383 
  2.01      2.24       7.900        0.0       0.1                 1097700300384 
  2.01      2.24       8.100        0.0       0.1                 1097700300385 
  2.01      2.24       8.300       -0.0       0.1                 1097700300386 
  2.01      2.24       8.500        0.0       0.1                 1097700300387 
  2.01      2.24       8.725        0.0       0.1                 1097700300388 
  2.01      2.24       8.975        0.0       0.1                 1097700300389 
  2.01      2.24       9.225        0.0       0.1                 1097700300390 
  2.01      2.24       9.475        0.0       0.1                 1097700300391 
  2.01      2.24       9.725        0.0       0.1                 1097700300392 
  2.01      2.24       9.975        0.0       0.1                 1097700300393 
  2.24      2.50       0.760       77.5      12.0                 1097700300394 
  2.24      2.50       0.800       83.5       4.1                 1097700300395 
  2.24      2.50       0.840      100.7       2.3                 1097700300396 
  2.24      2.50       0.880      132.4       2.1                 1097700300397 
  2.24      2.50       0.920      160.0       2.2                 1097700300398 
  2.24      2.50       0.960      166.8       2.1                 1097700300399 
  2.24      2.50       1.000      154.3       2.0                 1097700300400 
  2.24      2.50       1.040      133.8       1.8                 1097700300401 
  2.24      2.50       1.080      113.5       1.7                 1097700300402 
  2.24      2.50       1.125       93.5       1.7                 1097700300403 
  2.24      2.50       1.175       78.4       1.6                 1097700300404 
  2.24      2.50       1.225       74.8       1.6                 1097700300405 
  2.24      2.50       1.275       81.1       1.6                 1097700300406 
