EN         EN-RSL-FW  DATA       ERR-T      MISC1      MISC2      1004700200009 
MEV        MEV        B          B          B          B          1004700200010 
STATUS     (SPSDD,10047106) Superseded in private comm. 1970.     1004708000004 
           Data rec'd on tape, Foster, May 1967.                  1004708000005 
ENDBIB               3          0                                 1004708000006 
NOCOMMON             0          0                                 1004708000007 
NODATA               0          0                                 1004708000008 
ENDSUBENT            7          0                                 1004708099999 
SUBENT        10047081   19990907                             00001004708100001 
BIB                  2          3                                 1004708100002 
REACTION   (74-W-186(N,TOT),,SIG)                                 1004708100003 
STATUS     (SPSDD,10047107) Superseded in private comm. 1970.     1004708100004 
           Data rec'd on tape, Foster, May 1967.                  1004708100005 
ENDBIB               3          0                                 1004708100006 
NOCOMMON             0          0                                 1004708100007 
NODATA               0          0                                 1004708100008 
ENDSUBENT            7          0                                 1004708199999 
SUBENT        10047082   19990907                             00001004708200001 
BIB                  2          2                                 1004708200002 
REACTION   (75-RE-0(N,TOT),,SIG)                                  1004708200003 
STATUS     Data rec'd on tape, Foster, May 1967.                  1004708200004 
ENDBIB               2          0                                 1004708200005 
NOCOMMON             0          0                                 1004708200006 
DATA                 6        245                                 1004708200007 
EN         EN-RSL-FW  DATA       ERR-T      MISC1      MISC2      1004708200008 
MEV        MEV        B          B          B          B          1004708200009 
  2.260       .051     6.9931      .4179      .1404     -.0116    1004708200010 
  2.271       .051     7.4652      .4612      .1784     -.0109    1004708200011 
  2.282       .051     7.4898      .4136      .1893      .0083    1004708200012 
  2.293       .051     6.7103      .2867      .1253     -.0080    1004708200013 
  2.304       .052     6.6338      .3144      .1526     -.0045    1004708200014 
  2.316       .052     7.0636      .3531      .1748     -.0039    1004708200015 
  2.327       .052     6.6202      .2998      .1340     -.0084    1004708200016 
  2.329       .054     6.7985      .2267      .0960      .0295    1004708200017 
  2.340       .055     6.6132      .2068      .0932      .0191    1004708200018 
  2.352       .055     6.9749      .2364      .0968      .0112    1004708200019 
  2.364       .055     7.0076      .2028      .0925      .0243    1004708200020 
  2.377       .056     7.0504      .2075      .1019      .0259    1004708200021 
  2.389       .056     7.0509      .2209      .0908      .0323    1004708200022 
  2.401       .057     6.7280      .1898      .0939      .0252    1004708200023 
  2.413       .056     7.2803      .2111      .1019      .0281    1004708200024 
  2.425       .057     7.1536      .1862      .1025      .0354    1004708200025 
  2.438       .057     7.0329      .1887      .0960      .0236    1004708200026 
  2.451       .058     6.8806      .1771      .0809      .0185    1004708200027 
  2.464       .058     6.5768      .1601      .0777      .0111    1004708200028 
  2.476       .058     6.9744      .1745      .0882      .0272    1004708200029 
  2.489       .059     7.1333      .1893      .0858      .0092    1004708200030 
  2.502       .059     7.0897      .1798      .0703      .0227    1004708200031 
  2.515       .060     6.5364      .1559      .0695     -.0104    1004708200032 
  2.528       .059     6.8470      .1789      .0692      .0116    1004708200033 
  2.541       .060     6.8474      .1685      .0620      .0031    1004708200034 
  2.555       .061     6.9609      .1685      .0730      .0133    1004708200035 
  2.569       .061     7.0765      .1824      .0674      .0105    1004708200036 
  2.583       .061     6.8660      .1594      .0712      .0139    1004708200037 
  2.597       .061     7.1338      .1773      .0828      .0194    1004708200038 
  2.611       .062     6.9519      .1636      .0719      .0199    1004708200039 
  2.625       .063     6.8670      .1544      .0679      .0104    1004708200040 
  2.639       .063     6.9575      .1566      .0703      .0161    1004708200041 
  2.654       .063     6.9136      .1468      .0787      .0255    1004708200042 
  2.668       .064     7.0189      .1653      .0800      .0139    1004708200043 
  2.682       .064     6.9485      .1507      .0657      .0120    1004708200044 
  2.695       .065     6.9492      .1518      .0564      .0086    1004708200045 
  2.710       .066     7.0141      .1531      .0598      .0065    1004708200046 
  2.725       .066     7.0251      .1595      .0633      .0111    1004708200047 
  2.740       .066     6.7230      .1324      .0588      .0178    1004708200048 
  2.755       .067     6.8114      .1335      .0699      .0129    1004708200049 
  2.770       .067     6.9002      .1401      .0602      .0116    1004708200050 
  2.785       .067     6.8594      .1368      .0588      .0042    1004708200051 
  2.801       .069     7.0134      .1503      .0591      .0100    1004708200052 
  2.816       .069     7.1009      .1505      .0578      .0032    1004708200053 
  2.832       .069     7.1749      .1466      .0567      .0084    1004708200054 
  2.848       .070     6.9141      .1375      .0551      .0112    1004708200055 
  2.864       .071     7.0329      .1461      .0590      .0053    1004708200056 
  2.880       .070     7.2664      .1556      .0625      .0114    1004708200057 
  2.896       .072     6.9565      .1305      .0601      .0127    1004708200058 
  2.913       .072     7.1987      .1483      .0622      .0153    1004708200059 
  2.929       .073     7.1787      .1415      .0589      .0068    1004708200060 
  2.945       .072     7.1806      .1406      .0563      .0120    1004708200061 
  2.962       .073     7.1218      .1310      .0583      .0066    1004708200062 
  2.979       .074     7.1023      .1267      .0529      .0066    1004708200063 
  2.996       .075     7.0607      .1351      .0468     -.0101    1004708200064 
  3.014       .076     7.1412      .1418      .0416     -.0087    1004708200065 
  3.031       .076     7.0516      .1280      .0402     -.0062    1004708200066 
  3.049       .077     7.0731      .1311      .0487      .0068    1004708200067 
  3.067       .076     7.0475      .1330      .0531      .0091    1004708200068 
  3.084       .077     6.9152      .1127      .0503      .0076    1004708200069 
  3.101       .077     6.9119      .1226      .0491      .0046    1004708200070 
  3.119       .078     6.9070      .1164      .0469     -.0039    1004708200071 
  3.137       .079     7.0731      .1213      .0360     -.0102    1004708200072 
  3.156       .079     6.9070      .1249      .0342     -.0119    1004708200073 
  3.175       .081     6.7958      .1191      .0396     -.0095    1004708200074 
  3.194       .081     7.2174      .1407      .0463      .0034    1004708200075 
  3.213       .082     6.9491      .1178      .0393     -.0070    1004708200076 
  3.231       .081     6.9906      .1107      .0441     -.0102    1004708200077 
  3.251       .082     6.9088      .1120      .0378     -.0105    1004708200078 
  3.272       .083     7.2479      .1317      .0361     -.0094    1004708200079 
  3.293       .085     6.9201      .1117      .0411     -.0089    1004708200080 
  3.313       .084     7.0233      .1076      .0428     -.0024    1004708200081 
  3.334       .086     6.8095      .1012      .0424      .0050    1004708200082 
  3.355       .086     6.9152      .1087      .0443      .0061    1004708200083 
  3.376       .086     6.9776      .1089      .0488      .0046    1004708200084 
  3.398       .087     6.9321      .1013      .0468      .0044    1004708200085 
  3.420       .089     6.8162      .0993      .0426     -.0018    1004708200086 
  3.442       .090     6.8657      .1019      .0441      .0052    1004708200087 
  3.464       .089     7.1057      .1047      .0475      .0096    1004708200088 
  3.487       .090     6.9006      .0984      .0471      .0058    1004708200089 
  3.509       .091     6.8048      .0956      .0442      .0072    1004708200090 
  3.533       .093     6.7777      .0961      .0468      .0076    1004708200091 
  3.556       .093     6.8693      .0965      .0444      .0101    1004708200092 
  3.578       .094     6.9245      .0947      .0475      .0118    1004708200093 
  3.601       .094     6.8348      .0947      .0457      .0108    1004708200094 
  3.624       .095     6.7623      .0898      .0471      .0097    1004708200095 
  3.648       .096     6.8296      .0884      .0437      .0097    1004708200096 
  3.671       .096     6.7084      .0826      .0424      .0096    1004708200097 
  3.696       .097     6.7084      .0840      .0457      .0115    1004708200098 
  3.720       .098     6.7798      .0858      .0463      .0088    1004708200099 
  3.744       .099     6.8021      .0865      .0445      .0116    1004708200100 
  3.767       .101     6.7539      .0837      .0438      .0075    1004708200101 
  3.791       .100     6.7432      .0851      .0425      .0135    1004708200102 
  3.815       .102     6.7432      .0825      .0458      .0103    1004708200103 
  3.840       .102     6.8698      .0876      .0432      .0064    1004708200104 
  3.865       .103     6.6420      .0822      .0431      .0098    1004708200105 
  3.890       .104     6.7118      .0849      .0423      .0102    1004708200106 
  3.915       .105     6.6280      .0836      .0398      .0115    1004708200107 
  3.941       .106     6.5041      .0780      .0410      .0107    1004708200108 
  3.969       .107     6.5367      .0801      .0414      .0099    1004708200109 
  3.997       .107     6.5493      .0761      .0394      .0093    1004708200110 
  4.024       .109     6.4404      .0746      .0398      .0092    1004708200111 
  4.052       .109     6.4276      .0785      .0401      .0079    1004708200112 
  4.081       .111     6.6464      .0826      .0402      .0072    1004708200113 
  4.109       .112     6.6417      .0800      .0397      .0016    1004708200114 
  4.137       .113     6.6471      .0779      .0381      .0068    1004708200115 
  4.165       .114     6.4090      .0726      .0373      .0053    1004708200116 
  4.193       .115     6.3120      .0714      .0382      .0070    1004708200117 
  4.221       .116     6.5038      .0778      .0415      .0081    1004708200118 
  4.251       .117     6.5609      .0785      .0362      .0084    1004708200119 
  4.282       .119     6.4101      .0734      .0388      .0087    1004708200120 
  4.310       .119     6.3693      .0741      .0411      .0111    1004708200121 
  4.339       .120     6.4056      .0759      .0395      .0096    1004708200122 
  4.369       .121     6.2169      .0707      .0377      .0121    1004708200123 
  4.399       .122     6.2406      .0700      .0419      .0116    1004708200124 
  4.428       .123     6.3378      .0715      .0404      .0092    1004708200125 
  4.458       .124     6.2622      .0707      .0376      .0075    1004708200126 
  4.489       .126     6.4067      .0747      .0388      .0060    1004708200127 
  4.522       .126     6.3948      .0752      .0388      .0092    1004708200128 
  4.555       .127     6.2751      .0732      .0386      .0051    1004708200129 
  4.589       .129     6.2761      .0717      .0387      .0071    1004708200130 
  4.621       .131     6.3494      .0741      .0392      .0045    1004708200131 
  4.654       .132     6.4154      .0786      .0393      .0038    1004708200132 
  4.687       .134     6.2911      .0772      .0338     -.0021    1004708200133 
  4.722       .135     5.9732      .0721      .0356     -.0017    1004708200134 
  4.756       .136     6.1976      .0765      .0358      .0037    1004708200135 
  4.790       .138     5.9703      .0763      .0356     -.0031    1004708200136 
  4.825       .139     6.0167      .0807      .0363      .0048    1004708200137 
  4.862       .139     6.0996      .0809      .0377      .0071    1004708200138 
  4.899       .140     6.0427      .0766      .0400      .0112    1004708200139 
  4.935       .142     5.9561      .0741      .0407      .0064    1004708200140 
  4.972       .142     6.0461      .0770      .0374      .0074    1004708200141 
  5.010       .145     5.9293      .0741      .0370      .0061    1004708200142 
  5.048       .146     6.0384      .0756      .0392      .0076    1004708200143 
  5.086       .149     5.8839      .0767      .0406     -.0043    1004708200144 
  5.123       .149     6.0005      .0840      .0382     -.0048    1004708200145 
  5.163       .152     6.0651      .0861      .0339     -.0039    1004708200146 
  5.204       .153     5.8886      .0835      .0397      .0065    1004708200147 
  5.245       .154     6.0935      .0852      .0411      .0091    1004708200148 
  5.286       .156     5.8286      .0811      .0400      .0096    1004708200149 
  5.326       .158     5.8135      .0776      .0417      .0091    1004708200150 
  5.367       .159     5.9019      .0786      .0416      .0104    1004708200151 
  5.408       .161     5.7174      .0804      .0400      .0067    1004708200152 
  5.449       .163     5.7760      .0802      .0386      .0080    1004708200153 
  5.494       .164     5.8689      .0797      .0423      .0083    1004708200154 
  5.537       .166     5.7323      .0797      .0423      .0055    1004708200155 
  5.579       .168     5.7728      .0844      .0397     -.0049    1004708200156 
  5.620       .170     5.7441      .0895      .0324     -.0095    1004708200157 
  5.662       .172     5.6475      .0916      .0279     -.0104    1004708200158 
  5.707       .174     5.7664      .0951      .0330     -.0067    1004708200159 
  5.752       .176     5.6826      .0927      .0368     -.0089    1004708200160 
  5.797       .177     5.6495      .0921      .0355     -.0092    1004708200161 
  5.845       .179     5.5248      .0887      .0361     -.0076    1004708200162 
  5.892       .181     5.7149      .0932      .0364     -.0060    1004708200163 
  5.941       .184     5.4735      .0866      .0370     -.0099    1004708200164 
  5.990       .184     5.6439      .0913      .0355     -.0065    1004708200165 
  6.040       .187     5.6253      .0923      .0365     -.0044    1004708200166 
  6.090       .190     5.3524      .0863      .0395      .0034    1004708200167 
  6.137       .191     5.3900      .0833      .0407     -.0050    1004708200168 
  6.186       .194     5.4268      .0838      .0409      .0042    1004708200169 
  6.238       .197     5.2871      .0813      .0426      .0058    1004708200170 
  6.289       .197     5.5045      .0860      .0451      .0100    1004708200171 
  6.341       .200     5.3265      .0874      .0476      .0100    1004708200172 
  6.394       .202     5.2951      .0858      .0460      .0053    1004708200173 
  6.446       .204     5.4037      .0832      .0455      .0063    1004708200174 
  6.500       .208     5.3070      .0822      .0433      .0022    1004708200175 
  6.557       .209     5.3384      .0830      .0418      .0050    1004708200176 
  6.616       .213     5.2851      .0821      .0428      .0048    1004708200177 
  6.675       .214     5.3694      .0839      .0450      .0080    1004708200178 
  6.731       .218     5.3340      .0823      .0453     -.0040    1004708200179 
  6.790       .220     5.2125      .0854      .0456      .0085    1004708200180 
  6.849       .223     5.2600      .0851      .0460      .0065    1004708200181 
  6.902       .224     5.3615      .0906      .0412      .0070    1004708200182 
  6.960       .229     5.2329      .0932      .0416     -.0014    1004708200183 
  7.024       .231     5.2806      .0916      .0422      .0066    1004708200184 
  7.089       .234     5.2597      .0897      .0445      .0056    1004708200185 
  7.150       .236     5.3219      .0872      .0426      .0073    1004708200186 
  7.214       .239     5.2054      .0900      .0437      .0063    1004708200187 
  7.284       .243     5.3522      .0888      .0446      .0070    1004708200188 
  7.349       .244     5.1920      .0867      .0422      .0070    1004708200189 
  7.419       .247     4.9862      .0825      .0432      .0097    1004708200190 
  7.490       .251     5.1492      .0835      .0456      .0108    1004708200191 
  7.561       .253     5.2137      .0860      .0476      .0129    1004708200192 
  7.635       .255     5.2265      .0868      .0502      .0147    1004708200193 
  7.704       .259     5.1679      .0848      .0487      .0139    1004708200194 
  7.773       .264     5.0696      .0848      .0484      .0095    1004708200195 
  7.843       .268     5.1382      .0887      .0491      .0030    1004708200196 
  7.915       .271     5.2187      .0919      .0449      .0059    1004708200197 
  7.989       .277     5.0812      .0892      .0442      .0067    1004708200198 
  8.062       .279     4.9845      .0898      .0438      .0019    1004708200199 
  8.139       .282     4.9739      .0898      .0432     -.0046    1004708200200 
  8.222       .287     5.0030      .0892      .0434     -.0080    1004708200201 
  8.308       .291     4.9953      .0894      .0432     -.0022    1004708200202 
  8.394       .297     4.9001      .0885      .0471     -.0007    1004708200203 
  8.476       .299     5.1323      .0921      .0432      .0039    1004708200204 
  8.558       .303     5.0354      .0892      .0411      .0051    1004708200205 
  8.646       .308     4.8870      .0889      .0440     -.0018    1004708200206 
  8.733       .312     5.0045      .0906      .0416      .0042    1004708200207 
  8.823       .317     5.0287      .0876      .0418      .0060    1004708200208 
  8.916       .321     4.9777      .0845      .0418      .0067    1004708200209 
  9.008       .325     4.9426      .0807      .0431      .0038    1004708200210 
  9.103       .328     5.1128      .0838      .0420      .0068    1004708200211 
  9.200       .337     4.9583      .0816      .0428      .0051    1004708200212 
  9.298       .340     4.8715      .0826      .0439     -.0027    1004708200213 
  9.394       .345     4.9911      .0811      .0441      .0078    1004708200214 
  9.487       .350     5.1344      .0837      .0438      .0064    1004708200215 
  9.583       .354     5.0663      .0834      .0385      .0054    1004708200216 
  9.681       .361     4.8447      .0770      .0362     -.0042    1004708200217 
  9.783       .366     4.9251      .0775      .0346     -.0059    1004708200218 
  9.884       .372     4.8960      .0771      .0316     -.0072    1004708200219 
  9.990       .381     4.9366      .0749      .0311     -.0063    1004708200220 
 10.098       .384     5.1089      .0738      .0314     -.0056    1004708200221 
 10.208       .388     5.1621      .0714      .0305     -.0051    1004708200222 
 10.320       .396     5.0614      .0686      .0302     -.0043    1004708200223 
 10.434       .402     5.2430      .0680      .0288     -.0034    1004708200224 
 10.546       .408     5.0964      .0649      .0281     -.0033    1004708200225 
 10.661       .415     5.0234      .0599      .0265     -.0030    1004708200226 
 10.782       .421     4.9829      .0571      .0260     -.0036    1004708200227 
 10.903       .427     5.1174      .0547      .0245     -.0022    1004708200228 
 11.028       .434     5.1253      .0515      .0239      .0018    1004708200229 
 11.155       .442     5.1785      .0482      .0220     -.0017    1004708200230 
 11.292       .450     5.1771      .0446      .0215     -.0007    1004708200231 
 11.429       .458     5.1619      .0418      .0199     -.0032    1004708200232 
 11.569       .467     5.0762      .0390      .0188     -.0031    1004708200233 
 11.706       .476     5.0822      .0373      .0184     -.0011    1004708200234 
 11.843       .483     5.1002      .0357      .0177     -.0018    1004708200235 
 11.983       .490     5.1552      .0343      .0168     -.0017    1004708200236 
 12.128       .498     5.1256      .0328      .0160     -.0005    1004708200237 
 12.278       .505     5.1354      .0313      .0163      .0030    1004708200238 
 12.427       .509     5.1822      .0306      .0168      .0028    1004708200239 
 12.578       .516     5.1563      .0300      .0169      .0019    1004708200240 
 12.732       .523     5.1385      .0303      .0172      .0023    1004708200241 
 12.895       .529     5.1407      .0317      .0188      .0035    1004708200242 
 13.056       .537     5.1374      .0333      .0205      .0057    1004708200243 
 13.218       .542     5.1177      .0350      .0222      .0058    1004708200244 
 13.382       .549     5.2487      .0383      .0250      .0068    1004708200245 
 13.552       .559     5.2730      .0419      .0270      .0040    1004708200246 
 13.721       .571     5.3054      .0469      .0296      .0029    1004708200247 
 13.896       .593     5.1520      .0526      .0297      .0030    1004708200248 
 14.072       .615     5.1253      .0543      .0278      .0016    1004708200249 
 14.254       .630     5.3166      .0536      .0253     -.0011    1004708200250 
 14.450       .641     5.3131      .0516      .0248      .0017    1004708200251 
 14.639       .653     5.3323      .0474      .0226      .0132    1004708200252 
 14.834       .662     5.2407      .0436      .0364      .0323    1004708200253 
 14.927       .626     5.3955      .0653      .0611      .0120    1004708200254 
ENDDATA            247          0                                 1004708200255 
ENDSUBENT          254          0                                 1004708299999 
SUBENT        10047083   19990907                             00001004708300001 
BIB                  2          2                                 1004708300002 
REACTION   (76-OS-0(N,TOT),,SIG)                                  1004708300003 
STATUS     Data rec'd on tape, Foster, May 1967.                  1004708300004 
ENDBIB               2          0                                 1004708300005 
NOCOMMON             0          0                                 1004708300006 
DATA                 6        243                                 1004708300007 
EN         EN-RSL-FW  DATA       ERR-T      MISC1      MISC2      1004708300008 
MEV        MEV        B          B          B          B          1004708300009 
  2.253       .046     6.4995      .3735      .0867     -.0296    1004708300010 
  2.264       .046     6.4818      .3364      .0832     -.0332    1004708300011 
  2.275       .046     6.5133      .3536      .0855     -.0316    1004708300012 
  2.287       .047     6.8435      .3813      .0788     -.0260    1004708300013 
  2.298       .047     6.6232      .3110      .0751     -.0255    1004708300014 
  2.309       .047     6.2778      .2841      .0812     -.0288    1004708300015 
  2.321       .047     6.6932      .3160      .0759     -.0288    1004708300016 
  2.333       .048     6.7810      .3226      .0707     -.0306    1004708300017 
  2.345       .048     6.4365      .3210      .0811     -.0284    1004708300018 
  2.357       .052     6.7988      .2534      .0764     -.0174    1004708300019 
  2.369       .054     6.5528      .2293      .0779     -.0188    1004708300020 
  2.380       .053     6.8551      .2895      .0712     -.0168    1004708300021 
  2.393       .052     6.6813      .2416      .0746     -.0181    1004708300022 
  2.405       .054     6.6178      .2151      .0618     -.0172    1004708300023 
  2.418       .055     6.7303      .2222      .0747     -.0178    1004708300024 
  2.430       .054     6.6906      .2020      .0652     -.0182    1004708300025 
  2.443       .054     6.9902      .2269      .0767     -.0176    1004708300026 
  2.456       .056     6.9769      .2369      .0670     -.0169    1004708300027 
  2.468       .055     6.6178      .1910      .0617     -.0157    1004708300028 
  2.482       .056     6.9305      .2321      .0800     -.0145    1004708300029 
  2.494       .057     6.9436      .2113      .0603     -.0125    1004708300030 
  2.507       .055     6.5344      .1756      .0721     -.0188    1004708300031 
  2.520       .056     6.8285      .1976      .0643     -.0162    1004708300032 
  2.534       .056     7.1312      .2469      .0886     -.0169    1004708300033 
  2.547       .057     7.1041      .2292      .0625     -.0159    1004708300034 
  2.561       .058     7.2266      .2336      .0621     -.0134    1004708300035 
  2.575       .057     6.7677      .1908      .0656     -.0160    1004708300036 
  2.589       .060     7.1487      .2125      .0712     -.0142    1004708300037 
  2.602       .059     7.0659      .2040      .0606     -.0140    1004708300038 
  2.617       .059     6.7236      .1776      .0667     -.0137    1004708300039 
  2.630       .060     6.9783      .1844      .0633     -.0121    1004708300040 
  2.644       .060     6.3740      .1505      .0564     -.0121    1004708300041 
  2.658       .060     6.4709      .1580      .0656     -.0130    1004708300042 
  2.672       .060     6.6673      .1637      .0645     -.0131    1004708300043 
  2.687       .063     7.2289      .1891      .0639     -.0110    1004708300044 
  2.702       .062     6.6985      .1543      .0610     -.0128    1004708300045 
  2.717       .063     7.0117      .1794      .0731     -.0104    1004708300046 
  2.732       .063     7.1717      .1852      .0674     -.0119    1004708300047 
  2.747       .063     6.9330      .1757      .0641     -.0129    1004708300048 
  2.763       .064     6.8199      .1523      .0530     -.0121    1004708300049 
  2.779       .064     6.8242      .1461      .0618     -.0126    1004708300050 
  2.795       .065     7.3509      .1873      .0636     -.0102    1004708300051 
  2.811       .063     6.9545      .1640      .0633     -.0123    1004708300052 
  2.826       .065     6.9741      .1645      .0609     -.0115    1004708300053 
  2.842       .066     6.8593      .1580      .0654     -.0125    1004708300054 
  2.858       .067     6.8321      .1583      .0558     -.0107    1004708300055 
  2.874       .065     6.7400      .1385      .0630     -.0125    1004708300056 
  2.890       .067     7.0537      .1675      .0605     -.0111    1004708300057 
  2.906       .068     7.0078      .1583      .0582     -.0114    1004708300058 
  2.922       .069     6.9081      .1583      .0514     -.0116    1004708300059 
  2.940       .068     6.8159      .1444      .0561     -.0126    1004708300060 
  2.956       .069     7.0567      .1575      .0515     -.0122    1004708300061 
  2.973       .070     7.1122      .1571      .0487     -.0118    1004708300062 
  2.990       .069     7.0631      .1508      .0464     -.0105    1004708300063 
  3.007       .069     6.9210      .1556      .0413     -.0140    1004708300064 
  3.024       .070     6.6179      .1286      .0416     -.0133    1004708300065 
  3.041       .071     6.8551      .1352      .0412     -.0121    1004708300066 
  3.059       .071     6.7650      .1254      .0421     -.0138    1004708300067 
  3.076       .073     6.9694      .1390      .0425     -.0129    1004708300068 
  3.095       .073     6.9697      .1424      .0368     -.0129    1004708300069 
  3.114       .073     6.7925      .1377      .0371     -.0129    1004708300070 
  3.132       .074     6.8061      .1371      .0415     -.0122    1004708300071 
  3.150       .075     6.8084      .1306      .0436     -.0120    1004708300072 
  3.168       .077     7.1065      .1411      .0425     -.0094    1004708300073 
  3.187       .075     6.6376      .1236      .0451     -.0124    1004708300074 
  3.205       .076     6.6687      .1279      .0452     -.0118    1004708300075 
  3.224       .076     6.8016      .1229      .0429     -.0114    1004708300076 
  3.243       .077     6.6228      .1167      .0462     -.0100    1004708300077 
  3.262       .078     6.7872      .1220      .0481     -.0105    1004708300078 
  3.281       .079     6.7245      .1175      .0460     -.0093    1004708300079 
  3.300       .079     6.6434      .1174      .0473     -.0104    1004708300080 
  3.321       .080     6.6588      .1182      .0470     -.0103    1004708300081 
  3.341       .081     6.8040      .1172      .0467     -.0080    1004708300082 
  3.362       .081     6.8461      .1148      .0489     -.0097    1004708300083 
  3.382       .083     6.8052      .1151      .0451     -.0085    1004708300084 
  3.403       .083     6.8857      .1198      .0486     -.0087    1004708300085 
  3.424       .082     6.9181      .1150      .0445     -.0106    1004708300086 
  3.445       .083     6.8241      .1181      .0453     -.0108    1004708300087 
  3.467       .084     6.6700      .1137      .0426     -.0094    1004708300088 
  3.489       .084     6.6912      .1061      .0447     -.0091    1004708300089 
  3.510       .087     6.7864      .1080      .0431     -.0073    1004708300090 
  3.531       .087     6.5962      .1003      .0426     -.0092    1004708300091 
  3.554       .087     6.5686      .0998      .0428     -.0086    1004708300092 
  3.577       .088     6.5664      .0992      .0413     -.0086    1004708300093 
  3.599       .088     6.5898      .0973      .0427     -.0088    1004708300094 
  3.622       .090     6.8309      .1067      .0422     -.0088    1004708300095 
  3.645       .088     6.7163      .1028      .0408     -.0094    1004708300096 
  3.668       .090     6.7026      .1025      .0401     -.0095    1004708300097 
  3.691       .094     6.7382      .1038      .0368     -.0088    1004708300098 
  3.715       .091     6.4707      .0964      .0401     -.0100    1004708300099 
  3.738       .093     6.6074      .1031      .0337     -.0098    1004708300100 
  3.764       .095     6.5393      .0938      .0398     -.0092    1004708300101 
  3.788       .095     6.7932      .1037      .0395     -.0089    1004708300102 
  3.811       .096     6.7816      .1026      .0341     -.0094    1004708300103 
  3.836       .097     6.6441      .0992      .0336     -.0095    1004708300104 
  3.863       .097     6.5015      .0918      .0354     -.0090    1004708300105 
  3.890       .099     6.6415      .0921      .0369     -.0088    1004708300106 
  3.917       .100     6.7511      .0952      .0362     -.0086    1004708300107 
  3.942       .101     6.6331      .0948      .0348     -.0087    1004708300108 
  3.970       .102     6.6063      .0927      .0365     -.0083    1004708300109 
  3.997       .101     6.4893      .0904      .0367     -.0092    1004708300110 
  4.025       .103     6.5738      .0936      .0362     -.0088    1004708300111 
  4.053       .103     6.5492      .0899      .0372     -.0084    1004708300112 
  4.080       .103     6.5056      .0900      .0389     -.0086    1004708300113 
  4.110       .106     6.6605      .0952      .0355     -.0062    1004708300114 
  4.138       .106     6.3581      .0831      .0390     -.0079    1004708300115 
  4.166       .109     6.5712      .0910      .0379     -.0073    1004708300116 
  4.194       .108     6.5806      .0870      .0363     -.0078    1004708300117 
  4.222       .109     6.4945      .0873      .0350     -.0086    1004708300118 
  4.250       .110     6.4360      .0861      .0313     -.0095    1004708300119 
  4.280       .112     6.3811      .0872      .0331     -.0090    1004708300120 
  4.310       .111     6.3685      .0847      .0325     -.0095    1004708300121 
  4.340       .113     6.4663      .0883      .0338     -.0092    1004708300122 
  4.369       .113     6.3975      .0875      .0314     -.0100    1004708300123 
  4.402       .114     6.4327      .0871      .0325     -.0096    1004708300124 
  4.431       .115     6.3930      .0902      .0306     -.0100    1004708300125 
  4.462       .115     6.3284      .0881      .0301     -.0105    1004708300126 
  4.493       .117     6.3576      .0881      .0314     -.0098    1004708300127 
  4.523       .117     6.3151      .0877      .0275     -.0107    1004708300128 
  4.556       .119     6.1836      .0855      .0287     -.0108    1004708300129 
  4.589       .120     6.3105      .0883      .0299     -.0104    1004708300130 
  4.622       .120     6.2709      .0929      .0320     -.0102    1004708300131 
  4.655       .121     6.1624      .0861      .0325     -.0101    1004708300132 
  4.689       .125     6.2951      .0883      .0316     -.0090    1004708300133 
  4.723       .124     6.1262      .0837      .0343     -.0097    1004708300134 
  4.756       .125     6.0444      .0851      .0364     -.0091    1004708300135 
  4.790       .126     6.2162      .0876      .0373     -.0091    1004708300136 
  4.825       .129     6.1648      .0874      .0334     -.0100    1004708300137 
  4.862       .128     5.8941      .0845      .0367     -.0106    1004708300138 
  4.899       .130     6.1385      .0897      .0358     -.0106    1004708300139 
  4.935       .131     6.1808      .0888      .0352     -.0098    1004708300140 
  4.973       .132     6.2207      .0951      .0381     -.0102    1004708300141 
  5.010       .133     6.1322      .0913      .0379     -.0100    1004708300142 
  5.049       .136     6.1686      .0953      .0395     -.0100    1004708300143 
  5.088       .139     6.0462      .0929      .0370     -.0102    1004708300144 
  5.128       .140     5.9333      .0898      .0387     -.0107    1004708300145 
  5.168       .141     5.9745      .0918      .0382     -.0102    1004708300146 
  5.209       .142     6.0309      .0927      .0363     -.0102    1004708300147 
  5.249       .144     5.7839      .0915      .0385     -.0098    1004708300148 
  5.288       .145     5.7795      .0894      .0416     -.0104    1004708300149 
  5.327       .149     5.9647      .0937      .0394     -.0085    1004708300150 
  5.369       .148     5.8728      .0891      .0389     -.0105    1004708300151 
  5.415       .151     5.9225      .0928      .0394     -.0087    1004708300152 
  5.456       .153     5.8586      .0940      .0415     -.0091    1004708300153 
  5.498       .154     5.7763      .0940      .0409     -.0106    1004708300154 
  5.540       .155     5.6825      .0971      .0426     -.0101    1004708300155 
  5.583       .153     5.8948      .0984      .0439     -.0108    1004708300156 
  5.626       .155     5.8891      .1012      .0409     -.0115    1004708300157 
  5.670       .157     5.7986      .0959      .0418     -.0109    1004708300158 
  5.715       .159     5.8515      .0957      .0411     -.0086    1004708300159 
  5.761       .162     5.5618      .0895      .0419     -.0096    1004708300160 
  5.806       .167     5.6391      .0910      .0405     -.0094    1004708300161 
  5.853       .167     5.4348      .0920      .0432     -.0107    1004708300162 
  5.902       .168     5.4639      .0942      .0432     -.0111    1004708300163 
  5.949       .172     5.5588      .0969      .0428     -.0097    1004708300164 
  5.999       .174     5.6576      .0945      .0395     -.0097    1004708300165 
