EN         EN-RSL-FW  DATA       ERR-T      MISC1      MISC2      1004700200009 
MEV        MEV        B          B          B          B          1004700200010 
  3.142       .076     1.6571      .0356      .0153     -.0057    1004701400072 
  3.161       .077     1.5393      .0355      .0154     -.0062    1004701400073 
  3.180       .078     1.4624      .0351      .0134     -.0064    1004701400074 
  3.200       .078     1.4942      .0358      .0126     -.0067    1004701400075 
  3.220       .079     1.4382      .0353      .0135     -.0067    1004701400076 
  3.240       .080     1.5430      .0350      .0144     -.0065    1004701400077 
  3.259       .080     1.6017      .0349      .0145     -.0066    1004701400078 
  3.279       .081     1.7633      .0347      .0146     -.0064    1004701400079 
  3.299       .082     1.8724      .0345      .0152     -.0061    1004701400080 
  3.320       .082     2.0250      .0358      .0151     -.0056    1004701400081 
  3.341       .083     2.1074      .0356      .0157     -.0053    1004701400082 
  3.362       .084     2.0748      .0343      .0169     -.0052    1004701400083 
  3.383       .084     2.0809      .0360      .0159     -.0051    1004701400084 
  3.404       .085     2.0184      .0329      .0163     -.0052    1004701400085 
  3.425       .086     2.0856      .0330      .0170     -.0052    1004701400086 
  3.445       .086     2.1959      .0348      .0167     -.0054    1004701400087 
  3.466       .087     2.3157      .0359      .0154     -.0051    1004701400088 
  3.488       .088     2.3219      .0361      .0155     -.0048    1004701400089 
  3.511       .089     2.2513      .0351      .0161     -.0049    1004701400090 
  3.533       .089     2.1791      .0341      .0146     -.0047    1004701400091 
  3.556       .090     2.1173      .0323      .0151     -.0046    1004701400092 
  3.579       .090     2.0674      .0322      .0150     -.0045    1004701400093 
  3.602       .092     1.9814      .0312      .0144     -.0046    1004701400094 
  3.626       .092     1.8991      .0300      .0152     -.0049    1004701400095 
  3.649       .093     1.8973      .0294      .0153     -.0046    1004701400096 
  3.672       .094     1.8846      .0295      .0152     -.0045    1004701400097 
  3.696       .094     1.8322      .0293      .0142     -.0045    1004701400098 
  3.722       .095     1.7925      .0285      .0144     -.0043    1004701400099 
  3.747       .096     1.7266      .0282      .0148     -.0043    1004701400100 
  3.772       .097     1.6791      .0278      .0149     -.0041    1004701400101 
  3.797       .098     1.6395      .0270      .0151     -.0044    1004701400102 
  3.821       .098     1.6191      .0269      .0144     -.0043    1004701400103 
  3.846       .099     1.5969      .0269      .0138     -.0044    1004701400104 
  3.872       .100     1.5104      .0264      .0139     -.0046    1004701400105 
  3.898       .101     1.5092      .0263      .0141     -.0046    1004701400106 
  3.924       .102     1.5580      .0261      .0138     -.0046    1004701400107 
  3.951       .103     1.6401      .0263      .0142     -.0045    1004701400108 
  3.977       .104     1.7409      .0266      .0140     -.0044    1004701400109 
  4.004       .105     1.7678      .0264      .0148     -.0042    1004701400110 
  4.030       .106     1.8724      .0271      .0146     -.0040    1004701400111 
  4.056       .107     1.9247      .0271      .0141     -.0046    1004701400112 
  4.083       .108     1.9540      .0276      .0140     -.0046    1004701400113 
  4.112       .109     2.0560      .0276      .0141     -.0044    1004701400114 
  4.140       .109     2.1235      .0272      .0143     -.0042    1004701400115 
  4.167       .111     2.1043      .0274      .0143     -.0043    1004701400116 
  4.196       .112     2.0972      .0275      .0136     -.0040    1004701400117 
  4.226       .112     2.0816      .0270      .0136     -.0039    1004701400118 
  4.256       .114     2.0250      .0265      .0136     -.0042    1004701400119 
  4.286       .115     1.9847      .0266      .0142     -.0045    1004701400120 
  4.315       .116     2.0817      .0275      .0152     -.0042    1004701400121 
  4.343       .117     2.2671      .0276      .0149     -.0044    1004701400122 
  4.371       .118     2.4275      .0285      .0140     -.0039    1004701400123 
  4.402       .118     2.3958      .0287      .0137     -.0034    1004701400124 
  4.432       .120     2.1864      .0273      .0139     -.0037    1004701400125 
  4.462       .121     2.0705      .0272      .0133     -.0039    1004701400126 
  4.494       .122     1.9632      .0263      .0132     -.0040    1004701400127 
  4.527       .123     1.8765      .0263      .0130     -.0045    1004701400128 
  4.559       .124     1.8616      .0265      .0130     -.0046    1004701400129 
  4.592       .126     1.9669      .0266      .0132     -.0046    1004701400130 
  4.624       .127     2.0118      .0267      .0132     -.0045    1004701400131 
  4.658       .128     2.0973      .0273      .0130     -.0043    1004701400132 
  4.692       .129     2.0491      .0276      .0131     -.0044    1004701400133 
  4.726       .131     2.0302      .0274      .0130     -.0047    1004701400134 
  4.761       .132     2.0177      .0277      .0131     -.0045    1004701400135 
  4.798       .133     2.0480      .0270      .0140     -.0045    1004701400136 
  4.833       .135     2.1612      .0280      .0137     -.0045    1004701400137 
  4.869       .136     2.1687      .0291      .0131     -.0042    1004701400138 
  4.906       .138     2.0968      .0283      .0139     -.0044    1004701400139 
  4.942       .139     2.0157      .0288      .0136     -.0047    1004701400140 
  4.979       .140     1.9715      .0291      .0139     -.0047    1004701400141 
  5.017       .142     1.9941      .0293      .0134     -.0050    1004701400142 
  5.056       .143     1.9688      .0296      .0139     -.0052    1004701400143 
  5.096       .145     1.9484      .0302      .0143     -.0050    1004701400144 
  5.134       .146     1.9503      .0313      .0144     -.0047    1004701400145 
  5.171       .147     1.8905      .0310      .0129     -.0051    1004701400146 
  5.210       .149     1.7561      .0304      .0130     -.0055    1004701400147 
  5.250       .150     1.7228      .0313      .0121     -.0058    1004701400148 
  5.290       .152     1.7031      .0323      .0121     -.0060    1004701400149 
  5.332       .153     1.7814      .0333      .0115     -.0059    1004701400150 
  5.375       .155     1.8394      .0328      .0124     -.0059    1004701400151 
  5.418       .157     1.8291      .0322      .0133     -.0059    1004701400152 
  5.461       .159     1.8762      .0325      .0140     -.0055    1004701400153 
  5.503       .160     1.8780      .0328      .0136     -.0057    1004701400154 
  5.547       .162     1.8507      .0323      .0140     -.0057    1004701400155 
  5.591       .164     1.8969      .0327      .0141     -.0055    1004701400156 
  5.634       .166     1.8376      .0333      .0137     -.0058    1004701400157 
  5.678       .168     1.8545      .0336      .0137     -.0058    1004701400158 
  5.725       .169     1.9038      .0342      .0135     -.0058    1004701400159 
  5.774       .171     1.8715      .0329      .0150     -.0054    1004701400160 
  5.820       .173     1.8757      .0329      .0147     -.0053    1004701400161 
  5.866       .174     1.7980      .0326      .0144     -.0056    1004701400162 
  5.913       .176     1.7012      .0333      .0144     -.0057    1004701400163 
  5.962       .179     1.6174      .0326      .0145     -.0056    1004701400164 
  6.010       .180     1.5985      .0326      .0136     -.0056    1004701400165 
  6.058       .183     1.4153      .0320      .0128     -.0061    1004701400166 
  6.107       .185     1.2955      .0331      .0138     -.0062    1004701400167 
  6.157       .186     1.3605      .0329      .0140     -.0066    1004701400168 
  6.208       .188     1.4279      .0331      .0131     -.0064    1004701400169 
  6.262       .190     1.4899      .0347      .0123     -.0065    1004701400170 
  6.318       .193     1.4408      .0343      .0139     -.0069    1004701400171 
  6.373       .195     1.5393      .0344      .0148     -.0067    1004701400172 
  6.427       .198     1.6460      .0355      .0138     -.0062    1004701400173 
  6.480       .200     1.7316      .0363      .0144     -.0062    1004701400174 
  6.535       .201     1.7629      .0372      .0139     -.0061    1004701400175 
  6.591       .204     1.6466      .0349      .0151     -.0064    1004701400176 
  6.647       .205     1.6422      .0358      .0141     -.0065    1004701400177 
  6.705       .209     1.6779      .0359      .0161     -.0062    1004701400178 
  6.763       .211     1.8324      .0361      .0176     -.0058    1004701400179 
  6.818       .214     1.9040      .0351      .0176     -.0051    1004701400180 
  6.877       .216     1.8848      .0343      .0170     -.0055    1004701400181 
  6.938       .218     1.7547      .0343      .0173     -.0055    1004701400182 
  6.997       .222     1.6527      .0342      .0177     -.0059    1004701400183 
  7.059       .224     1.6008      .0344      .0179     -.0058    1004701400184 
  7.122       .227     1.6561      .0344      .0177     -.0056    1004701400185 
  7.185       .228     1.6899      .0352      .0187     -.0052    1004701400186 
  7.246       .232     1.6915      .0345      .0184     -.0054    1004701400187 
  7.308       .235     1.6916      .0338      .0186     -.0054    1004701400188 
  7.372       .237     1.7692      .0346      .0181     -.0052    1004701400189 
  7.437       .240     1.7107      .0343      .0177     -.0059    1004701400190 
  7.502       .243     1.6407      .0344      .0176     -.0061    1004701400191 
  7.571       .246     1.7028      .0350      .0178     -.0059    1004701400192 
  7.643       .250     1.7342      .0357      .0190     -.0054    1004701400193 
  7.714       .253     1.6681      .0358      .0181     -.0056    1004701400194 
  7.785       .256     1.6165      .0351      .0179     -.0058    1004701400195 
