ENTRY            13997   20050518                             13401399700000001 
SUBENT        13997001   20050518                             13401399700100001 
BIB                  9         18                                 1399700100002 
INSTITUTE  (1USALRL)                                              1399700100003 
REFERENCE  (R,UCRL-TR-209474,,2005)                               1399700100004 
           (C,2004SANTA,1,1035,2004)                              1399700100005 
AUTHOR     (D.Dashdorj,G.E.Mitchell,P.E.Garrett,U.Agvaanluvsan,   1399700100006 
            J.A.Becker,L.A.Bernstein,J.R.Cooper,R.D.Hoffman,      1399700100007 
            W.Younes,N.Devlin,N.Fotiades,R.O.Nelson)              1399700100008 
TITLE      48Ti (n,xnp alpha gamma) reaction cross sections using 1399700100009 
            spallation neutrons for En=1-20 MeV                   1399700100010 
FACILITY   (LINAC,1USALAS) LANSCE accelerator and WNR Facility    1399700100011 
DETECTOR   (GE-IN) Geanie detector array, 11 Compton-suppressed   1399700100012 
            planar germanium detectors and 14 coaxial Ge          1399700100013 
            detectors (9 Compton-suppressed and 5 unsuppressed).  1399700100014 
METHOD     (TOF)                                                  1399700100015 
SAMPLE     3.3 grams of TiO2 in form of disks, 2.4 cm diameter,   1399700100016 
            enriched to 99.81 % in 48Ti                           1399700100017 
HISTORY    (20050509C) DR                                         1399700100018 
           (20050914C) DR Second reference added                  1399700100019 
           (20060517C) DR Page corrected for second reference     1399700100020 
ENDBIB              18          0                                 1399700100021 
NOCOMMON             0          0                                 1399700100022 
ENDSUBENT           21          0                                 1399700199999 
SUBENT        13997002   20050518                             13351399700200001 
BIB                  3          4                                 1399700200002 
REACTION   (22-TI-48(N,INL)22-TI-48,PAR,SIG,G)                    1399700200003 
ERR-ANALYS (DATA-ERR) Statistical and systematics uncertainties   1399700200004 
           (ERR-S) Statistical uncertainties                      1399700200005 
STATUS     Data taken from Tables 8 to 73                         1399700200006 
ENDBIB               4          0                                 1399700200007 
NOCOMMON             0          0                                 1399700200008 
DATA                 6       4121                                 1399700200009 
E          EN         EN-ERR     DATA       ERR-S      DATA-ERR   1399700200010 
 946.3     12.019     0.366      0.0132     0.0009     0.0017     1399700200778 
 946.3     12.933     0.403      0.0122     0.0008     0.0015     1399700200779 
 946.3     13.961     0.457      0.0101     0.0008     0.0013     1399700200780 
 946.3     15.094     0.512      0.0088     0.0007     0.0012     1399700200781 
 946.3     16.403     0.589      0.0062     0.0006     0.0009     1399700200782 
 946.3     17.862     0.685      0.0044     0.0006     0.0007     1399700200783 
 946.3     19.551     0.691      0.0033     0.0005     0.0006     1399700200784 
 972.9      1.009     0.009      0.0012     0.0002     0.0002     1399700200785 
 972.9      1.031     0.010      0.0013     0.0002     0.0003     1399700200786 
 972.9      1.053     0.009      0.0011     0.0002     0.0002     1399700200787 
 972.9      1.075     0.010      0.0016     0.0003     0.0003     1399700200788 
 972.9      1.100     0.010      0.0017     0.0003     0.0003     1399700200789 
 972.9      1.122     0.009      0.0016     0.0002     0.0003     1399700200790 
 972.9      1.148     0.011      0.0016     0.0002     0.0003     1399700200791 
 972.9      1.174     0.011      0.0016     0.0002     0.0003     1399700200792 
 972.9      1.198     0.012      0.0018     0.0002     0.0003     1399700200793 
 972.9      1.227     0.012      0.0016     0.0002     0.0003     1399700200794 
 972.9      1.256     0.012      0.0017     0.0002     0.0003     1399700200795 
 972.9      1.285     0.012      0.0012     0.0002     0.0002     1399700200796 
 972.9      1.314     0.013      0.0017     0.0002     0.0003     1399700200797 
 972.9      1.346     0.014      0.0011     0.0002     0.0002     1399700200798 
 972.9      1.378     0.014      0.0012     0.0002     0.0002     1399700200799 
 972.9      1.412     0.014      0.0019     0.0003     0.0003     1399700200800 
 972.9      1.447     0.015      0.0016     0.0002     0.0003     1399700200801 
 972.9      1.483     0.016      0.0007     0.0002     0.0002     1399700200802 
 972.9      1.522     0.016      0.0011     0.0002     0.0003     1399700200803 
 972.9      1.560     0.017      0.0009     0.0002     0.0002     1399700200804 
 972.9      1.601     0.017      0.0013     0.0002     0.0003     1399700200805 
 972.9      1.642     0.018      0.0012     0.0003     0.0003     1399700200806 
 972.9      1.687     0.019      0.0010     0.0002     0.0003     1399700200807 
 972.9      1.733     0.020      0.0007     0.0002     0.0002     1399700200808 
 972.9      1.780     0.020      0.0007     0.0003     0.0003     1399700200809 
 972.9      1.830     0.021      0.0008     0.0002     0.0003     1399700200810 
 972.9      1.882     0.023      0.0001     0.0002     0.0002     1399700200811 
 972.9      1.935     0.023      0.0005     0.0002     0.0003     1399700200812 
 972.9      1.991     0.024      0.0007     0.0003     0.0003     1399700200813 
 972.9      2.050     0.026      0.0000     0.0003     0.0003     1399700200814 
 972.9      2.112     0.027      0.0008     0.0003     0.0003     1399700200815 
 972.9      2.176     0.028      0.0000     0.0002     0.0002     1399700200816 
 972.9      2.243     0.029      0.0008     0.0003     0.0003     1399700200817 
 972.9      2.313     0.031      0.0006     0.0003     0.0003     1399700200818 
 972.9      2.631     0.037      0.0000     0.0002     0.0002     1399700200819 
 972.9      2.719     0.039      0.0004     0.0003     0.0003     1399700200820 
 972.9      3.937     0.068      0.0001     0.0004     0.0004     1399700200821 
 972.9      4.103     0.073      0.0001     0.0004     0.0004     1399700200822 
 972.9      4.279     0.076      0.0046     0.0004     0.0006     1399700200823 
 972.9      4.464     0.082      0.0119     0.0006     0.0014     1399700200824 
 972.9      4.665     0.088      0.0179     0.0007     0.0020     1399700200825 
 972.9      4.879     0.094      0.0177     0.0007     0.0020     1399700200826 
 972.9      5.108     0.100      0.0190     0.0007     0.0021     1399700200827 
 972.9      5.350     0.107      0.0181     0.0007     0.0020     1399700200828 
 972.9      5.617     0.116      0.0190     0.0007     0.0021     1399700200829 
 972.9      5.899     0.124      0.0187     0.0007     0.0021     1399700200830 
 972.9      6.205     0.135      0.0171     0.0006     0.0019     1399700200831 
 972.9      6.532     0.145      0.0171     0.0006     0.0019     1399700200832 
 972.9      6.891     0.158      0.0160     0.0006     0.0018     1399700200833 
 972.9      7.281     0.171      0.0157     0.0006     0.0018     1399700200834 
 972.9      7.695     0.186      0.0161     0.0006     0.0018     1399700200835 
 972.9      8.158     0.205      0.0135     0.0006     0.0016     1399700200836 
 972.9      8.658     0.223      0.0124     0.0006     0.0014     1399700200837 
 972.9      9.203     0.243      0.0108     0.0006     0.0013     1399700200838 
 972.9      9.809     0.270      0.0118     0.0006     0.0014     1399700200839 
 972.9     10.467     0.297      0.0101     0.0006     0.0012     1399700200840 
 972.9     11.208     0.326      0.0103     0.0006     0.0012     1399700200841 
 972.9     12.019     0.366      0.0102     0.0006     0.0012     1399700200842 
 972.9     12.933     0.403      0.0066     0.0006     0.0009     1399700200843 
 972.9     13.961     0.457      0.0041     0.0005     0.0007     1399700200844 
 972.9     15.094     0.512      0.0046     0.0005     0.0007     1399700200845 
 972.9     16.403     0.589      0.0037     0.0005     0.0006     1399700200846 
 972.9     17.862     0.685      0.0013     0.0004     0.0004     1399700200847 
 972.9     19.551     0.691      0.0008     0.0004     0.0004     1399700200848 
 983.5      1.009     0.009      0.0201     0.0026     0.0034     1399700200849 
 983.5      1.031     0.010      0.0795     0.0106     0.0136     1399700200850 
 983.5      1.053     0.009      0.0894     0.0112     0.0148     1399700200851 
 983.5      1.075     0.010      0.2613     0.0320     0.0425     1399700200852 
 983.5      1.100     0.010      0.2688     0.0286     0.0405     1399700200853 
 983.5      1.122     0.009      0.3073     0.0281     0.0432     1399700200854 
 983.5      1.148     0.011      0.3087     0.0291     0.0440     1399700200855 
 983.5      1.174     0.011      0.3140     0.0259     0.0424     1399700200856 
 983.5      1.198     0.012      0.3091     0.0267     0.0425     1399700200857 
 983.5      1.227     0.012      0.2883     0.0255     0.0400     1399700200858 
 983.5      1.256     0.012      0.4700     0.0388     0.0635     1399700200859 
 983.5      1.285     0.012      0.2403     0.0160     0.0303     1399700200860 
 983.5      1.314     0.013      0.4085     0.0252     0.0504     1399700200861 
 983.5      1.346     0.014      0.3093     0.0168     0.0371     1399700200862 
 983.5      1.378     0.014      0.4313     0.0195     0.0501     1399700200863 
 983.5      1.412     0.014      0.7174     0.0275     0.0815     1399700200864 
 983.5      1.447     0.015      0.6712     0.0226     0.0753     1399700200865 
 983.5      1.483     0.016      0.4909     0.0153     0.0547     1399700200866 
 983.5      1.522     0.016      0.5697     0.0161     0.0630     1399700200867 
 983.5      1.560     0.017      0.5391     0.0148     0.0595     1399700200868 
 983.5      1.601     0.017      0.4728     0.0129     0.0522     1399700200869 
 983.5      1.642     0.018      0.6112     0.0167     0.0675     1399700200870 
 983.5      1.687     0.019      0.5978     0.0156     0.0658     1399700200871 
 983.5      1.733     0.020      0.6017     0.0157     0.0663     1399700200872 
 983.5      1.780     0.020      0.7839     0.0194     0.0861     1399700200873 
 983.5      1.830     0.021      0.5931     0.0143     0.0650     1399700200874 
 983.5      1.882     0.023      0.7266     0.0169     0.0795     1399700200875 
 983.5      1.935     0.023      0.7837     0.0182     0.0858     1399700200876 
 983.5      1.991     0.024      0.8063     0.0187     0.0882     1399700200877 
 983.5      2.050     0.026      0.7372     0.0172     0.0807     1399700200878 
 983.5      2.112     0.027      0.7394     0.0171     0.0809     1399700200879 
 983.5      2.176     0.028      0.7142     0.0163     0.0781     1399700200880 
 983.5      2.243     0.029      0.8393     0.0190     0.0918     1399700200881 
 983.5      2.313     0.031      0.8811     0.0201     0.0964     1399700200882 
 983.5      2.387     0.031      0.8035     0.0180     0.0878     1399700200883 
 983.5      2.463     0.034      0.9512     0.0222     0.1041     1399700200884 
 983.5      2.546     0.035      1.0800     0.0247     0.1181     1399700200885 
 983.5      2.631     0.037      1.0360     0.0234     0.1133     1399700200886 
 983.5      2.719     0.039      0.9920     0.0229     0.1085     1399700200887 
 983.5      2.815     0.041      1.0230     0.0235     0.1119     1399700200888 
 983.5      2.913     0.043      1.0190     0.0230     0.1114     1399700200889 
 983.5      3.019     0.045      1.0500     0.0238     0.1148     1399700200890 
 983.5      3.127     0.048      1.0830     0.0244     0.1184     1399700200891 
 983.5      3.245     0.052      1.1100     0.0254     0.1214     1399700200892 
 983.5      3.367     0.053      1.1240     0.0246     0.1227     1399700200893 
 983.5      3.498     0.056      1.1610     0.0255     0.1268     1399700200894 
 983.5      3.636     0.061      1.2300     0.0273     0.1344     1399700200895 
 983.5      3.782     0.064      1.1810     0.0251     0.1288     1399700200896 
 983.5      3.937     0.068      1.2110     0.0261     0.1321     1399700200897 
 983.5      4.103     0.073      1.2250     0.0270     0.1338     1399700200898 
 983.5      4.279     0.076      1.1910     0.0247     0.1298     1399700200899 
 983.5      4.464     0.082      1.2010     0.0251     0.1309     1399700200900 
 983.5      4.665     0.088      1.2340     0.0263     0.1346     1399700200901 
 983.5      4.879     0.094      1.2370     0.0264     0.1349     1399700200902 
 983.5      5.108     0.100      1.1850     0.0245     0.1291     1399700200903 
 983.5      5.350     0.107      1.2050     0.0253     0.1313     1399700200904 
 983.5      5.617     0.116      1.2410     0.0263     0.1353     1399700200905 
 983.5      5.899     0.124      1.2450     0.0251     0.1355     1399700200906 
 983.5      6.205     0.135      1.2540     0.0230     0.1361     1399700200907 
 983.5      6.532     0.145      1.2490     0.0213     0.1353     1399700200908 
 983.5      6.891     0.158      1.2780     0.0210     0.1383     1399700200909 
 983.5      7.281     0.171      1.2330     0.0196     0.1333     1399700200910 
 983.5      7.695     0.186      1.2310     0.0190     0.1330     1399700200911 
 983.5      8.158     0.205      1.2480     0.0199     0.1350     1399700200912 
 983.5      8.658     0.223      1.2120     0.0194     0.1311     1399700200913 
 983.5      9.203     0.243      1.1870     0.0189     0.1284     1399700200914 
 983.5      9.809     0.270      1.1870     0.0198     0.1285     1399700200915 
 983.5     10.467     0.297      1.1710     0.0201     0.1269     1399700200916 
 983.5     11.208     0.326      1.1610     0.0203     0.1258     1399700200917 
 983.5     12.019     0.366      1.1430     0.0204     0.1239     1399700200918 
 983.5     12.933     0.403      0.9951     0.0180     0.1079     1399700200919 
 983.5     13.961     0.457      0.7769     0.0137     0.0842     1399700200920 
 983.5     15.094     0.512      0.5706     0.0096     0.0618     1399700200921 
 983.5     16.403     0.589      0.4313     0.0075     0.0467     1399700200922 
 983.5     17.862     0.685      0.3346     0.0058     0.0363     1399700200923 
 983.5     19.551     0.691      0.2323     0.0039     0.0252     1399700200924 
1037.6      1.009     0.009      0.0002     0.0001     0.0001     1399700200925 
1037.6      1.031     0.010      0.0006     0.0002     0.0002     1399700200926 
1037.6      1.053     0.009      0.0010     0.0002     0.0002     1399700200927 
1037.6      1.075     0.010      0.0009     0.0002     0.0002     1399700200928 
1037.6      1.100     0.010      0.0006     0.0002     0.0002     1399700200929 
1037.6      1.122     0.009      0.0007     0.0002     0.0002     1399700200930 
1037.6      1.148     0.011      0.0006     0.0002     0.0002     1399700200931 
1037.6      1.174     0.011      0.0009     0.0002     0.0002     1399700200932 
1037.6      1.198     0.012      0.0012     0.0002     0.0003     1399700200933 
1037.6      1.227     0.012      0.0018     0.0003     0.0003     1399700200934 
1037.6      1.256     0.012      0.0011     0.0002     0.0003     1399700200935 
1037.6      1.285     0.012      0.0014     0.0002     0.0003     1399700200936 
1037.6      1.314     0.013      0.0015     0.0002     0.0003     1399700200937 
1037.6      1.346     0.014      0.0012     0.0002     0.0003     1399700200938 
1037.6      1.378     0.014      0.0013     0.0003     0.0003     1399700200939 
1037.6      1.412     0.014      0.0013     0.0003     0.0003     1399700200940 
1037.6      1.447     0.015      0.0013     0.0003     0.0003     1399700200941 
1037.6      1.483     0.016      0.0013     0.0003     0.0003     1399700200942 
1037.6      1.522     0.016      0.0016     0.0003     0.0003     1399700200943 
1037.6      1.560     0.017      0.0016     0.0003     0.0003     1399700200944 
1037.6      1.601     0.017      0.0015     0.0003     0.0003     1399700200945 
1037.6      1.642     0.018      0.0013     0.0003     0.0003     1399700200946 
1037.6      1.687     0.019      0.0018     0.0003     0.0004     1399700200947 
1037.6      1.733     0.020      0.0014     0.0003     0.0003     1399700200948 
1037.6      1.780     0.020      0.0011     0.0003     0.0003     1399700200949 
1037.6      1.830     0.021      0.0015     0.0003     0.0003     1399700200950 
1037.6      1.882     0.023      0.0011     0.0003     0.0003     1399700200951 
1037.6      1.935     0.023      0.0011     0.0003     0.0003     1399700200952 
1037.6      1.991     0.024      0.0004     0.0003     0.0003     1399700200953 
1037.6      2.050     0.026      0.0005     0.0003     0.0003     1399700200954 
1037.6      2.176     0.028      0.0005     0.0003     0.0003     1399700200955 
1037.6      2.243     0.029      0.0008     0.0003     0.0003     1399700200956 
1037.6      2.313     0.031      0.0003     0.0003     0.0003     1399700200957 
1037.6      2.387     0.031      0.0002     0.0003     0.0003     1399700200958 
1037.6      2.463     0.034      0.0001     0.0003     0.0003     1399700200959 
1037.6      2.546     0.035      0.0004     0.0003     0.0003     1399700200960 
1037.6      2.631     0.037      0.0001     0.0003     0.0003     1399700200961 
1037.6      2.719     0.039      0.0001     0.0003     0.0003     1399700200962 
1037.6      3.245     0.052      0.0000     0.0002     0.0002     1399700200963 
1037.6      3.367     0.053      0.0003     0.0004     0.0004     1399700200964 
1037.6      3.636     0.061      0.0003     0.0004     0.0004     1399700200965 
1037.6      3.782     0.064      0.0005     0.0004     0.0004     1399700200966 
1037.6      3.937     0.068      0.0029     0.0004     0.0005     1399700200967 
1037.6      4.103     0.073      0.0044     0.0005     0.0007     1399700200968 
1037.6      4.279     0.076      0.0069     0.0005     0.0009     1399700200969 
1037.6      4.464     0.082      0.0095     0.0005     0.0012     1399700200970 
1037.6      4.665     0.088      0.0147     0.0006     0.0017     1399700200971 
1037.6      4.879     0.094      0.0157     0.0007     0.0018     1399700200972 
1037.6      5.108     0.100      0.0176     0.0007     0.0020     1399700200973 
1037.6      5.350     0.107      0.0218     0.0008     0.0025     1399700200974 
1037.6      5.617     0.116      0.0277     0.0009     0.0031     1399700200975 
1037.6      5.899     0.124      0.0323     0.0010     0.0036     1399700200976 
1037.6      6.205     0.135      0.0365     0.0010     0.0040     1399700200977 
1037.6      6.532     0.145      0.0393     0.0010     0.0043     1399700200978 
1037.6      6.891     0.158      0.0474     0.0011     0.0052     1399700200979 
1037.6      7.281     0.171      0.0505     0.0012     0.0055     1399700200980 
1037.6      7.695     0.186      0.0614     0.0013     0.0067     1399700200981 
1037.6      8.158     0.205      0.0674     0.0014     0.0074     1399700200982 
1037.6      8.658     0.223      0.0721     0.0015     0.0079     1399700200983 
1037.6      9.203     0.243      0.0801     0.0016     0.0087     1399700200984 
1037.6      9.809     0.270      0.0915     0.0019     0.0100     1399700200985 
1037.6     10.467     0.297      0.1000     0.0021     0.0109     1399700200986 
1037.6     11.208     0.326      0.1105     0.0023     0.0120     1399700200987 
1037.6     12.019     0.366      0.1240     0.0026     0.0135     1399700200988 
1037.6     12.933     0.403      0.1220     0.0026     0.0133     1399700200989 
1037.6     13.961     0.457      0.1025     0.0022     0.0112     1399700200990 
1037.6     15.094     0.512      0.0756     0.0017     0.0083     1399700200991 
1037.6     16.403     0.589      0.0569     0.0014     0.0062     1399700200992 
1037.6     17.862     0.685      0.0379     0.0011     0.0042     1399700200993 
1037.6     19.551     0.691      0.0252     0.0008     0.0028     1399700200994 
1063.3      1.009     0.009      0.0006     0.0001     0.0002     1399700200995 
1063.3      1.031     0.010      0.0005     0.0002     0.0002     1399700200996 
1063.3      1.053     0.009      0.0006     0.0002     0.0002     1399700200997 
1063.3      1.075     0.010      0.0003     0.0002     0.0002     1399700200998 
1063.3      1.100     0.010      0.0003     0.0002     0.0002     1399700200999 
1063.3      1.935     0.023      0.0005     0.0004     0.0004     1399700201000 
1063.3      1.991     0.024      0.0019     0.0004     0.0004     1399700201001 
1063.3      2.050     0.026      0.0033     0.0004     0.0005     1399700201002 
1063.3      2.112     0.027      0.0037     0.0004     0.0006     1399700201003 
1063.3      2.176     0.028      0.0030     0.0004     0.0005     1399700201004 
1063.3      2.243     0.029      0.0021     0.0003     0.0004     1399700201005 
1063.3      2.313     0.031      0.0020     0.0003     0.0004     1399700201006 
1063.3      2.387     0.031      0.0026     0.0004     0.0005     1399700201007 
1063.3      2.463     0.034      0.0031     0.0004     0.0005     1399700201008 
1063.3      2.546     0.035      0.0033     0.0004     0.0005     1399700201009 
1063.3      2.631     0.037      0.0022     0.0004     0.0004     1399700201010 
1063.3      2.719     0.039      0.0029     0.0004     0.0005     1399700201011 
1063.3      2.815     0.041      0.0034     0.0004     0.0005     1399700201012 
1063.3      2.913     0.043      0.0041     0.0004     0.0006     1399700201013 
1063.3      3.019     0.045      0.0035     0.0004     0.0005     1399700201014 
1063.3      3.127     0.048      0.0047     0.0004     0.0007     1399700201015 
1063.3      3.245     0.052      0.0047     0.0005     0.0007     1399700201016 
1063.3      3.367     0.053      0.0043     0.0005     0.0007     1399700201017 
1063.3      3.498     0.056      0.0100     0.0006     0.0012     1399700201018 
1063.3      3.636     0.061      0.0094     0.0006     0.0012     1399700201019 
1063.3      3.782     0.064      0.0107     0.0006     0.0013     1399700201020 
1063.3      3.937     0.068      0.0128     0.0006     0.0015     1399700201021 
1063.3      4.103     0.073      0.0126     0.0006     0.0015     1399700201022 
1063.3      4.279     0.076      0.0134     0.0006     0.0015     1399700201023 
1063.3      4.464     0.082      0.0129     0.0006     0.0015     1399700201024 
1063.3      4.665     0.088      0.0132     0.0006     0.0015     1399700201025 
1063.3      4.879     0.094      0.0128     0.0006     0.0015     1399700201026 
1063.3      5.108     0.100      0.0129     0.0006     0.0015     1399700201027 
1063.3      5.350     0.107      0.0134     0.0006     0.0015     1399700201028 
1063.3      5.617     0.116      0.0141     0.0006     0.0016     1399700201029 
1063.3      5.899     0.124      0.0146     0.0006     0.0017     1399700201030 
1063.3      6.205     0.135      0.0147     0.0006     0.0017     1399700201031 
1063.3      6.532     0.145      0.0151     0.0006     0.0017     1399700201032 
1063.3      6.891     0.158      0.0144     0.0006     0.0016     1399700201033 
1063.3      7.281     0.171      0.0136     0.0006     0.0016     1399700201034 
1063.3      7.695     0.186      0.0143     0.0006     0.0016     1399700201035 
1063.3      8.158     0.205      0.0140     0.0006     0.0016     1399700201036 
1063.3      8.658     0.223      0.0139     0.0006     0.0016     1399700201037 
1063.3      9.203     0.243      0.0151     0.0006     0.0017     1399700201038 
1063.3      9.809     0.270      0.0141     0.0006     0.0016     1399700201039 
1063.3     10.467     0.297      0.0130     0.0006     0.0015     1399700201040 
1063.3     11.208     0.326      0.0142     0.0007     0.0017     1399700201041 
1063.3     12.019     0.366      0.0145     0.0007     0.0017     1399700201042 
1063.3     12.933     0.403      0.0134     0.0007     0.0016     1399700201043 
1063.3     13.961     0.457      0.0094     0.0006     0.0012     1399700201044 
1063.3     15.094     0.512      0.0071     0.0005     0.0009     1399700201045 
1063.3     16.403     0.589      0.0064     0.0005     0.0009     1399700201046 
1063.3     17.862     0.685      0.0053     0.0005     0.0008     1399700201047 
1063.3     19.551     0.691      0.0047     0.0005     0.0007     1399700201048 
1071.1      1.009     0.009      0.0001     0.0001     0.0001     1399700201049 
1071.1      1.031     0.010      0.0001     0.0001     0.0001     1399700201050 
1071.1      1.053     0.009      0.0001     0.0001     0.0001     1399700201051 
1071.1      1.075     0.010      0.0001     0.0002     0.0002     1399700201052 
1071.1      1.100     0.010      0.0002     0.0002     0.0002     1399700201053 
1071.1      2.243     0.029      0.0005     0.0003     0.0003     1399700201054 
1071.1      2.313     0.031      0.0006     0.0003     0.0003     1399700201055 
1071.1      2.387     0.031      0.0021     0.0004     0.0004     1399700201056 
1071.1      2.463     0.034      0.0037     0.0005     0.0006     1399700201057 
1071.1      2.546     0.035      0.0048     0.0005     0.0007     1399700201058 
1071.1      2.631     0.037      0.0044     0.0005     0.0007     1399700201059 
1071.1      2.719     0.039      0.0050     0.0005     0.0007     1399700201060 
1071.1      2.815     0.041      0.0044     0.0005     0.0007     1399700201061 
1071.1      2.913     0.043      0.0050     0.0005     0.0007     1399700201062 
1071.1      3.019     0.045      0.0057     0.0005     0.0008     1399700201063 
1071.1      3.127     0.048      0.0060     0.0005     0.0008     1399700201064 
1071.1      3.245     0.052      0.0075     0.0006     0.0010     1399700201065 
1071.1      3.367     0.053      0.0094     0.0006     0.0012     1399700201066 
1071.1      3.498     0.056      0.0078     0.0006     0.0010     1399700201067 
1071.1      3.636     0.061      0.0078     0.0006     0.0010     1399700201068 
1071.1      3.782     0.064      0.0056     0.0005     0.0008     1399700201069 
1071.1      3.937     0.068      0.0046     0.0005     0.0007     1399700201070 
1071.1      4.103     0.073      0.0045     0.0005     0.0007     1399700201071 
1071.1      4.279     0.076      0.0041     0.0005     0.0007     1399700201072 
1071.1      4.464     0.082      0.0046     0.0005     0.0007     1399700201073 
1071.1      4.665     0.088      0.0063     0.0005     0.0009     1399700201074 
1071.1      4.879     0.094      0.0070     0.0005     0.0009     1399700201075 
1071.1      5.108     0.100      0.0069     0.0005     0.0009     1399700201076 
1071.1      5.350     0.107      0.0086     0.0006     0.0011     1399700201077 
1071.1      5.617     0.116      0.0102     0.0006     0.0012     1399700201078 
1071.1      5.899     0.124      0.0120     0.0006     0.0014     1399700201079 
1071.1      6.205     0.135      0.0126     0.0006     0.0015     1399700201080 
1071.1      6.532     0.145      0.0140     0.0006     0.0016     1399700201081 
1071.1      6.891     0.158      0.0154     0.0007     0.0018     1399700201082 
1071.1      7.281     0.171      0.0136     0.0006     0.0016     1399700201083 
1071.1      7.695     0.186      0.0139     0.0006     0.0016     1399700201084 
1071.1      8.158     0.205      0.0146     0.0007     0.0017     1399700201085 
1071.1      8.658     0.223      0.0159     0.0007     0.0018     1399700201086 
1071.1      9.203     0.243      0.0157     0.0007     0.0018     1399700201087 
1071.1      9.809     0.270      0.0149     0.0007     0.0017     1399700201088 
1071.1     10.467     0.297      0.0160     0.0007     0.0019     1399700201089 
1071.1     11.208     0.326      0.0169     0.0008     0.0020     1399700201090 
1071.1     12.019     0.366      0.0165     0.0008     0.0019     1399700201091 
1071.1     12.933     0.403      0.0161     0.0008     0.0019     1399700201092 
1071.1     13.961     0.457      0.0121     0.0007     0.0015     1399700201093 
1071.1     15.094     0.512      0.0077     0.0006     0.0010     1399700201094 
1071.1     16.403     0.589      0.0068     0.0006     0.0010     1399700201095 
1071.1     17.862     0.685      0.0047     0.0006     0.0008     1399700201096 
1071.1     19.551     0.691      0.0031     0.0005     0.0006     1399700201097 
1140.8      1.009     0.009      0.0004     0.0002     0.0002     1399700201098 
1140.8      1.031     0.010      0.0003     0.0002     0.0002     1399700201099 
1140.8      1.053     0.009      0.0006     0.0002     0.0002     1399700201100 
1140.8      1.075     0.010      0.0005     0.0002     0.0002     1399700201101 
1140.8      1.100     0.010      0.0005     0.0002     0.0002     1399700201102 
1140.8      1.122     0.009      0.0004     0.0002     0.0002     1399700201103 
1140.8      1.148     0.011      0.0009     0.0002     0.0002     1399700201104 
1140.8      1.174     0.011      0.0006     0.0002     0.0002     1399700201105 
1140.8      1.198     0.012      0.0006     0.0002     0.0002     1399700201106 
1140.8      1.227     0.012      0.0012     0.0002     0.0003     1399700201107 
1140.8      1.256     0.012      0.0014     0.0002     0.0003     1399700201108 
1140.8      1.285     0.012      0.0014     0.0002     0.0003     1399700201109 
1140.8      1.314     0.013      0.0029     0.0003     0.0004     1399700201110 
1140.8      1.346     0.014      0.0025     0.0003     0.0004     1399700201111 
1140.8      1.378     0.014      0.0036     0.0003     0.0005     1399700201112 
1140.8      1.412     0.014      0.0040     0.0003     0.0005     1399700201113 
1140.8      1.447     0.015      0.0040     0.0003     0.0005     1399700201114 
1140.8      1.483     0.016      0.0039     0.0003     0.0005     1399700201115 
1140.8      1.522     0.016      0.0050     0.0004     0.0006     1399700201116 
1140.8      1.560     0.017      0.0046     0.0003     0.0006     1399700201117 
1140.8      1.601     0.017      0.0054     0.0004     0.0007     1399700201118 
1140.8      1.642     0.018      0.0048     0.0004     0.0006     1399700201119 
1140.8      1.687     0.019      0.0048     0.0004     0.0006     1399700201120 
1140.8      1.733     0.020      0.0043     0.0003     0.0006     1399700201121 
1140.8      1.780     0.020      0.0038     0.0003     0.0005     1399700201122 
1140.8      1.830     0.021      0.0042     0.0003     0.0006     1399700201123 
1140.8      1.882     0.023      0.0035     0.0003     0.0005     1399700201124 
1140.8      1.935     0.023      0.0029     0.0003     0.0005     1399700201125 
1140.8      1.991     0.024      0.0033     0.0003     0.0005     1399700201126 
1140.8      2.050     0.026      0.0026     0.0003     0.0004     1399700201127 
1140.8      2.112     0.027      0.0018     0.0003     0.0004     1399700201128 
1140.8      2.176     0.028      0.0017     0.0003     0.0004     1399700201129 
1140.8      2.243     0.029      0.0020     0.0003     0.0004     1399700201130 
1140.8      2.313     0.031      0.0015     0.0003     0.0003     1399700201131 
1140.8      2.387     0.031      0.0025     0.0003     0.0004     1399700201132 
1140.8      2.463     0.034      0.0022     0.0004     0.0004     1399700201133 
1140.8      2.546     0.035      0.0016     0.0004     0.0004     1399700201134 
1140.8      2.631     0.037      0.0029     0.0004     0.0005     1399700201135 
1140.8      2.719     0.039      0.0027     0.0004     0.0005     1399700201136 
1140.8      2.815     0.041      0.0041     0.0005     0.0006     1399700201137 
1140.8      2.913     0.043      0.0033     0.0004     0.0006     1399700201138 
1140.8      3.019     0.045      0.0033     0.0005     0.0006     1399700201139 
1140.8      3.127     0.048      0.0034     0.0005     0.0006     1399700201140 
1140.8      3.245     0.052      0.0040     0.0005     0.0007     1399700201141 
1140.8      3.367     0.053      0.0048     0.0006     0.0008     1399700201142 
1140.8      3.498     0.056      0.0035     0.0005     0.0007     1399700201143 
1140.8      3.636     0.061      0.0044     0.0006     0.0007     1399700201144 
1140.8      3.782     0.064      0.0031     0.0005     0.0006     1399700201145 
1140.8      3.937     0.068      0.0029     0.0005     0.0006     1399700201146 
1140.8      4.103     0.073      0.0025     0.0005     0.0006     1399700201147 
1140.8      4.279     0.076      0.0014     0.0005     0.0005     1399700201148 
