ENTRY            13706   20100525                             13641370600000001 
SUBENT        13706001   20100525                             13641370600100001 
BIB                 11         26                                 1370600100002 
INSTITUTE  (1USALAS)                                              1370600100003 
REFERENCE  (J,PR,120,198,196010)                                  1370600100004 
AUTHOR     (J.E.Simmons,R.L.Henkel)                               1370600100005 
TITLE      Angular Distribution of Fragments in Fission Induced   1370600100006 
            by MeV Neutrons                                       1370600100007 
FACILITY   (VDG)                                                  1370600100008 
INC-SOURCE (P-T) 0.5 to 5 MeV                                     1370600100009 
           (D-D) 5 to 9 MeV                                       1370600100010 
           (D-T) 14 to 23 MeV                                     1370600100011 
DETECTOR   (PROPC)                                                1370600100012 
CORRECTION Corrected for:                                         1370600100013 
            . neutron background (1%),                            1370600100014 
            . accidental coincidence background (2%),             1370600100015 
            . relative counter efficiency,                        1370600100016 
            . break-up of neutrons at energy >21 MeV (1%),        1370600100017 
            . center-of-mass effect (1.5%),                       1370600100018 
            . resolution effect (2%).                             1370600100019 
           Not corrected for isotopic impurities.                 1370600100020 
ERR-ANALYS (EN-ERR) the half-energy loss of the incident charged- 1370600100021 
            particle in the gas target.                           1370600100022 
           (DATA-ERR) Standard deviation, dominated by statistical1370600100023 
            uncertainties, and including uncertainties in first 3 1370600100024 
            corrections.                                          1370600100025 
STATUS     (TABLE) Data taken from article.                       1370600100026 
HISTORY    (19980817C)                                            1370600100027 
           (20100525A) Subentry 13706.006 corrected. BIB update.  1370600100028 
ENDBIB              26          0                                 1370600100029 
NOCOMMON             0          0                                 1370600100030 
ENDSUBENT           29          0                                 1370600199999 
SUBENT        13706002   19980821                             00001370600200001 
BIB                  1          1                                 1370600200002 
REACTION   (92-U-233(N,F),,DA,FF,RSD)                             1370600200003 
ENDBIB               1          0                                 1370600200004 
NOCOMMON             0          0                                 1370600200005 
DATA                 5        108                                 1370600200006 
EN         EN-ERR     ANG        DATA       DATA-ERR              1370600200007 
 4.00       0.05       45.        1.00       0.04                 1370600600043 
 4.00       0.05       22.5       1.18       0.04                 1370600600044 
 4.00       0.05       10.        1.10       0.04                 1370600600045 
 5.00       0.06       67.5       1.02       0.08                 1370600600046 
 5.00       0.06       45.        0.96       0.07                 1370600600047 
 5.00       0.06       22.5       1.12       0.08                 1370600600048 
 5.00       0.06       10.        1.05       0.08                 1370600600049 
 5.50       0.18       67.5       0.87       0.06                 1370600600050 
 5.50       0.18       45.        0.99       0.07                 1370600600051 
 5.50       0.18       22.5       1.03       0.07                 1370600600052 
 5.50       0.18       10.        1.10       0.08                 1370600600053 
 6.00       0.18       67.5       0.89       0.06                 1370600600054 
 6.00       0.18       45.        0.96       0.06                 1370600600055 
 6.00       0.18       22.5       1.18       0.07                 1370600600056 
 6.00       0.18       10.        1.36       0.08                 1370600600057 
 6.50       0.16       67.5       0.95       0.05                 1370600600058 
 6.50       0.16       45.        1.08       0.05                 1370600600059 
 6.50       0.16       22.5       1.48       0.06                 1370600600060 
 6.50       0.26       10.        1.88       0.07                 1370600600061 
 7.00       0.21       67.5       1.04       0.05                 1370600600062 
 7.00       0.21       45.        1.16       0.05                 1370600600063 
 7.00       0.21       22.5       1.87       0.06                 1370600600064 
 7.00       0.21       10.        2.30       0.06                 1370600600065 
 7.50       0.14       67.5       1.01       0.02                 1370600600066 
 7.50       0.14       45.        1.24       0.02                 1370600600067 
 7.50       0.14       22.5       1.83       0.03                 1370600600068 
 7.50       0.14       10.        2.20       0.03                 1370600600069 
 8.00       0.18       67.5       0.95       0.04                 1370600600070 
 8.00       0.18       45.        1.13       0.04                 1370600600071 
 8.00       0.18       22.5       1.62       0.05                 1370600600072 
 8.00       0.18       10.        1.90       0.05                 1370600600073 
 8.50       0.16       67.5       0.95       0.04                 1370600600074 
 8.50       0.16       45.        1.10       0.04                 1370600600075 
 8.50       0.16       22.5       1.56       0.05                 1370600600076 
 8.50       0.16       10.        1.74       0.05                 1370600600077 
 9.15       0.14       67.5       1.01       0.04                 1370600600078 
 9.15       0.14       45.        1.19       0.04                 1370600600079 
 9.15       0.14       22.5       1.55       0.05                 1370600600080 
 9.15       0.14       10.        1.70       0.05                 1370600600081 
ENDDATA             74          0                                 1370600600082 
ENDSUBENT           81          0                                 1370600699999 
SUBENT        13706007   19980821                             00001370600700001 
BIB                  1          1                                 1370600700002 
REACTION   (92-U-234(N,F),,DA,FF,RSD)                             1370600700003 
ENDBIB               1          0                                 1370600700004 
NOCOMMON             0          0                                 1370600700005 
DATA                 5         72                                 1370600700006 
EN         EN-ERR     ANG        DATA       DATA-ERR              1370600700007 
MEV        MEV        ADEG       NO-DIM     NO-DIM                1370600700008 
 0.60       0.10       67.5       1.19       0.08                 1370600700009 
 0.60       0.10       45.        1.19       0.08                 1370600700010 
 0.60       0.10       22.5       1.37       0.09                 1370600700011 
 0.60       0.10       10.        1.45       0.09                 1370600700012 
 0.85       0.10       67.5       1.07       0.05                 1370600700013 
 0.85       0.10       45.        1.20       0.06                 1370600700014 
 0.85       0.10       22.5       1.47       0.06                 1370600700015 
 0.85       0.10       10.        1.68       0.06                 1370600700016 
 1.00       0.10       67.5       1.10       0.05                 1370600700017 
 1.00       0.10       45.        1.21       0.06                 1370600700018 
 1.00       0.10       22.5       1.20       0.06                 1370600700019 
 1.00       0.10       10.        1.26       0.05                 1370600700020 
 1.25       0.08       67.5       1.08       0.05                 1370600700021 
 1.25       0.08       45.        1.12       0.05                 1370600700022 
 1.25       0.08       22.5       1.09       0.05                 1370600700023 
 1.25       0.08       10.        1.13       0.05                 1370600700024 
 1.50       0.08       67.5       1.07       0.04                 1370600700025 
 1.50       0.12       45.        1.14       0.04                 1370600700026 
 1.50       0.12       22.5       1.12       0.04                 1370600700027 
 1.50       0.12       10.        1.21       0.04                 1370600700028 
 1.75       0.12       67.5       1.09       0.04                 1370600700029 
 1.75       0.07       45.        1.21       0.04                 1370600700030 
 1.75       0.07       22.5       1.25       0.04                 1370600700031 
 1.75       0.07       10.        1.29       0.04                 1370600700032 
 2.00       0.07       67.5       1.05       0.04                 1370600700033 
 2.00       0.10       45.        1.16       0.04                 1370600700034 
 2.00       0.10       22.5       1.24       0.04                 1370600700035 
 2.00       0.10       10.        1.28       0.04                 1370600700036 
 2.50       0.10       67.5       1.00       0.03                 1370600700037 
 2.50       0.09       45.        1.07       0.04                 1370600700038 
 2.50       0.09       22.5       1.15       0.04                 1370600700039 
 2.50       0.09       10.        1.21       0.04                 1370600700040 
 3.50       0.09       67.5       1.07       0.04                 1370600700041 
 3.50       0.07       45.        1.15       0.04                 1370600700042 
 3.50       0.07       22.5       1.20       0.04                 1370600700043 
 3.50       0.07       10.        1.26       0.04                 1370600700044 
 4.50       0.07       67.5       1.04       0.04                 1370600700045 
 4.50       0.06       45.        1.07       0.04                 1370600700046 
 4.50       0.06       22.5       1.13       0.04                 1370600700047 
 4.50       0.06       10.        1.26       0.04                 1370600700048 
 5.00       0.06       67.5       1.11       0.04                 1370600700049 
 5.00       0.06       45.        1.14       0.04                 1370600700050 
 5.00       0.06       22.5       1.21       0.04                 1370600700051 
 5.00       0.06       10.        1.26       0.04                 1370600700052 
 5.50       0.06       67.5       1.02       0.04                 1370600700053 
 5.50       0.18       45.        1.16       0.05                 1370600700054 
 5.50       0.18       22.5       1.18       0.05                 1370600700055 
 5.50       0.18       10.        1.17       0.05                 1370600700056 
 6.00       0.18       67.5       1.07       0.04                 1370600700057 
 6.00       0.18       45.        1.20       0.05                 1370600700058 
 6.00       0.18       22.5       1.29       0.05                 1370600700059 
 6.00       0.18       10.        1.36       0.05                 1370600700060 
 6.50       0.18       67.5       1.04       0.04                 1370600700061 
 6.50       0.24       45.        1.19       0.04                 1370600700062 
 6.50       0.24       22.5       1.38       0.04                 1370600700063 
 6.50       0.24       10.        1.49       0.04                 1370600700064 
 7.00       0.24       67.5       1.06       0.04                 1370600700065 
 7.00       0.21       45.        1.21       0.04                 1370600700066 
 7.00       0.21       22.5       1.46       0.05                 1370600700067 
 7.00       0.21       10.        1.56       0.04                 1370600700068 
 7.21       0.21       67.5       1.05       0.04                 1370600700069 
 7.21       0.19       45.        1.25       0.04                 1370600700070 
 7.21       0.19       22.5       1.46       0.05                 1370600700071 
 7.21       0.19       10.        1.62       0.04                 1370600700072 
 7.50       0.19       67.5       1.10       0.04                 1370600700073 
 7.50       0.19       45.        1.28       0.04                 1370600700074 
 7.50       0.19       22.5       1.52       0.05                 1370600700075 
 7.50       0.19       10.        1.58       0.04                 1370600700076 
 8.50       0.16       67.5       1.06       0.03                 1370600700077 
 8.50       0.16       45.        1.20       0.04                 1370600700078 
 8.50       0.16       22.5       1.40       0.04                 1370600700079 
 8.50       0.16       10.        1.52       0.04                 1370600700080 
ENDDATA             74          0                                 1370600700081 
ENDSUBENT           80          0                                 1370600799999 
SUBENT        13706008   19980821                             00001370600800001 
BIB                  1          1                                 1370600800002 
REACTION   (92-U-236(N,F),,DA,FF,RSD)                             1370600800003 
ENDBIB               1          0                                 1370600800004 
NOCOMMON             0          0                                 1370600800005 
DATA                 5         80                                 1370600800006 
EN         EN-ERR     ANG        DATA       DATA-ERR              1370600800007 
MEV        MEV        ADEG       NO-DIM     NO-DIM                1370600800008 
 0.60       0.10       67.5       0.95       0.30                 1370600800009 
 0.60       0.10       45.        1.04       0.30                 1370600800010 
 0.60       0.10       22.5       0.65       0.23                 1370600800011 
 0.60       0.10       10.        0.87       0.30                 1370600800012 
 0.85       0.10       67.5       1.16       0.11                 1370600800013 
 0.85       0.10       45.        1.18       0.10                 1370600800014 
 0.85       0.10       22.5       0.85       0.09                 1370600800015 
 0.85       0.10       10.        0.73       0.09                 1370600800016 
 1.00       0.10       67.5       1.05       0.07                 1370600800017 
 1.00       0.10       45.        1.18       0.07                 1370600800018 
 1.00       0.10       22.5       0.94       0.06                 1370600800019 
 1.00       0.10       10.        0.82       0.06                 1370600800020 
 1.12       0.09       67.5       0.94       0.07                 1370600800021 
 1.12       0.09       45.        1.10       0.08                 1370600800022 
 1.12       0.09       22.5       1.14       0.08                 1370600800023 
 1.12       0.09       10.        1.21       0.08                 1370600800024 
 1.25       0.07       67.5       1.05       0.05                 1370600800025 
 1.25       0.07       45.        1.14       0.06                 1370600800026 
 1.25       0.07       22.5       1.30       0.05                 1370600800027 
 1.25       0.07       10.        1.31       0.05                 1370600800028 
 1.50       0.09       67.5       1.04       0.04                 1370600800029 
 1.50       0.09       45.        1.12       0.04                 1370600800030 
 1.50       0.09       22.5       1.21       0.04                 1370600800031 
 1.50       0.09       10.        1.23       0.04                 1370600800032 
 1.75       0.07       67.5       1.09       0.06                 1370600800033 
 1.75       0.07       45.        1.22       0.06                 1370600800034 
 1.75       0.07       22.5       1.30       0.06                 1370600800035 
 1.75       0.07       10.        1.28       0.06                 1370600800036 
 2.00       0.10       67.5       1.05       0.03                 1370600800037 
 2.00       0.10       45.        1.16       0.03                 1370600800038 
 2.00       0.10       22.5       1.28       0.03                 1370600800039 
 2.00       0.10       10.        1.33       0.03                 1370600800040 
 2.50       0.09       67.5       1.04       0.03                 1370600800041 
 2.50       0.09       45.        1.16       0.04                 1370600800042 
 2.50       0.09       22.5       1.19       0.04                 1370600800043 
 2.50       0.09       10.        1.22       0.03                 1370600800044 
 3.01       0.07       67.5       1.08       0.05                 1370600800045 
 3.01       0.07       45.        1.11       0.05                 1370600800046 
 3.01       0.07       22.5       1.16       0.05                 1370600800047 
 3.01       0.07       10.        1.20       0.05                 1370600800048 
 4.00       0.06       67.5       1.02       0.04                 1370600800049 
 4.00       0.06       45.        1.09       0.04                 1370600800050 
 4.00       0.06       22.5       1.19       0.04                 1370600800051 
 4.00       0.06       10.        1.21       0.04                 1370600800052 
 5.00       0.06       67.5       1.06       0.05                 1370600800053 
 5.00       0.06       45.        1.20       0.05                 1370600800054 
 5.00       0.06       22.5       1.23       0.05                 1370600800055 
 5.00       0.06       10.        1.24       0.05                 1370600800056 
 6.00       0.18       67.5       0.96       0.04                 1370600800057 
 6.00       0.18       45.        1.00       0.04                 1370600800058 
 6.00       0.18       22.5       1.24       0.05                 1370600800059 
 6.00       0.18       10.        1.27       0.05                 1370600800060 
 6.18       0.18       67.5       0.99       0.05                 1370600800061 
 6.18       0.18       45.        1.14       0.05                 1370600800062 
 6.18       0.18       22.5       1.34       0.05                 1370600800063 
 6.18       0.18       10.        1.49       0.05                 1370600800064 
 6.50       0.16       67.5       1.01       0.04                 1370600800065 
 6.50       0.16       45.        1.15       0.04                 1370600800066 
 6.50       0.16       22.5       1.44       0.05                 1370600800067 
 6.50       0.16       10.        1.55       0.05                 1370600800068 
 7.00       0.14       67.5       1.05       0.03                 1370600800069 
 7.00       0.14       45.        1.30       0.04                 1370600800070 
 7.00       0.14       22.5       1.63       0.05                 1370600800071 
 7.00       0.14       10.        1.66       0.04                 1370600800072 
 7.50       0.13       67.5       0.99       0.04                 1370600800073 
 7.50       0.13       45.        1.15       0.04                 1370600800074 
 7.50       0.13       22.5       1.52       0.04                 1370600800075 
 7.50       0.13       10.        1.68       0.04                 1370600800076 
 8.00       0.18       67.5       1.14       0.03                 1370600800077 
 8.00       0.18       45.        1.30       0.03                 1370600800078 
 8.00       0.18       22.5       1.53       0.03                 1370600800079 
 8.00       0.18       10.        1.73       0.03                 1370600800080 
 8.50       0.16       67.5       1.04       0.03                 1370600800081 
 8.50       0.16       45.        1.23       0.03                 1370600800082 
 8.50       0.16       22.5       1.44       0.03                 1370600800083 
 8.50       0.16       10.        1.57       0.03                 1370600800084 
 9.15       0.14       67.5       1.08       0.03                 1370600800085 
 9.15       0.14       45.        1.23       0.04                 1370600800086 
 9.15       0.14       22.5       1.46       0.04                 1370600800087 
 9.15       0.14       10.        1.45       0.04                 1370600800088 
ENDDATA             82          0                                 1370600800089 
ENDSUBENT           88          0                                 1370600899999 
SUBENT        13706009   19980821                             00001370600900001 
BIB                  1          1                                 1370600900002 
REACTION   (92-U-238(N,F),,DA,FF,RSD)                             1370600900003 
ENDBIB               1          0                                 1370600900004 
NOCOMMON             0          0                                 1370600900005 
DATA                 5         60                                 1370600900006 
EN         EN-ERR     ANG        DATA       DATA-ERR              1370600900007 
MEV        MEV        ADEG       NO-DIM     NO-DIM                1370600900008 
 1.25       0.08       67.5       0.96       0.04                 1370600900009 
 1.25       0.08       45.        1.09       0.04                 1370600900010 
 1.25       0.08       22.5       1.15       0.04                 1370600900011 
 1.25       0.08       10.        1.20       0.05                 1370600900012 
 1.50       0.12       67.5       1.00       0.04                 1370600900013 
 1.50       0.12       45.        1.17       0.05                 1370600900014 
 1.50       0.12       22.5       1.46       0.05                 1370600900015 
 1.50       0.12       10.        1.54       0.06                 1370600900016 
 1.75       0.07       67.5       1.00       0.04                 1370600900017 
 1.75       0.07       45.        1.17       0.05                 1370600900018 
 1.75       0.07       22.5       1.15       0.05                 1370600900019 
 1.75       0.07       10.        1.20       0.05                 1370600900020 
 2.00       0.10       67.5       1.04       0.02                 1370600900021 
 2.00       0.10       45.        1.14       0.02                 1370600900022 
 2.00       0.10       22.5       1.25       0.02                 1370600900023 
 2.00       0.10       10.        1.29       0.03                 1370600900024 
 2.50       0.09       67.5       0.96       0.02                 1370600900025 
 2.50       0.09       45.        1.06       0.03                 1370600900026 
 2.50       0.09       22.5       1.16       0.03                 1370600900027 
 2.50       0.09       10.        1.25       0.03                 1370600900028 
 3.50       0.07       67.5       0.99       0.02                 1370600900029 
 3.50       0.07       45.        1.06       0.02                 1370600900030 
 3.50       0.07       22.5       1.14       0.02                 1370600900031 
 3.50       0.07       10.        1.24       0.03                 1370600900032 
 4.50       0.06       67.5       1.01       0.03                 1370600900033 
 4.50       0.06       45.        1.08       0.03                 1370600900034 
 4.50       0.06       22.5       1.15       0.03                 1370600900035 
 4.50       0.06       10.        1.24       0.04                 1370600900036 
 5.00       0.06       67.5       1.02       0.02                 1370600900037 
 5.00       0.06       45.        1.09       0.03                 1370600900038 
 5.00       0.06       22.5       1.21       0.03                 1370600900039 
 5.00       0.06       10.        1.20       0.03                 1370600900040 
 5.50       0.18       67.5       0.98       0.03                 1370600900041 
 5.50       0.18       45.        1.09       0.03                 1370600900042 
 5.50       0.18       22.5       1.17       0.04                 1370600900043 
 5.50       0.18       10.        1.19       0.04                 1370600900044 
 6.00       0.18       67.5       1.02       0.03                 1370600900045 
 6.00       0.18       45.        1.20       0.03                 1370600900046 
 6.00       0.18       22.5       1.34       0.03                 1370600900047 
 6.00       0.18       10.        1.53       0.04                 1370600900048 
 6.50       0.24       67.5       1.07       0.03                 1370600900049 
 6.50       0.24       45.        1.26       0.03                 1370600900050 
 6.50       0.24       22.5       1.52       0.04                 1370600900051 
 6.50       0.24       10.        1.79       0.05                 1370600900052 
 7.00       0.21       67.5       1.03       0.02                 1370600900053 
 7.00       0.21       45.        1.16       0.02                 1370600900054 
 7.00       0.21       22.5       1.49       0.02                 1370600900055 
 7.00       0.21       10.        1.71       0.03                 1370600900056 
 7.20       0.19       67.5       0.97       0.02                 1370600900057 
 7.20       0.19       45.        1.14       0.02                 1370600900058 
 7.20       0.19       22.5       1.43       0.03                 1370600900059 
 7.20       0.19       10.        1.70       0.04                 1370600900060 
 7.50       0.19       67.5       1.03       0.02                 1370600900061 
 7.50       0.19       45.        1.16       0.02                 1370600900062 
 7.50       0.19       22.5       1.44       0.02                 1370600900063 
 7.50       0.19       10.        1.64       0.03                 1370600900064 
 8.50       0.16       67.5       1.00       0.02                 1370600900065 
 8.50       0.16       45.        1.17       0.02                 1370600900066 
 8.50       0.16       22.5       1.37       0.02                 1370600900067 
 8.50       0.16       10.        1.55       0.03                 1370600900068 
ENDDATA             62          0                                 1370600900069 
ENDSUBENT           68          0                                 1370600999999 
ENDENTRY             9          0                                 1370699999999 
