ENTRY            12838   19851119                             00001283800000001 
SUBENT        12838001   19851119                             00001283800100001 
BIB                 13         32                                 1283800100002 
INSTITUTE  (1USADAV,1USALAS)                                      1283800100003 
REFERENCE  (J,PR/C,28,521,8308)                                   1283800100004 
AUTHOR     (T.S.SUBRAMANIAN,J.L.ROMERO,F.P.BRADY,J.W.WATSON,      1283800100005 
           D.H.FITZGERALD,R.GARRETT,G.A.NEEDHAM,J.L.ULLMAN,       1283800100006 
           C.I.ZANELLI,D.J.BRENNER,R.A.PRAEL)                     1283800100007 
TITLE      DOUBLE DIFFERENTIAL INCLUSIVE HYDROGEN AND HELIUM      1283800100008 
            SPECTRA FROM NEUTRON-INDUCED REACTIONS ON CARBON      1283800100009 
            27.4, 39.7, AND 60.7 MEV                              1283800100010 
INC-SOURCE (P-LI7)                                                1283800100011 
SAMPLE     SHEETS OF C-H                                          1283800100012 
DETECTOR   (TELES,SOLST,NAICR) 2 SI(SB) DELTA-E DETECTORS         1283800100013 
            COUPLED WITH NAI DETECTOR FOR OUTGOING PARTICLES      1283800100014 
           (TELES,SCIN) CHARGED-PARTICLE VETO DETECTOR COUPLED    1283800100015 
            WITH 2 PLASTIC SCINTILLATORS WITH A CH2 CONVERTER     1283800100016 
            FOR NEUTRON BEAM MONITOR                              1283800100017 
METHOD     TIME-OF-FLIGHT USED TO ELIMINATE NEUTRON BEAM TAIL.    1283800100018 
MONITOR    (1-H-1(N,EL)1-H-1,,DA)                                 1283800100019 
CORRECTION CORRECTED FOR BACKGROUND, ENERGY AND PARTICLE          1283800100020 
            LOSS IN SAMPLE, AND DEAD GAP IN NAI DETECTOR          1283800100021 
ERR-ANALYS (ERR-S) QUOTED ERRORS ARE STAISTICAL                   1283800100022 
           SYSTEMATIC ERRORS INCLUDE                              1283800100023 
            - NORMALIZATION TO H PEAK (2 PERCENT)                 1283800100024 
            - BACKGROUND SUBTRACTION (APPROX. 8 PERCENT)          1283800100025 
            - HE3 CONTAMINATION IN ALPHA SPECTRUM                 1283800100026 
               FOR 27.4 MEV, NEGLIGIBLE                           1283800100027 
               FOR 39.7 MEV, APPROX. 3 PERCENT                    1283800100028 
               FOR 60.7 MEV, APPORX. 5 PERCENT                    1283800100029 
            - OVERALL NORMALIZATION UNCERTAINTY 5 PERCENT         1283800100030 
            - HYDROGEN SURFACE DENSITY (APPROX. 4 PERCENT)        1283800100031 
STATUS     DATA TAKEN FROM PRIVATE COMM., ROMERO, 85/9            1283800100032 
           (APRVD) J.L.ROMERO, 11/5/85.                           1283800100033 
HISTORY    (850812C)                                              1283800100034 
ENDBIB              32          0                                 1283800100035 
NOCOMMON             0          0                                 1283800100036 
ENDSUBENT           35          0                                 1283800199999 
SUBENT        12838002   19851119                             00001283800200001 
BIB                  2          4                                 1283800200002 
REACTION   (6-C-12(N,X)1-H-1,,DA/DE)                              1283800200003 
CORRECTION CORRECTED FOR PROTON LOSS IN STOPPING DETECTOR DUE TO  1283800200004 
            NUCLEAR INTERACTIONS. RANGES FROM 1.5 PERCENT AT 39.7 1283800200005 
            MEV TO 4 PERCENT AT 60.7 MEV.                         1283800200006 
ENDBIB               4          0                                 1283800200007 
NOCOMMON             0          0                                 1283800200008 
DATA                 5        223                                 1283800200009 
EN         ANG        E          DATA       ERR-S                 1283800200010 
    60.7          20.0       34.3       0.18       0.09           1283800300156 
    60.7          20.0       36.3       0.27       0.09           1283800300157 
    60.7          20.0       38.3       0.46       0.09           1283800300158 
    60.7          20.0       40.3       0.66       0.09           1283800300159 
    60.7          20.0       42.3       0.45       0.10           1283800300160 
    60.7          20.0       44.3       1.96       0.12           1283800300161 
    60.7          20.0       46.3       2.06       0.12           1283800300162 
    60.7          20.0       48.3       0.12       0.07           1283800300163 
    60.7          35.0        2.8       0.41       0.04           1283800300164 
    60.7          35.0        4.8       0.39       0.04           1283800300165 
    60.7          35.0        6.8       0.31       0.04           1283800300166 
    60.7          35.0        8.8       0.30       0.04           1283800300167 
    60.7          35.0       10.8       0.31       0.04           1283800300168 
    60.7          35.0       12.8       0.18       0.05           1283800300169 
    60.7          35.0       14.8       0.12       0.05           1283800300170 
    60.7          35.0       16.8       0.23       0.04           1283800300171 
    60.7          35.0       18.8       0.26       0.05           1283800300172 
    60.7          35.0       20.8       0.13       0.05           1283800300173 
    60.7          35.0       22.8       0.18       0.04           1283800300174 
    60.7          35.0       24.8       0.26       0.05           1283800300175 
    60.7          35.0       26.8       0.20       0.07           1283800300176 
    60.7          35.0       28.8       0.26       0.05           1283800300177 
    60.7          35.0       30.8       0.28       0.06           1283800300178 
    60.7          35.0       32.8       0.26       0.06           1283800300179 
    60.7          35.0       34.8       0.25       0.05           1283800300180 
    60.7          35.0       36.8       0.27       0.05           1283800300181 
    60.7          35.0       38.8       0.29       0.06           1283800300182 
    60.7          35.0       40.8       0.42       0.06           1283800300183 
    60.7          35.0       42.8       1.10       0.07           1283800300184 
    60.7          35.0       44.8       0.95       0.08           1283800300185 
    60.7          40.0        2.8       0.42       0.04           1283800300186 
    60.7          40.0        4.8       0.37       0.04           1283800300187 
    60.7          40.0        6.8       0.28       0.04           1283800300188 
    60.7          40.0        8.8       0.27       0.04           1283800300189 
    60.7          40.0       10.8       0.24       0.04           1283800300190 
    60.7          40.0       12.8       0.21       0.04           1283800300191 
    60.7          40.0       14.8       0.14       0.04           1283800300192 
    60.7          40.0       16.8       0.20       0.04           1283800300193 
    60.7          40.0       18.8       0.07       0.07           1283800300194 
    60.7          40.0       20.8       0.28       0.04           1283800300195 
    60.7          40.0       22.8       0.15       0.04           1283800300196 
    60.7          40.0       24.8       0.12       0.05           1283800300197 
    60.7          40.0       26.8       0.19       0.05           1283800300198 
    60.7          40.0       28.8       0.14       0.05           1283800300199 
    60.7          40.0       30.8       0.13       0.06           1283800300200 
    60.7          40.0       32.8       0.28       0.05           1283800300201 
    60.7          40.0       34.8       0.15       0.05           1283800300202 
    60.7          40.0       36.8       0.18       0.06           1283800300203 
    60.7          40.0       38.8       0.28       0.06           1283800300204 
    60.7          40.0       40.8       0.31       0.06           1283800300205 
    60.7          40.0       42.8       0.94       0.08           1283800300206 
    60.7          40.0       44.8       0.19       0.05           1283800300207 
    60.7          45.0        4.3       0.34       0.04           1283800300208 
    60.7          45.0        6.3       0.28       0.04           1283800300209 
    60.7          45.0        8.3       0.28       0.05           1283800300210 
    60.7          45.0       10.3       0.29       0.05           1283800300211 
    60.7          45.0       12.3       0.27       0.05           1283800300212 
    60.7          45.0       14.3       0.13       0.06           1283800300213 
    60.7          45.0       16.3       0.17       0.05           1283800300214 
    60.7          45.0       18.3       0.16       0.05           1283800300215 
    60.7          45.0       20.3       0.18       0.05           1283800300216 
    60.7          45.0       22.3       0.14       0.05           1283800300217 
    60.7          45.0       24.3       0.15       0.05           1283800300218 
    60.7          45.0       26.3       0.12       0.05           1283800300219 
    60.7          45.0       28.3       0.18       0.04           1283800300220 
    60.7          45.0       30.3       0.13       0.05           1283800300221 
    60.7          45.0       32.3       0.10       0.04           1283800300222 
    60.7          45.0       34.3       0.11       0.06           1283800300223 
    60.7          45.0       36.3       0.20       0.05           1283800300224 
    60.7          45.0       38.3       0.22       0.04           1283800300225 
    60.7          45.0       40.3       0.20       0.05           1283800300226 
    60.7          45.0       42.3       0.56       0.05           1283800300227 
    60.7          45.0       44.3       0.33       0.04           1283800300228 
    60.7          65.0        3.0       0.24       0.04           1283800300229 
    60.7          65.0        5.0       0.21       0.04           1283800300230 
    60.7          65.0        7.0       0.19       0.04           1283800300231 
    60.7          65.0        9.0       0.19       0.04           1283800300232 
    60.7          65.0       11.0       0.15       0.04           1283800300233 
    60.7          65.0       13.0       0.15       0.04           1283800300234 
    60.7          65.0       15.0       0.10       0.03           1283800300235 
    60.7          65.0       17.0       0.04       0.04           1283800300236 
    60.7          65.0       19.0       0.10       0.04           1283800300237 
    60.7          65.0       21.0       0.12       0.04           1283800300238 
    60.7          65.0       23.0       0.04       0.04           1283800300239 
    60.7          65.0       25.0       0.01       0.04           1283800300240 
    60.7          65.0       27.0       0.10       0.04           1283800300241 
    60.7          65.0       29.0       0.06       0.04           1283800300242 
    60.7          65.0       31.0       0.09       0.03           1283800300243 
    60.7          65.0       33.0       0.04       0.04           1283800300244 
    60.7          65.0       35.0       0.05       0.04           1283800300245 
    60.7          65.0       37.0       0.06       0.04           1283800300246 
    60.7          65.0       39.0       0.25       0.04           1283800300247 
    60.7          65.0       41.0       0.12       0.03           1283800300248 
    60.7          90.0        3.8       0.28       0.07           1283800300249 
    60.7          90.0        5.8       0.26       0.08           1283800300250 
    60.7          90.0       13.8       0.20       0.09           1283800300251 
    60.7          90.0       15.8       0.17       0.05           1283800300252 
    60.7          90.0       17.8       0.12       0.04           1283800300253 
    60.7          90.0       19.8       0.04       0.05           1283800300254 
    60.7          90.0       21.8       0.10       0.07           1283800300255 
    60.7          90.0       23.8       0.04       0.06           1283800300256 
    60.7          90.0       25.8       0.04       0.03           1283800300257 
    60.7          90.0       27.8       0.03       0.05           1283800300258 
    60.7          90.0       29.8       0.03       0.05           1283800300259 
    60.7          90.0       31.8      -0.01       0.04           1283800300260 
    60.7          90.0       33.8       0.07       0.04           1283800300261 
    60.7         130.0        3.9       0.15       0.07           1283800300262 
    60.7         130.0        5.9       0.14       0.09           1283800300263 
    60.7         130.0       11.9       0.05       0.09           1283800300264 
    60.7         130.0       13.9      -0.05       0.09           1283800300265 
    60.7         130.0       15.9      -0.01       0.07           1283800300266 
    60.7         130.0       17.9       0.04       0.07           1283800300267 
    60.7         130.0       19.9       0.12       0.05           1283800300268 
    60.7         130.0       21.9       0.04       0.08           1283800300269 
    60.7         130.0       23.9      -0.01       0.07           1283800300270 
    60.7         130.0       25.9       0.09       0.04           1283800300271 
    60.7         130.0       27.9       0.04       0.03           1283800300272 
    60.7         150.0        3.9       0.16       0.06           1283800300273 
    60.7         150.0        5.9      -0.04       0.12           1283800300274 
    60.7         150.0       11.9       0.02       0.10           1283800300275 
    60.7         150.0       13.9       0.10       0.09           1283800300276 
    60.7         150.0       15.9      -0.03       0.10           1283800300277 
    60.7         150.0       17.9      -0.04       0.12           1283800300278 
    60.7         150.0       19.9      -0.03       0.09           1283800300279 
    60.7         150.0       21.9      -0.07       0.09           1283800300280 
    60.7         150.0       23.9       0.03       0.10           1283800300281 
    60.7         150.0       25.9      -0.06       0.09           1283800300282 
    60.7         150.0       27.9      -0.06       0.08           1283800300283 
ENDDATA            277          0                                 1283800300284 
ENDSUBENT          283          0                                 1283800399999 
SUBENT        12838004   19850812                             00001283800400001 
BIB                  1          2                                 1283800400002 
REACTION   (6-C-12(N,X)1-H-3,,DA/DE)                              1283800400003 
            60.7 MEV.                                             1283800400004 
ENDBIB               2          0                                 1283800400005 
NOCOMMON             0          0                                 1283800400006 
DATA                 5        180                                 1283800400007 
EN         ANG        E          DATA       ERR-S                 1283800400008 
MEV        ADEG       MEV        MB/SR/MEV  MB/SR/MEV             1283800400009 
    27.4          15.0        4.9       0.16       0.05           1283800400010 
    27.4          15.0        6.9       0.61       0.10           1283800400011 
    27.4          15.0        8.9       0.21       0.05           1283800400012 
    27.4          15.0       10.9       0.01       0.01           1283800400013 
    27.4          20.0        5.0       0.22       0.06           1283800400014 
    27.4          20.0        7.0       0.67       0.10           1283800400015 
    27.4          20.0        9.0       0.09       0.03           1283800400016 
    27.4          35.0        5.3       0.39       0.07           1283800400017 
    27.4          35.0        7.3       0.19       0.06           1283800400018 
    27.4          35.0        9.3       0.01       0.01           1283800400019 
    27.4          40.0        4.6       0.10       0.04           1283800400020 
    27.4          40.0        6.6       0.37       0.08           1283800400021 
    27.4          40.0        8.6       0.01       0.01           1283800400022 
    27.4          45.0        5.7       0.25       0.06           1283800400023 
    27.4          45.0        7.7       0.12       0.04           1283800400024 
    27.4          65.0        5.6       0.06       0.04           1283800400025 
    39.7          15.0        5.0       0.61       0.09           1283800400026 
    39.7          15.0        7.0       0.36       0.09           1283800400027 
    39.7          15.0        9.0       0.33       0.09           1283800400028 
    39.7          15.0       11.0       0.35       0.08           1283800400029 
    39.7          15.0       13.0       0.32       0.07           1283800400030 
    39.7          15.0       15.0       0.13       0.07           1283800400031 
    39.7          15.0       17.0       0.26       0.07           1283800400032 
    39.7          15.0       19.0       0.35       0.09           1283800400033 
    39.7          20.0        4.8       0.30       0.06           1283800400034 
    39.7          20.0        6.8       0.38       0.07           1283800400035 
    39.7          20.0        8.8       0.36       0.07           1283800400036 
    39.7          20.0       10.8       0.35       0.08           1283800400037 
    39.7          20.0       12.8       0.32       0.12           1283800400038 
    39.7          20.0       14.8       0.14       0.08           1283800400039 
    39.7          20.0       16.8       0.18       0.05           1283800400040 
    39.7          20.0       18.8       0.24       0.08           1283800400041 
    39.7          20.0       20.8       0.03       0.02           1283800400042 
    39.7          35.0        4.4       0.26       0.05           1283800400043 
    39.7          35.0        6.4       0.14       0.05           1283800400044 
    39.7          35.0        8.4       0.19       0.05           1283800400045 
    39.7          35.0       10.4       0.22       0.06           1283800400046 
    39.7          35.0       12.4       0.11       0.05           1283800400047 
    39.7          35.0       14.4       0.21       0.05           1283800400048 
    39.7          35.0       16.4       0.25       0.06           1283800400049 
    39.7          35.0       18.4       0.06       0.02           1283800400050 
    39.7          40.0        4.2       0.31       0.06           1283800400051 
    39.7          40.0        6.2       0.26       0.07           1283800400052 
    39.7          40.0        8.2       0.16       0.05           1283800400053 
    39.7          40.0       10.2       0.14       0.05           1283800400054 
    39.7          40.0       12.2       0.11       0.04           1283800400055 
    39.7          40.0       14.2       0.25       0.07           1283800400056 
    39.7          40.0       16.2       0.14       0.04           1283800400057 
    39.7          40.0       18.2       0.01       0.01           1283800400058 
    39.7          45.0        4.8       0.28       0.06           1283800400059 
    39.7          45.0        6.8       0.21       0.05           1283800400060 
    39.7          45.0        8.8       0.08       0.04           1283800400061 
    39.7          45.0       10.8       0.17       0.06           1283800400062 
    39.7          45.0       12.8       0.16       0.06           1283800400063 
    39.7          45.0       14.8       0.15       0.05           1283800400064 
    39.7          45.0       16.8       0.10       0.04           1283800400065 
    39.7          45.0       18.8       0.02       0.02           1283800400066 
    39.7          65.0        4.1       0.10       0.04           1283800400067 
    39.7          65.0        6.1       0.10       0.04           1283800400068 
    39.7          65.0        8.1       0.12       0.06           1283800400069 
    39.7          65.0       10.1       0.14       0.05           1283800400070 
    39.7          65.0       12.1       0.04       0.03           1283800400071 
    39.7          65.0       14.1       0.03       0.02           1283800400072 
    39.7          90.0        4.1       0.18       0.06           1283800400073 
    39.7          90.0        6.1       0.14       0.06           1283800400074 
    39.7         130.0        4.1       0.15       0.06           1283800400075 
    39.7         130.0        6.1       0.11       0.05           1283800400076 
    39.7         150.0        3.9       0.15       0.05           1283800400077 
    39.7         150.0        5.9       0.05       0.05           1283800400078 
    60.7          15.0        4.3       0.23       0.04           1283800400079 
    60.7          15.0        6.3       0.27       0.03           1283800400080 
    60.7          15.0        8.3       0.26       0.04           1283800400081 
    60.7          15.0       10.3       0.22       0.06           1283800400082 
    60.7          15.0       12.3       0.22       0.06           1283800400083 
    60.7          15.0       14.3       0.22       0.05           1283800400084 
    60.7          15.0       16.3       0.21       0.04           1283800400085 
    60.7          15.0       18.3       0.14       0.04           1283800400086 
    60.7          15.0       20.3       0.26       0.04           1283800400087 
    60.7          15.0       22.3       0.14       0.04           1283800400088 
    60.7          15.0       24.3       0.19       0.04           1283800400089 
    60.7          15.0       26.3       0.08       0.04           1283800400090 
    60.7          15.0       28.3       0.17       0.04           1283800400091 
    60.7          15.0       30.3       0.07       0.04           1283800400092 
    60.7          15.0       32.3       0.16       0.04           1283800400093 
    60.7          15.0       34.3       0.09       0.04           1283800400094 
    60.7          15.0       36.3       0.20       0.04           1283800400095 
    60.7          15.0       38.3       0.44       0.04           1283800400096 
    60.7          15.0       40.3       0.12       0.03           1283800400097 
    60.7          15.0       42.3      -0.04       0.04           1283800400098 
    60.7          20.0        4.3       0.35       0.04           1283800400099 
    60.7          20.0        6.3       0.27       0.04           1283800400100 
    60.7          20.0        8.3       0.26       0.03           1283800400101 
    60.7          20.0       10.3       0.22       0.04           1283800400102 
    60.7          20.0       12.3       0.25       0.04           1283800400103 
    60.7          20.0       14.3       0.22       0.04           1283800400104 
    60.7          20.0       16.3       0.22       0.04           1283800400105 
    60.7          20.0       18.3       0.12       0.04           1283800400106 
    60.7          20.0       20.3       0.17       0.03           1283800400107 
    60.7          20.0       22.3       0.14       0.03           1283800400108 
    60.7          20.0       24.3       0.18       0.03           1283800400109 
    60.7          20.0       26.3       0.12       0.04           1283800400110 
    60.7          20.0       28.3       0.14       0.03           1283800400111 
    60.7          20.0       30.3       0.15       0.04           1283800400112 
    60.7          20.0       32.3       0.15       0.03           1283800400113 
    60.7          20.0       34.3       0.10       0.04           1283800400114 
    60.7          20.0       36.3       0.20       0.04           1283800400115 
    60.7          20.0       38.3       0.24       0.04           1283800400116 
    60.7          20.0       40.3       0.08       0.02           1283800400117 
    60.7          35.0        3.4       0.24       0.04           1283800400118 
    60.7          35.0        5.4       0.21       0.04           1283800400119 
    60.7          35.0        7.4       0.15       0.04           1283800400120 
    60.7          35.0        9.4       0.18       0.04           1283800400121 
    60.7          35.0       11.4       0.18       0.04           1283800400122 
    60.7          35.0       13.4       0.07       0.04           1283800400123 
    60.7          35.0       15.4       0.11       0.03           1283800400124 
    60.7          35.0       17.4       0.14       0.03           1283800400125 
    60.7          35.0       19.4       0.04       0.04           1283800400126 
    60.7          35.0       21.4       0.06       0.02           1283800400127 
    60.7          35.0       23.4       0.12       0.02           1283800400128 
    60.7          35.0       25.4       0.08       0.02           1283800400129 
    60.7          35.0       27.4       0.04       0.03           1283800400130 
    60.7          35.0       29.4       0.08       0.03           1283800400131 
    60.7          35.0       31.4       0.11       0.02           1283800400132 
    60.7          35.0       33.4       0.04       0.03           1283800400133 
    60.7          35.0       35.4       0.05       0.02           1283800400134 
    60.7          35.0       37.4       0.11       0.03           1283800400135 
    60.7          35.0       39.4       0.02       0.02           1283800400136 
    60.7          40.0        3.4       0.17       0.03           1283800400137 
    60.7          40.0        5.4       0.23       0.04           1283800400138 
    60.7          40.0        7.4       0.25       0.04           1283800400139 
    60.7          40.0        9.4       0.26       0.04           1283800400140 
    60.7          40.0       11.4       0.25       0.04           1283800400141 
    60.7          40.0       13.4       0.12       0.02           1283800400142 
    60.7          40.0       15.4       0.11       0.03           1283800400143 
    60.7          40.0       17.4       0.09       0.03           1283800400144 
    60.7          40.0       19.4       0.10       0.03           1283800400145 
    60.7          40.0       21.4       0.11       0.03           1283800400146 
    60.7          40.0       23.4       0.04       0.03           1283800400147 
    60.7          40.0       25.4       0.09       0.02           1283800400148 
    60.7          40.0       27.4       0.10       0.03           1283800400149 
    60.7          40.0       29.4       0.11       0.03           1283800400150 
    60.7          40.0       31.4       0.05       0.03           1283800400151 
    60.7          40.0       33.4      -0.01       0.03           1283800400152 
    60.7          40.0       35.4       0.04       0.03           1283800400153 
    60.7          40.0       37.4       0.08       0.02           1283800400154 
    60.7          40.0       39.4       0.03       0.01           1283800400155 
    60.7          45.0        4.3       0.27       0.03           1283800400156 
    60.7          45.0        6.3       0.20       0.04           1283800400157 
    60.7          45.0        8.3       0.20       0.03           1283800400158 
    60.7          45.0       10.3       0.17       0.04           1283800400159 
    60.7          45.0       12.3       0.16       0.04           1283800400160 
    60.7          45.0       14.3       0.09       0.04           1283800400161 
    60.7          45.0       16.3       0.08       0.03           1283800400162 
    60.7          45.0       18.3       0.04       0.04           1283800400163 
    60.7          45.0       20.3       0.06       0.03           1283800400164 
    60.7          45.0       22.3       0.01       0.04           1283800400165 
    60.7          45.0       24.3       0.06       0.02           1283800400166 
    60.7          45.0       26.3       0.05       0.03           1283800400167 
    60.7          45.0       28.3       0.10       0.03           1283800400168 
    60.7          45.0       30.3       0.04       0.02           1283800400169 
    60.7          45.0       32.3       0.03       0.01           1283800400170 
    60.7          45.0       34.3       0.02       0.02           1283800400171 
    60.7          45.0       36.3       0.04       0.02           1283800400172 
    60.7          45.0       38.3      -0.01       0.02           1283800400173 
    60.7          65.0        3.2       0.14       0.02           1283800400174 
    60.7          65.0        5.2       0.18       0.03           1283800400175 
    60.7          65.0        7.2       0.08       0.03           1283800400176 
    60.7          65.0        9.2       0.12       0.03           1283800400177 
    60.7          65.0       11.2       0.12       0.04           1283800400178 
    60.7          65.0       13.2       0.06       0.03           1283800400179 
    60.7          65.0       15.2       0.04       0.02           1283800400180 
    60.7          65.0       17.2       0.04       0.02           1283800400181 
    60.7          65.0       19.2       0.04       0.02           1283800400182 
    60.7          65.0       21.2       0.04       0.01           1283800400183 
    60.7          65.0       23.2       0.04       0.02           1283800400184 
    60.7          65.0       25.2      -0.01       0.03           1283800400185 
    60.7          65.0       27.2      -0.01       0.02           1283800400186 
    60.7          65.0       29.2      -0.01       0.02           1283800400187 
    60.7          65.0       31.2       0.04       0.02           1283800400188 
    60.7          65.0       33.2       0.01       0.02           1283800400189 
ENDDATA            182          0                                 1283800400190 
ENDSUBENT          189          0                                 1283800499999 
SUBENT        12838005   19851119                             00001283800500001 
BIB                  2          4                                 1283800500002 
REACTION   (6-C-12(N,X)2-HE-3,,DA/DE)                             1283800500003 
CORRECTION CORRECTED FOR PROTON LOSS IN STOPPING DETECTOR DUE TO  1283800500004 
            NUCLEAR INTERACTIONS. RANGES FROM 1.5 PERCENT AT 39.7 1283800500005 
            MEV TO 4 PERCENT AT 60.7 MEV.                         1283800500006 
ENDBIB               4          0                                 1283800500007 
NOCOMMON             0          0                                 1283800500008 
DATA                 5        126                                 1283800500009 
EN         ANG        E          DATA       ERR-S                 1283800500010 
MEV        ADEG       MEV        MB/SR/MEV  MB/SR/MEV             1283800500011 
    39.7          15.0       10.1       0.18       0.05           1283800500012 
    39.7          15.0       12.1       0.23       0.06           1283800500013 
    39.7          15.0       14.1       0.10       0.04           1283800500014 
    39.7          15.0       16.1       0.11       0.05           1283800500015 
    39.7          15.0       18.1       0.11       0.04           1283800500016 
    39.7          15.0       20.1       0.05       0.03           1283800500017 
    39.7          20.0        9.8       0.15       0.05           1283800500018 
    39.7          20.0       11.8       0.15       0.04           1283800500019 
    39.7          20.0       13.8       0.12       0.05           1283800500020 
    39.7          20.0       15.8       0.17       0.05           1283800500021 
    39.7          20.0       17.8       0.17       0.05           1283800500022 
    39.7          20.0       19.8       0.37       0.07           1283800500023 
    39.7          20.0       21.8       0.05       0.03           1283800500024 
    39.7          35.0        9.6       0.10       0.03           1283800500025 
    39.7          35.0       11.6       0.06       0.03           1283800500026 
    39.7          35.0       13.6       0.11       0.04           1283800500027 
    39.7          35.0       15.6       0.11       0.04           1283800500028 
    39.7          35.0       17.6       0.31       0.06           1283800500029 
    39.7          40.0        8.6       0.11       0.04           1283800500030 
    39.7          40.0       10.6       0.10       0.04           1283800500031 
    39.7          40.0       12.6       0.03       0.02           1283800500032 
    39.7          40.0       14.6       0.04       0.03           1283800500033 
    39.7          40.0       16.6       0.16       0.05           1283800500034 
    39.7          40.0       18.6       0.03       0.01           1283800500035 
    39.7          45.0       10.1       0.02       0.02           1283800500036 
    39.7          45.0       12.1       0.03       0.02           1283800500037 
    39.7          45.0       14.1       0.06       0.03           1283800500038 
    39.7          45.0       16.1       0.10       0.04           1283800500039 
    39.7          45.0       18.1       0.07       0.03           1283800500040 
    39.7          65.0       10.2       0.02       0.02           1283800500041 
    39.7          65.0       12.2       0.09       0.04           1283800500042 
    39.7          65.0       14.2       0.11       0.04           1283800500043 
    39.7          65.0       16.2       0.02       0.02           1283800500044 
    60.7          15.0        9.0       0.12       0.02           1283800500045 
    60.7          15.0       11.0       0.20       0.03           1283800500046 
    60.7          15.0       13.0       0.12       0.02           1283800500047 
    60.7          15.0       15.0       0.14       0.03           1283800500048 
    60.7          15.0       17.0       0.12       0.02           1283800500049 
    60.7          15.0       19.0       0.09       0.02           1283800500050 
    60.7          15.0       21.0       0.10       0.03           1283800500051 
    60.7          15.0       23.0       0.06       0.02           1283800500052 
    60.7          15.0       25.0       0.05       0.02           1283800500053 
    60.7          15.0       27.0       0.05       0.03           1283800500054 
    60.7          15.0       29.0       0.05       0.04           1283800500055 
    60.7          15.0       31.0       0.09       0.04           1283800500056 
    60.7          15.0       33.0       0.18       0.03           1283800500057 
    60.7          15.0       35.0       0.10       0.04           1283800500058 
    60.7          15.0       37.0       0.10       0.02           1283800500059 
    60.7          15.0       39.0       0.09       0.03           1283800500060 
    60.7          15.0       41.0       0.03       0.01           1283800500061 
    60.7          20.0        9.2       0.17       0.03           1283800500062 
    60.7          20.0       11.2       0.18       0.03           1283800500063 
    60.7          20.0       13.2       0.14       0.02           1283800500064 
    60.7          20.0       15.2       0.12       0.03           1283800500065 
    60.7          20.0       17.2       0.08       0.03           1283800500066 
    60.7          20.0       19.2       0.09       0.02           1283800500067 
    60.7          20.0       21.2       0.07       0.03           1283800500068 
    60.7          20.0       23.2       0.06       0.02           1283800500069 
    60.7          20.0       25.2       0.10       0.02           1283800500070 
    60.7          20.0       27.2       0.08       0.02           1283800500071 
    60.7          20.0       29.2       0.09       0.02           1283800500072 
    60.7          20.0       31.2       0.08       0.02           1283800500073 
    60.7          20.0       33.2       0.12       0.03           1283800500074 
    60.7          20.0       35.2       0.10       0.02           1283800500075 
    60.7          20.0       37.2       0.07       0.03           1283800500076 
    60.7          20.0       39.2       0.02       0.02           1283800500077 
    60.7          20.0       41.2       0.00       0.01           1283800500078 
    60.7          35.0        8.1       0.12       0.03           1283800500079 
    60.7          35.0       10.1       0.07       0.02           1283800500080 
    60.7          35.0       12.1       0.08       0.02           1283800500081 
    60.7          35.0       14.1       0.07       0.02           1283800500082 
    60.7          35.0       16.1       0.11       0.02           1283800500083 
    60.7          35.0       18.1       0.09       0.02           1283800500084 
    60.7          35.0       20.1       0.05       0.01           1283800500085 
    60.7          35.0       22.1       0.06       0.02           1283800500086 
    60.7          35.0       24.1       0.04       0.02           1283800500087 
    60.7          35.0       26.1       0.03       0.02           1283800500088 
    60.7          35.0       28.1       0.06       0.01           1283800500089 
    60.7          35.0       30.1       0.03       0.02           1283800500090 
    60.7          35.0       32.1       0.01       0.02           1283800500091 
    60.7          35.0       34.1       0.05       0.02           1283800500092 
    60.7          35.0       36.1       0.03       0.01           1283800500093 
    60.7          35.0       38.1       0.03       0.01           1283800500094 
    60.7          40.0        8.4       0.14       0.03           1283800500095 
    60.7          40.0       10.4       0.17       0.03           1283800500096 
    60.7          40.0       12.4       0.10       0.02           1283800500097 
    60.7          40.0       14.4       0.06       0.02           1283800500098 
    60.7          40.0       16.4       0.09       0.02           1283800500099 
    60.7          40.0       18.4       0.04       0.01           1283800500100 
    60.7          40.0       20.4       0.04       0.01           1283800500101 
    60.7          40.0       22.4       0.05       0.02           1283800500102 
    60.7          40.0       24.4       0.02       0.02           1283800500103 
    60.7          40.0       26.4       0.03       0.02           1283800500104 
    60.7          40.0       28.4       0.01       0.02           1283800500105 
    60.7          40.0       30.4       0.02       0.02           1283800500106 
    60.7          40.0       32.4       0.01       0.02           1283800500107 
    60.7          40.0       34.4       0.04       0.01           1283800500108 
    60.7          40.0       36.4       0.02       0.01           1283800500109 
    60.7          40.0       38.4       0.02       0.01           1283800500110 
    60.7          45.0        9.2       0.12       0.03           1283800500111 
    60.7          45.0       11.2       0.08       0.02           1283800500112 
    60.7          45.0       13.2       0.07       0.02           1283800500113 
    60.7          45.0       15.2       0.07       0.02           1283800500114 
    60.7          45.0       17.2       0.04       0.01           1283800500115 
    60.7          45.0       19.2       0.04       0.01           1283800500116 
    60.7          45.0       21.2       0.02       0.01           1283800500117 
    60.7          45.0       23.2       0.04       0.01           1283800500118 
    60.7          45.0       25.2       0.04       0.01           1283800500119 
