ENTRY            13527   19951218                             00001352700000001 
SUBENT        13527001   19951218                             00001352700100001 
BIB                 13         22                                 1352700100002 
INSTITUTE  (1USALAS,1USAOHO,1USADAV,1USATNL,2SWDUPP)              1352700100003 
REFERENCE  (J,PR/C,45,1791,9204)                                  1352700100004 
AUTHOR     (B.K.PARK,J.RAPAPORT,J.L.ULLMANN,A.G.LING,D.S.SORENSON,1352700100005 
           F.P.BRADY,J.L.ROMERO,C.R.HOWELL,W.TORNOW,C.T.RONNQVIST)1352700100006 
TITLE      Gamow-Teller and dipole strength distribution in       1352700100007 
            40Ca(n,p)40K reaction.                                1352700100008 
FACILITY   (MESON) LAMPF-WNR                                      1352700100009 
INC-SOURCE White neutron source, spallation neutrons from 800 MeV 1352700100010 
            protons on tungsten                                   1352700100011 
SAMPLE     Natural calcium in multi-target array.                 1352700100012 
DETECTOR   (MWPC) 4 single-plane multiwire proportional counters. 1352700100013 
           (CSICR) To measure energy of detected protons          1352700100014 
MONITOR    (1-H-1(N,EL)1-H-1,,SIG)                                1352700100015 
CORRECTION Corrected for:                                         1352700100016 
           - background                                           1352700100017 
           - misidentification of events due to target chamber    1352700100018 
             inefficiencies                                       1352700100019 
           - angular resolution                                   1352700100020 
ERR-ANALYS (DATA-ERR) statistical uncertainty                     1352700100021 
STATUS     Data received by electronic file transfer, 96/8/6.     1352700100022 
           (APRVD) Approved by B. Park, 96/9/13                   1352700100023 
HISTORY    (911219C)                                              1352700100024 
ENDBIB              22          0                                 1352700100025 
NOCOMMON             0          0                                 1352700100026 
ENDSUBENT           25          0                                 1352700199999 
SUBENT        13527002   19951218                             00001352700200001 
BIB                  1          1                                 1352700200002 
REACTION   (20-CA-40(N,P)19-K-40,,DA/DE)                          1352700200003 
ENDBIB               1          0                                 1352700200004 
COMMON               2          3                                 1352700200005 
EN-MIN     EN-MAX                                                 1352700200006 
MEV        MEV                                                    1352700200007 
 60.        70.                                                   1352700200008 
ENDCOMMON            3          0                                 1352700200009 
DATA                 5        419                                 1352700200010 
ANG-MIN    ANG-MAX    E-EXC      DATA       DATA-ERR              1352700200011 
         0.         2.       38.8 0.4100E+00 0.1533E+00           1352701300096 
         0.         2.       39.3 0.3278E+00 0.1372E+00           1352701300097 
         0.         2.       39.8 0.1392E+01 0.2899E+00           1352701300098 
         0.         2.       40.3 0.6550E+00 0.1953E+00           1352701300099 
         0.         2.       40.8 0.9007E+00 0.2296E+00           1352701300100 
         0.         2.       41.3 0.1228E+01 0.2710E+00           1352701300101 
         0.         2.       41.8 0.6551E+00 0.1956E+00           1352701300102 
         0.         2.       42.3 0.9828E+00 0.2400E+00           1352701300103 
         0.         2.       42.8 0.7372E+00 0.2080E+00           1352701300104 
         0.         2.       43.3 0.9831E+00 0.2403E+00           1352701300105 
         0.         2.       43.8 0.4916E+00 0.1693E+00           1352701300106 
         0.         2.       44.3 0.7376E+00 0.2070E+00           1352701300107 
         0.         2.       44.8 0.1066E+01 0.2507E+00           1352701300108 
         0.         2.       45.3 0.1312E+01 0.2805E+00           1352701300109 
         0.         2.       45.8 0.9024E+00 0.2311E+00           1352701300110 
         0.         2.       46.3 0.3283E+00 0.1374E+00           1352701300111 
         0.         2.       46.8 0.5748E+00 0.1829E+00           1352701300112 
         0.         2.       47.3 0.7393E+00 0.2083E+00           1352701300113 
         0.         2.       47.8 0.3288E+00 0.1376E+00           1352701300114 
         0.         2.       48.3 0.6579E+00 0.1961E+00           1352701300115 
         0.         2.       48.8 0.4113E+00 0.1545E+00           1352701300116 
         0.         2.       49.3 0.3293E+00 0.1386E+00           1352701300117 
         0.         2.       49.8 0.4119E+00 0.1547E+00           1352701300118 
         0.         2.       50.3 0.6592E+00 0.1965E+00           1352701300119 
         0.         2.       50.8 0.4120E+00 0.1547E+00           1352701300120 
         0.         2.       51.3 0.3296E+00 0.1379E+00           1352701300121 
         0.         2.       51.8 0.8239E+00 0.2217E+00           1352701300122 
         0.         2.       52.3 0.7415E+00 0.2078E+00           1352701300123 
         0.         2.       52.8 0.4943E+00 0.1692E+00           1352701300124 
         0.         2.       53.3 0.6589E+00 0.1979E+00           1352701300125 
         0.         2.       53.8 0.6588E+00 0.1959E+00           1352701300126 
         0.         2.       54.3 0.8234E+00 0.2203E+00           1352701300127 
         0.         2.       54.8 0.7409E+00 0.2096E+00           1352701300128 
         0.         2.       55.3 0.1070E+01 0.2526E+00           1352701300129 
         0.         2.       55.8 0.1317E+01 0.2810E+00           1352701300130 
         0.         2.       56.3 0.7403E+00 0.2078E+00           1352701300131 
         0.         2.       56.8 0.9046E+00 0.2306E+00           1352701300132 
         0.         2.       57.3 0.8221E+00 0.2204E+00           1352701300133 
         0.         2.       57.8 0.7396E+00 0.2082E+00           1352701300134 
         0.         2.       58.3 0.2465E+00 0.1193E+00           1352701300135 
         0.         2.       58.8 0.9033E+00 0.2318E+00           1352701300136 
         0.         2.       59.3 0.5746E+00 0.1829E+00           1352701300137 
         0.         2.       59.8 0.1066E+01 0.2520E+00           1352701300138 
         0.         2.       60.3 0.8202E+00 0.2199E+00           1352701300139 
         0.         2.       60.8 0.9840E+00 0.2411E+00           1352701300140 
         0.         2.       61.3 0.9018E+00 0.2296E+00           1352701300141 
         0.         2.       61.8 0.4918E+00 0.1684E+00           1352701300142 
         0.         2.       62.3 0.1393E+01 0.2884E+00           1352701300143 
         0.         2.       62.8 0.1065E+01 0.2527E+00           1352701300144 
         0.         2.       63.3 0.4915E+00 0.1687E+00           1352701300145 
         0.         2.       63.8 0.5733E+00 0.1821E+00           1352701300146 
         0.         2.       64.3 0.4094E+00 0.1531E+00           1352701300147 
         0.         2.       64.8 0.5730E+00 0.1824E+00           1352701300148 
         0.         2.       65.3 0.1064E+01 0.2520E+00           1352701300149 
         0.         2.       65.8 0.7364E+00 0.2067E+00           1352701300150 
         0.         2.       66.3 0.4908E+00 0.1700E+00           1352701300151 
         0.         2.       66.8 0.4907E+00 0.1674E+00           1352701300152 
         0.         2.       67.3 0.7360E+00 0.2076E+00           1352701300153 
         0.         2.       67.8 0.6540E+00 0.1961E+00           1352701300154 
         0.         2.       68.3 0.4904E+00 0.1696E+00           1352701300155 
         0.         2.       68.8 0.5720E+00 0.1820E+00           1352701300156 
         0.         2.       69.3 0.5719E+00 0.1820E+00           1352701300157 
         0.         2.       69.8 0.8168E+00 0.2185E+00           1352701300158 
         0.         2.       70.3 0.8168E+00 0.2177E+00           1352701300159 
         0.         2.       70.8 0.1062E+01 0.2502E+00           1352701300160 
         0.         2.       71.3 0.8987E+00 0.2315E+00           1352701300161 
         0.         2.       71.8 0.7353E+00 0.2078E+00           1352701300162 
         0.         2.       72.3 0.8171E+00 0.2191E+00           1352701300163 
         0.         2.       72.8 0.1062E+01 0.2499E+00           1352701300164 
         0.         2.       73.3 0.8992E+00 0.2300E+00           1352701300165 
         0.         2.       73.8 0.8994E+00 0.2303E+00           1352701300166 
         0.         2.       74.3 0.5725E+00 0.1813E+00           1352701300167 
         0.         2.       74.8 0.6545E+00 0.1971E+00           1352701300168 
         0.         2.       75.3 0.4092E+00 0.1548E+00           1352701300169 
         0.         2.       75.8 0.7368E+00 0.2078E+00           1352701300170 
         0.         2.       76.3 0.7370E+00 0.2082E+00           1352701300171 
         0.         2.       76.8 0.4096E+00 0.1538E+00           1352701300172 
         0.         2.       77.3 0.9834E+00 0.2402E+00           1352701300173 
         0.         2.       77.8 0.9838E+00 0.2408E+00           1352701300174 
         0.         2.       78.3 0.5742E+00 0.1827E+00           1352701300175 
         0.         2.       78.8 0.8206E+00 0.2200E+00           1352701300176 
         0.         2.       79.3 0.8209E+00 0.2209E+00           1352701300177 
         0.         2.       79.8 0.4107E+00 0.1553E+00           1352701300178 
         0.         2.       80.3 0.1068E+01 0.2510E+00           1352701300179 
         0.         2.       80.8 0.1068E+01 0.2513E+00           1352701300180 
         0.         2.       81.3 0.9864E+00 0.2419E+00           1352701300181 
         0.         2.       81.8 0.9044E+00 0.2308E+00           1352701300182 
         0.         2.       82.3 0.1316E+01 0.2802E+00           1352701300183 
         0.         2.       82.8 0.4934E+00 0.1689E+00           1352701300184 
         0.         2.       83.3 0.9048E+00 0.2317E+00           1352701300185 
         0.         2.       83.8 0.7404E+00 0.2097E+00           1352701300186 
         0.         2.       84.3 0.1152E+01 0.2625E+00           1352701300187 
         0.         2.       84.8 0.1070E+01 0.2514E+00           1352701300188 
         0.         2.       85.3 0.3292E+00 0.1378E+00           1352701300189 
         0.         2.       85.8 0.1152E+01 0.2628E+00           1352701300190 
         0.         2.       86.3 0.6585E+00 0.1954E+00           1352701300191 
         0.         2.       86.8 0.6586E+00 0.1954E+00           1352701300192 
         0.         2.       87.3 0.6586E+00 0.1958E+00           1352701300193 
         0.         2.       87.8 0.1070E+01 0.2518E+00           1352701300194 
         0.         2.       88.3 0.6588E+00 0.1970E+00           1352701300195 
         0.         2.       88.8 0.9882E+00 0.2416E+00           1352701300196 
         0.         2.       89.3 0.5765E+00 0.1835E+00           1352701300197 
         0.         2.       89.8 0.8236E+00 0.2201E+00           1352701300198 
         0.         2.       90.3 0.4941E+00 0.1702E+00           1352701300199 
         0.         2.       90.8 0.6587E+00 0.1979E+00           1352701300200 
         0.         2.       91.3 0.1399E+01 0.2909E+00           1352701300201 
         0.         2.       91.8 0.1235E+01 0.2714E+00           1352701300202 
         0.         2.       92.3 0.7406E+00 0.2078E+00           1352701300203 
         0.         2.       92.8 0.8227E+00 0.2196E+00           1352701300204 
         0.         2.       93.3 0.1234E+01 0.2714E+00           1352701300205 
         0.         2.       93.8 0.4933E+00 0.1689E+00           1352701300206 
         0.         2.       94.3 0.1315E+01 0.2815E+00           1352701300207 
         0.         2.       94.8 0.3287E+00 0.1368E+00           1352701300208 
         0.         2.       95.3 0.9856E+00 0.2412E+00           1352701300209 
         0.         2.       95.8 0.5747E+00 0.1829E+00           1352701300210 
         0.         2.       96.3 0.8208E+00 0.2195E+00           1352701300211 
         0.         2.       96.8 0.5742E+00 0.1840E+00           1352701300212 
         0.         2.       97.3 0.8200E+00 0.2193E+00           1352701300213 
         0.         2.       97.8 0.4098E+00 0.1539E+00           1352701300214 
         0.         2.       98.3 0.1065E+01 0.2505E+00           1352701300215 
         0.         2.       98.8 0.4094E+00 0.1531E+00           1352701300216 
         0.         2.       99.3 0.1637E+01 0.3133E+00           1352701300217 
         0.         2.       99.8 0.1472E+01 0.2977E+00           1352701300218 
         0.         2.      100.3 0.7358E+00 0.2079E+00           1352701300219 
         0.         2.      100.8 0.1226E+01 0.2718E+00           1352701300220 
         0.         2.      101.3 0.4904E+00 0.1689E+00           1352701300221 
         0.         2.      101.8 0.8172E+00 0.2196E+00           1352701300222 
         0.         2.      102.3 0.6537E+00 0.1948E+00           1352701300223 
         0.         2.      102.8 0.1144E+01 0.2610E+00           1352701300224 
         0.         2.      103.3 0.1470E+01 0.2967E+00           1352701300225 
         0.         2.      103.8 0.8169E+00 0.2180E+00           1352701300226 
         0.         2.      104.3 0.9802E+00 0.2396E+00           1352701300227 
         0.         2.      104.8 0.8168E+00 0.2177E+00           1352701300228 
         0.         2.      105.3 0.4901E+00 0.1678E+00           1352701300229 
         0.         2.      105.8 0.8167E+00 0.2184E+00           1352701300230 
         0.         2.      106.3 0.5717E+00 0.1820E+00           1352701300231 
         0.         2.      106.8 0.6534E+00 0.1954E+00           1352701300232 
         0.         2.      107.3 0.5718E+00 0.1820E+00           1352701300233 
         0.         2.      107.8 0.8985E+00 0.2285E+00           1352701300234 
         0.         2.      108.3 0.9803E+00 0.2401E+00           1352701300235 
         0.         2.      108.8 0.8170E+00 0.2183E+00           1352701300236 
         0.         2.      109.3 0.9805E+00 0.2404E+00           1352701300237 
         0.         2.      109.8 0.1307E+01 0.2789E+00           1352701300238 
         0.         2.      110.3 0.0000E+00 0.0000E+00           1352701300239 
         2.         4.       -2.7 0.1629E+00 0.6055E-01           1352701300240 
         2.         4.       -2.2 0.2281E+00 0.7162E-01           1352701300241 
         2.         4.       -1.7 0.2280E+00 0.7161E-01           1352701300242 
         2.         4.       -1.2 0.3257E+00 0.8577E-01           1352701300243 
         2.         4.       -0.7 0.4559E+00 0.1021E+00           1352701300244 
         2.         4.       -0.2 0.2930E+00 0.8151E-01           1352701300245 
         2.         4.        0.3 0.5209E+00 0.1090E+00           1352701300246 
         2.         4.        0.8 0.7813E+00 0.1350E+00           1352701300247 
         2.         4.        1.3 0.2929E+00 0.8125E-01           1352701300248 
         2.         4.        1.8 0.3580E+00 0.9023E-01           1352701300249 
         2.         4.        2.3 0.5533E+00 0.1133E+00           1352701300250 
         2.         4.        2.8 0.2929E+00 0.8111E-01           1352701300251 
         2.         4.        3.3 0.5207E+00 0.1094E+00           1352701300252 
         2.         4.        3.8 0.6184E+00 0.1193E+00           1352701300253 
         2.         4.        4.3 0.6184E+00 0.1194E+00           1352701300254 
         2.         4.        4.8 0.3255E+00 0.8557E-01           1352701300255 
         2.         4.        5.3 0.4883E+00 0.1057E+00           1352701300256 
         2.         4.        5.8 0.6186E+00 0.1193E+00           1352701300257 
         2.         4.        6.3 0.7163E+00 0.1286E+00           1352701300258 
         2.         4.        6.8 0.5210E+00 0.1091E+00           1352701300259 
         2.         4.        7.3 0.1075E+01 0.1588E+00           1352701300260 
         2.         4.        7.8 0.1108E+01 0.1612E+00           1352701300261 
         2.         4.        8.3 0.7168E+00 0.1298E+00           1352701300262 
         2.         4.        8.8 0.8217E+00 0.1385E+00           1352701300263 
         2.         4.        9.3 0.1467E+01 0.1866E+00           1352701300264 
         2.         4.        9.8 0.9525E+00 0.1494E+00           1352701300265 
         2.         4.       10.3 0.1076E+01 0.1600E+00           1352701300266 
         2.         4.       10.8 0.1435E+01 0.1852E+00           1352701300267 
         2.         4.       11.3 0.1090E+01 0.1607E+00           1352701300268 
         2.         4.       11.8 0.1565E+01 0.1932E+00           1352701300269 
         2.         4.       12.3 0.1696E+01 0.2016E+00           1352701300270 
         2.         4.       12.8 0.1337E+01 0.1780E+00           1352701300271 
         2.         4.       13.3 0.1207E+01 0.1687E+00           1352701300272 
         2.         4.       13.8 0.8807E+00 0.1439E+00           1352701300273 
         2.         4.       14.3 0.1370E+01 0.1807E+00           1352701300274 
         2.         4.       14.8 0.1090E+01 0.1608E+00           1352701300275 
         2.         4.       15.3 0.1598E+01 0.1959E+00           1352701300276 
         2.         4.       15.8 0.9856E+00 0.1518E+00           1352701300277 
         2.         4.       16.3 0.1051E+01 0.1571E+00           1352701300278 
         2.         4.       16.8 0.9134E+00 0.1460E+00           1352701300279 
         2.         4.       17.3 0.1011E+01 0.1538E+00           1352701300280 
         2.         4.       17.8 0.1109E+01 0.1613E+00           1352701300281 
         2.         4.       18.3 0.6850E+00 0.1261E+00           1352701300282 
         2.         4.       18.8 0.8807E+00 0.1439E+00           1352701300283 
         2.         4.       19.3 0.6920E+00 0.1269E+00           1352701300284 
         2.         4.       19.8 0.9133E+00 0.1460E+00           1352701300285 
         2.         4.       20.3 0.8156E+00 0.1391E+00           1352701300286 
         2.         4.       20.8 0.1240E+01 0.1712E+00           1352701300287 
         2.         4.       21.3 0.1077E+01 0.1589E+00           1352701300288 
         2.         4.       21.8 0.8812E+00 0.1437E+00           1352701300289 
         2.         4.       22.3 0.1077E+01 0.1590E+00           1352701300290 
         2.         4.       22.8 0.1012E+01 0.1541E+00           1352701300291 
         2.         4.       23.3 0.1078E+01 0.1594E+00           1352701300292 
         2.         4.       23.8 0.6859E+00 0.1264E+00           1352701300293 
         2.         4.       24.3 0.8495E+00 0.1405E+00           1352701300294 
         2.         4.       24.8 0.9477E+00 0.1489E+00           1352701300295 
         2.         4.       25.3 0.1242E+01 0.1714E+00           1352701300296 
         2.         4.       25.8 0.9482E+00 0.1490E+00           1352701300297 
         2.         4.       26.3 0.8177E+00 0.1396E+00           1352701300298 
         2.         4.       26.8 0.7525E+00 0.1326E+00           1352701300299 
         2.         4.       27.3 0.1080E+01 0.1595E+00           1352701300300 
         2.         4.       27.8 0.9820E+00 0.1517E+00           1352701300301 
         2.         4.       28.3 0.9169E+00 0.1469E+00           1352701300302 
         2.         4.       28.8 0.7862E+00 0.1354E+00           1352701300303 
         2.         4.       29.3 0.8192E+00 0.1388E+00           1352701300304 
         2.         4.       29.8 0.8850E+00 0.1440E+00           1352701300305 
         2.         4.       30.3 0.6886E+00 0.1268E+00           1352701300306 
         2.         4.       30.8 0.8199E+00 0.1391E+00           1352701300307 
         2.         4.       31.3 0.9842E+00 0.1522E+00           1352701300308 
         2.         4.       31.8 0.7876E+00 0.1360E+00           1352701300309 
         2.         4.       32.3 0.1182E+01 0.1676E+00           1352701300310 
         2.         4.       32.8 0.1018E+01 0.1552E+00           1352701300311 
         2.         4.       33.3 0.8539E+00 0.1414E+00           1352701300312 
         2.         4.       33.8 0.8542E+00 0.1414E+00           1352701300313 
         2.         4.       34.3 0.9859E+00 0.1523E+00           1352701300314 
         2.         4.       34.8 0.5260E+00 0.1105E+00           1352701300315 
         2.         4.       35.3 0.5590E+00 0.1142E+00           1352701300316 
         2.         4.       35.8 0.5921E+00 0.1174E+00           1352701300317 
         2.         4.       36.3 0.5335E+00 0.1113E+00           1352701300318 
         2.         4.       36.8 0.8557E+00 0.1419E+00           1352701300319 
         2.         4.       37.3 0.7242E+00 0.1306E+00           1352701300320 
         2.         4.       37.8 0.9550E+00 0.1503E+00           1352701300321 
         2.         4.       38.3 0.7576E+00 0.1329E+00           1352701300322 
         2.         4.       38.8 0.8237E+00 0.1395E+00           1352701300323 
         2.         4.       39.3 0.5674E+00 0.1157E+00           1352701300324 
         2.         4.       39.8 0.7253E+00 0.1300E+00           1352701300325 
         2.         4.       40.3 0.4616E+00 0.1034E+00           1352701300326 
         2.         4.       40.8 0.4946E+00 0.1067E+00           1352701300327 
         2.         4.       41.3 0.6594E+00 0.1238E+00           1352701300328 
         2.         4.       41.8 0.7583E+00 0.1332E+00           1352701300329 
         2.         4.       42.3 0.8571E+00 0.1421E+00           1352701300330 
         2.         4.       42.8 0.6922E+00 0.1269E+00           1352701300331 
         2.         4.       43.3 0.1120E+01 0.1632E+00           1352701300332 
         2.         4.       43.8 0.6260E+00 0.1208E+00           1352701300333 
         2.         4.       44.3 0.7576E+00 0.1333E+00           1352701300334 
         2.         4.       44.8 0.8892E+00 0.1447E+00           1352701300335 
         2.         4.       45.3 0.6914E+00 0.1268E+00           1352701300336 
         2.         4.       45.8 0.8887E+00 0.1444E+00           1352701300337 
         2.         4.       46.3 0.6581E+00 0.1243E+00           1352701300338 
         2.         4.       46.8 0.4605E+00 0.1032E+00           1352701300339 
         2.         4.       47.3 0.6247E+00 0.1211E+00           1352701300340 
         2.         4.       47.8 0.8216E+00 0.1388E+00           1352701300341 
         2.         4.       48.3 0.7227E+00 0.1304E+00           1352701300342 
         2.         4.       48.8 0.5582E+00 0.1138E+00           1352701300343 
         2.         4.       49.3 0.5580E+00 0.1136E+00           1352701300344 
         2.         4.       49.8 0.7217E+00 0.1309E+00           1352701300345 
         2.         4.       50.3 0.7871E+00 0.1360E+00           1352701300346 
         2.         4.       50.8 0.6232E+00 0.1202E+00           1352701300347 
         2.         4.       51.3 0.7217E+00 0.1297E+00           1352701300348 
         2.         4.       51.8 0.8859E+00 0.1443E+00           1352701300349 
         2.         4.       52.3 0.5250E+00 0.1102E+00           1352701300350 
         2.         4.       52.8 0.9518E+00 0.1500E+00           1352701300351 
         2.         4.       53.3 0.9193E+00 0.1471E+00           1352701300352 
         2.         4.       53.8 0.7881E+00 0.1360E+00           1352701300353 
         2.         4.       54.3 0.8213E+00 0.1387E+00           1352701300354 
         2.         4.       54.8 0.4601E+00 0.1033E+00           1352701300355 
         2.         4.       55.3 0.7561E+00 0.1327E+00           1352701300356 
         2.         4.       55.8 0.8221E+00 0.1386E+00           1352701300357 
         2.         4.       56.3 0.8225E+00 0.1387E+00           1352701300358 
         2.         4.       56.8 0.1020E+01 0.1556E+00           1352701300359 
         2.         4.       57.3 0.6915E+00 0.1268E+00           1352701300360 
         2.         4.       57.8 0.8567E+00 0.1418E+00           1352701300361 
         2.         4.       58.3 0.5604E+00 0.1144E+00           1352701300362 
         2.         4.       58.8 0.8907E+00 0.1458E+00           1352701300363 
         2.         4.       59.3 0.6602E+00 0.1242E+00           1352701300364 
         2.         4.       59.8 0.7266E+00 0.1309E+00           1352701300365 
         2.         4.       60.3 0.6938E+00 0.1278E+00           1352701300366 
         2.         4.       60.8 0.5286E+00 0.1108E+00           1352701300367 
         2.         4.       61.3 0.7930E+00 0.1364E+00           1352701300368 
         2.         4.       61.8 0.8591E+00 0.1422E+00           1352701300369 
         2.         4.       62.3 0.7600E+00 0.1336E+00           1352701300370 
         2.         4.       62.8 0.6939E+00 0.1275E+00           1352701300371 
         2.         4.       63.3 0.6609E+00 0.1244E+00           1352701300372 
         2.         4.       63.8 0.3304E+00 0.8695E-01           1352701300373 
         2.         4.       64.3 0.6938E+00 0.1274E+00           1352701300374 
         2.         4.       64.8 0.6938E+00 0.1272E+00           1352701300375 
         2.         4.       65.3 0.5616E+00 0.1141E+00           1352701300376 
         2.         4.       65.8 0.9908E+00 0.1530E+00           1352701300377 
         2.         4.       66.3 0.9907E+00 0.1533E+00           1352701300378 
         2.         4.       66.8 0.7263E+00 0.1304E+00           1352701300379 
         2.         4.       67.3 0.3631E+00 0.9147E-01           1352701300380 
         2.         4.       67.8 0.9570E+00 0.1505E+00           1352701300381 
         2.         4.       68.3 0.1287E+01 0.1754E+00           1352701300382 
         2.         4.       68.8 0.7256E+00 0.1307E+00           1352701300383 
         2.         4.       69.3 0.6595E+00 0.1247E+00           1352701300384 
         2.         4.       69.8 0.6263E+00 0.1210E+00           1352701300385 
         2.         4.       70.3 0.3955E+00 0.9545E-01           1352701300386 
         2.         4.       70.8 0.5602E+00 0.1143E+00           1352701300387 
         2.         4.       71.3 0.9225E+00 0.1475E+00           1352701300388 
         2.         4.       71.8 0.5271E+00 0.1103E+00           1352701300389 
         2.         4.       72.3 0.6258E+00 0.1205E+00           1352701300390 
         2.         4.       72.8 0.7575E+00 0.1329E+00           1352701300391 
         2.         4.       73.3 0.5269E+00 0.1107E+00           1352701300392 
         2.         4.       73.8 0.7243E+00 0.1301E+00           1352701300393 
         2.         4.       74.3 0.7901E+00 0.1360E+00           1352701300394 
         2.         4.       74.8 0.8229E+00 0.1389E+00           1352701300395 
         2.         4.       75.3 0.3949E+00 0.9502E-01           1352701300396 
         2.         4.       75.8 0.5923E+00 0.1172E+00           1352701300397 
         2.         4.       76.3 0.7896E+00 0.1360E+00           1352701300398 
         2.         4.       76.8 0.6250E+00 0.1214E+00           1352701300399 
         2.         4.       77.3 0.9539E+00 0.1500E+00           1352701300400 
         2.         4.       77.8 0.6249E+00 0.1211E+00           1352701300401 
         2.         4.       78.3 0.6905E+00 0.1271E+00           1352701300402 
         2.         4.       78.8 0.5260E+00 0.1111E+00           1352701300403 
         2.         4.       79.3 0.5588E+00 0.1135E+00           1352701300404 
         2.         4.       79.8 0.5588E+00 0.1142E+00           1352701300405 
         2.         4.       80.3 0.5259E+00 0.1102E+00           1352701300406 
         2.         4.       80.8 0.7889E+00 0.1359E+00           1352701300407 
         2.         4.       81.3 0.5918E+00 0.1169E+00           1352701300408 
         2.         4.       81.8 0.7234E+00 0.1298E+00           1352701300409 
         2.         4.       82.3 0.8879E+00 0.1443E+00           1352701300410 
         2.         4.       82.8 0.4934E+00 0.1067E+00           1352701300411 
         2.         4.       83.3 0.4606E+00 0.1037E+00           1352701300412 
         2.         4.       83.8 0.6911E+00 0.1267E+00           1352701300413 
         2.         4.       84.3 0.9875E+00 0.1527E+00           1352701300414 
         2.         4.       84.8 0.6255E+00 0.1204E+00           1352701300415 
         2.         4.       85.3 0.5599E+00 0.1142E+00           1352701300416 
         2.         4.       85.8 0.5930E+00 0.1172E+00           1352701300417 
         2.         4.       86.3 0.1022E+01 0.1553E+00           1352701300418 
         2.         4.       86.8 0.5934E+00 0.1177E+00           1352701300419 
         2.         4.       87.3 0.4617E+00 0.1033E+00           1352701300420 
         2.         4.       87.8 0.5609E+00 0.1145E+00           1352701300421 
         2.         4.       88.3 0.5281E+00 0.1110E+00           1352701300422 
         2.         4.       88.8 0.9576E+00 0.1505E+00           1352701300423 
         2.         4.       89.3 0.6607E+00 0.1244E+00           1352701300424 
         2.         4.       89.8 0.6941E+00 0.1276E+00           1352701300425 
         2.         4.       90.3 0.4629E+00 0.1037E+00           1352701300426 
         2.         4.       90.8 0.5952E+00 0.1178E+00           1352701300427 
         2.         4.       91.3 0.6944E+00 0.1275E+00           1352701300428 
         2.         4.       91.8 0.9260E+00 0.1485E+00           1352701300429 
         2.         4.       92.3 0.8268E+00 0.1396E+00           1352701300430 
         2.         4.       92.8 0.8930E+00 0.1450E+00           1352701300431 
         2.         4.       93.3 0.1257E+01 0.1735E+00           1352701300432 
         2.         4.       93.8 0.7277E+00 0.1307E+00           1352701300433 
         2.         4.       94.3 0.6285E+00 0.1212E+00           1352701300434 
         2.         4.       94.8 0.8269E+00 0.1400E+00           1352701300435 
         2.         4.       95.3 0.1158E+01 0.1660E+00           1352701300436 
         2.         4.       95.8 0.6945E+00 0.1274E+00           1352701300437 
         2.         4.       96.3 0.6614E+00 0.1243E+00           1352701300438 
         2.         4.       96.8 0.5952E+00 0.1181E+00           1352701300439 
         2.         4.       97.3 0.7275E+00 0.1305E+00           1352701300440 
         2.         4.       97.8 0.6943E+00 0.1273E+00           1352701300441 
         2.         4.       98.3 0.7934E+00 0.1367E+00           1352701300442 
         2.         4.       98.8 0.9586E+00 0.1508E+00           1352701300443 
         2.         4.       99.3 0.2974E+00 0.8274E-01           1352701300444 
         2.         4.       99.8 0.9252E+00 0.1484E+00           1352701300445 
         2.         4.      100.3 0.8260E+00 0.1397E+00           1352701300446 
         2.         4.      100.8 0.7599E+00 0.1346E+00           1352701300447 
         2.         4.      101.3 0.7928E+00 0.1363E+00           1352701300448 
         2.         4.      101.8 0.3964E+00 0.9676E-01           1352701300449 
         2.         4.      102.3 0.9908E+00 0.1532E+00           1352701300450 
         2.         4.      102.8 0.6935E+00 0.1279E+00           1352701300451 
         2.         4.      103.3 0.9905E+00 0.1531E+00           1352701300452 
         2.         4.      103.8 0.9244E+00 0.1476E+00           1352701300453 
         2.         4.      104.3 0.8582E+00 0.1419E+00           1352701300454 
         2.         4.      104.8 0.1023E+01 0.1558E+00           1352701300455 
         2.         4.      105.3 0.9240E+00 0.1476E+00           1352701300456 
         2.         4.      105.8 0.8908E+00 0.1448E+00           1352701300457 
         2.         4.      106.3 0.9567E+00 0.1504E+00           1352701300458 
         2.         4.      106.8 0.8246E+00 0.1394E+00           1352701300459 
         2.         4.      107.3 0.4287E+00 0.9977E-01           1352701300460 
         2.         4.      107.8 0.5605E+00 0.1145E+00           1352701300461 
         2.         4.      108.3 0.1319E+01 0.1776E+00           1352701300462 
         2.         4.      108.8 0.5933E+00 0.1176E+00           1352701300463 
         2.         4.      109.3 0.1022E+01 0.1556E+00           1352701300464 
         2.         4.      109.8 0.1021E+01 0.1553E+00           1352701300465 
         2.         4.      110.3 0.0000E+00 0.0000E+00           1352701300466 
         4.         6.       -2.7 0.0000E+00 0.0000E+00           1352701300467 
         4.         6.       -2.2 0.1219E+00 0.5072E-01           1352701300468 
         4.         6.       -1.7 0.1219E+00 0.5042E-01           1352701300469 
         4.         6.       -1.2 0.1523E+00 0.5659E-01           1352701300470 
         4.         6.       -0.7 0.1523E+00 0.5675E-01           1352701300471 
         4.         6.       -0.2 0.4264E+00 0.9525E-01           1352701300472 
         4.         6.        0.3 0.6701E+00 0.1201E+00           1352701300473 
         4.         6.        0.8 0.7310E+00 0.1258E+00           1352701300474 
         4.         6.        1.3 0.6396E+00 0.1177E+00           1352701300475 
