ENTRY            13737   20211005                             149313737  0    1 
SUBENT        13737001   20211005                             149313737  1    1 
BIB                 12         20                                 13737  1    2 
TITLE      89Y+n resonances for E=10-740 keV and                  13737  1    3 
           intermediate structure                                 13737  1    4 
AUTHOR     (H.M.Agrawal,J.B.Garg,J.A.Harvey)                      13737  1    5 
REFERENCE  (J,NP/A,501,18,1989)                                   13737  1    6 
           #doi:10.1016/0375-9474(89)90563-0                      13737  1    7 
REL-REF    (I,10725001,M.S.Pandey+,J,PR/C,15,600,1977) ORELA      13737  1    8 
           neutron spectrometer.                                  13737  1    9 
INSTITUTE  (1USAORL,1USAALB)                                      13737  1   10 
FACILITY   (LINAC,1USAORL) ORELA.                                 13737  1   11 
INC-SOURCE (PHOTO) Photoneutrons from 5 nsec wide                 13737  1   12 
           electron pulses.                                       13737  1   13 
SAMPLE     Yttrium metal, 10.16cm diameter, 2,54 cm thick.        13737  1   14 
DETECTOR   (SCIN) NE-110 for neutron energies above 20 keV.       13737  1   15 
           (GLASD) 6Li glass detector for neutrons below 20 keV.  13737  1   16 
METHOD     (TOF) Flight path 200 m.                               13737  1   17 
CORRECTION Corrected for deadtime and background                  13737  1   18 
HISTORY    (20000217C) TK                                         13737  1   19 
           (20060309C) DR name of first author corrected          13737  1   20 
           (20211005A) BP: Updated entry, added doi. Digitized    13737  1   21 
                       data.                                      13737  1   22 
ENDBIB              20          0                                 13737  1   23 
NOCOMMON             0          0                                 13737  1   24 
ENDSUBENT           23          0                                 13737  199999 
SUBENT        13737002   20211005                             149313737  2    1 
BIB                  4          6                                 13737  2    2 
REACTION  1(39-Y-89(N,0),,EN)                                     13737  2    3 
          2(39-Y-89(N,EL),,WID,,G)                                13737  2    4 
          3(39-Y-89(N,0),,J)                                      13737  2    5 
ANALYSIS   Generalized R-matrix fits.                             13737  2    6 
ERR-ANALYS (DATA-ERR) Absolute uncertainty.                       13737  2    7 
STATUS     (TABLE) Table 1, pages 27-29.                          13737  2    8 
ENDBIB               6          0                                 13737  2    9 
COMMON               1          3                                 13737  2   10 
MOMENTUM L                                                        13737  2   11 
NO-DIM                                                            13737  2   12 
         0.                                                       13737  2   13 
ENDCOMMON            3          0                                 13737  2   14 
DATA                 5        144                                 13737  2   15 
DATA      1DATA-ERR  1DATA      2DATA-ERR  2DATA      3           13737  2   16 
KEV        KEV        EV         EV         NO-DIM                13737  2   17 
    499.365      6.058                                            13737  4 3926 
    499.725      6.442                                            13737  4 3927 
    500.205      6.827                                            13737  4 3928 
    500.448      7.981                                            13737  4 3929 
    500.689      8.558                                            13737  4 3930 
    500.811      9.087                                            13737  4 3931 
    500.932      9.567                                            13737  4 3932 
    501.055     10.481                                            13737  4 3933 
    501.058     11.298                                            13737  4 3934 
    501.780     12.308                                            13737  4 3935 
    502.017     11.779                                            13737  4 3936 
    502.023     13.317                                            13737  4 3937 
    502.026     14.231                                            13737  4 3938 
    502.140     12.788                                            13737  4 3939 
    502.724      9.038                                            13737  4 3940 
    503.084      9.471                                            13737  4 3941 
    503.206      9.904                                            13737  4 3942 
    503.450     11.250                                            13737  4 3943 
    503.566     10.433                                            13737  4 3944 
    503.930     11.875                                            13737  4 3945 
    503.934     12.740                                            13737  4 3946 
    504.046     10.865                                            13737  4 3947 
    504.275      8.029                                            13737  4 3948 
    504.396      8.413                                            13737  4 3949 
    504.990      7.308                                            13737  4 3950 
    504.992      7.981                                            13737  4 3951 
    505.116      9.135                                            13737  4 3952 
    505.353      8.462                                            13737  4 3953 
    505.359     10.192                                            13737  4 3954 
    505.477      9.615                                            13737  4 3955 
    506.083     11.827                                            13737  4 3956 
    506.208     13.462                                            13737  4 3957 
    506.450     14.135                                            13737  4 3958 
    506.574     15.433                                            13737  4 3959 
    506.691     14.712                                            13737  4 3960 
    506.808     13.798                                            13737  4 3961 
    506.816     16.106                                            13737  4 3962 
    507.165     13.462                                            13737  4 3963 
    507.396     11.202                                            13737  4 3964 
    507.746      8.846                                            13737  4 3965 
    508.099      7.404                                            13737  4 3966 
    508.222      8.269                                            13737  4 3967 
    508.699      7.885                                            13737  4 3968 
    509.056      7.404                                            13737  4 3969 
    509.422      9.423                                            13737  4 3970 
    509.538      8.365                                            13737  4 3971 
    509.544      9.952                                            13737  4 3972 
    509.660      9.038                                            13737  4 3973 
    509.904     10.385                                            13737  4 3974 
    509.907     11.202                                            13737  4 3975 
    510.154     13.221                                            13737  4 3976 
    510.503     10.577                                            13737  4 3977 
    510.516     14.087                                            13737  4 3978 
    510.865     11.635                                            13737  4 3979 
    511.202      5.817                                            13737  4 3980 
    511.204      6.154                                            13737  4 3981 
    511.441      5.577                                            13737  4 3982 
    511.559      5.144                                            13737  4 3983 
    511.921      6.106                                            13737  4 3984 
    512.528      8.462                                            13737  4 3985 
    512.649      8.990                                            13737  4 3986 
    512.651      9.615                                            13737  4 3987 
    512.892     10.096                                            13737  4 3988 
    513.496     11.587                                            13737  4 3989 
    513.732     10.865                                            13737  4 3990 
    513.738     12.260                                            13737  4 3991 
    513.740     12.885                                            13737  4 3992 
    513.851     10.529                                            13737  4 3993 
    513.967      9.519                                            13737  4 3994 
    514.083      8.654                                            13737  4 3995 
    514.698     13.365                                            13737  4 3996 
    514.702     14.327                                            13737  4 3997 
    514.705     15.048                                            13737  4 3998 
    514.816     12.933                                            13737  4 3999 
    514.819     13.750                                            13737  4 4000 
    514.934     12.452                                            13737  4 4001 
    515.051     11.731                                            13737  4 4002 
    515.052     12.115                                            13737  4 4003 
    515.285     10.481                                            13737  4 4004 
    515.289     11.346                                            13737  4 4005 
    515.404     10.096                                            13737  4 4006 
    515.406     10.817                                            13737  4 4007 
    515.642      9.760                                            13737  4 4008 
    515.876      8.606                                            13737  4 4009 
    515.879      9.375                                            13737  4 4010 
    515.997      8.990                                            13737  4 4011 
    516.234      8.173                                            13737  4 4012 
    516.468      7.019                                            13737  4 4013 
    516.471      7.788                                            13737  4 4014 
    516.707      6.827                                            13737  4 4015 
    516.709      7.404                                            13737  4 4016 
    517.064      6.490                                            13737  4 4017 
    517.302      6.106                                            13737  4 4018 
    517.914     10.000                                            13737  4 4019 
    518.150      9.087                                            13737  4 4020 
    518.386      8.077                                            13737  4 4021 
    518.623      7.596                                            13737  4 4022 
    518.739      6.731                                            13737  4 4023 
    518.741      7.163                                            13737  4 4024 
    519.331      5.000                                            13737  4 4025 
    519.333      5.577                                            13737  4 4026 
    519.336      6.250                                            13737  4 4027 
    519.693      5.865                                            13737  4 4028 
    520.294      6.731                                            13737  4 4029 
    520.412      6.202                                            13737  4 4030 
    520.774      7.163                                            13737  4 4031 
    521.134      7.596                                            13737  4 4032 
    521.134      7.644                                            13737  4 4033 
    521.259      8.942                                            13737  4 4034 
    521.376      8.317                                            13737  4 4035 
    521.612      7.356                                            13737  4 4036 
    521.621      9.760                                            13737  4 4037 
    521.730      7.019                                            13737  4 4038 
    521.966      6.106                                            13737  4 4039 
    521.968      6.587                                            13737  4 4040 
    522.451      7.837                                            13737  4 4041 
    522.575      9.038                                            13737  4 4042 
    522.693      8.606                                            13737  4 4043 
    523.054      9.375                                            13737  4 4044 
    523.654     10.000                                            13737  4 4045 
    523.657     10.769                                            13737  4 4046 
    523.780     11.683                                            13737  4 4047 
    523.902     12.308                                            13737  4 4048 
    523.903     12.548                                            13737  4 4049 
    523.907     13.606                                            13737  4 4050 
    524.144     12.981                                            13737  4 4051 
    524.268     14.231                                            13737  4 4052 
    524.270     14.856                                            13737  4 4053 
    524.274     15.913                                            13737  4 4054 
    524.505     13.750                                            13737  4 4055 
    524.628     14.567                                            13737  4 4056 
    524.853     10.769                                            13737  4 4057 
    524.857     11.779                                            13737  4 4058 
    524.861     12.933                                            13737  4 4059 
    524.975     11.346                                            13737  4 4060 
    524.978     12.260                                            13737  4 4061 
    525.219     12.596                                            13737  4 4062 
    525.342     13.750                                            13737  4 4063 
    525.345     14.423                                            13737  4 4064 
    525.347     15.096                                            13737  4 4065 
    525.580     13.365                                            13737  4 4066 
    525.822     13.990                                            13737  4 4067 
    525.828     15.817                                            13737  4 4068 
    525.946     15.288                                            13737  4 4069 
    526.063     14.471                                            13737  4 4070 
    526.069     16.250                                            13737  4 4071 
    526.310     16.587                                            13737  4 4072 
    526.550     17.019                                            13737  4 4073 
    526.662     14.952                                            13737  4 4074 
    526.666     15.962                                            13737  4 4075 
    526.776     13.462                                            13737  4 4076 
    526.784     15.577                                            13737  4 4077 
    526.898     13.942                                            13737  4 4078 
    526.899     14.279                                            13737  4 4079 
    527.125     10.769                                            13737  4 4080 
    527.348      6.346                                            13737  4 4081 
    527.354      8.077                                            13737  4 4082 
    527.470      7.067                                            13737  4 4083 
    527.951      7.740                                            13737  4 4084 
    528.188      7.115                                            13737  4 4085 
    528.677     10.096                                            13737  4 4086 
    528.804     11.923                                            13737  4 4087 
    528.809     13.510                                            13737  4 4088 
    529.269      8.365                                            13737  4 4089 
    529.510      8.990                                            13737  4 4090 
    529.512      9.615                                            13737  4 4091 
    529.984      7.933                                            13737  4 4092 
    530.111      9.856                                            13737  4 4093 
    530.468      9.375                                            13737  4 4094 
    530.582      7.692                                            13737  4 4095 
    531.064      8.894                                            13737  4 4096 
    531.067      9.615                                            13737  4 4097 
    531.182      8.317                                            13737  4 4098 
    531.427      9.904                                            13737  4 4099 
    531.668     10.385                                            13737  4 4100 
    531.909     10.865                                            13737  4 4101 
    532.149     11.298                                            13737  4 4102 
    532.151     11.827                                            13737  4 4103 
    532.153     12.260                                            13737  4 4104 
    532.155     12.788                                            13737  4 4105 
    532.730      6.635                                            13737  4 4106 
    532.732      7.115                                            13737  4 4107 
    532.973      7.596                                            13737  4 4108 
    533.094      8.077                                            13737  4 4109 
    533.224     10.817                                            13737  4 4110 
    533.581     10.337                                            13737  4 4111 
    533.705     11.683                                            13737  4 4112 
    534.283      6.106                                            13737  4 4113 
    534.406      7.212                                            13737  4 4114 
    534.524      6.683                                            13737  4 4115 
    534.648      7.981                                            13737  4 4116 
    534.651      8.606                                            13737  4 4117 
    534.778     10.625                                            13737  4 4118 
    535.020     11.490                                            13737  4 4119 
    535.383     12.644                                            13737  4 4120 
    535.491     10.316                                            13737  4 4121 
    535.605     10.032                                            13737  4 4122 
    535.721      9.535                                            13737  4 4123 
    535.943      9.251                                            13737  4 4124 
    536.133     11.386                                            13737  4 4125 
    536.142     10.746                                            13737  4 4126 
    536.453     11.957                                            13737  4 4127 
    536.667     12.314                                            13737  4 4128 
    536.987     12.955                                            13737  4 4129 
    537.293     14.522                                            13737  4 4130 
    537.302     13.882                                            13737  4 4131 
    537.308     13.455                                            13737  4 4132 
    537.496     15.661                                            13737  4 4133 
    537.614     15.092                                            13737  4 4134 
    537.735     14.239                                            13737  4 4135 
    537.746     13.386                                            13737  4 4136 
    537.976     12.604                                            13737  4 4137 
    537.986     11.893                                            13737  4 4138 
    538.327     10.899                                            13737  4 4139 
    538.537     11.540                                            13737  4 4140 
    538.867     11.470                                            13737  4 4141 
    538.956     12.893                                            13737  4 4142 
    538.961     12.538                                            13737  4 4143 
    539.188     11.970                                            13737  4 4144 
    539.618     12.541                                            13737  4 4145 
    539.716     13.324                                            13737  4 4146 
    539.926     13.965                                            13737  4 4147 
    540.237     15.247                                            13737  4 4148 
    540.246     14.607                                            13737  4 4149 
    540.320     17.168                                            13737  4 4150 
    540.327     16.670                                            13737  4 4151 
    540.339     15.817                                            13737  4 4152 
    540.531     17.738                                            13737  4 4153 
    540.806     13.614                                            13737  4 4154 
    540.814     13.044                                            13737  4 4155 
    541.126     14.255                                            13737  4 4156 
    541.223     15.109                                            13737  4 4157 
    541.231     14.540                                            13737  4 4158 
    541.325     15.679                                            13737  4 4159 
    541.571     13.688                                            13737  4 4160 
    541.797     13.191                                            13737  4 4161 
    541.805     12.551                                            13737  4 4162 
    541.815     11.840                                            13737  4 4163 
    541.826     11.057                                            13737  4 4164 
    542.164     10.348                                            13737  4 4165 
    542.282      9.708                                            13737  4 4166 
    542.399      9.140                                            13737  4 4167 
    542.410      8.357                                            13737  4 4168 
    542.528      7.717                                            13737  4 4169 
    542.860      7.434                                            13737  4 4170 
    543.194      7.009                                            13737  4 4171 
    543.310      6.512                                            13737  4 4172 
    543.649      5.731                                            13737  4 4173 
    544.094      5.235                                            13737  4 4174 
    544.853      5.665                                            13737  4 4175 
    545.079      5.169                                            13737  4 4176 
    545.730      5.527                                            13737  4 4177 
    546.111      9.655                                            13737  4 4178 
    546.229      9.086                                            13737  4 4179 
    546.456      8.447                                            13737  4 4180 
    546.663      9.302                                            13737  4 4181 
    547.085     10.442                                            13737  4 4182 
    547.203      9.802                                            13737  4 4183 
    547.405     11.013                                            13737  4 4184 
    547.615     11.654                                            13737  4 4185 
    547.715     12.366                                            13737  4 4186 
    547.736     10.872                                            13737  4 4187 
    547.959     10.517                                            13737  4 4188 
    547.968      9.877                                            13737  4 4189 
    548.196      9.238                                            13737  4 4190 
    548.533      8.528                                            13737  4 4191 
    548.757      8.174                                            13737  4 4192 
    548.983      7.677                                            13737  4 4193 
    549.302      8.318                                            13737  4 4194 
    549.511      9.031                                            13737  4 4195 
    549.830      9.672                                            13737  4 4196 
    550.148     10.456                                            13737  4 4197 
    550.155      9.959                                            13737  4 4198 
    550.359     11.027                                            13737  4 4199 
    550.569     11.668                                            13737  4 4200 
    550.943      8.326                                            13737  4 4201 
    550.949      7.899                                            13737  4 4202 
    551.067      7.260                                            13737  4 4203 
    551.268      8.541                                            13737  4 4204 
    551.574     10.179                                            13737  4 4205 
    551.579      9.823                                            13737  4 4206 
    551.673     10.890                                            13737  4 4207 
    551.805      9.255                                            13737  4 4208 
    552.361      8.617                                            13737  4 4209 
    552.369      8.048                                            13737  4 4210 
    552.898      9.331                                            13737  4 4211 
    553.094     10.968                                            13737  4 4212 
    553.110      9.830                                            13737  4 4213 
    553.212     10.400                                            13737  4 4214 
    553.802      7.201                                            13737  4 4215 
    554.027      6.776                                            13737  4 4216 
    554.360      6.422                                            13737  4 4217 
    555.005      7.278                                            13737  4 4218 
    555.231      6.710                                            13737  4 4219 
    555.428      8.347                                            13737  4 4220 
    555.436      7.707                                            13737  4 4221 
    555.638      8.989                                            13737  4 4222 
    556.226      5.932                                            13737  4 4223 
    556.346      5.222                                            13737  4 4224 
    557.056      9.280                                            13737  4 4225 
    557.068      8.355                                            13737  4 4226 
    557.267      9.850                                            13737  4 4227 
    557.418      6.792                                            13737  4 4228 
    557.642      6.437                                            13737  4 4229 
    557.759      5.869                                            13737  4 4230 
    558.058      8.004                                            13737  4 4231 
    558.376      8.717                                            13737  4 4232 
    558.903     10.213                                            13737  4 4233 
    559.004     10.783                                            13737  4 4234 
    559.205     12.064                                            13737  4 4235 
    559.322     11.567                                            13737  4 4236 
    559.550     10.856                                            13737  4 4237 
    559.668     10.217                                            13737  4 4238 
    559.762     11.355                                            13737  4 4239 
    560.367      7.161                                            13737  4 4240 
    560.575      7.945                                            13737  4 4241 
    560.786      8.515                                            13737  4 4242 
    561.105      9.157                                            13737  4 4243 
    561.306     10.438                                            13737  4 4244 
    561.316      9.727                                            13737  4 4245 
    561.739     10.796                                            13737  4 4246 
    561.844     11.081                                            13737  4 4247 
    561.940     12.077                                            13737  4 4248 
    562.275     11.581                                            13737  4 4249 
    562.399     10.514                                            13737  4 4250 
    562.752      8.737                                            13737  4 4251 
    562.760      8.097                                            13737  4 4252 
    562.960      9.521                                            13737  4 4253 
    563.053     10.660                                            13737  4 4254 
    563.260     11.514                                            13737  4 4255 
    563.878      6.395                                            13737  4 4256 
    563.995      5.827                                            13737  4 4257 
    564.221      5.259                                            13737  4 4258 
    564.609      8.889                                            13737  4 4259 
    564.646      6.186                                            13737  4 4260 
    564.710      9.529                                            13737  4 4261 
    565.025     10.455                                            13737  4 4262 
    565.155      8.962                                            13737  4 4263 
    565.755      5.124                                            13737  4 4264 
    565.871      4.626                                            13737  4 4265 
    565.987      4.129                                            13737  4 4266 
    566.516      5.412                                            13737  4 4267 
    566.837      5.982                                            13737  4 4268 
    567.058      5.841                                            13737  4 4269 
    567.370      6.981                                            13737  4 4270 
    567.380      6.270                                            13737  4 4271 
    567.689      7.623                                            13737  4 4272 
    568.229      8.194                                            13737  4 4273 
    568.343      7.839                                            13737  4 4274 
    568.548      8.836                                            13737  4 4275 
    568.895      7.486                                            13737  4 4276 
    569.231      6.919                                            13737  4 4277 
    569.562      6.707                                            13737  4 4278 
    570.093      7.847                                            13737  4 4279 
    570.101      7.278                                            13737  4 4280 
    570.515      8.987                                            13737  4 4281 
    570.523      8.418                                            13737  4 4282 
    570.835      9.558                                            13737  4 4283 
    571.134     11.694                                            13737  4 4284 
    571.255     10.840                                            13737  4 4285 
    571.264     10.200                                            13737  4 4286 
    571.559     12.620                                            13737  4 4287 
    571.769     13.261                                            13737  4 4288 
    572.218     12.410                                            13737  4 4289 
    572.428     13.051                                            13737  4 4290 
    573.045      7.932                                            13737  4 4291 
    573.147      8.502                                            13737  4 4292 
    573.568      9.713                                            13737  4 4293 
    573.685      9.145                                            13737  4 4294 
    573.871     11.564                                            13737  4 4295 
    573.995     10.498                                            13737  4 4296 
    574.240      8.578                                            13737  4 4297 
    574.685      8.011                                            13737  4 4298 
    574.896      8.581                                            13737  4 4299 
    575.331      8.188                                            13737  4 4300 
    575.697      8.646                                            13737  4 4301 
    575.819      8.974                                            13737  4 4302 
    576.181     10.284                                            13737  4 4303 
    576.185      9.432                                            13737  4 4304 
    576.429      9.825                                            13737  4 4305 
    576.548     10.742                                            13737  4 4306 
    576.788     11.790                                            13737  4 4307 
    576.791     11.332                                            13737  4 4308 
    576.915     10.939                                            13737  4 4309 
    577.154     12.445                                            13737  4 4310 
    577.163     10.480                                            13737  4 4311 
    577.410     10.153                                            13737  4 4312 
    577.535      9.825                                            13737  4 4313 
    577.660      9.367                                            13737  4 4314 
    577.907      9.039                                            13737  4 4315 
    578.031      8.712                                            13737  4 4316 
    578.280      8.122                                            13737  4 4317 
    578.528      7.533                                            13737  4 4318 
    578.775      7.205                                            13737  4 4319 
    579.023      6.747                                            13737  4 4320 
    579.148      6.288                                            13737  4 4321 
    579.396      5.830                                            13737  4 4322 
    579.628      8.843                                            13737  4 4323 
    579.865     10.611                                            13737  4 4324 
    579.980     12.249                                            13737  4 4325 
    580.230     11.397                                            13737  4 4326 
    580.357     10.480                                            13737  4 4327 
    580.866      6.616                                            13737  4 4328 
    580.869      5.961                                            13737  4 4329 
    581.107      7.795                                            13737  4 4330 
    581.469      9.039                                            13737  4 4331 
    582.090      7.664                                            13737  4 4332 
    582.206      9.236                                            13737  4 4333 
    582.577      8.515                                            13737  4 4334 
    582.703      7.926                                            13737  4 4335 
    583.074      7.336                                            13737  4 4336 
    583.076      6.878                                            13737  4 4337 
    583.811      7.402                                            13737  4 4338 
    583.930      8.319                                            13737  4 4339 
    584.304      7.140                                            13737  4 4340 
    584.551      6.878                                            13737  4 4341 
    584.792      7.729                                            13737  4 4342 
    585.171      5.568                                            13737  4 4343 
    585.665      5.044                                            13737  4 4344 
    586.030      5.830                                            13737  4 4345 
    586.155      5.306                                            13737  4 4346 
    586.885      6.878                                            13737  4 4347 
    587.002      8.057                                            13737  4 4348 
    587.367      8.777                                            13737  4 4349 
    587.618      7.795                                            13737  4 4350 
    587.739      8.188                                            13737  4 4351 
    587.992      6.616                                            13737  4 4352 
    588.111      7.271                                            13737  4 4353 
    588.486      5.961                                            13737  4 4354 
    588.488      5.502                                            13737  4 4355 
    588.858      5.109                                            13737  4 4356 
    589.218      7.074                                            13737  4 4357 
    589.461      7.598                                            13737  4 4358 
    589.834      6.616                                            13737  4 4359 
    589.838      5.764                                            13737  4 4360 
    589.959      6.157                                            13737  4 4361 
    590.448      6.812                                            13737  4 4362 
    590.691      7.402                                            13737  4 4363 
    591.168     10.415                                            13737  4 4364 
    591.651     12.249                                            13737  4 4365 
    591.653     11.790                                            13737  4 4366 
    591.901     11.332                                            13737  4 4367 
    591.903     10.939                                            13737  4 4368 
    592.397     10.415                                            13737  4 4369 
    592.399      9.891                                            13737  4 4370 
    592.648      9.170                                            13737  4 4371 
    592.897      8.450                                            13737  4 4372 
    593.144      8.122                                            13737  4 4373 
    593.147      7.598                                            13737  4 4374 
    593.642      6.681                                            13737  4 4375 
    593.644      6.223                                            13737  4 4376 
    593.892      5.764                                            13737  4 4377 
    594.512      4.585                                            13737  4 4378 
    594.883      3.930                                            13737  4 4379 
    595.371      4.716                                            13737  4 4380 
    595.611      5.961                                            13737  4 4381 
    595.728      7.205                                            13737  4 4382 
    596.207      9.956                                            13737  4 4383 
    596.337      8.384                                            13737  4 4384 
    596.449     10.742                                            13737  4 4385 
    596.824      9.367                                            13737  4 4386 
    596.829      8.384                                            13737  4 4387 
    597.208      5.961                                            13737  4 4388 
    597.337      4.585                                            13737  4 4389 
    597.457      5.306                                            13737  4 4390 
    597.585      4.127                                            13737  4 4391 
    598.420      9.563                                            13737  4 4392 
    598.540     10.284                                            13737  4 4393 
    598.545      9.236                                            13737  4 4394 
    598.794      8.384                                            13737  4 4395 
    598.797      7.860                                            13737  4 4396 
    599.290      7.467                                            13737  4 4397 
    599.295      6.419                                            13737  4 4398 
    599.415      6.943                                            13737  4 4399 
    600.025      7.860                                            13737  4 4400 
    600.391      8.319                                            13737  4 4401 
    600.396      7.402                                            13737  4 4402 
    601.011      7.140                                            13737  4 4403 
    601.137      6.550                                            13737  4 4404 
    601.262      6.026                                            13737  4 4405 
    601.510      5.502                                            13737  4 4406 
    601.881      4.978                                            13737  4 4407 
    602.006      4.585                                            13737  4 4408 
    602.866      4.520                                            13737  4 4409 
    602.987      4.978                                            13737  4 4410 
    603.847      4.847                                            13737  4 4411 
    604.318      9.367                                            13737  4 4412 
    604.321      8.646                                            13737  4 4413 
    604.436     10.349                                            13737  4 4414 
    604.815      8.122                                            13737  4 4415 
    604.818      7.533                                            13737  4 4416 
    604.944      6.747                                            13737  4 4417 
    605.192      6.223                                            13737  4 4418 
    605.686      5.633                                            13737  4 4419 
    606.427      4.913                                            13737  4 4420 
    606.429      4.520                                            13737  4 4421 
    607.040      5.175                                            13737  4 4422 
    607.410      4.847                                            13737  4 4423 
    607.897      5.699                                            13737  4 4424 
    608.268      5.306                                            13737  4 4425 
    608.870      7.860                                            13737  4 4426 
    609.112      8.712                                            13737  4 4427 
    610.110      5.437                                            13737  4 4428 
    610.358      4.913                                            13737  4 4429 
    610.724      5.502                                            13737  4 4430 
    611.200      8.843                                            13737  4 4431 
    611.327      7.795                                            13737  4 4432 
    611.576      7.271                                            13737  4 4433 
    611.948      6.354                                            13737  4 4434 
    612.196      5.895                                            13737  4 4435 
    612.198      5.437                                            13737  4 4436 
    612.446      4.978                                            13737  4 4437 
    612.563      6.288                                            13737  4 4438 
    612.934      5.830                                            13737  4 4439 
    613.427      5.437                                            13737  4 4440 
    613.428      5.175                                            13737  4 4441 
    614.044      4.716                                            13737  4 4442 
    614.287      5.371                                            13737  4 4443 
    614.775      6.157                                            13737  4 4444 
    615.256      8.319                                            13737  4 4445 
    615.373      9.694                                            13737  4 4446 
    615.493     10.284                                            13737  4 4447 
    615.612     11.004                                            13737  4 4448 
    615.621      9.105                                            13737  4 4449 
    615.747      8.384                                            13737  4 4450 
    616.251      5.830                                            13737  4 4451 
    616.500      5.109                                            13737  4 4452 
    617.102      7.598                                            13737  4 4453 
    617.105      7.009                                            13737  4 4454 
    617.354      6.354                                            13737  4 4455 
    617.725      5.764                                            13737  4 4456 
    617.973      5.371                                            13737  4 4457 
    618.462      5.895                                            13737  4 4458 
    618.950      6.419                                            13737  4 4459 
    619.070      7.140                                            13737  4 4460 
    619.190      7.729                                            13737  4 4461 
    619.556      8.253                                            13737  4 4462 
    619.676      8.843                                            13737  4 4463 
    619.853      9.609                                            13737  4 4464 
    620.588     10.156                                            13737  4 4465 
    620.956     11.719                                            13737  4 4466 
    621.691     13.594                                            13737  4 4467 
    622.059     12.344                                            13737  4 4468 
    622.059     13.047                                            13737  4 4469 
    622.426     13.359                                            13737  4 4470 
    622.794     14.297                                            13737  4 4471 
    622.794     12.266                                            13737  4 4472 
    623.055     13.918                                            13737  4 4473 
    623.329     12.871                                            13737  4 4474 
    623.897     11.406                                            13737  4 4475 
    624.632      9.453                                            13737  4 4476 
    624.632      8.984                                            13737  4 4477 
    625.000      8.438                                            13737  4 4478 
    626.103      8.984                                            13737  4 4479 
    626.340      7.345                                            13737  4 4480 
    627.206     12.969                                            13737  4 4481 
