ENTRY            13755   20020607                             00001375500000001 
SUBENT        13755001   20020607                             00001375500100001 
BIB                 13         21                                 1375500100002 
INSTITUTE  (1USAORL)                                              1375500100003 
REFERENCE  (R,ORNL-TM-11404,198910)                               1375500100004 
AUTHOR     (T.E.Slusarchyk)                                       1375500100005 
TITLE      Preliminary Cross Sections for Gamma Rays Produced by  1375500100006 
            Interaction of 1 to 40 MeV Neutrons with 59Co.        1375500100007 
FACILITY   (LINAC,1USAORL) ORELA.                                 1375500100008 
INC-SOURCE (PHOTO) Electrons on tantalum target.                  1375500100009 
SAMPLE     149-g Co metal disk.                                   1375500100010 
ANALYSIS   Data analyzed using computer code GRPGLI. Code         1375500100011 
            PLOTPACK was used to detect problems in assignment of 1375500100012 
            gamma peaks by GRPGLI.                                1375500100013 
DETECTOR   (GE-IN) For gamma-ray detection.                       1375500100014 
           (SCIN) Flux measured using NE-110 plastic scintillator.1375500100015 
CORRECTION Corrected for gamma attenuation in sample.             1375500100016 
           Not corrected for multiple scattering or electronic    1375500100017 
            timing variations.  Maximum error due to excluding    1375500100018 
            these corrections estimated to be 5%.                 1375500100019 
ERR-ANALYS (DATA-ERR) No information on source of uncertainties.  1375500100020 
STATUS     (PRELM) No reply from D. Larson to author proof.       1375500100021 
           Data taken from tables in report.                      1375500100022 
HISTORY    (20011212C)                                            1375500100023 
ENDBIB              21          0                                 1375500100024 
NOCOMMON             0          0                                 1375500100025 
ENDSUBENT           24          0                                 1375500199999 
SUBENT        13755002   20020506                             00001375500200001 
BIB                  1          1                                 1375500200002 
REACTION   (27-CO-59(N,X)0-G-0,PAR,SIG)                           1375500200003 
ENDBIB               1          0                                 1375500200004 
NOCOMMON             0          0                                 1375500200005 
DATA                 5        579                                 1375500200006 
E          EN-MIN     EN-MAX     DATA       DATA-ERR              1375500200007 
1458.8     12.9       13.8         168.5    10.2                  1375500200427 
1458.8     13.8       15.2         102.1     6.6                  1375500200428 
1458.8     15.2       16.9          71.3     5.3                  1375500200429 
1458.8     16.9       18.8          65.1     5.5                  1375500200430 
1458.8     18.8       20.5          63.0     7.0                  1375500200431 
1458.8     20.5       22.5          45.6     4.9                  1375500200432 
1458.8     22.5       24.9          26.1     4.0                  1375500200433 
1458.8     24.9       26.9          36.7     5.9                  1375500200434 
1458.8     26.9       29.1          30.3     4.2                  1375500200435 
1458.8     29.1       31.7          24.0     5.5                  1375500200436 
1458.8     31.7       33.6          34.0     6.6                  1375500200437 
1458.8     33.6       35.7          32.7     8.1                  1375500200438 
1482.1      1.35       1.64         18.0     0.9                  1375500200439 
1482.1      1.64       1.95         67.6     2.1                  1375500200440 
1482.1      1.95       2.28         92.4     2.8                  1375500200441 
1482.1      2.28       2.58        115.3     3.8                  1375500200442 
1482.1      2.58       2.81        103.5     5.1                  1375500200443 
1482.1      2.81       3.67        115.3     3.8                  1375500200444 
1482.1      3.67       4.49        119.6     4.2                  1375500200445 
1482.1      4.49       5.36        118.9     5.1                  1375500200446 
1482.1      5.36       6.19         98.6     4.5                  1375500200447 
1482.1      6.19       7.04         85.0     4.7                  1375500200448 
1482.1      7.04       7.75         72.9     5.1                  1375500200449 
1482.1      7.75       8.44         84.4     5.9                  1375500200450 
1482.1      8.44       9.23         76.7     5.3                  1375500200451 
1482.1      9.23       9.82         75.9     5.5                  1375500200452 
1482.1      9.82      10.4          76.5     5.5                  1375500200453 
1482.1     10.4       11.1          70.2     5.3                  1375500200454 
1482.1     11.1       12.0          63.8     5.3                  1375500200455 
1482.1     12.0       12.9          49.8     3.8                  1375500200456 
1482.1     12.9       13.8          33.1     4.0                  1375500200457 
1482.1     13.8       15.2          22.3     2.3                  1375500200458 
1482.1     15.2       16.9          16.9     1.9                  1375500200459 
1482.1     16.9       18.8           5.5     3.6                  1375500200460 
1482.1     18.8       20.5           7.4     4.4                  1375500200461 
1482.1     20.5       22.5          10.1     4.5                  1375500200462 
1482.1     22.5       24.9          11.9     4.4                  1375500200463 
1524.6     13.8       15.2           3.7      2.9                 1375500200464 
1524.6     15.2       16.9           8.0      3.5                 1375500200465 
1524.6     16.9       18.8          22.7      4.7                 1375500200466 
1524.6     18.8       20.5           7.8      4.7                 1375500200467 
1524.6     20.5       22.5           7.8      4.7                 1375500200468 
1555.3     15.2       16.9           5.3      3.2                 1375500200469 
1555.3     16.9       18.8           6.8      3.7                 1375500200470 
1555.3     18.8       20.5           9.9      4.2                 1375500200471 
1555.3     20.5       22.5           9.9      4.7                 1375500200472 
1555.3     22.5       24.9           5.7      4.4                 1375500200473 
1674.7     15.2       16.9           5.7      3.1                 1375500200474 
1674.7     16.9       18.8           8.3      3.7                 1375500200475 
1674.7     18.8       20.5           8.1      4.7                 1375500200476 
1674.7     20.5       22.5          15.1      4.4                 1375500200477 
1674.7     22.5       24.9           7.8      4.4                 1375500200478 
1674.7     24.9       26.9           5.6      5.0                 1375500200479 
1720.1      2.81       3.67          1.6     1.2                  1375500200480 
1720.1      3.67       4.49          4.6     1.7                  1375500200481 
1720.1      4.49       5.36          4.5     2.1                  1375500200482 
1744.8      1.64       1.95         13.7     0.9                  1375500200483 
1744.8      1.95       2.28         45.6     1.9                  1375500200484 
1744.8      2.28       2.58         52.4     2.5                  1375500200485 
1744.8      2.58       2.81         62.1     3.6                  1375500200486 
1744.8      2.81       3.67         65.4     2.7                  1375500200487 
1744.8      3.67       4.49         62.9     3.0                  1375500200488 
1744.8      4.49       5.36         64.0     3.4                  1375500200489 
1744.8      5.36       6.19         59.1     3.4                  1375500200490 
1744.8      6.19       7.04         60.2     3.6                  1375500200491 
1744.8      7.04       7.75         57.0     4.0                  1375500200492 
1744.8      7.75       8.44         48.3     5.3                  1375500200493 
1744.8      8.44       9.23         48.1     3.6                  1375500200494 
1744.8      9.23       9.82         51.3     5.1                  1375500200495 
1744.8      9.82       10.4         56.6     4.6                  1375500200496 
1744.8     10.4        11.1         61.9     5.1                  1375500200497 
1744.8     11.1        12.0         26.2     5.1                  1375500200498 
1744.8     12.0        12.9         28.5     2.5                  1375500200499 
1744.8     12.9        13.8         25.1     3.2                  1375500200500 
1744.8     13.8        15.2         10.6     3.3                  1375500200501 
1744.8     15.2        16.9         10.2     3.3                  1375500200502 
1744.8     16.9        18.8         12.0     1.9                  1375500200503 
1744.8     18.8        20.5         11.1     4.1                  1375500200504 
1744.8     20.5        22.5          8.3     4.7                  1375500200505 
1744.8     22.5        24.9          8.6     4.4                  1375500200506 
1744.8     24.9        26.9         10.6     4.5                  1375500200507 
1744.8     26.9        29.1          7.4     5.4                  1375500200508 
1744.8     29.1        31.7          6.5     5.1                  1375500200509 
1922.4      2.81       3.67          1.69    0.93                 1375500200510 
1922.4      3.67       4.49          6.7     1.3                  1375500200511 
1922.4      4.49       5.36          5.34    0.70                 1375500200512 
1922.4      5.36       6.19          4.9     1.5                  1375500200513 
1922.4      6.19       7.04          5.8     2.4                  1375500200514 
1922.4      7.04       7.75          5.0     3.0                  1375500200515 
1922.4      7.75       8.44          8.5     3.1                  1375500200516 
1922.4      8.44       9.23          6.5     3.1                  1375500200517 
1922.4      9.23       9.82          7.7     3.5                  1375500200518 
2087.2      1.95       2.28          3.35    0.69                 1375500200519 
2087.2      2.28       2.58         19.7     1.6                  1375500200520 
2087.2      2.58       2.81         22.5     2.3                  1375500200521 
2087.2      2.81       3.67         30.1     1.7                  1375500200522 
2087.2      3.67       4.49         28.6     1.9                  1375500200523 
2087.2      4.49       5.36         23.0     2.5                  1375500200524 
2087.2      5.36       6.19         15.3     2.1                  1375500200525 
2087.2      6.19       7.04         18.4     2.8                  1375500200526 
2087.2      7.04       7.75         17.1     1.9                  1375500200527 
2087.2      7.75       8.44         12.5     1.7                  1375500200528 
2087.2      8.44       9.23         16.9     2.0                  1375500200529 
2087.2      9.23       9.82         13.6     4.4                  1375500200530 
2087.2      9.82       10.4         14.8     4.4                  1375500200531 
2087.2     10.4        11.1         13.4     4.2                  1375500200532 
2087.2     11.1        12.0          8.0     4.3                  1375500200533 
2087.2     12.0        12.9          4.4     3.9                  1375500200534 
2087.2     12.9        13.8          8.0     3.5                  1375500200535 
2478.2      2.25       2.58          1.49    0.63                 1375500200536 
2478.2      2.58       2.81         10.7     2.0                  1375500200537 
2478.2      2.81       3.67         19.0     1.5                  1375500200538 
2478.2      3.67       4.49         10.9     1.6                  1375500200539 
2478.2      4.49       5.36          6.3     1.7                  1375500200540 
2478.2      5.36       6.19         10.3     1.2                  1375500200541 
2478.2      6.19       7.04         10.4     2.6                  1375500200542 
2478.2      7.04       7.75          8.8     3.1                  1375500200543 
2478.2      7.75       8.44          9.9     3.3                  1375500200544 
2478.2      8.44       9.23         12.1     3.5                  1375500200545 
2478.2      9.23       9.82          7.4     4.5                  1375500200546 
2478.2      9.82      10.4           5.9     4.2                  1375500200547 
2478.2     10.4       11.1           7.3     4.4                  1375500200548 
2540.4      2.58       2.81          3.9     1.3                  1375500200549 
2540.4      2.81       3.67          7.0     1.0                  1375500200550 
2540.4      3.67       4.49          7.1     1.3                  1375500200551 
2540.4      4.49       5.36         10.0     1.8                  1375500200552 
2540.4      5.36       6.19          6.0     2.2                  1375500200553 
2540.4      6.19       7.04          7.1     2.4                  1375500200554 
2540.4      7.04       7.75          3.8     2.5                  1375500200555 
2540.4      7.75       8.44          6.7     3.8                  1375500200556 
2583.2      2.58       2.81          2.7     1.3                  1375500200557 
2583.2      2.81       3.67         14.4     1.4                  1375500200558 
2583.2      3.67       4.49         11.2     1.7                  1375500200559 
2583.2      4.49       5.36         10.0     1.8                  1375500200560 
2583.2      5.36       6.19          9.7     1.2                  1375500200561 
2583.2      6.19       7.04          5.5     2.3                  1375500200562 
2583.2      7.04       7.75          5.0     2.7                  1375500200563 
2583.2      7.75       8.44         10.3     3.3                  1375500200564 
2583.2      8.44       9.23          3.9     3.4                  1375500200565 
2583.2      9.23       9.82          6.3     3.9                  1375500200566 
2781.2      2.81       3.67          2.1     1.1                  1375500200567 
2781.2      3.67       4.49          2.5     1.5                  1375500200568 
2781.2      4.49       5.36          4.2     1.5                  1375500200569 
2781.2      5.36       6.19          2.9     2.1                  1375500200570 
2781.2      6.19       7.04          3.9     2.3                  1375500200571 
2781.2      7.04       7.75          4.8     4.4                  1375500200572 
2825.1      2.81       3.67          7.8     1.2                  1375500200573 
2825.1      3.67       4.49         12.1     1.4                  1375500200574 
2825.1      4.49       5.36          8.9     1.8                  1375500200575 
2825.1      5.36       6.19          7.9     2.2                  1375500200576 
2825.1      6.19       7.04          5.7     2.3                  1375500200577 
2910.1      2.81       3.67          2.99    0.50                 1375500200578 
2910.1      3.67       4.49          3.60    0.98                 1375500200579 
2910.1      4.49       5.36          3.1     1.5                  1375500200580 
2910.1      5.36       6.19          2.5     2.0                  1375500200581 
2963.6      2.81       3.67          1.36    0.65                 1375500200582 
2963.6      3.67       4.49          5.97    0.92                 1375500200583 
2963.6      4.49       5.36          3.9     1.6                  1375500200584 
3275.4      2.81       3.67          1.49    0.56                 1375500200585 
3275.4      3.67       4.49          6.1     1.1                  1375500200586 
3275.4      4.49       5.36          5.6     1.6                  1375500200587 
ENDDATA            581          0                                 1375500200588 
ENDSUBENT          587          0                                 1375500299999 
ENDENTRY             2          0                                 1375599999999 
