ENTRY            12853   19860129                             00001285300000001 
SUBENT        12853001   19860129                             00001285300100001 
BIB                  9         20                                 1285300100002 
INSTITUTE  (1USAANL)                                              1285300100003 
REFERENCE  (R,ANL-NDM-80,8305)                                    1285300100004 
AUTHOR     (W.P.POENITZ,J.F.WHALEN)                               1285300100005 
TITLE      NEUTRON TOTAL CROSS SECTION MEASUREMENTS IN THE ENERGY 1285300100006 
            REGION FROM 47 KEV TO 20 MEV                          1285300100007 
FACILITY   (DYNAM)                                                1285300100008 
CORRECTION THE DATA WERE CORRECTED FOR DEAD-TIME, BACKGROUND AND  1285300100009 
            RESONANCE SELF-SHIELDING. INSCATTERING OF NEUTRONS    1285300100010 
            WAS CALCULATED AND FOUND TO BE NEGLIGIBLE.            1285300100011 
ERR-ANALYS (ERR-T) TOTAL UNCERTAINTY                              1285300100012 
             SYSTEMATIC UNCERTAINITES IN PERCENT INCLUDE -        1285300100013 
                CORRELATED DEAD-TIME UNCERTAINTY       0.3-0.6    1285300100014 
                BACKGROUND CORRECTION                  0.3        1285300100015 
                SAMPLE THICKNESS                       0.5-1.0    1285300100016 
STATUS     DATA RECEIVED IN PRIVATE COMMUNICATION 12/14/83 FROM   1285300100017 
             W.P.POENITZ                                          1285300100018 
           (APRVD) W.P.POENITZ, 84/2/13.                          1285300100019 
HISTORY    (831220C)                                              1285300100020 
           (850806A) MISSING SUBENTRIES ADDED                     1285300100021 
           (860129A) BIB CORRECTION.                              1285300100022 
ENDBIB              20          0                                 1285300100023 
NOCOMMON             0          0                                 1285300100024 
ENDSUBENT           23          0                                 1285300199999 
SUBENT        12853002   19840106                             00001285300200001 
BIB                  5          6                                 1285300200002 
REACTION   (6-C-0(N,TOT),,SIG)                                    1285300200003 
N-SOURCE   (D-LI7) WHITE NEUTRON SPECTRUM                         1285300200004 
METHOD     (TOF)  8.414 METER FLIGHT PATH                         1285300200005 
SAMPLE     NATURAL CARBON                                         1285300200006 
DETECTOR   BLACK NEUTRON DETECTOR 7.62 CM RADIUS AND 17.78 CM HIGH1285300200007 
             WITH PULSE SHAPE DISCRIMINATION                      1285300200008 
ENDBIB               6          0                                 1285300200009 
NOCOMMON             0          0                                 1285300200010 
DATA                 5        167                                 1285300200011 
EN         EN-ERR     EN-RSL-FW  DATA       ERR-T                 1285300200012 
  2.150E-01  5.000E-03  2.400E-02  9.429E+00  2.101E-01  2.046E-011285301300014 
  2.360E-01  5.000E-03  2.400E-02  8.343E+00  2.076E-01  2.041E-011285301300015 
  2.600E-01  5.000E-03  2.400E-02  9.000E+00  2.469E-01  2.442E-011285301300016 
  3.220E-01  5.000E-03  2.300E-02  9.752E+00  2.548E-01  2.530E-011285301300017 
  3.650E-01  5.000E-03  2.300E-02  9.443E+00  3.145E-01  3.132E-011285301300018 
  4.060E-01  5.000E-03  2.200E-02  9.331E+00  3.542E-01  3.533E-011285301300019 
  4.500E-01  5.000E-03  2.200E-02  8.941E+00  3.940E-01  3.933E-011285301300020 
  4.950E-01  5.000E-03  2.100E-02  8.714E+00  4.038E-01  4.031E-011285301300021 
  5.500E-01  5.000E-03  4.500E-02  8.763E+00  3.428E-01  3.422E-011285301300022 
  5.800E-01  5.000E-03  2.100E-02  8.053E+00  4.229E-01  4.225E-011285301300023 
  6.000E-01  4.000E-03  4.400E-02  8.282E+00  3.525E-01  3.519E-011285301300024 
  6.520E-01  4.000E-03  4.300E-02  8.225E+00  3.019E-01  3.014E-011285301300025 
  7.000E-01  4.000E-03  4.200E-02  8.351E+00  3.019E-01  3.013E-011285301300026 
  7.450E-01  4.000E-03  4.100E-02  7.997E+00  2.716E-01  2.710E-011285301300027 
  7.860E-01  4.000E-03  4.000E-02  6.992E+00  3.416E-01  3.412E-011285301300028 
  8.900E-01  4.000E-03  3.800E-02  7.001E+00  2.913E-01  2.910E-011285301300029 
  9.500E-01  4.000E-03  3.700E-02  6.911E+00  3.114E-01  3.111E-011285301300030 
  1.010E+00  4.000E-03  3.700E-02  6.387E+00  3.003E-01  3.000E-011285301300031 
  1.320E+00  4.000E-03  3.500E-02  5.957E+00  2.803E-01  2.800E-011285301300032 
  1.600E+00  3.000E-03  3.300E-02  5.177E+00  3.002E-01  3.000E-011285301300033 
ENDDATA             22          0                                 1285301300034 
ENDSUBENT           33          0                                 1285301399999 
SUBENT        12853014   19840106                             00001285301400001 
BIB                  5          6                                 1285301400002 
REACTION   (40-ZR-0(N,TOT),,SIG)                                  1285301400003 
N-SOURCE   (D-LI7) WHITE NEUTRON SPECTRUM                         1285301400004 
METHOD     (TOF)  8.414 METER FLIGHT PATH                         1285301400005 
SAMPLE     NATURAL ZIRCONIUM WITH A THICKNESS OF 0.1649 ATOMS/BARN1285301400006 
DETECTOR   BLACK NEUTRON DETECTOR 7.62 CM RADIUS AND 17.78 CM HIGH1285301400007 
             WITH PULSE SHAPE DISCRIMINATION                      1285301400008 
ENDBIB               6          0                                 1285301400009 
NOCOMMON             0          0                                 1285301400010 
DATA                 5         68                                 1285301400011 
EN         EN-ERR     EN-RSL-FW  DATA       ERR-T                 1285301400012 
MEV        MEV        MEV        B          B                     1285301400013 
  1.822E+00  9.112E-03  1.911E-02  4.987E+00  4.021E-02           1285301400014 
  1.861E+00  9.303E-03  1.943E-02  4.954E+00  3.640E-02           1285301400015 
  1.900E+00  9.501E-03  2.010E-02  4.832E+00  3.551E-02           1285301400016 
  1.941E+00  9.705E-03  2.077E-02  4.782E+00  3.514E-02           1285301400017 
  1.983E+00  9.916E-03  2.146E-02  4.746E+00  3.488E-02           1285301400018 
  2.027E+00  1.013E-02  2.219E-02  4.705E+00  3.457E-02           1285301400019 
  2.072E+00  1.036E-02  2.293E-02  4.686E+00  3.443E-02           1285301400020 
  2.119E+00  1.059E-02  2.373E-02  4.606E+00  3.385E-02           1285301400021 
  2.167E+00  1.083E-02  2.458E-02  4.546E+00  3.341E-02           1285301400022 
  2.217E+00  1.108E-02  2.545E-02  4.518E+00  3.031E-02           1285301400023 
  2.269E+00  1.134E-02  2.635E-02  4.501E+00  3.019E-02           1285301400024 
  2.322E+00  1.161E-02  2.731E-02  4.450E+00  2.985E-02           1285301400025 
  2.378E+00  1.189E-02  2.834E-02  4.438E+00  2.977E-02           1285301400026 
  2.436E+00  1.218E-02  2.939E-02  4.419E+00  2.964E-02           1285301400027 
  2.496E+00  1.248E-02  3.047E-02  4.332E+00  2.906E-02           1285301400028 
  2.558E+00  1.279E-02  3.166E-02  4.299E+00  2.884E-02           1285301400029 
  2.622E+00  1.311E-02  3.289E-02  4.261E+00  2.858E-02           1285301400030 
  2.689E+00  1.345E-02  3.416E-02  4.189E+00  2.810E-02           1285301400031 
  2.759E+00  1.379E-02  3.552E-02  4.142E+00  2.779E-02           1285301400032 
  2.831E+00  1.416E-02  3.697E-02  4.103E+00  2.752E-02           1285301400033 
  2.907E+00  1.453E-02  3.846E-02  4.117E+00  2.762E-02           1285301400034 
  2.985E+00  1.493E-02  4.005E-02  4.068E+00  2.729E-02           1285301400035 
  3.067E+00  1.533E-02  4.175E-02  4.034E+00  2.852E-02           1285301400036 
  3.152E+00  1.576E-02  4.352E-02  4.019E+00  2.842E-02           1285301400037 
  3.241E+00  1.620E-02  4.537E-02  4.013E+00  2.838E-02           1285301400038 
  3.334E+00  1.667E-02  4.735E-02  3.982E+00  2.816E-02           1285301400039 
  3.430E+00  1.715E-02  4.946E-02  3.920E+00  2.772E-02           1285301400040 
  3.531E+00  1.766E-02  5.170E-02  3.886E+00  2.748E-02           1285301400041 
  3.637E+00  1.819E-02  5.408E-02  3.836E+00  2.712E-02           1285301400042 
  3.748E+00  1.874E-02  5.658E-02  3.824E+00  2.704E-02           1285301400043 
  3.863E+00  1.932E-02  5.924E-02  3.806E+00  2.691E-02           1285301400044 
  3.985E+00  1.992E-02  6.206E-02  3.788E+00  2.679E-02           1285301400045 
  4.112E+00  2.056E-02  6.508E-02  3.744E+00  2.876E-02           1285301400046 
  4.245E+00  2.123E-02  6.834E-02  3.757E+00  3.143E-02           1285301400047 
  4.385E+00  2.193E-02  7.174E-02  3.754E+00  3.420E-02           1285301400048 
  4.532E+00  2.266E-02  7.540E-02  3.751E+00  3.417E-02           1285301400049 
  4.687E+00  2.343E-02  7.931E-02  3.747E+00  3.709E-02           1285301400050 
  4.849E+00  2.425E-02  8.352E-02  3.723E+00  3.686E-02           1285301400051 
  5.021E+00  2.510E-02  8.803E-02  3.807E+00  3.769E-02           1285301400052 
  5.201E+00  2.601E-02  9.282E-02  3.819E+00  3.781E-02           1285301400053 
  5.392E+00  2.696E-02  9.799E-02  3.869E+00  3.830E-02           1285301400054 
  5.593E+00  2.797E-02  1.036E-01  3.955E+00  3.915E-02           1285301400055 
  5.806E+00  2.903E-02  1.096E-01  3.919E+00  3.880E-02           1285301400056 
  6.032E+00  3.016E-02  1.160E-01  4.051E+00  3.907E-02           1285301400057 
  6.270E+00  3.135E-02  1.230E-01  4.036E+00  3.995E-02           1285301400058 
  6.524E+00  3.262E-02  1.305E-01  4.138E+00  3.991E-02           1285301400059 
  6.792E+00  3.396E-02  1.387E-01  4.170E+00  4.021E-02           1285301400060 
  7.078E+00  3.539E-02  1.476E-01  4.242E+00  4.091E-02           1285301400061 
  7.383E+00  3.691E-02  1.572E-01  4.202E+00  4.052E-02           1285301400062 
  7.707E+00  3.854E-02  1.676E-01  4.288E+00  4.497E-02           1285301400063 
  8.053E+00  4.027E-02  1.790E-01  4.340E+00  4.552E-02           1285301400064 
  8.423E+00  4.212E-02  1.915E-01  4.328E+00  4.539E-02           1285301400065 
  8.819E+00  4.410E-02  2.052E-01  4.319E+00  4.905E-02           1285301400066 
  9.244E+00  4.622E-02  2.201E-01  4.385E+00  4.980E-02           1285301400067 
  9.700E+00  4.850E-02  2.365E-01  4.325E+00  5.297E-02           1285301400068 
  1.019E+01  1.019E-01  2.546E-01  4.349E+00  5.326E-02           1285301400069 
  1.072E+01  1.072E-01  2.744E-01  4.247E+00  4.824E-02           1285301400070 
  1.129E+01  1.129E-01  2.965E-01  4.236E+00  4.443E-02           1285301400071 
  1.190E+01  1.190E-01  3.209E-01  4.176E+00  4.027E-02           1285301400072 
  1.257E+01  1.257E-01  3.480E-01  4.091E+00  3.613E-02           1285301400073 
  1.330E+01  1.330E-01  3.781E-01  3.968E+00  3.615E-02           1285301400074 
  1.408E+01  1.408E-01  4.118E-01  3.918E+00  3.278E-02           1285301400075 
  1.494E+01  1.494E-01  4.495E-01  3.793E+00  3.173E-02           1285301400076 
  1.588E+01  1.588E-01  4.918E-01  3.693E+00  2.837E-02           1285301400077 
  1.691E+01  1.691E-01  5.394E-01  3.576E+00  2.992E-02           1285301400078 
  1.804E+01  1.804E-01  5.931E-01  3.469E+00  3.160E-02           1285301400079 
  1.928E+01  1.928E-01  5.461E-01  3.424E+00  4.581E-02           1285301400080 
  2.022E+01  2.022E-01  4.706E-01  3.365E+00  9.677E-02           1285301400081 
ENDDATA             70          0                                 1285301400082 
ENDSUBENT           81          0                                 1285301499999 
SUBENT        12853015   19840106                             00001285301500001 
BIB                  6          7                                 1285301500002 
REACTION   (40-ZR-0(N,TOT),,SIG)                                  1285301500003 
N-SOURCE   (P-LI7) MONOENERGETIC NEUTRONS                         1285301500004 
METHOD     (TOF)  7.909 METER FLIGHT PATH                         1285301500005 
SAMPLE     NATURAL ZIRCONIUM WITH A THICKNESS OF 0.0646 ATOMS/BARN1285301500006 
DETECTOR   (SCIN) NE213 DETECTOR 2 CM THICK AND 12.7 CM           1285301500007 
            IN DIAMETER                                           1285301500008 
ERR-ANALYS (ERR-S) STATISTICAL UNCERTAINTY                        1285301500009 
ENDBIB               7          0                                 1285301500010 
NOCOMMON             0          0                                 1285301500011 
DATA                 6         24                                 1285301500012 
EN         EN-ERR     EN-RSL-FW  DATA       ERR-T      ERR-S      1285301500013 
MEV        MEV        MEV        B          B          B          1285301500014 
  9.850E-01  7.000E-03  7.400E-02  6.650E+00  7.165E-02  7.025E-021285301500015 
  1.032E+00  7.000E-03  7.200E-02  6.337E+00  7.114E-02  7.000E-021285301500016 
  1.127E+00  7.000E-03  7.100E-02  6.322E+00  7.113E-02  7.000E-021285301500017 
  1.222E+00  7.000E-03  6.800E-02  6.142E+00  7.107E-02  7.000E-021285301500018 
  1.317E+00  7.000E-03  6.700E-02  5.987E+00  8.089E-02  8.000E-021285301500019 
  1.411E+00  7.000E-03  6.600E-02  5.787E+00  7.095E-02  7.000E-021285301500020 
  1.506E+00  6.000E-03  6.400E-02  5.267E+00  7.079E-02  7.000E-021285301500021 
  1.600E+00  6.000E-03  6.200E-02  5.365E+00  9.064E-02  9.000E-021285301500022 
  1.695E+00  6.000E-03  6.000E-02  5.252E+00  7.078E-02  7.000E-021285301500023 
  1.790E+00  6.000E-03  5.800E-02  5.032E+00  7.072E-02  7.000E-021285301500024 
  1.887E+00  6.000E-03  5.700E-02  4.708E+00  7.063E-02  7.000E-021285301500025 
  1.984E+00  6.000E-03  5.600E-02  4.818E+00  7.066E-02  7.000E-021285301500026 
  2.180E+00  5.000E-03  5.400E-02  4.583E+00  7.060E-02  7.000E-021285301500027 
  2.377E+00  5.000E-03  5.200E-02  4.558E+00  7.059E-02  7.000E-021285301500028 
  2.578E+00  5.000E-03  5.000E-02  4.258E+00  7.052E-02  7.000E-021285301500029 
  2.783E+00  5.000E-03  4.900E-02  4.273E+00  7.052E-02  7.000E-021285301500030 
  2.985E+00  5.000E-03  4.700E-02  4.038E+00  6.054E-02  6.000E-021285301500031 
  3.188E+00  5.000E-03  4.500E-02  4.033E+00  6.054E-02  6.000E-021285301500032 
  3.390E+00  4.000E-03  4.400E-02  3.898E+00  6.050E-02  6.000E-021285301500033 
  3.587E+00  4.000E-03  4.200E-02  3.943E+00  6.052E-02  6.000E-021285301500034 
  3.788E+00  4.000E-03  4.100E-02  3.843E+00  7.042E-02  7.000E-021285301500035 
  3.990E+00  4.000E-03  3.900E-02  3.803E+00  7.026E-02  7.000E-021285301500036 
  4.195E+00  4.000E-03  3.800E-02  3.807E+00  7.041E-02  7.000E-021285301500037 
  4.400E+00  4.000E-03  3.700E-02  3.659E+00  9.030E-02  9.000E-021285301500038 
ENDDATA             26          0                                 1285301500039 
ENDSUBENT           38          0                                 1285301599999 
SUBENT        12853016   19840106                             00001285301600001 
BIB                  5          6                                 1285301600002 
REACTION   (40-ZR-0(N,TOT),,SIG)                                  1285301600003 
N-SOURCE   (P-LI7) MONOENERGETIC NEUTRONS                         1285301600004 
METHOD     (TOF)  3.74 METER FLIGHT PATH                          1285301600005 
SAMPLE     NATURAL ZIRCONIUM WITH THICKNESSES OF 0.0646 AND       1285301600006 
             0.1649 ATOMS/BARN                                    1285301600007 
DETECTOR   BLACK NEUTRON DETECTOR 5 CM RADIUS AND 15 CM HIGH      1285301600008 
ENDBIB               6          0                                 1285301600009 
NOCOMMON             0          0                                 1285301600010 
DATA                 5         15                                 1285301600011 
EN         EN-ERR     EN-RSL-FW  DATA       ERR-T                 1285301600012 
MEV        MEV        MEV        B          B                     1285301600013 
  3.650E-01  5.000E-03  3.000E-02  9.340E+00  1.000E-01           1285301600014 
  4.160E-01  5.000E-03  3.000E-02  9.480E+00  1.100E-01           1285301600015 
  4.580E-01  5.000E-03  2.900E-02  8.590E+00  1.500E-01           1285301600016 
  5.290E-01  5.000E-03  2.900E-02  8.620E+00  6.000E-02           1285301600017 
  5.900E-01  5.000E-03  2.800E-02  8.560E+00  6.000E-02           1285301600018 
  6.330E-01  5.000E-03  2.800E-02  8.460E+00  6.000E-02           1285301600019 
  6.880E-01  5.000E-03  2.700E-02  8.360E+00  8.000E-02           1285301600020 
  9.250E-01  5.000E-03  4.900E-02  7.100E+00  1.500E-01           1285301600021 
  9.760E-01  5.000E-03  4.900E-02  6.710E+00  8.000E-02           1285301600022 
  1.027E+00  5.000E-03  4.800E-02  6.400E+00  5.000E-02           1285301600023 
  1.084E+00  5.000E-03  4.700E-02  6.560E+00  1.000E-01           1285301600024 
  1.134E+00  5.000E-03  4.700E-02  6.290E+00  6.000E-02           1285301600025 
  1.288E+00  5.000E-03  4.500E-02  6.080E+00  1.000E-01           1285301600026 
  1.337E+00  5.000E-03  4.500E-02  5.790E+00  1.000E-01           1285301600027 
  1.392E+00  5.000E-03  4.400E-02  5.500E+00  1.000E-01           1285301600028 
ENDDATA             17          0                                 1285301600029 
ENDSUBENT           28          0                                 1285301699999 
SUBENT        12853017   19840106                             00001285301700001 
BIB                  6          6                                 1285301700002 
REACTION   (41-NB-93(N,TOT),,SIG)                                 1285301700003 
N-SOURCE   (P-LI7) WHITE NEUTRON SPECTRUM                         1285301700004 
METHOD     (TOF)  3.32 METER FLIGHT PATH                          1285301700005 
SAMPLE     NATURAL NIOBIUM WITH A THICKNESS OF 0.0960 ATOMS/BARN  1285301700006 
DETECTOR   BLACK NEUTRON DETECTOR 5 CM RADIUS AND 15 CM HIGH      1285301700007 
ERR-ANALYS (ERR-S) STATISTICAL UNCERTAINTY                        1285301700008 
ENDBIB               6          0                                 1285301700009 
NOCOMMON             0          0                                 1285301700010 
DATA                 6          9                                 1285301700011 
EN         EN-ERR     EN-RSL-FW  DATA       ERR-T      ERR-S      1285301700012 
MEV        MEV        MEV        B          B          B          1285301700013 
  4.700E-02  1.000E-03  4.000E-03  9.059E+00  6.738E-01  6.243E-011285301700014 
  6.000E-02  1.000E-03  6.000E-03  9.449E+00  4.289E-01  3.525E-011285301700015 
  7.800E-02  1.000E-03  9.000E-03  9.535E+00  3.869E-01  3.151E-011285301700016 
  1.010E-01  1.000E-03  1.000E-02  9.571E+00  3.542E-01  2.892E-011285301700017 
  1.240E-01  1.000E-03  1.000E-02  9.664E+00  3.345E-01  2.750E-011285301700018 
  1.460E-01  1.000E-03  9.000E-03  9.717E+00  3.087E-01  2.511E-011285301700019 
  1.680E-01  1.000E-03  9.000E-03  9.862E+00  2.884E-01  2.287E-011285301700020 
  1.970E-01  1.000E-03  1.400E-02  9.578E+00  2.645E-01  2.065E-011285301700021 
  2.280E-01  2.000E-03  1.600E-02  9.486E+00  3.019E-01  2.565E-011285301700022 
ENDDATA             11          0                                 1285301700023 
ENDSUBENT           22          0                                 1285301799999 
SUBENT        12853018   19840106                             00001285301800001 
BIB                  6          6                                 1285301800002 
REACTION   (41-NB-93(N,TOT),,SIG)                                 1285301800003 
N-SOURCE   (P-LI7) MONOENERGETIC NEUTRONS                         1285301800004 
METHOD     (TOF)  3.32 METER FLIGHT PATH                          1285301800005 
SAMPLE     NATURAL NIOBIUM WITH A THICKNESS OF 0.0960 ATOMS/BARN  1285301800006 
DETECTOR   BLACK NEUTRON DETECTOR 5 CM RADIUS AND 15 CM HIGH      1285301800007 
ERR-ANALYS (ERR-S) STATISTICAL UNCERTAINTY                        1285301800008 
ENDBIB               6          0                                 1285301800009 
NOCOMMON             0          0                                 1285301800010 
DATA                 6         21                                 1285301800011 
EN         EN-ERR     EN-RSL-FW  DATA       ERR-T      ERR-S      1285301800012 
MEV        MEV        MEV        B          B          B          1285301800013 
  2.150E-01  5.000E-03  2.400E-02  9.357E+00  2.439E-01  1.851E-011285301800014 
  2.360E-01  5.000E-03  2.400E-02  9.564E+00  2.217E-01  1.537E-011285301800015 
  2.600E-01  5.000E-03  2.400E-02  9.738E+00  2.217E-01  1.530E-011285301800016 
  3.220E-01  5.000E-03  2.300E-02  9.206E+00  2.352E-01  1.821E-011285301800017 
  3.650E-01  5.000E-03  2.300E-02  9.106E+00  2.496E-01  2.020E-011285301800018 
  4.060E-01  5.000E-03  2.200E-02  9.012E+00  2.483E-01  2.017E-011285301800019 
  4.500E-01  5.000E-03  2.200E-02  8.619E+00  2.962E-01  2.619E-011285301800020 
  4.950E-01  5.000E-03  2.100E-02  8.431E+00  2.946E-01  2.617E-011285301800021 
  5.500E-01  5.000E-03  4.500E-02  8.168E+00  2.833E-01  2.513E-011285301800022 
  5.800E-01  5.000E-03  2.100E-02  7.953E+00  2.727E-01  2.411E-011285301800023 
  6.000E-01  4.000E-03  4.400E-02  8.011E+00  2.819E-01  2.511E-011285301800024 
  6.520E-01  4.000E-03  4.300E-02  7.866E+00  2.543E-01  2.209E-011285301800025 
  7.000E-01  4.000E-03  4.200E-02  7.754E+00  2.621E-01  2.308E-011285301800026 
  7.450E-01  4.000E-03  4.100E-02  7.522E+00  2.007E-01  1.606E-011285301800027 
  7.860E-01  4.000E-03  4.000E-02  7.242E+00  1.745E-01  1.305E-011285301800028 
  8.380E-01  4.000E-03  3.900E-02  7.173E+00  1.738E-01  1.305E-011285301800029 
  8.900E-01  4.000E-03  3.800E-02  7.015E+00  1.647E-01  1.205E-011285301800030 
  9.500E-01  4.000E-03  3.700E-02  6.857E+00  1.631E-01  1.206E-011285301800031 
  1.010E+00  4.000E-03  3.700E-02  6.655E+00  1.680E-01  1.300E-011285301800032 
  1.320E+00  4.000E-03  3.500E-02  5.925E+00  1.529E-01  1.200E-011285301800033 
  1.600E+00  3.000E-03  3.300E-02  5.364E+00  1.557E-01  1.300E-011285301800034 
ENDDATA             23          0                                 1285301800035 
ENDSUBENT           34          0                                 1285301899999 
SUBENT        12853019   19840106                             00001285301900001 
BIB                  5          6                                 1285301900002 
REACTION   (41-NB-93(N,TOT),,SIG)                                 1285301900003 
N-SOURCE   (D-LI7) WHITE NEUTRON SPECTRUM                         1285301900004 
METHOD     (TOF)  8.414 METER FLIGHT PATH                         1285301900005 
SAMPLE     NATURAL NIOBIUM WITH A THICKNESS OF 0.1414 ATOMS/BARN  1285301900006 
DETECTOR   BLACK NEUTRON DETECTOR 7.62 CM RADIUS AND 17.78 CM HIGH1285301900007 
             WITH PULSE SHAPE DISCRIMINATION                      1285301900008 
ENDBIB               6          0                                 1285301900009 
NOCOMMON             0          0                                 1285301900010 
DATA                 5         68                                 1285301900011 
EN         EN-ERR     EN-RSL-FW  DATA       ERR-T                 1285301900012 
MEV        MEV        MEV        B          B                     1285301900013 
  1.822E+00  9.112E-03  1.911E-02  5.060E+00  4.080E-02           1285301900014 
  1.861E+00  9.303E-03  1.943E-02  5.041E+00  4.064E-02           1285301900015 
  1.900E+00  9.501E-03  2.010E-02  4.982E+00  4.017E-02           1285301900016 
  1.941E+00  9.705E-03  2.077E-02  4.948E+00  3.989E-02           1285301900017 
  1.983E+00  9.916E-03  2.146E-02  4.880E+00  3.934E-02           1285301900018 
  2.027E+00  1.013E-02  2.219E-02  4.866E+00  3.576E-02           1285301900019 
  2.072E+00  1.036E-02  2.293E-02  4.830E+00  3.549E-02           1285301900020 
  2.119E+00  1.059E-02  2.373E-02  4.754E+00  3.493E-02           1285301900021 
  2.167E+00  1.083E-02  2.458E-02  4.741E+00  3.484E-02           1285301900022 
  2.217E+00  1.108E-02  2.545E-02  4.654E+00  3.575E-02           1285301900023 
  2.269E+00  1.134E-02  2.635E-02  4.631E+00  3.557E-02           1285301900024 
  2.322E+00  1.161E-02  2.731E-02  4.554E+00  3.498E-02           1285301900025 
  2.378E+00  1.189E-02  2.834E-02  4.496E+00  3.453E-02           1285301900026 
  2.436E+00  1.218E-02  2.939E-02  4.483E+00  3.443E-02           1285301900027 
  2.496E+00  1.248E-02  3.047E-02  4.431E+00  3.404E-02           1285301900028 
  2.558E+00  1.279E-02  3.166E-02  4.393E+00  3.374E-02           1285301900029 
  2.622E+00  1.311E-02  3.289E-02  4.366E+00  3.354E-02           1285301900030 
  2.689E+00  1.345E-02  3.416E-02  4.286E+00  3.292E-02           1285301900031 
  2.759E+00  1.379E-02  3.552E-02  4.245E+00  3.002E-02           1285301900032 
  2.831E+00  1.416E-02  3.697E-02  4.153E+00  2.937E-02           1285301900033 
  2.907E+00  1.453E-02  3.846E-02  4.168E+00  2.947E-02           1285301900034 
  2.985E+00  1.493E-02  4.005E-02  4.104E+00  3.152E-02           1285301900035 
  3.067E+00  1.533E-02  4.175E-02  4.081E+00  2.886E-02           1285301900036 
  3.152E+00  1.576E-02  4.352E-02  3.990E+00  3.065E-02           1285301900037 
  3.241E+00  1.620E-02  4.537E-02  3.947E+00  3.032E-02           1285301900038 
  3.334E+00  1.667E-02  4.735E-02  3.931E+00  3.019E-02           1285301900039 
  3.430E+00  1.715E-02  4.946E-02  3.867E+00  2.970E-02           1285301900040 
  3.531E+00  1.766E-02  5.170E-02  3.859E+00  2.729E-02           1285301900041 
  3.637E+00  1.819E-02  5.408E-02  3.859E+00  2.729E-02           1285301900042 
  3.748E+00  1.874E-02  5.658E-02  3.772E+00  2.667E-02           1285301900043 
  3.863E+00  1.932E-02  5.924E-02  3.780E+00  2.673E-02           1285301900044 
  3.985E+00  1.992E-02  6.206E-02  3.779E+00  2.903E-02           1285301900045 
  4.112E+00  2.056E-02  6.508E-02  3.757E+00  3.143E-02           1285301900046 
  4.245E+00  2.123E-02  6.834E-02  3.755E+00  3.421E-02           1285301900047 
  4.385E+00  2.193E-02  7.174E-02  3.777E+00  3.739E-02           1285301900048 
  4.532E+00  2.266E-02  7.540E-02  3.694E+00  3.961E-02           1285301900049 
  4.687E+00  2.343E-02  7.931E-02  3.761E+00  4.033E-02           1285301900050 
  4.849E+00  2.425E-02  8.352E-02  3.717E+00  3.986E-02           1285301900051 
  5.021E+00  2.510E-02  8.803E-02  3.840E+00  4.118E-02           1285301900052 
  5.201E+00  2.601E-02  9.282E-02  3.812E+00  4.088E-02           1285301900053 
  5.392E+00  2.696E-02  9.799E-02  3.899E+00  4.181E-02           1285301900054 
  5.593E+00  2.797E-02  1.036E-01  3.965E+00  4.252E-02           1285301900055 
  5.806E+00  2.903E-02  1.096E-01  3.959E+00  4.246E-02           1285301900056 
  6.032E+00  3.016E-02  1.160E-01  4.076E+00  4.371E-02           1285301900057 
  6.270E+00  3.135E-02  1.230E-01  4.080E+00  4.375E-02           1285301900058 
  6.524E+00  3.262E-02  1.305E-01  4.105E+00  4.402E-02           1285301900059 
  6.792E+00  3.396E-02  1.387E-01  4.154E+00  4.455E-02           1285301900060 
  7.078E+00  3.539E-02  1.476E-01  4.209E+00  4.514E-02           1285301900061 
  7.383E+00  3.691E-02  1.572E-01  4.203E+00  4.865E-02           1285301900062 
  7.707E+00  3.854E-02  1.676E-01  4.282E+00  4.957E-02           1285301900063 
  8.053E+00  4.027E-02  1.790E-01  4.242E+00  4.910E-02           1285301900064 
  8.423E+00  4.212E-02  1.915E-01  4.324E+00  5.005E-02           1285301900065 
  8.819E+00  4.410E-02  2.052E-01  4.379E+00  5.452E-02           1285301900066 
  9.244E+00  4.622E-02  2.201E-01  4.355E+00  5.422E-02           1285301900067 
  9.700E+00  4.850E-02  2.365E-01  4.355E+00  5.810E-02           1285301900068 
  1.019E+01  1.019E-01  2.546E-01  4.287E+00  5.720E-02           1285301900069 
  1.072E+01  1.072E-01  2.744E-01  4.200E+00  5.603E-02           1285301900070 
  1.129E+01  1.129E-01  2.965E-01  4.259E+00  5.302E-02           1285301900071 
  1.190E+01  1.190E-01  3.209E-01  4.262E+00  4.570E-02           1285301900072 
  1.257E+01  1.257E-01  3.480E-01  4.226E+00  4.184E-02           1285301900073 
  1.330E+01  1.330E-01  3.781E-01  4.040E+00  3.999E-02           1285301900074 
  1.408E+01  1.408E-01  4.118E-01  3.929E+00  3.579E-02           1285301900075 
  1.494E+01  1.494E-01  4.495E-01  3.859E+00  3.229E-02           1285301900076 
  1.588E+01  1.588E-01  4.918E-01  3.759E+00  3.145E-02           1285301900077 
  1.691E+01  1.691E-01  5.394E-01  3.654E+00  3.057E-02           1285301900078 
  1.804E+01  1.804E-01  5.931E-01  3.561E+00  3.525E-02           1285301900079 
  1.928E+01  1.928E-01  5.461E-01  3.540E+00  5.056E-02           1285301900080 
  2.022E+01  2.022E-01  4.706E-01  3.350E+00  1.098E-01           1285301900081 
ENDDATA             70          0                                 1285301900082 
