ENTRY            10113   20000202                             00001011300000001 
SUBENT        10113001   20000202                             00001011300100001 
BIB                 13         27                                 1011300100002 
INSTITUTE  (1USAORL)                                              1011300100003 
REFERENCE  (R,ORNL-4807,197401)                                   1011300100004 
AUTHOR     (W.E.KINNEY,F.G.PEREY)                                 1011300100005 
TITLE      Ni neutron elastic- and inelastic-scattering cross     1011300100006 
            sections from 4.07 to 8.56 MeV                        1011300100007 
FACILITY   (VDG,1USAORL) ORNL Van de Graaff, pulsed at 2 mhz and  1011300100008 
            bunched.                                              1011300100009 
INC-SOURCE (D-D) D(d,n) reaction using gas cells ranging in length1011300100010 
            from 1 to 2 cm. Neutron energy resolution between     1011300100011 
            60 to 70 keV.                                         1011300100012 
SAMPLE     Solid right circular cylinder 1.523 cm diameter,       1011300100013 
            2.578 cm high placed 10 to 30 cm from gas cell.       1011300100014 
METHOD     (TOF) Time-of-flight. 2.5 nanosec resolution (FWHM).   1011300100015 
DETECTOR   (SCIN)  12.5 cm diameter NE213 liquid scintillator     1011300100016 
            viewed by XP-1040 photomultipliers.  Flight paths of  1011300100017 
            4 to 6 meters employed.                               1011300100018 
MONITOR    (1-H-1(N,EL)1-H-1,,DA) Detector efficiency determined  1011300100019 
            relative to n-p cross section.                        1011300100020 
CORRECTION  Corrected for multiple scattering and other finite    1011300100021 
            sample size effects.                                  1011300100022 
STATUS     (APRVD) Approved by authors.                           1011300100023 
           Data rec'd in private comm., Kinney, May 1974.         1011300100024 
HISTORY    (19760219C) Data added                                 1011300100025 
           (19820528A) Converted to REACTION formalism            1011300100026 
           (19840416A) BIB corrections.                           1011300100027 
           (20000202A) Converted to new date format, lower case.  1011300100028 
                       BIB corrections.                           1011300100029 
ENDBIB              27          0                                 1011300100030 
NOCOMMON             0          0                                 1011300100031 
ENDSUBENT           30          0                                 1011300199999 
SUBENT        10113002   20000202                             00001011300200001 
BIB                  3         11                                 1011300200002 
REACTION   (28-NI-0(N,EL)28-NI-0,,DA)                             1011300200003 
ERR-ANALYS (DATA-ERR) Includes uncertainties in:                  1011300200004 
            . geometric parameters,                               1011300200005 
            . finite size corrections,                            1011300200006 
            . statistics,                                         1011300200007 
            . residual background effects due to peak stripping   1011300200008 
              procedures.                                         1011300200009 
            Does not include absolute error of + or - 7%,         1011300200010 
             estimated error in the absolute value of the         1011300200011 
             detector efficiency.                                 1011300200012 
HISTORY    (19860129A) REACTION product added.                    1011300200013 
ENDBIB              11          0                                 1011300200014 
NOCOMMON             0          0                                 1011300200015 
DATA                 6        115                                 1011300200016 
EN         EN-RSL     ANG-CM     DATA       +DATA-ERR  -DATA-ERR  1011300200017 
 4.34      0.07        25.41     1006.88     4.9        6.4       1011300700024 
 4.34      0.07        33.02      770.15     5.9        7.2       1011300700025 
 4.34      0.07        33.02      639.37     5.1        8.4       1011300700026 
 4.34      0.07        40.62      364.12     5.8        7.2       1011300700027 
 4.34      0.07        48.21      192.20     7.1        7.8       1011300700028 
 4.34      0.07        55.79       72.67    12.1       15.9       1011300700029 
 4.34      0.07        63.36       26.07    24.3       23.9       1011300700030 
 4.34      0.07        70.90       13.54    35.2       29.4       1011300700031 
 4.34      0.07        78.44       28.04    29.3       22.4       1011300700032 
 4.34      0.07        85.96       39.51    10.1       10.1       1011300700033 
 4.34      0.07        95.96       58.93     7.2        7.4       1011300700034 
 4.34      0.07       103.44       61.98     6.5       10.4       1011300700035 
 4.34      0.07       110.90       61.58     8.2        9.6       1011300700036 
 4.34      0.07       122.32       42.64    10.6        8.8       1011300700037 
 4.34      0.07       129.75       35.38    13.6       14.7       1011300700038 
 4.34      0.07       137.16       26.59    12.5       12.3       1011300700039 
 4.92      0.06        10.18     1950.30     4.8        5.6       1011300700040 
 4.92      0.06        15.27     1694.91     5.5        7.6       1011300700041 
 4.92      0.06        17.80     1496.48     7.5        6.5       1011300700042 
 4.92      0.06        22.80     1293.90     4.9        8.4       1011300700043 
 4.92      0.06        25.41      965.13     6.9        7.7       1011300700044 
 4.92      0.06        25.41      995.88     4.8        4.4       1011300700045 
 4.92      0.06        30.49      739.27     6.8        5.9       1011300700046 
 4.92      0.06        33.02      627.66     6.0        6.2       1011300700047 
 4.92      0.06        40.62      312.51     6.3        6.4       1011300700048 
 4.92      0.06        48.21      143.46     6.8        6.1       1011300700049 
 4.92      0.06        55.79       44.79    118.2      21.9       1011300700050 
 4.92      0.06        63.36       19.65    20.7       21.1       1011300700051 
 4.92      0.06        70.91       33.11    15.4       13.6       1011300700052 
 4.92      0.06        78.44       43.86    12.2       11.9       1011300700053 
 4.92      0.06        85.96       56.62     9.6        7.3       1011300700054 
 4.92      0.06        95.96       46.24    13.9        8.3       1011300700055 
 4.92      0.06       103.44       45.66    11.3       11.6       1011300700056 
 4.92      0.06       110.91       38.71    10.5       10.0       1011300700057 
 4.92      0.06       122.32       26.82    13.8       12.1       1011300700058 
 4.92      0.06       129.75       18.57    17.5       15.0       1011300700059 
 4.92      0.06       137.17       13.70    22.7       13.2       1011300700060 
ENDDATA             44          0                                 1011300700061 
ENDSUBENT           60          0                                 1011300799999 
SUBENT        10113008   20000202                             00001011300800001 
BIB                  2         10                                 1011300800002 
REACTION   (28-NI-60(N,EL)28-NI-60,,DA,,LEG/2L2)                  1011300800003 
ERR-ANALYS (DATA-ERR) Includes uncertainties in:                  1011300800004 
            . geometric parameters,                               1011300800005 
            . finite size corrections,                            1011300800006 
            . statistics,                                         1011300800007 
            . residual background effects due to peak stripping   1011300800008 
              procedures.                                         1011300800009 
            Does not include absolute error of + or - 7%,         1011300800010 
             estimated error in the absolute value of the         1011300800011 
             detector efficiency.                                 1011300800012 
ENDBIB              10          0                                 1011300800013 
NOCOMMON             0          0                                 1011300800014 
DATA                 5         17                                 1011300800015 
EN         EN-RSL     NUMBER     DATA       DATA-ERR              1011300800016 
MEV        MEV        NO-DIM     MB/SR      PER-CENT              1011300800017 
 4.34      0.07        0.         346.27661  1.8                  1011300800018 
 4.34      0.07        1.         238.59480  2.3                  1011300800019 
 4.34      0.07        2.         182.93558  2.4                  1011300800020 
 4.34      0.07        3.         134.19646  2.9                  1011300800021 
 4.34      0.07        4.          75.43665  4.3                  1011300800022 
 4.34      0.07        5.          30.45334  9.2                  1011300800023 
 4.34      0.07        6.          13.08883 18.0                  1011300800024 
 4.34      0.07        7.           5.32548 30.7                  1011300800025 
 4.34      0.07        8.           1.59220 81.2                  1011300800026 
 4.92      0.06        0.         315.05029  1.8                  1011300800027 
 4.92      0.06        1.         229.18994  2.0                  1011300800028 
 4.92      0.06        2.         170.51259  2.3                  1011300800029 
 4.92      0.06        3.         127.33780  2.5                  1011300800030 
 4.92      0.06        4.          79.11858  3.2                  1011300800031 
 4.92      0.06        5.          35.77414  5.6                  1011300800032 
 4.92      0.06        6.          12.38473 11.5                  1011300800033 
 4.92      0.06        7.           2.33064 41.7                  1011300800034 
ENDDATA             19          0                                 1011300800035 
ENDSUBENT           34          0                                 1011300899999 
SUBENT        10113009   20000202                             00001011300900001 
BIB                  4         12                                 1011300900002 
REACTION   (28-NI-60(N,EL)28-NI-60,,SIG)                          1011300900003 
ERR-ANALYS (DATA-ERR) Includes uncertainties in:                  1011300900004 
            . geometric parameters,                               1011300900005 
            . finite size corrections,                            1011300900006 
            . statistics,                                         1011300900007 
            . residual background effects due to peak stripping   1011300900008 
              procedures.                                         1011300900009 
            . estimated error in the absolute value of detector   1011300900010 
              efficiency (7%).                                    1011300900011 
STATUS     (DEP,10113003) DETERMINED FROM MEASURED ANGULAR        1011300900012 
                          DISTRIBUTIONS.                          1011300900013 
HISTORY    (19860129A) BIB UPDATE.                                1011300900014 
ENDBIB              12          0                                 1011300900015 
NOCOMMON             0          0                                 1011300900016 
DATA                 4          2                                 1011300900017 
EN         EN-RSL     DATA       DATA-ERR                         1011300900018 
MEV        MEV        MB         PER-CENT                         1011300900019 
 4.34      0.07       2175.72     7.2                             1011300900020 
 4.92      0.06       1979.52     7.2                             1011300900021 
ENDDATA              4          0                                 1011300900022 
ENDSUBENT           21          0                                 1011300999999 
SUBENT        10113010   20000202                             00001011301000001 
BIB                  2         10                                 1011301000002 
REACTION   (28-NI-60(N,INL)28-NI-60,PAR,DA)                       1011301000003 
ERR-ANALYS (DATA-ERR) Includes uncertainties in:                  1011301000004 
            . geometric parameters,                               1011301000005 
            . finite size corrections,                            1011301000006 
            . statistics,                                         1011301000007 
            . residual background effects due to peak stripping   1011301000008 
              procedures.                                         1011301000009 
            Does not include absolute error of + or - 7%,         1011301000010 
             estimated error in the absolute value of the         1011301000011 
             detector efficiency.                                 1011301000012 
ENDBIB              10          0                                 1011301000013 
COMMON               1          3                                 1011301000014 
E-LVL                                                             1011301000015 
MEV                                                               1011301000016 
1.333                                                             1011301000017 
ENDCOMMON            3          0                                 1011301000018 
DATA                 6         42                                 1011301000019 
EN         EN-RSL     ANG-CM     DATA       +DATA-ERR  -DATA-ERR  1011301000020 
MEV        MEV        ADEG       MB/SR      PER-CENT   PER-CENT   1011301000021 
 4.07       0.08       71.11       30.52    16.1        8.5       1011301000022 
 4.07       0.08       78.66       29.04    11.6       14.8       1011301000023 
 4.07       0.08       86.16       27.07    10.6       13.4       1011301000024 
 4.34       0.07       25.49       35.08    14.5       23.0       1011301000025 
 4.34       0.07       33.13       37.63    24.2       23.9       1011301000026 
 4.34       0.07       40.75       26.58    17.5       16.8       1011301000027 
 4.34       0.07       48.36       24.30    11.4       11.1       1011301000028 
 4.34       0.07       55.95       22.40     9.3        8.6       1011301000029 
 4.34       0.07       63.53       24.99    13.2       11.8       1011301000030 
 4.34       0.07       71.08       25.00    11.5        8.7       1011301000031 
 4.34       0.07       78.63       19.63    13.0       16.9       1011301000032 
 4.34       0.07       86.15       20.67    10.7       10.8       1011301000033 
 4.34       0.07       96.15       23.03    10.0       10.1       1011301000034 
 4.34       0.07      103.63       23.44    11.0       13.1       1011301000035 
 4.34       0.07      111.09       22.05    13.2       15.6       1011301000036 
 4.34       0.07      122.49       24.36    10.5        9.0       1011301000037 
 4.34       0.07      129.90       24.43    14.2        9.3       1011301000038 
 4.34       0.07      137.30       24.94    10.8        9.4       1011301000039 
 4.65      0.07        71.07       18.17    14.3        9.7       1011301000040 
 4.65      0.07        78.61       17.27    13.7       10.9       1011301000041 
 4.65      0.07        86.14       15.18    13.5       10.5       1011301000042 
 4.92      0.06        25.48       19.81    47.2        8.8       1011301000043 
 4.92      0.06        33.11       20.92    48.6       10.2       1011301000044 
 4.92      0.06        40.73       23.03    13.8       14.8       1011301000045 
 4.92      0.06        48.34       22.83    15.7       11.2       1011301000046 
 4.92      0.06        55.93       21.52    13.6       11.7       1011301000047 
 4.92      0.06        63.52       16.54    15.0       10.2       1011301000048 
 4.92      0.06        71.07       22.15    13.9       12.6       1011301000049 
 4.92      0.06        78.61       22.62    10.3        7.9       1011301000050 
 4.92      0.06        86.13       20.10    16.1       13.1       1011301000051 
 4.92      0.06        96.12       16.91    15.1       10.8       1011301000052 
 4.92      0.06       103.60       16.51    14.8       12.1       1011301000053 
 4.92      0.06       111.06       15.25    24.9       12.7       1011301000054 
 4.92      0.06       122.47       16.39    14.9       14.2       1011301000055 
 4.92      0.06       129.88       18.80    12.3       12.9       1011301000056 
 4.92      0.06       137.28       15.57    15.5       12.1       1011301000057 
 5.23      0.05        71.05       15.18    11.4       10.9       1011301000058 
 5.23      0.05        78.59       14.49    17.1       12.6       1011301000059 
 5.23      0.05        86.11       16.64     9.9       11.5       1011301000060 
 5.50      0.05        48.32       16.06    25.0       13.0       1011301000061 
 5.50      0.05        55.91       13.79    19.6       18.8       1011301000062 
 5.50      0.05        63.49       13.28    18.9       10.4       1011301000063 
ENDDATA             44          0                                 1011301000064 
ENDSUBENT           63          0                                 1011301099999 
SUBENT        10113011   20000202                             00001011301100001 
BIB                  2         10                                 1011301100002 
REACTION   (28-NI-60(N,INL)28-NI-60,PAR,DA)                       1011301100003 
ERR-ANALYS (DATA-ERR) Includes uncertainties in:                  1011301100004 
            . geometric parameters,                               1011301100005 
            . finite size corrections,                            1011301100006 
            . statistics,                                         1011301100007 
            . residual background effects due to peak stripping   1011301100008 
              procedures.                                         1011301100009 
            Does not include absolute error of + or - 7%,         1011301100010 
             estimated error in the absolute value of the         1011301100011 
             detector efficiency.                                 1011301100012 
ENDBIB              10          0                                 1011301100013 
COMMON               2          3                                 1011301100014 
E-LVL      E-LVL                                                  1011301100015 
MEV        MEV                                                    1011301100016 
2.158      2.286                                                  1011301100017 
ENDCOMMON            3          0                                 1011301100018 
DATA                 6         42                                 1011301100019 
EN         EN-RSL     ANG-CM     DATA       +DATA-ERR  -DATA-ERR  1011301100020 
MEV        MEV        ADEG       MB/SR      PER-CENT   PER-CENT   1011301100021 
 4.07      0.08        71.36      21.36     12.6       19.6       1011301100022 
 4.07      0.08        78.91      17.20     13.9       22.6       1011301100023 
 4.07      0.08        86.43      19.86     12.1       17.2       1011301100024 
 4.34      0.07        25.59      17.67     28.0       36.7       1011301100025 
 4.34      0.07        33.24      14.13     23.5       31.0       1011301100026 
 4.34      0.07        40.88      18.01     22.7       29.6       1011301100027 
 4.34      0.07        48.52      27.71     11.7       18.3       1011301100028 
 4.34      0.07        56.13      16.36     13.4       16.8       1011301100029 
 4.34      0.07        63.72      15.94     19.6       20.8       1011301100030 
 4.34      0.07        71.28      14.32     16.9       19.0       1011301100031 
 4.34      0.07        78.84      12.60     20.9       13.2       1011301100032 
 4.34      0.07        83.36      15.42     14.2       17.0       1011301100033 
 4.34      0.07        96.38      17.89     11.8       16.8       1011301100034 
 4.34      0.07       103.84      10.74     11.0       26.0       1011301100035 
 4.34      0.07       111.30      13.75     17.0       19.5       1011301100036 
 4.34      0.07       122.67      15.95     14.8       12.6       1011301100037 
 4.34      0.07       130.07      15.11     15.9       16.9       1011301100038 
 4.34      0.07       137.45      14.53     15.9       11.5       1011301100039 
 4.65      0.07        71.24       9.60     14.5       15.3       1011301100040 
 4.65      0.07        78.80       9.33     21.5       21.1       1011301100041 
 4.65      0.07        86.32      11.49     18.7       22.9       1011301100042 
 4.92      0.06        25.55      12.45     35.3       19.7       1011301100043 
 4.92      0.06        33.20       9.44     27.9       24.1       1011301100044 
 4.92      0.06        40.84      16.06     20.1       20.3       1011301100045 
 4.92      0.06        48.46      12.42     15.9       26.1       1011301100046 
 4.92      0.06        56.07      12.10     13.8       17.9       1011301100047 
 4.92      0.06        63.68      11.00     22.3       23.6       1011301100048 
 4.92      0.06        71.23      13.28     20.8       19.9       1011301100049 
 4.92      0.06        78.78      13.30     17.8       24.6       1011301100050 
 4.92      0.06        86.31      13.50     12.4       23.9       1011301100051 
 4.92      0.06        96.29       8.93     21.2       18.7       1011301100052 
 4.92      0.06       103.77       9.02     28.6       18.2       1011301100053 
 4.92      0.06       111.22      10.78     12.9       20.0       1011301100054 
 4.92      0.06       122.60       9.60     16.4       16.0       1011301100055 
 4.92      0.06       130.01      11.47     17.9       17.4       1011301100056 
 4.92      0.06       137.39      12.20     20.9       16.0       1011301100057 
 5.23      0.05        71.19       9.26     16.3       17.3       1011301100058 
 5.23      0.05        78.74       8.05     20.8       26.3       1011301100059 
 5.23      0.05        86.26       8.42     11.4       18.6       1011301100060 
 5.50      0.05        48.42       7.19     26.7       21.8       1011301100061 
 5.50      0.05        56.02       6.41     24.5       23.5       1011301100062 
 5.50      0.05        63.61       7.91     17.6       15.3       1011301100063 
ENDDATA             44          0                                 1011301100064 
ENDSUBENT           63          0                                 1011301199999 
SUBENT        10113012   20000202                             00001011301200001 
BIB                  2         10                                 1011301200002 
REACTION   (28-NI-60(N,INL)28-NI-60,PAR,DA)                       1011301200003 
ERR-ANALYS (DATA-ERR) Includes uncertainties in:                  1011301200004 
            . geometric parameters,                               1011301200005 
            . finite size corrections,                            1011301200006 
            . statistics,                                         1011301200007 
            . residual background effects due to peak stripping   1011301200008 
              procedures.                                         1011301200009 
            Does not include absolute error of + or - 7%,         1011301200010 
             estimated error in the absolute value of the         1011301200011 
             detector efficiency.                                 1011301200012 
ENDBIB              10          0                                 1011301200013 
COMMON               2          3                                 1011301200014 
E-LVL      E-LVL                                                  1011301200015 
MEV        MEV                                                    1011301200016 
2.506      2.630                                                  1011301200017 
ENDCOMMON            3          0                                 1011301200018 
DATA                 6         41                                 1011301200019 
EN         EN-RSL     ANG-CM     DATA       +DATA-ERR  -DATA-ERR  1011301200020 
MEV        MEV        ADEG       MB/SR      PER-CENT   PER-CENT   1011301200021 
 4.07      0.08        71.54      24.13     13.6       23.7       1011301200022 
 4.07      0.08        79.11      22.90     14.0       14.3       1011301200023 
 4.07      0.08        86.63      24.95     14.9       16.4       1011301200024 
 4.34      0.07        25.65      20.55     22.7       29.3       1011301200025 
 4.34      0.07        33.34      17.91     22.9       31.0       1011301200026 
 4.34      0.07        40.98      18.54     21.6       22.6       1011301200027 
 4.34      0.07        48.64      25.33     17.8       32.4       1011301200028 
 4.34      0.07        56.26      20.23     17.5       20.0       1011301200029 
 4.34      0.07        63.85      13.76     24.0       29.9       1011301200030 
 4.34      0.07        71.43      19.52     15.4       26.1       1011301200031 
 4.34      0.07        79.00      18.46     12.9       10.7       1011301200032 
 4.34      0.07        86.53      14.81     21.4       23.2       1011301200033 
 4.34      0.07        96.52      24.08     10.5       21.4       1011301200034 
 4.34      0.07       111.44      16.82     13.9       17.2       1011301200035 
 4.34      0.07       122.81      19.89     19.0       17.2       1011301200036 
 4.34      0.07       130.19      17.46     17.7       17.7       1011301200037 
 4.34      0.07       137.55      16.75     16.1       13.9       1011301200038 
 4.65      0.07        71.36      16.89     18.0       19.1       1011301200039 
 4.65      0.07        78.92      16.43     15.4       13.6       1011301200040 
 4.65      0.07        86.44      15.41     21.5       11.3       1011301200041 
 4.92      0.06        25.60      11.27     35.9       16.6       1011301200042 
 4.92      0.06        33.26      12.22     23.7       17.2       1011301200043 
 4.92      0.06        40.91      13.93     17.2       22.5       1011301200044 
 4.92      0.06        48.54      20.40     11.1       19.2       1011301200045 
 4.92      0.06        56.16      15.48     20.4       20.6       1011301200046 
 4.92      0.06        63.78      14.43     15.5       18.5       1011301200047 
 4.92      0.06        71.34      18.10     19.4       32.4       1011301200048 
 4.92      0.06        78.89      17.56     18.6       13.5       1011301200049 
 4.92      0.06        86.43      17.49     14.9       15.0       1011301200050 
 4.92      0.06        96.40      15.32     19.1       16.1       1011301200051 
 4.92      0.06       103.88      15.65     12.2       13.0       1011301200052 
 4.92      0.06       111.33      13.87     13.3       16.9       1011301200053 
 4.92      0.06       122.70      15.37     13.6       15.4       1011301200054 
 4.92      0.06       130.09      13.31     14.8        9.8       1011301200055 
 4.92      0.06       137.47      12.38     20.7       23.3       1011301200056 
 5.23      0.05        71.28      13.72     13.1       11.2       1011301200057 
 5.23      0.05        78.83      13.10     15.1       15.1       1011301200058 
 5.23      0.05        86.36      12.35     12.7       25.5       1011301200059 
 5.50      0.05        48.48      11.66     20.1       24.9       1011301200060 
 5.50      0.05        56.09       9.54     28.4       22.3       1011301200061 
 5.50      0.05        63.68      10.73     19.2       13.0       1011301200062 
ENDDATA             43          0                                 1011301200063 
ENDSUBENT           62          0                                 1011301299999 
SUBENT        10113013   20000202                             00001011301300001 
BIB                  3         11                                 1011301300002 
REACTION   (28-NI-60(N,INL)28-NI-60,PAR,SIG)                      1011301300003 
ERR-ANALYS (DATA-ERR) Includes uncertainties in:                  1011301300004 
            . geometric parameters,                               1011301300005 
            . finite size corrections,                            1011301300006 
            . statistics,                                         1011301300007 
            . residual background effects due to peak stripping   1011301300008 
              procedures.                                         1011301300009 
            . estimated error in the absolute value of detector   1011301300010 
              efficiency (7%).                                    1011301300011 
STATUS     (DEP,10013010) DETERMINED FROM MEASURED ANGULAR        1011301300012 
                          DISTRIBUTIONS.                          1011301300013 
ENDBIB              11          0                                 1011301300014 
COMMON               1          3                                 1011301300015 
E-LVL                                                             1011301300016 
MEV                                                               1011301300017 
1.333                                                             1011301300018 
ENDCOMMON            3          0                                 1011301300019 
DATA                 4          2                                 1011301300020 
EN         EN-RSL     DATA       DATA-ERR                         1011301300021 
MEV        MEV        MB         PER-CENT                         1011301300022 
 4.34      0.07        295.72     7.6                             1011301300023 
 4.92      0.06        234.10     7.9                             1011301300024 
ENDDATA              4          0                                 1011301300025 
ENDSUBENT           24          0                                 1011301399999 
SUBENT        10113014   20000202                             00001011301400001 
BIB                  3         11                                 1011301400002 
REACTION   (28-NI-60(N,INL)28-NI-60,PAR,SIG)                      1011301400003 
ERR-ANALYS (DATA-ERR) Includes uncertainties in:                  1011301400004 
            . geometric parameters,                               1011301400005 
            . finite size corrections,                            1011301400006 
            . statistics,                                         1011301400007 
            . residual background effects due to peak stripping   1011301400008 
              procedures.                                         1011301400009 
            . estimated error in the absolute value of detector   1011301400010 
              efficiency (7%).                                    1011301400011 
STATUS     (DEP,10113011) DETERMINED FROM MEASURED ANGULAR        1011301400012 
                          DISTRIBUTIONS.                          1011301400013 
ENDBIB              11          0                                 1011301400014 
COMMON               2          3                                 1011301400015 
E-LVL      E-LVL                                                  1011301400016 
MEV        MEV                                                    1011301400017 
2.158      2.286                                                  1011301400018 
ENDCOMMON            3          0                                 1011301400019 
DATA                 4          6                                 1011301400020 
EN         EN-RSL     DATA       DATA-ERR                         1011301400021 
MEV        MEV        MB         PER-CENT                         1011301400022 
 4.07      0.08        233.63    12.7                             1011301400023 
 4.34      0.07        181.74     9.8                             1011301400024 
 4.65      0.07        123.36    13.3                             1011301400025 
 4.92      0.06        140.33     9.7                             1011301400026 
 5.23      0.05        107.09    11.6                             1011301400027 
 5.50      0.05         92.09    14.0                             1011301400028 
ENDDATA              8          0                                 1011301400029 
ENDSUBENT           28          0                                 1011301499999 
SUBENT        10113015   20000202                             00001011301500001 
BIB                  3         11                                 1011301500002 
REACTION   (28-NI-60(N,INL)28-NI-60,PAR,SIG)                      1011301500003 
ERR-ANALYS (DATA-ERR) Includes uncertainties in:                  1011301500004 
            . geometric parameters,                               1011301500005 
            . finite size corrections,                            1011301500006 
            . statistics,                                         1011301500007 
            . residual background effects due to peak stripping   1011301500008 
              procedures.                                         1011301500009 
            . estimated error in the absolute value of detector   1011301500010 
              efficiency (7%).                                    1011301500011 
STATUS     (DEP,10113012) DETERMINED FROM MEASURED ANGULAR        1011301500012 
                          DISTRIBUTIONS.                          1011301500013 
ENDBIB              11          0                                 1011301500014 
COMMON               2          3                                 1011301500015 
E-LVL      E-LVL                                                  1011301500016 
MEV        MEV                                                    1011301500017 
2.506      2.630                                                  1011301500018 
ENDCOMMON            3          0                                 1011301500019 
DATA                 4          6                                 1011301500020 
EN         EN-RSL     DATA       DATA-ERR                         1011301500021 
MEV        MEV        MB         PER-CENT                         1011301500022 
 4.07      0.08        297.90    13.2                             1011301500023 
 4.34      0.07        223.99    10.3                             1011301500024 
 4.65      0.07        205.07    13.0                             1011301500025 
 4.92      0.06        186.46     9.8                             1011301500026 
 5.23      0.05        164.26    10.8                             1011301500027 
 5.50      0.05        134.01    13.2                             1011301500028 
ENDDATA              8          0                                 1011301500029 
ENDSUBENT           28          0                                 1011301599999 
SUBENT        10113016   20000202                             00001011301600001 
BIB                  4         12                                 1011301600002 
REACTION   (28-NI-60(N,INL)28-NI-60,PAR,DA,,LEG/2L2)              1011301600003 
ERR-ANALYS (DATA-ERR) Includes uncertainties in:                  1011301600004 
            . geometric parameters,                               1011301600005 
            . finite size corrections,                            1011301600006 
            . statistics,                                         1011301600007 
            . residual background effects due to peak stripping   1011301600008 
              procedures.                                         1011301600009 
            Does not include absolute error of + or - 7%,         1011301600010 
             estimated error in the absolute value of the         1011301600011 
             detector efficiency.                                 1011301600012 
STATUS     (DEP,10113010)                                         1011301600013 
HISTORY    (19860129A) BIB UPDATE.                                1011301600014 
ENDBIB              12          0                                 1011301600015 
COMMON               2          3                                 1011301600016 
NUMBER     E-LVL                                                  1011301600017 
NO-DIM     MEV                                                    1011301600018 
0.         1.333                                                  1011301600019 
ENDCOMMON            3          0                                 1011301600020 
DATA                 4          2                                 1011301600021 
EN         EN-RSL     DATA       DATA-ERR                         1011301600022 
MEV        MEV        MB/SR      PER-CENT                         1011301600023 
 4.34       0.07       47.06590   3.1                             1011301600024 
 4.92       0.06       37.25803   3.6                             1011301600025 
ENDDATA              4          0                                 1011301600026 
ENDSUBENT           25          0                                 1011301699999 
ENDENTRY            16          0                                 1011399999999 
