EN         EN-RSL-FW  ANG-CM     DATA-CM    +DATA-ERR  -DATA-ERR  1028500200015 
MEV        MEV        ADEG       MB/SR      PER-CENT   PER-CENT   1028500200016 
  6.44     0.07        119.50     -4.025        0.03904    0.007041028503100989 
  6.44     0.07        119.50     -4.000        0.03284    0.006521028503100990 
  6.44     0.07        119.50     -3.975        0.02600    0.006401028503100991 
  6.44     0.07        119.50     -3.950        0.02512    0.005921028503100992 
  6.44     0.07        119.50     -3.925        0.02948    0.006081028503100993 
  6.44     0.07        119.50     -3.900        0.03408    0.006641028503100994 
  6.44     0.07        119.50     -3.875        0.03596    0.006121028503100995 
  6.44     0.07        119.50     -3.850        0.03520    0.006321028503100996 
  6.44     0.07        119.50     -3.825        0.03388    0.006481028503100997 
  6.44     0.07        119.50     -3.800        0.03488    0.006241028503100998 
  6.44     0.07        119.50     -3.775        0.03872    0.006641028503100999 
  6.44     0.07        119.50     -3.750        0.04188    0.006761028503101000 
  6.44     0.07        119.50     -3.725        0.04172    0.006521028503101001 
  6.44     0.07        119.50     -3.700        0.04028    0.006521028503101002 
  6.44     0.07        119.50     -3.675        0.03976    0.005961028503101003 
  6.44     0.07        119.50     -3.650        0.03864    0.006721028503101004 
  6.44     0.07        119.50     -3.625        0.03512    0.006041028503101005 
  6.44     0.07        119.50     -3.600        0.03116    0.006001028503101006 
  6.44     0.07        119.50     -3.575        0.02908    0.006281028503101007 
  6.44     0.07        119.50     -3.550        0.02340    0.005761028503101008 
  6.44     0.07        119.50     -3.525        0.01408    0.005441028503101009 
  6.44     0.07        119.50     -3.500        0.00476    0.005001028503101010 
  6.44     0.07        127.00     -5.250        0.01296    0.015081028503101011 
  6.44     0.07        127.00     -5.225        0.02888    0.013001028503101012 
  6.44     0.07        127.00     -5.200        0.03524    0.013401028503101013 
  6.44     0.07        127.00     -5.175        0.03388    0.011401028503101014 
  6.44     0.07        127.00     -5.150        0.03620    0.010561028503101015 
  6.44     0.07        127.00     -5.125        0.04184    0.010961028503101016 
  6.44     0.07        127.00     -5.100        0.03940    0.010041028503101017 
  6.44     0.07        127.00     -5.075        0.02764    0.008641028503101018 
  6.44     0.07        127.00     -5.050        0.02000    0.007401028503101019 
  6.44     0.07        127.00     -5.025        0.02596    0.007801028503101020 
  6.44     0.07        127.00     -5.000        0.04056    0.008801028503101021 
  6.44     0.07        127.00     -4.975        0.05584    0.009681028503101022 
  6.44     0.07        127.00     -4.950        0.06740    0.010161028503101023 
  6.44     0.07        127.00     -4.925        0.07088    0.010241028503101024 
  6.44     0.07        127.00     -4.900        0.06396    0.009401028503101025 
  6.44     0.07        127.00     -4.875        0.05416    0.008321028503101026 
  6.44     0.07        127.00     -4.850        0.05248    0.008241028503101027 
  6.44     0.07        127.00     -4.825        0.05744    0.008641028503101028 
  6.44     0.07        127.00     -4.800        0.05644    0.008721028503101029 
  6.44     0.07        127.00     -4.775        0.04648    0.007561028503101030 
  6.44     0.07        127.00     -4.750        0.03732    0.007081028503101031 
  6.44     0.07        127.00     -4.725        0.03504    0.006961028503101032 
  6.44     0.07        127.00     -4.700        0.03396    0.006441028503101033 
  6.44     0.07        127.00     -4.675        0.02912    0.007001028503101034 
  6.44     0.07        127.00     -4.650        0.02504    0.006081028503101035 
  6.44     0.07        127.00     -4.625        0.02644    0.006441028503101036 
  6.44     0.07        127.00     -4.600        0.02980    0.006001028503101037 
  6.44     0.07        127.00     -4.575        0.02948    0.006041028503101038 
  6.44     0.07        127.00     -4.550        0.02672    0.005681028503101039 
  6.44     0.07        127.00     -4.525        0.02668    0.005681028503101040 
  6.44     0.07        127.00     -4.500        0.03176    0.006881028503101041 
  6.44     0.07        127.00     -4.475        0.04080    0.006721028503101042 
  6.44     0.07        127.00     -4.450        0.05044    0.006921028503101043 
  6.44     0.07        127.00     -4.425        0.05660    0.007961028503101044 
  6.44     0.07        127.00     -4.400        0.05724    0.007961028503101045 
  6.44     0.07        127.00     -4.375        0.05404    0.007761028503101046 
  6.44     0.07        127.00     -4.350        0.05084    0.007441028503101047 
  6.44     0.07        127.00     -4.325        0.04760    0.007161028503101048 
  6.44     0.07        127.00     -4.300        0.04236    0.007081028503101049 
  6.44     0.07        127.00     -4.275        0.03564    0.006401028503101050 
  6.44     0.07        127.00     -4.250        0.02996    0.005601028503101051 
  6.44     0.07        127.00     -4.225        0.02640    0.005521028503101052 
  6.44     0.07        127.00     -4.200        0.02512    0.005521028503101053 
  6.44     0.07        127.00     -4.175        0.02732    0.005521028503101054 
  6.44     0.07        127.00     -4.150        0.03304    0.006441028503101055 
  6.44     0.07        127.00     -4.125        0.03900    0.006321028503101056 
  6.44     0.07        127.00     -4.100        0.04152    0.006401028503101057 
  6.44     0.07        127.00     -4.075        0.04052    0.006121028503101058 
  6.44     0.07        127.00     -4.050        0.03764    0.006561028503101059 
  6.44     0.07        127.00     -4.025        0.03340    0.006281028503101060 
  6.44     0.07        127.00     -4.000        0.02840    0.005601028503101061 
  6.44     0.07        127.00     -3.975        0.02524    0.005361028503101062 
  6.44     0.07        127.00     -3.950        0.02512    0.004801028503101063 
  6.44     0.07        127.00     -3.925        0.02592    0.005001028503101064 
  6.44     0.07        127.00     -3.900        0.02568    0.005081028503101065 
  6.44     0.07        127.00     -3.875        0.02660    0.005481028503101066 
  6.44     0.07        127.00     -3.850        0.03132    0.005721028503101067 
  6.44     0.07        127.00     -3.825        0.03724    0.005881028503101068 
  6.44     0.07        127.00     -3.800        0.03932    0.006121028503101069 
  6.44     0.07        127.00     -3.775        0.03704    0.005961028503101070 
  6.44     0.07        127.00     -3.750        0.03480    0.006081028503101071 
  6.44     0.07        127.00     -3.725        0.03588    0.006001028503101072 
  6.44     0.07        127.00     -3.700        0.03848    0.006201028503101073 
  6.44     0.07        127.00     -3.675        0.03908    0.006081028503101074 
  6.44     0.07        127.00     -3.650        0.03664    0.005921028503101075 
  6.44     0.07        127.00     -3.625        0.03260    0.005721028503101076 
  6.44     0.07        127.00     -3.600        0.02732    0.005201028503101077 
  6.44     0.07        127.00     -3.575        0.02200    0.005281028503101078 
  6.44     0.07        127.00     -3.550        0.01660    0.005081028503101079 
  6.44     0.07        127.00     -3.525        0.01076    0.004441028503101080 
  6.44     0.07        127.00     -3.500        0.00480    0.004841028503101081 
  6.44     0.07        134.50     -5.250        0.0               1028503101082 
  6.44     0.07        134.50     -5.225        0.02820    0.012401028503101083 
  6.44     0.07        134.50     -5.200        0.03368    0.012961028503101084 
  6.44     0.07        134.50     -5.175        0.03788    0.011561028503101085 
  6.44     0.07        134.50     -5.150        0.04052    0.012441028503101086 
  6.44     0.07        134.50     -5.125        0.03568    0.010561028503101087 
  6.44     0.07        134.50     -5.100        0.02664    0.008481028503101088 
  6.44     0.07        134.50     -5.075        0.02408    0.008481028503101089 
  6.44     0.07        134.50     -5.050        0.02844    0.008121028503101090 
  6.44     0.07        134.50     -5.025        0.03124    0.008281028503101091 
  6.44     0.07        134.50     -5.000        0.03368    0.008041028503101092 
  6.44     0.07        134.50     -4.975        0.04508    0.008881028503101093 
  6.44     0.07        134.50     -4.950        0.06276    0.009841028503101094 
  6.44     0.07        134.50     -4.925        0.06912    0.009841028503101095 
  6.44     0.07        134.50     -4.900        0.05760    0.008921028503101096 
  6.44     0.07        134.50     -4.875        0.04292    0.007961028503101097 
  6.44     0.07        134.50     -4.850        0.03920    0.007481028503101098 
  6.44     0.07        134.50     -4.825        0.04300    0.007561028503101099 
  6.44     0.07        134.50     -4.800        0.04448    0.007881028503101100 
  6.44     0.07        134.50     -4.775        0.04088    0.006961028503101101 
  6.44     0.07        134.50     -4.750        0.03528    0.007201028503101102 
  6.44     0.07        134.50     -4.725        0.02824    0.006801028503101103 
  6.44     0.07        134.50     -4.700        0.02172    0.005441028503101104 
  6.44     0.07        134.50     -4.675        0.02084    0.005841028503101105 
  6.44     0.07        134.50     -4.650        0.02664    0.005921028503101106 
  6.44     0.07        134.50     -4.625        0.03328    0.006401028503101107 
  6.44     0.07        134.50     -4.600        0.03528    0.006761028503101108 
  6.44     0.07        134.50     -4.575        0.03196    0.005921028503101109 
  6.44     0.07        134.50     -4.550        0.02636    0.005601028503101110 
  6.44     0.07        134.50     -4.525        0.02296    0.006081028503101111 
  6.44     0.07        134.50     -4.500        0.02736    0.005921028503101112 
  6.44     0.07        134.50     -4.475        0.03972    0.006361028503101113 
  6.44     0.07        134.50     -4.450        0.05180    0.006921028503101114 
  6.44     0.07        134.50     -4.425        0.05632    0.007681028503101115 
  6.44     0.07        134.50     -4.400        0.05640    0.007601028503101116 
  6.44     0.07        134.50     -4.375        0.05824    0.007641028503101117 
  6.44     0.07        134.50     -4.350        0.05824    0.007761028503101118 
  6.44     0.07        134.50     -4.325        0.05024    0.007361028503101119 
  6.44     0.07        134.50     -4.300        0.03800    0.006761028503101120 
  6.44     0.07        134.50     -4.275        0.03204    0.006081028503101121 
  6.44     0.07        134.50     -4.250        0.03360    0.006281028503101122 
  6.44     0.07        134.50     -4.225        0.03324    0.006121028503101123 
