EN         EN-RSL-FW  ANG-CM     DATA-CM    +DATA-ERR  -DATA-ERR  1028500200015 
MEV        MEV        ADEG       MB/SR      PER-CENT   PER-CENT   1028500200016 
  8.56     0.05         77.50     -3.675        0.01068    0.004001028503103976 
  8.56     0.05         77.50     -3.650        0.01160    0.004201028503103977 
  8.56     0.05         77.50     -3.625        0.01164    0.003841028503103978 
  8.56     0.05         77.50     -3.600        0.00932    0.003881028503103979 
  8.56     0.05         77.50     -3.575        0.00668    0.004201028503103980 
  8.56     0.05         77.50     -3.550        0.00540    0.003921028503103981 
  8.56     0.05         77.50     -3.525        0.00576    0.003121028503103982 
  8.56     0.05         85.00     -7.050        0.04452    0.009681028503103983 
  8.56     0.05         85.00     -7.025        0.04544    0.009001028503103984 
  8.56     0.05         85.00     -7.000        0.04544    0.008641028503103985 
  8.56     0.05         85.00     -6.975        0.04440    0.008881028503103986 
  8.56     0.05         85.00     -6.950        0.04248    0.008321028503103987 
  8.56     0.05         85.00     -6.925        0.04072    0.008201028503103988 
  8.56     0.05         85.00     -6.900        0.03816    0.008081028503103989 
  8.56     0.05         85.00     -6.875        0.03508    0.008121028503103990 
  8.56     0.05         85.00     -6.850        0.03580    0.008001028503103991 
  8.56     0.05         85.00     -6.825        0.04228    0.007521028503103992 
  8.56     0.05         85.00     -6.800        0.04784    0.007921028503103993 
  8.56     0.05         85.00     -6.775        0.04532    0.007561028503103994 
  8.56     0.05         85.00     -6.750        0.03860    0.007601028503103995 
  8.56     0.05         85.00     -6.725        0.03804    0.007641028503103996 
  8.56     0.05         85.00     -6.700        0.04344    0.007201028503103997 
  8.56     0.05         85.00     -6.675        0.04428    0.006961028503103998 
  8.56     0.05         85.00     -6.650        0.03684    0.006881028503103999 
  8.56     0.05         85.00     -6.625        0.03040    0.007081028503104000 
  8.56     0.05         85.00     -6.600        0.03272    0.006641028503104001 
  8.56     0.05         85.00     -6.575        0.03956    0.006761028503104002 
  8.56     0.05         85.00     -6.550        0.04244    0.007041028503104003 
  8.56     0.05         85.00     -6.525        0.04112    0.007041028503104004 
  8.56     0.05         85.00     -6.500        0.03964    0.006881028503104005 
  8.56     0.05         85.00     -6.475        0.03856    0.007081028503104006 
  8.56     0.05         85.00     -6.450        0.03668    0.006561028503104007 
  8.56     0.05         85.00     -6.425        0.03548    0.006681028503104008 
  8.56     0.05         85.00     -6.400        0.03720    0.006801028503104009 
  8.56     0.05         85.00     -6.375        0.03968    0.006721028503104010 
  8.56     0.05         85.00     -6.350        0.03992    0.006161028503104011 
  8.56     0.05         85.00     -6.325        0.03848    0.006321028503104012 
  8.56     0.05         85.00     -6.300        0.03696    0.006641028503104013 
  8.56     0.05         85.00     -6.275        0.03472    0.006441028503104014 
  8.56     0.05         85.00     -6.250        0.03168    0.006601028503104015 
  8.56     0.05         85.00     -6.225        0.03048    0.006321028503104016 
  8.56     0.05         85.00     -6.200        0.03232    0.006041028503104017 
  8.56     0.05         85.00     -6.175        0.03404    0.006241028503104018 
  8.56     0.05         85.00     -6.150        0.03256    0.005841028503104019 
  8.56     0.05         85.00     -6.125        0.02992    0.006041028503104020 
  8.56     0.05         85.00     -6.100        0.02980    0.006121028503104021 
  8.56     0.05         85.00     -6.075        0.03152    0.006161028503104022 
  8.56     0.05         85.00     -6.050        0.03100    0.005721028503104023 
  8.56     0.05         85.00     -6.025        0.02684    0.005961028503104024 
  8.56     0.05         85.00     -6.000        0.02240    0.005801028503104025 
  8.56     0.05         85.00     -5.975        0.02212    0.005921028503104026 
  8.56     0.05         85.00     -5.950        0.02676    0.005561028503104027 
  8.56     0.05         85.00     -5.925        0.03212    0.005441028503104028 
  8.56     0.05         85.00     -5.900        0.03300    0.005761028503104029 
  8.56     0.05         85.00     -5.875        0.02980    0.005681028503104030 
  8.56     0.05         85.00     -5.850        0.02808    0.005681028503104031 
  8.56     0.05         85.00     -5.825        0.02976    0.005881028503104032 
  8.56     0.05         85.00     -5.800        0.02804    0.005681028503104033 
  8.56     0.05         85.00     -5.775        0.01816    0.005241028503104034 
  8.56     0.05         85.00     -5.750        0.00840    0.005841028503104035 
  8.56     0.05         85.00     -5.725        0.01156    0.004681028503104036 
  8.56     0.05         85.00     -5.700        0.02552    0.005241028503104037 
  8.56     0.05         85.00     -5.675        0.03420    0.005361028503104038 
  8.56     0.05         85.00     -5.650        0.02980    0.005161028503104039 
  8.56     0.05         85.00     -5.625        0.02272    0.005961028503104040 
  8.56     0.05         85.00     -5.600        0.02412    0.005721028503104041 
  8.56     0.05         85.00     -5.575        0.02952    0.005481028503104042 
  8.56     0.05         85.00     -5.550        0.02864    0.005281028503104043 
  8.56     0.05         85.00     -5.525        0.02272    0.005361028503104044 
  8.56     0.05         85.00     -5.500        0.02096    0.004921028503104045 
  8.56     0.05         85.00     -5.475        0.02448    0.004841028503104046 
  8.56     0.05         85.00     -5.450        0.02596    0.005001028503104047 
  8.56     0.05         85.00     -5.425        0.02288    0.005361028503104048 
  8.56     0.05         85.00     -5.400        0.02048    0.005241028503104049 
  8.56     0.05         85.00     -5.375        0.02152    0.004641028503104050 
  8.56     0.05         85.00     -5.350        0.02240    0.005121028503104051 
  8.56     0.05         85.00     -5.325        0.02032    0.005521028503104052 
  8.56     0.05         85.00     -5.300        0.01796    0.004801028503104053 
  8.56     0.05         85.00     -5.275        0.01764    0.004961028503104054 
  8.56     0.05         85.00     -5.250        0.01788    0.004761028503104055 
  8.56     0.05         85.00     -5.225        0.01804    0.004401028503104056 
  8.56     0.05         85.00     -5.200        0.02048    0.004441028503104057 
  8.56     0.05         85.00     -5.175        0.02516    0.004881028503104058 
  8.56     0.05         85.00     -5.150        0.02720    0.005401028503104059 
  8.56     0.05         85.00     -5.125        0.02268    0.004481028503104060 
  8.56     0.05         85.00     -5.100        0.01408    0.004441028503104061 
  8.56     0.05         85.00     -5.075        0.00760    0.005041028503104062 
  8.56     0.05         85.00     -5.050        0.00696    0.004321028503104063 
  8.56     0.05         85.00     -5.025        0.01156    0.004641028503104064 
  8.56     0.05         85.00     -5.000        0.01792    0.004761028503104065 
  8.56     0.05         85.00     -4.975        0.02200    0.004801028503104066 
  8.56     0.05         85.00     -4.950        0.02184    0.004921028503104067 
  8.56     0.05         85.00     -4.925        0.01972    0.005081028503104068 
  8.56     0.05         85.00     -4.900        0.01940    0.005041028503104069 
  8.56     0.05         85.00     -4.875        0.02048    0.005001028503104070 
  8.56     0.05         85.00     -4.850        0.01920    0.005081028503104071 
  8.56     0.05         85.00     -4.825        0.01532    0.004921028503104072 
  8.56     0.05         85.00     -4.800        0.01356    0.005321028503104073 
  8.56     0.05         85.00     -4.775        0.01616    0.005161028503104074 
  8.56     0.05         85.00     -4.750        0.01888    0.004761028503104075 
  8.56     0.05         85.00     -4.725        0.01696    0.004561028503104076 
  8.56     0.05         85.00     -4.700        0.01252    0.004561028503104077 
  8.56     0.05         85.00     -4.675        0.01084    0.004681028503104078 
  8.56     0.05         85.00     -4.650        0.01280    0.004761028503104079 
  8.56     0.05         85.00     -4.625        0.01452    0.004361028503104080 
  8.56     0.05         85.00     -4.600        0.01356    0.004321028503104081 
  8.56     0.05         85.00     -4.575        0.01156    0.004321028503104082 
  8.56     0.05         85.00     -4.550        0.01120    0.004201028503104083 
  8.56     0.05         85.00     -4.525        0.01284    0.004161028503104084 
  8.56     0.05         85.00     -4.500        0.01488    0.004201028503104085 
  8.56     0.05         85.00     -4.475        0.01548    0.004321028503104086 
  8.56     0.05         85.00     -4.450        0.01464    0.004521028503104087 
  8.56     0.05         85.00     -4.425        0.01440    0.004841028503104088 
  8.56     0.05         85.00     -4.400        0.01736    0.004681028503104089 
  8.56     0.05         85.00     -4.375        0.02264    0.004601028503104090 
  8.56     0.05         85.00     -4.350        0.02528    0.004641028503104091 
  8.56     0.05         85.00     -4.325        0.02180    0.004321028503104092 
  8.56     0.05         85.00     -4.300        0.01472    0.004001028503104093 
  8.56     0.05         85.00     -4.275        0.00996    0.003841028503104094 
  8.56     0.05         85.00     -4.250        0.00976    0.004481028503104095 
  8.56     0.05         85.00     -4.225        0.01120    0.004121028503104096 
  8.56     0.05         85.00     -4.200        0.01140    0.003881028503104097 
  8.56     0.05         85.00     -4.175        0.01096    0.003641028503104098 
  8.56     0.05         85.00     -4.150        0.01172    0.004041028503104099 
  8.56     0.05         85.00     -4.125        0.01308    0.004081028503104100 
  8.56     0.05         85.00     -4.100        0.01304    0.003641028503104101 
  8.56     0.05         85.00     -4.075        0.01172    0.004401028503104102 
  8.56     0.05         85.00     -4.050        0.01144    0.004641028503104103 
  8.56     0.05         85.00     -4.025        0.01284    0.004281028503104104 
  8.56     0.05         85.00     -4.000        0.01360    0.004161028503104105 
  8.56     0.05         85.00     -3.975        0.01172    0.004081028503104106 
  8.56     0.05         85.00     -3.950        0.00904    0.003921028503104107 
  8.56     0.05         85.00     -3.925        0.00880    0.003841028503104108 
  8.56     0.05         85.00     -3.900        0.01084    0.003721028503104109 
  8.56     0.05         85.00     -3.875        0.01208    0.003921028503104110 
  8.56     0.05         85.00     -3.850        0.01132    0.004041028503104111 
  8.56     0.05         85.00     -3.825        0.01048    0.004401028503104112 
  8.56     0.05         85.00     -3.800        0.01116    0.004281028503104113 
  8.56     0.05         85.00     -3.775        0.01228    0.004161028503104114 
  8.56     0.05         85.00     -3.750        0.01284    0.004481028503104115 
  8.56     0.05         85.00     -3.725        0.01368    0.004561028503104116 
  8.56     0.05         85.00     -3.700        0.01476    0.004081028503104117 
  8.56     0.05         85.00     -3.675        0.01364    0.004161028503104118 
  8.56     0.05         85.00     -3.650        0.00956    0.004241028503104119 
  8.56     0.05         85.00     -3.625        0.00608    0.003881028503104120 
  8.56     0.05         85.00     -3.600        0.00660    0.003521028503104121 
  8.56     0.05         85.00     -3.575        0.00796    0.003641028503104122 
  8.56     0.05         85.00     -3.550        0.00636    0.003681028503104123 
  8.56     0.05         85.00     -3.525        0.00128    0.003561028503104124 
  8.56     0.05         92.50     -7.050        0.04560    0.007441028503104125 
  8.56     0.05         92.50     -7.050        0.04672    0.007001028503104126 
  8.56     0.05         92.50     -7.025        0.04780    0.007081028503104127 
  8.56     0.05         92.50     -7.025        0.04504    0.006601028503104128 
  8.56     0.05         92.50     -7.000        0.04684    0.006961028503104129 
  8.56     0.05         92.50     -7.000        0.04256    0.006801028503104130 
  8.56     0.05         92.50     -6.975        0.04188    0.006721028503104131 
  8.56     0.05         92.50     -6.975        0.04428    0.006281028503104132 
  8.56     0.05         92.50     -6.950        0.03840    0.006321028503104133 
  8.56     0.05         92.50     -6.950        0.04804    0.006361028503104134 
  8.56     0.05         92.50     -6.925        0.03956    0.006601028503104135 
  8.56     0.05         92.50     -6.925        0.05000    0.006201028503104136 
  8.56     0.05         92.50     -6.900        0.04328    0.006441028503104137 
  8.56     0.05         92.50     -6.900        0.05152    0.006481028503104138 
  8.56     0.05         92.50     -6.875        0.04652    0.006441028503104139 
  8.56     0.05         92.50     -6.875        0.05232    0.006361028503104140 
  8.56     0.05         92.50     -6.850        0.04968    0.006401028503104141 
  8.56     0.05         92.50     -6.850        0.04884    0.006121028503104142 
  8.56     0.05         92.50     -6.825        0.05284    0.006401028503104143 
  8.56     0.05         92.50     -6.825        0.04292    0.006161028503104144 
  8.56     0.05         92.50     -6.800        0.05236    0.006361028503104145 
  8.56     0.05         92.50     -6.800        0.04184    0.005881028503104146 
  8.56     0.05         92.50     -6.775        0.04600    0.005921028503104147 
  8.56     0.05         92.50     -6.775        0.04592    0.005721028503104148 
  8.56     0.05         92.50     -6.750        0.03816    0.006081028503104149 
  8.56     0.05         92.50     -6.750        0.04716    0.005801028503104150 
  8.56     0.05         92.50     -6.725        0.03512    0.005481028503104151 
  8.56     0.05         92.50     -6.725        0.04304    0.005481028503104152 
  8.56     0.05         92.50     -6.700        0.03760    0.005681028503104153 
  8.56     0.05         92.50     -6.700        0.04088    0.005441028503104154 
  8.56     0.05         92.50     -6.675        0.04076    0.005681028503104155 
  8.56     0.05         92.50     -6.675        0.04256    0.005361028503104156 
  8.56     0.05         92.50     -6.650        0.04120    0.005721028503104157 
  8.56     0.05         92.50     -6.650        0.04180    0.005241028503104158 
  8.56     0.05         92.50     -6.625        0.03968    0.005441028503104159 
  8.56     0.05         92.50     -6.625        0.03752    0.005161028503104160 
  8.56     0.05         92.50     -6.600        0.03760    0.005441028503104161 
  8.56     0.05         92.50     -6.600        0.03688    0.005161028503104162 
  8.56     0.05         92.50     -6.575        0.03580    0.005441028503104163 
  8.56     0.05         92.50     -6.575        0.04084    0.005321028503104164 
  8.56     0.05         92.50     -6.550        0.03632    0.005401028503104165 
  8.56     0.05         92.50     -6.550        0.04124    0.005201028503104166 
  8.56     0.05         92.50     -6.525        0.03960    0.005441028503104167 
  8.56     0.05         92.50     -6.525        0.03564    0.005001028503104168 
  8.56     0.05         92.50     -6.500        0.04216    0.005361028503104169 
  8.56     0.05         92.50     -6.500        0.03244    0.005241028503104170 
  8.56     0.05         92.50     -6.475        0.04020    0.005401028503104171 
  8.56     0.05         92.50     -6.475        0.03464    0.004921028503104172 
  8.56     0.05         92.50     -6.450        0.03584    0.005201028503104173 
  8.56     0.05         92.50     -6.450        0.03468    0.004681028503104174 
  8.56     0.05         92.50     -6.425        0.03496    0.005481028503104175 
  8.56     0.05         92.50     -6.425        0.02948    0.004721028503104176 
  8.56     0.05         92.50     -6.400        0.03828    0.005441028503104177 
  8.56     0.05         92.50     -6.400        0.02700    0.005001028503104178 
  8.56     0.05         92.50     -6.375        0.04080    0.005281028503104179 
  8.56     0.05         92.50     -6.375        0.03224    0.004841028503104180 
  8.56     0.05         92.50     -6.350        0.04016    0.005441028503104181 
  8.56     0.05         92.50     -6.350        0.03872    0.004921028503104182 
  8.56     0.05         92.50     -6.325        0.03896    0.005201028503104183 
  8.56     0.05         92.50     -6.325        0.03916    0.004881028503104184 
  8.56     0.05         92.50     -6.300        0.03992    0.005081028503104185 
  8.56     0.05         92.50     -6.300        0.03580    0.004521028503104186 
  8.56     0.05         92.50     -6.275        0.04148    0.005361028503104187 
  8.56     0.05         92.50     -6.275        0.03404    0.004801028503104188 
  8.56     0.05         92.50     -6.250        0.04172    0.005001028503104189 
  8.56     0.05         92.50     -6.250        0.03504    0.004681028503104190 
  8.56     0.05         92.50     -6.225        0.04080    0.004841028503104191 
  8.56     0.05         92.50     -6.225        0.03756    0.004761028503104192 
  8.56     0.05         92.50     -6.200        0.03856    0.004921028503104193 
  8.56     0.05         92.50     -6.200        0.03948    0.004721028503104194 
  8.56     0.05         92.50     -6.175        0.03432    0.004961028503104195 
  8.56     0.05         92.50     -6.175        0.03752    0.004721028503104196 
  8.56     0.05         92.50     -6.150        0.03060    0.004761028503104197 
  8.56     0.05         92.50     -6.150        0.03152    0.004721028503104198 
  8.56     0.05         92.50     -6.125        0.03128    0.004961028503104199 
  8.56     0.05         92.50     -6.125        0.02816    0.004601028503104200 
  8.56     0.05         92.50     -6.100        0.03556    0.004561028503104201 
  8.56     0.05         92.50     -6.100        0.03280    0.004481028503104202 
  8.56     0.05         92.50     -6.075        0.03720    0.004641028503104203 
  8.56     0.05         92.50     -6.075        0.03896    0.004481028503104204 
  8.56     0.05         92.50     -6.050        0.03280    0.004321028503104205 
  8.56     0.05         92.50     -6.050        0.03620    0.004281028503104206 
  8.56     0.05         92.50     -6.025        0.02596    0.004281028503104207 
  8.56     0.05         92.50     -6.025        0.02596    0.004241028503104208 
  8.56     0.05         92.50     -6.000        0.02208    0.004481028503104209 
  8.56     0.05         92.50     -6.000        0.01964    0.004481028503104210 
  8.56     0.05         92.50     -5.975        0.02220    0.004401028503104211 
  8.56     0.05         92.50     -5.975        0.02160    0.004241028503104212 
  8.56     0.05         92.50     -5.950        0.02412    0.004361028503104213 
  8.56     0.05         92.50     -5.950        0.02512    0.003961028503104214 
  8.56     0.05         92.50     -5.925        0.02588    0.004041028503104215 
  8.56     0.05         92.50     -5.925        0.02536    0.004441028503104216 
  8.56     0.05         92.50     -5.900        0.02660    0.004401028503104217 
  8.56     0.05         92.50     -5.900        0.02552    0.004081028503104218 
  8.56     0.05         92.50     -5.875        0.02684    0.004401028503104219 
  8.56     0.05         92.50     -5.875        0.02832    0.004201028503104220 
  8.56     0.05         92.50     -5.850        0.02764    0.004321028503104221 
  8.56     0.05         92.50     -5.850        0.02960    0.004001028503104222 
  8.56     0.05         92.50     -5.825        0.02804    0.004321028503104223 
  8.56     0.05         92.50     -5.825        0.02528    0.004001028503104224 
  8.56     0.05         92.50     -5.800        0.02488    0.003961028503104225 
  8.56     0.05         92.50     -5.800        0.01852    0.004201028503104226 
  8.56     0.05         92.50     -5.775        0.01844    0.004081028503104227 
  8.56     0.05         92.50     -5.775        0.01580    0.003921028503104228 
  8.56     0.05         92.50     -5.750        0.01516    0.004041028503104229 
  8.56     0.05         92.50     -5.750        0.01880    0.003681028503104230 
  8.56     0.05         92.50     -5.725        0.02012    0.003961028503104231 
  8.56     0.05         92.50     -5.725        0.02376    0.003961028503104232 
  8.56     0.05         92.50     -5.700        0.02896    0.004241028503104233 
  8.56     0.05         92.50     -5.700        0.02624    0.003841028503104234 
  8.56     0.05         92.50     -5.675        0.03380    0.004361028503104235 
  8.56     0.05         92.50     -5.675        0.02644    0.004081028503104236 
  8.56     0.05         92.50     -5.650        0.03384    0.004401028503104237 
  8.56     0.05         92.50     -5.650        0.02736    0.004001028503104238 
  8.56     0.05         92.50     -5.625        0.03348    0.004281028503104239 
  8.56     0.05         92.50     -5.625        0.02984    0.004241028503104240 
  8.56     0.05         92.50     -5.600        0.03296    0.004321028503104241 
  8.56     0.05         92.50     -5.600        0.03060    0.004041028503104242 
  8.56     0.05         92.50     -5.575        0.02928    0.004241028503104243 
  8.56     0.05         92.50     -5.575        0.02752    0.003921028503104244 
  8.56     0.05         92.50     -5.550        0.02528    0.003961028503104245 
  8.56     0.05         92.50     -5.550        0.02336    0.003961028503104246 
  8.56     0.05         92.50     -5.525        0.02756    0.004241028503104247 
  8.56     0.05         92.50     -5.525        0.02212    0.003801028503104248 
  8.56     0.05         92.50     -5.500        0.03440    0.004041028503104249 
  8.56     0.05         92.50     -5.500        0.02276    0.003961028503104250 
  8.56     0.05         92.50     -5.475        0.03648    0.004161028503104251 
  8.56     0.05         92.50     -5.475        0.02192    0.003721028503104252 
  8.56     0.05         92.50     -5.450        0.03100    0.004081028503104253 
  8.56     0.05         92.50     -5.450        0.01984    0.003481028503104254 
  8.56     0.05         92.50     -5.425        0.02624    0.003921028503104255 
  8.56     0.05         92.50     -5.425        0.01988    0.003641028503104256 
  8.56     0.05         92.50     -5.400        0.02804    0.004001028503104257 
  8.56     0.05         92.50     -5.400        0.02272    0.003481028503104258 
  8.56     0.05         92.50     -5.375        0.03100    0.004081028503104259 
  8.56     0.05         92.50     -5.375        0.02504    0.003721028503104260 
  8.56     0.05         92.50     -5.350        0.02820    0.003801028503104261 
  8.56     0.05         92.50     -5.350        0.02496    0.003561028503104262 
  8.56     0.05         92.50     -5.325        0.02204    0.003881028503104263 
  8.56     0.05         92.50     -5.325        0.02332    0.003681028503104264 
  8.56     0.05         92.50     -5.300        0.01880    0.003641028503104265 
  8.56     0.05         92.50     -5.300        0.02072    0.003681028503104266 
  8.56     0.05         92.50     -5.275        0.01924    0.003641028503104267 
  8.56     0.05         92.50     -5.275        0.01740    0.003561028503104268 
  8.56     0.05         92.50     -5.250        0.02008    0.003601028503104269 
  8.56     0.05         92.50     -5.250        0.01484    0.003721028503104270 
  8.56     0.05         92.50     -5.225        0.02060    0.003601028503104271 
  8.56     0.05         92.50     -5.225        0.01440    0.003361028503104272 
  8.56     0.05         92.50     -5.200        0.02152    0.003641028503104273 
  8.56     0.05         92.50     -5.200        0.01492    0.003521028503104274 
  8.56     0.05         92.50     -5.175        0.02136    0.003641028503104275 
  8.56     0.05         92.50     -5.175        0.01440    0.003521028503104276 
  8.56     0.05         92.50     -5.150        0.01852    0.003641028503104277 
  8.56     0.05         92.50     -5.150        0.01336    0.003361028503104278 
  8.56     0.05         92.50     -5.125        0.01512    0.003521028503104279 
  8.56     0.05         92.50     -5.125        0.01372    0.003281028503104280 
  8.56     0.05         92.50     -5.100        0.01360    0.003281028503104281 
  8.56     0.05         92.50     -5.100        0.01504    0.003241028503104282 
  8.56     0.05         92.50     -5.075        0.01296    0.003281028503104283 
  8.56     0.05         92.50     -5.075        0.01556    0.003241028503104284 
  8.56     0.05         92.50     -5.050        0.01192    0.003241028503104285 
  8.56     0.05         92.50     -5.050        0.01544    0.003281028503104286 
  8.56     0.05         92.50     -5.025        0.01260    0.003361028503104287 
  8.56     0.05         92.50     -5.025        0.01660    0.003321028503104288 
  8.56     0.05         92.50     -5.000        0.01700    0.003561028503104289 
  8.56     0.05         92.50     -5.000        0.01944    0.003401028503104290 
  8.56     0.05         92.50     -4.975        0.02272    0.003761028503104291 
  8.56     0.05         92.50     -4.975        0.02232    0.003641028503104292 
  8.56     0.05         92.50     -4.950        0.02616    0.003721028503104293 
  8.56     0.05         92.50     -4.950        0.02392    0.003561028503104294 
  8.56     0.05         92.50     -4.925        0.02732    0.003561028503104295 
  8.56     0.05         92.50     -4.925        0.02436    0.003641028503104296 
  8.56     0.05         92.50     -4.900        0.02760    0.003841028503104297 
  8.56     0.05         92.50     -4.900        0.02400    0.003841028503104298 
  8.56     0.05         92.50     -4.875        0.02608    0.003881028503104299 
  8.56     0.05         92.50     -4.875        0.02320    0.003721028503104300 
  8.56     0.05         92.50     -4.850        0.02232    0.003561028503104301 
  8.56     0.05         92.50     -4.850        0.02216    0.003241028503104302 
  8.56     0.05         92.50     -4.825        0.01940    0.003641028503104303 
  8.56     0.05         92.50     -4.825        0.02088    0.003241028503104304 
  8.56     0.05         92.50     -4.800        0.01980    0.003401028503104305 
  8.56     0.05         92.50     -4.800        0.01888    0.003401028503104306 
  8.56     0.05         92.50     -4.775        0.02052    0.003441028503104307 
  8.56     0.05         92.50     -4.775        0.01588    0.003401028503104308 
  8.56     0.05         92.50     -4.750        0.01748    0.003401028503104309 
  8.56     0.05         92.50     -4.750        0.01304    0.003161028503104310 
  8.56     0.05         92.50     -4.725        0.01236    0.003241028503104311 
  8.56     0.05         92.50     -4.725        0.01192    0.002921028503104312 
  8.56     0.05         92.50     -4.700        0.00984    0.003241028503104313 
  8.56     0.05         92.50     -4.700        0.01272    0.003041028503104314 
  8.56     0.05         92.50     -4.675        0.01012    0.003041028503104315 
  8.56     0.05         92.50     -4.675        0.01360    0.003001028503104316 
  8.56     0.05         92.50     -4.650        0.00992    0.003241028503104317 
  8.56     0.05         92.50     -4.650        0.01256    0.003121028503104318 
  8.56     0.05         92.50     -4.625        0.00904    0.003281028503104319 
  8.56     0.05         92.50     -4.625        0.01016    0.003121028503104320 
  8.56     0.05         92.50     -4.600        0.01044    0.003281028503104321 
  8.56     0.05         92.50     -4.600        0.00936    0.003001028503104322 
  8.56     0.05         92.50     -4.575        0.01396    0.003361028503104323 
  8.56     0.05         92.50     -4.575        0.01172    0.003401028503104324 
  8.56     0.05         92.50     -4.550        0.01572    0.003401028503104325 
  8.56     0.05         92.50     -4.550        0.01500    0.002961028503104326 
  8.56     0.05         92.50     -4.525        0.01412    0.003121028503104327 
  8.56     0.05         92.50     -4.525        0.01580    0.003041028503104328 
  8.56     0.05         92.50     -4.500        0.01212    0.003081028503104329 
  8.56     0.05         92.50     -4.500        0.01392    0.003081028503104330 
  8.56     0.05         92.50     -4.475        0.01248    0.003121028503104331 
  8.56     0.05         92.50     -4.475        0.01208    0.003041028503104332 
  8.56     0.05         92.50     -4.450        0.01472    0.003081028503104333 
  8.56     0.05         92.50     -4.450        0.01268    0.003521028503104334 
  8.56     0.05         92.50     -4.425        0.01784    0.003321028503104335 
  8.56     0.05         92.50     -4.425        0.01544    0.003441028503104336 
  8.56     0.05         92.50     -4.400        0.02144    0.003441028503104337 
  8.56     0.05         92.50     -4.400        0.01844    0.003401028503104338 
  8.56     0.05         92.50     -4.375        0.02376    0.003481028503104339 
  8.56     0.05         92.50     -4.375        0.01940    0.003401028503104340 
  8.56     0.05         92.50     -4.350        0.02192    0.003521028503104341 
  8.56     0.05         92.50     -4.350        0.01712    0.003521028503104342 
  8.56     0.05         92.50     -4.325        0.01636    0.003481028503104343 
  8.56     0.05         92.50     -4.325        0.01288    0.003521028503104344 
  8.56     0.05         92.50     -4.300        0.01168    0.003401028503104345 
  8.56     0.05         92.50     -4.300        0.01000    0.003481028503104346 
  8.56     0.05         92.50     -4.275        0.01116    0.003241028503104347 
  8.56     0.05         92.50     -4.275        0.01024    0.002961028503104348 
  8.56     0.05         92.50     -4.250        0.01296    0.003161028503104349 
  8.56     0.05         92.50     -4.250        0.01172    0.003001028503104350 
  8.56     0.05         92.50     -4.225        0.01348    0.003161028503104351 
  8.56     0.05         92.50     -4.225        0.01208    0.003081028503104352 
  8.56     0.05         92.50     -4.200        0.01268    0.003161028503104353 
  8.56     0.05         92.50     -4.200        0.01144    0.003161028503104354 
  8.56     0.05         92.50     -4.175        0.01308    0.003281028503104355 
  8.56     0.05         92.50     -4.175        0.01128    0.003201028503104356 
  8.56     0.05         92.50     -4.150        0.01512    0.003041028503104357 
  8.56     0.05         92.50     -4.150        0.01156    0.003201028503104358 
  8.56     0.05         92.50     -4.125        0.01620    0.002961028503104359 
  8.56     0.05         92.50     -4.125        0.01180    0.003201028503104360 
  8.56     0.05         92.50     -4.100        0.01456    0.003281028503104361 
  8.56     0.05         92.50     -4.100        0.01256    0.003161028503104362 
  8.56     0.05         92.50     -4.075        0.01204    0.003361028503104363 
  8.56     0.05         92.50     -4.075        0.01356    0.003041028503104364 
  8.56     0.05         92.50     -4.050        0.01156    0.003361028503104365 
  8.56     0.05         92.50     -4.050        0.01332    0.002841028503104366 
  8.56     0.05         92.50     -4.025        0.01280    0.003161028503104367 
  8.56     0.05         92.50     -4.025        0.01164    0.003041028503104368 
  8.56     0.05         92.50     -4.000        0.01216    0.003201028503104369 
  8.56     0.05         92.50     -4.000        0.01096    0.003001028503104370 
  8.56     0.05         92.50     -3.975        0.00800    0.003201028503104371 
  8.56     0.05         92.50     -3.975        0.01240    0.002921028503104372 
  8.56     0.05         92.50     -3.950        0.00372    0.003481028503104373 
  8.56     0.05         92.50     -3.950        0.01336    0.003281028503104374 
  8.56     0.05         92.50     -3.925        0.00376    0.003441028503104375 
  8.56     0.05         92.50     -3.925        0.01168    0.003401028503104376 
  8.56     0.05         92.50     -3.900        0.00800    0.003361028503104377 
  8.56     0.05         92.50     -3.900        0.00952    0.003281028503104378 
  8.56     0.05         92.50     -3.875        0.01180    0.003441028503104379 
  8.56     0.05         92.50     -3.875        0.00996    0.003321028503104380 
  8.56     0.05         92.50     -3.850        0.01236    0.003481028503104381 
  8.56     0.05         92.50     -3.850        0.01220    0.003361028503104382 
  8.56     0.05         92.50     -3.825        0.01144    0.003641028503104383 
  8.56     0.05         92.50     -3.825        0.01300    0.003241028503104384 
  8.56     0.05         92.50     -3.800        0.01120    0.003481028503104385 
  8.56     0.05         92.50     -3.800        0.01164    0.003201028503104386 
  8.56     0.05         92.50     -3.775        0.01088    0.003321028503104387 
  8.56     0.05         92.50     -3.775        0.01012    0.003121028503104388 
  8.56     0.05         92.50     -3.750        0.00916    0.003401028503104389 
  8.56     0.05         92.50     -3.750        0.00996    0.003241028503104390 
  8.56     0.05         92.50     -3.725        0.00720    0.003401028503104391 
  8.56     0.05         92.50     -3.725        0.01060    0.003281028503104392 
  8.56     0.05         92.50     -3.700        0.00712    0.003521028503104393 
  8.56     0.05         92.50     -3.700        0.01112    0.003121028503104394 
  8.56     0.05         92.50     -3.675        0.00880    0.003321028503104395 
  8.56     0.05         92.50     -3.675        0.01116    0.003081028503104396 
