E          ANG        EN         EN-ERR     DATA       ERR-S      1375000200008 
MEV        ADEG       MEV        MEV        MB/SR      MB/SR      1375000200009 
 90.        21.5       1.4662     0.2439                          1375000300027 
 90.        24.5       0.5287     0.2434                          1375000300028 
 90.        27.5       0.5278     0.2508                          1375000300029 
 90.        30.5       0.2444     0.2486                          1375000300030 
 90.        34.5       0.1634     0.1878                          1375000300031 
 90.        39.5       0.1294     0.1879                          1375000300032 
 90.        44.5       0.2442     0.1862                          1375000300033 
 90.        49.5       0.4301     0.1804                          1375000300034 
 90.        62.        0.1159     0.0914                          1375000300035 
 90.        82.        0.0436     0.0950                          1375000300036 
 90.       102.        0.0225     0.0979                          1375000300037 
 90.       132.        0.0231     0.0745                          1375000300038 
 90.       172.        0.0837     0.0861                          1375000300039 
 90.       212.        0.0081     0.0976                          1375000300040 
104.         4.5       0.0961     0.1355                          1375000300041 
104.         5.5      -0.2549     0.1594                          1375000300042 
104.         6.5       0.2978     0.1540                          1375000300043 
104.         7.5       1.3143     0.3018                          1375000300044 
104.         8.5       3.5374     0.5268                          1375000300045 
104.         9.5       4.8712     0.6417                          1375000300046 
104.        10.5       3.6286     0.8129                          1375000300047 
104.        11.5       5.0151     0.8964                          1375000300048 
104.        13.        5.3625     0.7057                          1375000300049 
104.        15.        3.6856     0.6938                          1375000300050 
104.        17.        2.7724     0.6606                          1375000300051 
104.        19.        2.3077     0.6470                          1375000300052 
104.        21.5       0.3099     0.4263                          1375000300053 
104.        24.5       1.3949     0.5280                          1375000300054 
104.        27.5       0.2891     0.5786                          1375000300055 
104.        30.5       0.8788     0.5337                          1375000300056 
104.        34.5       0.3441     0.4112                          1375000300057 
104.        39.5       0.4727     0.4113                          1375000300058 
104.        44.5       0.0090     0.4178                          1375000300059 
104.        49.5       0.2673     0.4097                          1375000300060 
104.        62.        0.3493     0.1958                          1375000300061 
104.        82.        0.1615     0.2046                          1375000300062 
104.       102.        0.1789     0.2065                          1375000300063 
104.       132.       -0.0905     0.1586                          1375000300064 
104.       172.       -0.0737     0.1817                          1375000300065 
104.       212.        0.0038     0.2116                          1375000300066 
110.         4.5       0.1115     0.1006                          1375000300067 
110.         5.5      -0.0438     0.1165                          1375000300068 
110.         6.5       0.0806     0.1233                          1375000300069 
110.         7.5       1.8137     0.2252                          1375000300070 
110.         8.5       3.8697     0.4036                          1375000300071 
110.         9.5       5.1825     0.4734                          1375000300072 
110.        10.5       4.4779     0.6018                          1375000300073 
110.        11.5       3.8702     0.6658                          1375000300074 
110.        13.        4.8532     0.5419                          1375000300075 
110.        15.        3.1925     0.5153                          1375000300076 
110.        17.        1.7312     0.4898                          1375000300077 
110.        19.        2.5490     0.4932                          1375000300078 
110.        21.5       1.5080     0.3961                          1375000300079 
110.        24.5       1.3603     0.3899                          1375000300080 
110.        27.5       0.5894     0.4194                          1375000300081 
110.        30.5       0.7563     0.3989                          1375000300082 
110.        34.5       0.4392     0.3027                          1375000300083 
110.        39.5       0.3599     0.3123                          1375000300084 
110.        44.5       1.1282     0.2919                          1375000300085 
110.        49.5       0.2654     0.3007                          1375000300086 
110.        62.        0.1346     0.1508                          1375000300087 
110.        82.        0.2089     0.1541                          1375000300088 
110.       102.        0.0000     0.1573                          1375000300089 
110.       132.        0.0619     0.1180                          1375000300090 
110.       172.        0.0661     0.1337                          1375000300091 
