ENTRY            10409   20030207                             00001040900000001 
SUBENT        10409001   20030207                             00001040900100001 
BIB                 10         32                                 1040900100002 
INSTITUTE  (1USAKTY)                                              1040900100003 
REFERENCE  (J,PR/C,18,2520,197812)                                1040900100004 
           (T,GLASGOW,1974)                                       1040900100005 
           (C,76LOWELL,,171,197607)                               1040900100006 
AUTHOR     (G.P.Glasgow,F.D.Mc Daniel,J.L.Weil,J.D.Brandenberger, 1040900100007 
           M.T.Mc Ellistrem)                                      1040900100008 
TITLE      Level and decay scheme studies in 92Zr and 94Zr via    1040900100009 
            (n,n'gamma) reactions                                 1040900100010 
FACILITY   (VDG,1USAKTY) 6 MeV Van de Graaff accelerator          1040900100011 
DETECTOR   (GELI) 35-cm**3 cylinder with paraffin-lead-Li2CO3.    1040900100012 
            shield and 50-cm long tungsten shadow bar.            1040900100013 
           (LONGC) Hansen-McKibben long counter for incident      1040900100014 
            neutron flux.                                         1040900100015 
MONITOR    (26-FE-56(N,INL)26-FE-56,PAR,DA,G) 90 degree, 847 keV  1040900100016 
            gamma production cross section used to normalize data 1040900100017 
CORRECTION Corrected for:                                         1040900100018 
           . deadtime,                                            1040900100019 
           . attenuation,                                         1040900100020 
           . multiple scattering,                                 1040900100021 
           . absorbtion of emmited radiation by sample,           1040900100022 
           . yield enhancement due to secondary inelastic         1040900100023 
             scattering,                                          1040900100024 
           . sample size effects.                                 1040900100025 
STATUS     (APRVD) Approved by G.P.Glasgow, 1979/6/1.             1040900100026 
           Data received from Glasgow on magnetic tape, February  1040900100027 
            1977.                                                 1040900100028 
HISTORY    (19770810C)                                            1040900100029 
           (19780405U) REFERENCE corrected                        1040900100030 
           (19781026A) MONITOR corrected                          1040900100031 
           (19790201A) REFERENCE update, BIB additions            1040900100032 
           (19830531A) Reference type corrected.                  1040900100033 
           (20030207A) Updated to new date formats, lower case.   1040900100034 
ENDBIB              32          0                                 1040900100035 
COMMON               1          3                                 1040900100036 
E-NRM                                                             1040900100037 
KEV                                                               1040900100038 
 847.                                                             1040900100039 
ENDCOMMON            3          0                                 1040900100040 
ENDSUBENT           39          0                                 1040900199999 
SUBENT        10409002   20030207                             00001040900200001 
BIB                  3         12                                 1040900200002 
REACTION   (40-ZR-92(N,INL)40-ZR-92,PAR,DA,G)                     1040900200003 
ERR-ANALYS Errors in data due to:                                 1040900200004 
           . detector efficiency (2-4%),                          1040900200005 
           . monitor and electronic stability (2%),               1040900200006 
           . gamma absorbtion by sample (1%),                     1040900200007 
           . multiple scattering and attenuation of beam (3-4%),  1040900200008 
           . uncertainty of monitor (8%).                         1040900200009 
           (DATA-ERR1) Includes 1% electronics monitoring system  1040900200010 
            error plus statistical error.                         1040900200011 
           (DATA-ERR2) Includes above errors plus normalization   1040900200012 
            errors.                                               1040900200013 
HISTORY    (19781026A) REACTION corrected                         1040900200014 
ENDBIB              12          0                                 1040900200015 
COMMON               1          3                                 1040900200016 
ANG                                                               1040900200017 
ADEG                                                              1040900200018 
 90.                                                              1040900200019 
ENDCOMMON            3          0                                 1040900200020 
DATA                 5        628                                 1040900200021 
E          EN         DATA       DATA-ERR1  DATA-ERR2             1040900200022 
 1369.3      3.05        1.20      0.16       0.20                1040900200401 
 1369.3      3.10        1.71      0.17       0.24                1040900200402 
 1369.3      3.15        2.13      0.20       0.29                1040900200403 
 1369.3      3.20        2.39      0.19       0.31                1040900200404 
 1369.3      3.25        2.55      0.19       0.32                1040900200405 
 1369.3      3.30        2.79      0.17       0.33                1040900200406 
 1369.3      3.35        2.53      0.17       0.31                1040900200407 
 1369.3      3.40        2.73      0.17       0.32                1040900200408 
 1369.3      3.45        2.69      0.17       0.32                1040900200409 
 1369.3      3.50        2.37      0.16       0.29                1040900200410 
 1369.3      3.55        2.53      0.17       0.31                1040900200411 
 1369.3      3.60        2.49      0.17       0.30                1040900200412 
 1369.3      3.65        2.24      0.17       0.28                1040900200413 
 1369.3      3.70        2.11      0.13       0.25                1040900200414 
 1405.7      2.40        1.28      0.22       0.26                1040900200415 
 1405.7      2.45        3.16      0.31       0.44                1040900200416 
 1405.7      2.50        4.27      0.34       0.54                1040900200417 
 1405.7      2.55        6.30      0.38       0.74                1040900200418 
 1405.7      2.60        6.67      0.28       0.73                1040900200419 
 1405.7      2.65        6.74      0.30       0.74                1040900200420 
 1405.7      2.70        8.13      0.26       0.86                1040900200421 
 1405.7      2.80        7.64      0.24       0.80                1040900200422 
 1405.7      2.85        7.80      0.25       0.82                1040900200423 
 1405.7      2.90        8.15      0.26       0.86                1040900200424 
 1405.7      2.95        8.85      0.27       0.93                1040900200425 
 1405.7      3.00        8.99      0.26       0.94                1040900200426 
 1405.7      3.05        8.70      0.26       0.91                1040900200427 
 1405.7      3.10        8.42      0.25       0.88                1040900200428 
 1405.7      3.15        9.40      0.27       0.98                1040900200429 
 1405.7      3.20        8.95      0.27       0.94                1040900200430 
 1405.7      3.25        8.95      0.27       0.94                1040900200431 
 1405.7      3.30        9.51      0.26       0.99                1040900200432 
 1405.7      3.35        9.48      0.25       0.98                1040900200433 
 1405.7      3.40        9.54      0.25       0.99                1040900200434 
 1405.7      3.45        9.06      0.23       0.94                1040900200435 
 1405.7      3.50        8.35      0.23       0.87                1040900200436 
 1405.7      3.55        8.92      0.23       0.93                1040900200437 
 1405.7      3.60        8.73      0.24       0.91                1040900200438 
 1405.7      3.65        8.33      0.24       0.87                1040900200439 
 1414.4      3.05        0.27      0.12       0.13                1040900200440 
 1414.4      3.10        0.83      0.15       0.17                1040900200441 
 1414.4      3.15        1.09      0.14       0.18                1040900200442 
 1414.4      3.20        1.48      0.15       0.21                1040900200443 
 1414.4      3.25        1.55      0.16       0.22                1040900200444 
 1414.4      3.30        1.79      0.15       0.23                1040900200445 
 1414.4      3.35        1.72      0.18       0.23                1040900200446 
 1414.4      3.40        1.84      0.16       0.24                1040900200447 
 1414.4      3.45        1.66      0.16       0.22                1040900200448 
 1414.4      3.50        1.49      0.15       0.21                1040900200449 
 1414.4      3.55        1.55      0.14       0.21                1040900200450 
 1414.4      3.60        1.69      0.15       0.22                1040900200451 
 1414.4      3.65        1.48      0.15       0.21                1040900200452 
 1414.4      3.70        1.25      0.12       0.18                1040900200453 
 1464.4      2.60        0.84      0.18       0.19                1040900200454 
 1464.4      2.65        0.91      0.18       0.20                1040900200455 
 1464.4      2.70        1.12      0.17       0.20                1040900200456 
 1464.4      2.80        1.25      0.17       0.21                1040900200457 
 1464.4      2.85        1.22      0.17       0.21                1040900200458 
 1464.4      2.90        1.58      0.18       0.24                1040900200459 
 1464.4      2.95        1.60      0.15       0.22                1040900200460 
 1464.4      3.00        1.29      0.17       0.21                1040900200461 
 1464.4      3.05        1.66      0.17       0.24                1040900200462 
 1464.4      3.10        1.35      0.17       0.22                1040900200463 
 1464.4      3.15        1.52      0.18       0.24                1040900200464 
 1464.4      3.20        1.49      0.18       0.23                1040900200465 
 1464.4      3.25        1.62      0.18       0.25                1040900200466 
 1464.4      3.30        1.68      0.17       0.24                1040900200467 
 1464.4      3.35        1.72      0.17       0.24                1040900200468 
 1464.4      3.40        1.77      0.18       0.26                1040900200469 
 1464.4      3.45        1.85      0.16       0.24                1040900200470 
 1464.4      3.50        1.67      0.16       0.24                1040900200471 
 1464.4      3.55        1.75      0.17       0.25                1040900200472 
 1464.4      3.60        2.02      0.18       0.27                1040900200473 
 1464.4      3.65        1.60      0.17       0.23                1040900200474 
 1464.4      3.70        1.54      0.14       0.21                1040900200475 
 1606.2      3.55        0.21      0.15       0.16                1040900200476 
 1606.2      3.60        0.23      0.15       0.15                1040900200477 
 1606.2      3.65        0.29      0.15       0.15                1040900200478 
 1606.2      3.70        0.33      0.13       0.14                1040900200479 
 1696.0      3.35        0.56      0.16       0.17                1040900200480 
 1696.0      3.40        0.71      0.16       0.18                1040900200481 
 1696.0      3.45        0.84      0.15       0.18                1040900200482 
 1696.0      3.50        0.75      0.15       0.17                1040900200483 
 1696.0      3.55        0.78      0.16       0.18                1040900200484 
 1696.0      3.60        0.96      0.17       0.20                1040900200485 
 1696.0      3.65        0.91      0.16       0.19                1040900200486 
 1696.0      3.70        0.76      0.13       0.15                1040900200487 
 1741.4      3.30        0.94      0.17       0.19                1040900200488 
 1741.4      3.35        1.00      0.16       0.19                1040900200489 
 1741.4      3.40        1.28      0.17       0.21                1040900200490 
 1741.4      3.45        1.86      0.17       0.25                1040900200491 
 1741.4      3.50        1.43      0.17       0.23                1040900200492 
 1741.4      3.55        2.18      0.19       0.29                1040900200493 
 1741.4      3.60        1.98      0.18       0.27                1040900200494 
 1741.4      3.65        1.88      0.18       0.26                1040900200495 
 1741.4      3.70        1.87      0.15       0.24                1040900200496 
 1846.3      2.22        4.9       0.3        0.6                 1040900200497 
 1846.3      2.30        5.7       0.4        0.7                 1040900200498 
 1846.3      2.35        5.3       0.4        0.7                 1040900200499 
 1846.3      2.40        5.9       0.4        0.7                 1040900200500 
 1846.3      2.45        6.5       0.4        0.8                 1040900200501 
 1846.3      2.50        6.0       0.4        0.7                 1040900200502 
 1846.3      2.55        5.8       0.4        0.7                 1040900200503 
 1846.3      2.60        6.6       0.3        0.7                 1040900200504 
 1846.3      2.65        5.9       0.3        0.7                 1040900200505 
 1846.3      2.70        6.7       0.3        0.7                 1040900200506 
 1846.3      2.80        6.7       0.2        0.7                 1040900200507 
 1846.3      2.85        5.9       0.2        0.6                 1040900200508 
 1846.3      2.90        6.7       0.2        0.7                 1040900200509 
 1846.3      2.95        7.5       0.3        0.8                 1040900200510 
 1846.3      3.00        7.4       0.2        0.8                 1040900200511 
 1846.3      3.05        7.4       0.2        0.8                 1040900200512 
 1846.3      3.10        7.5       0.3        0.8                 1040900200513 
 1846.3      3.15        7.9       0.3        0.9                 1040900200514 
 1846.3      3.20        8.0       0.3        0.9                 1040900200515 
 1846.3      3.25        7.7       0.3        0.8                 1040900200516 
 1846.3      3.30        7.7       0.2        0.8                 1040900200517 
 1846.3      3.35        7.3       0.2        0.8                 1040900200518 
 1846.3      3.40        6.9       0.2        0.8                 1040900200519 
 1846.3      3.45        7.0       0.2        0.8                 1040900200520 
 1846.3      3.50        6.2       0.2        0.7                 1040900200521 
 1846.3      3.55        6.6       0.2        0.7                 1040900200522 
 1846.3      3.60        6.3       0.2        0.7                 1040900200523 
 1846.3      3.65        5.5       0.2        0.6                 1040900200524 
 1846.3      3.70        4.0       0.2        0.4                 1040900200525 
 1883.6      2.90        0.46      0.15       0.16                1040900200526 
 1883.6      2.95        0.59      0.16       0.17                1040900200527 
 1883.6      3.00        1.35      0.16       0.21                1040900200528 
 1883.6      3.05        1.46      0.17       0.22                1040900200529 
 1883.6      3.10        1.44      0.17       0.22                1040900200530 
 1883.6      3.15        1.67      0.17       0.24                1040900200531 
 1883.6      3.20        2.05      0.18       0.28                1040900200532 
 1883.6      3.25        2.18      0.19       0.29                1040900200533 
 1883.6      3.30        2.31      0.17       0.29                1040900200534 
 1883.6      3.35        2.16      0.17       0.28                1040900200535 
 1883.6      3.40        2.10      0.18       0.28                1040900200536 
 1883.6      3.45        1.93      0.16       0.26                1040900200537 
 1883.6      3.50        1.39      0.17       0.22                1040900200538 
 1883.6      3.55        1.89      0.17       0.26                1040900200539 
 1883.6      3.60        1.82      0.18       0.26                1040900200540 
 1883.6      3.65        1.53      0.17       0.23                1040900200541 
 1883.6      3.70        1.37      0.14       0.20                1040900200542 
 1928.7      3.05        0.24      0.14       0.14                1040900200543 
 1928.7      3.10        0.35      0.14       0.14                1040900200544 
 1928.7      3.15        0.47      0.14       0.15                1040900200545 
 1928.7      3.20        0.41      0.14       0.15                1040900200546 
 1928.7      3.25        0.37      0.16       0.16                1040900200547 
 1928.7      3.30        0.54      0.14       0.15                1040900200548 
 1928.7      3.35        0.54      0.14       0.15                1040900200549 
 1928.7      3.40        0.51      0.15       0.16                1040900200550 
 1928.7      3.45        0.50      0.14       0.15                1040900200551 
 1928.7      3.50        0.37      0.14       0.15                1040900200552 
 1928.7      3.55        0.61      0.14       0.16                1040900200553 
 1928.7      3.65        0.57      0.14       0.15                1040900200554 
 1970.2      3.05        0.17      0.13       0.13                1040900200555 
 1970.2      3.10        0.52      0.13       0.15                1040900200556 
 1970.2      3.15        0.36      0.13       0.13                1040900200557 
 1970.2      3.20        0.31      0.15       0.15                1040900200558 
 1970.2      3.25        0.53      0.13       0.14                1040900200559 
 1970.2      3.30        0.64      0.13       0.15                1040900200560 
 1970.2      3.35        0.52      0.14       0.15                1040900200561 
 1970.2      3.40        0.59      0.14       0.16                1040900200562 
 1970.2      3.45        0.59      0.13       0.15                1040900200563 
 1970.2      3.50        0.35      0.13       0.14                1040900200564 
 1970.2      3.55        0.57      0.14       0.15                1040900200565 
 1970.2      3.60        0.24      0.14       0.14                1040900200566 
 1970.2      3.65        0.56      0.15       0.17                1040900200567 
 1970.2      3.70        0.87      0.13       0.16                1040900200568 
 1974.6      3.05        0.87      0.14       0.17                1040900200569 
 1974.6      3.10        1.64      0.15       0.23                1040900200570 
 1974.6      3.15        2.05      0.16       0.27                1040900200571 
 1974.6      3.20        2.38      0.18       0.30                1040900200572 
 1974.6      3.25        2.83      0.18       0.34                1040900200573 
 1974.6      3.30        3.06      0.17       0.36                1040900200574 
 1974.6      3.35        2.92      0.18       0.35                1040900200575 
 1974.6      3.40        3.02      0.17       0.36                1040900200576 
 1974.6      3.45        3.03      0.16       0.35                1040900200577 
 1974.6      3.50        2.46      0.16       0.30                1040900200578 
 1974.6      3.55        3.01      0.18       0.36                1040900200579 
 1974.6      3.60        2.90      0.17       0.34                1040900200580 
 1974.6      3.65        2.26      0.18       0.30                1040900200581 
 1974.6      3.70        2.30      0.15       0.28                1040900200582 
 1988.3      3.55        0.72      0.14       0.15                1040900200583 
 1988.3      3.60        0.68      0.14       0.16                1040900200584 
 1988.3      3.65        0.54      0.14       0.15                1040900200585 
 1988.3      3.70        0.63      0.12       0.13                1040900200586 
 2104.8      3.15        0.61      0.14       0.15                1040900200587 
 2104.8      3.20        1.16      0.15       0.19                1040900200588 
 2104.8      3.25        1.90      0.17       0.26                1040900200589 
 2104.8      3.30        2.35      0.15       0.29                1040900200590 
 2104.8      3.35        2.66      0.16       0.32                1040900200591 
 2104.8      3.40        3.19      0.18       0.37                1040900200592 
 2104.8      3.45        3.40      0.16       0.39                1040900200593 
 2104.8      3.50        2.83      0.17       0.34                1040900200594 
 2104.8      3.55        3.04      0.18       0.36                1040900200595 
 2104.8      3.60        2.90      0.18       0.35                1040900200596 
 2104.8      3.65        2.35      0.17       0.30                1040900200597 
 2104.8      3.70        2.29      0.15       0.28                1040900200598 
 2122.4      3.20        0.31      0.12       0.12                1040900200599 
 2122.4      3.25        0.53      0.13       0.15                1040900200600 
 2122.4      3.30        0.79      0.13       0.16                1040900200601 
 2122.4      3.35        0.90      0.13       0.16                1040900200602 
 2122.4      3.40        0.86      0.14       0.16                1040900200603 
 2122.4      3.45        1.14      0.13       0.17                1040900200604 
 2122.4      3.50        0.73      0.13       0.15                1040900200605 
 2122.4      3.55        0.92      0.14       0.17                1040900200606 
 2122.4      3.60        0.91      0.15       0.17                1040900200607 
 2122.4      3.65        0.70      0.14       0.16                1040900200608 
 2242.5      3.45        0.32      0.10       0.11                1040900200609 
 2242.5      3.55        0.56      0.12       0.13                1040900200610 
 2242.5      3.60        0.47      0.12       0.13                1040900200611 
 2242.5      3.65        0.50      0.12       0.13                1040900200612 
 2242.5      3.70        0.54      0.11       0.12                1040900200613 
 2328.4      3.45        0.97      0.13       0.16                1040900200614 
 2328.4      3.50        1.36      0.13       0.19                1040900200615 
 2328.4      3.55        2.05      0.15       0.26                1040900200616 
 2328.4      3.60        1.99      0.15       0.25                1040900200617 
 2328.4      3.65        1.92      0.16       0.25                1040900200618 
 2328.4      3.70        2.01      0.13       0.24                1040900200619 
 2342.3      3.45        0.30      0.10       0.10                1040900200620 
 2342.3      3.50        0.33      0.11       0.11                1040900200621 
 2342.3      3.55        0.46      0.12       0.13                1040900200622 
 2342.3      3.60        0.50      0.12       0.13                1040900200623 
 2342.3      3.70        0.40      0.10       0.10                1040900200624 
 2354.5      3.45        0.21      0.10       0.10                1040900200625 
 2354.5      3.50        0.34      0.11       0.11                1040900200626 
 2354.5      3.55        0.60      0.12       0.13                1040900200627 
 2354.5      3.60        0.75      0.12       0.14                1040900200628 
 2354.5      3.65        0.70      0.13       0.15                1040900200629 
 2354.5      3.70        0.70      0.10       0.12                1040900200630 
 2438.4      3.60        0.23      0.10       0.11                1040900200631 
 2438.4      3.65        0.25      0.11       0.12                1040900200632 
 2438.4      3.70        0.29      0.10       0.10                1040900200633 
 2474.8      3.60        0.36      0.12       0.12                1040900200634 
 2474.8      3.65        0.41      0.12       0.13                1040900200635 
 2474.8      3.70        0.51      0.11       0.12                1040900200636 
 2517.8      3.65        0.37      0.12       0.12                1040900200637 
 2517.8      3.70        0.50      0.10       0.12                1040900200638 
 3124.9      3.30        0.41      0.11       0.12                1040900200639 
 3124.9      3.35        0.49      0.11       0.12                1040900200640 
 3124.9      3.40        0.53      0.11       0.13                1040900200641 
 3124.9      3.50        0.53      0.11       0.13                1040900200642 
 3124.9      3.55        0.42      0.11       0.12                1040900200643 
 3124.9      3.60        0.60      0.12       0.14                1040900200644 
 3124.9      3.65        0.43      0.11       0.12                1040900200645 
 3124.9      3.70        0.32      0.10       0.10                1040900200646 
 3261.8      3.55        0.36      0.11       0.12                1040900200647 
 3261.8      3.60        0.39      0.11       0.11                1040900200648 
 3261.8      3.65        0.28      0.11       0.11                1040900200649 
 3261.8      3.70        0.37      0.10       0.10                1040900200650 
 3471.0      3.70        0.55      0.15       0.15                1040900200651 
ENDDATA            630          0                                 1040900200652 
ENDSUBENT          651          0                                 1040900299999 
SUBENT        10409003   20030207                             00001040900300001 
BIB                  3         12                                 1040900300002 
REACTION   (40-ZR-94(N,INL)40-ZR-94,PAR,DA,G)                     1040900300003 
ERR-ANALYS Errors in data due to:                                 1040900300004 
           . detector efficiency (2-4%),                          1040900300005 
           . monitor and electronic stability (2%),               1040900300006 
           . gamma absorbtion by sample (1%),                     1040900300007 
           . multiple scattering and attenuation of beam (3-4%),  1040900300008 
           . uncertainty of monitor (8%).                         1040900300009 
           (DATA-ERR1) Includes 1% electronics monitoring system  1040900300010 
            error plus statistical error.                         1040900300011 
           (DATA-ERR2) Includes above errors plus normalization   1040900300012 
            errors.                                               1040900300013 
HISTORY    (19781026A) REACTION corrected                         1040900300014 
ENDBIB              12          0                                 1040900300015 
COMMON               1          3                                 1040900300016 
ANG                                                               1040900300017 
ADEG                                                              1040900300018 
 90.                                                              1040900300019 
ENDCOMMON            3          0                                 1040900300020 
DATA                 5        391                                 1040900300021 
E          EN         DATA       DATA-ERR1  DATA-ERR2             1040900300022 
KEV        MEV        MB/SR      MB/SR      MB/SR                 1040900300023 
  308.4      2.45        0.36      0.21       0.21                1040900300024 
  308.4      2.55        0.72      0.24       0.25                1040900300025 
  308.4      2.60        1.03      0.29       0.31                1040900300026 
  308.4      2.65        0.87      0.28       0.29                1040900300027 
  308.4      2.70        0.91      0.25       0.27                1040900300028 
  308.4      2.75        1.28      0.22       0.26                1040900300029 
  308.4      2.80        0.85      0.25       0.27                1040900300030 
  308.4      2.90        1.03      0.25       0.27                1040900300031 
  308.4      2.95        1.06      0.30       0.33                1040900300032 
  308.4      3.00        1.05      0.33       0.34                1040900300033 
  308.4      3.05        1.05      0.24       0.27                1040900300034 
  308.4      3.15        1.09      0.31       0.33                1040900300035 
  308.4      3.20        1.01      0.43       0.44                1040900300036 
  308.4      3.25        0.86      0.30       0.31                1040900300037 
  308.4      3.30        0.81      0.31       0.32                1040900300038 
  308.4      3.35        0.69      0.30       0.31                1040900300039 
  308.4      3.55        0.94      0.28       0.30                1040900300040 
  308.4      3.62        0.42      0.29       0.30                1040900300041 
  308.4      3.70        0.54      0.28       0.28                1040900300042 
  381.4      2.22        8.2       0.4        1.0                 1040900300043 
  381.4      2.30        8.5       0.5        1.1                 1040900300044 
  381.4      2.35       10.9       0.5        1.2                 1040900300045 
  381.4      2.45        9.7       0.4        1.1                 1040900300046 
  381.4      2.55       10.6       0.4        1.2                 1040900300047 
  381.4      2.60       11.2       0.4        1.3                 1040900300048 
  381.4      2.65       10.9       0.4        1.2                 1040900300049 
  381.4      2.70       10.7       0.4        1.2                 1040900300050 
  381.4      2.75       10.6       0.3        1.2                 1040900300051 
  381.4      2.80       10.4       0.4        1.2                 1040900300052 
  381.4      2.90        9.7       0.4        1.1                 1040900300053 
  381.4      2.95        9.3       0.4        1.1                 1040900300054 
  381.4      3.00        9.3       0.5        1.1                 1040900300055 
  381.4      3.05        9.9       0.4        1.1                 1040900300056 
  381.4      3.15        9.0       0.5        1.1                 1040900300057 
  381.4      3.20        9.1       0.6        1.2                 1040900300058 
  381.4      3.25        8.0       0.4        0.9                 1040900300059 
  381.4      3.30        7.8       0.4        0.9                 1040900300060 
  381.4      3.35        7.0       0.4        0.8                 1040900300061 
  381.4      3.48        7.5       0.4        0.9                 1040900300062 
  381.4      3.55        6.7       0.4        0.8                 1040900300063 
  381.4      3.62        6.3       0.4        0.8                 1040900300064 
  381.4      3.70        6.1       0.4        0.8                 1040900300065 
  550.5      2.22       12.1       0.6        1.4                 1040900300066 
  550.5      2.30       12.5       0.7        1.4                 1040900300067 
  550.5      2.35       14.0       0.6        1.6                 1040900300068 
  550.5      2.45       13.2       0.5        1.4                 1040900300069 
  550.5      2.55       13.1       0.5        1.4                 1040900300070 
  550.5      2.60       12.4       0.6        1.4                 1040900300071 
  550.5      2.65       11.6       0.6        1.3                 1040900300072 
  550.5      2.70       11.1       0.5        1.2                 1040900300073 
  550.5      2.75       12.1       0.4        1.3                 1040900300074 
  550.5      2.80       12.1       0.5        1.3                 1040900300075 
  550.5      2.90       12.2       0.5        1.3                 1040900300076 
  550.5      2.95       12.5       0.6        1.4                 1040900300077 
  550.5      3.00       13.1       0.6        1.5                 1040900300078 
  550.5      3.05       13.7       0.5        1.5                 1040900300079 
  550.5      3.10       12.2       0.6        1.4                 1040900300080 
  550.5      3.20       13.8       0.8        1.6                 1040900300081 
  550.5      3.25       13.8       0.6        1.5                 1040900300082 
  550.5      3.30       14.5       0.6        1.5                 1040900300083 
  550.5      3.35       13.2       0.6        1.5                 1040900300084 
  550.5      3.48       14.4       0.6        1.6                 1040900300085 
  550.5      3.55       15.3       0.6        1.6                 1040900300086 
  550.5      3.62       15.1       0.6        1.6                 1040900300087 
  550.5      3.70       15.1       0.6        1.6                 1040900300088 
  648.7      3.55        0.84      0.60       0.60                1040900300089 
  648.7      3.62        1.00      0.60       0.61                1040900300090 
  648.7      3.70        1.05      0.60       0.61                1040900300091 
  694.2      2.55        3.6       0.6        0.7                 1040900300092 
  694.2      2.65        5.2       0.7        0.8                 1040900300093 
  694.2      2.70        8.6       0.6        1.0                 1040900300094 
  694.2      2.75        8.6       0.6        1.0                 1040900300095 
  694.2      2.80       10.9       0.6        1.3                 1040900300096 
  694.2      2.90        7.4       0.6        0.9                 1040900300097 
  694.2      2.95        7.6       0.7        1.1                 1040900300098 
  694.2      3.00        7.2       0.8        1.1                 1040900300099 
  694.2      3.05        4.7       0.6        0.7                 1040900300100 
  694.2      3.15        5.9       0.7        0.9                 1040900300101 
  694.2      3.20        8.9       0.7        1.1                 1040900300102 
  694.2      3.25        7.7       0.7        1.0                 1040900300103 
  694.2      3.30        7.8       0.7        1.0                 1040900300104 
  694.2      3.35        6.1       0.7        0.9                 1040900300105 
  694.2      3.48        4.9       0.6        0.8                 1040900300106 
  694.2      3.55        4.8       0.6        0.8                 1040900300107 
  694.2      3.62        4.0       0.6        0.7                 1040900300108 
  694.2      3.70        3.8       0.6        0.7                 1040900300109 
  752.3      2.22       10.2       0.6        1.2                 1040900300110 
  752.3      2.30       10.1       0.7        1.2                 1040900300111 
  752.3      2.35       12.1       0.7        1.4                 1040900300112 
  752.3      2.45       11.6       0.6        1.3                 1040900300113 
  752.3      2.55       11.6       0.6        1.3                 1040900300114 
  752.3      2.60       12.1       0.6        1.4                 1040900300115 
  752.3      2.65       11.3       0.6        1.3                 1040900300116 
  752.3      2.70       11.9       0.5        1.3                 1040900300117 
  752.3      2.75       12.1       0.5        1.3                 1040900300118 
  752.3      2.80       11.9       0.6        1.3                 1040900300119 
  752.3      2.90       12.0       0.5        1.3                 1040900300120 
  752.3      2.95       12.7       0.7        1.4                 1040900300121 
  752.3      3.00       13.5       0.7        1.5                 1040900300122 
  752.3      3.05       13.3       0.6        1.4                 1040900300123 
  752.3      3.15       13.3       0.7        1.5                 1040900300124 
  752.3      3.20        8.4       0.6        1.0                 1040900300125 
  752.3      3.25       12.0       0.6        1.4                 1040900300126 
  752.3      3.30       12.5       0.6        1.4                 1040900300127 
  752.3      3.35       11.0       0.6        1.3                 1040900300128 
  752.3      3.48       11.1       0.6        1.3                 1040900300129 
  752.3      3.55       11.5       0.6        1.3                 1040900300130 
  752.3      3.62       10.5       0.6        1.2                 1040900300131 
  752.3      3.70       10.0       0.6        1.2                 1040900300132 
  836.0      2.60        0.88      0.45       0.46                1040900300133 
  836.0      2.70        1.68      0.41       0.44                1040900300134 
  836.0      2.75        1.29      0.36       0.38                1040900300135 
  836.0      2.80        1.89      0.42       0.46                1040900300136 
  836.0      2.90        2.11      0.33       0.40                1040900300137 
  836.0      2.95        2.61      0.52       0.59                1040900300138 
  836.0      3.00        2.15      0.50       0.54                1040900300139 
  836.0      3.05        2.17      0.38       0.43                1040900300140 
  836.0      3.15        2.28      0.50       0.56                1040900300141 
  836.0      3.20        3.10      0.66       0.74                1040900300142 
  836.0      3.25        2.34      0.47       0.53                1040900300143 
  836.0      3.30        2.43      0.47       0.53                1040900300144 
  836.0      3.35        2.07      0.50       0.54                1040900300145 
  836.0      3.55        1.45      0.16       0.21                1040900300146 
  836.0      3.62        1.81      0.45       0.49                1040900300147 
  836.0      3.70        1.35      0.49       0.51                1040900300148 
  886.2      3.15        1.06      0.52       0.53                1040900300149 
  886.2      3.20        1.45      0.68       0.70                1040900300150 
  886.2      3.25        1.86      0.51       0.54                1040900300151 
  886.2      3.30        1.39      0.51       0.53                1040900300152 
  886.2      3.35        1.15      0.50       0.52                1040900300153 
  886.2      3.48        1.77      0.51       0.54                1040900300154 
  886.2      3.55        1.26      0.49       0.51                1040900300155 
  886.2      3.62        1.09      0.51       0.52                1040900300156 
  886.2      3.70        0.94      0.49       0.50                1040900300157 
  918.3      2.22       91.1       1.7        9.3                 1040900300158 
  918.3      2.30       92.7       1.7        9.5                 1040900300159 
  918.3      2.35       99.8       1.8       10.2                 1040900300160 
  918.3      2.45      104.4       1.6       10.6                 1040900300161 
  918.3      2.55      110.8       1.7       11.3                 1040900300162 
  918.3      2.60      111.0       1.7       11.3                 1040900300163 
  918.3      2.65      112.4       1.7       11.4                 1040900300164 
  918.3      2.70      112.6       1.5       11.4                 1040900300165 
  918.3      2.75      114.6       1.5       11.6                 1040900300166 
  918.3      2.80      112.9       1.5       11.4                 1040900300167 
  918.3      2.90      112.8       1.6       11.5                 1040900300168 
  918.3      2.95      113.2       1.7       11.7                 1040900300169 
  918.3      3.00      115.5       1.7       11.7                 1040900300170 
  918.3      3.05      113.5       1.5       11.5                 1040900300171 
  918.3      3.15      107.7       1.6       11.0                 1040900300172 
  918.3      3.20      108.7       1.9       11.1                 1040900300173 
  918.3      3.25      109.9       1.6       11.2                 1040900300174 
  918.3      3.30      108.0       1.5       11.0                 1040900300175 
  918.3      3.35      104.0       1.5       10.6                 1040900300176 
  918.3      3.48      103.2       1.5       10.5                 1040900300177 
  918.3      3.55      103.1       1.5       10.5                 1040900300178 
  918.3      3.62      103.7       1.5       10.5                 1040900300179 
  918.3      3.70      101.7       1.5       10.3                 1040900300180 
