ENTRY            10077   19991022                             00001007700000001 
SUBENT        10077001   19991022                             00001007700100001 
BIB                 11         16                                 1007700100002 
INSTITUTE  (1USABNL,1USAALB)                                      1007700100003 
REFERENCE  (J,PR/C,2,1793,197011)                                 1007700100004 
AUTHOR     (K.RIMAWI,J.B.GARG,R.E.CHRIEN,R.G.GRAVES)              1007700100005 
TITLE      Resonance Neutron Capture in Rh103.                    1007700100006 
FACILITY   (CHOPF) Fast chopper. 22-m flight path.                1007700100007 
INC-SOURCE (REAC) Reactor                                         1007700100008 
SAMPLE     Powdered sample of natural rhodium wrapped in          1007700100009 
            aluminum foil.                                        1007700100010 
DETECTOR   (GELI) Ge(Li) planar diode detector.                   1007700100011 
CORRECTION Corrected for background and for system nonlinearity   1007700100012 
            over energy range.                                    1007700100013 
STATUS     (APRVD) Approved by author                             1007700100014 
HISTORY    (19701209C)                                            1007700100015 
           (19811118A) Converted to REACTION formalism            1007700100016 
           (19991012A) Converted to new data fromalism, lower     1007700100017 
            case. BIB updates.                                    1007700100018 
ENDBIB              16          0                                 1007700100019 
NOCOMMON             0          0                                 1007700100020 
ENDSUBENT           19          0                                 1007700199999 
SUBENT        10077002   19991022                             00001007700200001 
BIB                  3          6                                 1007700200002 
REACTION  1(45-RH-103(N,0),,J)                                    1007700200003 
          2(45-RH-103(N,0),,PTY)                                  1007700200004 
METHOD     Capture measurement. Spin value based on observation   1007700200005 
            of transitions to state with spin J=2.                1007700200006 
HISTORY    (19991012A) Parity inserted. 2 spins deleted; from     1007700200007 
            earlier works.                                        1007700200008 
ENDBIB               6          0                                 1007700200009 
NOCOMMON             0          0                                 1007700200010 
DATA                 3          1                                 1007700200011 
EN-RES     DATA      1DATA      2                                 1007700200012 
EV         NO-DIM     NO-DIM                                      1007700200013 
95.6       1.          1.                                         1007700200014 
ENDDATA              3          0                                 1007700200015 
ENDSUBENT           14          0                                 1007700299999 
SUBENT        10077003   19991022                             00001007700300001 
BIB                  5         12                                 1007700300002 
REACTION   (45-RH-103(N,G)45-RH-104,,SPC)                         1007700300003 
MONITOR    Gamma intensities normalized to Rasmussen et al.,      1007700300004 
            Cambridge report AFCRL-69-0071 (1969).                1007700300005 
           Energy scale calibrated using 7100.2 and 6644.5-keV    1007700300006 
            chromium gamma lines from the 53Cr(n,gamma) reaction, 1007700300007 
            Kane and Mariscotti, private communication.           1007700300008 
ERR-ANALYS (E-ERR) Includes only uncertainty in peak position.    1007700300009 
            Uncertainty in absolute energy scale not included     1007700300010 
            (believed to be about 1.5 keV).                       1007700300011 
           (DATA-ERR) No information on source of uncertainties.  1007700300012 
STATUS     Data taken from Table I in reference.                  1007700300013 
HISTORY    (19991012C)                                            1007700300014 
ENDBIB              12          0                                 1007700300015 
NOCOMMON             0          0                                 1007700300016 
DATA                 6        611                                 1007700300017 
EN-MIN     EN-MAX     E          E-ERR      DATA       DATA-ERR   1007700300018 
  0.14      15.       4834.1       0.2        3.93       0.18     1007700300358 
  0.14      15.       4824.3       0.5        1.18       0.18     1007700300359 
  0.14      15.       4811.8       0.8        1.54       0.19     1007700300360 
  0.14      15.       4800.6       0.6        1.17       0.15     1007700300361 
  0.14      15.       4778.6       0.6        1.13       0.14     1007700300362 
  0.14      15.       4773.4       0.7        1.80       0.27     1007700300363 
  0.14      15.       4765.5       0.5        1.25       0.24     1007700300364 
  0.14      15.       4751.1       0.6        1.39       0.20     1007700300365 
  0.14      15.       4743.3       0.5        1.94       0.21     1007700300366 
  0.14      15.       4735.2       0.8        1.10       0.19     1007700300367 
  0.14      15.       4724.9       0.3        3.17       0.19     1007700300368 
  0.14      15.       4709.3       0.5        1.00       0.12     1007700300369 
  0.14      15.       4697.4       0.6        1.69       0.27     1007700300370 
  0.14      15.       4690.4       0.4        2.47       0.26     1007700300371 
  0.14      15.       4671.0       0.5        1.53       0.35     1007700300372 
  0.14      15.       4665.0       0.5        2.37       0.38     1007700300373 
  0.14      15.       4649.2       0.6        1.25       0.18     1007700300374 
  0.14      15.       4642.9       0.8        1.10       0.20     1007700300375 
  0.14      15.       4628.9       0.6        6.16       0.39     1007700300376 
  0.14      15.       4614.2       0.5        1.50       0.18     1007700300377 
  0.14      15.       4601.9       0.9        2.28       0.64     1007700300378 
  0.14      15.       4595.1       0.6        2.07       0.46     1007700300379 
  0.14      15.       4586.8       0.4        0.88       0.12     1007700300380 
  0.14      15.       4579.5       0.3        1.58       0.12     1007700300381 
  0.14      15.       4568.1       0.9        0.76       0.51     1007700300382 
  0.14      15.       4563.0       0.9        0.50       0.52     1007700300383 
  0.14      15.       4549.3       0.7        1.66       0.24     1007700300384 
  0.14      15.       4542.8       0.6        2.64       0.24     1007700300385 
  0.14      15.       4536.4       0.6        1.92       0.24     1007700300386 
  0.14      15.       4522.2       1.0        0.69       0.15     1007700300387 
  0.14      15.       4515.4       0.4        1.50       0.18     1007700300388 
  0.14      15.       4502.2       0.4        1.85       0.16     1007700300389 
  0.14      15.       4483.9       0.4        2.11       0.22     1007700300390 
  0.14      15.       4478.7       0.3        2.99       0.22     1007700300391 
  0.14      15.       4455.9       0.6        0.97       0.13     1007700300392 
  0.14      15.       4444.6       0.2        3.14       0.20     1007700300393 
  0.14      15.       4429.1       0.6        1.09       0.17     1007700300394 
  0.14      15.       4417.7       0.3        1.60       0.13     1007700300395 
  0.14      15.       4407.7       0.4        0.76       0.13     1007700300396 
  0.14      15.       4398.1       0.3        2.23       0.16     1007700300397 
  0.14      15.       4392.0       0.6        1.44       0.16     1007700300398 
  0.14      15.       4384.2       0.6        0.98       0.13     1007700300399 
  0.14      15.       4377.4       0.5        0.94       0.20     1007700300400 
  0.14      15.       4368.7       0.9        1.36       0.18     1007700300401 
  0.14      15.       4360.3       0.5        1.80       0.24     1007700300402 
  0.14      15.       4354.3       0.3        1.67       0.26     1007700300403 
  0.14      15.       4343.5       0.4        1.63       0.13     1007700300404 
  0.14      15.       4334.9       0.4        1.36       0.13     1007700300405 
  0.14      15.       4326.9       0.6        1.38       0.20     1007700300406 
  0.14      15.       4321.8       0.3        2.59       0.21     1007700300407 
  0.14      15.       4310.1       0.5        1.25       0.19     1007700300408 
  0.14      15.       4302.6       0.2        3.39       0.18     1007700300409 
  0.14      15.       4294.5       0.5        1.33       0.19     1007700300410 
  0.14      15.       4287.9       0.8        1.54       0.20     1007700300411 
  0.14      15.       4282.9       0.7        0.61       0.21     1007700300412 
  0.14      15.       4270.2       0.5        1.77       0.32     1007700300413 
  0.14      15.       4256.8       0.4        2.25       0.24     1007700300414 
  0.14      15.       4248.8       0.5        2.18       0.24     1007700300415 
  0.14      15.       4241.9       0.9        1.64       0.24     1007700300416 
  0.14      15.       4233.9       0.5        1.69       0.24     1007700300417 
  0.14      15.       4222.6       0.6        1.21       0.17     1007700300418 
  0.14      15.       4216.2       0.4        2.29       0.16     1007700300419 
  0.14      15.       4198.8       0.8        1.09       0.21     1007700300420 
  0.14      15.       4187.2       1.0        1.39       0.36     1007700300421 
  0.14      15.       4181.4       1.5        1.53       0.33     1007700300422 
  0.14      15.       4171.6       0.8        1.34       0.22     1007700300423 
  0.14      15.       4165.3       0.8        1.50       0.21     1007700300424 
  0.14      15.       4158.6       0.4        2.46       0.19     1007700300425 
  0.14      15.       4146.3       0.6        1.46       0.19     1007700300426 
  0.14      15.       4132.1       0.4        1.77       0.17     1007700300427 
  2.2      900.       6999.3       0.2        1.83       0.06     1007700300428 
  2.2      900.       6948.0       0.3        0.92       0.08     1007700300429 
  2.2      900.       6902.3       0.6        1.48       0.10     1007700300430 
  2.2      900.       6820.2       0.4        1.30       0.11     1007700300431 
  2.2      900.       6814.3       0.3        0.79       0.09     1007700300432 
  2.2      900.       6801.9       1.0        0.51       0.10     1007700300433 
  2.2      900.       6785.6       0.1        7.45       0.11     1007700300434 
  2.2      900.       6768.0       0.8        0.43       0.07     1007700300435 
  2.2      900.       6762.6       0.6        0.27       0.12     1007700300436 
  2.2      900.       6753.4       0.8        0.41       0.08     1007700300437 
  2.2      900.       6731.3       0.5        0.51       0.11     1007700300438 
  2.2      900.       6726.6       1.0        0.13       0.11     1007700300439 
  2.2      900.       6657.5       1.1        0.25       0.10     1007700300440 
  2.2      900.       6615.3       0.3        1.08       0.10     1007700300441 
  2.2      900.       6576.8       0.5        1.10       0.18     1007700300442 
  2.2      900.       6514.5       0.3        2.66       0.30     1007700300443 
  2.2      900.       6484.0       0.4        0.64       0.06     1007700300444 
  2.2      900.       6476.6       0.3        0.95       0.07     1007700300445 
  2.2      900.       6459.6       0.3        2.21       0.13     1007700300446 
  2.2      900.       6419.9       0.3        2.41       0.12     1007700300447 
  2.2      900.       6413.5       1.5        0.93       0.13     1007700300448 
  2.2      900.       6406.9       0.5        0.67       0.11     1007700300449 
  2.2      900.       6397.1       0.8        0.61       0.13     1007700300450 
  2.2      900.       6379.7       0.7        0.68       0.14     1007700300451 
  2.2      900.       6354.4       0.3        3.03       0.18     1007700300452 
  2.2      900.       6302.4       0.2        1.30       0.12     1007700300453 
  2.2      900.       6287.1       0.2        2.71       0.18     1007700300454 
  2.2      900.       6210.8       0.2        3.66       0.24     1007700300455 
  2.2      900.       6206.5       0.3        1.37       0.23     1007700300456 
  2.2      900.       6193.2       0.3        1.27       0.19     1007700300457 
  2.2      900.       6182.5       0.3        1.95       0.19     1007700300458 
  2.2      900.       6171.8       0.1        5.10       0.23     1007700300459 
  2.2      900.       6163.9       0.5        1.92       0.20     1007700300460 
  2.2      900.       6133.5       0.2        3.22       0.53     1007700300461 
  2.2      900.       6109.2       0.1        5.57       0.17     1007700300462 
  2.2      900.       6100.6       0.3        1.02       0.13     1007700300463 
  2.2      900.       6092.1       0.9        1.23       0.16     1007700300464 
  2.2      900.       6082.8       0.1        6.38       0.19     1007700300465 
  2.2      900.       6067.4       0.5        0.83       0.17     1007700300466 
  2.2      900.       6056.3       0.8        1.32       0.21     1007700300467 
  2.2      900.       6046.0       0.1        4.78       0.23     1007700300468 
  2.2      900.       6026.0       0.3        1.61       0.14     1007700300469 
  2.2      900.       6017.0       0.4        1.52       0.14     1007700300470 
  2.2      900.       6011.3       0.6        0.82       0.15     1007700300471 
  2.2      900.       5989.8       0.2        2.83       0.48     1007700300472 
  2.2      900.       5966.6       0.4        0.93       0.16     1007700300473 
  2.2      900.       5934.9                  1.00       0.18     1007700300474 
  2.2      900.       5927.1       0.4        2.05       0.16     1007700300475 
  2.2      900.       5916.5       0.0        6.48       0.18     1007700300476 
  2.2      900.       5906.5       0.4        1.58       0.16     1007700300477 
  2.2      900.       5880.9       0.2        0.95       0.14     1007700300478 
  2.2      900.       5847.7       0.4        1.28       0.13     1007700300479 
  2.2      900.       5836.5       0.8        1.13       0.14     1007700300480 
  2.2      900.       5820.4       0.7        0.58       0.10     1007700300481 
  2.2      900.       5812.2       0.3        2.05       0.11     1007700300482 
  2.2      900.       5803.4       0.7        0.64       0.11     1007700300483 
  2.2      900.       5797.8       0.2        2.75       0.11     1007700300484 
  2.2      900.       5786.8       1.0        0.91       0.11     1007700300485 
  2.2      900.       5766.6       0.4        1.29       0.14     1007700300486 
  2.2      900.       5757.7       0.4        0.75       0.15     1007700300487 
  2.2      900.       5743.0       0.3        0.88       0.11     1007700300488 
  2.2      900.       5734.0       0.3        0.91       0.11     1007700300489 
  2.2      900.       5713.5       0.5        1.55       0.21     1007700300490 
  2.2      900.       5708.4       0.8        2.17       0.23     1007700300491 
  2.2      900.       5695.1       0.4        1.65       0.25     1007700300492 
  2.2      900.       5688.8       0.9        1.25       0.24     1007700300493 
  2.2      900.       5674.1       0.2        1.25       0.23     1007700300494 
  2.2      900.       5656.0       1.0        0.71       0.18     1007700300495 
  2.2      900.       5648.3       1.0        1.21       0.11     1007700300496 
  2.2      900.       5634.4       0.4        1.13       0.14     1007700300497 
  2.2      900.       5616.5       0.2        1.79       0.13     1007700300498 
  2.2      900.       5604.4       0.3        1.98       0.14     1007700300499 
  2.2      900.       5587.9       0.3        1.68       0.15     1007700300500 
  2.2      900.       5574.8       0.6        0.79       0.14     1007700300501 
  2.2      900.       5566.1       0.6        0.69       0.15     1007700300502 
  2.2      900.       5546.6       0.2        1.37       0.15     1007700300503 
  2.2      900.       5527.0       0.3        2.22       0.18     1007700300504 
  2.2      900.       5521.0       0.2        2.57       0.18     1007700300505 
  2.2      900.       5507.6       0.2        1.13       0.14     1007700300506 
  2.2      900.       5493.6       0.5        0.75       0.14     1007700300507 
  2.2      900.       5476.2       0.6        1.29       0.11     1007700300508 
  2.2      900.       5472.5       0.4        0.97       0.14     1007700300509 
  2.2      900.       5463.3       0.3        1.71       0.11     1007700300510 
  2.2      900.       5456.8       0.6        0.27       0.17     1007700300511 
  2.2      900.       5453.3       0.7        0.70       0.11     1007700300512 
  2.2      900.       5441.4       0.7        0.59       0.14     1007700300513 
  2.2      900.       5434.5       0.3        1.51       0.13     1007700300514 
  2.2      900.       5422.9       0.2        1.52       0.13     1007700300515 
  2.2      900.       5413.5       0.3        1.50       0.13     1007700300516 
  2.2      900.       5399.2       0.6        1.02       0.19     1007700300517 
  2.2      900.       5391.5       0.7        1.00       0.24     1007700300518 
  2.2      900.       5364.5       0.4        1.52       0.15     1007700300519 
  2.2      900.       5354.9       0.5        1.39       0.14     1007700300520 
  2.2      900.       5346.5       0.2        8.32       0.62     1007700300521 
  2.2      900.       5333.7       0.9        0.99       0.14     1007700300522 
  2.2      900.       5323.0       0.4        1.44       0.13     1007700300523 
  2.2      900.       5311.5       0.4        0.97       0.12     1007700300524 
  2.2      900.       5298.0       0.7        0.71       0.12     1007700300525 
  2.2      900.       5266.4       0.1        4.18       0.19     1007700300526 
  2.2      900.       5257.3       0.6        1.76       0.19     1007700300527 
  2.2      900.       5251.0       0.4        0.93       0.19     1007700300528 
  2.2      900.       5237.7       0.2        2.28       0.22     1007700300529 
  2.2      900.       5223.1       0.5        1.47       0.18     1007700300530 
  2.2      900.       5217.6       0.4        1.28       0.19     1007700300531 
  2.2      900.       5203.8       0.2        2.08       0.33     1007700300532 
  2.2      900.       5186.8       0.6        0.59       0.13     1007700300533 
  2.2      900.       5180.2       0.6        0.98       0.17     1007700300534 
  2.2      900.       5173.1       0.7        1.21       0.18     1007700300535 
  2.2      900.       5152.8       0.2        2.49       0.25     1007700300536 
  2.2      900.       5142.9       0.4        0.77       0.25     1007700300537 
  2.2      900.       5133.6       0.3        0.98       0.24     1007700300538 
  2.2      900.       5123.4       0.5        0.69       0.26     1007700300539 
  2.2      900.       5106.9       0.4        1.52       0.21     1007700300540 
  2.2      900.       5094.0       0.3        1.18       0.15     1007700300541 
  2.2      900.       5082.2       0.5        1.21       0.20     1007700300542 
  2.2      900.       5070.0       0.4        1.15       0.21     1007700300543 
  2.2      900.       5060.2       0.3        0.83       0.22     1007700300544 
  2.2      900.       5036.9       0.7        0.56       0.13     1007700300545 
  2.2      900.       5031.4       0.6        0.56       0.13     1007700300546 
  2.2      900.       5020.9       0.3        1.58       0.14     1007700300547 
  2.2      900.       5004.3       0.3        1.50       0.12     1007700300548 
  2.2      900.       4978.3       0.8        1.13       0.21     1007700300549 
  2.2      900.       4972.7       0.5        1.35       0.20     1007700300550 
  2.2      900.       4960.8       0.6        1.18       0.23     1007700300551 
  2.2      900.       4950.0       1.2        0.79       0.23     1007700300552 
  2.2      900.       4923.0       0.6        1.61       0.25     1007700300553 
  2.2      900.       4913.6       0.3        2.74       0.25     1007700300554 
  2.2      900.       4900.6       0.3        1.64       0.24     1007700300555 
  2.2      900.       4890.8       0.6        1.03       0.28     1007700300556 
  2.2      900.       4863.2       1.1        0.74       0.17     1007700300557 
  2.2      900.       4858.2       0.9        0.88       0.21     1007700300558 
  2.2      900.       4848.2       0.4        1.21       0.17     1007700300559 
  2.2      900.       4838.7       0.8        0.79       0.12     1007700300560 
  2.2      900.       4834.1       0.2        1.77       0.12     1007700300561 
  2.2      900.       4824.3       0.5        0.90       0.12     1007700300562 
  2.2      900.       4811.8       0.8        1.09       0.21     1007700300563 
  2.2      900.       4800.6       0.6        1.79       0.32     1007700300564 
  2.2      900.       4778.6       0.6        0.99       0.42     1007700300565 
  2.2      900.       4773.4       0.7        0.96       0.24     1007700300566 
  2.2      900.       4765.5       0.5        1.07       0.19     1007700300567 
  2.2      900.       4751.1       0.6        1.19       0.33     1007700300568 
  2.2      900.       4743.3       0.5        1.00       0.25     1007700300569 
  2.2      900.       4735.2       0.8        1.02       0.25     1007700300570 
  2.2      900.       4724.9       0.3        1.80       0.21     1007700300571 
  2.2      900.       4709.3       0.5        0.81       0.23     1007700300572 
  2.2      900.       4697.4       0.6        1.08       0.16     1007700300573 
  2.2      900.       4690.4       0.4        2.45       0.38     1007700300574 
  2.2      900.       4671.0       0.5        1.30       0.21     1007700300575 
  2.2      900.       4665.0       0.5        1.16       0.20     1007700300576 
  2.2      900.       4649.2       0.6        0.81       0.24     1007700300577 
  2.2      900.       4642.9       0.8        1.28       0.20     1007700300578 
  2.2      900.       4628.9       0.6        1.72       0.20     1007700300579 
  2.2      900.       4614.2       0.5        1.01       0.17     1007700300580 
  2.2      900.       4601.9       0.9        1.08       0.21     1007700300581 
  2.2      900.       4595.1       0.6        1.80       0.21     1007700300582 
  2.2      900.       4586.8       0.4        0.74       0.17     1007700300583 
  2.2      900.       4579.5       0.3        1.11       0.15     1007700300584 
  2.2      900.       4568.1       0.9        1.51       0.15     1007700300585 
  2.2      900.       4563.0       0.9        1.36       0.17     1007700300586 
  2.2      900.       4549.3       0.7        1.43       0.35     1007700300587 
  2.2      900.       4542.8       0.6        0.99       0.31     1007700300588 
  2.2      900.       4536.4       0.6        1.36       0.32     1007700300589 
  2.2      900.       4522.2       1.0        0.43       0.19     1007700300590 
  2.2      900.       4515.4       0.4        0.48       0.20     1007700300591 
  2.2      900.       4502.2       0.4        0.65       0.26     1007700300592 
  2.2      900.       4483.9       0.4        1.30       0.14     1007700300593 
  2.2      900.       4478.7       0.3        1.91       0.13     1007700300594 
  2.2      900.       4455.9       0.6        0.58       0.13     1007700300595 
  2.2      900.       4444.6       0.2        1.68       0.15     1007700300596 
  2.2      900.       4429.1       0.6        0.00       0.27     1007700300597 
  2.2      900.       4417.7       0.3        0.79       0.15     1007700300598 
  2.2      900.       4407.7       0.4        1.09       0.25     1007700300599 
  2.2      900.       4398.1       0.3        1.79       0.26     1007700300600 
  2.2      900.       4392.0       0.6        0.93       0.27     1007700300601 
  2.2      900.       4384.2       0.6        0.11       0.24     1007700300602 
  2.2      900.       4377.4       0.5        0.87       0.28     1007700300603 
  2.2      900.       4368.7       0.9        0.73       0.27     1007700300604 
  2.2      900.       4360.3       0.5        1.02       0.28     1007700300605 
  2.2      900.       4354.3       0.3        0.87       0.22     1007700300606 
  2.2      900.       4343.5       0.4        0.50       0.19     1007700300607 
  2.2      900.       4334.9       0.4        0.45       0.17     1007700300608 
  2.2      900.       4326.9       0.6        0.72       0.22     1007700300609 
  2.2      900.       4321.8       0.3        0.60       0.21     1007700300610 
  2.2      900.       4310.1       0.5        0.67       0.18     1007700300611 
  2.2      900.       4302.6       0.2        1.28       0.17     1007700300612 
  2.2      900.       4294.5       0.5        0.35       0.26     1007700300613 
  2.2      900.       4287.9       0.8        0.44       0.16     1007700300614 
  2.2      900.       4282.9       0.7        0.89       0.16     1007700300615 
  2.2      900.       4270.2       0.5        0.97       0.27     1007700300616 
  2.2      900.       4256.8       0.4        1.45       0.26     1007700300617 
  2.2      900.       4248.8       0.5        0.60       0.17     1007700300618 
  2.2      900.       4241.9       0.9        0.62       0.17     1007700300619 
  2.2      900.       4233.9       0.5        0.98       0.28     1007700300620 
  2.2      900.       4222.6       0.6        0.20       0.20     1007700300621 
  2.2      900.       4216.2       0.4        1.07       0.28     1007700300622 
  2.2      900.       4198.8       0.8        0.45       0.29     1007700300623 
  2.2      900.       4187.2       1.0        0.90       0.27     1007700300624 
  2.2      900.       4181.4       1.5        0.34       0.13     1007700300625 
  2.2      900.       4171.6       0.8        1.45       0.32     1007700300626 
  2.2      900.       4165.3       0.8        0.46       0.13     1007700300627 
  2.2      900.       4158.6       0.4        0.33       0.27     1007700300628 
  2.2      900.       4146.3       0.6        0.35       0.30     1007700300629 
  2.2      900.       4132.1       0.4        0.37       0.33     1007700300630 
ENDDATA            613          0                                 1007700300631 
ENDSUBENT          630          0                                 1007700399999 
ENDENTRY             3          0                                 1007799999999 
