ENTRY            D0182   20040929                             0000D018200000001 
SUBENT        D0182001   20040929                             0000D018200100001 
BIB                 10         20                                 D018200100002 
TITLE      Interplay of mean field and nucleon-nucleon            D018200100003 
           interactions in the production of Carbon fragments     D018200100004 
           in 16O induced reactions at incident energies          D018200100005 
           up to 25 MeV/amu                                       D018200100006 
AUTHOR     (E.Gadioli,G.F.Steyn,C.Birattari,C.Catarisano,         D018200100007 
           M.Cavinato,S.H.Connell,A.A.Cowley,E.Fabrici,           D018200100008 
           S.V.Fortsch,E.Gadioli Erba,J.J.Lawrie,                 D018200100009 
           J.P.F.Sellschop,E.Sideras Haddad)                      D018200100010 
INSTITUTE  (3SAFITH,2ITYMIL,3SAFWIT,3SAFSTL)                      D018200100011 
REFERENCE  (J,NP/A,708,391,2002)                                  D018200100012 
FACILITY   (CYCLO,3SAFITH)                                        D018200100013 
METHOD     (EDE)                                                  D018200100014 
DETECTOR   (TELES,SIBAR,SIBAR) Two identical detector telescopes  D018200100015 
           mounted in a 1.5 m diameter scattering chamber. Each   D018200100016 
           telescope consisted of a 25 mu-m thick Si surface      D018200100017 
           barrier dE detector, followed by a 2 mm thick Si       D018200100018 
           surface barrier stopping (E) detector.                 D018200100019 
ERR-ANALYS (ERR-SYS) systematic error of the cross sections       D018200100020 
STATUS     (TABLE)Tables received from Dr. E.Gadioli              D018200100021 
HISTORY    (20040929C) SD                                         D018200100022 
ENDBIB              20          0                                 D018200100023 
COMMON               1          3                                 D018200100024 
ERR-SYS                                                           D018200100025 
PER-CENT                                                          D018200100026 
  10.                                                             D018200100027 
ENDCOMMON            3          0                                 D018200100028 
ENDSUBENT           27          0                                 D018200199999 
SUBENT        D0182002   20040929                             0000D018200200001 
BIB                  2          3                                 D018200200002 
REACTION   (27-CO-59(8-O-16,X)6-C-12,,SIG)                        D018200200003 
           The cross section production of 12C in 16O break-up    D018200200004 
SAMPLE     59Co target with thicknesses of 1.0 mg/cm2.            D018200200005 
ENDBIB               3          0                                 D018200200006 
NOCOMMON             0          0                                 D018200200007 
DATA                 2          3                                 D018200200008 
EN         DATA                                                   D018200200009 
MEV        MB                                                     D018200200010 
   100.      147.                                                 D018200200011 
   250.      181.                                                 D018200200012 
   400.      288.                                                 D018200200013 
ENDDATA              5          0                                 D018200200014 
ENDSUBENT           13          0                                 D018200299999 
SUBENT        D0182003   20040929                             0000D018200300001 
BIB                  2          3                                 D018200300002 
REACTION   (41-NB-93(8-O-16,X)6-C-12,,SIG)                        D018200300003 
           The cross section production of 12C in 16O break-up    D018200300004 
SAMPLE     93Nb target with thicknesses of 2.7 mg/cm2.            D018200300005 
ENDBIB               3          0                                 D018200300006 
NOCOMMON             0          0                                 D018200300007 
DATA                 2          2                                 D018200300008 
EN         DATA                                                   D018200300009 
MEV        MB                                                     D018200300010 
   250.     150.                                                  D018200300011 
   400.     339.                                                  D018200300012 
ENDDATA              4          0                                 D018200300013 
ENDSUBENT           12          0                                 D018200399999 
SUBENT        D0182004   20040929                             0000D018200400001 
BIB                  3          3                                 D018200400002 
REACTION   (27-CO-59(8-O-16,X)5-B-11,,DA/DE)                      D018200400003 
SAMPLE     59Co target with thicknesses of 1.0 mg/cm2.            D018200400004 
ERR-ANALYS (ERR-T) Total error                                    D018200400005 
ENDBIB               3          0                                 D018200400006 
NOCOMMON             0          0                                 D018200400007 
DATA                 5       3626                                 D018200400008 
EN         ANG-CM     E-EXC      DATA-CM    ERR-T                 D018200400009 
MEV        ADEG       MEV        MUB/SR/MEV MUB/SR/MEV            D018200400010 
  100.0       24.0        59.00  .156114E+03.960813E+01           D018200400326 
  100.0       24.0        61.00  .108806E+03.802132E+01           D018200400327 
  100.0       24.0        63.00  .946143E+02.747992E+01           D018200400328 
  100.0       24.0        65.00  .845615E+02.707139E+01           D018200400329 
  100.0       24.0        67.00  .632733E+02.611686E+01           D018200400330 
  100.0       24.0        69.00  .431678E+02.505241E+01           D018200400331 
  100.0       24.0        71.00  .283843E+02.409692E+01           D018200400332 
  100.0       24.0        73.00  .827875E+01.221259E+01           D018200400333 
  100.0       24.0        75.00  .532205E+01.177402E+01           D018200400334 
  100.0       24.0        77.00  .177402E+01.102423E+01           D018200400335 
  100.0       24.0        79.00  .295670E+01.132227E+01           D018200400336 
  100.0       26.0        21.00  .773844E+01.292486E+01           D018200400337 
  100.0       26.0        23.00  .773844E+01.292486E+01           D018200400338 
  100.0       26.0        25.00  .663295E+01.270789E+01           D018200400339 
  100.0       26.0        27.00  .232153E+02.506600E+01           D018200400340 
  100.0       26.0        29.00  .342702E+02.615512E+01           D018200400341 
  100.0       26.0        31.00  .453251E+02.707860E+01           D018200400342 
  100.0       26.0        33.00  .574856E+02.797181E+01           D018200400343 
  100.0       26.0        35.00  .663295E+02.856310E+01           D018200400344 
  100.0       26.0        37.00  .807009E+02.944532E+01           D018200400345 
  100.0       26.0        39.00  .119393E+03.114886E+02           D018200400346 
  100.0       26.0        41.00  .132659E+03.121101E+02           D018200400347 
  100.0       26.0        43.00  .156980E+03.131735E+02           D018200400348 
  100.0       26.0        45.00  .160296E+03.133119E+02           D018200400349 
  100.0       26.0        47.00  .180195E+03.141140E+02           D018200400350 
  100.0       26.0        49.00  .159191E+03.132659E+02           D018200400351 
  100.0       26.0        51.00  .171351E+03.137633E+02           D018200400352 
  100.0       26.0        53.00  .154769E+03.130804E+02           D018200400353 
  100.0       26.0        55.00  .155874E+03.131270E+02           D018200400354 
  100.0       26.0        57.00  .128237E+03.119065E+02           D018200400355 
  100.0       26.0        59.00  .108338E+03.109438E+02           D018200400356 
  100.0       26.0        61.00  .961778E+02.103113E+02           D018200400357 
  100.0       26.0        63.00  .574856E+02.797181E+01           D018200400358 
  100.0       26.0        65.00  .563801E+02.789479E+01           D018200400359 
  100.0       26.0        67.00  .287428E+02.563692E+01           D018200400360 
  100.0       26.0        69.00  .287428E+02.563692E+01           D018200400361 
  100.0       26.0        71.00  .121604E+02.366650E+01           D018200400362 
  100.0       26.0        73.00  .994942E+01.331647E+01           D018200400363 
  100.0       26.0        75.00  .221098E+01.156340E+01           D018200400364 
  100.0       26.0        77.00  .221098E+01.156340E+01           D018200400365 
  100.0       28.0        21.00  .253997E+01.126999E+01           D018200400366 
  100.0       28.0        23.00  .952490E+01.245932E+01           D018200400367 
  100.0       28.0        25.00  .825491E+01.228950E+01           D018200400368 
  100.0       28.0        27.00  .253997E+02.401605E+01           D018200400369 
  100.0       28.0        29.00  .342896E+02.466623E+01           D018200400370 
  100.0       28.0        31.00  .469895E+02.546242E+01           D018200400371 
  100.0       28.0        33.00  .501645E+02.564394E+01           D018200400372 
  100.0       28.0        35.00  .634993E+02.634993E+01           D018200400373 
  100.0       28.0        37.00  .869941E+02.743240E+01           D018200400374 
  100.0       28.0        39.00  .869941E+02.743240E+01           D018200400375 
  100.0       28.0        41.00  .111124E+03.840017E+01           D018200400376 
  100.0       28.0        43.00  .130174E+03.909172E+01           D018200400377 
  100.0       28.0        45.00  .121284E+03.877578E+01           D018200400378 
  100.0       28.0        47.00  .126999E+03.898016E+01           D018200400379 
  100.0       28.0        49.00  .135889E+03.928915E+01           D018200400380 
  100.0       28.0        51.00  .121284E+03.877578E+01           D018200400381 
  100.0       28.0        53.00  .123189E+03.884443E+01           D018200400382 
  100.0       28.0        55.00  .118109E+03.866015E+01           D018200400383 
  100.0       28.0        57.00  .103504E+03.810705E+01           D018200400384 
  100.0       28.0        59.00  .838191E+02.729552E+01           D018200400385 
  100.0       28.0        61.00  .673093E+02.653765E+01           D018200400386 
  100.0       28.0        63.00  .444495E+02.531273E+01           D018200400387 
  100.0       28.0        65.00  .342896E+02.466623E+01           D018200400388 
  100.0       28.0        67.00  .234947E+02.386251E+01           D018200400389 
  100.0       28.0        69.00  .888990E+01.237593E+01           D018200400390 
  100.0       28.0        71.00  .888990E+01.237593E+01           D018200400391 
  100.0       28.0        73.00  .444495E+01.168003E+01           D018200400392 
  100.0       28.0        81.00  .634993E+00.634993E+00           D018200400393 
  100.0       30.0        21.00  .253997E+01.126999E+01           D018200400394 
  100.0       30.0        23.00  .152398E+02.311082E+01           D018200400395 
  100.0       30.0        25.00  .228598E+02.380996E+01           D018200400396 
  100.0       30.0        27.00  .234947E+02.386251E+01           D018200400397 
  100.0       30.0        29.00  .247647E+02.396553E+01           D018200400398 
  100.0       30.0        31.00  .368296E+02.483596E+01           D018200400399 
  100.0       30.0        33.00  .546094E+02.588868E+01           D018200400400 
  100.0       30.0        35.00  .628643E+02.631810E+01           D018200400401 
  100.0       30.0        37.00  .812791E+02.718413E+01           D018200400402 
  100.0       30.0        39.00  .996939E+02.795644E+01           D018200400403 
  100.0       30.0        41.00  .100964E+03.800696E+01           D018200400404 
  100.0       30.0        43.00  .119379E+03.870659E+01           D018200400405 
  100.0       30.0        45.00  .125094E+03.891255E+01           D018200400406 
  100.0       30.0        47.00  .113664E+03.849563E+01           D018200400407 
  100.0       30.0        49.00  .140333E+03.943985E+01           D018200400408 
  100.0       30.0        51.00  .125729E+03.893515E+01           D018200400409 
  100.0       30.0        53.00  .946140E+02.775108E+01           D018200400410 
  100.0       30.0        55.00  .742942E+02.686850E+01           D018200400411 
  100.0       30.0        57.00  .749292E+02.689779E+01           D018200400412 
  100.0       30.0        59.00  .488945E+02.557204E+01           D018200400413 
  100.0       30.0        61.00  .482595E+02.553574E+01           D018200400414 
  100.0       30.0        63.00  .380996E+02.491864E+01           D018200400415 
  100.0       30.0        65.00  .311147E+02.444495E+01           D018200400416 
  100.0       30.0        67.00  .190498E+02.347800E+01           D018200400417 
  100.0       30.0        69.00  .114299E+02.269405E+01           D018200400418 
  100.0       30.0        71.00  .507995E+01.179603E+01           D018200400419 
  100.0       30.0        73.00  .444495E+01.168003E+01           D018200400420 
  100.0       30.0        77.00  .126999E+01.898016E+00           D018200400421 
  100.0       35.0        21.00  .285395E+01.116512E+01           D018200400422 
  100.0       35.0        23.00  .475658E+01.150416E+01           D018200400423 
  100.0       35.0        25.00  .171237E+02.285395E+01           D018200400424 
  100.0       35.0        27.00  .223559E+02.326095E+01           D018200400425 
  100.0       35.0        29.00  .280638E+02.365360E+01           D018200400426 
  100.0       35.0        31.00  .442362E+02.458708E+01           D018200400427 
  100.0       35.0        33.00  .537493E+02.505631E+01           D018200400428 
  100.0       35.0        35.00  .646895E+02.554708E+01           D018200400429 
  100.0       35.0        37.00  .613599E+02.540243E+01           D018200400430 
  100.0       35.0        39.00  .646895E+02.554708E+01           D018200400431 
  100.0       35.0        41.00  .689704E+02.572768E+01           D018200400432 
  100.0       35.0        43.00  .713487E+02.582560E+01           D018200400433 
  100.0       35.0        45.00  .808618E+02.620182E+01           D018200400434 
  100.0       35.0        47.00  .727757E+02.588356E+01           D018200400435 
  100.0       35.0        49.00  .651651E+02.556743E+01           D018200400436 
  100.0       35.0        51.00  .656408E+02.558771E+01           D018200400437 
  100.0       35.0        53.00  .485171E+02.480391E+01           D018200400438 
  100.0       35.0        55.00  .461388E+02.468469E+01           D018200400439 
  100.0       35.0        57.00  .313934E+02.386426E+01           D018200400440 
  100.0       35.0        59.00  .285395E+02.368443E+01           D018200400441 
  100.0       35.0        61.00  .171237E+02.285395E+01           D018200400442 
  100.0       35.0        63.00  .128428E+02.247159E+01           D018200400443 
  100.0       35.0        65.00  .761053E+01.190263E+01           D018200400444 
  100.0       35.0        67.00  .475658E+01.150416E+01           D018200400445 
  100.0       35.0        69.00  .285395E+01.116512E+01           D018200400446 
  100.0       35.0        71.00  .475658E+00.475658E+00           D018200400447 
  100.0       40.0        21.00  .475658E+00.475658E+00           D018200400448 
  100.0       40.0        23.00  .118914E+02.237829E+01           D018200400449 
  100.0       40.0        25.00  .175993E+02.289331E+01           D018200400450 
  100.0       40.0        27.00  .190263E+02.300832E+01           D018200400451 
  100.0       40.0        29.00  .161724E+02.277354E+01           D018200400452 
  100.0       40.0        31.00  .275882E+02.362250E+01           D018200400453 
  100.0       40.0        33.00  .380526E+02.425441E+01           D018200400454 
  100.0       40.0        35.00  .499441E+02.487404E+01           D018200400455 
  100.0       40.0        37.00  .504197E+02.489720E+01           D018200400456 
  100.0       40.0        39.00  .470901E+02.473274E+01           D018200400457 
  100.0       40.0        41.00  .537493E+02.505631E+01           D018200400458 
  100.0       40.0        43.00  .561276E+02.516697E+01           D018200400459 
  100.0       40.0        45.00  .456632E+02.466048E+01           D018200400460 
  100.0       40.0        47.00  .475658E+02.475658E+01           D018200400461 
  100.0       40.0        49.00  .428092E+02.451249E+01           D018200400462 
  100.0       40.0        51.00  .380526E+02.425441E+01           D018200400463 
  100.0       40.0        53.00  .299664E+02.377542E+01           D018200400464 
  100.0       40.0        55.00  .242586E+02.339688E+01           D018200400465 
  100.0       40.0        57.00  .142697E+02.260529E+01           D018200400466 
  100.0       40.0        59.00  .998881E+01.217974E+01           D018200400467 
  100.0       40.0        61.00  .761053E+01.190263E+01           D018200400468 
  100.0       40.0        63.00  .285395E+01.116512E+01           D018200400469 
  100.0       40.0        65.00  .428092E+01.142697E+01           D018200400470 
  100.0       40.0        67.00  .951316E+00.672682E+00           D018200400471 
  100.0       40.0        69.00  .142697E+01.823864E+00           D018200400472 
  100.0       40.0        71.00  .475658E+00.475658E+00           D018200400473 
  100.0       40.0        77.00  .475658E+00.475658E+00           D018200400474 
  100.0       45.0        21.00  .195887E+01.113095E+01           D018200400475 
  100.0       45.0        23.00  .718252E+01.216561E+01           D018200400476 
  100.0       45.0        25.00  .104473E+02.261182E+01           D018200400477 
  100.0       45.0        27.00  .228535E+02.386294E+01           D018200400478 
  100.0       45.0        29.00  .241594E+02.397178E+01           D018200400479 
  100.0       45.0        31.00  .195887E+02.357639E+01           D018200400480 
  100.0       45.0        33.00  .248123E+02.402509E+01           D018200400481 
  100.0       45.0        35.00  .326478E+02.461710E+01           D018200400482 
  100.0       45.0        37.00  .235064E+02.391774E+01           D018200400483 
  100.0       45.0        39.00  .352596E+02.479823E+01           D018200400484 
  100.0       45.0        41.00  .404833E+02.514138E+01           D018200400485 
  100.0       45.0        43.00  .306889E+02.447644E+01           D018200400486 
  100.0       45.0        45.00  .378714E+02.497276E+01           D018200400487 
  100.0       45.0        47.00  .339537E+02.470853E+01           D018200400488 
  100.0       45.0        49.00  .182828E+02.345512E+01           D018200400489 
  100.0       45.0        51.00  .189357E+02.351628E+01           D018200400490 
  100.0       45.0        53.00  .124062E+02.284617E+01           D018200400491 
  100.0       45.0        55.00  .111003E+02.269221E+01           D018200400492 
  100.0       45.0        57.00  .718252E+01.216561E+01           D018200400493 
  100.0       45.0        59.00  .522365E+01.184684E+01           D018200400494 
  100.0       45.0        61.00  .261182E+01.130591E+01           D018200400495 
  100.0       45.0        63.00  .195887E+01.113095E+01           D018200400496 
  100.0       45.0        65.00  .652956E+00.652956E+00           D018200400497 
  100.0       45.0        69.00  .652956E+00.652956E+00           D018200400498 
  100.0       50.0        19.00  .652956E+00.652956E+00           D018200400499 
  100.0       50.0        21.00  .652956E+00.652956E+00           D018200400500 
  100.0       50.0        23.00  .587660E+01.195887E+01           D018200400501 
  100.0       50.0        25.00  .783547E+01.226191E+01           D018200400502 
  100.0       50.0        27.00  .137121E+02.299222E+01           D018200400503 
  100.0       50.0        29.00  .169769E+02.332944E+01           D018200400504 
  100.0       50.0        31.00  .235064E+02.391774E+01           D018200400505 
  100.0       50.0        33.00  .215475E+02.375095E+01           D018200400506 
  100.0       50.0        35.00  .274242E+02.423164E+01           D018200400507 
  100.0       50.0        37.00  .306889E+02.447644E+01           D018200400508 
  100.0       50.0        39.00  .300360E+02.442856E+01           D018200400509 
  100.0       50.0        41.00  .202416E+02.363551E+01           D018200400510 
  100.0       50.0        43.00  .261182E+02.412966E+01           D018200400511 
  100.0       50.0        45.00  .156709E+02.319882E+01           D018200400512 
  100.0       50.0        47.00  .176298E+02.339286E+01           D018200400513 
  100.0       50.0        49.00  .117532E+02.277026E+01           D018200400514 
  100.0       50.0        51.00  .783547E+01.226191E+01           D018200400515 
  100.0       50.0        53.00  .718252E+01.216561E+01           D018200400516 
  100.0       50.0        55.00  .587660E+01.195887E+01           D018200400517 
  100.0       50.0        57.00  .195887E+01.113095E+01           D018200400518 
  100.0       50.0        59.00  .130591E+01.923419E+00           D018200400519 
  100.0       50.0        63.00  .652956E+00.652956E+00           D018200400520 
  250.0       14.0        21.00  .447810E+01.316649E+01           D018200400521 
  250.0       14.0        23.00  .447810E+02.100133E+02           D018200400522 
  250.0       14.0        25.00  .102996E+03.151860E+02           D018200400523 
  250.0       14.0        27.00  .194797E+03.208845E+02           D018200400524 
  250.0       14.0        29.00  .165690E+03.192610E+02           D018200400525 
  250.0       14.0        31.00  .208232E+03.215926E+02           D018200400526 
  250.0       14.0        33.00  .203754E+03.213592E+02           D018200400527 
  250.0       14.0        35.00  .246295E+03.234834E+02           D018200400528 
  250.0       14.0        37.00  .297794E+03.258220E+02           D018200400529 
  250.0       14.0        39.00  .313467E+03.264928E+02           D018200400530 
  250.0       14.0        41.00  .353770E+03.281444E+02           D018200400531 
  250.0       14.0        43.00  .382878E+03.292794E+02           D018200400532 
  250.0       14.0        45.00  .420941E+03.307003E+02           D018200400533 
  250.0       14.0        47.00  .501547E+03.335110E+02           D018200400534 
  250.0       14.0        49.00  .539611E+03.347594E+02           D018200400535 
  250.0       14.0        51.00  .588870E+03.363113E+02           D018200400536 
  250.0       14.0        53.00  .638129E+03.377995E+02           D018200400537 
  250.0       14.0        55.00  .617978E+03.371979E+02           D018200400538 
  250.0       14.0        57.00  .662759E+03.385221E+02           D018200400539 
  250.0       14.0        59.00  .687388E+03.392313E+02           D018200400540 
  250.0       14.0        61.00  .718735E+03.401159E+02           D018200400541 
  250.0       14.0        63.00  .651564E+03.381953E+02           D018200400542 
  250.0       14.0        65.00  .718735E+03.401159E+02           D018200400543 
  250.0       14.0        67.00  .734408E+03.405509E+02           D018200400544 
  250.0       14.0        69.00  .790385E+03.420679E+02           D018200400545 
  250.0       14.0        71.00  .779189E+03.417689E+02           D018200400546 
  250.0       14.0        73.00  .826209E+03.430107E+02           D018200400547 
  250.0       14.0        75.00  .817253E+03.427770E+02           D018200400548 
  250.0       14.0        77.00  .868751E+03.441042E+02           D018200400549 
  250.0       14.0        79.00  .879947E+03.443874E+02           D018200400550 
  250.0       14.0        81.00  .875469E+03.442743E+02           D018200400551 
  250.0       14.0        83.00  .904576E+03.450043E+02           D018200400552 
  250.0       14.0        85.00  .949357E+03.461049E+02           D018200400553 
  250.0       14.0        87.00  .958313E+03.463218E+02           D018200400554 
  250.0       14.0        89.00  .101205E+04.476029E+02           D018200400555 
  250.0       14.0        91.00  .994138E+03.471797E+02           D018200400556 
  250.0       14.0        93.00  .985182E+03.469667E+02           D018200400557 
  250.0       14.0        95.00  .111281E+04.499163E+02           D018200400558 
  250.0       14.0        97.00  .102101E+04.478130E+02           D018200400559 
  250.0       14.0        99.00  .105235E+04.485414E+02           D018200400560 
  250.0       14.0       101.00  .105011E+04.484898E+02           D018200400561 
  250.0       14.0       103.00  .108594E+04.493100E+02           D018200400562 
  250.0       14.0       105.00  .123372E+04.525581E+02           D018200400563 
  250.0       14.0       107.00  .115087E+04.507628E+02           D018200400564 
  250.0       14.0       109.00  .116878E+04.511563E+02           D018200400565 
