ENTRY            D0182   20040929                             0000D018200000001 
SUBENT        D0182001   20040929                             0000D018200100001 
BIB                 10         20                                 D018200100002 
TITLE      Interplay of mean field and nucleon-nucleon            D018200100003 
           interactions in the production of Carbon fragments     D018200100004 
           in 16O induced reactions at incident energies          D018200100005 
           up to 25 MeV/amu                                       D018200100006 
AUTHOR     (E.Gadioli,G.F.Steyn,C.Birattari,C.Catarisano,         D018200100007 
           M.Cavinato,S.H.Connell,A.A.Cowley,E.Fabrici,           D018200100008 
           S.V.Fortsch,E.Gadioli Erba,J.J.Lawrie,                 D018200100009 
           J.P.F.Sellschop,E.Sideras Haddad)                      D018200100010 
INSTITUTE  (3SAFITH,2ITYMIL,3SAFWIT,3SAFSTL)                      D018200100011 
REFERENCE  (J,NP/A,708,391,2002)                                  D018200100012 
FACILITY   (CYCLO,3SAFITH)                                        D018200100013 
METHOD     (EDE)                                                  D018200100014 
DETECTOR   (TELES,SIBAR,SIBAR) Two identical detector telescopes  D018200100015 
           mounted in a 1.5 m diameter scattering chamber. Each   D018200100016 
           telescope consisted of a 25 mu-m thick Si surface      D018200100017 
           barrier dE detector, followed by a 2 mm thick Si       D018200100018 
           surface barrier stopping (E) detector.                 D018200100019 
ERR-ANALYS (ERR-SYS) systematic error of the cross sections       D018200100020 
STATUS     (TABLE)Tables received from Dr. E.Gadioli              D018200100021 
HISTORY    (20040929C) SD                                         D018200100022 
ENDBIB              20          0                                 D018200100023 
COMMON               1          3                                 D018200100024 
ERR-SYS                                                           D018200100025 
PER-CENT                                                          D018200100026 
  10.                                                             D018200100027 
ENDCOMMON            3          0                                 D018200100028 
ENDSUBENT           27          0                                 D018200199999 
SUBENT        D0182002   20040929                             0000D018200200001 
BIB                  2          3                                 D018200200002 
REACTION   (27-CO-59(8-O-16,X)6-C-12,,SIG)                        D018200200003 
           The cross section production of 12C in 16O break-up    D018200200004 
SAMPLE     59Co target with thicknesses of 1.0 mg/cm2.            D018200200005 
ENDBIB               3          0                                 D018200200006 
NOCOMMON             0          0                                 D018200200007 
DATA                 2          3                                 D018200200008 
EN         DATA                                                   D018200200009 
MEV        MB                                                     D018200200010 
   100.      147.                                                 D018200200011 
   250.      181.                                                 D018200200012 
   400.      288.                                                 D018200200013 
ENDDATA              5          0                                 D018200200014 
ENDSUBENT           13          0                                 D018200299999 
SUBENT        D0182003   20040929                             0000D018200300001 
BIB                  2          3                                 D018200300002 
REACTION   (41-NB-93(8-O-16,X)6-C-12,,SIG)                        D018200300003 
           The cross section production of 12C in 16O break-up    D018200300004 
SAMPLE     93Nb target with thicknesses of 2.7 mg/cm2.            D018200300005 
ENDBIB               3          0                                 D018200300006 
NOCOMMON             0          0                                 D018200300007 
DATA                 2          2                                 D018200300008 
EN         DATA                                                   D018200300009 
MEV        MB                                                     D018200300010 
   250.     150.                                                  D018200300011 
   400.     339.                                                  D018200300012 
ENDDATA              4          0                                 D018200300013 
ENDSUBENT           12          0                                 D018200399999 
SUBENT        D0182004   20040929                             0000D018200400001 
BIB                  3          3                                 D018200400002 
REACTION   (27-CO-59(8-O-16,X)5-B-11,,DA/DE)                      D018200400003 
SAMPLE     59Co target with thicknesses of 1.0 mg/cm2.            D018200400004 
ERR-ANALYS (ERR-T) Total error                                    D018200400005 
ENDBIB               3          0                                 D018200400006 
NOCOMMON             0          0                                 D018200400007 
DATA                 5       3626                                 D018200400008 
EN         ANG-CM     E-EXC      DATA-CM    ERR-T                 D018200400009 
MEV        ADEG       MEV        MUB/SR/MEV MUB/SR/MEV            D018200400010 
  400.0       26.0       127.00  .234942E+03.142193E+02           D018200402857 
  400.0       26.0       129.00  .216009E+03.136343E+02           D018200402858 
  400.0       26.0       131.00  .223754E+03.138766E+02           D018200402859 
  400.0       26.0       133.00  .209124E+03.134153E+02           D018200402860 
  400.0       26.0       135.00  .231499E+03.141148E+02           D018200402861 
  400.0       26.0       137.00  .221172E+03.137963E+02           D018200402862 
  400.0       26.0       139.00  .205682E+03.133044E+02           D018200402863 
  400.0       26.0       141.00  .203100E+03.132207E+02           D018200402864 
  400.0       26.0       143.00  .203960E+03.132487E+02           D018200402865 
  400.0       26.0       145.00  .202239E+03.131926E+02           D018200402866 
  400.0       26.0       147.00  .198797E+03.130799E+02           D018200402867 
  400.0       26.0       149.00  .209985E+03.134429E+02           D018200402868 
  400.0       26.0       151.00  .197076E+03.130231E+02           D018200402869 
  400.0       26.0       153.00  .191912E+03.128514E+02           D018200402870 
  400.0       26.0       155.00  .179864E+03.124414E+02           D018200402871 
  400.0       26.0       157.00  .183306E+03.125599E+02           D018200402872 
  400.0       26.0       159.00  .200518E+03.131364E+02           D018200402873 
  400.0       26.0       161.00  .178143E+03.123818E+02           D018200402874 
  400.0       26.0       163.00  .159210E+03.117053E+02           D018200402875 
  400.0       26.0       165.00  .172979E+03.122010E+02           D018200402876 
  400.0       26.0       167.00  .170397E+03.121096E+02           D018200402877 
  400.0       26.0       169.00  .171258E+03.121401E+02           D018200402878 
  400.0       26.0       171.00  .177282E+03.123518E+02           D018200402879 
  400.0       26.0       173.00  .152325E+03.114494E+02           D018200402880 
  400.0       26.0       175.00  .141998E+03.110545E+02           D018200402881 
  400.0       26.0       177.00  .145440E+03.111877E+02           D018200402882 
  400.0       26.0       179.00  .145440E+03.111877E+02           D018200402883 
  400.0       26.0       181.00  .135113E+03.107832E+02           D018200402884 
  400.0       26.0       183.00  .148882E+03.113193E+02           D018200402885 
  400.0       26.0       185.00  .128228E+03.105049E+02           D018200402886 
  400.0       26.0       187.00  .125646E+03.103986E+02           D018200402887 
  400.0       26.0       189.00  .127368E+03.104696E+02           D018200402888 
  400.0       26.0       191.00  .118762E+03.101097E+02           D018200402889 
  400.0       26.0       193.00  .127368E+03.104696E+02           D018200402890 
  400.0       26.0       195.00  .112738E+03.984993E+01           D018200402891 
  400.0       26.0       197.00  .121344E+03.102190E+02           D018200402892 
  400.0       26.0       199.00  .101550E+03.934843E+01           D018200402893 
  400.0       26.0       201.00  .955258E+02.906690E+01           D018200402894 
  400.0       26.0       203.00  .851986E+02.856279E+01           D018200402895 
  400.0       26.0       205.00  .929440E+02.894354E+01           D018200402896 
  400.0       26.0       207.00  .963863E+02.910765E+01           D018200402897 
  400.0       26.0       209.00  .877804E+02.869156E+01           D018200402898 
  400.0       26.0       211.00  .843381E+02.851943E+01           D018200402899 
  400.0       26.0       213.00  .774533E+02.816430E+01           D018200402900 
  400.0       26.0       215.00  .791745E+02.825451E+01           D018200402901 
  400.0       26.0       217.00  .576597E+02.704425E+01           D018200402902 
  400.0       26.0       219.00  .636838E+02.740310E+01           D018200402903 
  400.0       26.0       221.00  .602415E+02.720023E+01           D018200402904 
  400.0       26.0       223.00  .456114E+02.626521E+01           D018200402905 
  400.0       26.0       225.00  .490538E+02.649733E+01           D018200402906 
  400.0       26.0       227.00  .438902E+02.614586E+01           D018200402907 
  400.0       26.0       229.00  .447508E+02.620582E+01           D018200402908 
  400.0       26.0       231.00  .438902E+02.614586E+01           D018200402909 
  400.0       26.0       233.00  .352843E+02.551048E+01           D018200402910 
  400.0       26.0       235.00  .430296E+02.608531E+01           D018200402911 
  400.0       26.0       237.00  .447508E+02.620582E+01           D018200402912 
  400.0       26.0       239.00  .335631E+02.537440E+01           D018200402913 
  400.0       26.0       241.00  .283995E+02.494373E+01           D018200402914 
  400.0       26.0       243.00  .352843E+02.551048E+01           D018200402915 
  400.0       26.0       245.00  .258178E+02.471366E+01           D018200402916 
  400.0       26.0       247.00  .103271E+02.298118E+01           D018200402917 
  400.0       26.0       249.00  .146301E+02.354831E+01           D018200402918 
  400.0       26.0       251.00  .189330E+02.403654E+01           D018200402919 
  400.0       26.0       253.00  .197936E+02.412726E+01           D018200402920 
  400.0       26.0       255.00  .137695E+02.344237E+01           D018200402921 
  400.0       26.0       257.00  .120483E+02.322004E+01           D018200402922 
  400.0       26.0       259.00  .103271E+02.298118E+01           D018200402923 
  400.0       26.0       261.00  .602415E+01.227691E+01           D018200402924 
  400.0       26.0       263.00  .860592E+01.272143E+01           D018200402925 
  400.0       26.0       265.00  .774533E+01.258178E+01           D018200402926 
  400.0       26.0       267.00  .946652E+01.285426E+01           D018200402927 
  400.0       26.0       269.00  .258178E+01.149059E+01           D018200402928 
  400.0       26.0       271.00  .344237E+01.172118E+01           D018200402929 
  400.0       26.0       273.00  .258178E+01.149059E+01           D018200402930 
  400.0       26.0       275.00  .774533E+01.258178E+01           D018200402931 
  400.0       26.0       277.00  .860592E+01.272143E+01           D018200402932 
  400.0       26.0       279.00  .258178E+01.149059E+01           D018200402933 
  400.0       26.0       281.00  .258178E+01.149059E+01           D018200402934 
  400.0       26.0       283.00  .172118E+01.121706E+01           D018200402935 
  400.0       26.0       285.00  .344237E+01.172118E+01           D018200402936 
  400.0       26.0       287.00  .172118E+01.121706E+01           D018200402937 
  400.0       26.0       289.00  .172118E+01.121706E+01           D018200402938 
  400.0       26.0       297.00  .860592E+00.860592E+00           D018200402939 
  400.0       26.0       299.00  .258178E+01.149059E+01           D018200402940 
  400.0       26.0       311.00  .860592E+00.860592E+00           D018200402941 
  400.0       28.0        21.00  .108530E+01.108530E+01           D018200402942 
  400.0       28.0        23.00  .314738E+02.584454E+01           D018200402943 
  400.0       28.0        25.00  .143260E+03.124692E+02           D018200402944 
  400.0       28.0        27.00  .150857E+03.127956E+02           D018200402945 
  400.0       28.0        29.00  .176905E+03.138562E+02           D018200402946 
  400.0       28.0        31.00  .192099E+03.144390E+02           D018200402947 
  400.0       28.0        33.00  .228999E+03.157650E+02           D018200402948 
  400.0       28.0        35.00  .256132E+03.166728E+02           D018200402949 
  400.0       28.0        37.00  .281094E+03.174663E+02           D018200402950 
  400.0       28.0        39.00  .276753E+03.173309E+02           D018200402951 
  400.0       28.0        41.00  .298459E+03.179977E+02           D018200402952 
  400.0       28.0        43.00  .325591E+03.187980E+02           D018200402953 
  400.0       28.0        45.00  .335359E+03.190779E+02           D018200402954 
  400.0       28.0        47.00  .374430E+03.201586E+02           D018200402955 
  400.0       28.0        49.00  .340786E+03.192316E+02           D018200402956 
  400.0       28.0        51.00  .354895E+03.196257E+02           D018200402957 
  400.0       28.0        53.00  .351639E+03.195355E+02           D018200402958 
  400.0       28.0        55.00  .341871E+03.192622E+02           D018200402959 
  400.0       28.0        57.00  .359236E+03.197454E+02           D018200402960 
  400.0       28.0        59.00  .346212E+03.193842E+02           D018200402961 
  400.0       28.0        61.00  .325591E+03.187980E+02           D018200402962 
  400.0       28.0        63.00  .353809E+03.195957E+02           D018200402963 
  400.0       28.0        65.00  .367918E+03.199826E+02           D018200402964 
  400.0       28.0        67.00  .345127E+03.193538E+02           D018200402965 
  400.0       28.0        69.00  .303885E+03.181606E+02           D018200402966 
  400.0       28.0        71.00  .348383E+03.194448E+02           D018200402967 
  400.0       28.0        73.00  .320165E+03.186407E+02           D018200402968 
  400.0       28.0        75.00  .314738E+03.184821E+02           D018200402969 
  400.0       28.0        77.00  .280009E+03.174326E+02           D018200402970 
  400.0       28.0        79.00  .280009E+03.174326E+02           D018200402971 
  400.0       28.0        81.00  .317994E+03.185774E+02           D018200402972 
  400.0       28.0        83.00  .284350E+03.175672E+02           D018200402973 
  400.0       28.0        85.00  .299544E+03.180304E+02           D018200402974 
  400.0       28.0        87.00  .316909E+03.185457E+02           D018200402975 
  400.0       28.0        89.00  .256132E+03.166728E+02           D018200402976 
  400.0       28.0        91.00  .266985E+03.170223E+02           D018200402977 
  400.0       28.0        93.00  .244194E+03.162796E+02           D018200402978 
  400.0       28.0        95.00  .251791E+03.165309E+02           D018200402979 
  400.0       28.0        97.00  .251791E+03.165309E+02           D018200402980 
  400.0       28.0        99.00  .237682E+03.160610E+02           D018200402981 
  400.0       28.0       101.00  .240938E+03.161707E+02           D018200402982 
  400.0       28.0       103.00  .235511E+03.159875E+02           D018200402983 
  400.0       28.0       105.00  .204037E+03.148809E+02           D018200402984 
  400.0       28.0       107.00  .262644E+03.168834E+02           D018200402985 
  400.0       28.0       109.00  .239852E+03.161342E+02           D018200402986 
  400.0       28.0       111.00  .233340E+03.159137E+02           D018200402987 
  400.0       28.0       113.00  .230085E+03.158023E+02           D018200402988 
  400.0       28.0       115.00  .248535E+03.164236E+02           D018200402989 
  400.0       28.0       117.00  .239852E+03.161342E+02           D018200402990 
  400.0       28.0       119.00  .234426E+03.159507E+02           D018200402991 
  400.0       28.0       121.00  .207293E+03.149992E+02           D018200402992 
  400.0       28.0       123.00  .175819E+03.138137E+02           D018200402993 
  400.0       28.0       125.00  .183416E+03.141090E+02           D018200402994 
  400.0       28.0       127.00  .214890E+03.152716E+02           D018200402995 
  400.0       28.0       129.00  .191014E+03.143982E+02           D018200402996 
  400.0       28.0       131.00  .197525E+03.146416E+02           D018200402997 
  400.0       28.0       133.00  .181246E+03.140252E+02           D018200402998 
  400.0       28.0       135.00  .188843E+03.143162E+02           D018200402999 
  400.0       28.0       137.00  .176905E+03.138562E+02           D018200403000 
  400.0       28.0       139.00  .202952E+03.148413E+02           D018200403001 
  400.0       28.0       141.00  .179075E+03.139410E+02           D018200403002 
  400.0       28.0       143.00  .182331E+03.140672E+02           D018200403003 
  400.0       28.0       145.00  .179075E+03.139410E+02           D018200403004 
  400.0       28.0       147.00  .157369E+03.130688E+02           D018200403005 
  400.0       28.0       149.00  .172563E+03.136852E+02           D018200403006 
  400.0       28.0       151.00  .144346E+03.125163E+02           D018200403007 
  400.0       28.0       153.00  .156284E+03.130237E+02           D018200403008 
  400.0       28.0       155.00  .156284E+03.130237E+02           D018200403009 
  400.0       28.0       157.00  .143260E+03.124692E+02           D018200403010 
  400.0       28.0       159.00  .151943E+03.128415E+02           D018200403011 
  400.0       28.0       161.00  .135749E+03.121379E+02           D018200403012 
  400.0       28.0       163.00  .134721E+03.120919E+02           D018200403013 
  400.0       28.0       165.00  .131438E+03.119436E+02           D018200403014 
  400.0       28.0       167.00  .112357E+03.110427E+02           D018200403015 
  400.0       28.0       169.00  .121268E+03.114723E+02           D018200403016 
  400.0       28.0       171.00  .120037E+03.114139E+02           D018200403017 
  400.0       28.0       173.00  .128001E+03.117864E+02           D018200403018 
  400.0       28.0       175.00  .100035E+03.104196E+02           D018200403019 
  400.0       28.0       177.00  .112638E+03.110565E+02           D018200403020 
  400.0       28.0       179.00  .115985E+03.112196E+02           D018200403021 
  400.0       28.0       181.00  .111025E+03.109771E+02           D018200403022 
  400.0       28.0       183.00  .987451E+02.103522E+02           D018200403023 
  400.0       28.0       185.00  .114180E+03.111320E+02           D018200403024 
  400.0       28.0       187.00  .967952E+02.102495E+02           D018200403025 
  400.0       28.0       189.00  .105053E+03.106778E+02           D018200403026 
  400.0       28.0       191.00  .935002E+02.100735E+02           D018200403027 
  400.0       28.0       193.00  .679059E+02.858479E+01           D018200403028 
  400.0       28.0       195.00  .824499E+02.945956E+01           D018200403029 
  400.0       28.0       197.00  .614159E+02.816425E+01           D018200403030 
  400.0       28.0       199.00  .709847E+02.877724E+01           D018200403031 
  400.0       28.0       201.00  .533763E+02.761114E+01           D018200403032 
  400.0       28.0       203.00  .761649E+02.909187E+01           D018200403033 
  400.0       28.0       205.00  .596076E+02.804316E+01           D018200403034 
  400.0       28.0       207.00  .641347E+02.834300E+01           D018200403035 
  400.0       28.0       209.00  .606494E+02.811314E+01           D018200403036 
  400.0       28.0       211.00  .543797E+02.768235E+01           D018200403037 
  400.0       28.0       213.00  .685661E+02.862642E+01           D018200403038 
  400.0       28.0       215.00  .456474E+02.703856E+01           D018200403039 
  400.0       28.0       217.00  .488351E+02.728018E+01           D018200403040 
  400.0       28.0       219.00  .436303E+02.688129E+01           D018200403041 
  400.0       28.0       221.00  .468493E+02.713062E+01           D018200403042 
  400.0       28.0       223.00  .315046E+02.584740E+01           D018200403043 
  400.0       28.0       225.00  .288898E+02.559948E+01           D018200403044 
  400.0       28.0       227.00  .233129E+02.503007E+01           D018200403045 
  400.0       28.0       229.00  .220460E+02.489149E+01           D018200403046 
  400.0       28.0       231.00  .177903E+02.439407E+01           D018200403047 
  400.0       28.0       233.00  .314039E+02.583805E+01           D018200403048 
  400.0       28.0       235.00  .905061E+01.313411E+01           D018200403049 
  400.0       28.0       237.00  .304312E+02.574692E+01           D018200403050 
  400.0       28.0       239.00  .245568E+02.516252E+01           D018200403051 
  400.0       28.0       241.00  .170297E+02.429912E+01           D018200403052 
  400.0       28.0       243.00  .140546E+02.390558E+01           D018200403053 
  400.0       28.0       245.00  .630085E+01.261502E+01           D018200403054 
  400.0       28.0       247.00  .111224E+02.347437E+01           D018200403055 
  400.0       28.0       249.00  .641098E+01.263778E+01           D018200403056 
  400.0       28.0       251.00  .808345E+01.296193E+01           D018200403057 
  400.0       28.0       253.00  .130461E+02.376284E+01           D018200403058 
  400.0       28.0       255.00  .657979E+01.267228E+01           D018200403059 
  400.0       28.0       257.00  .497778E+01.232431E+01           D018200403060 
  400.0       28.0       259.00  .502109E+01.233440E+01           D018200403061 
  400.0       28.0       261.00  .675304E+01.270723E+01           D018200403062 
  400.0       28.0       263.00  .681180E+01.271898E+01           D018200403063 
  400.0       28.0       265.00  .343553E+01.193096E+01           D018200403064 
  400.0       28.0       267.00  .346543E+01.193934E+01           D018200403065 
  400.0       28.0       269.00  .699116E+01.275455E+01           D018200403066 
  400.0       28.0       273.00  .177834E+01.138926E+01           D018200403067 
  400.0       28.0       275.00  .179381E+01.139529E+01           D018200403068 
  400.0       28.0       277.00  .180942E+01.140135E+01           D018200403069 
  400.0       28.0       279.00  .182516E+01.140743E+01           D018200403070 
  400.0       28.0       287.00  .377904E+01.202519E+01           D018200403071 
  400.0       30.0        21.00  .377455E+01.188727E+01           D018200403072 
  400.0       30.0        23.00  .452946E+02.653771E+01           D018200403073 
  400.0       30.0        25.00  .934200E+02.938907E+01           D018200403074 
  400.0       30.0        27.00  .133053E+03.112051E+02           D018200403075 
  400.0       30.0        29.00  .131166E+03.111253E+02           D018200403076 
  400.0       30.0        31.00  .169855E+03.126602E+02           D018200403077 
  400.0       30.0        33.00  .169855E+03.126602E+02           D018200403078 
  400.0       30.0        35.00  .209487E+03.140599E+02           D018200403079 
  400.0       30.0        37.00  .231191E+03.147703E+02           D018200403080 
  400.0       30.0        39.00  .264218E+03.157901E+02           D018200403081 
  400.0       30.0        41.00  .279317E+03.162349E+02           D018200403082 
  400.0       30.0        43.00  .289697E+03.165339E+02           D018200403083 
  400.0       30.0        45.00  .270824E+03.159862E+02           D018200403084 
  400.0       30.0        47.00  .296302E+03.167213E+02           D018200403085 
  400.0       30.0        49.00  .305738E+03.169855E+02           D018200403086 
  400.0       30.0        51.00  .300077E+03.168275E+02           D018200403087 
  400.0       30.0        53.00  .307626E+03.170378E+02           D018200403088 
  400.0       30.0        55.00  .278373E+03.162075E+02           D018200403089 
  400.0       30.0        57.00  .334991E+03.177795E+02           D018200403090 
  400.0       30.0        59.00  .315175E+03.172456E+02           D018200403091 
  400.0       30.0        61.00  .271767E+03.160140E+02           D018200403092 
  400.0       30.0        63.00  .294415E+03.166679E+02           D018200403093 
  400.0       30.0        65.00  .317062E+03.172971E+02           D018200403094 
  400.0       30.0        67.00  .250064E+03.153613E+02           D018200403095 
  400.0       30.0        69.00  .270824E+03.159862E+02           D018200403096 
  400.0       30.0        71.00  .260444E+03.156769E+02           D018200403097 
  400.0       30.0        73.00  .231191E+03.147703E+02           D018200403098 
  400.0       30.0        75.00  .266106E+03.158464E+02           D018200403099 
  400.0       30.0        77.00  .215149E+03.142486E+02           D018200403100 
  400.0       30.0        79.00  .246289E+03.152449E+02           D018200403101 
  400.0       30.0        81.00  .248176E+03.153032E+02           D018200403102 
  400.0       30.0        83.00  .232135E+03.148004E+02           D018200403103 
  400.0       30.0        85.00  .231191E+03.147703E+02           D018200403104 
  400.0       30.0        87.00  .214206E+03.142173E+02           D018200403105 
  400.0       30.0        89.00  .211375E+03.141231E+02           D018200403106 
  400.0       30.0        91.00  .203826E+03.138686E+02           D018200403107 
  400.0       30.0        93.00  .225529E+03.145883E+02           D018200403108 
  400.0       30.0        95.00  .194389E+03.135437E+02           D018200403109 
  400.0       30.0        97.00  .196276E+03.136093E+02           D018200403110 
  400.0       30.0        99.00  .164193E+03.124474E+02           D018200403111 
  400.0       30.0       101.00  .179291E+03.130071E+02           D018200403112 
  400.0       30.0       103.00  .192502E+03.134778E+02           D018200403113 
  400.0       30.0       105.00  .188727E+03.133450E+02           D018200403114 
  400.0       30.0       107.00  .195333E+03.135766E+02           D018200403115 
  400.0       30.0       109.00  .206656E+03.139645E+02           D018200403116 
  400.0       30.0       111.00  .184009E+03.131772E+02           D018200403117 
  400.0       30.0       113.00  .200995E+03.137719E+02           D018200403118 
  400.0       30.0       115.00  .159475E+03.122673E+02           D018200403119 
  400.0       30.0       117.00  .168911E+03.126250E+02           D018200403120 
  400.0       30.0       119.00  .157587E+03.121945E+02           D018200403121 
  400.0       30.0       121.00  .152869E+03.120105E+02           D018200403122 
  400.0       30.0       123.00  .168911E+03.126250E+02           D018200403123 
  400.0       30.0       125.00  .158531E+03.122309E+02           D018200403124 
  400.0       30.0       127.00  .136827E+03.113629E+02           D018200403125 
  400.0       30.0       129.00  .166080E+03.125188E+02           D018200403126 
  400.0       30.0       131.00  .138715E+03.114410E+02           D018200403127 
  400.0       30.0       133.00  .157587E+03.121945E+02           D018200403128 
  400.0       30.0       135.00  .132109E+03.111653E+02           D018200403129 
  400.0       30.0       137.00  .139658E+03.114798E+02           D018200403130 
  400.0       30.0       139.00  .149095E+03.118613E+02           D018200403131 
  400.0       30.0       141.00  .120786E+03.106760E+02           D018200403132 
  400.0       30.0       143.00  .119842E+03.106342E+02           D018200403133 
  400.0       30.0       145.00  .111349E+03.102505E+02           D018200403134 
  400.0       30.0       147.00  .135884E+03.113236E+02           D018200403135 
  400.0       30.0       149.00  .124560E+03.108416E+02           D018200403136 
  400.0       30.0       151.00  .133053E+03.112051E+02           D018200403137 
  400.0       30.0       153.00  .112293E+03.102939E+02           D018200403138 
  400.0       30.0       155.00  .117955E+03.105502E+02           D018200403139 
  400.0       30.0       157.00  .108518E+03.101194E+02           D018200403140 
  400.0       30.0       159.00  .111349E+03.102505E+02           D018200403141 
  400.0       30.0       161.00  .943637E+02.943637E+01           D018200403142 
  400.0       30.0       163.00  .934200E+02.938907E+01           D018200403143 
  400.0       30.0       165.00  .108518E+03.101194E+02           D018200403144 
  400.0       30.0       167.00  .792655E+02.864857E+01           D018200403145 
  400.0       30.0       169.00  .981382E+02.962325E+01           D018200403146 
  400.0       30.0       171.00  .839837E+02.890225E+01           D018200403147 
  400.0       30.0       173.00  .877582E+02.910010E+01           D018200403148 
  400.0       30.0       175.00  .877582E+02.910010E+01           D018200403149 
  400.0       30.0       177.00  .698291E+02.811747E+01           D018200403150 
  400.0       30.0       179.00  .820964E+02.880166E+01           D018200403151 
  400.0       30.0       181.00  .669982E+02.795123E+01           D018200403152 
  400.0       30.0       183.00  .707728E+02.817213E+01           D018200403153 
  400.0       30.0       185.00  .764346E+02.849273E+01           D018200403154 
  400.0       30.0       187.00  .688855E+02.806244E+01           D018200403155 
  400.0       30.0       189.00  .641673E+02.778143E+01           D018200403156 
  400.0       30.0       191.00  .698291E+02.811747E+01           D018200403157 
  400.0       30.0       193.00  .443509E+02.646925E+01           D018200403158 
  400.0       30.0       195.00  .462382E+02.660546E+01           D018200403159 
  400.0       30.0       197.00  .396327E+02.611547E+01           D018200403160 
  400.0       30.0       199.00  .330273E+02.558263E+01           D018200403161 
  400.0       30.0       201.00  .471818E+02.667252E+01           D018200403162 
  400.0       30.0       203.00  .330273E+02.558263E+01           D018200403163 
  400.0       30.0       205.00  .349146E+02.573992E+01           D018200403164 
  400.0       30.0       207.00  .311400E+02.542078E+01           D018200403165 
  400.0       30.0       209.00  .273655E+02.508164E+01           D018200403166 
  400.0       30.0       211.00  .349146E+02.573992E+01           D018200403167 
  400.0       30.0       213.00  .301964E+02.533802E+01           D018200403168 
  400.0       30.0       215.00  .217036E+02.452552E+01           D018200403169 
  400.0       30.0       217.00  .349146E+02.573992E+01           D018200403170 
  400.0       30.0       219.00  .160418E+02.389071E+01           D018200403171 
  400.0       30.0       221.00  .245346E+02.481162E+01           D018200403172 
  400.0       30.0       223.00  .188727E+02.422007E+01           D018200403173 
  400.0       30.0       225.00  .141546E+02.365469E+01           D018200403174 
  400.0       30.0       227.00  .141546E+02.365469E+01           D018200403175 
  400.0       30.0       229.00  .122673E+02.340233E+01           D018200403176 
  400.0       30.0       231.00  .141546E+02.365469E+01           D018200403177 
  400.0       30.0       233.00  .103800E+02.312969E+01           D018200403178 
  400.0       30.0       235.00  .122673E+02.340233E+01           D018200403179 
  400.0       30.0       237.00  .103800E+02.312969E+01           D018200403180 
  400.0       30.0       239.00  .943637E+01.298404E+01           D018200403181 
  400.0       30.0       241.00  .122673E+02.340233E+01           D018200403182 
  400.0       30.0       243.00  .943637E+01.298404E+01           D018200403183 
  400.0       30.0       245.00  .471818E+01.211004E+01           D018200403184 
  400.0       30.0       247.00  .471818E+01.211004E+01           D018200403185 
  400.0       30.0       249.00  .471818E+01.211004E+01           D018200403186 
  400.0       30.0       251.00  .283091E+01.163443E+01           D018200403187 
  400.0       30.0       253.00  .377455E+01.188727E+01           D018200403188 
  400.0       30.0       255.00  .754909E+01.266901E+01           D018200403189 
  400.0       30.0       257.00  .283091E+01.163443E+01           D018200403190 
  400.0       30.0       259.00  .377455E+01.188727E+01           D018200403191 
  400.0       30.0       261.00  .377455E+01.188727E+01           D018200403192 
  400.0       30.0       265.00  .377455E+01.188727E+01           D018200403193 
  400.0       30.0       269.00  .943637E+00.943637E+00           D018200403194 
  400.0       30.0       271.00  .283091E+01.163443E+01           D018200403195 
  400.0       30.0       273.00  .943637E+00.943637E+00           D018200403196 
  400.0       30.0       275.00  .188727E+01.133450E+01           D018200403197 
  400.0       30.0       277.00  .188727E+01.133450E+01           D018200403198 
  400.0       30.0       279.00  .943637E+00.943637E+00           D018200403199 
  400.0       30.0       281.00  .943637E+00.943637E+00           D018200403200 
  400.0       30.0       283.00  .943637E+00.943637E+00           D018200403201 
  400.0       30.0       289.00  .188727E+01.133450E+01           D018200403202 
  400.0       30.0       299.00  .943637E+00.943637E+00           D018200403203 
  400.0       30.0       309.00  .943637E+00.943637E+00           D018200403204 
  400.0       30.0       315.00  .943637E+00.943637E+00           D018200403205 
  400.0       35.0        21.00  .523511E+00.523511E+00           D018200403206 
  400.0       35.0        23.00  .293166E+02.391760E+01           D018200403207 
  400.0       35.0        25.00  .800972E+02.647547E+01           D018200403208 
  400.0       35.0        27.00  .105749E+03.744049E+01           D018200403209 
  400.0       35.0        29.00  .132448E+03.832695E+01           D018200403210 
  400.0       35.0        31.00  .146060E+03.874436E+01           D018200403211 
  400.0       35.0        33.00  .175376E+03.958182E+01           D018200403212 
  400.0       35.0        35.00  .191081E+03.100017E+02           D018200403213 
  400.0       35.0        37.00  .205740E+03.103782E+02           D018200403214 
  400.0       35.0        39.00  .218304E+03.106904E+02           D018200403215 
  400.0       35.0        41.00  .257567E+03.116120E+02           D018200403216 
  400.0       35.0        43.00  .253379E+03.115172E+02           D018200403217 
  400.0       35.0        45.00  .295784E+03.124437E+02           D018200403218 
  400.0       35.0        47.00  .258614E+03.116356E+02           D018200403219 
  400.0       35.0        49.00  .261232E+03.116943E+02           D018200403220 
  400.0       35.0        51.00  .259138E+03.116474E+02           D018200403221 
  400.0       35.0        53.00  .264897E+03.117761E+02           D018200403222 
  400.0       35.0        55.00  .263849E+03.117528E+02           D018200403223 
  400.0       35.0        57.00  .255997E+03.115766E+02           D018200403224 
  400.0       35.0        59.00  .254426E+03.115410E+02           D018200403225 
  400.0       35.0        61.00  .246574E+03.113615E+02           D018200403226 
