ENTRY            D1000   20230813                             D139D100000000001 
SUBENT        D1000001   20230813                             D139D100000100001 
BIB                 10         16                                 D100000100002 
TITLE      Measurement of neutron production from an 18O target   D100000100003 
AUTHOR     (P.Z.Ngcobo, R.A.Bark, A.Buffler, P.Papka, D.R.Geduld, D100000100004 
            P.Jones, L.Makhathini, P.Maleka, N.Mantengu,          D100000100005 
            S.S.Ntshangase, F.D.Smit)                             D100000100006 
INSTITUTE  (3SAFITH,3SAFSCT,3SAFSTL)                              D100000100007 
           (3SAFSAF) University of Zululand, Kwadlangezwa         D100000100008 
REFERENCE  (J,NIM/B,513,21,2022)                                  D100000100009 
           #doi:10.1016/j.nimb.2021.12.007                        D100000100010 
FACILITY   (CYCLO,3SAFITH)                                        D100000100011 
DETECTOR   (SCIN) BC501A liquid scintillation detector (5.08 cm   D100000100012 
            diam., 10.16 cm long) for neutron yields measurement. D100000100013 
           NE102A detector as a neutron fluence monitor.          D100000100014 
METHOD     (TOF,PSD)                                              D100000100015 
ADD-RES    (N-SPC) Double differential neutron thick target yieldsD100000100016 
STATUS     Original data were lost (R.A.Bark, 2022-02-15)         D100000100017 
HISTORY    (20230813C) VS                                         D100000100018 
ENDBIB              16          0                                 D100000100019 
NOCOMMON             0          0                                 D100000100020 
ENDSUBENT           19          0                                 D100000199999 
SUBENT        D1000002   20230813                             D139D100000200001 
BIB                  4          9                                 D100000200002 
REACTION   (8-O-18(P,X)0-NN-1,,PY/DA/DE,,TT/CH/MSC)               D100000200003 
            Thin target neutron yields                            D100000200004 
SAMPLE     (8-O-18,ENR=0.97)                                      D100000200005 
            Thin (2 mm thick) H2O target (1.11 g/mL at 20 deg-C)  D100000200006 
ERR-ANALYS Typical uncertainties of 10% due mainly to             D100000200007 
            uncertainties in                                      D100000200008 
           (ERR-1) efficiency       (5%)                          D100000200009 
           (ERR-2) target thickness (7%)                          D100000200010 
STATUS     (CURVE,,P.Z.Ngcobo+,J,NIM/B,513,21,2022) Fig.2         D100000200011 
ENDBIB               9          0                                 D100000200012 
COMMON               3          3                                 D100000200013 
ERR-1      ERR-2      ERR-DIG                                     D100000200014 
PER-CENT   PER-CENT   P/MEVMUCSR                                  D100000200015 
 5.         7.         0.15                                       D100000200016 
ENDCOMMON            3          0                                 D100000200017 
DATA                 5        302                                 D100000200018 
ANG        EN         E-MIN      E-MAX      DATA                  D100000200019 
  0.        66.        38.        39.              8.28           D100000400148 
  0.        66.        39.        41.              8.09           D100000400149 
  0.        66.        40.        41.              7.69           D100000400150 
  0.        66.        41.        42.              7.89           D100000400151 
  0.        66.        42.        43.              7.69           D100000400152 
  0.        66.        43.        44.              7.89           D100000400153 
  0.        66.        44.        45.              7.89           D100000400154 
  0.        66.        45.        46.               8.1           D100000400155 
  0.        66.        46.        47.               7.7           D100000400156 
  0.        66.        47.        48.               7.7           D100000400157 
  0.        66.        48.        49.               7.3           D100000400158 
  0.        66.        49.        50.               6.7           D100000400159 
  0.        66.        50.        51.               6.7           D100000400160 
  0.        66.        51.        52.              6.31           D100000400161 
  0.        66.        52.        53.              6.12           D100000400162 
  0.        66.        53.        54.              6.12           D100000400163 
  0.        66.        54.        55.              5.32           D100000400164 
  0.        66.        55.        56.              4.53           D100000400165 
  0.        66.        56.        57.              3.93           D100000400166 
  0.        66.        57.        58.              3.54           D100000400167 
  0.        66.        58.        59.              2.94           D100000400168 
  0.        66.        59.        60.              4.34           D100000400169 
  0.        66.        60.        61.              6.34           D100000400170 
  0.        66.        61.        62.              6.14           D100000400171 
  0.        66.        62.        63.             23.11           D100000400172 
  0.        66.        63.        64.              78.2           D100000400173 
  0.        66.        64.        65.            103.15           D100000400174 
  0.        66.        65.        66.             50.66           D100000400175 
  0.        66.        66.        67.              6.15           D100000400176 
  0.        66.        67.       68.0              0.97           D100000400177 
 16.        30.         9.        10.               8.6           D100000400178 
 16.        30.        10.        11.               7.4           D100000400179 
 16.        30.        11.        12.                7.           D100000400180 
 16.        30.        12.        13.               6.6           D100000400181 
 16.        30.        13.        14.               7.6           D100000400182 
 16.        30.        14.        15.               6.8           D100000400183 
 16.        30.        15.        16.               6.2           D100000400184 
 16.        30.        16.        17.               5.6           D100000400185 
 16.        30.        17.        18.               5.2           D100000400186 
 16.        30.        18.        19.               4.6           D100000400187 
 16.        30.        19.        20.               4.2           D100000400188 
 16.        30.        20.        21.               4.2           D100000400189 
 16.        30.        21.        22.               3.8           D100000400190 
 16.        30.        22.        23.                3.           D100000400191 
 16.        30.        23.        24.               2.6           D100000400192 
 16.        30.        24.        25.              17.6           D100000400193 
 16.        30.        25.        26.              24.4           D100000400194 
 16.        30.        26.        27.              25.4           D100000400195 
 16.        30.        27.        28.                9.           D100000400196 
 16.        42.         9.        10.               6.8           D100000400197 
 16.        42.        10.        11.               5.8           D100000400198 
 16.        42.        11.        12.               6.4           D100000400199 
 16.        42.        12.        13.               5.6           D100000400200 
 16.        42.        13.        14.               6.4           D100000400201 
 16.        42.        14.        15.               6.4           D100000400202 
 16.        42.        15.        16.               6.8           D100000400203 
 16.        42.        16.        17.               6.8           D100000400204 
 16.        42.        17.        18.               6.2           D100000400205 
 16.        42.        18.        19.               6.2           D100000400206 
 16.        42.        19.        20.               6.8           D100000400207 
 16.        42.        20.        21.               6.8           D100000400208 
 16.        42.        21.        22.                7.           D100000400209 
 16.        42.        22.        23.               7.4           D100000400210 
 16.        42.        23.        24.               6.8           D100000400211 
 16.        42.        24.        25.               6.8           D100000400212 
 16.        42.        25.        26.               7.4           D100000400213 
 16.        42.        26.        27.                7.           D100000400214 
 16.        42.        27.        28.               7.4           D100000400215 
 16.        42.        28.        29.               6.8           D100000400216 
 16.        42.        29.        30.                6.           D100000400217 
 16.        42.        30.        31.               5.4           D100000400218 
 16.        42.        31.        32.                5.           D100000400219 
 16.        42.        32.        33.               4.4           D100000400220 
 16.        42.        33.        34.                4.           D100000400221 
 16.        42.        34.        35.               4.6           D100000400222 
 16.        42.        35.        36.               3.2           D100000400223 
 16.        42.        36.        37.               1.6           D100000400224 
 16.        42.        37.        38.               9.8           D100000400225 
 16.        42.        38.        39.               30.           D100000400226 
 16.        42.        39.        40.              28.4           D100000400227 
 16.        42.        40.        41.               6.2           D100000400228 
 16.        54.         9.        10.                6.           D100000400229 
 16.        54.        10.        11.               5.2           D100000400230 
 16.        54.        11.        12.               5.2           D100000400231 
 16.        54.        12.        13.               5.2           D100000400232 
 16.        54.        13.        14.                6.           D100000400233 
 16.        54.        14.        15.               5.8           D100000400234 
 16.        54.        15.        16.               5.4           D100000400235 
 16.        54.        16.        17.               5.4           D100000400236 
 16.        54.        17.        18.               5.4           D100000400237 
 16.        54.        18.        19.               5.4           D100000400238 
 16.        54.        19.        20.               5.4           D100000400239 
 16.        54.        20.        21.               5.8           D100000400240 
 16.        54.        21.        22.               5.8           D100000400241 
 16.        54.        22.        23.                6.           D100000400242 
 16.        54.        23.        24.               5.8           D100000400243 
 16.        54.        24.        25.               5.8           D100000400244 
 16.        54.        25.        26.                6.           D100000400245 
 16.        54.        26.        27.                6.           D100000400246 
 16.        54.        27.        28.               7.2           D100000400247 
 16.        54.        28.        29.               7.6           D100000400248 
 16.        54.        29.        30.               7.6           D100000400249 
 16.        54.        30.        31.               7.6           D100000400250 
 16.        54.        31.        32.               7.6           D100000400251 
 16.        54.        32.        33.               7.6           D100000400252 
 16.        54.        33.        34.               7.6           D100000400253 
 16.        54.        34.        35.               7.6           D100000400254 
 16.        54.        35.        36.               7.6           D100000400255 
 16.        54.        36.        37.               7.6           D100000400256 
 16.        54.        37.        38.               7.6           D100000400257 
 16.        54.        38.        39.               7.6           D100000400258 
 16.        54.        39.        40.               7.6           D100000400259 
 16.        54.        40.        41.               6.4           D100000400260 
 16.        54.        41.        42.               5.6           D100000400261 
 16.        54.        42.        43.               5.2           D100000400262 
 16.        54.        43.        44.               4.6           D100000400263 
 16.        54.        44.        45.               4.2           D100000400264 
 16.        54.        45.        46.               4.8           D100000400265 
 16.        54.        46.        47.               3.8           D100000400266 
 16.        54.        47.        48.                2.           D100000400267 
 16.        54.        48.        49.               4.2           D100000400268 
 16.        54.        49.        50.               23.           D100000400269 
 16.        54.        50.        51.              27.4           D100000400270 
 16.        54.        51.        52.              10.6           D100000400271 
 16.        54.        52.        53.               0.4           D100000400272 
 16.        66.         9.        10.               4.6           D100000400273 
 16.        66.        10.        11.               4.2           D100000400274 
 16.        66.        11.        12.               3.8           D100000400275 
 16.        66.        12.        13.               4.4           D100000400276 
 16.        66.        13.        14.               4.8           D100000400277 
 16.        66.        14.        15.               4.8           D100000400278 
 16.        66.        15.        16.               4.2           D100000400279 
 16.        66.        16.        17.               4.8           D100000400280 
 16.        66.        17.        18.               4.8           D100000400281 
 16.        66.        18.        19.               4.8           D100000400282 
 16.        66.        19.        20.               4.8           D100000400283 
 16.        66.        20.        21.               5.4           D100000400284 
 16.        66.        21.        22.               5.4           D100000400285 
 16.        66.        22.        23.               5.6           D100000400286 
 16.        66.        23.        24.               5.6           D100000400287 
 16.        66.        24.        25.               5.6           D100000400288 
 16.        66.        25.        26.               6.2           D100000400289 
 16.        66.        26.        27.               6.2           D100000400290 
 16.        66.        27.        28.               6.6           D100000400291 
 16.        66.        28.        29.               6.6           D100000400292 
 16.        66.        29.        30.               6.6           D100000400293 
 16.        66.        30.        31.               6.6           D100000400294 
 16.        66.        31.        31.               6.8           D100000400295 
 16.        66.        31.        33.               7.2           D100000400296 
 16.        66.        33.        33.               7.2           D100000400297 
 16.        66.        33.        34.                7.           D100000400298 
 16.        66.        34.        35.                7.           D100000400299 
 16.        66.        35.        36.                7.           D100000400300 
 16.        66.        36.        37.                7.           D100000400301 
 16.        66.        37.        38.               6.6           D100000400302 
 16.        66.        38.        39.                7.           D100000400303 
 16.        66.        39.        40.                7.           D100000400304 
 16.        66.        40.        41.               7.2           D100000400305 
 16.        66.        41.        42.               7.4           D100000400306 
 16.        66.        42.        43.               7.4           D100000400307 
 16.        66.        43.        44.               7.2           D100000400308 
 16.        66.        44.        45.               7.4           D100000400309 
 16.        66.        45.        46.               7.6           D100000400310 
 16.        66.        46.        47.               7.6           D100000400311 
 16.        66.        47.        48.               7.8           D100000400312 
 16.        66.        48.        49.               7.6           D100000400313 
 16.        66.        49.        50.               7.4           D100000400314 
 16.        66.        50.        51.               7.6           D100000400315 
 16.        66.        51.        52.               7.4           D100000400316 
 16.        66.        52.        53.               7.2           D100000400317 
 16.        66.        53.        54.               6.6           D100000400318 
 16.        66.        54.        55.               5.6           D100000400319 
 16.        66.        55.        56.               5.4           D100000400320 
 16.        66.        56.        57.                5.           D100000400321 
 16.        66.        57.        58.                5.           D100000400322 
 16.        66.        58.        59.               5.2           D100000400323 
 16.        66.        59.        60.               4.4           D100000400324 
 16.        66.        60.        61.               2.6           D100000400325 
 16.        66.        61.        61.               2.6           D100000400326 
 16.        66.        62.        62.               3.4           D100000400327 
 16.        66.        62.        63.               17.           D100000400328 
 16.        66.        63.        64.              25.4           D100000400329 
 16.        66.        64.        65.              13.6           D100000400330 
 16.        66.        65.        66.               2.6           D100000400331 
ENDDATA            314          0                                 D100000400332 
ENDSUBENT          331          0                                 D100000499999 
SUBENT        D1000005   20230815                             D139D100000500001 
BIB                  4          5                                 D100000500002 
REACTION   (3-LI-7(P,N)4-BE-7,PAR,DA)                             D100000500003 
ANALYSIS   (INTED) Integration of the spectra over the peak area  D100000500004 
ERR-ANALYS (DATA-ERR) No information on source of uncertainties   D100000500005 
STATUS     (CURVE,,P.Z.Ngcobo+,J,NIM/B,513,21,2022) Figs.4+5      D100000500006 
           (DEP,D1000004) thin target double differential yield   D100000500007 
ENDBIB               5          0                                 D100000500008 
COMMON               3          3                                 D100000500009 
E-LVL      E-LVL      ERR-DIG                                     D100000500010 
MEV        MEV        MB/SR                                       D100000500011 
 0.         0.429      0.5                                        D100000500012 
ENDCOMMON            3          0                                 D100000500013 
DATA                 4          8                                 D100000500014 
ANG        EN         DATA       DATA-ERR                         D100000500015 
ADEG       MEV        MB/SR      MB/SR                            D100000500016 
  0.        30.        25.8       3.83                            D100000500017 
  0.        42.        30.87      4.62                            D100000500018 
  0.        54.        32.9       4.72                            D100000500019 
  0.        66.        35.21      5.11                            D100000500020 
 16.        30.        10.68      1.69                            D100000500021 
 16.        42.        10.8       1.72                            D100000500022 
 16.        54.        11.68      1.85                            D100000500023 
 16.        66.        11.68      1.85                            D100000500024 
ENDDATA             10          0                                 D100000500025 
ENDSUBENT           24          0                                 D100000599999 
ENDENTRY             5          0                                 D100099999999 
