ENTRY            D0275   20120502                             D083D027500000001 
SUBENT        D0275001   20120502                             D083D027500100001 
BIB                  9         18                                 D027500100002 
TITLE      Nuclear structure of 159Gd                             D027500100003 
AUTHOR     (C.Granja, S.Pospisil, A.Aprahamian, H.Borner,         D027500100004 
            H.Lehmann, T.von Egidy, H.-F.Wirth, G.Graw,           D027500100005 
            R.Hertenberger, Y.Eisermann, D.Nosek,                 D027500100006 
            L.Rubacek, S.A.Telezhnikov)                           D027500100007 
INSTITUTE  (2GERMUN,1USANOT,2FR ILL,2GERGAR,3CZRCHU,3CZRCTI)      D027500100008 
REFERENCE  (J,PR/C,70,034316,2004)                                D027500100009 
           (T,GRANJA,2001) Tables from thesis (partly)            D027500100010 
REL-REF    (O,22768002,C.Granja+,J,PR/C,70,034316,2004)           D027500100011 
            158Gd(n,g)159Gd spectra from the same work given      D027500100012 
METHOD     Faraday cup                                            D027500100013 
ERR-ANALYS (E-LVL-ERR) A systematic error                         D027500100014 
           (ERR-S) Statistical uncertainties                      D027500100015 
STATUS     (TABLE) Tables were received from Dr. C.Granja         D027500100016 
           (APRVD) Entry approved by Dr. C.Granja                 D027500100017 
HISTORY    (20060614C) SD                                         D027500100018 
           (20080124U) SD. Entry number for ADD-RES was added.    D027500100019 
           (20120502U) On. REL-REF added and ADD-RES removed      D027500100020 
ENDBIB              18          0                                 D027500100021 
NOCOMMON             0          0                                 D027500100022 
ENDSUBENT           21          0                                 D027500199999 
SUBENT        D0275002   20120502                             D083D027500200001 
BIB                  5         15                                 D027500200002 
REACTION   (64-GD-158(D,P)64-GD-159,PAR,DA)                       D027500200003 
FACILITY   (VDGT,2GERMUN)                                         D027500200004 
SAMPLE     (64-GD-158,ENR=0.970)                                  D027500200005 
           The target consisted of a 130 ug/cm2 thick layer of    D027500200006 
            Gd2O3 (enriched in 158Gd to 97.0%) evaporated on a    D027500200007 
            5.6 ug/cm2 thick carbon foil.                         D027500200008 
DETECTOR   (TELES,PROPC,SCIN) The reaction products were analysed D027500200009 
            with the Q3D magnetic spectrograph and detected in    D027500200010 
            its 1.8 m long focal plane.                           D027500200011 
           A long position sensitive detector consisting of two   D027500200012 
            single wire proportional chambers, a multiwire        D027500200013 
            proportional chamber and a plastic scintillator with  D027500200014 
            dE/Erest particle identification for background       D027500200015 
            suppression.                                          D027500200016 
HISTORY    (20120502U) On. SAMPLE: Irrelevant information removed D027500200017 
ENDBIB              15          0                                 D027500200018 
COMMON               1          3                                 D027500200019 
EN                                                                D027500200020 
MEV                                                               D027500200021 
 18.0                                                             D027500200022 
ENDCOMMON            3          0                                 D027500200023 
DATA                 5        819                                 D027500200024 
E-LVL      E-LVL-ERR  ANG        DATA       ERR-S                 D027500200025 
   1170.9   35.0         17.8      1.2         0.                 D027500300166 
   1178.5   12.0         27.1      2.1         3.                 D027500300167 
   1178.5   16.0         31.9      2.0         3.                 D027500300168 
   1178.5   20.0         35.4      1.7         3.                 D027500300169 
   1178.5   25.0         22.0      1.1         3.                 D027500300170 
   1178.5   30.0         16.2      1.1         3.                 D027500300171 
   1178.5   35.0         15.6      1.0         3.                 D027500300172 
   1190.0   12.0         30.7      1.8         2.                 D027500300173 
   1190.0   16.0         39.9      1.8         2.                 D027500300174 
   1190.0   20.0         31.3      1.5         2.                 D027500300175 
   1190.0   25.0         11.9      0.7         2.                 D027500300176 
   1190.0   30.0         17.5      0.8         2.                 D027500300177 
   1190.0   35.0         12.6      0.7         2.                 D027500300178 
   1202.1   12.0         38.3      1.9         4.                 D027500300179 
   1202.1   16.0         69.9      2.3         4.                 D027500300180 
   1202.1   20.0        103.2      2.4         4.                 D027500300181 
   1202.1   25.0         95.4      1.7         4.                 D027500300182 
   1202.1   30.0         57.0      1.4         4.                 D027500300183 
   1202.1   35.0         48.8      1.3         4.                 D027500300184 
   1216.3   12.0          4.8      0.9         1.                 D027500300185 
   1216.3   16.0          1.7      0.7         1.                 D027500300186 
   1216.3   20.0          3.0      1.1         1.                 D027500300187 
   1216.3   25.0          3.2      0.5         1.                 D027500300188 
   1216.3   30.0          1.9      0.5         1.                 D027500300189 
   1216.3   35.0          2.5      0.4         1.                 D027500300190 
   1228.9   12.0          6.4      1.0         3.                 D027500300191 
   1228.9   16.0         12.3      1.1         3.                 D027500300192 
   1228.9   20.0         17.5      1.1         3.                 D027500300193 
   1228.9   25.0         14.2      0.8         3.                 D027500300194 
   1228.9   30.0          6.6      0.6         3.                 D027500300195 
   1228.9   35.0          5.6      0.6         3.                 D027500300196 
   1239.1   12.0        129.2      3.4         2.                 D027500300197 
   1239.1   16.0        164.8      3.4         2.                 D027500300198 
   1239.1   20.0        118.8      2.5         2.                 D027500300199 
   1239.1   25.0         61.4      1.5         2.                 D027500300200 
   1239.1   30.0         89.9      1.7         2.                 D027500300201 
   1239.1   35.0         60.2      1.5         2.                 D027500300202 
   1252.6   12.0         25.3      1.7         3.                 D027500300203 
   1252.6   16.0         33.0      1.7         3.                 D027500300204 
   1252.6   20.0         43.2      1.6         3.                 D027500300205 
   1252.6   25.0         23.9      1.0         3.                 D027500300206 
   1252.6   30.0         10.4      0.8         3.                 D027500300207 
   1252.6   35.0         15.6      0.8         3.                 D027500300208 
   1283.8   12.0        178.4      2.9         1.                 D027500300209 
   1283.8   16.0         86.4      2.0         1.                 D027500300210 
   1283.8   20.0        122.7      2.3         1.                 D027500300211 
   1283.8   25.0         95.8      2.1         1.                 D027500300212 
   1283.8   30.0         57.7      1.3         1.                 D027500300213 
   1283.8   35.0         65.8      1.4         1.                 D027500300214 
   1296.4   12.0         15.0      1.4         1.                 D027500300215 
   1296.4   16.0          5.9      1.0         1.                 D027500300216 
   1296.4   20.0         12.0      1.1         1.                 D027500300217 
   1296.4   25.0          9.8      1.1         1.                 D027500300218 
   1296.4   30.0          6.7      0.8         1.                 D027500300219 
   1296.4   35.0          6.7      0.7         1.                 D027500300220 
   1302.9   12.0         46.1      1.7         3.                 D027500300221 
   1302.9   16.0         67.4      1.8         3.                 D027500300222 
   1302.9   20.0         66.1      1.8         3.                 D027500300223 
   1302.9   25.0         31.8      1.4         3.                 D027500300224 
   1302.9   30.0         16.0      0.9         3.                 D027500300225 
   1302.9   35.0         32.6      1.0         3.                 D027500300226 
   1315.8   12.0          3.3      0.7         0.                 D027500300227 
   1315.8   16.0          5.7      0.8         0.                 D027500300228 
   1315.8   20.0          6.7      0.7         0.                 D027500300229 
   1315.8   25.0          2.9      0.6         0.                 D027500300230 
   1315.8   30.0          3.8      0.4         0.                 D027500300231 
   1315.8   35.0          2.8      0.4         0.                 D027500300232 
   1325.1   12.0          3.6      0.6         3.                 D027500300233 
   1325.1   16.0          4.4      0.6         3.                 D027500300234 
   1325.1   20.0          5.1      0.6         3.                 D027500300235 
   1325.1   25.0          2.7      0.5         3.                 D027500300236 
   1325.1   30.0          2.7      0.4         3.                 D027500300237 
   1325.1   35.0          2.6      0.4         3.                 D027500300238 
   1343.04  12.0        161.4      2.9         3.                 D027500300239 
   1343.04  16.0        233.6      3.3         3.                 D027500300240 
   1343.04  20.0        209.2      2.9         3.                 D027500300241 
   1343.04  25.0        104.4      2.4         3.                 D027500300242 
   1343.04  30.0         99.9      1.8         3.                 D027500300243 
   1343.04  35.0         96.3      1.6         3.                 D027500300244 
   1356.3   12.0          8.2      1.0         3.                 D027500300245 
   1356.3   16.0          8.4      1.0         3.                 D027500300246 
   1356.3   20.0          7.8      0.9         3.                 D027500300247 
   1356.3   25.0          3.7      0.6         3.                 D027500300248 
   1356.3   30.0          5.0      0.6         3.                 D027500300249 
   1356.3   35.0          3.8      0.5         3.                 D027500300250 
   1365.9   12.0          3.2      0.7         5.                 D027500300251 
   1365.9   16.0          6.5      1.0         5.                 D027500300252 
   1365.9   20.0          9.0      0.7         5.                 D027500300253 
   1365.9   25.0         14.4      1.0         5.                 D027500300254 
   1365.9   30.0         15.0      0.8         5.                 D027500300255 
   1365.9   35.0          8.3      0.7         5.                 D027500300256 
   1372.6   12.0          1.7      0.8         5.                 D027500300257 
   1372.6   16.0          1.7      0.8         5.                 D027500300258 
   1372.6   20.0          4.5      0.7         5.                 D027500300259 
   1372.6   25.0          5.1      0.8         5.                 D027500300260 
   1372.6   30.0          6.0      0.7         5.                 D027500300261 
   1372.6   35.0          2.9      0.6         5.                 D027500300262 
   1379.2   12.0          2.4      0.6         0.                 D027500300263 
   1379.2   16.0          3.4      0.6         0.                 D027500300264 
   1379.2   20.0          3.6      0.6         0.                 D027500300265 
   1379.2   25.0          3.4      0.6         0.                 D027500300266 
   1379.2   30.0          5.0      0.6         0.                 D027500300267 
   1379.2   35.0          2.8      0.4         0.                 D027500300268 
   1392.3   12.0          3.8      0.5         0.                 D027500300269 
   1392.3   16.0         12.3      0.8         0.                 D027500300270 
   1392.3   20.0         16.7      0.9         0.                 D027500300271 
   1392.3   25.0         14.5      0.9         0.                 D027500300272 
   1392.3   30.0         17.7      0.9         0.                 D027500300273 
   1392.3   35.0         16.5      0.8         0.                 D027500300274 
   1406.1   12.0          1.6      0.5         3.                 D027500300275 
   1406.1   16.0          1.7      0.5         3.                 D027500300276 
   1406.1   20.0          2.9      0.5         3.                 D027500300277 
   1406.1   25.0          1.2      0.5         3.                 D027500300278 
   1406.1   30.0          2.3      0.5         3.                 D027500300279 
   1406.1   35.0          0.7      0.3         3.                 D027500300280 
   1415.7   12.0         40.7      4.3         2.                 D027500300281 
   1415.7   16.0         59.1      3.2         2.                 D027500300282 
   1415.7   20.0         47.7      3.6         2.                 D027500300283 
   1415.7   25.0         19.2      2.1         2.                 D027500300284 
   1415.7   30.0         24.8      2.6         2.                 D027500300285 
   1415.7   35.0         19.6      2.0         2.                 D027500300286 
   1420.2   12.0         13.1      4.2         4.                 D027500300287 
   1420.2   16.0         21.4      3.1         4.                 D027500300288 
   1420.2   20.0         35.4      3.9         4.                 D027500300289 
   1420.2   25.0         31.9      2.2         4.                 D027500300290 
