ENTRY            D1003   20210716                             D135D100300000001 
SUBENT        D1003001   20210716                             D135D100300100001 
BIB                  8         22                                 D100300100002 
TITLE      Isoscalar monopole and dipole transitions in 24Mg,     D100300100003 
            26Mg, and 28Si                                        D100300100004 
AUTHOR     (P.Adsley, V.O.Nesterenko, M.Kimura, L.M.Donaldson,    D100300100005 
            R.Neveling, J.W.Bruemmer, D.G.Jenkins, N.Y.Kheswa,    D100300100006 
            J.Kvasil, K.C.W.Li, D.J.Marin-Lambarri, Z.Mabika,     D100300100007 
            P.Papka, L.Pellegri, V.Pesudo, B.Rebeiro,             D100300100008 
            P.-G.Reinhard, F.D.Smit, W.Yahia-Cherif)              D100300100009 
REFERENCE  (J,PR/C,103,044315,2021)                               D100300100010 
REL-REF    (I,D0903001,P.Adsley+,J,PR/C,96,055802,2017)           D100300100011 
            Experimental details                                  D100300100012 
INSTITUTE  (3SAFWIT,3SAFSTL,3SAFITH,2FR PAR,4ZZZDUB,4RUSMFT,      D100300100013 
            2JPNHOK,2UK YRK,3CZRCHU,3SAFUWC,3MEXUMX,2SPNPCM,      D100300100014 
            2GERUEN,3ALGUHB)                                      D100300100015 
           (4RUSRUS) State University "Dubna", Dubna              D100300100016 
FACILITY   (CYCLO,3SAFITH)                                        D100300100017 
DETECTOR   (MAGSP) K600 Q2D magnetic spectrometer                 D100300100018 
           (SCIN) Plastic scintillator at the focal plane to      D100300100019 
            trigger data acquisition and to measure the energy    D100300100020 
            deposited by the particle hitting the focal plane     D100300100021 
           (DRFTC) To measure particle positions and trajectories D100300100022 
            at the focal plane                                    D100300100023 
HISTORY    (20210716C) On                                         D100300100024 
ENDBIB              22          0                                 D100300100025 
COMMON               1          3                                 D100300100026 
EN                                                                D100300100027 
MEV                                                               D100300100028 
 200.                                                             D100300100029 
ENDCOMMON            3          0                                 D100300100030 
ENDSUBENT           29          0                                 D100300199999 
SUBENT        D1003002   20210716                             D135D100300200001 
BIB                  4          6                                 D100300200002 
REACTION   (12-MG-24(A,INL)12-MG-24,ICL,DA/DE,A/RSD)              D100300200003 
ERR-ANALYS (ERR-S) Statistical uncertainty                        D100300200004 
           (ERR-1) Target thickness (10%)                         D100300200005 
STATUS     (TABLE) Data (not shown in the article) received from  D100300200006 
                   Philip Adsley.                                 D100300200007 
HISTORY    (20210715R) On. Data received from Philip Adsley       D100300200008 
ENDBIB               6          0                                 D100300200009 
COMMON               1          3                                 D100300200010 
ERR-1                                                             D100300200011 
PER-CENT                                                          D100300200012 
 10.                                                              D100300200013 
ENDCOMMON            3          0                                 D100300200014 
DATA                 5       4300                                 D100300200015 
ANG-MIN    ANG-MAX    E-EXC      DATA       ERR-S                 D100300200016 
 2.         3.          9.135      33.6959   2.23157              D100300200931 
 2.         3.          9.145      35.1738   2.27998              D100300200932 
 2.         3.          9.155      34.8782   2.27038              D100300200933 
 2.         3.          9.165      24.3852   1.89839              D100300200934 
 2.         3.          9.175      18.1781   1.63906              D100300200935 
 2.         3.          9.185      10.0497   1.2187               D100300200936 
 2.         3.          9.195       5.61599  0.911034             D100300200937 
 2.         3.          9.205       4.87704  0.848984             D100300200938 
 2.         3.          9.215       5.02483  0.861751             D100300200939 
 2.         3.          9.225       3.99031  0.767935             D100300200940 
 2.         3.          9.235       3.99031  0.767935             D100300200941 
 2.         3.          9.245       4.58146  0.822855             D100300200942 
 2.         3.          9.255       8.71956  1.13519              D100300200943 
 2.         3.          9.265      12.4143   1.35451              D100300200944 
 2.         3.          9.275      20.5427   1.74241              D100300200945 
 2.         3.          9.285      31.7747   2.16701              D100300200946 
 2.         3.          9.295      39.1641   2.40583              D100300200947 
 2.         3.          9.305      46.5536   2.623                D100300200948 
 2.         3.          9.315      48.4748   2.67658              D100300200949 
 2.         3.          9.325      39.6075   2.41941              D100300200950 
 2.         3.          9.335      29.7056   2.09527              D100300200951 
 2.         3.          9.345      18.4736   1.65233              D100300200952 
 2.         3.          9.355      11.3798   1.29684              D100300200953 
 2.         3.          9.365       6.65051  0.9914               D100300200954 
 2.         3.          9.375       6.05936  0.946312             D100300200955 
 2.         3.          9.385       3.99031  0.767935             D100300200956 
 2.         3.          9.395       2.51242  0.60935              D100300200957 
 2.         3.          9.405       3.10357  0.677255             D100300200958 
 2.         3.          9.415       1.3301   0.443367             D100300200959 
 2.         3.          9.425       4.87704  0.848984             D100300200960 
 2.         3.          9.435       2.95578  0.660933             D100300200961 
 2.         3.          9.445       3.39915  0.708772             D100300200962 
 2.         3.          9.455       2.06905  0.552976             D100300200963 
 2.         3.          9.465       3.39915  0.708772             D100300200964 
 2.         3.          9.475       3.69473  0.738946             D100300200965 
 2.         3.          9.485       3.39915  0.708772             D100300200966 
 2.         3.          9.495       4.28589  0.795869             D100300200967 
 2.         3.          9.505       4.43367  0.809475             D100300200968 
 2.         3.          9.515       9.01514  1.15427              D100300200969 
 2.         3.          9.525      11.5276   1.30524              D100300200970 
 2.         3.          9.535      11.0842   1.27989              D100300200971 
 2.         3.          9.545      13.301    1.40205              D100300200972 
 2.         3.          9.555      11.8231   1.32187              D100300200973 
 2.         3.          9.565       8.27619  1.10595              D100300200974 
 2.         3.          9.575       5.32041  0.886735             D100300200975 
 2.         3.          9.585       4.43367  0.809475             D100300200976 
 2.         3.          9.595       4.1381   0.782027             D100300200977 
 2.         3.          9.605       2.6602   0.627016             D100300200978 
 2.         3.          9.615       2.06905  0.552976             D100300200979 
 2.         3.          9.625       2.06905  0.552976             D100300200980 
 2.         3.          9.635       2.80799  0.644198             D100300200981 
 2.         3.          9.645       3.84252  0.75358              D100300200982 
 2.         3.          9.655       3.10357  0.677255             D100300200983 
 2.         3.          9.665       2.36463  0.591157             D100300200984 
 2.         3.          9.675       2.21684  0.572385             D100300200985 
 2.         3.          9.685       2.95578  0.660933             D100300200986 
 2.         3.          9.695       2.6602   0.627016             D100300200987 
 2.         3.          9.705       3.69473  0.738946             D100300200988 
 2.         3.          9.715       4.1381   0.782027             D100300200989 
 2.         3.          9.725       5.4682   0.898966             D100300200990 
 2.         3.          9.735       4.28589  0.795869             D100300200991 
 2.         3.          9.745       4.43367  0.809475             D100300200992 
 2.         3.          9.755       5.02483  0.861751             D100300200993 
 2.         3.          9.765       4.28589  0.795869             D100300200994 
 2.         3.          9.775       3.69473  0.738946             D100300200995 
 2.         3.          9.785       3.69473  0.738946             D100300200996 
 2.         3.          9.795       4.43367  0.809475             D100300200997 
 2.         3.          9.805       7.38946  1.04503              D100300200998 
 2.         3.          9.815       6.50272  0.980322             D100300200999 
 2.         3.          9.825       6.65051  0.9914               D100300201000 
 2.         3.          9.835       9.45851  1.18231              D100300201001 
 2.         3.          9.845       8.86735  1.14477              D100300201002 
 2.         3.          9.855       6.65051  0.9914               D100300201003 
 2.         3.          9.865       4.43367  0.809475             D100300201004 
 2.         3.          9.875       3.39915  0.708772             D100300201005 
 2.         3.          9.885       4.72925  0.836022             D100300201006 
 2.         3.          9.895       3.69473  0.738946             D100300201007 
 2.         3.          9.905       5.17262  0.874332             D100300201008 
 2.         3.          9.915       3.39915  0.708772             D100300201009 
 2.         3.          9.925       3.69473  0.738946             D100300201010 
 2.         3.          9.935       2.51242  0.60935              D100300201011 
 2.         3.          9.945       2.51242  0.60935              D100300201012 
 2.         3.          9.955       3.99031  0.767935             D100300201013 
 2.         3.          9.965       2.6602   0.627016             D100300201014 
 2.         3.          9.975       3.25136  0.693193             D100300201015 
 2.         3.          9.985       2.51242  0.60935              D100300201016 
 2.         3.          9.995       3.54694  0.724016             D100300201017 
 2.         3.         10.005       2.95578  0.660933             D100300201018 
 2.         3.         10.015       5.02483  0.861751             D100300201019 
 2.         3.         10.025       5.91157  0.934701             D100300201020 
 2.         3.         10.035       6.7983   1.00235              D100300201021 
 2.         3.         10.045       4.87704  0.848984             D100300201022 
 2.         3.         10.055       3.69473  0.738946             D100300201023 
 2.         3.         10.065       6.7983   1.00235              D100300201024 
 2.         3.         10.075       5.32041  0.886735             D100300201025 
 2.         3.         10.085       5.17262  0.874332             D100300201026 
 2.         3.         10.095       5.4682   0.898966             D100300201027 
 2.         3.         10.105       5.4682   0.898966             D100300201028 
 2.         3.         10.115       6.05936  0.946312             D100300201029 
 2.         3.         10.125       5.76378  0.922943             D100300201030 
 2.         3.         10.135       6.20714  0.957783             D100300201031 
 2.         3.         10.145       4.72925  0.836022             D100300201032 
 2.         3.         10.155       3.99031  0.767935             D100300201033 
 2.         3.         10.165       2.95578  0.660933             D100300201034 
 2.         3.         10.175       3.25136  0.693193             D100300201035 
 2.         3.         10.185       2.51242  0.60935              D100300201036 
 2.         3.         10.195       2.6602   0.627016             D100300201037 
 2.         3.         10.205       2.06905  0.552976             D100300201038 
 2.         3.         10.215       3.84252  0.75358              D100300201039 
 2.         3.         10.225       3.39915  0.708772             D100300201040 
 2.         3.         10.235       3.39915  0.708772             D100300201041 
 2.         3.         10.245       3.69473  0.738946             D100300201042 
 2.         3.         10.255       2.51242  0.60935              D100300201043 
 2.         3.         10.265       3.54694  0.724016             D100300201044 
 2.         3.         10.275       5.61599  0.911034             D100300201045 
 2.         3.         10.285       5.32041  0.886735             D100300201046 
 2.         3.         10.295       9.90187  1.20971              D100300201047 
 2.         3.         10.305      11.6753   1.31358              D100300201048 
 2.         3.         10.315      24.2374   1.89262              D100300201049 
 2.         3.         10.325      33.6959   2.23157              D100300201050 
 2.         3.         10.335      43.0066   2.52109              D100300201051 
 2.         3.         10.345      46.258    2.61466              D100300201052 
 2.         3.         10.355      48.7704   2.68472              D100300201053 
 2.         3.         10.365      43.1544   2.52542              D100300201054 
 2.         3.         10.375      33.6959   2.23157              D100300201055 
 2.         3.         10.385      21.5772   1.78574              D100300201056 
 2.         3.         10.395      13.8922   1.43287              D100300201057 
 2.         3.         10.405      10.0497   1.2187               D100300201058 
 2.         3.         10.415       6.20714  0.957783             D100300201059 
 2.         3.         10.425       4.87704  0.848984             D100300201060 
 2.         3.         10.435       3.54694  0.724016             D100300201061 
 2.         3.         10.445       2.95578  0.660933             D100300201062 
 2.         3.         10.455       3.84252  0.75358              D100300201063 
 2.         3.         10.465       1.92126  0.532861             D100300201064 
 2.         3.         10.475       3.10357  0.677255             D100300201065 
 2.         3.         10.485       1.92126  0.532861             D100300201066 
 2.         3.         10.495       2.51242  0.60935              D100300201067 
 2.         3.         10.505       2.95578  0.660933             D100300201068 
 2.         3.         10.515       1.92126  0.532861             D100300201069 
 2.         3.         10.525       2.21684  0.572385             D100300201070 
 2.         3.         10.535       3.10357  0.677255             D100300201071 
 2.         3.         10.545       2.36463  0.591157             D100300201072 
 2.         3.         10.555       2.6602   0.627016             D100300201073 
 2.         3.         10.565       3.25136  0.693193             D100300201074 
 2.         3.         10.575       5.4682   0.898966             D100300201075 
 2.         3.         10.585       5.17262  0.874332             D100300201076 
 2.         3.         10.595       3.99031  0.767935             D100300201077 
 2.         3.         10.605       3.69473  0.738946             D100300201078 
 2.         3.         10.615       4.58146  0.822855             D100300201079 
 2.         3.         10.625       2.6602   0.627016             D100300201080 
 2.         3.         10.635       2.80799  0.644198             D100300201081 
 2.         3.         10.645       3.69473  0.738946             D100300201082 
 2.         3.         10.655       5.91157  0.934701             D100300201083 
 2.         3.         10.665       6.35493  0.969118             D100300201084 
 2.         3.         10.675      10.493    1.24529              D100300201085 
 2.         3.         10.685      10.493    1.24529              D100300201086 
 2.         3.         10.695      16.2568   1.55003              D100300201087 
 2.         3.         10.705      11.8231   1.32187              D100300201088 
 2.         3.         10.715       9.90187  1.20971              D100300201089 
 2.         3.         10.725       9.60629  1.19151              D100300201090 
 2.         3.         10.735       7.83283  1.07592              D100300201091 
 2.         3.         10.745       6.65051  0.9914               D100300201092 
 2.         3.         10.755       5.4682   0.898966             D100300201093 
 2.         3.         10.765       2.6602   0.627016             D100300201094 
 2.         3.         10.775       3.25136  0.693193             D100300201095 
 2.         3.         10.785       1.47789  0.46735              D100300201096 
 2.         3.         10.795       2.80799  0.644198             D100300201097 
 2.         3.         10.805       4.43367  0.809475             D100300201098 
 2.         3.         10.815       4.58146  0.822855             D100300201099 
 2.         3.         10.825       4.28589  0.795869             D100300201100 
 2.         3.         10.835       4.72925  0.836022             D100300201101 
 2.         3.         10.845       2.21684  0.572385             D100300201102 
 2.         3.         10.855       3.69473  0.738946             D100300201103 
 2.         3.         10.865       4.43367  0.809475             D100300201104 
 2.         3.         10.875       5.32041  0.886735             D100300201105 
 2.         3.         10.885       7.98061  1.08602              D100300201106 
 2.         3.         10.895      12.2665   1.34642              D100300201107 
 2.         3.         10.905      16.109    1.54296              D100300201108 
 2.         3.         10.915      23.4985   1.86355              D100300201109 
 2.         3.         10.925      24.9764   1.92126              D100300201110 
 2.         3.         10.935      27.341    2.01015              D100300201111 
 2.         3.         10.945      19.5082   1.69797              D100300201112 
 2.         3.         10.955      12.7099   1.37054              D100300201113 
 2.         3.         10.965       6.7983   1.00235              D100300201114 
 2.         3.         10.975       4.58146  0.822855             D100300201115 
 2.         3.         10.985       5.4682   0.898966             D100300201116 
 2.         3.         10.995       5.4682   0.898966             D100300201117 
 2.         3.         11.005       7.68504  1.06572              D100300201118 
 2.         3.         11.015       8.57177  1.12553              D100300201119 
 2.         3.         11.025       6.50272  0.980322             D100300201120 
 2.         3.         11.035       7.53725  1.05543              D100300201121 
 2.         3.         11.045       6.50272  0.980322             D100300201122 
 2.         3.         11.055       5.32041  0.886735             D100300201123 
 2.         3.         11.065       5.02483  0.861751             D100300201124 
 2.         3.         11.075       4.58146  0.822855             D100300201125 
 2.         3.         11.085       3.69473  0.738946             D100300201126 
 2.         3.         11.095       6.05936  0.946312             D100300201127 
 2.         3.         11.105       6.20714  0.957783             D100300201128 
 2.         3.         11.115      10.6408   1.25403              D100300201129 
 2.         3.         11.125      12.4143   1.35451              D100300201130 
 2.         3.         11.135      20.9861   1.76111              D100300201131 
 2.         3.         11.145      31.9225   2.17205              D100300201132 
 2.         3.         11.155      41.2332   2.46857              D100300201133 
 2.         3.         11.165      46.8492   2.63131              D100300201134 
 2.         3.         11.175      46.8492   2.63131              D100300201135 
 2.         3.         11.185      34.2871   2.25106              D100300201136 
 2.         3.         11.195      26.7498   1.9883               D100300201137 
 2.         3.         11.205      20.9861   1.76111              D100300201138 
 2.         3.         11.215      22.464    1.82207              D100300201139 
 2.         3.         11.225      12.4143   1.35451              D100300201140 
 2.         3.         11.235      15.2223   1.4999               D100300201141 
 2.         3.         11.245      12.2665   1.34642              D100300201142 
 2.         3.         11.255       9.45851  1.18231              D100300201143 
 2.         3.         11.265       6.35493  0.969118             D100300201144 
 2.         3.         11.275       4.72925  0.836022             D100300201145 
 2.         3.         11.285       3.54694  0.724016             D100300201146 
 2.         3.         11.295       4.1381   0.782027             D100300201147 
 2.         3.         11.305       3.99031  0.767935             D100300201148 
 2.         3.         11.315       4.43367  0.809475             D100300201149 
 2.         3.         11.325       4.58146  0.822855             D100300201150 
 2.         3.         11.335       2.95578  0.660933             D100300201151 
 2.         3.         11.345       2.51242  0.60935              D100300201152 
 2.         3.         11.355       6.65051  0.9914               D100300201153 
 2.         3.         11.365       2.95578  0.660933             D100300201154 
 2.         3.         11.375       5.61599  0.911034             D100300201155 
 2.         3.         11.385       8.57177  1.12553              D100300201156 
 2.         3.         11.395      11.3798   1.29684              D100300201157 
 2.         3.         11.405      13.0054   1.38639              D100300201158 
 2.         3.         11.415      12.8577   1.37849              D100300201159 
 2.         3.         11.425      10.9364   1.27133              D100300201160 
 2.         3.         11.435      13.5966   1.41754              D100300201161 
 2.         3.         11.445      18.4736   1.65233              D100300201162 
 2.         3.         11.455      19.656    1.70439              D100300201163 
 2.         3.         11.465      24.2374   1.89262              D100300201164 
 2.         3.         11.475      21.8728   1.79793              D100300201165 
 2.         3.         11.485      27.4888   2.01558              D100300201166 
 2.         3.         11.495      30.4446   2.12117              D100300201167 
 2.         3.         11.505      44.0412   2.55124              D100300201168 
 2.         3.         11.515      56.1599   2.88094              D100300201169 
 2.         3.         11.525      68.2786   3.17661              D100300201170 
 2.         3.         11.535      66.0618   3.12461              D100300201171 
 2.         3.         11.545      56.0121   2.87715              D100300201172 
 2.         3.         11.555      38.7208   2.39218              D100300201173 
 2.         3.         11.565      27.0454   1.99925              D100300201174 
 2.         3.         11.575      16.4046   1.55706              D100300201175 
 2.         3.         11.585      10.9364   1.27133              D100300201176 
 2.         3.         11.595      10.1975   1.22763              D100300201177 
 2.         3.         11.605       9.75408  1.20064              D100300201178 
 2.         3.         11.615       7.38946  1.04503              D100300201179 
 2.         3.         11.625       5.17262  0.874332             D100300201180 
 2.         3.         11.635       5.76378  0.922943             D100300201181 
 2.         3.         11.645       5.32041  0.886735             D100300201182 
 2.         3.         11.655       5.17262  0.874332             D100300201183 
 2.         3.         11.665       5.17262  0.874332             D100300201184 
 2.         3.         11.675       6.94609  1.01319              D100300201185 
 2.         3.         11.685       8.1284   1.09603              D100300201186 
 2.         3.         11.695      10.1975   1.22763              D100300201187 
 2.         3.         11.705      18.3259   1.64571              D100300201188 
 2.         3.         11.715      19.656    1.70439              D100300201189 
 2.         3.         11.725      29.1145   2.07432              D100300201190 
 2.         3.         11.735      35.3216   2.28476              D100300201191 
 2.         3.         11.745      29.5578   2.09005              D100300201192 
 2.         3.         11.755      27.1932   2.00471              D100300201193 
 2.         3.         11.765      20.5427   1.74241              D100300201194 
 2.         3.         11.775      14.04     1.44047              D100300201195 
 2.         3.         11.785      15.2223   1.4999               D100300201196 
 2.         3.         11.795      12.4143   1.35451              D100300201197 
 2.         3.         11.805      13.4488   1.40982              D100300201198 
 2.         3.         11.815      17.7347   1.61895              D100300201199 
 2.         3.         11.825      30.7401   2.13145              D100300201200 
 2.         3.         11.835      51.4306   2.75697              D100300201201 
 2.         3.         11.845      75.5203   3.34082              D100300201202 
 2.         3.         11.855     115.867    4.1381               D100300201203 
 2.         3.         11.865     135.079    4.46803              D100300201204 
 2.         3.         11.875     134.488    4.45824              D100300201205 
 2.         3.         11.885     116.162    4.14337              D100300201206 
 2.         3.         11.895      81.1362   3.46281              D100300201207 
 2.         3.         11.905      49.2138   2.6969               D100300201208 
 2.         3.         11.915      29.2623   2.07958              D100300201209 
 2.         3.         11.925      17.4391   1.6054               D100300201210 
 2.         3.         11.935      12.5621   1.36255              D100300201211 
 2.         3.         11.945       9.90187  1.20971              D100300201212 
 2.         3.         11.955      10.0497   1.2187               D100300201213 
 2.         3.         11.965      13.301    1.40205              D100300201214 
 2.         3.         11.975      14.6311   1.47048              D100300201215 
 2.         3.         11.985      13.1532   1.39424              D100300201216 
 2.         3.         11.995      17.2913   1.59858              D100300201217 
 2.         3.         12.005      18.3259   1.64571              D100300201218 
 2.         3.         12.015      19.5082   1.69797              D100300201219 
 2.         3.         12.025      15.3701   1.50716              D100300201220 
 2.         3.         12.035      16.9958   1.58486              D100300201221 
 2.         3.         12.045      11.232    1.2884               D100300201222 
 2.         3.         12.055       7.38946  1.04503              D100300201223 
 2.         3.         12.065       6.50272  0.980322             D100300201224 
 2.         3.         12.075       4.72925  0.836022             D100300201225 
 2.         3.         12.085       4.43367  0.809475             D100300201226 
 2.         3.         12.095       6.7983   1.00235              D100300201227 
 2.         3.         12.105       6.50272  0.980322             D100300201228 
 2.         3.         12.115       6.50272  0.980322             D100300201229 
 2.         3.         12.125      13.4488   1.40982              D100300201230 
 2.         3.         12.135       9.16293  1.16369              D100300201231 
 2.         3.         12.145       6.50272  0.980322             D100300201232 
 2.         3.         12.155       6.05936  0.946312             D100300201233 
 2.         3.         12.165       4.58146  0.822855             D100300201234 
 2.         3.         12.175       3.54694  0.724016             D100300201235 
 2.         3.         12.185       2.06905  0.552976             D100300201236 
 2.         3.         12.195       2.80799  0.644198             D100300201237 
 2.         3.         12.205       2.6602   0.627016             D100300201238 
 2.         3.         12.215       2.36463  0.591157             D100300201239 
 2.         3.         12.225       2.80799  0.644198             D100300201240 
 2.         3.         12.235       4.28589  0.795869             D100300201241 
 2.         3.         12.245       5.17262  0.874332             D100300201242 
 2.         3.         12.255       5.4682   0.898966             D100300201243 
 2.         3.         12.265       4.87704  0.848984             D100300201244 
 2.         3.         12.275       6.65051  0.9914               D100300201245 
 2.         3.         12.285       6.20714  0.957783             D100300201246 
 2.         3.         12.295       4.1381   0.782027             D100300201247 
 2.         3.         12.305       3.84252  0.75358              D100300201248 
 2.         3.         12.315       3.84252  0.75358              D100300201249 
 2.         3.         12.325       1.92126  0.532861             D100300201250 
 2.         3.         12.335       1.92126  0.532861             D100300201251 
 2.         3.         12.345       2.6602   0.627016             D100300201252 
 2.         3.         12.355       1.77347  0.511957             D100300201253 
 2.         3.         12.365       2.36463  0.591157             D100300201254 
 2.         3.         12.375       2.21684  0.572385             D100300201255 
 2.         3.         12.385       4.28589  0.795869             D100300201256 
 2.         3.         12.395       3.69473  0.738946             D100300201257 
 2.         3.         12.405       3.99031  0.767935             D100300201258 
 2.         3.         12.415       4.87704  0.848984             D100300201259 
 2.         3.         12.425       5.61599  0.911034             D100300201260 
 2.         3.         12.435      10.0497   1.2187               D100300201261 
 2.         3.         12.445      10.0497   1.2187               D100300201262 
 2.         3.         12.455      15.5179   1.51439              D100300201263 
 2.         3.         12.465      18.3259   1.64571              D100300201264 
 2.         3.         12.475      21.5772   1.78574              D100300201265 
 2.         3.         12.485      13.8922   1.43287              D100300201266 
 2.         3.         12.495      15.9612   1.53587              D100300201267 
 2.         3.         12.505      10.493    1.24529              D100300201268 
 2.         3.         12.515       7.24167  1.03452              D100300201269 
 2.         3.         12.525       8.57177  1.12553              D100300201270 
 2.         3.         12.535       6.65051  0.9914               D100300201271 
 2.         3.         12.545       9.75408  1.20064              D100300201272 
 2.         3.         12.555      10.7886   1.26271              D100300201273 
 2.         3.         12.565      14.04     1.44047              D100300201274 
 2.         3.         12.575      15.2223   1.4999               D100300201275 
 2.         3.         12.585      20.9861   1.76111              D100300201276 
 2.         3.         12.595      18.3259   1.64571              D100300201277 
 2.         3.         12.605      15.3701   1.50716              D100300201278 
 2.         3.         12.615      11.9709   1.3301               D100300201279 
 2.         3.         12.625       7.83283  1.07592              D100300201280 
 2.         3.         12.635       7.68504  1.06572              D100300201281 
 2.         3.         12.645       7.09388  1.02391              D100300201282 
 2.         3.         12.655      10.1975   1.22763              D100300201283 
 2.         3.         12.665       8.27619  1.10595              D100300201284 
 2.         3.         12.675      10.6408   1.25403              D100300201285 
 2.         3.         12.685       9.90187  1.20971              D100300201286 
 2.         3.         12.695       8.57177  1.12553              D100300201287 
 2.         3.         12.705       9.45851  1.18231              D100300201288 
 2.         3.         12.715       9.01514  1.15427              D100300201289 
 2.         3.         12.725      10.0497   1.2187               D100300201290 
 2.         3.         12.735      11.3798   1.29684              D100300201291 
 2.         3.         12.745      12.7099   1.37054              D100300201292 
 2.         3.         12.755      17.2913   1.59858              D100300201293 
 2.         3.         12.765      19.656    1.70439              D100300201294 
 2.         3.         12.775      27.0454   1.99925              D100300201295 
 2.         3.         12.785      48.3271   2.67249              D100300201296 
 2.         3.         12.795      75.0769   3.331                D100300201297 
 2.         3.         12.805     100.94     3.86236              D100300201298 
 2.         3.         12.815     118.97     4.19315              D100300201299 
 2.         3.         12.825     111.581    4.06084              D100300201300 
 2.         3.         12.835     105.669    3.95181              D100300201301 
 2.         3.         12.845      72.2689   3.26811              D100300201302 
 2.         3.         12.855      46.1102   2.61048              D100300201303 
 2.         3.         12.865      24.9764   1.92126              D100300201304 
 2.         3.         12.875      18.0303   1.63238              D100300201305 
 2.         3.         12.885      10.9364   1.27133              D100300201306 
 2.         3.         12.895       9.01514  1.15427              D100300201307 
 2.         3.         12.905       7.09388  1.02391              D100300201308 
 2.         3.         12.915       7.24167  1.03452              D100300201309 
 2.         3.         12.925       7.24167  1.03452              D100300201310 
 2.         3.         12.935       6.7983   1.00235              D100300201311 
 2.         3.         12.945      10.0497   1.2187               D100300201312 
 2.         3.         12.955       8.86735  1.14477              D100300201313 
 2.         3.         12.965      11.9709   1.3301               D100300201314 
 2.         3.         12.975      15.2223   1.4999               D100300201315 
 2.         3.         12.985      14.6311   1.47048              D100300201316 
 2.         3.         12.995      13.5966   1.41754              D100300201317 
 2.         3.         13.005      13.301    1.40205              D100300201318 
 2.         3.         13.015      13.7444   1.42523              D100300201319 
 2.         3.         13.025      10.9364   1.27133              D100300201320 
 2.         3.         13.035       9.90187  1.20971              D100300201321 
 2.         3.         13.045      15.8134   1.52874              D100300201322 
 2.         3.         13.055      15.9612   1.53587              D100300201323 
 2.         3.         13.065      23.7941   1.87523              D100300201324 
 2.         3.         13.075      28.8189   2.06376              D100300201325 
 2.         3.         13.085      39.4597   2.41489              D100300201326 
 2.         3.         13.095      41.381    2.47299              D100300201327 
 2.         3.         13.105      48.6226   2.68065              D100300201328 
 2.         3.         13.115      44.4845   2.56405              D100300201329 
 2.         3.         13.125      36.5039   2.32269              D100300201330 
 2.         3.         13.135      29.1145   2.07432              D100300201331 
 2.         3.         13.145      24.3852   1.89839              D100300201332 
 2.         3.         13.155      22.3162   1.81606              D100300201333 
 2.         3.         13.165      22.1684   1.81004              D100300201334 
 2.         3.         13.175      22.3162   1.81606              D100300201335 
 2.         3.         13.185      23.2029   1.85179              D100300201336 
 2.         3.         13.195      20.6905   1.74866              D100300201337 
 2.         3.         13.205      16.5524   1.56405              D100300201338 
 2.         3.         13.215      13.301    1.40205              D100300201339 
 2.         3.         13.225      12.4143   1.35451              D100300201340 
 2.         3.         13.235       9.45851  1.18231              D100300201341 
 2.         3.         13.245       8.42398  1.11578              D100300201342 
 2.         3.         13.255       6.20714  0.957783             D100300201343 
 2.         3.         13.265       5.4682   0.898966             D100300201344 
 2.         3.         13.275       5.4682   0.898966             D100300201345 
 2.         3.         13.285       4.87704  0.848984             D100300201346 
 2.         3.         13.295       5.61599  0.911034             D100300201347 
 2.         3.         13.305       6.35493  0.969118             D100300201348 
 2.         3.         13.315       7.68504  1.06572              D100300201349 
 2.         3.         13.325       7.38946  1.04503              D100300201350 
 2.         3.         13.335       7.68504  1.06572              D100300201351 
 2.         3.         13.345      10.3452   1.23649              D100300201352 
 2.         3.         13.355       8.86735  1.14477              D100300201353 
 2.         3.         13.365      11.3798   1.29684              D100300201354 
 2.         3.         13.375      10.1975   1.22763              D100300201355 
 2.         3.         13.385      10.7886   1.26271              D100300201356 
 2.         3.         13.395       9.01514  1.15427              D100300201357 
 2.         3.         13.405      10.7886   1.26271              D100300201358 
 2.         3.         13.415      10.3452   1.23649              D100300201359 
 2.         3.         13.425      11.232    1.2884               D100300201360 
 2.         3.         13.435       9.60629  1.19151              D100300201361 
 2.         3.         13.445       9.16293  1.16369              D100300201362 
 2.         3.         13.455       9.60629  1.19151              D100300201363 
 2.         3.         13.465       9.75408  1.20064              D100300201364 
 2.         3.         13.475       8.27619  1.10595              D100300201365 
 2.         3.         13.485       7.98061  1.08602              D100300201366 
 2.         3.         13.495       5.76378  0.922943             D100300201367 
 2.         3.         13.505       7.24167  1.03452              D100300201368 
 2.         3.         13.515       4.58146  0.822855             D100300201369 
 2.         3.         13.525       7.24167  1.03452              D100300201370 
 2.         3.         13.535       5.61599  0.911034             D100300201371 
 2.         3.         13.545       4.72925  0.836022             D100300201372 
 2.         3.         13.555       4.43367  0.809475             D100300201373 
 2.         3.         13.565       5.17262  0.874332             D100300201374 
 2.         3.         13.575       5.17262  0.874332             D100300201375 
 2.         3.         13.585       5.61599  0.911034             D100300201376 
 2.         3.         13.595       7.24167  1.03452              D100300201377 
 2.         3.         13.605       6.20714  0.957783             D100300201378 
 2.         3.         13.615       8.27619  1.10595              D100300201379 
 2.         3.         13.625       9.60629  1.19151              D100300201380 
 2.         3.         13.635       8.1284   1.09603              D100300201381 
 2.         3.         13.645       9.16293  1.16369              D100300201382 
