ENTRY            D1046   20230503                             D139D104600000001 
SUBENT        D1046001   20230503                             D139D104600100001 
BIB                 11         25                                 D104600100002 
TITLE      Determination and benchmarking of 27Al(d,alpha) and    D104600100003 
            27Al(d,p) reaction cross sections for energies and    D104600100004 
            angles relevant to NRA                                D104600100005 
AUTHOR     (M.Salimi, O.Kakuee, S.F.Masoudi, H.Rafi-Kheiri,       D104600100006 
            E.Briand, J.-J.Ganem, I.Vickridge)                    D104600100007 
INSTITUTE  (3IRNNRT)                                              D104600100008 
           (3IRNIRN) K.N. Toosi University of Technology, Tehran  D104600100009 
           (2FR FR) Sorbonne Universite, Institut des NanoSciencesD104600100010 
           de Paris, Paris                                        D104600100011 
REFERENCE  (J,SCR,11,18036,2021)                                  D104600100012 
           #doi:10.1038/s41598-021-97372-7                        D104600100013 
FACILITY   (VDGT,3IRNNRT)                                         D104600100014 
DETECTOR   (SIBAR) Three 25 mm2 x 300 um thick surface barrier    D104600100015 
           detectors.                                             D104600100016 
SAMPLE     A thin Al target. A 10 +- 0.5 nm Ag film was           D104600100017 
           deposited onto the thin self-supporting vacuum         D104600100018 
           evaporated Al target as an internal reference.         D104600100019 
           The thickness and stoichiometry of the Al/Au target    D104600100020 
           were measured by alpha particle beams of 1.8 MeV.      D104600100021 
MONITOR    (47-AG-0(D,EL)47-AG-0,,DA,,RTH)                        D104600100022 
ANALYSIS   (NTRTH) Ag+d elastic scattering                        D104600100023 
ERR-ANALYS (ERR-S) Estimated uncertainties from counting          D104600100024 
           statistics.                                            D104600100025 
HISTORY    (20210630R) Data received from M.Salimi for IBANDL     D104600100026 
           (20230503C) VS                                         D104600100027 
ENDBIB              25          0                                 D104600100028 
NOCOMMON             0          0                                 D104600100029 
ENDSUBENT           28          0                                 D104600199999 
SUBENT        D1046002   20230503                             D139D104600200001 
BIB                  3          5                                 D104600200002 
REACTION   (13-AL-27(D,A)12-MG-25,PAR,DA)                         D104600200003 
REL-REF    (O,O2572002,M.Salimi+,J,SCR,11,18036,2021)             D104600200004 
STATUS     (TABLE) Figs. 4, 6a), and 7a) of                       D104600200005 
           Scient.Rep.11(2012)18036                               D104600200006 
           Converted by R33toX4 from R33 files.                   D104600200007 
ENDBIB               5          0                                 D104600200008 
NOCOMMON             0          0                                 D104600200009 
DATA                 5        647                                 D104600200010 
Q-VAL      ANG        EN         DATA       ERR-S                 D104600200011 
    5731.86       135.   1506.282     0.0905     0.0025           D104600200378 
    5731.86       135.  1496.1395     0.0886     0.0025           D104600200379 
    5731.86       135.  1485.9955     0.0863     0.0025           D104600200380 
    5731.86       135.  1475.8515     0.0824     0.0034           D104600200381 
    5731.86       135.  1465.7064     0.0809     0.0034           D104600200382 
    5731.86       135.  1455.5609     0.0751     0.0033           D104600200383 
    5731.86       135.  1445.4824     0.0647      0.003           D104600200384 
    5731.86       135.  1435.3363       0.06     0.0029           D104600200385 
    5731.86       135.  1425.1888     0.0599     0.0029           D104600200386 
    5731.86       135.  1415.0418     0.0545     0.0027           D104600200387 
    5731.86       135.  1404.8927     0.0565     0.0028           D104600200388 
    5731.86       135.  1394.7437     0.0554     0.0028           D104600200389 
    5731.86       135.  1384.5937     0.0519     0.0027           D104600200390 
    5731.86       150.  1921.6528     0.1834     0.0046           D104600200391 
    5731.86       150.  1911.5312     0.1772     0.0047           D104600200392 
    5731.86       150.  1901.4042     0.1595     0.0043           D104600200393 
    5731.86       150.  1891.2772     0.1229      0.004           D104600200394 
    5731.86       150.  1881.1497       0.11     0.0037           D104600200395 
    5731.86       150.  1871.0216      0.097     0.0035           D104600200396 
    5731.86       150.  1860.8931      0.102     0.0036           D104600200397 
    5731.86       150.  1850.7651     0.1164     0.0038           D104600200398 
    5731.86       150.   1840.636      0.134     0.0041           D104600200399 
    5731.86       150.   1830.507     0.1343     0.0041           D104600200400 
    5731.86       150.  1820.3775     0.1458     0.0042           D104600200401 
    5731.86       150.  1810.2474     0.1498     0.0043           D104600200402 
    5731.86       150.  1800.1379     0.1623     0.0061           D104600200403 
    5731.86       150.  1790.0074     0.1683     0.0061           D104600200404 
    5731.86       150.  1779.8759     0.2266      0.007           D104600200405 
    5731.86       150.  1769.7448      0.241     0.0065           D104600200406 
    5731.86       150.  1759.6138     0.2287     0.0062           D104600200407 
    5731.86       150.  1749.4818     0.2152      0.006           D104600200408 
    5731.86       150.  1739.3489     0.1914     0.0057           D104600200409 
    5731.86       150.  1729.2167     0.1888     0.0056           D104600200410 
    5731.86       150.  1719.0831     0.1717     0.0054           D104600200411 
    5731.86       150.  1708.9501      0.157     0.0051           D104600200412 
    5731.86       150.  1698.8166     0.1311     0.0046           D104600200413 
    5731.86       150.  1688.6818     0.1188     0.0039           D104600200414 
    5731.86       150.  1678.5469     0.1213     0.0042           D104600200415 
    5731.86       150.  1668.4124     0.1039     0.0037           D104600200416 
    5731.86       150.   1658.277     0.1013     0.0037           D104600200417 
    5731.86       150.    1648.14     0.0965     0.0036           D104600200418 
    5731.86       150.  1638.0054     0.0954     0.0036           D104600200419 
    5731.86       150.  1627.8664     0.0906     0.0035           D104600200420 
    5731.86       150.  1617.7289     0.1002     0.0036           D104600200421 
    5731.86       150.  1607.5908     0.0979     0.0036           D104600200422 
    5731.86       150.  1597.4528     0.0972     0.0036           D104600200423 
    5731.86       150.  1587.3143     0.0899     0.0035           D104600200424 
    5731.86       150.  1577.1453     0.0808     0.0023           D104600200425 
    5731.86       150.  1567.0047       0.08     0.0023           D104600200426 
    5731.86       150.  1556.8942     0.1016     0.0026           D104600200427 
    5731.86       150.  1546.7532     0.1049     0.0026           D104600200428 
    5731.86       150.  1536.6121     0.0975     0.0025           D104600200429 
    5731.86       150.  1526.4696      0.105     0.0027           D104600200430 
    5731.86       150.  1516.3281     0.1107     0.0027           D104600200431 
    5731.86       150.  1506.1845     0.0926     0.0025           D104600200432 
    5731.86       150.   1496.041     0.0933     0.0025           D104600200433 
    5731.86       150.   1485.897     0.0857     0.0024           D104600200434 
    5731.86       150.   1475.807     0.0796     0.0033           D104600200435 
    5731.86       150.  1465.6069     0.0894     0.0035           D104600200436 
    5731.86       150.  1455.4614     0.0914     0.0036           D104600200437 
    5731.86       150.  1445.2809      0.066      0.003           D104600200438 
    5731.86       150.  1435.1328     0.0719     0.0031           D104600200439 
    5731.86       150.  1424.9848     0.0743     0.0032           D104600200440 
    5731.86       150.  1414.8363     0.0814     0.0033           D104600200441 
    5731.86       150.  1404.6877     0.0877     0.0035           D104600200442 
    5731.86       150.  1394.5377     0.0808     0.0033           D104600200443 
    5731.86       150.  1384.3872     0.0769     0.0032           D104600200444 
    5731.86       165.  1921.2813     0.1769     0.0043           D104600200445 
    5731.86       165.  1911.1542     0.1571     0.0042           D104600200446 
    5731.86       165.  1890.8977     0.1066     0.0035           D104600200447 
    5731.86       165.  1880.7692     0.0906     0.0032           D104600200448 
    5731.86       165.  1870.6401      0.081      0.003           D104600200449 
    5731.86       165.  1860.5106     0.0821      0.003           D104600200450 
    5731.86       165.  1850.3811     0.0993     0.0033           D104600200451 
    5731.86       165.  1840.2495     0.1153     0.0036           D104600200452 
    5731.86       165.  1830.1195     0.1209     0.0036           D104600200453 
    5731.86       165.  1819.9885     0.1253     0.0037           D104600200454 
    5731.86       165.  1809.8574     0.1364     0.0038           D104600200455 
    5731.86       165.  1799.9594     0.1506     0.0055           D104600200456 
    5731.86       165.  1789.8284     0.1787     0.0059           D104600200457 
    5731.86       165.  1779.6974     0.2191     0.0065           D104600200458 
    5731.86       165.  1769.5648     0.2321      0.006           D104600200459 
    5731.86       165.  1759.4333     0.2378      0.006           D104600200460 
    5731.86       165.  1749.3013     0.2209     0.0058           D104600200461 
    5731.86       165.  1739.1677     0.2027     0.0055           D104600200462 
    5731.86       165.  1729.0352     0.1953     0.0054           D104600200463 
    5731.86       165.  1718.9012     0.1761     0.0051           D104600200464 
    5731.86       165.  1708.7666     0.1641     0.0049           D104600200465 
    5731.86       165.  1698.6326     0.1377     0.0045           D104600200466 
    5731.86       165.  1688.4976      0.128     0.0039           D104600200467 
    5731.86       165.  1678.3621     0.1094     0.0036           D104600200468 
    5731.86       165.   1668.226     0.1061     0.0035           D104600200469 
    5731.86       165.  1658.0895     0.0995     0.0035           D104600200470 
    5731.86       165.   1647.953     0.0896     0.0033           D104600200471 
    5731.86       165.  1637.8154     0.0849     0.0032           D104600200472 
    5731.86       165.  1627.6779     0.0856     0.0032           D104600200473 
    5731.86       165.  1617.5399     0.0769      0.003           D104600200474 
    5731.86       165.  1607.4008     0.0857     0.0032           D104600200475 
    5731.86       165.  1597.2618     0.0815     0.0031           D104600200476 
    5731.86       165.  1587.1228     0.0848     0.0032           D104600200477 
    5731.86       165.  1576.7223     0.0791     0.0021           D104600200478 
    5731.86       165.  1566.5807     0.0779     0.0021           D104600200479 
    5731.86       165.  1556.7007     0.0895     0.0023           D104600200480 
    5731.86       165.  1546.5597     0.0958     0.0024           D104600200481 
    5731.86       165.  1536.4171     0.0914     0.0024           D104600200482 
    5731.86       165.  1526.2746     0.0964     0.0024           D104600200483 
    5731.86       165.  1516.1311     0.0968     0.0024           D104600200484 
    5731.86       165.  1505.9875     0.0851     0.0023           D104600200485 
    5731.86       165.   1495.843     0.0833     0.0022           D104600200486 
    5731.86       165.  1485.6985     0.0826     0.0022           D104600200487 
    5731.86       165.   1475.553     0.0752      0.003           D104600200488 
    5731.86       165.  1465.4074     0.0785     0.0031           D104600200489 
    5731.86       165.  1455.2609     0.0766      0.003           D104600200490 
    5731.86       165.  1444.9014     0.0692     0.0029           D104600200491 
    5731.86       165.  1434.6868     0.0736      0.003           D104600200492 
    5731.86       165.  1424.5368     0.0768      0.003           D104600200493 
    5731.86       165.  1414.3863     0.0809     0.0031           D104600200494 
    5731.86       165.  1404.2352     0.0845     0.0031           D104600200495 
    5731.86       165.  1394.0832     0.0749      0.003           D104600200496 
    5731.86       165.  1383.9312     0.0713     0.0029           D104600200497 
     5094.6       135.  1921.8298     0.3634     0.0067           D104600200498 
     5094.6       135.  1911.7032     0.3263     0.0066           D104600200499 
     5094.6       135.  1901.5777     0.2844     0.0059           D104600200500 
     5094.6       135.  1891.4507     0.2147     0.0054           D104600200501 
     5094.6       135.  1881.3237     0.1527     0.0045           D104600200502 
     5094.6       135.  1871.1961     0.1368     0.0042           D104600200503 
     5094.6       135.  1861.0686      0.138     0.0042           D104600200504 
     5094.6       135.  1850.9406     0.1519     0.0044           D104600200505 
     5094.6       135.   1840.813     0.1705     0.0047           D104600200506 
     5094.6       135.   1830.684     0.1825     0.0048           D104600200507 
     5094.6       135.   1820.555       0.19     0.0049           D104600200508 
     5094.6       135.  1810.4254     0.2054     0.0051           D104600200509 
     5094.6       135.  1800.2269     0.2261     0.0072           D104600200510 
     5094.6       135.  1790.0969     0.2515     0.0075           D104600200511 
     5094.6       135.  1779.9664     0.2397     0.0073           D104600200512 
     5094.6       135.  1769.8353     0.2242     0.0062           D104600200513 
     5094.6       135.  1759.7038     0.2107     0.0059           D104600200514 
     5094.6       135.  1749.5723     0.2081     0.0059           D104600200515 
     5094.6       135.  1739.4402     0.2062     0.0059           D104600200516 
     5094.6       135.  1729.3082      0.206     0.0059           D104600200517 
     5094.6       135.  1719.1757     0.2145      0.006           D104600200518 
     5094.6       135.  1709.0416     0.2081     0.0059           D104600200519 
     5094.6       135.  1698.9081     0.2133      0.006           D104600200520 
     5094.6       135.  1688.7741     0.2186     0.0054           D104600200521 
     5094.6       135.  1678.6391     0.2131     0.0054           D104600200522 
     5094.6       135.  1668.5045     0.2012     0.0052           D104600200523 
     5094.6       135.    1658.37     0.1847      0.005           D104600200524 
     5094.6       135.  1648.2335     0.1856     0.0051           D104600200525 
     5094.6       135.  1638.0969     0.1936     0.0052           D104600200526 
     5094.6       135.  1628.0609     0.1923     0.0052           D104600200527 
     5094.6       135.  1617.8234     0.1802     0.0049           D104600200528 
     5094.6       135.  1607.6853      0.154     0.0046           D104600200529 
     5094.6       135.  1597.5483     0.1314     0.0042           D104600200530 
     5094.6       135.  1587.4098     0.1093     0.0039           D104600200531 
     5094.6       135.  1577.3378     0.0901     0.0025           D104600200532 
     5094.6       135.  1567.1982     0.0908     0.0025           D104600200533 
     5094.6       135.  1556.9907     0.0979     0.0026           D104600200534 
     5094.6       135.  1546.8507     0.0887     0.0024           D104600200535 
     5094.6       135.  1536.7086     0.0807     0.0024           D104600200536 
     5094.6       135.  1526.5671     0.0847     0.0024           D104600200537 
     5094.6       135.  1516.4256     0.0832     0.0024           D104600200538 
     5094.6       135.   1506.282     0.0801     0.0024           D104600200539 
     5094.6       135.  1496.1395     0.0662     0.0022           D104600200540 
     5094.6       135.  1485.9955     0.0572      0.002           D104600200541 
     5094.6       135.  1475.8515     0.0578     0.0029           D104600200542 
     5094.6       135.  1465.7064     0.0573     0.0029           D104600200543 
     5094.6       135.  1455.5609      0.055     0.0028           D104600200544 
     5094.6       135.  1445.4824     0.0466     0.0025           D104600200545 
     5094.6       135.  1435.3363     0.0453     0.0025           D104600200546 
     5094.6       135.  1425.1888     0.0564     0.0028           D104600200547 
     5094.6       135.  1415.0418     0.0498     0.0026           D104600200548 
     5094.6       135.  1404.8927     0.0396     0.0023           D104600200549 
     5094.6       135.  1394.7437     0.0331     0.0021           D104600200550 
     5094.6       135.  1384.5937     0.0279      0.002           D104600200551 
     5094.6       150.  1921.6528     0.4096     0.0071           D104600200552 
     5094.6       150.  1911.5312     0.4042     0.0073           D104600200553 
     5094.6       150.  1901.4042     0.3481     0.0065           D104600200554 
     5094.6       150.  1891.2772      0.236     0.0056           D104600200555 
     5094.6       150.  1881.1497     0.1836     0.0049           D104600200556 
     5094.6       150.  1871.0216     0.1629     0.0045           D104600200557 
     5094.6       150.  1860.8931      0.155     0.0044           D104600200558 
     5094.6       150.  1850.7651     0.1551     0.0044           D104600200559 
     5094.6       150.   1840.636     0.1768     0.0048           D104600200560 
     5094.6       150.   1830.507     0.1951     0.0049           D104600200561 
     5094.6       150.  1820.3775     0.2105     0.0051           D104600200562 
     5094.6       150.  1810.2474     0.2511     0.0057           D104600200563 
     5094.6       150.  1800.1379     0.2916     0.0082           D104600200564 
     5094.6       150.  1790.0074     0.3077     0.0083           D104600200565 
     5094.6       150.  1779.8759     0.3002     0.0081           D104600200566 
     5094.6       150.  1769.7448     0.2471     0.0066           D104600200567 
     5094.6       150.  1759.6138     0.2035     0.0058           D104600200568 
     5094.6       150.  1749.4818     0.2131      0.006           D104600200569 
     5094.6       150.  1739.3489     0.2029     0.0058           D104600200570 
     5094.6       150.  1729.2167     0.2165      0.006           D104600200571 
     5094.6       150.  1719.0831     0.2144      0.006           D104600200572 
     5094.6       150.  1708.9501      0.223     0.0061           D104600200573 
     5094.6       150.  1698.8166      0.247     0.0064           D104600200574 
     5094.6       150.  1688.6818     0.2403     0.0057           D104600200575 
     5094.6       150.  1678.5469     0.2683     0.0064           D104600200576 
     5094.6       150.  1668.4124      0.228     0.0056           D104600200577 
     5094.6       150.   1658.277     0.2036     0.0053           D104600200578 
     5094.6       150.    1648.14     0.2014     0.0053           D104600200579 
     5094.6       150.  1638.0054     0.2011     0.0053           D104600200580 
     5094.6       150.  1627.8664     0.1954     0.0052           D104600200581 
     5094.6       150.  1617.7289     0.2059     0.0052           D104600200582 
     5094.6       150.  1607.5908     0.1751     0.0048           D104600200583 
     5094.6       150.  1597.4528     0.1396     0.0043           D104600200584 
     5094.6       150.  1587.3143     0.1257     0.0041           D104600200585 
     5094.6       150.  1577.1453     0.0945     0.0025           D104600200586 
     5094.6       150.  1567.0047     0.0763     0.0022           D104600200587 
     5094.6       150.  1556.8942     0.0724     0.0022           D104600200588 
     5094.6       150.  1546.7532     0.0543     0.0019           D104600200589 
     5094.6       150.  1536.6121     0.0494     0.0018           D104600200590 
     5094.6       150.  1526.4696     0.0518     0.0018           D104600200591 
     5094.6       150.  1516.3281     0.0517     0.0018           D104600200592 
     5094.6       150.  1506.1845     0.0504     0.0018           D104600200593 
     5094.6       150.   1496.041     0.0438     0.0017           D104600200594 
     5094.6       150.   1485.897      0.044     0.0017           D104600200595 
     5094.6       150.   1475.807     0.0509     0.0026           D104600200596 
     5094.6       150.  1465.6069     0.0416     0.0024           D104600200597 
     5094.6       150.  1455.4614     0.0487     0.0026           D104600200598 
     5094.6       150.  1445.2809     0.0397     0.0023           D104600200599 
     5094.6       150.  1435.1328     0.0502     0.0026           D104600200600 
     5094.6       150.  1424.9848     0.0611     0.0029           D104600200601 
     5094.6       150.  1414.8363     0.0621     0.0029           D104600200602 
     5094.6       150.  1404.6877     0.0478     0.0025           D104600200603 
     5094.6       150.  1394.5377     0.0419     0.0024           D104600200604 
     5094.6       150.  1384.3872      0.031      0.002           D104600200605 
     5094.6       165.  1921.2813     0.4447      0.007           D104600200606 
     5094.6       165.  1911.1542     0.4222     0.0071           D104600200607 
     5094.6       165.  1901.0262     0.3875     0.0068           D104600200608 
     5094.6       165.  1890.8977       0.26     0.0055           D104600200609 
     5094.6       165.  1880.7692     0.1984     0.0048           D104600200610 
     5094.6       165.  1870.6401     0.1671     0.0043           D104600200611 
     5094.6       165.  1860.5106      0.153     0.0041           D104600200612 
     5094.6       165.  1850.3811     0.1637     0.0043           D104600200613 
     5094.6       165.  1840.2495     0.1976     0.0047           D104600200614 
     5094.6       165.  1830.1195     0.2157     0.0048           D104600200615 
     5094.6       165.  1819.9885     0.2373     0.0051           D104600200616 
     5094.6       165.  1809.8574     0.2686     0.0055           D104600200617 
     5094.6       165.  1799.9594     0.3081     0.0079           D104600200618 
     5094.6       165.  1789.8284     0.3428     0.0083           D104600200619 
     5094.6       165.  1779.6974     0.3287      0.008           D104600200620 
     5094.6       165.  1769.5648     0.2774     0.0066           D104600200621 
     5094.6       165.  1759.4333     0.2294     0.0059           D104600200622 
     5094.6       165.  1749.3013     0.2174     0.0057           D104600200623 
     5094.6       165.  1739.1677     0.2155     0.0057           D104600200624 
     5094.6       165.  1729.0352     0.2114     0.0056           D104600200625 
     5094.6       165.  1718.9012     0.2117     0.0056           D104600200626 
     5094.6       165.  1708.7666     0.2348     0.0059           D104600200627 
     5094.6       165.  1698.6326     0.2604     0.0063           D104600200628 
     5094.6       165.  1688.4976     0.2577     0.0056           D104600200629 
     5094.6       165.  1678.3621     0.2546     0.0056           D104600200630 
     5094.6       165.   1668.226     0.2303     0.0053           D104600200631 
     5094.6       165.  1658.0895     0.2158     0.0052           D104600200632 
     5094.6       165.   1647.953     0.2092     0.0051           D104600200633 
     5094.6       165.  1637.8154     0.2039      0.005           D104600200634 
     5094.6       165.  1627.6779     0.2084     0.0051           D104600200635 
     5094.6       165.  1617.5399     0.2067     0.0049           D104600200636 
     5094.6       165.  1607.4008     0.1795     0.0046           D104600200637 
     5094.6       165.  1597.2618     0.1604     0.0044           D104600200638 
     5094.6       165.  1587.1228     0.1327      0.004           D104600200639 
     5094.6       165.  1576.7223     0.1015     0.0024           D104600200640 
     5094.6       165.  1566.5807     0.0793     0.0021           D104600200641 
     5094.6       165.  1556.7007     0.0591     0.0018           D104600200642 
     5094.6       165.  1546.5597     0.0528     0.0017           D104600200643 
     5094.6       165.  1536.4171     0.0431     0.0016           D104600200644 
     5094.6       165.  1526.2746     0.0478     0.0017           D104600200645 
     5094.6       165.  1516.1311      0.052     0.0017           D104600200646 
     5094.6       165.  1505.9875     0.0479     0.0017           D104600200647 
     5094.6       165.   1495.843     0.0438     0.0016           D104600200648 
     5094.6       165.  1485.6985     0.0402     0.0015           D104600200649 
     5094.6       165.   1475.553     0.0412     0.0022           D104600200650 
     5094.6       165.  1465.4074     0.0385     0.0022           D104600200651 
     5094.6       165.  1455.2609      0.047     0.0024           D104600200652 
     5094.6       165.  1444.9014     0.0367     0.0021           D104600200653 
     5094.6       165.  1434.6868     0.0508     0.0025           D104600200654 
     5094.6       165.  1424.5368     0.0593     0.0027           D104600200655 
     5094.6       165.  1414.3863     0.0634     0.0027           D104600200656 
     5094.6       165.  1404.2352     0.0538     0.0025           D104600200657 
     5094.6       165.  1394.0832     0.0464     0.0023           D104600200658 
     5094.6       165.  1383.9312     0.0341      0.002           D104600200659 
ENDDATA            649          0                                 D104600200660 
ENDSUBENT          659          0                                 D104600299999 
SUBENT        D1046003   20230504                             D139D104600300001 
BIB                  3          4                                 D104600300002 
REACTION   (13-AL-27(D,P)13-AL-28,PAR,DA)                         D104600300003 
REL-REF    (O,O2572003,M.Salimi+,J,SCR,11,18036,2021)             D104600300004 
STATUS     (TABLE) Figs. 5 and 6b) of Scient.Rep.11(2012)18036    D104600300005 
           Converted by R33toX4 from R33 files.                   D104600300006 
ENDBIB               4          0                                 D104600300007 
NOCOMMON             0          0                                 D104600300008 
DATA                 6        929                                 D104600300009 
Q-VAL      Q-VAL      ANG        EN         DATA       ERR-S      D104600300010 
KEV        KEV        ADEG       KEV        MB/SR      MB/SR      D104600300011 
     5500.5     5469.9       165.  1921.2813     0.8438     0.0101D104600300012 
     5500.5     5469.9       165.  1911.1542     0.7901     0.0101D104600300013 
     5500.5     5469.9       165.  1901.0262      0.752     0.0102D104600300014 
     5500.5     5469.9       165.  1890.8977     0.7349     0.0097D104600300015 
     5500.5     5469.9       165.  1880.7692     0.7275     0.0097D104600300016 
     5500.5     5469.9       165.  1870.6401     0.6984     0.0093D104600300017 
     5500.5     5469.9       165.  1860.5106      0.639     0.0089D104600300018 
     5500.5     5469.9       165.  1850.3811     0.5837     0.0085D104600300019 
     5500.5     5469.9       165.  1840.2495     0.4925     0.0077D104600300020 
     5500.5     5469.9       165.  1830.1195     0.3975     0.0067D104600300021 
     5500.5     5469.9       165.  1819.9885     0.3637     0.0064D104600300022 
     5500.5     5469.9       165.  1809.8574     0.3412     0.0062D104600300023 
     5500.5     5469.9       165.  1799.9594     0.3562     0.0086D104600300024 
     5500.5     5469.9       165.  1789.8284     0.3712     0.0087D104600300025 
     5500.5     5469.9       165.  1779.6974     0.3861     0.0087D104600300026 
     5500.5     5469.9       165.  1769.5648     0.4112     0.0081D104600300027 
     5500.5     5469.9       165.  1759.4333     0.4125      0.008D104600300028 
     5500.5     5469.9       165.  1749.3013      0.396     0.0079D104600300029 
     5500.5     5469.9       165.  1739.1677     0.3837     0.0078D104600300030 
     5500.5     5469.9       165.  1729.0352      0.368     0.0076D104600300031 
     5500.5     5469.9       165.  1718.9012     0.3402     0.0072D104600300032 
     5500.5     5469.9       165.  1708.7666     0.3281     0.0071D104600300033 
     5500.5     5469.9       165.  1698.6326     0.3058     0.0068D104600300034 
     5500.5     5469.9       165.  1688.4976     0.3085     0.0062D104600300035 
     5500.5     5469.9       165.  1678.3621     0.3189     0.0063D104600300036 
     5500.5     5469.9       165.   1668.226     0.3183     0.0063D104600300037 
     5500.5     5469.9       165.  1658.0895     0.3117     0.0063D104600300038 
     5500.5     5469.9       165.   1647.953     0.3075     0.0063D104600300039 
     5500.5     5469.9       165.  1637.8154     0.2697     0.0058D104600300040 
     5500.5     5469.9       165.  1627.6779     0.2486     0.0056D104600300041 
     5500.5     5469.9       165.  1617.5399     0.2453     0.0054D104600300042 
     5500.5     5469.9       165.  1607.4008     0.2467     0.0055D104600300043 
     5500.5     5469.9       165.  1597.2618     0.2523     0.0056D104600300044 
     5500.5     5469.9       165.  1587.1228     0.2679     0.0058D104600300045 
     5500.5     5469.9       165.  1576.7223     0.2849     0.0042D104600300046 
     5500.5     5469.9       165.  1566.5807     0.2845     0.0042D104600300047 
     5500.5     5469.9       165.  1556.7007     0.2518      0.004D104600300048 
     5500.5     5469.9       165.  1546.5597     0.2217     0.0037D104600300049 
     5500.5     5469.9       165.  1536.4171     0.2095     0.0037D104600300050 
     5500.5     5469.9       165.  1526.2746     0.2077     0.0036D104600300051 
     5500.5     5469.9       165.  1516.1311     0.2012     0.0036D104600300052 
     5500.5     5469.9       165.  1505.9875     0.1982     0.0036D104600300053 
     5500.5     5469.9       165.   1495.843     0.1887     0.0035D104600300054 
     5500.5     5469.9       165.  1485.6985     0.1982     0.0036D104600300055 
     5500.5     5469.9       165.   1475.553     0.2112     0.0051D104600300056 
     5500.5     5469.9       165.  1465.4074     0.2055     0.0051D104600300057 
     5500.5     5469.9       165.  1455.2609     0.2077     0.0051D104600300058 
     5500.5     5469.9       165.  1444.9014     0.2036      0.005D104600300059 
     5500.5     5469.9       165.  1434.6868     0.1859     0.0048D104600300060 
     5500.5     5469.9       165.  1424.5368     0.1602     0.0044D104600300061 
     5500.5     5469.9       165.  1414.3863     0.1522     0.0043D104600300062 
     5500.5     5469.9       165.  1404.2352     0.1419      0.004D104600300063 
     5500.5     5469.9       165.  1394.0832      0.144     0.0042D104600300064 
     5500.5     5469.9       165.  1383.9312     0.1499     0.0042D104600300065 
     5500.5     5469.9       165.   1352.945     0.1298           D104600300066 
     5500.5     5469.9       165.  1302.8614     0.1199           D104600300067 
     5500.5     5469.9       165.  1202.7778     0.0804           D104600300068 
     5500.5     5469.9       165.  1102.6942     0.0468           D104600300069 
     5500.5     5469.9       165.  1002.6106     0.0195           D104600300070 
     5500.5     5469.9       165.    902.527     0.0022           D104600300071 
     5500.5     5469.9       165.   802.4434     0.0008           D104600300072 
     5500.5     5469.9       165.   702.3598     0.0005           D104600300073 
     5500.5     5469.9       165.   602.2762     0.0002           D104600300074 
     5500.5     5469.9       150.  1921.6528     0.7868     0.0103D104600300075 
     5500.5     5469.9       150.  1911.5312     0.7498     0.0103D104600300076 
     5500.5     5469.9       150.  1901.4042     0.7229     0.0098D104600300077 
     5500.5     5469.9       150.  1891.2772     0.6806     0.0099D104600300078 
     5500.5     5469.9       150.  1881.1497     0.6615     0.0097D104600300079 
     5500.5     5469.9       150.  1871.0216     0.6521     0.0096D104600300080 
     5500.5     5469.9       150.  1860.8931     0.5926     0.0091D104600300081 
     5500.5     5469.9       150.  1850.7651     0.5115     0.0083D104600300082 
     5500.5     5469.9       150.   1840.636     0.4658      0.008D104600300083 
     5500.5     5469.9       150.   1830.507     0.3926     0.0071D104600300084 
     5500.5     5469.9       150.  1820.3775     0.3582     0.0068D104600300085 
     5500.5     5469.9       150.  1810.2474     0.3461     0.0067D104600300086 
     5500.5     5469.9       150.  1800.1379     0.3408     0.0089D104600300087 
     5500.5     5469.9       150.  1790.0074     0.3645     0.0091D104600300088 
     5500.5     5469.9       150.  1779.8759     0.3691      0.009D104600300089 
     5500.5     5469.9       150.  1769.7448     0.3924     0.0084D104600300090 
     5500.5     5469.9       150.  1759.6138     0.4047     0.0084D104600300091 
     5500.5     5469.9       150.  1749.4818     0.3873     0.0082D104600300092 
     5500.5     5469.9       150.  1739.3489     0.3673      0.008D104600300093 
     5500.5     5469.9       150.  1729.2167     0.3727      0.008D104600300094 
     5500.5     5469.9       150.  1719.0831     0.3348     0.0076D104600300095 
     5500.5     5469.9       150.  1708.9501     0.3291     0.0075D104600300096 
     5500.5     5469.9       150.  1698.8166     0.3039     0.0072D104600300097 
     5500.5     5469.9       150.  1688.6818     0.3053     0.0065D104600300098 
     5500.5     5469.9       150.  1678.5469     0.3401     0.0073D104600300099 
     5500.5     5469.9       150.  1668.4124     0.3114     0.0066D104600300100 
     5500.5     5469.9       150.   1658.277     0.3138     0.0067D104600300101 
     5500.5     5469.9       150.    1648.14       0.29     0.0064D104600300102 
     5500.5     5469.9       150.  1638.0054     0.2742     0.0062D104600300103 
     5500.5     5469.9       150.  1627.8664     0.2536      0.006D104600300104 
     5500.5     5469.9       150.  1617.7289     0.2487     0.0057D104600300105 
     5500.5     5469.9       150.  1607.5908     0.2522     0.0058D104600300106 
     5500.5     5469.9       150.  1597.4528     0.2707     0.0061D104600300107 
     5500.5     5469.9       150.  1587.3143     0.2831     0.0063D104600300108 
     5500.5     5469.9       150.  1577.1453     0.2866     0.0045D104600300109 
