ENTRY            D0443   20141125                             D096D044300000001 
SUBENT        D0443001   20141125                             D096D044300100001 
BIB                 11         28                                 D044300100002 
TITLE      Multistep direct mechanism in the (p,3He) inclusive    D044300100003 
            reaction on 59Co and 93Nb at incident energies        D044300100004 
            between 100 and 160 MeV                               D044300100005 
AUTHOR     (A.A.Cowley, J.Bezuidenhout, S.S.Dimitrova,            D044300100006 
            P.E.Hodgson, S.V.Fortsch, G.C.Hillhouse, N.M.Jacobs,  D044300100007 
            R.Neveling, F.D.Smit, J.A.Stander, G.F.Steyn,         D044300100008 
            J.J.Van Zyl)                                          D044300100009 
INSTITUTE  (3SAFSTL,3SAFITH,3BULBLA,2UK OXF)                      D044300100010 
REFERENCE  (J,PR/C,75,054617,2007)                                D044300100011 
           (J,PR/C,62,064605,2000) Data for 100 MeV               D044300100012 
           (C,2007TOKYO,2,473,2008) analysis                      D044300100013 
FACILITY   (CYCLO,3SAFITH)                                        D044300100014 
SAMPLE     Self-supporting metals of natural elements with        D044300100015 
            thicknesses in the range of 1 to 5 mg/cm2.            D044300100016 
DETECTOR   (TELES,SIBAR,SIBAR) Two detector telescopes, each      D044300100017 
            consisting of a 500 um Si surface barrier detector    D044300100018 
            followed by a NaI(Tl) crystal.                        D044300100019 
METHOD     (EDE)                                                  D044300100020 
ERR-ANALYS (ERR-SYS,,8.) Uncertainty in the thicknesses (<8%)     D044300100021 
           (ERR-S) Statistical error                              D044300100022 
STATUS     (TABLE) Data were received from Prof. A.A.Cowley       D044300100023 
           (APRVD) Entry was approved by Prof. A.A.Cowley         D044300100024 
HISTORY    (20070620C) SD                                         D044300100025 
           (20080407A) Second reference was added.                D044300100026 
           (20090306A) SD. Reference on publication in Conf.      D044300100027 
                       Proceedings was added.                     D044300100028 
           (20091021A) SD: correction in author's name was made.  D044300100029 
           (20141125A) On. REACTION corrected in 002-005          D044300100030 
ENDBIB              28          0                                 D044300100031 
NOCOMMON             0          0                                 D044300100032 
ENDSUBENT           31          0                                 D044300199999 
SUBENT        D0443002   20141125                             D096D044300200001 
BIB                  2          2                                 D044300200002 
REACTION   (27-CO-59(P,X)2-HE-3,,DA/DE)                           D044300200003 
HISTORY    (20141125A) On. REACTION (SF3,SF4) corrected           D044300200004 
ENDBIB               2          0                                 D044300200005 
NOCOMMON             0          0                                 D044300200006 
DATA                 5        521                                 D044300200007 
EN         ANG        E          DATA       ERR-S                 D044300200008 
       160.        25.       142.     0.0334   9.300E-4           D044300200417 
       160.        25.       146.     0.0312   8.980E-4           D044300200418 
       160.        25.       150.     0.0283   8.560E-4           D044300200419 
       160.        35.        30.     0.0352   9.090E-4           D044300200420 
       160.        35.        34.     0.0294   8.360E-4           D044300200421 
       160.        35.        38.     0.0263   7.920E-4           D044300200422 
       160.        35.        42.      0.024   7.560E-4           D044300200423 
       160.        35.        46.     0.0219   7.240E-4           D044300200424 
       160.        35.        50.     0.0202   6.940E-4           D044300200425 
       160.        35.        54.     0.0182   6.600E-4           D044300200426 
       160.        35.        58.     0.0164   6.260E-4           D044300200427 
       160.        35.        62.     0.0149   5.970E-4           D044300200428 
       160.        35.        66.     0.0139   5.770E-4           D044300200429 
       160.        35.        70.     0.0123   5.430E-4           D044300200430 
       160.        35.        74.     0.0116   5.280E-4           D044300200431 
       160.        35.        78.   9.610E-3   4.800E-4           D044300200432 
       160.        35.        82.   8.740E-3   4.570E-4           D044300200433 
       160.        35.        86.   7.970E-3   4.380E-4           D044300200434 
       160.        35.        90.   6.630E-3   3.990E-4           D044300200435 
       160.        35.        94.   5.710E-3   3.700E-4           D044300200436 
       160.        35.        98.   5.170E-3   3.520E-4           D044300200437 
       160.        35.       102.   4.380E-3   3.240E-4           D044300200438 
       160.        35.       106.   3.730E-3   2.990E-4           D044300200439 
       160.        35.       110.   3.210E-3   2.780E-4           D044300200440 
       160.        35.       114.   2.550E-3   2.480E-4           D044300200441 
       160.        35.       118.   2.290E-3   2.350E-4           D044300200442 
       160.        35.       122.   1.700E-3   2.020E-4           D044300200443 
       160.        35.       126.   1.290E-3   1.760E-4           D044300200444 
       160.        35.       130.   9.590E-4   1.520E-4           D044300200445 
       160.        35.       134.   8.090E-4   1.390E-4           D044300200446 
       160.        35.       138.     0.0352   9.090E-4           D044300200447 
       160.        35.       142.     0.0294   8.360E-4           D044300200448 
       160.        35.       146.     0.0263   7.920E-4           D044300200449 
       160.        40.        30.     0.0319   9.370E-4           D044300200450 
       160.        40.        34.     0.0271   8.710E-4           D044300200451 
       160.        40.        38.     0.0238   8.160E-4           D044300200452 
       160.        40.        42.     0.0214   7.750E-4           D044300200453 
       160.        40.        46.     0.0197   7.430E-4           D044300200454 
       160.        40.        50.     0.0176   7.030E-4           D044300200455 
       160.        40.        54.     0.0159   6.670E-4           D044300200456 
       160.        40.        58.     0.0144   6.380E-4           D044300200457 
       160.        40.        62.     0.0123   5.890E-4           D044300200458 
       160.        40.        66.     0.0112   5.620E-4           D044300200459 
       160.        40.        70.   9.960E-3   5.300E-4           D044300200460 
       160.        40.        74.   8.840E-3   5.000E-4           D044300200461 
       160.        40.        78.   7.990E-3   4.750E-4           D044300200462 
       160.        40.        82.   6.890E-3   4.410E-4           D044300200463 
       160.        40.        86.   6.210E-3   4.190E-4           D044300200464 
       160.        40.        90.   5.360E-3   3.890E-4           D044300200465 
       160.        40.        94.   4.440E-3   3.540E-4           D044300200466 
       160.        40.        98.   3.940E-3   3.330E-4           D044300200467 
       160.        40.       102.   3.200E-3   3.010E-4           D044300200468 
       160.        40.       106.   2.750E-3   2.780E-4           D044300200469 
       160.        40.       110.   2.190E-3   2.490E-4           D044300200470 
       160.        40.       114.   1.800E-3   2.260E-4           D044300200471 
       160.        40.       118.   1.510E-3   2.060E-4           D044300200472 
       160.        40.       122.   1.100E-3   1.760E-4           D044300200473 
       160.        40.       126.   9.430E-4   1.630E-4           D044300200474 
       160.        40.       130.   6.920E-4   1.400E-4           D044300200475 
       160.        40.       134.   3.460E-4   9.890E-5           D044300200476 
       160.        40.       138.     0.0319   9.370E-4           D044300200477 
       160.        40.       142.     0.0271   8.710E-4           D044300200478 
       160.        50.        30.     0.0266   8.630E-4           D044300200479 
       160.        50.        34.      0.021   7.690E-4           D044300200480 
       160.        50.        38.     0.0187   7.270E-4           D044300200481 
       160.        50.        42.     0.0165   6.850E-4           D044300200482 
       160.        50.        46.     0.0145   6.420E-4           D044300200483 
       160.        50.        50.     0.0129   6.050E-4           D044300200484 
       160.        50.        54.     0.0109   5.580E-4           D044300200485 
       160.        50.        58.   9.900E-3   5.310E-4           D044300200486 
       160.        50.        62.   8.420E-3   4.890E-4           D044300200487 
       160.        50.        66.   7.190E-3   4.530E-4           D044300200488 
       160.        50.        70.   6.170E-3   4.190E-4           D044300200489 
       160.        50.        74.   5.400E-3   3.920E-4           D044300200490 
       160.        50.        78.   4.270E-3   3.490E-4           D044300200491 
       160.        50.        82.   3.840E-3   3.320E-4           D044300200492 
       160.        50.        86.   3.320E-3   3.080E-4           D044300200493 
       160.        50.        90.   2.630E-3   2.740E-4           D044300200494 
       160.        50.        94.   2.220E-3   2.520E-4           D044300200495 
       160.        50.        98.   1.830E-3   2.290E-4           D044300200496 
       160.        50.       102.   1.320E-3   1.940E-4           D044300200497 
       160.        50.       106.   1.190E-3   1.840E-4           D044300200498 
       160.        50.       110.   8.320E-4   1.540E-4           D044300200499 
       160.        50.       114.   6.340E-4   1.350E-4           D044300200500 
       160.        50.       118.   4.660E-4   1.160E-4           D044300200501 
       160.        50.       122.   3.440E-4   9.930E-5           D044300200502 
       160.        50.       126.   2.690E-4   8.780E-5           D044300200503 
       160.        50.       130.   1.470E-4   6.480E-5           D044300200504 
       160.        60.        30.     0.0202   5.410E-4           D044300200505 
       160.        60.        34.     0.0159   4.830E-4           D044300200506 
       160.        60.        38.     0.0136   4.480E-4           D044300200507 
       160.        60.        42.     0.0112   4.080E-4           D044300200508 
       160.        60.        46.   1.000E-2   3.850E-4           D044300200509 
       160.        60.        50.   8.690E-3   3.590E-4           D044300200510 
       160.        60.        54.   7.310E-3   3.300E-4           D044300200511 
       160.        60.        58.   6.020E-3   2.990E-4           D044300200512 
       160.        60.        62.   5.050E-3   2.750E-4           D044300200513 
       160.        60.        66.   4.220E-3   2.510E-4           D044300200514 
       160.        60.        70.   3.680E-3   2.340E-4           D044300200515 
       160.        60.        74.   3.050E-3   2.130E-4           D044300200516 
       160.        60.        78.   2.280E-3   1.850E-4           D044300200517 
       160.        60.        82.   1.920E-3   1.690E-4           D044300200518 
       160.        60.        86.   1.510E-3   1.500E-4           D044300200519 
       160.        60.        90.   1.230E-3   1.360E-4           D044300200520 
       160.        60.        94.   9.420E-4   1.190E-4           D044300200521 
       160.        60.        98.   7.150E-4   1.040E-4           D044300200522 
       160.        60.       102.   5.520E-4   9.080E-5           D044300200523 
       160.        60.       106.   3.470E-4   7.220E-5           D044300200524 
       160.        60.       110.   2.550E-4   6.190E-5           D044300200525 
       160.        60.       114.   2.380E-4   5.980E-5           D044300200526 
       160.        60.       118.   1.450E-4   4.650E-5           D044300200527 
       160.        60.       122.   7.320E-5   3.300E-5           D044300200528 
       160.        60.       126.   6.380E-5   3.100E-5           D044300200529 
       160.        60.       130.   4.510E-5   2.590E-5           D044300200530 
ENDDATA            523          0                                 D044300200531 
ENDSUBENT          530          0                                 D044300299999 
SUBENT        D0443003   20141125                             D096D044300300001 
BIB                  2          2                                 D044300300002 
REACTION   (27-CO-59(P,X)2-HE-3,,POL/DA/DE,,ANA)                  D044300300003 
HISTORY    (20141125A) On. REACTION (SF3,SF4) corrected           D044300300004 
ENDBIB               2          0                                 D044300300005 
NOCOMMON             0          0                                 D044300300006 
DATA                 5        521                                 D044300300007 
EN         ANG        E          DATA       ERR-S                 D044300300008 
MEV        ADEG       MEV        NO-DIM     NO-DIM                D044300300009 
       100.        10.        34.    -0.0321     0.0263           D044300300010 
       100.        10.        38.     0.0275     0.0269           D044300300011 
       100.        10.        42.    -0.0324     0.0272           D044300300012 
       100.        10.        46.    -0.0175     0.0275           D044300300013 
       100.        10.        50.    -0.0132     0.0276           D044300300014 
       100.        10.        54.    -0.0163     0.0277           D044300300015 
       100.        10.        58.     -0.015     0.0282           D044300300016 
       100.        10.        62.    -0.0189     0.0282           D044300300017 
       100.        10.        66.    -0.0126     0.0282           D044300300018 
       100.        10.        70.    -0.0613     0.0279           D044300300019 
       100.        10.        74.     -0.136     0.0259           D044300300020 
       100.        10.        78.     -0.147     0.0252           D044300300021 
       100.        10.        82.     -0.173     0.0234           D044300300022 
       100.        10.        86.     -0.194     0.0228           D044300300023 
       100.        10.        90.     -0.174     0.0266           D044300300024 
       100.        15.        34.  -5.620E-4      0.012           D044300300025 
       100.        15.        38.   6.870E-3     0.0123           D044300300026 
       100.        15.        42.   9.050E-3     0.0124           D044300300027 
       100.        15.        46.  -2.130E-3     0.0126           D044300300028 
       100.        15.        50.   3.180E-3     0.0128           D044300300029 
       100.        15.        54.    -0.0357     0.0129           D044300300030 
       100.        15.        58.    -0.0171     0.0132           D044300300031 
       100.        15.        62.  -8.680E-3     0.0134           D044300300032 
       100.        15.        66.    -0.0238     0.0135           D044300300033 
       100.        15.        70.    -0.0602     0.0134           D044300300034 
       100.        15.        74.     -0.116     0.0127           D044300300035 
       100.        15.        78.    -0.0953     0.0128           D044300300036 
       100.        15.        82.     -0.136      0.012           D044300300037 
       100.        15.        86.     -0.122      0.012           D044300300038 
       100.        15.        90.     -0.206     0.0139           D044300300039 
       100.        20.        34.     0.0116   9.730E-3           D044300300040 
       100.        20.        38.  -6.310E-4   9.960E-3           D044300300041 
       100.        20.        42.   1.710E-3     0.0101           D044300300042 
       100.        20.        46.     0.0127     0.0103           D044300300043 
       100.        20.        50.     0.0289     0.0106           D044300300044 
       100.        20.        54.      0.017     0.0109           D044300300045 
       100.        20.        58.   9.340E-3     0.0111           D044300300046 
       100.        20.        62.  -8.670E-3     0.0115           D044300300047 
       100.        20.        66.     0.0326     0.0116           D044300300048 
       100.        20.        70.    -0.0325     0.0118           D044300300049 
       100.        20.        74.    -0.0537     0.0115           D044300300050 
       100.        20.        78.    -0.0646     0.0115           D044300300051 
       100.        20.        82.    -0.0773     0.0117           D044300300052 
       100.        20.        86.     -0.107     0.0114           D044300300053 
       100.        20.        90.     -0.198     0.0135           D044300300054 
       100.        25.        34.     0.0264   7.570E-3           D044300300055 
       100.        25.        38.     0.0233   7.840E-3           D044300300056 
       100.        25.        42.      0.022   8.030E-3           D044300300057 
       100.        25.        46.     0.0171   8.280E-3           D044300300058 
       100.        25.        50.     0.0325   8.570E-3           D044300300059 
       100.        25.        54.     0.0216   8.850E-3           D044300300060 
       100.        25.        58.     0.0217   9.190E-3           D044300300061 
       100.        25.        62.     0.0154   9.440E-3           D044300300062 
       100.        25.        66.     0.0433   9.790E-3           D044300300063 
       100.        25.        70.   7.730E-3     0.0103           D044300300064 
       100.        25.        74.  -1.250E-3     0.0104           D044300300065 
       100.        25.        78.      0.013     0.0103           D044300300066 
       100.        25.        82.    -0.0208     0.0112           D044300300067 
       100.        25.        86.    -0.0841     0.0107           D044300300068 
       100.        25.        90.     -0.123     0.0127           D044300300069 
       100.        30.        34.   5.050E-3   8.490E-3           D044300300070 
       100.        30.        38.     0.0193   8.830E-3           D044300300071 
       100.        30.        42.     0.0255   9.180E-3           D044300300072 
       100.        30.        46.     0.0232   9.500E-3           D044300300073 
       100.        30.        50.     0.0212   9.940E-3           D044300300074 
       100.        30.        54.     0.0348     0.0103           D044300300075 
       100.        30.        58.     0.0615      0.011           D044300300076 
       100.        30.        62.     0.0455     0.0115           D044300300077 
       100.        30.        66.      0.065      0.012           D044300300078 
       100.        30.        70.     0.0917     0.0127           D044300300079 
       100.        30.        74.     0.0892     0.0134           D044300300080 
       100.        30.        78.      0.106      0.014           D044300300081 
       100.        30.        82.      0.117     0.0154           D044300300082 
       100.        30.        86.     0.0102      0.015           D044300300083 
       100.        30.        90.     0.0698     0.0193           D044300300084 
       100.        35.        34.     0.0148   7.000E-3           D044300300085 
       100.        35.        38.     0.0319   7.320E-3           D044300300086 
       100.        35.        42.     0.0278   7.700E-3           D044300300087 
       100.        35.        46.     0.0307   8.090E-3           D044300300088 
       100.        35.        50.     0.0196   8.510E-3           D044300300089 
       100.        35.        54.     0.0286   9.050E-3           D044300300090 
       100.        35.        58.     0.0294   9.540E-3           D044300300091 
       100.        35.        62.     0.0544     0.0102           D044300300092 
       100.        35.        66.     0.0852     0.0108           D044300300093 
       100.        35.        70.     0.0935     0.0115           D044300300094 
       100.        35.        74.      0.107     0.0125           D044300300095 
       100.        35.        78.      0.156     0.0138           D044300300096 
       100.        35.        82.      0.202     0.0149           D044300300097 
       100.        35.        86.      0.187     0.0154           D044300300098 
       100.        35.        90.      0.181     0.0217           D044300300099 
       100.        40.        34.     0.0196   6.800E-3           D044300300100 
       100.        40.        38.   8.170E-3   7.150E-3           D044300300101 
       100.        40.        42.     0.0181   7.630E-3           D044300300102 
       100.        40.        46.     0.0325   8.100E-3           D044300300103 
       100.        40.        50.     0.0294   8.630E-3           D044300300104 
       100.        40.        54.     0.0336   9.270E-3           D044300300105 
       100.        40.        58.      0.036   9.870E-3           D044300300106 
       100.        40.        62.     0.0492     0.0106           D044300300107 
       100.        40.        66.     0.0361     0.0115           D044300300108 
       100.        40.        70.     0.0582     0.0126           D044300300109 
       100.        40.        74.     0.0375     0.0137           D044300300110 
       100.        40.        78.     0.0996     0.0157           D044300300111 
       100.        40.        82.      0.157     0.0171           D044300300112 
       100.        40.        86.      0.171     0.0188           D044300300113 
       100.        40.        90.       0.22     0.0283           D044300300114 
       100.        50.        34.   3.170E-3   5.090E-3           D044300300115 
       100.        50.        38.   8.410E-3   5.480E-3           D044300300116 
       100.        50.        42.   4.050E-3   5.850E-3           D044300300117 
       100.        50.        46.      0.016   6.320E-3           D044300300118 
       100.        50.        50.     0.0109   6.790E-3           D044300300119 
       100.        50.        54.     0.0133   7.360E-3           D044300300120 
       100.        50.        58.     0.0233   7.940E-3           D044300300121 
       100.        50.        62.     0.0198   8.700E-3           D044300300122 
       100.        50.        66.     0.0285   9.430E-3           D044300300123 
       100.        50.        70.     0.0384     0.0103           D044300300124 
       100.        50.        74.     0.0572     0.0115           D044300300125 
       100.        50.        78.     0.0752     0.0127           D044300300126 
       100.        50.        82.      0.085     0.0139           D044300300127 
       100.        50.        86.     0.0991     0.0157           D044300300128 
       100.        50.        90.     0.0751     0.0204           D044300300129 
       100.        60.        34.    -0.0201   7.020E-3           D044300300130 
       100.        60.        38.    -0.0107   7.670E-3           D044300300131 
       100.        60.        42.     -0.023   8.340E-3           D044300300132 
       100.        60.        46.    -0.0201   9.180E-3           D044300300133 
       100.        60.        50.    -0.0206     0.0101           D044300300134 
       100.        60.        54.    -0.0182      0.011           D044300300135 
       100.        60.        58.  -6.920E-3     0.0122           D044300300136 
       100.        60.        62.  -9.610E-3     0.0134           D044300300137 
       100.        60.        66.    -0.0347     0.0148           D044300300138 
       100.        60.        70.    -0.0335     0.0167           D044300300139 
       100.        60.        74.  -4.400E-3     0.0187           D044300300140 
       100.        60.        78.    -0.0289      0.021           D044300300141 
       100.        60.        82.   6.390E-3     0.0233           D044300300142 
       100.        60.        86.  -5.420E-3     0.0269           D044300300143 
       100.        60.        90.     -0.038     0.0343           D044300300144 
       100.        80.        34.    -0.0307   3.360E-3           D044300300145 
       100.        80.        38.    -0.0345   3.840E-3           D044300300146 
       100.        80.        42.    -0.0485   4.410E-3           D044300300147 
       100.        80.        46.     -0.046   5.060E-3           D044300300148 
       100.        80.        50.    -0.0431   5.830E-3           D044300300149 
       100.        80.        54.    -0.0619   6.730E-3           D044300300150 
       100.        80.        58.    -0.0755   7.790E-3           D044300300151 
       100.        80.        62.    -0.0667   9.210E-3           D044300300152 
       100.        80.        66.     -0.059     0.0108           D044300300153 
       100.        80.        70.    -0.0873     0.0129           D044300300154 
       100.        80.        74.    -0.0648     0.0153           D044300300155 
       100.        80.        78.    -0.0495     0.0182           D044300300156 
       100.        80.        82.    -0.0619     0.0218           D044300300157 
       100.        80.        86.   6.590E-3     0.0283           D044300300158 
       100.        80.        90.    -0.0433     0.0349           D044300300159 
       100.       100.        34.  -5.590E-3   4.640E-3           D044300300160 
       100.       100.        38.  -3.930E-3   5.570E-3           D044300300161 
       100.       100.        42.  -8.330E-3   6.700E-3           D044300300162 
       100.       100.        46.   1.540E-3   8.070E-3           D044300300163 
       100.       100.        50.      -0.02   9.710E-3           D044300300164 
       100.       100.        54.  -6.160E-3     0.0118           D044300300165 
       100.       100.        58.    -0.0171     0.0143           D044300300166 
       100.       100.        62.  -8.990E-3     0.0175           D044300300167 
       100.       100.        66.     0.0325     0.0215           D044300300168 
       100.       100.        70.     -0.041     0.0259           D044300300169 
       100.       100.        74.     0.0415     0.0317           D044300300170 
       100.       100.        78.      0.058     0.0384           D044300300171 
       100.       100.        82.     0.0316      0.047           D044300300172 
       100.       100.        86.   4.100E-3     0.0578           D044300300173 
       100.       100.        90.      0.265     0.0666           D044300300174 
       130.        15.        30.     0.0134      0.011           D044300300175 
       130.        15.        34.     0.0248     0.0114           D044300300176 
       130.        15.        38.  -9.790E-3     0.0117           D044300300177 
       130.        15.        42.    -0.0157     0.0122           D044300300178 
       130.        15.        46.      -8.49        50.           D044300300179 
       130.        15.        50.     0.0129     0.0128           D044300300180 
       130.        15.        54.   6.930E-3      0.013           D044300300181 
       130.        15.        58.    -0.0202     0.0133           D044300300182 
       130.        15.        62.     0.0164     0.0138           D044300300183 
       130.        15.        66.     -0.033      0.014           D044300300184 
       130.        15.        70.     0.0236     0.0142           D044300300185 
       130.        15.        74.   6.080E-3     0.0147           D044300300186 
       130.        15.        78.   5.140E-3     0.0149           D044300300187 
       130.        15.        82.    -0.0377     0.0154           D044300300188 
       130.        15.        86.     -0.085     0.0153           D044300300189 
       130.        15.        90.     -0.074     0.0155           D044300300190 
       130.        15.        94.     -0.106     0.0156           D044300300191 
       130.        15.        98.      -0.15     0.0159           D044300300192 
       130.        15.       102.     -0.186     0.0158           D044300300193 
       130.        15.       106.     -0.217     0.0158           D044300300194 
       130.        15.       110.     -0.192     0.0154           D044300300195 
       130.        15.       114.     -0.312     0.0182           D044300300196 
       130.        15.       118.    -0.0383     0.0425           D044300300197 
       130.        15.       122.       0.13     0.0963           D044300300198 
       130.        20.        30.  -1.920E-3     0.0113           D044300300199 
       130.        20.        34.   9.920E-3     0.0119           D044300300200 
       130.        20.        38.    -0.0313     0.0124           D044300300201 
       130.        20.        42.     0.0426     0.0125           D044300300202 
       130.        20.        46.     0.0136     0.0131           D044300300203 
       130.        20.        50.   3.310E-3     0.0134           D044300300204 
       130.        20.        54.     0.0273     0.0139           D044300300205 
       130.        20.        58.     0.0199     0.0142           D044300300206 
       130.        20.        62.    -0.0122     0.0147           D044300300207 
       130.        20.        66.      0.045     0.0153           D044300300208 
       130.        20.        70.    -0.0149     0.0157           D044300300209 
       130.        20.        74.     0.0104     0.0162           D044300300210 
       130.        20.        78.     0.0347     0.0169           D044300300211 
       130.        20.        82.   7.440E-3     0.0174           D044300300212 
       130.        20.        86.     0.0227     0.0178           D044300300213 
       130.        20.        90.    -0.0324      0.019           D044300300214 
       130.        20.        94.    -0.0199     0.0195           D044300300215 
       130.        20.        98.    -0.0923     0.0202           D044300300216 
       130.        20.       102.    -0.0471     0.0207           D044300300217 
       130.        20.       106.    -0.0733     0.0215           D044300300218 
       130.        20.       110.     -0.154     0.0212           D044300300219 
       130.        20.       114.     -0.192     0.0249           D044300300220 
       130.        25.        30.   7.180E-4     0.0105           D044300300221 
       130.        25.        34.     0.0121      0.011           D044300300222 
       130.        25.        38.    -0.0167     0.0115           D044300300223 
       130.        25.        42.     0.0151      0.012           D044300300224 
       130.        25.        46.     0.0209     0.0124           D044300300225 
       130.        25.        50.     0.0169      0.013           D044300300226 
       130.        25.        54.     0.0224     0.0134           D044300300227 
       130.        25.        58.     0.0156     0.0141           D044300300228 
       130.        25.        62.     0.0125     0.0145           D044300300229 
       130.        25.        66.     0.0186     0.0151           D044300300230 
       130.        25.        70.     0.0476      0.016           D044300300231 
       130.        25.        74.     0.0109     0.0165           D044300300232 
       130.        25.        78.     0.0682     0.0174           D044300300233 
       130.        25.        82.   6.450E-3     0.0186           D044300300234 
       130.        25.        86.     0.0667     0.0195           D044300300235 
       130.        25.        90.     0.0702     0.0206           D044300300236 
       130.        25.        94.     0.0743     0.0225           D044300300237 
       130.        25.        98.      0.121     0.0234           D044300300238 
       130.        25.       102.      0.175     0.0259           D044300300239 
       130.        25.       106.      0.163     0.0274           D044300300240 
       130.        25.       110.      0.107     0.0287           D044300300241 
       130.        25.       114.      0.085     0.0384           D044300300242 
       130.        25.       118.       0.17     0.0803           D044300300243 
       130.        25.       122.    -0.0517      0.186           D044300300244 
       130.        30.        30.    -0.0138   8.470E-3           D044300300245 
       130.        30.        34.    -0.0139   8.960E-3           D044300300246 
       130.        30.        38.     0.0144   9.360E-3           D044300300247 
       130.        30.        42.  -9.610E-3   9.780E-3           D044300300248 
       130.        30.        46.     0.0178     0.0102           D044300300249 
       130.        30.        50.     0.0187     0.0106           D044300300250 
       130.        30.        54.     0.0362     0.0111           D044300300251 
       130.        30.        58.     0.0218     0.0117           D044300300252 
       130.        30.        62.  -6.870E-3     0.0121           D044300300253 
       130.        30.        66.     0.0147     0.0129           D044300300254 
       130.        30.        70.      0.048     0.0136           D044300300255 
       130.        30.        74.  -1.560E-3     0.0143           D044300300256 
       130.        30.        78.     0.0409     0.0153           D044300300257 
       130.        30.        82.     0.0594     0.0161           D044300300258 
       130.        30.        86.     0.0554     0.0174           D044300300259 
       130.        30.        90.     0.0524     0.0189           D044300300260 
       130.        30.        94.     0.0639     0.0206           D044300300261 
       130.        30.        98.       0.07     0.0222           D044300300262 
       130.        30.       102.      0.134     0.0241           D044300300263 
       130.        30.       106.      0.165     0.0266           D044300300264 
       130.        30.       110.      0.216     0.0296           D044300300265 
       130.        30.       114.      0.192     0.0392           D044300300266 
       130.        30.       118.      0.262     0.0871           D044300300267 
       130.        30.       122.      0.448      0.125           D044300300268 
       130.        35.        30.    -0.0269   9.330E-3           D044300300269 
       130.        35.        34.     -0.019   9.850E-3           D044300300270 
       130.        35.        38.  -5.670E-3     0.0104           D044300300271 
       130.        35.        42.    -0.0121      0.011           D044300300272 
       130.        35.        46.   1.440E-3     0.0115           D044300300273 
       130.        35.        50.   5.780E-3     0.0121           D044300300274 
       130.        35.        54.     0.0101     0.0129           D044300300275 
       130.        35.        58.   9.350E-3     0.0134           D044300300276 
       130.        35.        62.   5.780E-3     0.0144           D044300300277 
       130.        35.        66.     0.0447     0.0149           D044300300278 
       130.        35.        70.     0.0374     0.0159           D044300300279 
       130.        35.        74.   4.330E-3     0.0172           D044300300280 
       130.        35.        78.     0.0213     0.0185           D044300300281 
       130.        35.        82.   5.890E-3       0.02           D044300300282 
       130.        35.        86.      0.018     0.0221           D044300300283 
       130.        35.        90.    -0.0392     0.0237           D044300300284 
       130.        35.        94.  -1.220E-3     0.0274           D044300300285 
       130.        35.        98.     0.0819     0.0288           D044300300286 
       130.        35.       102.     0.0504     0.0319           D044300300287 
       130.        35.       106.  -3.050E-3     0.0392           D044300300288 
       130.        35.       110.    -0.0274      0.042           D044300300289 
       130.        35.       114.    -0.0131     0.0579           D044300300290 
       130.        35.       118.     0.0125      0.119           D044300300291 
       130.        35.       122.    -0.0607      0.201           D044300300292 
       130.        40.        30.  -1.060E-3   8.770E-3           D044300300293 
       130.        40.        34.     0.0128   9.490E-3           D044300300294 
       130.        40.        38.    -0.0116   1.000E-2           D044300300295 
       130.        40.        42.  -9.150E-3     0.0106           D044300300296 
       130.        40.        46.   8.660E-3     0.0112           D044300300297 
       130.        40.        50.     0.0166      0.012           D044300300298 
       130.        40.        54.     0.0236     0.0126           D044300300299 
       130.        40.        58.   6.290E-3     0.0134           D044300300300 
       130.        40.        62.  -4.450E-3     0.0144           D044300300301 
       130.        40.        66.      0.013     0.0155           D044300300302 
       130.        40.        70.   1.950E-3     0.0167           D044300300303 
       130.        40.        74.     0.0115     0.0178           D044300300304 
       130.        40.        78.     0.0323     0.0199           D044300300305 
       130.        40.        82.  -5.860E-3     0.0211           D044300300306 
       130.        40.        86.      0.015     0.0236           D044300300307 
       130.        40.        90.     0.0439     0.0262           D044300300308 
       130.        40.        94.  -4.050E-3     0.0284           D044300300309 
       130.        40.        98.      0.132     0.0343           D044300300310 
       130.        40.       102.      0.115     0.0382           D044300300311 
       130.        40.       106.      0.121     0.0459           D044300300312 
       130.        40.       110.      0.249     0.0522           D044300300313 
       130.        40.       114.     0.0878     0.0844           D044300300314 
       130.        50.        30.   8.800E-3     0.0156           D044300300315 
       130.        50.        34.     0.0111     0.0136           D044300300316 
       130.        50.        38.    -0.0605     0.0146           D044300300317 
       130.        50.        42.    -0.0106      0.016           D044300300318 
       130.        50.        46.     0.0265      0.017           D044300300319 
       130.        50.        50.    -0.0197     0.0185           D044300300320 
       130.        50.        54.     0.0556       0.02           D044300300321 
       130.        50.        58.     -0.022     0.0213           D044300300322 
       130.        50.        62.     0.0297     0.0234           D044300300323 
       130.        50.        66.    -0.0119     0.0252           D044300300324 
       130.        50.        70.    -0.0156     0.0272           D044300300325 
       130.        50.        74.     -0.106     0.0302           D044300300326 
       130.        50.        78.    -0.0362      0.034           D044300300327 
       130.        50.        82.    -0.0181     0.0381           D044300300328 
       130.        50.        86.     -0.242     0.0408           D044300300329 
       130.        50.        90.   1.870E-3     0.0496           D044300300330 
       130.        50.        94.      0.017     0.0524           D044300300331 
       130.        50.        98.     -0.101     0.0669           D044300300332 
       130.        50.       102.    -0.0153     0.0783           D044300300333 
