ENTRY            D0071   20040203                             0000D007100000001 
SUBENT        D0071001   20040203                             0000D007100100001 
BIB                 12         20                                 D007100100002 
TITLE      The (d,a) reaction on 19F                              D007100100003 
AUTHOR     (A.Z.El-Behay,M.A.Farouk,M.H.Nassef,I.I.Zaloubovsky)   D007100100004 
INSTITUTE  (3EGYCAI)                                              D007100100005 
REFERENCE  (J,NP,61,282,1965)                                     D007100100006 
FACILITY   (VDG)                                                  D007100100007 
DETECTOR   (SIBAR) Two n-silicon semiconductor detectors which    D007100100008 
           were able to rotate independently in the horizontal    D007100100009 
           plane from 20 to 160 degr. One of the detectors was    D007100100010 
           used as a monitor and was placed at the angle of       D007100100011 
           150 degr. with respect to beam.                        D007100100012 
SAMPLE     A layer of Ca F2 evaporated on a thin silver backing   D007100100013 
           aerved as a target. The thickness of the target was    D007100100014 
           about 0.7 mg/cm2.                                      D007100100015 
MONITOR    (20-CA-0(D,EL)20-CA-0,,DA)                             D007100100016 
           (47-AG-0(D,EL)47-AG-0,,DA)                             D007100100017 
EN-SEC     (E-LVL,8-O-17) The values for the levels compiler      D007100100018 
           took from the DB ENSDF. They are absent in the article D007100100019 
STATUS     (CURVE) Digitized curves from the article              D007100100020 
ERR-ANALYS (ERR-DIG)   Digitizing error                           D007100100021 
HISTORY    (20040203C) SD                                         D007100100022 
ENDBIB              20          0                                 D007100100023 
NOCOMMON             0          0                                 D007100100024 
ENDSUBENT           23          0                                 D007100199999 
SUBENT        D0071002   20040203                             0000D007100200001 
BIB                  3          5                                 D007100200002 
REACTION   (9-F-19(D,A)8-O-17,PAR,DA)                             D007100200003 
ERR-ANALYS (EN-ERR-DIG)    Digitizing error                       D007100200004 
           (DATA-ERR) Experimental error                          D007100200005 
STATUS     (CURVE) fig. 3,4 The data are given as function of     D007100200006 
           the energy                                             D007100200007 
ENDBIB               5          0                                 D007100200008 
COMMON               2          3                                 D007100200009 
EN-ERR-DIG ERR-DIG                                                D007100200010 
MEV        MB/SR                                                  D007100200011 
 0.002        0.005                                               D007100200012 
ENDCOMMON            3          0                                 D007100200013 
DATA                 5        405                                 D007100200014 
ANG        E-LVL      EN         DATA       DATA-ERR              D007100200015 
 150.00     3.8430     2.3482     1.8818    0.12325               D007100200360 
 150.00     3.8430     2.3733     1.8371    0.10766               D007100200361 
 150.00     3.8430     2.3949     1.9462    0.13884               D007100200362 
 150.00     3.8430     2.4263     1.8556    0.12325               D007100200363 
 150.00     4.5530    0.99699    0.48608    0.38685E-01           D007100200364 
 150.00     4.5530     1.0248    0.56440    0.38685E-01           D007100200365 
 150.00     4.5530     1.0462    0.65798    0.46422E-01           D007100200366 
 150.00     4.5530     1.0744    0.65120    0.54159E-01           D007100200367 
 150.00     4.5530     1.0993    0.68299    0.46422E-01           D007100200368 
 150.00     4.5530     1.1236    0.82310    0.54159E-01           D007100200369 
 150.00     4.5530     1.1473     1.0715    0.69528E-01           D007100200370 
 150.00     4.5530     1.1724     1.0646    0.46422E-01           D007100200371 
 150.00     4.5530     1.1966     1.2125    0.54159E-01           D007100200372 
 150.00     4.5530     1.2203     1.4609    0.92844E-01           D007100200373 
 150.00     4.5530     1.2447     1.5856    0.92950E-01           D007100200374 
 150.00     4.5530     1.2716     1.8186    0.11606               D007100200375 
 150.00     4.5530     1.2966     1.8195    0.69528E-01           D007100200376 
 150.00     4.5530     1.3208     1.9828    0.10832               D007100200377 
 150.00     4.5530     1.3484     2.0921    0.10832               D007100200378 
 150.00     4.5530     1.3691     2.3094    0.11616               D007100200379 
 150.00     4.5530     1.3958     2.0085    0.12379               D007100200380 
 150.00     4.5530     1.4205     2.0790    0.13927               D007100200381 
 150.00     4.5530     1.4473     2.3430    0.11606               D007100200382 
 150.00     4.5530     1.4692     2.3360    0.12390               D007100200383 
 150.00     4.5530     1.5005     2.3526    0.85107E-01           D007100200384 
 150.00     4.5530     1.5251     1.8581    0.10048               D007100200385 
 150.00     4.5530     1.5497     1.9441    0.17021               D007100200386 
 150.00     4.5530     1.5734     1.6276    0.92844E-01           D007100200387 
 150.00     4.5530     1.5979     1.7368    0.12390               D007100200388 
 150.00     4.5530     1.6260     1.7377    0.92844E-01           D007100200389 
 150.00     4.5530     1.6483     1.6766    0.10058               D007100200390 
 150.00     4.5530     1.6730     1.7393    0.12390               D007100200391 
 150.00     4.5530     1.6986     1.6473    0.13153               D007100200392 
 150.00     4.5530     1.7214     1.4933    0.10058               D007100200393 
 150.00     4.5530     1.7462     1.5328    0.92950E-01           D007100200394 
 150.00     4.5530     1.7745     1.5260    0.10832               D007100200395 
 150.00     4.5530     1.7999     1.4573    0.77370E-01           D007100200396 
 150.00     4.5530     1.8250     1.4581    0.85107E-01           D007100200397 
 150.00     4.5530     1.8491     1.0643    0.92844E-01           D007100200398 
 150.00     4.5530     1.8729     1.2817    0.77370E-01           D007100200399 
 150.00     4.5530     1.8988     1.1356    0.10069               D007100200400 
 150.00     4.5530     1.9245     1.0126    0.77370E-01           D007100200401 
 150.00     4.5530     1.9497    0.99800    0.11606               D007100200402 
 150.00     4.5530     1.9754    0.88279    0.92844E-01           D007100200403 
 150.00     4.5530     2.0000    0.96101    0.10048               D007100200404 
 150.00     4.5530     2.0250    0.97733    0.13927               D007100200405 
 150.00     4.5530     2.0511     1.3574    0.10058               D007100200406 
 150.00     4.5530     2.0729     1.3813    0.13937               D007100200407 
 150.00     4.5530     2.0994     1.1114    0.19343               D007100200408 
 150.00     4.5530     2.1264     1.3290    0.16258               D007100200409 
 150.00     4.5530     2.1493     1.1595    0.17021               D007100200410 
 150.00     4.5530     2.1746     1.1217    0.13916               D007100200411 
 150.00     4.5530     2.2003    0.99872    0.14700               D007100200412 
 150.00     4.5530     2.2274     1.2008    0.85107E-01           D007100200413 
 150.00     4.5530     2.2518     1.3177    0.69633E-01           D007100200414 
 150.00     4.5530     2.2751     1.0632    0.10069               D007100200415 
 150.00     4.5530     2.2998     1.1414    0.46528E-01           D007100200416 
 150.00     4.5530     2.3278     1.1655    0.69528E-01           D007100200417 
 150.00     4.5530     2.3494     1.2282    0.10058               D007100200418 
 150.00     4.5530     2.3770     1.3452    0.85107E-01           D007100200419 
 150.00     4.5530     2.3972     1.6477    0.11616               D007100200420 
 150.00     4.5530     2.4249     1.7492    0.11606               D007100200421 
ENDDATA            407          0                                 D007100200422 
ENDSUBENT          421          0                                 D007100299999 
SUBENT        D0071003   20040203                             0000D007100300001 
BIB                  3          5                                 D007100300002 
REACTION   (9-F-19(D,A)8-O-17,PAR,DA)                             D007100300003 
ERR-ANALYS (EN-ERR-DIG) Digitizing error                          D007100300004 
           (DATA-ERR) Experimental error                          D007100300005 
STATUS     (CURVE) fig. 3 The data are given as function of       D007100300006 
           the energy                                             D007100300007 
ENDBIB               5          0                                 D007100300008 
COMMON               3          3                                 D007100300009 
ANG        EN-ERR-DIG ERR-DIG                                     D007100300010 
ADEG       MEV        MB/SR                                       D007100300011 
 150.0      0.002        0.008                                    D007100300012 
ENDCOMMON            3          0                                 D007100300013 
DATA                 5        103                                 D007100300014 
E-LVL-MIN  E-LVL-MAX  EN         DATA       DATA-ERR              D007100300015 
MEV        MEV        MEV        MB/SR      MB/SR                 D007100300016 
 5.0850     5.2160     1.0737    0.59893    0.12371               D007100300017 
 5.0850     5.2160     1.0985    0.64678    0.12353               D007100300018 
 5.0850     5.2160     1.1230    0.84927    0.10825               D007100300019 
 5.0850     5.2160     1.1478    0.88166    0.12371               D007100300020 
 5.0850     5.2160     1.1730    0.77487    0.13917               D007100300021 
 5.0850     5.2160     1.1979    0.80726    0.10824               D007100300022 
 5.0850     5.2160     1.2221     1.1335    0.20103               D007100300023 
 5.0850     5.2160     1.2496     1.3516    0.17010               D007100300024 
 5.0850     5.2160     1.2739     1.6159    0.12353               D007100300025 
 5.0850     5.2160     1.2977     2.0968    0.10824               D007100300026 
 5.0850     5.2160     1.3191     2.2681    0.13917               D007100300027 
 5.0850     5.2160     1.3492     2.7339    0.17010               D007100300028 
 5.0850     5.2160     1.3757     3.3541    0.15464               D007100300029 
 5.0850     5.2160     1.3943     3.4325    0.18575               D007100300030 
 5.0850     5.2160     1.4236     2.8929    0.24742               D007100300031 
 5.0850     5.2160     1.4459     2.6932    0.17028               D007100300032 
 5.0850     5.2160     1.4721     3.4525    0.24723               D007100300033 
 5.0850     5.2160     1.4993     3.8253    0.20103               D007100300034 
 5.0850     5.2160     1.5197     4.4142    0.30945               D007100300035 
 5.0850     5.2160     1.5460     5.1581    0.34038               D007100300036 
 5.0850     5.2160     1.5745     4.9896    0.23195               D007100300037 
 5.0850     5.2160     1.5991     5.0993    0.24742               D007100300038 
 5.0850     5.2160     1.6244     4.9771    0.38641               D007100300039 
 5.0850     5.2160     1.6494     4.9476    0.26288               D007100300040 
 5.0850     5.2160     1.6726     5.6604    0.23195               D007100300041 
 5.0850     5.2160     1.6980     5.4763    0.24742               D007100300042 
 5.0850     5.2160     1.7207     5.1219    0.18556               D007100300043 
 5.0850     5.2160     1.7486     5.1854    0.18556               D007100300044 
 5.0850     5.2160     1.7742     4.8931    0.26270               D007100300045 
 5.0850     5.2160     1.8023     4.8638    0.26288               D007100300046 
 5.0850     5.2160     1.8255     4.2775    0.24723               D007100300047 
 5.0850     5.2160     1.8507     4.1861    0.15464               D007100300048 
 5.0850     5.2160     1.8732     3.8936    0.17010               D007100300049 
 5.0850     5.2160     1.9010     4.0035    0.20103               D007100300050 
 5.0850     5.2160     1.9229     3.9738    0.23195               D007100300051 
 5.0850     5.2160     1.9525     4.6251    0.29381               D007100300052 
 5.0850     5.2160     1.9753     4.2089    0.26288               D007100300053 
 5.0850     5.2160     2.0015     3.7001    0.21649               D007100300054 
 5.0850     5.2160     2.0232     3.7323    0.23177               D007100300055 
 5.0850     5.2160     2.0500     4.2751    0.29381               D007100300056 
 5.0850     5.2160     2.1036     3.9999    0.29362               D007100300057 
 5.0850     5.2160     2.1248     4.2641    0.29399               D007100300058 
 5.0850     5.2160     2.1504     3.9872    0.24742               D007100300059 
 5.0850     5.2160     2.1741     4.4990    0.30927               D007100300060 
 5.0850     5.2160     2.1991     4.5004    0.32473               D007100300061 
 5.0850     5.2160     2.2223     3.8986    0.24742               D007100300062 
 5.0850     5.2160     2.2493     4.3332    0.29399               D007100300063 
 5.0850     5.2160     2.2748     4.1182    0.23195               D007100300064 
 5.0850     5.2160     2.2994     4.2434    0.27834               D007100300065 
 5.0850     5.2160     2.3258     3.6263    0.27816               D007100300066 
 5.0850     5.2160     2.3472     2.4986    0.41770               D007100300067 
 5.0850     5.2160     2.3716     2.7474    0.30927               D007100300068 
 5.0850     5.2160     2.3995     2.7955    0.27834               D007100300069 
 5.3790     5.7330     1.2022     2.5531    0.13892               D007100300070 
 5.3790     5.7330     1.2243     2.4461    0.10835               D007100300071 
 5.3790     5.7330     1.2526     2.3085    0.15454               D007100300072 
 5.3790     5.7330     1.2787     1.7998    0.12363               D007100300073 
 5.3790     5.7330     1.3032     1.9711    0.12347               D007100300074 
 5.3790     5.7330     1.3271     2.4825    0.12363               D007100300075 
 5.3790     5.7330     1.3543     2.8394    0.21636               D007100300076 
 5.3790     5.7330     1.3790     2.9798    0.13909               D007100300077 
 5.3790     5.7330     1.4008     2.9964    0.20074               D007100300078 
 5.3790     5.7330     1.4301     2.4261    0.32454               D007100300079 
 5.3790     5.7330     1.4513     2.6745    0.21636               D007100300080 
 5.3790     5.7330     1.4757     2.9231    0.21619               D007100300081 
 5.3790     5.7330     1.5004     3.0326    0.16983               D007100300082 
 5.3790     5.7330     1.5243     3.5131    0.23181               D007100300083 
 5.3790     5.7330     1.5487     3.7926    0.24727               D007100300084 
 5.3790     5.7330     1.5769     3.6859    0.21619               D007100300085 
 5.3790     5.7330     1.5976     4.2125    0.27834               D007100300086 
 5.3790     5.7330     1.6253     4.3994    0.23181               D007100300087 
 5.3790     5.7330     1.6500     4.4935    0.30908               D007100300088 
 5.3790     5.7330     1.6760     5.4686    0.26272               D007100300089 
 5.3790     5.7330     1.7000     5.8872    0.24727               D007100300090 
 5.3790     5.7330     1.7273     6.2287    0.26272               D007100300091 
 5.3790     5.7330     1.7517     6.4772    0.26272               D007100300092 
 5.3790     5.7330     1.7762     6.6949    0.35561               D007100300093 
 5.3790     5.7330     1.8031     7.2219    0.27818               D007100300094 
 5.3790     5.7330     1.8305     7.5170    0.35561               D007100300095 
 5.3790     5.7330     1.8528     7.2709    0.29363               D007100300096 
 5.3790     5.7330     1.8769     6.2521    0.35561               D007100300097 
 5.3790     5.7330     1.9002     7.0106    0.23181               D007100300098 
 5.3790     5.7330     1.9282     7.0121    0.26256               D007100300099 
 5.3790     5.7330     1.9526     7.2607    0.26272               D007100300100 
 5.3790     5.7330     1.9784     5.4228    0.41726               D007100300101 
 5.3790     5.7330     1.9996     4.2957    0.35545               D007100300102 
 5.3790     5.7330     2.0246     5.6880    0.32471               D007100300103 
 5.3790     5.7330     2.0525     5.7359    0.30908               D007100300104 
 5.3790     5.7330     2.0740     5.8916    0.34016               D007100300105 
 5.3790     5.7330     2.0993     5.7229    0.37107               D007100300106 
 5.3790     5.7330     2.1265     6.1262    0.35545               D007100300107 
 5.3790     5.7330     2.1487     5.9729    0.30925               D007100300108 
 5.3790     5.7330     2.1755     6.5307    0.32454               D007100300109 
 5.3790     5.7330     2.2002     6.6557    0.34016               D007100300110 
 5.3790     5.7330     2.2265     6.0234    0.30908               D007100300111 
 5.3790     5.7330     2.2500     6.6583    0.34016               D007100300112 
 5.3790     5.7330     2.2750     6.6596    0.33999               D007100300113 
 5.3790     5.7330     2.3006     7.8047    0.40181               D007100300114 
 5.3790     5.7330     2.3255     6.3532    0.41743               D007100300115 
 5.3790     5.7330     2.3518     5.7518    0.38636               D007100300116 
 5.3790     5.7330     2.3759     6.1240    0.40198               D007100300117 
 5.3790     5.7330     2.3992     5.4298    0.41710               D007100300118 
 5.3790     5.7330     2.4194     6.2036    0.27834               D007100300119 
ENDDATA            105          0                                 D007100300120 
ENDSUBENT          119          0                                 D007100399999 
SUBENT        D0071004   20040203                             0000D007100400001 
BIB                  3          5                                 D007100400002 
REACTION   (9-F-19(D,A)8-O-17,PAR,DA)                             D007100400003 
ERR-ANALYS (ANG-ERR-D)  Digitizing error                          D007100400004 
           (DATA-ERR) Experimental error                          D007100400005 
STATUS     (CURVE) fig. 6 The data are given as function of       D007100400006 
           the angle                                              D007100400007 
ENDBIB               5          0                                 D007100400008 
COMMON               2          3                                 D007100400009 
ANG-ERR-D  ERR-DIG                                                D007100400010 
ADEG       MB/SR                                                  D007100400011 
 0.5         0.01                                                 D007100400012 
ENDCOMMON            3          0                                 D007100400013 
DATA                 5        403                                 D007100400014 
E-LVL      EN         ANG        DATA       DATA-ERR              D007100400015 
MEV        MEV        ADEG       MB/SR      MB/SR                 D007100400016 
 0.0000     1.1000     20.089    0.87298    0.92218E-01           D007100400017 
 0.0000     1.1000     30.270    0.61888    0.92218E-01           D007100400018 
 0.0000     1.1000     39.762    0.42580    0.10759               D007100400019 
 0.0000     1.1000     50.925    0.38777    0.92218E-01           D007100400020 
 0.0000     1.1000     59.638    0.33257    0.92218E-01           D007100400021 
 0.0000     1.1000     75.212    0.22083    0.12296               D007100400022 
 0.0000     1.1000     89.988    0.26234    0.76399E-01           D007100400023 
 0.0000     1.1000     104.71    0.34996    0.92218E-01           D007100400024 
 0.0000     1.1000     120.16    0.34581    0.76848E-01           D007100400025 
 0.0000     1.1000     134.95    0.37194    0.92218E-01           D007100400026 
 0.0000     1.1000     150.44    0.33705    0.92218E-01           D007100400027 
 0.0000     1.2500     20.352    0.46428    0.55776E-01           D007100400028 
 0.0000     1.2500     30.880    0.45036    0.74368E-01           D007100400029 
 0.0000     1.2500     40.083    0.48236    0.46480E-01           D007100400030 
 0.0000     1.2500     50.538    0.50562    0.56050E-01           D007100400031 
 0.0000     1.2500     60.340    0.54719    0.55776E-01           D007100400032 
 0.0000     1.2500     75.697    0.59124    0.65072E-01           D007100400033 
 0.0000     1.2500     89.892    0.59755    0.65346E-01           D007100400034 
 0.0000     1.2500     105.27    0.63230    0.65072E-01           D007100400035 
 0.0000     1.2500     120.21    0.57381    0.65072E-01           D007100400036 
 0.0000     1.2500     135.76    0.51560    0.55776E-01           D007100400037 
 0.0000     1.2500     150.70    0.45712    0.65072E-01           D007100400038 
 0.0000     1.3500     19.609    0.52020    0.74342E-01           D007100400039 
 0.0000     1.3500     30.300    0.42262    0.74070E-01           D007100400040 
 0.0000     1.3500     39.558    0.42671    0.65050E-01           D007100400041 
 0.0000     1.3500     49.905    0.50569    0.65323E-01           D007100400042 
 0.0000     1.3500     59.744    0.52864    0.65050E-01           D007100400043 
 0.0000     1.3500     75.028    0.60980    0.65050E-01           D007100400044 
 0.0000     1.3500     89.804    0.63494    0.55757E-01           D007100400045 
 0.0000     1.3500     104.56    0.66937    0.74342E-01           D007100400046 
 0.0000     1.3500     119.36    0.68521    0.74342E-01           D007100400047 
 0.0000     1.3500     134.89    0.63627    0.92928E-01           D007100400048 
 0.0000     1.3500     149.81    0.58706    0.65050E-01           D007100400049 
 0.0000     1.4000     20.249    0.59252    0.12494               D007100400050 
 0.0000     1.4000     30.249    0.49044    0.12494               D007100400051 
 0.0000     1.4000     40.142    0.48207    0.12494               D007100400052 
 0.0000     1.4000     49.928    0.56741    0.12494               D007100400053 
 0.0000     1.4000     59.731    0.63714    0.10933               D007100400054 
 0.0000     1.4000     75.017    0.77341    0.12540               D007100400055 
 0.0000     1.4000     79.919    0.80827    0.12449               D007100400056 
 0.0000     1.4000     89.176    0.81507    0.10933               D007100400057 
 0.0000     1.4000     104.41    0.99819    0.14101               D007100400058 
 0.0000     1.4000     119.80     1.0408    0.10933               D007100400059 
 0.0000     1.4000     135.29     1.0052    0.12449               D007100400060 
 0.0000     1.4000     149.73    0.79700    0.10933               D007100400061 
 0.0000     1.4000     159.61    0.80426    0.12449               D007100400062 
 0.0000     1.6000     20.376     1.5293    0.12110               D007100400063 
 0.0000     1.6000     30.468     1.3547    0.13624               D007100400064 
 0.0000     1.6000     40.342     1.3618    0.12066               D007100400065 
 0.0000     1.6000     50.127     1.4446    0.12155               D007100400066 
 0.0000     1.6000     59.984     1.4668    0.12110               D007100400067 
 0.0000     1.6000     69.786     1.5344    0.13624               D007100400068 
 0.0000     1.6000     80.134     1.6631    0.13624               D007100400069 
 0.0000     1.6000     90.063     1.6247    0.13580               D007100400070 
 0.0000     1.6000     105.09     1.4537    0.12110               D007100400071 
 0.0000     1.6000     119.92     1.4492    0.12110               D007100400072 
 0.0000     1.6000     135.08     1.1722    0.13624               D007100400073 
 0.0000     1.6000     150.20    0.92544    0.12110               D007100400074 
 0.0000     1.6000     160.36    0.69031    0.12110               D007100400075 
 0.0000     1.7000     19.992     2.1277    0.16123               D007100400076 
 0.0000     1.7000     30.096     1.9255    0.16123               D007100400077 
 0.0000     1.7000     39.936     1.9651    0.12898               D007100400078 
 0.0000     1.7000     49.829     1.9563    0.11332               D007100400079 
 0.0000     1.7000     59.563     2.0927    0.11286               D007100400080 
 0.0000     1.7000     69.949     2.1972    0.12852               D007100400081 
 0.0000     1.7000     79.719     2.3013    0.12898               D007100400082 
 0.0000     1.7000     89.311     2.0019    0.11286               D007100400083 
 0.0000     1.7000     104.79     1.9650    0.16123               D007100400084 
 0.0000     1.7000     119.27     1.7176    0.14511               D007100400085 
 0.0000     1.7000     134.56     1.2934    0.96739E-01           D007100400086 
 0.0000     1.7000     149.44     1.2399    0.11332               D007100400087 
 0.0000     1.7000     159.85     1.3283    0.12852               D007100400088 
 0.0000     1.8000     20.286     2.4047    0.14050               D007100400089 
 0.0000     1.8000     30.250     2.3339    0.12534               D007100400090 
 0.0000     1.8000     40.179     2.2943    0.10928               D007100400091 
 0.0000     1.8000     50.581     2.3801    0.10928               D007100400092 
 0.0000     1.8000     60.260     2.5590    0.12489               D007100400093 
 0.0000     1.8000     70.135     2.5663    0.12489               D007100400094 
 0.0000     1.8000     80.045     2.5423    0.12489               D007100400095 
 0.0000     1.8000     90.313     2.2061    0.12489               D007100400096 
 0.0000     1.8000     105.28     1.5452    0.10928               D007100400097 
 0.0000     1.8000     120.25     1.4156    0.93665E-01           D007100400098 
 0.0000     1.8000     135.90     1.2396    0.10882               D007100400099 
 0.0000     1.8000     150.60     1.3441    0.93665E-01           D007100400100 
 0.0000     1.8000     160.33     1.4762    0.93665E-01           D007100400101 
 0.0000     1.9000     19.868     2.2399    0.97145E-01           D007100400102 
 0.0000     1.9000     30.554     2.0704    0.11280               D007100400103 
 0.0000     1.9000     40.605     1.9167    0.11280               D007100400104 
 0.0000     1.9000     50.321     2.0691    0.96225E-01           D007100400105 
 0.0000     1.9000     60.002     2.2537    0.12891               D007100400106 
 0.0000     1.9000     69.895     2.2449    0.12891               D007100400107 
 0.0000     1.9000     80.123     2.4945    0.12891               D007100400108 
 0.0000     1.9000     90.315     2.2118    0.12845               D007100400109 
 0.0000     1.9000     105.36     2.0133    0.11280               D007100400110 
 0.0000     1.9000     119.78     1.8144    0.12891               D007100400111 
 0.0000     1.9000     134.96     1.4871    0.11280               D007100400112 
 0.0000     1.9000     149.78     1.4981    0.11326               D007100400113 
 0.0000     1.9000     159.69     1.4733    0.97145E-01           D007100400114 
 0.0000     2.1000     80.047     1.9791    0.10597               D007100400115 
 0.0000     2.1000     90.009     1.9102    0.13667               D007100400116 
 0.0000     2.1000     104.62     1.5567    0.15139               D007100400117 
 0.0000     2.1000     119.22     1.2184    0.12111               D007100400118 
 0.0000     2.1000     135.25     1.2446    0.13625               D007100400119 
 0.0000     2.1000     149.60     1.1182    0.12154               D007100400120 
 0.0000     2.1000     160.32    0.92871    0.90831E-01           D007100400121 
 0.0000     2.2000     79.606     1.8274    0.13631               D007100400122 
 0.0000     2.2000     90.133     1.8044    0.12116               D007100400123 
 0.0000     2.2000     104.86     1.8903    0.10644               D007100400124 
 0.0000     2.2000     119.42     1.5821    0.12159               D007100400125 
 0.0000     2.2000     135.18     1.3050    0.10559               D007100400126 
 0.0000     2.2000     149.80     1.4819    0.12116               D007100400127 
 0.0000     2.2000     160.50     1.3074    0.10602               D007100400128 
 0.0000     2.3000     80.109     1.9477    0.11280               D007100400129 
 0.0000     2.3000     90.874     1.7141    0.12891               D007100400130 
 0.0000     2.3000     105.56     1.8382    0.12938               D007100400131 
 0.0000     2.3000     120.10     1.5430    0.12891               D007100400132 
 0.0000     2.3000     135.13     1.3610    0.12891               D007100400133 
 0.0000     2.3000     152.72     1.1003    0.11280               D007100400134 
 0.0000     2.3000     160.78     1.0743    0.12891               D007100400135 
0.87100     1.1000     20.090    0.17968    0.14984E-01           D007100400136 
0.87100     1.1000     40.495    0.17950    0.14984E-01           D007100400137 
0.87100     1.1000     59.987    0.22170    0.12487E-01           D007100400138 
0.87100     1.1000     74.745    0.23338    0.12487E-01           D007100400139 
0.87100     1.1000     90.068    0.25262    0.17482E-01           D007100400140 
0.87100     1.1000     105.36    0.27685    0.14984E-01           D007100400141 
0.87100     1.1000     120.31    0.26105    0.14984E-01           D007100400142 
0.87100     1.1000     135.94    0.23534    0.12487E-01           D007100400143 
0.87100     1.1000     149.76    0.20442    0.15054E-01           D007100400144 
0.87100     1.2500     21.011    0.35734    0.36666E-01           D007100400145 
0.87100     1.2500     30.774    0.39653    0.36963E-01           D007100400146 
0.87100     1.2500     40.536    0.43571    0.31556E-01           D007100400147 
0.87100     1.2500     51.343    0.53305    0.36815E-01           D007100400148 
0.87100     1.2500     60.558    0.55105    0.31555E-01           D007100400149 
0.87100     1.2500     74.872    0.52291    0.36963E-01           D007100400150 
0.87100     1.2500     90.100    0.40550    0.36963E-01           D007100400151 
0.87100     1.2500     105.15    0.34069    0.31556E-01           D007100400152 
0.87100     1.2500     120.35    0.23381    0.26296E-01           D007100400153 
0.87100     1.2500     135.90    0.20596    0.31407E-01           D007100400154 
0.87100     1.2500     150.62    0.24108    0.26148E-01           D007100400155 
0.87100     1.3500     19.746    0.52130    0.37474E-01           D007100400156 
0.87100     1.3500     30.249    0.52480    0.44969E-01           D007100400157 
0.87100     1.3500     40.100    0.54309    0.45175E-01           D007100400158 
0.87100     1.3500     49.900    0.58385    0.37474E-01           D007100400159 
0.87100     1.3500     59.785    0.58715    0.45175E-01           D007100400160 
0.87100     1.3500     74.782    0.51714    0.44969E-01           D007100400161 
0.87100     1.3500     89.848    0.41715    0.44969E-01           D007100400162 
0.87100     1.3500     104.83    0.35464    0.44969E-01           D007100400163 
0.87100     1.3500     119.88    0.26215    0.37474E-01           D007100400164 
0.87100     1.3500     134.67    0.28208    0.37474E-01           D007100400165 
0.87100     1.3500     150.00    0.33969    0.37268E-01           D007100400166 
0.87100     1.4000     20.475    0.72014    0.10988               D007100400167 
0.87100     1.4000     30.343    0.74274    0.94978E-01           D007100400168 
0.87100     1.4000     39.476    0.87522    0.94978E-01           D007100400169 
0.87100     1.4000     50.212     1.2454    0.11074               D007100400170 
0.87100     1.4000     60.147     1.2049    0.11031               D007100400171 
0.87100     1.4000     75.058     1.1364    0.94551E-01           D007100400172 
0.87100     1.4000     80.286    0.87193    0.11031               D007100400173 
0.87100     1.4000     89.755    0.68924    0.94551E-01           D007100400174 
0.87100     1.4000     104.95    0.35282    0.94978E-01           D007100400175 
0.87100     1.4000     119.98    0.17399    0.78365E-01           D007100400176 
0.87100     1.4000     135.44    0.16892    0.94551E-01           D007100400177 
0.87100     1.4000     149.53    0.28906    0.94551E-01           D007100400178 
0.87100     1.4000     159.92    0.40664    0.78792E-01           D007100400179 
0.87100     1.6000     20.655     1.6270    0.96688E-01           D007100400180 
0.87100     1.6000     30.659     1.5213    0.96688E-01           D007100400181 
0.87100     1.6000     40.289     1.7702    0.11280               D007100400182 
0.87100     1.6000     50.502     2.0517    0.11280               D007100400183 
0.87100     1.6000     60.319     2.1232    0.12892               D007100400184 
0.87100     1.6000     70.821     2.1308    0.11280               D007100400185 
0.87100     1.6000     75.883     2.0215    0.11280               D007100400186 
0.87100     1.6000     80.327     1.9118    0.11325               D007100400187 
0.87100     1.6000     90.485     1.6611    0.80573E-01           D007100400188 
0.87100     1.6000     105.43    0.97840    0.96688E-01           D007100400189 
0.87100     1.6000     120.03    0.61798    0.96688E-01           D007100400190 
0.87100     1.6000     135.68    0.43571    0.96244E-01           D007100400191 
0.87100     1.6000     150.11    0.23644    0.80574E-01           D007100400192 
0.87100     1.6000     160.06    0.17909    0.80573E-01           D007100400193 
0.87100     1.7000     20.502     1.7878    0.97124E-01           D007100400194 
0.87100     1.7000     30.370     1.8109    0.11324               D007100400195 
0.87100     1.7000     40.206     1.8661    0.11324               D007100400196 
0.87100     1.7000     51.044     2.1479    0.96257E-01           D007100400197 
0.87100     1.7000     60.295     2.1705    0.11324               D007100400198 
0.87100     1.7000     70.363     2.0002    0.11281               D007100400199 
0.87100     1.7000     80.564     1.7009    0.11281               D007100400200 
0.87100     1.7000     90.632     1.5306    0.11324               D007100400201 
0.87100     1.7000     105.41    0.99264    0.11281               D007100400202 
0.87100     1.7000     119.83    0.79311    0.97124E-01           D007100400203 
0.87100     1.7000     135.29    0.78783    0.80575E-01           D007100400204 
0.87100     1.7000     150.22    0.70154    0.96690E-01           D007100400205 
0.87100     1.7000     160.31    0.51509    0.96690E-01           D007100400206 
0.87100     1.8000     20.299     1.9501    0.12530               D007100400207 
0.87100     1.8000     30.835     1.9258    0.12449               D007100400208 
0.87100     1.8000     40.038     1.9943    0.10929               D007100400209 
0.87100     1.8000     50.654     1.8919    0.12490               D007100400210 
0.87100     1.8000     60.114     1.7107    0.12530               D007100400211 
0.87100     1.8000     69.622     1.4825    0.93674E-01           D007100400212 
0.87100     1.8000     80.478     1.1460    0.10888               D007100400213 
