ENTRY            D0977   20200414                             D127D097700000001 
SUBENT        D0977001   20200414                             D127D097700100001 
BIB                 10         25                                 D097700100002 
TITLE      Differential cross section measurements of the         D097700100003 
            9Be(3He,p)11B reaction for NRA applications           D097700100004 
AUTHOR     (G.Provatas, S.Fazinic, N.Soic, N.Vukman, D.Cosic,     D097700100005 
            M.Krmpotic, M.Vuksic, A.Crnjac, R.Popocovski,         D097700100006 
            L.Palada, P.Colovic, D.Dell'Aquila, I.Gasparic,       D097700100007 
            D.Jelavic Malenica, T.Mijatovic, M.Uroic)             D097700100008 
INSTITUTE  (3CRORBZ)                                              D097700100009 
REFERENCE  (J,NIM/B,472,36,2020)                                  D097700100010 
FACILITY   (VDGT,3CRORBZ) 1 MV Tandetron accelerator (TDT)        D097700100011 
SAMPLE     A thin 9Be layer (65(10%) ug/cm2 thick) evaporated on  D097700100012 
            top of a self supporting Au foil (73(10%) ug/cm2      D097700100013 
            thick).                                               D097700100014 
           The nominal thickness was checked by proton-EBS        D097700100015 
            measurement at Ep=2 MeV which also confirmed that     D097700100016 
            C and O impurities were not greater than 5 ug/cm2.    D097700100017 
METHOD     (BCINT)                                                D097700100018 
DETECTOR   (SISD) Two double-sided Si strip detectors (1.5 mm     D097700100019 
            thick 16x16 segments, 50x50 mm2 area) placed 12 cm    D097700100020 
            from the target.                                      D097700100021 
           The solid angle was determined by measurement of       D097700100022 
            elastic scattering by additional irradiation with     D097700100023 
            an accuracy of 3%.                                    D097700100024 
STATUS     (APRVD) Approved by Georgios Provatas (2020-04-14)     D097700100025 
HISTORY    (20190409R) On. Data received from Georgios Provatas.  D097700100026 
           (20190409C) On                                         D097700100027 
ENDBIB              25          0                                 D097700100028 
NOCOMMON             0          0                                 D097700100029 
ENDSUBENT           28          0                                 D097700199999 
SUBENT        D0977002   20200414                             D127D097700200001 
BIB                  3          8                                 D097700200002 
REACTION   (4-BE-9(HE3,P)5-B-11,PAR,DA)                           D097700200003 
ERR-ANALYS (EN-ERR) Energy straggling in the target determined    D097700200004 
            with SRIM                                             D097700200005 
           (ERR-T) Total uncertainty originated from statistics   D097700200006 
            as well as                                            D097700200007 
           (ERR-1) solid angle determination (3%)                 D097700200008 
           (ERR-2) target thickness          (3%)                 D097700200009 
STATUS     (TABLE) On. Data received from Georgios Provatas.      D097700200010 
ENDBIB               8          0                                 D097700200011 
COMMON               2          3                                 D097700200012 
ERR-1      ERR-2                                                  D097700200013 
PER-CENT   PER-CENT                                               D097700200014 
 3.         3.                                                    D097700200015 
ENDCOMMON            3          0                                 D097700200016 
DATA                 6       4680                                 D097700200017 
Q-VAL      ANG        EN         EN-ERR     DATA       ERR-T      D097700200018 
 10321.90   128.00     1843.580   66.860     0.501      0.049     D097700200351 
 10321.90   128.00     1884.150   66.090     0.716      0.060     D097700200352 
 10321.90   128.00     1945.010   64.970     0.814      0.062     D097700200353 
 10321.90   128.00     2005.870   63.890     0.736      0.057     D097700200354 
 10321.90   128.00     2066.730   62.850     0.751      0.065     D097700200355 
 10321.90   128.00     2127.590   61.850     0.814      0.071     D097700200356 
 10321.90   128.00     2188.450   60.880     0.932      0.076     D097700200357 
 10321.90   128.00     2249.310   59.950     0.890      0.078     D097700200358 
 10321.90   128.00     2310.170   59.050     0.882      0.081     D097700200359 
 10321.90   128.00     2371.030   58.190     0.806      0.071     D097700200360 
 10321.90   128.00     2431.890   57.350     0.858      0.075     D097700200361 
 10321.90   128.00     2492.750   56.530     0.803      0.071     D097700200362 
 10321.90   128.00     2614.470   54.980     0.749      0.066     D097700200363 
 10321.90   128.00     2675.330   54.240     0.808      0.077     D097700200364 
 10321.90   128.00     2736.190   53.520     0.849      0.074     D097700200365 
 10321.90   128.00     2797.050   52.810     0.816      0.069     D097700200366 
 10321.90   128.00     2857.910   52.120     0.747      0.067     D097700200367 
 10321.90   130.00     1275.550   80.010     0.178      0.018     D097700200368 
 10321.90   130.00     1336.410   78.370     0.208      0.020     D097700200369 
 10321.90   130.00     1397.270   76.790     0.174      0.018     D097700200370 
 10321.90   130.00     1458.130   75.270     0.224      0.019     D097700200371 
 10321.90   130.00     1518.990   73.800     0.257      0.023     D097700200372 
 10321.90   130.00     1579.850   72.390     0.404      0.031     D097700200373 
 10321.90   130.00     1640.710   71.030     0.532      0.041     D097700200374 
 10321.90   130.00     1701.570   69.730     0.578      0.048     D097700200375 
 10321.90   130.00     1762.430   68.470     0.569      0.047     D097700200376 
 10321.90   130.00     1823.290   67.260     0.701      0.057     D097700200377 
 10321.90   130.00     1843.580   66.860     0.552      0.053     D097700200378 
 10321.90   130.00     1884.150   66.090     0.731      0.060     D097700200379 
 10321.90   130.00     1945.010   64.970     0.767      0.059     D097700200380 
 10321.90   130.00     2005.870   63.890     0.788      0.061     D097700200381 
 10321.90   130.00     2066.730   62.850     0.787      0.067     D097700200382 
 10321.90   130.00     2127.590   61.850     0.833      0.072     D097700200383 
 10321.90   130.00     2188.450   60.880     0.908      0.076     D097700200384 
 10321.90   130.00     2249.310   59.950     0.850      0.077     D097700200385 
 10321.90   130.00     2310.170   59.050     0.863      0.081     D097700200386 
 10321.90   130.00     2371.030   58.190     0.909      0.082     D097700200387 
 10321.90   130.00     2431.890   57.350     0.888      0.078     D097700200388 
 10321.90   130.00     2492.750   56.530     0.751      0.067     D097700200389 
 10321.90   130.00     2614.470   54.980     0.853      0.074     D097700200390 
 10321.90   130.00     2675.330   54.240     0.873      0.083     D097700200391 
 10321.90   130.00     2736.190   53.520     0.865      0.076     D097700200392 
 10321.90   130.00     2797.050   52.810     0.829      0.071     D097700200393 
 10321.90   130.00     2857.910   52.120     0.718      0.065     D097700200394 
 10321.90   132.00     1275.550   80.010     0.178      0.018     D097700200395 
 10321.90   132.00     1336.410   78.370     0.204      0.020     D097700200396 
 10321.90   132.00     1397.270   76.790     0.194      0.019     D097700200397 
 10321.90   132.00     1458.130   75.270     0.236      0.020     D097700200398 
 10321.90   132.00     1518.990   73.800     0.245      0.022     D097700200399 
 10321.90   132.00     1579.850   72.390     0.413      0.032     D097700200400 
 10321.90   132.00     1640.710   71.030     0.550      0.042     D097700200401 
 10321.90   132.00     1701.570   69.730     0.600      0.049     D097700200402 
 10321.90   132.00     1762.430   68.470     0.575      0.048     D097700200403 
 10321.90   132.00     1823.290   67.260     0.662      0.054     D097700200404 
 10321.90   132.00     1843.580   66.860     0.569      0.054     D097700200405 
 10321.90   132.00     1884.150   66.090     0.810      0.065     D097700200406 
 10321.90   132.00     1945.010   64.970     0.844      0.063     D097700200407 
 10321.90   132.00     2005.870   63.890     0.835      0.064     D097700200408 
 10321.90   132.00     2066.730   62.850     0.756      0.065     D097700200409 
 10321.90   132.00     2127.590   61.850     0.795      0.069     D097700200410 
 10321.90   132.00     2188.450   60.880     0.929      0.077     D097700200411 
 10321.90   132.00     2249.310   59.950     0.847      0.075     D097700200412 
 10321.90   132.00     2310.170   59.050     0.886      0.080     D097700200413 
 10321.90   132.00     2371.030   58.190     0.865      0.078     D097700200414 
 10321.90   132.00     2431.890   57.350     0.901      0.077     D097700200415 
 10321.90   132.00     2492.750   56.530     0.822      0.071     D097700200416 
 10321.90   132.00     2614.470   54.980     0.779      0.068     D097700200417 
 10321.90   132.00     2675.330   54.240     0.870      0.083     D097700200418 
 10321.90   132.00     2736.190   53.520     0.896      0.077     D097700200419 
 10321.90   132.00     2797.050   52.810     0.764      0.066     D097700200420 
 10321.90   132.00     2857.910   52.120     0.768      0.070     D097700200421 
 10321.90   134.00     1275.550   80.010     0.177      0.018     D097700200422 
 10321.90   134.00     1336.410   78.370     0.186      0.020     D097700200423 
 10321.90   134.00     1397.270   76.790     0.193      0.020     D097700200424 
 10321.90   134.00     1458.130   75.270     0.234      0.020     D097700200425 
 10321.90   134.00     1518.990   73.800     0.246      0.023     D097700200426 
 10321.90   134.00     1579.850   72.390     0.396      0.032     D097700200427 
 10321.90   134.00     1640.710   71.030     0.570      0.045     D097700200428 
 10321.90   134.00     1701.570   69.730     0.607      0.051     D097700200429 
 10321.90   134.00     1762.430   68.470     0.591      0.050     D097700200430 
 10321.90   134.00     1823.290   67.260     0.765      0.063     D097700200431 
 10321.90   134.00     1843.580   66.860     0.560      0.056     D097700200432 
 10321.90   134.00     1884.150   66.090     0.712      0.061     D097700200433 
 10321.90   134.00     1945.010   64.970     0.844      0.065     D097700200434 
 10321.90   134.00     2005.870   63.890     0.833      0.066     D097700200435 
 10321.90   134.00     2066.730   62.850     0.829      0.073     D097700200436 
 10321.90   134.00     2127.590   61.850     0.831      0.074     D097700200437 
 10321.90   134.00     2188.450   60.880     0.906      0.078     D097700200438 
 10321.90   134.00     2249.310   59.950     0.841      0.077     D097700200439 
 10321.90   134.00     2310.170   59.050     0.979      0.088     D097700200440 
 10321.90   134.00     2371.030   58.190     0.942      0.083     D097700200441 
 10321.90   134.00     2431.890   57.350     0.949      0.084     D097700200442 
 10321.90   134.00     2492.750   56.530     0.717      0.066     D097700200443 
 10321.90   134.00     2614.470   54.980     0.889      0.077     D097700200444 
 10321.90   134.00     2675.330   54.240     0.890      0.085     D097700200445 
 10321.90   134.00     2736.190   53.520     0.916      0.081     D097700200446 
 10321.90   134.00     2797.050   52.810     0.901      0.076     D097700200447 
 10321.90   134.00     2857.910   52.120     0.771      0.070     D097700200448 
 10321.90   139.00     1275.550   80.010     0.173      0.018     D097700200449 
 10321.90   139.00     1336.410   78.370     0.178      0.019     D097700200450 
 10321.90   139.00     1397.270   76.790     0.182      0.019     D097700200451 
 10321.90   139.00     1458.130   75.270     0.209      0.018     D097700200452 
 10321.90   139.00     1518.990   73.800     0.239      0.022     D097700200453 
 10321.90   139.00     1579.850   72.390     0.336      0.028     D097700200454 
 10321.90   139.00     1640.710   71.030     0.518      0.041     D097700200455 
 10321.90   139.00     1701.570   69.730     0.507      0.044     D097700200456 
 10321.90   139.00     1762.430   68.470     0.568      0.048     D097700200457 
 10321.90   139.00     1823.290   67.260     0.606      0.053     D097700200458 
 10321.90   139.00     1884.150   66.090     0.725      0.061     D097700200459 
 10321.90   139.00     1945.010   64.970     0.730      0.058     D097700200460 
 10321.90   139.00     2005.870   63.890     0.733      0.059     D097700200461 
 10321.90   139.00     2066.730   62.850     0.723      0.063     D097700200462 
 10321.90   139.00     2127.590   61.850     0.797      0.070     D097700200463 
 10321.90   139.00     2188.450   60.880     0.822      0.069     D097700200464 
 10321.90   139.00     2249.310   59.950     0.819      0.074     D097700200465 
 10321.90   139.00     2310.170   59.050     0.818      0.075     D097700200466 
 10321.90   139.00     2371.030   58.190     0.875      0.077     D097700200467 
 10321.90   139.00     2431.890   57.350     0.871      0.075     D097700200468 
 10321.90   139.00     2492.750   56.530     0.798      0.070     D097700200469 
 10321.90   139.00     2553.610   55.750     0.995      0.083     D097700200470 
 10321.90   139.00     2614.470   54.980     0.851      0.075     D097700200471 
 10321.90   139.00     2675.330   54.240     0.856      0.086     D097700200472 
 10321.90   139.00     2705.760   53.880     1.032      0.093     D097700200473 
 10321.90   139.00     2736.190   53.520     0.841      0.077     D097700200474 
 10321.90   139.00     2797.050   52.810     0.826      0.072     D097700200475 
 10321.90   139.00     2857.910   52.120     0.768      0.069     D097700200476 
 10321.90   141.00     1275.550   80.010     0.161      0.016     D097700200477 
 10321.90   141.00     1336.410   78.370     0.172      0.018     D097700200478 
 10321.90   141.00     1397.270   76.790     0.170      0.017     D097700200479 
 10321.90   141.00     1458.130   75.270     0.220      0.019     D097700200480 
 10321.90   141.00     1518.990   73.800     0.222      0.020     D097700200481 
 10321.90   141.00     1579.850   72.390     0.364      0.029     D097700200482 
 10321.90   141.00     1640.710   71.030     0.498      0.039     D097700200483 
 10321.90   141.00     1701.570   69.730     0.552      0.046     D097700200484 
 10321.90   141.00     1762.430   68.470     0.587      0.048     D097700200485 
 10321.90   141.00     1823.290   67.260     0.634      0.052     D097700200486 
 10321.90   141.00     1884.150   66.090     0.682      0.057     D097700200487 
 10321.90   141.00     1945.010   64.970     0.727      0.056     D097700200488 
 10321.90   141.00     2005.870   63.890     0.748      0.059     D097700200489 
 10321.90   141.00     2066.730   62.850     0.676      0.059     D097700200490 
 10321.90   141.00     2127.590   61.850     0.719      0.063     D097700200491 
 10321.90   141.00     2188.450   60.880     0.805      0.067     D097700200492 
 10321.90   141.00     2249.310   59.950     0.820      0.073     D097700200493 
 10321.90   141.00     2310.170   59.050     0.834      0.074     D097700200494 
 10321.90   141.00     2371.030   58.190     0.844      0.073     D097700200495 
 10321.90   141.00     2431.890   57.350     0.854      0.071     D097700200496 
 10321.90   141.00     2492.750   56.530     0.761      0.065     D097700200497 
 10321.90   141.00     2553.610   55.750     1.002      0.081     D097700200498 
 10321.90   141.00     2614.470   54.980     0.833      0.073     D097700200499 
 10321.90   141.00     2675.330   54.240     0.912      0.087     D097700200500 
 10321.90   141.00     2705.760   53.880     0.914      0.083     D097700200501 
 10321.90   141.00     2736.190   53.520     0.840      0.074     D097700200502 
 10321.90   141.00     2797.050   52.810     0.858      0.073     D097700200503 
 10321.90   141.00     2857.910   52.120     0.759      0.064     D097700200504 
 10321.90   143.00     1275.550   80.010     0.164      0.017     D097700200505 
 10321.90   143.00     1336.410   78.370     0.187      0.019     D097700200506 
 10321.90   143.00     1397.270   76.790     0.181      0.018     D097700200507 
 10321.90   143.00     1458.130   75.270     0.212      0.018     D097700200508 
 10321.90   143.00     1518.990   73.800     0.242      0.022     D097700200509 
 10321.90   143.00     1579.850   72.390     0.364      0.029     D097700200510 
 10321.90   143.00     1640.710   71.030     0.495      0.039     D097700200511 
 10321.90   143.00     1701.570   69.730     0.530      0.045     D097700200512 
 10321.90   143.00     1762.430   68.470     0.566      0.047     D097700200513 
 10321.90   143.00     1823.290   67.260     0.610      0.052     D097700200514 
 10321.90   143.00     1884.150   66.090     0.674      0.057     D097700200515 
 10321.90   143.00     2005.870   63.890     0.698      0.056     D097700200516 
 10321.90   143.00     2066.730   62.850     0.750      0.064     D097700200517 
 10321.90   143.00     2127.590   61.850     0.766      0.059     D097700200518 
 10321.90   143.00     2188.450   60.880     0.841      0.070     D097700200519 
 10321.90   143.00     2249.310   59.950     0.796      0.071     D097700200520 
 10321.90   143.00     2310.170   59.050     0.814      0.074     D097700200521 
 10321.90   143.00     2371.030   58.190     0.820      0.072     D097700200522 
 10321.90   143.00     2431.890   57.350     0.892      0.074     D097700200523 
 10321.90   143.00     2492.750   56.530     0.785      0.067     D097700200524 
 10321.90   143.00     2553.610   55.750     0.953      0.079     D097700200525 
 10321.90   143.00     2614.470   54.980     0.855      0.078     D097700200526 
 10321.90   143.00     2675.330   54.240     0.845      0.082     D097700200527 
 10321.90   143.00     2705.760   53.880     0.959      0.087     D097700200528 
 10321.90   143.00     2736.190   53.520     0.803      0.073     D097700200529 
 10321.90   143.00     2797.050   52.810     0.870      0.074     D097700200530 
 10321.90   143.00     2857.910   52.120     0.762      0.068     D097700200531 
 10321.90   145.00     1275.550   80.010     0.157      0.016     D097700200532 
 10321.90   145.00     1336.410   78.370     0.195      0.020     D097700200533 
 10321.90   145.00     1397.270   76.790     0.183      0.018     D097700200534 
 10321.90   145.00     1458.130   75.270     0.223      0.019     D097700200535 
 10321.90   145.00     1518.990   73.800     0.223      0.021     D097700200536 
 10321.90   145.00     1579.850   72.390     0.372      0.030     D097700200537 
 10321.90   145.00     1640.710   71.030     0.492      0.039     D097700200538 
 10321.90   145.00     1701.570   69.730     0.521      0.045     D097700200539 
 10321.90   145.00     1762.430   68.470     0.584      0.049     D097700200540 
 10321.90   145.00     1823.290   67.260     0.627      0.053     D097700200541 
 10321.90   145.00     1884.150   66.090     0.695      0.059     D097700200542 
 10321.90   145.00     1945.010   64.970     0.797      0.062     D097700200543 
 10321.90   145.00     2005.870   63.890     0.733      0.058     D097700200544 
 10321.90   145.00     2066.730   62.850     0.731      0.063     D097700200545 
 10321.90   145.00     2127.590   61.850     0.701      0.063     D097700200546 
 10321.90   145.00     2188.450   60.880     0.863      0.072     D097700200547 
 10321.90   145.00     2249.310   59.950     0.852      0.075     D097700200548 
 10321.90   145.00     2310.170   59.050     0.854      0.077     D097700200549 
 10321.90   145.00     2371.030   58.190     0.825      0.072     D097700200550 
 10321.90   145.00     2431.890   57.350     0.904      0.076     D097700200551 
 10321.90   145.00     2492.750   56.530     0.759      0.066     D097700200552 
 10321.90   145.00     2553.610   55.750     1.045      0.085     D097700200553 
 10321.90   145.00     2614.470   54.980     0.859      0.075     D097700200554 
 10321.90   145.00     2675.330   54.240     0.930      0.090     D097700200555 
 10321.90   145.00     2705.760   53.880     0.912      0.083     D097700200556 
 10321.90   145.00     2736.190   53.520     0.882      0.079     D097700200557 
 10321.90   145.00     2797.050   52.810     0.877      0.075     D097700200558 
 10321.90   145.00     2857.910   52.120     0.746      0.068     D097700200559 
 10321.90   147.00     1275.550   80.010     0.160      0.017     D097700200560 
 10321.90   147.00     1336.410   78.370     0.184      0.019     D097700200561 
 10321.90   147.00     1397.270   76.790     0.177      0.018     D097700200562 
 10321.90   147.00     1458.130   75.270     0.211      0.018     D097700200563 
 10321.90   147.00     1518.990   73.800     0.232      0.021     D097700200564 
 10321.90   147.00     1579.850   72.390     0.380      0.030     D097700200565 
 10321.90   147.00     1640.710   71.030     0.507      0.040     D097700200566 
 10321.90   147.00     1701.570   69.730     0.568      0.048     D097700200567 
 10321.90   147.00     1762.430   68.470     0.571      0.048     D097700200568 
 10321.90   147.00     1823.290   67.260     0.600      0.050     D097700200569 
 10321.90   147.00     1884.150   66.090     0.726      0.061     D097700200570 
 10321.90   147.00     1945.010   64.970     0.798      0.061     D097700200571 
 10321.90   147.00     2005.870   63.890     0.714      0.057     D097700200572 
 10321.90   147.00     2066.730   62.850     0.675      0.059     D097700200573 
