ENTRY            D0977   20200414                             D127D097700000001 
SUBENT        D0977001   20200414                             D127D097700100001 
BIB                 10         25                                 D097700100002 
TITLE      Differential cross section measurements of the         D097700100003 
            9Be(3He,p)11B reaction for NRA applications           D097700100004 
AUTHOR     (G.Provatas, S.Fazinic, N.Soic, N.Vukman, D.Cosic,     D097700100005 
            M.Krmpotic, M.Vuksic, A.Crnjac, R.Popocovski,         D097700100006 
            L.Palada, P.Colovic, D.Dell'Aquila, I.Gasparic,       D097700100007 
            D.Jelavic Malenica, T.Mijatovic, M.Uroic)             D097700100008 
INSTITUTE  (3CRORBZ)                                              D097700100009 
REFERENCE  (J,NIM/B,472,36,2020)                                  D097700100010 
FACILITY   (VDGT,3CRORBZ) 1 MV Tandetron accelerator (TDT)        D097700100011 
SAMPLE     A thin 9Be layer (65(10%) ug/cm2 thick) evaporated on  D097700100012 
            top of a self supporting Au foil (73(10%) ug/cm2      D097700100013 
            thick).                                               D097700100014 
           The nominal thickness was checked by proton-EBS        D097700100015 
            measurement at Ep=2 MeV which also confirmed that     D097700100016 
            C and O impurities were not greater than 5 ug/cm2.    D097700100017 
METHOD     (BCINT)                                                D097700100018 
DETECTOR   (SISD) Two double-sided Si strip detectors (1.5 mm     D097700100019 
            thick 16x16 segments, 50x50 mm2 area) placed 12 cm    D097700100020 
            from the target.                                      D097700100021 
           The solid angle was determined by measurement of       D097700100022 
            elastic scattering by additional irradiation with     D097700100023 
            an accuracy of 3%.                                    D097700100024 
STATUS     (APRVD) Approved by Georgios Provatas (2020-04-14)     D097700100025 
HISTORY    (20190409R) On. Data received from Georgios Provatas.  D097700100026 
           (20190409C) On                                         D097700100027 
ENDBIB              25          0                                 D097700100028 
NOCOMMON             0          0                                 D097700100029 
ENDSUBENT           28          0                                 D097700199999 
SUBENT        D0977002   20200414                             D127D097700200001 
BIB                  3          8                                 D097700200002 
REACTION   (4-BE-9(HE3,P)5-B-11,PAR,DA)                           D097700200003 
ERR-ANALYS (EN-ERR) Energy straggling in the target determined    D097700200004 
            with SRIM                                             D097700200005 
           (ERR-T) Total uncertainty originated from statistics   D097700200006 
            as well as                                            D097700200007 
           (ERR-1) solid angle determination (3%)                 D097700200008 
           (ERR-2) target thickness          (3%)                 D097700200009 
STATUS     (TABLE) On. Data received from Georgios Provatas.      D097700200010 
ENDBIB               8          0                                 D097700200011 
COMMON               2          3                                 D097700200012 
ERR-1      ERR-2                                                  D097700200013 
PER-CENT   PER-CENT                                               D097700200014 
 3.         3.                                                    D097700200015 
ENDCOMMON            3          0                                 D097700200016 
DATA                 6       4680                                 D097700200017 
Q-VAL      ANG        EN         EN-ERR     DATA       ERR-T      D097700200018 
 10321.90   149.00     2249.310   59.950     0.845      0.072     D097700200604 
 10321.90   149.00     2310.170   59.050     0.902      0.077     D097700200605 
 10321.90   149.00     2371.030   58.190     0.913      0.076     D097700200606 
 10321.90   149.00     2431.890   57.350     0.918      0.073     D097700200607 
 10321.90   149.00     2492.750   56.530     0.920      0.073     D097700200608 
 10321.90   149.00     2553.610   55.750     1.080      0.085     D097700200609 
 10321.90   149.00     2614.470   54.980     0.867      0.077     D097700200610 
 10321.90   149.00     2675.330   54.240     0.886      0.082     D097700200611 
 10321.90   149.00     2705.760   53.880     0.873      0.077     D097700200612 
 10321.90   149.00     2736.190   53.520     0.909      0.077     D097700200613 
 10321.90   149.00     2797.050   52.810     0.959      0.078     D097700200614 
 10321.90   149.00     2857.910   52.120     0.756      0.067     D097700200615 
 10321.90   151.00     1275.550   80.010     0.168      0.017     D097700200616 
 10321.90   151.00     1336.410   78.370     0.187      0.019     D097700200617 
 10321.90   151.00     1397.270   76.790     0.175      0.018     D097700200618 
 10321.90   151.00     1458.130   75.270     0.230      0.019     D097700200619 
 10321.90   151.00     1518.990   73.800     0.228      0.021     D097700200620 
 10321.90   151.00     1579.850   72.390     0.385      0.030     D097700200621 
 10321.90   151.00     1640.710   71.030     0.497      0.039     D097700200622 
 10321.90   151.00     1701.570   69.730     0.535      0.045     D097700200623 
 10321.90   151.00     1762.430   68.470     0.548      0.046     D097700200624 
 10321.90   151.00     1823.290   67.260     0.663      0.054     D097700200625 
 10321.90   151.00     1884.150   66.090     0.714      0.060     D097700200626 
 10321.90   151.00     1945.010   64.970     0.791      0.060     D097700200627 
 10321.90   151.00     2005.870   63.890     0.744      0.059     D097700200628 
 10321.90   151.00     2066.730   62.850     0.662      0.058     D097700200629 
 10321.90   151.00     2127.590   61.850     0.815      0.070     D097700200630 
 10321.90   151.00     2188.450   60.880     0.898      0.073     D097700200631 
 10321.90   151.00     2249.310   59.950     0.922      0.078     D097700200632 
 10321.90   151.00     2310.170   59.050     0.928      0.080     D097700200633 
 10321.90   151.00     2371.030   58.190     0.899      0.076     D097700200634 
 10321.90   151.00     2431.890   57.350     0.928      0.076     D097700200635 
 10321.90   151.00     2492.750   56.530     0.844      0.070     D097700200636 
 10321.90   151.00     2553.610   55.750     1.024      0.083     D097700200637 
 10321.90   151.00     2614.470   54.980     0.828      0.079     D097700200638 
 10321.90   151.00     2675.330   54.240     1.037      0.096     D097700200639 
 10321.90   151.00     2705.760   53.880     0.926      0.084     D097700200640 
 10321.90   151.00     2736.190   53.520     0.901      0.079     D097700200641 
 10321.90   151.00     2797.050   52.810     0.951      0.079     D097700200642 
 10321.90   151.00     2857.910   52.120     0.809      0.070     D097700200643 
 10321.90   153.00     1275.550   80.010     0.138      0.014     D097700200644 
 10321.90   153.00     1336.410   78.370     0.164      0.016     D097700200645 
 10321.90   153.00     1397.270   76.790     0.166      0.017     D097700200646 
 10321.90   153.00     1458.130   75.270     0.205      0.017     D097700200647 
 10321.90   153.00     1518.990   73.800     0.221      0.020     D097700200648 
 10321.90   153.00     1579.850   72.390     0.354      0.028     D097700200649 
 10321.90   153.00     1640.710   71.030     0.478      0.037     D097700200650 
 10321.90   153.00     1701.570   69.730     0.526      0.043     D097700200651 
 10321.90   153.00     1762.430   68.470     0.523      0.043     D097700200652 
 10321.90   153.00     1823.290   67.260     0.616      0.050     D097700200653 
 10321.90   153.00     1884.150   66.090     0.645      0.053     D097700200654 
 10321.90   153.00     1945.010   64.970     0.727      0.055     D097700200655 
 10321.90   153.00     2005.870   63.890     0.717      0.055     D097700200656 
 10321.90   153.00     2066.730   62.850     0.690      0.057     D097700200657 
 10321.90   153.00     2127.590   61.850     0.755      0.064     D097700200658 
 10321.90   153.00     2188.450   60.880     0.857      0.068     D097700200659 
 10321.90   153.00     2249.310   59.950     0.850      0.072     D097700200660 
 10321.90   153.00     2310.170   59.050     0.876      0.074     D097700200661 
 10321.90   153.00     2371.030   58.190     0.913      0.074     D097700200662 
 10321.90   153.00     2431.890   57.350     0.950      0.076     D097700200663 
 10321.90   153.00     2492.750   56.530     0.834      0.067     D097700200664 
 10321.90   153.00     2553.610   55.750     0.987      0.077     D097700200665 
 10321.90   153.00     2614.470   54.980     0.835      0.076     D097700200666 
 10321.90   153.00     2675.330   54.240     0.823      0.077     D097700200667 
 10321.90   153.00     2705.760   53.880     0.894      0.079     D097700200668 
 10321.90   153.00     2736.190   53.520     0.940      0.078     D097700200669 
 10321.90   153.00     2797.050   52.810     0.891      0.073     D097700200670 
 10321.90   153.00     2857.910   52.120     0.781      0.066     D097700200671 
 10321.90   154.00     1275.550   80.010     0.165      0.016     D097700200672 
 10321.90   154.00     1336.410   78.370     0.155      0.017     D097700200673 
 10321.90   154.00     1397.270   76.790     0.139      0.015     D097700200674 
 10321.90   154.00     1458.130   75.270     0.225      0.019     D097700200675 
 10321.90   154.00     1518.990   73.800     0.251      0.022     D097700200676 
 10321.90   154.00     1579.850   72.390     0.373      0.030     D097700200677 
 10321.90   154.00     1640.710   71.030     0.526      0.041     D097700200678 
 10321.90   154.00     1701.570   69.730     0.543      0.045     D097700200679 
 10321.90   154.00     1762.430   68.470     0.555      0.046     D097700200680 
 10321.90   154.00     1823.290   67.260     0.647      0.053     D097700200681 
 10321.90   154.00     1884.150   66.090     0.726      0.060     D097700200682 
 10321.90   154.00     1945.010   64.970     0.765      0.058     D097700200683 
 10321.90   154.00     2005.870   63.890     0.803      0.062     D097700200684 
 10321.90   154.00     2066.730   62.850     0.748      0.063     D097700200685 
 10321.90   154.00     2127.590   61.850     0.862      0.073     D097700200686 
 10321.90   154.00     2188.450   60.880     1.020      0.081     D097700200687 
 10321.90   154.00     2249.310   59.950     0.894      0.077     D097700200688 
 10321.90   154.00     2310.170   59.050     0.992      0.084     D097700200689 
 10321.90   154.00     2371.030   58.190     0.992      0.082     D097700200690 
 10321.90   154.00     2431.890   57.350     1.015      0.081     D097700200691 
 10321.90   154.00     2492.750   56.530     0.880      0.072     D097700200692 
 10321.90   154.00     2553.610   55.750     1.130      0.089     D097700200693 
 10321.90   154.00     2614.470   54.980     0.909      0.084     D097700200694 
 10321.90   154.00     2675.330   54.240     0.967      0.090     D097700200695 
 10321.90   154.00     2705.760   53.880     0.988      0.087     D097700200696 
 10321.90   154.00     2736.190   53.520     1.011      0.086     D097700200697 
 10321.90   154.00     2797.050   52.810     0.993      0.082     D097700200698 
 10321.90   154.00     2857.910   52.120     0.839      0.072     D097700200699 
 10321.90   156.00     1275.550   80.010     0.160      0.016     D097700200700 
 10321.90   156.00     1336.410   78.370     0.195      0.019     D097700200701 
 10321.90   156.00     1397.270   76.790     0.181      0.018     D097700200702 
 10321.90   156.00     1458.130   75.270     0.224      0.019     D097700200703 
 10321.90   156.00     1518.990   73.800     0.241      0.021     D097700200704 
 10321.90   156.00     1579.850   72.390     0.372      0.029     D097700200705 
 10321.90   156.00     1640.710   71.030     0.540      0.042     D097700200706 
 10321.90   156.00     1701.570   69.730     0.550      0.046     D097700200707 
 10321.90   156.00     1762.430   68.470     0.551      0.046     D097700200708 
 10321.90   156.00     1823.290   67.260     0.708      0.057     D097700200709 
 10321.90   156.00     1884.150   66.090     0.744      0.061     D097700200710 
 10321.90   156.00     1945.010   64.970     0.836      0.063     D097700200711 
 10321.90   156.00     2005.870   63.890     0.811      0.063     D097700200712 
 10321.90   156.00     2066.730   62.850     0.783      0.065     D097700200713 
 10321.90   156.00     2127.590   61.850     0.837      0.072     D097700200714 
 10321.90   156.00     2188.450   60.880     0.942      0.076     D097700200715 
 10321.90   156.00     2249.310   59.950     0.977      0.082     D097700200716 
 10321.90   156.00     2310.170   59.050     0.970      0.083     D097700200717 
 10321.90   156.00     2371.030   58.190     1.009      0.083     D097700200718 
 10321.90   156.00     2431.890   57.350     1.052      0.084     D097700200719 
 10321.90   156.00     2492.750   56.530     0.969      0.078     D097700200720 
 10321.90   156.00     2553.610   55.750     1.251      0.097     D097700200721 
 10321.90   156.00     2614.470   54.980     0.889      0.084     D097700200722 
 10321.90   156.00     2675.330   54.240     1.041      0.096     D097700200723 
 10321.90   156.00     2705.760   53.880     0.969      0.085     D097700200724 
 10321.90   156.00     2736.190   53.520     1.022      0.087     D097700200725 
 10321.90   156.00     2797.050   52.810     1.002      0.082     D097700200726 
 10321.90   156.00     2857.910   52.120     0.769      0.071     D097700200727 
 10321.90   158.00     1275.550   80.010     0.160      0.016     D097700200728 
 10321.90   158.00     1336.410   78.370     0.178      0.018     D097700200729 
 10321.90   158.00     1397.270   76.790     0.184      0.018     D097700200730 
 10321.90   158.00     1458.130   75.270     0.234      0.019     D097700200731 
 10321.90   158.00     1518.990   73.800     0.231      0.021     D097700200732 
 10321.90   158.00     1579.850   72.390     0.381      0.030     D097700200733 
 10321.90   158.00     1640.710   71.030     0.564      0.043     D097700200734 
 10321.90   158.00     1701.570   69.730     0.592      0.048     D097700200735 
 10321.90   158.00     1762.430   68.470     0.600      0.049     D097700200736 
 10321.90   158.00     1823.290   67.260     0.662      0.054     D097700200737 
 10321.90   158.00     1884.150   66.090     0.767      0.063     D097700200738 
 10321.90   158.00     1945.010   64.970     0.842      0.063     D097700200739 
 10321.90   158.00     2005.870   63.890     0.774      0.060     D097700200740 
 10321.90   158.00     2066.730   62.850     0.761      0.064     D097700200741 
 10321.90   158.00     2127.590   61.850     0.857      0.073     D097700200742 
 10321.90   158.00     2188.450   60.880     0.901      0.073     D097700200743 
 10321.90   158.00     2249.310   59.950     0.986      0.083     D097700200744 
 10321.90   158.00     2310.170   59.050     1.019      0.085     D097700200745 
 10321.90   158.00     2371.030   58.190     1.053      0.085     D097700200746 
 10321.90   158.00     2431.890   57.350     1.122      0.088     D097700200747 
 10321.90   158.00     2492.750   56.530     0.993      0.079     D097700200748 
 10321.90   158.00     2553.610   55.750     1.301      0.099     D097700200749 
 10321.90   158.00     2614.470   54.980     0.900      0.084     D097700200750 
 10321.90   158.00     2675.330   54.240     1.149      0.102     D097700200751 
 10321.90   158.00     2705.760   53.880     1.017      0.089     D097700200752 
 10321.90   158.00     2736.190   53.520     1.038      0.087     D097700200753 
 10321.90   158.00     2797.050   52.810     1.078      0.087     D097700200754 
 10321.90   158.00     2857.910   52.120     0.795      0.076     D097700200755 
 10321.90   160.00     1275.550   80.010     0.163      0.016     D097700200756 
 10321.90   160.00     1336.410   78.370     0.186      0.019     D097700200757 
 10321.90   160.00     1397.270   76.790     0.180      0.018     D097700200758 
 10321.90   160.00     1458.130   75.270     0.243      0.020     D097700200759 
 10321.90   160.00     1518.990   73.800     0.243      0.021     D097700200760 
 10321.90   160.00     1579.850   72.390     0.390      0.030     D097700200761 
 10321.90   160.00     1640.710   71.030     0.545      0.042     D097700200762 
 10321.90   160.00     1701.570   69.730     0.589      0.048     D097700200763 
 10321.90   160.00     1762.430   68.470     0.585      0.047     D097700200764 
 10321.90   160.00     1823.290   67.260     0.698      0.056     D097700200765 
 10321.90   160.00     1884.150   66.090     0.844      0.067     D097700200766 
 10321.90   160.00     1945.010   64.970     0.878      0.065     D097700200767 
 10321.90   160.00     2005.870   63.890     0.853      0.065     D097700200768 
 10321.90   160.00     2066.730   62.850     0.846      0.069     D097700200769 
 10321.90   160.00     2127.590   61.850     0.907      0.075     D097700200770 
 10321.90   160.00     2188.450   60.880     0.970      0.077     D097700200771 
 10321.90   160.00     2249.310   59.950     1.105      0.090     D097700200772 
 10321.90   160.00     2310.170   59.050     1.151      0.094     D097700200773 
 10321.90   160.00     2371.030   58.190     1.076      0.087     D097700200774 
 10321.90   160.00     2431.890   57.350     1.153      0.090     D097700200775 
 10321.90   160.00     2492.750   56.530     1.037      0.081     D097700200776 
 10321.90   160.00     2553.610   55.750     1.273      0.098     D097700200777 
 10321.90   160.00     2614.470   54.980     1.000      0.092     D097700200778 
 10321.90   160.00     2675.330   54.240     1.144      0.101     D097700200779 
 10321.90   160.00     2705.760   53.880     0.888      0.080     D097700200780 
 10321.90   160.00     2736.190   53.520     1.170      0.096     D097700200781 
 10321.90   160.00     2797.050   52.810     1.086      0.087     D097700200782 
 10321.90   160.00     2857.910   52.120     0.817      0.074     D097700200783 
 10321.90   162.00     1275.550   80.010     0.193      0.022     D097700200784 
 10321.90   162.00     1336.410   78.370     0.201      0.024     D097700200785 
 10321.90   162.00     1397.270   76.790     0.214      0.024     D097700200786 
 10321.90   162.00     1458.130   75.270     0.274      0.026     D097700200787 
 10321.90   162.00     1518.990   73.800     0.240      0.025     D097700200788 
 10321.90   162.00     1579.850   72.390     0.398      0.036     D097700200789 
 10321.90   162.00     1640.710   71.030     0.580      0.051     D097700200790 
 10321.90   162.00     1701.570   69.730     0.624      0.059     D097700200791 
 10321.90   162.00     1762.430   68.470     0.655      0.061     D097700200792 
 10321.90   162.00     1823.290   67.260     0.815      0.073     D097700200793 
 10321.90   162.00     1884.150   66.090     0.887      0.082     D097700200794 
 10321.90   162.00     1945.010   64.970     0.982      0.082     D097700200795 
 10321.90   162.00     2005.870   63.890     0.873      0.076     D097700200796 
 10321.90   162.00     2066.730   62.850     0.863      0.082     D097700200797 
 10321.90   162.00     2127.590   61.850     0.992      0.094     D097700200798 
 10321.90   162.00     2188.450   60.880     1.111      0.100     D097700200799 
 10321.90   162.00     2249.310   59.950     1.122      0.106     D097700200800 
 10321.90   162.00     2310.170   59.050     1.171      0.111     D097700200801 
 10321.90   162.00     2371.030   58.190     1.283      0.116     D097700200802 
 10321.90   162.00     2431.890   57.350     1.244      0.111     D097700200803 
 10321.90   162.00     2492.750   56.530     1.121      0.101     D097700200804 
 10321.90   162.00     2553.610   55.750     1.298      0.115     D097700200805 
 10321.90   162.00     2614.470   54.980     1.209      0.111     D097700200806 
 10321.90   162.00     2675.330   54.240     1.202      0.127     D097700200807 
 10321.90   162.00     2705.760   53.880     1.034      0.108     D097700200808 
 10321.90   162.00     2736.190   53.520     1.271      0.121     D097700200809 
 10321.90   162.00     2797.050   52.810     1.153      0.107     D097700200810 
 10321.90   162.00     2857.910   52.120     1.004      0.097     D097700200811 
 10321.90   164.00     1275.550   80.010     0.186      0.026     D097700200812 
 10321.90   164.00     1336.410   78.370     0.212      0.030     D097700200813 
 10321.90   164.00     1397.270   76.790     0.179      0.026     D097700200814 
 10321.90   164.00     1458.130   75.270     0.246      0.027     D097700200815 
 10321.90   164.00     1518.990   73.800     0.268      0.032     D097700200816 
 10321.90   164.00     1579.850   72.390     0.465      0.046     D097700200817 
 10321.90   164.00     1640.710   71.030     0.604      0.059     D097700200818 
 10321.90   164.00     1701.570   69.730     0.658      0.070     D097700200819 
 10321.90   164.00     1762.430   68.470     0.639      0.069     D097700200820 
 10321.90   164.00     1823.290   67.260     0.634      0.070     D097700200821 
 10321.90   164.00     1884.150   66.090     0.852      0.092     D097700200822 
 10321.90   164.00     1945.010   64.970     0.987      0.093     D097700200823 
 10321.90   164.00     2005.870   63.890     0.859      0.085     D097700200824 
 10321.90   164.00     2066.730   62.850     0.900      0.098     D097700200825 
 10321.90   164.00     2127.590   61.850     0.892      0.102     D097700200826 
 10321.90   164.00     2188.450   60.880     1.142      0.116     D097700200827 
 10321.90   164.00     2249.310   59.950     1.244      0.133     D097700200828 
 10321.90   164.00     2310.170   59.050     1.144      0.128     D097700200829 
 10321.90   164.00     2371.030   58.190     1.193      0.129     D097700200830 
 10321.90   164.00     2431.890   57.350     1.248      0.125     D097700200831 
 10321.90   164.00     2492.750   56.530     1.107      0.116     D097700200832 
 10321.90   164.00     2553.610   55.750     1.336      0.135     D097700200833 
 10321.90   164.00     2614.470   54.980     1.115      0.136     D097700200834 
 10321.90   164.00     2675.330   54.240     1.142      0.143     D097700200835 
 10321.90   164.00     2705.760   53.880     1.300      0.145     D097700200836 
 10321.90   164.00     2736.190   53.520     1.262      0.140     D097700200837 
 10321.90   164.00     2797.050   52.810     1.193      0.125     D097700200838 
 10321.90   164.00     2857.910   52.120     0.861      0.105     D097700200839 
  8197.21   107.00     1275.550   80.010     0.081      0.012     D097700200840 
  8197.21   107.00     1336.410   78.370     0.073      0.012     D097700200841 
  8197.21   107.00     1397.270   76.790     0.084      0.013     D097700200842 
  8197.21   107.00     1458.130   75.270     0.102      0.013     D097700200843 
  8197.21   107.00     1518.990   73.800     0.115      0.015     D097700200844 
  8197.21   107.00     1579.850   72.390     0.195      0.021     D097700200845 
  8197.21   107.00     1640.710   71.030     0.225      0.025     D097700200846 
  8197.21   107.00     1701.570   69.730     0.237      0.029     D097700200847 
  8197.21   107.00     1762.430   68.470     0.223      0.029     D097700200848 
  8197.21   107.00     1823.290   67.260     0.248      0.032     D097700200849 
  8197.21   107.00     1843.580   66.860     0.242      0.036     D097700200850 
  8197.21   107.00     1884.150   66.090     0.281      0.037     D097700200851 
  8197.21   107.00     1945.010   64.970     0.245      0.031     D097700200852 
  8197.21   107.00     2005.870   63.890     0.310      0.035     D097700200853 
  8197.21   107.00     2066.730   62.850     0.263      0.037     D097700200854 
  8197.21   107.00     2127.590   61.850     0.256      0.039     D097700200855 
  8197.21   107.00     2188.450   60.880     0.234      0.037     D097700200856 
  8197.21   107.00     2249.310   59.950     0.337      0.047     D097700200857 
  8197.21   107.00     2310.170   59.050     0.350      0.051     D097700200858 
  8197.21   107.00     2371.030   58.190     0.349      0.048     D097700200859 
  8197.21   107.00     2431.890   57.350     0.332      0.047     D097700200860 
  8197.21   107.00     2492.750   56.530     0.220      0.035     D097700200861 
  8197.21   107.00     2553.610   55.750     0.294      0.049     D097700200862 
  8197.21   107.00     2614.470   54.980     0.228      0.044     D097700200863 
  8197.21   107.00     2675.330   54.240     0.322      0.058     D097700200864 
  8197.21   107.00     2736.190   53.520     0.287      0.051     D097700200865 
  8197.21   107.00     2797.050   52.810     0.275      0.047     D097700200866 
  8197.21   107.00     2857.910   52.120     0.254      0.045     D097700200867 
  8197.21   109.00     1275.550   80.010     0.076      0.010     D097700200868 
  8197.21   109.00     1336.410   78.370     0.084      0.012     D097700200869 
  8197.21   109.00     1397.270   76.790     0.101      0.013     D097700200870 
  8197.21   109.00     1458.130   75.270     0.097      0.011     D097700200871 
  8197.21   109.00     1518.990   73.800     0.110      0.014     D097700200872 
  8197.21   109.00     1579.850   72.390     0.161      0.017     D097700200873 
  8197.21   109.00     1640.710   71.030     0.229      0.023     D097700200874 
  8197.21   109.00     1701.570   69.730     0.218      0.025     D097700200875 
  8197.21   109.00     1762.430   68.470     0.198      0.024     D097700200876 
  8197.21   109.00     1823.290   67.260     0.230      0.027     D097700200877 
  8197.21   109.00     1843.580   66.860     0.206      0.030     D097700200878 
  8197.21   109.00     1884.150   66.090     0.281      0.032     D097700200879 
  8197.21   109.00     1945.010   64.970     0.280      0.030     D097700200880 
  8197.21   109.00     2005.870   63.890     0.285      0.032     D097700200881 
  8197.21   109.00     2066.730   62.850     0.235      0.031     D097700200882 
  8197.21   109.00     2127.590   61.850     0.225      0.032     D097700200883 
  8197.21   109.00     2188.450   60.880     0.302      0.036     D097700200884 
  8197.21   109.00     2249.310   59.950     0.188      0.031     D097700200885 
  8197.21   109.00     2310.170   59.050     0.274      0.040     D097700200886 
  8197.21   109.00     2371.030   58.190     0.292      0.038     D097700200887 
  8197.21   109.00     2431.890   57.350     0.222      0.033     D097700200888 
  8197.21   109.00     2492.750   56.530     0.231      0.033     D097700200889 
  8197.21   109.00     2553.610   55.750     0.281      0.040     D097700200890 
  8197.21   109.00     2614.470   54.980     0.198      0.034     D097700200891 
  8197.21   109.00     2675.330   54.240     0.388      0.058     D097700200892 
  8197.21   109.00     2736.190   53.520     0.336      0.051     D097700200893 
  8197.21   109.00     2797.050   52.810     0.282      0.040     D097700200894 
  8197.21   109.00     2857.910   52.120     0.327      0.042     D097700200895 
  8197.21   110.00     1275.550   80.010     0.073      0.010     D097700200896 
  8197.21   110.00     1336.410   78.370     0.093      0.012     D097700200897 
  8197.21   110.00     1397.270   76.790     0.064      0.010     D097700200898 
  8197.21   110.00     1458.130   75.270     0.097      0.011     D097700200899 
  8197.21   110.00     1518.990   73.800     0.112      0.014     D097700200900 
  8197.21   110.00     1579.850   72.390     0.172      0.018     D097700200901 
  8197.21   110.00     1640.710   71.030     0.224      0.023     D097700200902 
  8197.21   110.00     1701.570   69.730     0.207      0.024     D097700200903 
  8197.21   110.00     1762.430   68.470     0.226      0.025     D097700200904 
  8197.21   110.00     1823.290   67.260     0.266      0.030     D097700200905 
  8197.21   110.00     1843.580   66.860     0.214      0.031     D097700200906 
  8197.21   110.00     1884.150   66.090     0.250      0.030     D097700200907 
  8197.21   110.00     1945.010   64.970     0.268      0.029     D097700200908 
  8197.21   110.00     2005.870   63.890     0.252      0.028     D097700200909 
  8197.21   110.00     2066.730   62.850     0.234      0.031     D097700200910 
  8197.21   110.00     2127.590   61.850     0.260      0.033     D097700200911 
  8197.21   110.00     2188.450   60.880     0.228      0.032     D097700200912 
  8197.21   110.00     2249.310   59.950     0.283      0.039     D097700200913 
  8197.21   110.00     2310.170   59.050     0.233      0.035     D097700200914 
  8197.21   110.00     2371.030   58.190     0.258      0.037     D097700200915 
  8197.21   110.00     2431.890   57.350     0.208      0.032     D097700200916 
  8197.21   110.00     2492.750   56.530     0.219      0.032     D097700200917 
  8197.21   110.00     2553.610   55.750     0.249      0.036     D097700200918 
  8197.21   110.00     2614.470   54.980     0.271      0.041     D097700200919 
  8197.21   110.00     2675.330   54.240     0.260      0.040     D097700200920 
  8197.21   110.00     2736.190   53.520     0.224      0.033     D097700200921 
  8197.21   110.00     2797.050   52.810     0.231      0.038     D097700200922 
  8197.21   110.00     2857.910   52.120     0.288      0.042     D097700200923 
  8197.21   112.00     1275.550   80.010     0.078      0.011     D097700200924 
  8197.21   112.00     1336.410   78.370     0.099      0.013     D097700200925 
  8197.21   112.00     1397.270   76.790     0.106      0.014     D097700200926 
  8197.21   112.00     1458.130   75.270     0.087      0.011     D097700200927 
  8197.21   112.00     1518.990   73.800     0.090      0.012     D097700200928 
  8197.21   112.00     1579.850   72.390     0.165      0.018     D097700200929 
  8197.21   112.00     1640.710   71.030     0.220      0.023     D097700200930 
  8197.21   112.00     1701.570   69.730     0.250      0.029     D097700200931 
  8197.21   112.00     1762.430   68.470     0.223      0.027     D097700200932 
  8197.21   112.00     1823.290   67.260     0.243      0.028     D097700200933 
  8197.21   112.00     1843.580   66.860     0.188      0.030     D097700200934 
  8197.21   112.00     1884.150   66.090     0.276      0.033     D097700200935 
  8197.21   112.00     1945.010   64.970     0.292      0.032     D097700200936 
  8197.21   112.00     2005.870   63.890     0.238      0.028     D097700200937 
  8197.21   112.00     2066.730   62.850     0.264      0.034     D097700200938 
  8197.21   112.00     2127.590   61.850     0.251      0.036     D097700200939 
  8197.21   112.00     2188.450   60.880     0.291      0.038     D097700200940 
  8197.21   112.00     2249.310   59.950     0.279      0.039     D097700200941 
  8197.21   112.00     2310.170   59.050     0.260      0.040     D097700200942 
  8197.21   112.00     2371.030   58.190     0.239      0.039     D097700200943 
  8197.21   112.00     2431.890   57.350     0.264      0.039     D097700200944 
  8197.21   112.00     2492.750   56.530     0.256      0.039     D097700200945 
  8197.21   112.00     2553.610   55.750     0.331      0.049     D097700200946 
  8197.21   112.00     2614.470   54.980     0.207      0.039     D097700200947 
  8197.21   112.00     2675.330   54.240     0.288      0.052     D097700200948 
  8197.21   112.00     2736.190   53.520     0.280      0.047     D097700200949 
  8197.21   112.00     2797.050   52.810     0.216      0.039     D097700200950 
  8197.21   112.00     2857.910   52.120     0.340      0.050     D097700200951 
  8197.21   114.00     1275.550   80.010     0.084      0.011     D097700200952 
  8197.21   114.00     1336.410   78.370     0.088      0.012     D097700200953 
  8197.21   114.00     1397.270   76.790     0.075      0.011     D097700200954 
  8197.21   114.00     1458.130   75.270     0.109      0.012     D097700200955 
  8197.21   114.00     1518.990   73.800     0.103      0.013     D097700200956 
  8197.21   114.00     1579.850   72.390     0.178      0.018     D097700200957 
  8197.21   114.00     1640.710   71.030     0.229      0.024     D097700200958 
  8197.21   114.00     1701.570   69.730     0.258      0.028     D097700200959 
  8197.21   114.00     1762.430   68.470     0.232      0.026     D097700200960 
  8197.21   114.00     1823.290   67.260     0.299      0.032     D097700200961 
  8197.21   114.00     1843.580   66.860     0.261      0.034     D097700200962 
  8197.21   114.00     1884.150   66.090     0.294      0.034     D097700200963 
  8197.21   114.00     1945.010   64.970     0.268      0.028     D097700200964 
  8197.21   114.00     2005.870   63.890     0.274      0.030     D097700200965 
  8197.21   114.00     2066.730   62.850     0.232      0.031     D097700200966 
  8197.21   114.00     2127.590   61.850     0.276      0.036     D097700200967 
  8197.21   114.00     2188.450   60.880     0.245      0.033     D097700200968 
  8197.21   114.00     2249.310   59.950     0.237      0.034     D097700200969 
  8197.21   114.00     2310.170   59.050     0.331      0.045     D097700200970 
  8197.21   114.00     2371.030   58.190     0.266      0.039     D097700200971 
  8197.21   114.00     2431.890   57.350     0.274      0.040     D097700200972 
  8197.21   114.00     2492.750   56.530     0.239      0.034     D097700200973 
  8197.21   114.00     2553.610   55.750     0.290      0.039     D097700200974 
