ENTRY            D0797   20220322                             D136D079700000001 
SUBENT        D0797001   20220322                             D136D079700100001 
BIB                 12         30                                 D079700100002 
TITLE      Measurements of the 24Mg(d,p0,1,2,3,4) and             D079700100003 
           natMg(d,d0) reactions cross sections in the energy     D079700100004 
           range of 1.2-2 MeV for NRA and EBS applications        D079700100005 
AUTHOR     (H.Rafi-Kheiri, O.Kakuee, M.Lamehi-Rachti)             D079700100006 
INSTITUTE  (3IRNNRT)                                              D079700100007 
REFERENCE  (J,NIM/B,373,63,2016)                                  D079700100008 
           #doi:10.1016/j.nimb.2016.03.001                        D079700100009 
FACILITY   (VDG,3IRNNRT)                                          D079700100010 
SAMPLE     A thin Mg target (76.7 +/-3.1 ug/cm2) prepared by Mg   D079700100011 
            evaporation on silver backing.                        D079700100012 
INC-SPECT  The energy calibration of the accelerator was          D079700100013 
           performed using the 7Li(p,n) threshold reaction at     D079700100014 
           1880.4 keV. Maximum beam current 50-60 nA.             D079700100015 
DETECTOR   (SIBAR) Four 300 um-thick surface barrier detectors    D079700100016 
           located at 90, 135, 150 and 165 degree relative to the D079700100017 
           incident beam.                                         D079700100018 
REL-REF    (I,,O.Kakuee+,J,NIM/B,371,156,2016) IBA exp. chamber   D079700100019 
MONITOR    (47-AG-0(D,EL)47-AG-0,,DA,,RTH)                        D079700100020 
ERR-ANALYS (ERR-T) The total uncertainty was determined from the  D079700100021 
           following partial uncertainties                        D079700100022 
           Statistical uncertainty of 10% was the dominant unc.   D079700100023 
           for cross sections less than 0.1 mb/sr.                D079700100024 
           (ERR-1) Target Ag to Mg areal density ratio  3%        D079700100025 
           (ERR-2,,1.4) The solid angle ratios between            D079700100026 
           measurement and monitor detectors     <1.4%            D079700100027 
HISTORY    (20160329R) Numerical data received from Dr. O.Kakuee. D079700100028 
           (20160330C) VS.                                        D079700100029 
           (20220322A) VT. Subent 003-006 merged in 002           D079700100030 
           (20220322A) VT. Revision in 002 ERR-ANALYS:            D079700100031 
           ERR-SYS deleted in 001.                                D079700100032 
ENDBIB              30          0                                 D079700100033 
COMMON               4          3                                 D079700100034 
EN-RSL     ANG-NRM    EN-ERR     ERR-1                            D079700100035 
KEV        ADEG       KEV        PER-CENT                         D079700100036 
         1.       165.         7.  3.                             D079700100037 
ENDCOMMON            3          0                                 D079700100038 
ENDSUBENT           37          0                                 D079700199999 
SUBENT        D0797002   20220322                             D136D079700200001 
BIB                  4          5                                 D079700200002 
REACTION   (12-MG-24(D,P)12-MG-25,PAR,DA)                         D079700200003 
SAMPLE     (12-MG-24,NAT=0.7899)                                  D079700200004 
STATUS     (TABLE) Fig.3 of Nucl.Inst.Meth.B373(2016)63           D079700200005 
HISTORY    (20220318A) VT.  E-LVL:MEV->KEV, 16 duplicate data     D079700200006 
           lines removed                                          D079700200007 
ENDBIB               5          0                                 D079700200008 
NOCOMMON             0          0                                 D079700200009 
DATA                 5        752                                 D079700200010 
E-LVL      ANG        EN         DATA       ERR-T                 D079700200011 
     974.76       150.      1412.      0.460      0.020           D079700200424 
     974.76       150.      1387.      0.440      0.020           D079700200425 
     974.76       150.      1361.      0.360      0.020           D079700200426 
     974.76       150.      1336.      0.320      0.020           D079700200427 
     974.76       150.      1310.      0.350      0.020           D079700200428 
     974.76       150.      1285.      0.380      0.020           D079700200429 
     974.76       150.      1260.      0.400      0.020           D079700200430 
     974.76       165.      2000.      0.700      0.030           D079700200431 
     974.76       165.      1994.      0.910      0.030           D079700200432 
     974.76       165.      1969.      1.100      0.050           D079700200433 
     974.76       165.      1944.      1.380      0.060           D079700200434 
     974.76       165.      1919.      1.390      0.060           D079700200435 
     974.76       165.      1893.      1.530      0.070           D079700200436 
     974.76       165.      1888.      1.570      0.070           D079700200437 
     974.76       165.      1883.      1.620      0.070           D079700200438 
     974.76       165.      1878.      1.690      0.070           D079700200439 
     974.76       165.      1868.      1.790      0.080           D079700200440 
     974.76       165.      1858.      2.080      0.090           D079700200441 
     974.76       165.      1843.      1.630      0.070           D079700200442 
     974.76       165.      1818.      1.670      0.070           D079700200443 
     974.76       165.      1798.      1.700      0.070           D079700200444 
     974.76       165.      1793.      1.920      0.080           D079700200445 
     974.76       165.      1782.      2.100      0.090           D079700200446 
     974.76       165.      1777.      1.820      0.080           D079700200447 
     974.76       165.      1767.      1.690      0.070           D079700200448 
     974.76       165.      1742.      1.520      0.070           D079700200449 
     974.76       165.      1716.      1.620      0.070           D079700200450 
     974.76       165.      1691.      1.820      0.080           D079700200451 
     974.76       165.      1666.      1.350      0.060           D079700200452 
     974.76       165.      1641.      0.800      0.030           D079700200453 
     974.76       165.      1615.      0.660      0.030           D079700200454 
     974.76       165.      1590.      0.570      0.030           D079700200455 
     974.76       165.      1565.      0.500      0.030           D079700200456 
     974.76       165.      1540.      0.390      0.020           D079700200457 
     974.76       165.      1515.      0.480      0.030           D079700200458 
     974.76       165.      1489.      0.580      0.030           D079700200459 
     974.76       165.      1463.      0.500      0.030           D079700200460 
     974.76       165.      1438.      0.440      0.030           D079700200461 
     974.76       165.      1412.      0.470      0.030           D079700200462 
     974.76       165.      1387.      0.450      0.030           D079700200463 
     974.76       165.      1361.      0.360      0.020           D079700200464 
     974.76       165.      1336.      0.280      0.020           D079700200465 
     974.76       165.      1310.      0.350      0.020           D079700200466 
     974.76       165.      1285.      0.430      0.030           D079700200467 
     974.76       165.      1260.      0.400      0.030           D079700200468 
    1611.77        90.    2000.00      0.250      0.010           D079700200469 
    1611.77        90.    1994.00      0.220      0.010           D079700200470 
    1611.77        90.    1968.50      0.310      0.010           D079700200471 
    1611.77        90.    1943.50      0.210      0.010           D079700200472 
    1611.77        90.    1918.50      0.220      0.010           D079700200473 
    1611.77        90.    1893.25      0.190      0.010           D079700200474 
    1611.77        90.    1888.25      0.160      0.010           D079700200475 
    1611.77        90.    1883.25      0.180      0.010           D079700200476 
    1611.77        90.    1878.00      0.140      0.010           D079700200477 
    1611.77        90.    1868.00      0.150      0.010           D079700200478 
    1611.77        90.    1858.00      0.190      0.010           D079700200479 
    1611.77        90.    1842.50      0.200      0.010           D079700200480 
    1611.77        90.    1817.50      0.140      0.010           D079700200481 
    1611.77        90.    1797.50      0.250      0.010           D079700200482 
    1611.77        90.    1792.50      0.250      0.010           D079700200483 
    1611.77        90.    1782.00      0.350      0.020           D079700200484 
    1611.77        90.    1777.00      0.260      0.010           D079700200485 
    1611.77        90.    1767.00      0.270      0.010           D079700200486 
    1611.77        90.    1741.50      0.220      0.010           D079700200487 
    1611.77        90.    1716.00      0.200      0.010           D079700200488 
    1611.77        90.    1691.00      0.340      0.020           D079700200489 
    1611.77        90.    1666.00      0.420      0.020           D079700200490 
    1611.77        90.    1640.50      0.290      0.010           D079700200491 
    1611.77        90.    1615.00      0.240      0.010           D079700200492 
    1611.77        90.    1589.50      0.190      0.010           D079700200493 
    1611.77        90.    1564.50      0.180      0.010           D079700200494 
    1611.77        90.    1539.50      0.180      0.010           D079700200495 
    1611.77        90.    1514.50      0.190      0.010           D079700200496 
    1611.77        90.    1489.00      0.220      0.010           D079700200497 
    1611.77        90.    1463.00      0.220      0.010           D079700200498 
    1611.77        90.    1438.00      0.240      0.010           D079700200499 
    1611.77        90.    1412.00      0.180      0.010           D079700200500 
    1611.77        90.    1386.50      0.100      0.010           D079700200501 
    1611.77        90.    1361.00      0.100      0.010           D079700200502 
    1611.77        90.    1336.00      0.130      0.010           D079700200503 
    1611.77        90.    1310.00      0.090      0.010           D079700200504 
    1611.77        90.    1285.00      0.120      0.010           D079700200505 
    1611.77       135.      2000.      0.330      0.020           D079700200506 
    1611.77       135.      1994.      0.320      0.020           D079700200507 
    1611.77       135.      1969.      0.300      0.020           D079700200508 
    1611.77       135.      1944.      0.180      0.010           D079700200509 
    1611.77       135.      1919.      0.180      0.010           D079700200510 
    1611.77       135.      1893.      0.190      0.010           D079700200511 
    1611.77       135.      1888.      0.150      0.010           D079700200512 
    1611.77       135.      1883.      0.140      0.010           D079700200513 
    1611.77       135.      1878.      0.120      0.010           D079700200514 
    1611.77       135.      1868.      0.170      0.010           D079700200515 
    1611.77       135.      1858.      0.200      0.010           D079700200516 
    1611.77       135.      1843.      0.180      0.010           D079700200517 
    1611.77       135.      1818.      0.350      0.020           D079700200518 
    1611.77       135.      1798.      0.440      0.020           D079700200519 
    1611.77       135.      1793.      0.470      0.020           D079700200520 
    1611.77       135.      1782.      0.530      0.020           D079700200521 
    1611.77       135.      1777.      0.480      0.020           D079700200522 
    1611.77       135.      1767.      0.420      0.020           D079700200523 
    1611.77       135.      1742.      0.350      0.020           D079700200524 
    1611.77       135.      1716.      0.350      0.020           D079700200525 
    1611.77       135.      1691.      0.520      0.020           D079700200526 
    1611.77       135.      1666.      0.600      0.030           D079700200527 
    1611.77       135.      1641.      0.490      0.020           D079700200528 
    1611.77       135.      1615.      0.310      0.010           D079700200529 
    1611.77       135.      1590.      0.180      0.010           D079700200530 
    1611.77       135.      1565.      0.150      0.010           D079700200531 
    1611.77       135.      1540.      0.140      0.010           D079700200532 
    1611.77       135.      1515.      0.250      0.010           D079700200533 
    1611.77       135.      1489.      0.190      0.010           D079700200534 
    1611.77       135.      1463.      0.130      0.010           D079700200535 
    1611.77       135.      1438.      0.130      0.010           D079700200536 
    1611.77       135.      1412.      0.150      0.010           D079700200537 
    1611.77       135.      1387.      0.080      0.010           D079700200538 
    1611.77       135.      1361.      0.070      0.010           D079700200539 
    1611.77       135.      1336.      0.070      0.010           D079700200540 
    1611.77       135.      1310.      0.080      0.010           D079700200541 
    1611.77       135.      1285.      0.080      0.010           D079700200542 
    1611.77       150.      2000.      0.290      0.020           D079700200543 
    1611.77       150.      1994.      0.280      0.020           D079700200544 
    1611.77       150.      1969.      0.250      0.020           D079700200545 
    1611.77       150.      1944.      0.160      0.010           D079700200546 
    1611.77       150.      1919.      0.150      0.010           D079700200547 
    1611.77       150.      1893.      0.130      0.010           D079700200548 
    1611.77       150.      1888.      0.120      0.010           D079700200549 
    1611.77       150.      1883.      0.120      0.010           D079700200550 
    1611.77       150.      1878.      0.090      0.010           D079700200551 
    1611.77       150.      1868.      0.130      0.010           D079700200552 
    1611.77       150.      1858.      0.150      0.010           D079700200553 
    1611.77       150.      1843.      0.150      0.010           D079700200554 
    1611.77       150.      1818.      0.340      0.020           D079700200555 
    1611.77       150.      1798.      0.430      0.020           D079700200556 
    1611.77       150.      1793.      0.480      0.020           D079700200557 
    1611.77       150.      1782.      0.620      0.020           D079700200558 
    1611.77       150.      1777.      0.550      0.020           D079700200559 
    1611.77       150.      1767.      0.460      0.020           D079700200560 
    1611.77       150.      1742.      0.370      0.020           D079700200561 
    1611.77       150.      1716.      0.320      0.020           D079700200562 
    1611.77       150.      1691.      0.530      0.020           D079700200563 
    1611.77       150.      1666.      0.630      0.030           D079700200564 
    1611.77       150.      1641.      0.530      0.020           D079700200565 
    1611.77       150.      1615.      0.340      0.010           D079700200566 
    1611.77       150.      1590.      0.190      0.010           D079700200567 
    1611.77       150.      1565.      0.130      0.010           D079700200568 
    1611.77       150.      1540.      0.120      0.010           D079700200569 
    1611.77       150.      1515.      0.190      0.010           D079700200570 
    1611.77       150.      1489.      0.180      0.010           D079700200571 
    1611.77       150.      1463.      0.140      0.010           D079700200572 
    1611.77       150.      1438.      0.120      0.010           D079700200573 
    1611.77       150.      1412.      0.130      0.010           D079700200574 
    1611.77       150.      1387.      0.110      0.010           D079700200575 
    1611.77       150.      1361.      0.080      0.010           D079700200576 
    1611.77       150.      1336.      0.060      0.010           D079700200577 
    1611.77       150.      1310.      0.060      0.010           D079700200578 
    1611.77       150.      1285.      0.040      0.010           D079700200579 
    1611.77       165.      2000.      0.300      0.020           D079700200580 
    1611.77       165.      1994.      0.280      0.020           D079700200581 
    1611.77       165.      1969.      0.200      0.020           D079700200582 
    1611.77       165.      1944.      0.140      0.010           D079700200583 
    1611.77       165.      1919.      0.120      0.010           D079700200584 
    1611.77       165.      1893.      0.070      0.010           D079700200585 
    1611.77       165.      1888.      0.080      0.010           D079700200586 
    1611.77       165.      1883.      0.100      0.010           D079700200587 
    1611.77       165.      1878.      0.060      0.010           D079700200588 
    1611.77       165.      1868.      0.090      0.010           D079700200589 
    1611.77       165.      1858.      0.090      0.010           D079700200590 
    1611.77       165.      1843.      0.110      0.010           D079700200591 
    1611.77       165.      1818.      0.320      0.020           D079700200592 
    1611.77       165.      1798.      0.410      0.030           D079700200593 
    1611.77       165.      1793.      0.490      0.030           D079700200594 
    1611.77       165.      1782.      0.700      0.040           D079700200595 
    1611.77       165.      1777.      0.580      0.030           D079700200596 
    1611.77       165.      1767.      0.500      0.030           D079700200597 
    1611.77       165.      1742.      0.390      0.030           D079700200598 
    1611.77       165.      1716.      0.280      0.020           D079700200599 
    1611.77       165.      1691.      0.580      0.030           D079700200600 
    1611.77       165.      1666.      0.700      0.040           D079700200601 
    1611.77       165.      1641.      0.590      0.030           D079700200602 
    1611.77       165.      1615.      0.360      0.020           D079700200603 
    1611.77       165.      1590.      0.190      0.020           D079700200604 
    1611.77       165.      1565.      0.110      0.010           D079700200605 
    1611.77       165.      1540.      0.100      0.010           D079700200606 
    1611.77       165.      1515.      0.120      0.010           D079700200607 
    1611.77       165.      1489.      0.170      0.010           D079700200608 
    1611.77       165.      1463.      0.150      0.010           D079700200609 
    1611.77       165.      1438.      0.110      0.010           D079700200610 
    1611.77       165.      1412.      0.120      0.010           D079700200611 
    1611.77       165.      1387.      0.140      0.010           D079700200612 
    1611.77       165.      1361.      0.100      0.010           D079700200613 
    1611.77       165.      1336.      0.040      0.010           D079700200614 
    1611.77       165.      1310.      0.040      0.010           D079700200615 
    1964.62        90.      2000.      0.390      0.020           D079700200616 
    1964.62        90.      1994.      0.380      0.020           D079700200617 
    1964.62        90.      1969.      0.350      0.020           D079700200618 
    1964.62        90.      1944.      0.390      0.020           D079700200619 
    1964.62        90.      1919.      0.350      0.020           D079700200620 
    1964.62        90.      1893.      0.450      0.020           D079700200621 
    1964.62        90.      1888.      0.570      0.020           D079700200622 
    1964.62        90.      1883.      0.550      0.020           D079700200623 
    1964.62        90.      1878.      0.520      0.020           D079700200624 
    1964.62        90.      1868.      0.720      0.030           D079700200625 
    1964.62        90.      1858.      0.750      0.030           D079700200626 
    1964.62        90.      1843.      0.810      0.030           D079700200627 
    1964.62        90.      1818.      1.180      0.040           D079700200628 
    1964.62        90.      1798.      1.330      0.050           D079700200629 
    1964.62        90.      1793.      1.480      0.050           D079700200630 
    1964.62        90.      1782.      1.550      0.050           D079700200631 
    1964.62        90.      1777.      1.420      0.050           D079700200632 
    1964.62        90.      1767.      1.370      0.050           D079700200633 
    1964.62        90.      1742.      1.170      0.040           D079700200634 
    1964.62        90.      1716.      0.900      0.030           D079700200635 
    1964.62        90.      1691.      0.710      0.030           D079700200636 
    1964.62        90.      1666.      0.570      0.020           D079700200637 
    1964.62        90.      1641.      0.480      0.020           D079700200638 
    1964.62        90.      1615.      0.430      0.020           D079700200639 
    1964.62        90.      1590.      0.520      0.020           D079700200640 
    1964.62        90.      1565.      0.510      0.020           D079700200641 
    1964.62        90.      1540.      0.450      0.020           D079700200642 
    1964.62        90.      1515.      0.380      0.020           D079700200643 
    1964.62        90.      1489.      0.380      0.020           D079700200644 
    1964.62        90.      1463.      0.310      0.010           D079700200645 
    1964.62        90.      1438.      0.340      0.010           D079700200646 
    1964.62        90.      1412.      0.250      0.010           D079700200647 
    1964.62        90.      1387.      0.240      0.010           D079700200648 
    1964.62        90.      1361.      0.240      0.010           D079700200649 
    1964.62        90.      1336.      0.290      0.010           D079700200650 
    1964.62        90.      1310.      0.330      0.010           D079700200651 
    1964.62        90.      1285.      0.320      0.010           D079700200652 
    1964.62       135.      2000.      0.470      0.020           D079700200653 
    1964.62       135.      1994.      0.460      0.020           D079700200654 
    1964.62       135.      1969.      0.430      0.020           D079700200655 
    1964.62       135.      1944.      0.320      0.020           D079700200656 
    1964.62       135.      1919.      0.330      0.020           D079700200657 
    1964.62       135.      1893.      0.380      0.020           D079700200658 
    1964.62       135.      1888.      0.400      0.020           D079700200659 
    1964.62       135.      1883.      0.420      0.020           D079700200660 
    1964.62       135.      1878.      0.410      0.020           D079700200661 
    1964.62       135.      1868.      0.480      0.020           D079700200662 
    1964.62       135.      1858.      0.510      0.020           D079700200663 
    1964.62       135.      1843.      0.570      0.020           D079700200664 
    1964.62       135.      1818.      0.890      0.040           D079700200665 
    1964.62       135.      1798.      1.000      0.040           D079700200666 
    1964.62       135.      1793.      1.070      0.040           D079700200667 
    1964.62       135.      1782.      1.210      0.040           D079700200668 
    1964.62       135.      1777.      1.020      0.040           D079700200669 
    1964.62       135.      1767.      0.940      0.040           D079700200670 
    1964.62       135.      1742.      0.790      0.030           D079700200671 
    1964.62       135.      1716.      0.650      0.030           D079700200672 
    1964.62       135.      1691.      0.660      0.030           D079700200673 
    1964.62       135.      1666.      0.560      0.020           D079700200674 
    1964.62       135.      1641.      0.530      0.020           D079700200675 
    1964.62       135.      1615.      0.620      0.020           D079700200676 
    1964.62       135.      1590.      0.640      0.030           D079700200677 
    1964.62       135.      1565.      0.570      0.020           D079700200678 
    1964.62       135.      1540.      0.470      0.020           D079700200679 
    1964.62       135.      1515.      0.460      0.020           D079700200680 
    1964.62       135.      1489.      0.380      0.020           D079700200681 
    1964.62       135.      1463.      0.310      0.010           D079700200682 
    1964.62       135.      1438.      0.340      0.020           D079700200683 
    1964.62       135.      1412.      0.250      0.010           D079700200684 
    1964.62       135.      1387.      0.120      0.010           D079700200685 
    1964.62       135.      1361.      0.160      0.010           D079700200686 
    1964.62       135.      1336.      0.150      0.010           D079700200687 
    1964.62       135.      1310.      0.170      0.010           D079700200688 
    1964.62       135.      1285.      0.230      0.010           D079700200689 
    1964.62       150.      2000.      0.490      0.020           D079700200690 
    1964.62       150.      1994.      0.480      0.020           D079700200691 
    1964.62       150.      1969.      0.460      0.020           D079700200692 
    1964.62       150.      1944.      0.310      0.020           D079700200693 
    1964.62       150.      1919.      0.260      0.020           D079700200694 
    1964.62       150.      1893.      0.300      0.020           D079700200695 
    1964.62       150.      1888.      0.300      0.020           D079700200696 
    1964.62       150.      1883.      0.320      0.020           D079700200697 
    1964.62       150.      1878.      0.300      0.020           D079700200698 
    1964.62       150.      1868.      0.330      0.020           D079700200699 
    1964.62       150.      1858.      0.360      0.020           D079700200700 
    1964.62       150.      1843.      0.420      0.020           D079700200701 
    1964.62       150.      1818.      0.590      0.040           D079700200702 
    1964.62       150.      1798.      0.740      0.040           D079700200703 
    1964.62       150.      1793.      0.780      0.040           D079700200704 
    1964.62       150.      1782.      0.800      0.040           D079700200705 
    1964.62       150.      1777.      0.630      0.040           D079700200706 
    1964.62       150.      1767.      0.590      0.040           D079700200707 
    1964.62       150.      1742.      0.500      0.030           D079700200708 
    1964.62       150.      1716.      0.400      0.030           D079700200709 
    1964.62       150.      1691.      0.480      0.030           D079700200710 
    1964.62       150.      1666.      0.470      0.020           D079700200711 
    1964.62       150.      1641.      0.490      0.020           D079700200712 
    1964.62       150.      1615.      0.450      0.020           D079700200713 
    1964.62       150.      1590.      0.500      0.030           D079700200714 
    1964.62       150.      1565.      0.380      0.020           D079700200715 
    1964.62       150.      1540.      0.310      0.020           D079700200716 
    1964.62       150.      1515.      0.290      0.020           D079700200717 
    1964.62       150.      1489.      0.270      0.020           D079700200718 
    1964.62       150.      1463.      0.230      0.010           D079700200719 
    1964.62       150.      1438.      0.260      0.020           D079700200720 
    1964.62       150.      1412.      0.240      0.010           D079700200721 
    1964.62       150.      1387.      0.150      0.010           D079700200722 
    1964.62       150.      1361.      0.130      0.010           D079700200723 
    1964.62       150.      1336.      0.130      0.010           D079700200724 
    1964.62       150.      1310.      0.150      0.010           D079700200725 
    1964.62       150.      1285.      0.190      0.010           D079700200726 
    1964.62       165.      2000.      0.500      0.030           D079700200727 
    1964.62       165.      1994.      0.490      0.030           D079700200728 
    1964.62       165.      1969.      0.470      0.030           D079700200729 
    1964.62       165.      1944.      0.310      0.020           D079700200730 
    1964.62       165.      1919.      0.220      0.020           D079700200731 
    1964.62       165.      1893.      0.260      0.020           D079700200732 
    1964.62       165.      1888.      0.250      0.020           D079700200733 
    1964.62       165.      1883.      0.270      0.020           D079700200734 
    1964.62       165.      1878.      0.240      0.020           D079700200735 
    1964.62       165.      1868.      0.260      0.020           D079700200736 
    1964.62       165.      1858.      0.290      0.020           D079700200737 
    1964.62       165.      1843.      0.290      0.020           D079700200738 
    1964.62       165.      1818.      0.440      0.030           D079700200739 
    1964.62       165.      1798.      0.520      0.030           D079700200740 
    1964.62       165.      1793.      0.520      0.030           D079700200741 
    1964.62       165.      1782.      0.540      0.030           D079700200742 
    1964.62       165.      1777.      0.460      0.030           D079700200743 
    1964.62       165.      1767.      0.380      0.030           D079700200744 
    1964.62       165.      1742.      0.350      0.020           D079700200745 
    1964.62       165.      1716.      0.300      0.020           D079700200746 
    1964.62       165.      1691.      0.390      0.030           D079700200747 
    1964.62       165.      1666.      0.430      0.030           D079700200748 
    1964.62       165.      1641.      0.460      0.030           D079700200749 
    1964.62       165.      1615.      0.360      0.020           D079700200750 
    1964.62       165.      1590.      0.440      0.030           D079700200751 
    1964.62       165.      1565.      0.280      0.020           D079700200752 
    1964.62       165.      1540.      0.230      0.020           D079700200753 
    1964.62       165.      1515.      0.210      0.020           D079700200754 
    1964.62       165.      1489.      0.220      0.020           D079700200755 
    1964.62       165.      1463.      0.200      0.020           D079700200756 
    1964.62       165.      1438.      0.220      0.020           D079700200757 
    1964.62       165.      1412.      0.230      0.020           D079700200758 
    1964.62       165.      1387.      0.160      0.010           D079700200759 
    1964.62       165.      1361.      0.120      0.010           D079700200760 
    1964.62       165.      1336.      0.120      0.010           D079700200761 
    1964.62       165.      1310.      0.150      0.010           D079700200762 
    1964.62       165.      1285.      0.170      0.020           D079700200763 
    1964.62       165.      1260.      0.080      0.010           D079700200764 
ENDDATA            754          0                                 D079700200765 
ENDSUBENT          764          0                                 D079700299999 
NOSUBENT      D0797003   20220322                             D136D079700300001 
NOSUBENT      D0797004   20220322                             D136D079700400001 
NOSUBENT      D0797005   20220322                             D136D079700500001 
NOSUBENT      D0797006   20220322                             D136D079700600001 
SUBENT        D0797007   20160401                             D104D0797  7    1 
BIB                  2          3                                 D0797  7    2 
REACTION   (12-MG-0(D,EL)12-MG-0,,DA)                             D0797  7    3 
STATUS     (TABLE)  Plotted on Fig. 4. of Nucl. Inst. Meth.       D0797  7    4 
            B373(2016)63.                                         D0797  7    5 
ENDBIB               3          0                                 D0797  7    6 
NOCOMMON             0          0                                 D0797  7    7 
DATA                 4        106                                 D0797  7    8 
ANG        EN         DATA       ERR-T                            D0797  7    9 
ADEG       KEV        MB/SR      MB/SR                            D0797  7   10 
    135.     2000.      66.100       2.100                        D0797  7   11 
    135.     1994.      66.330       2.100                        D0797  7   12 
    135.     1969.      71.870       2.370                        D0797  7   13 
    135.     1944.      71.640       2.360                        D0797  7   14 
    135.     1919.      76.160       2.510                        D0797  7   15 
    135.     1893.      77.450       2.560                        D0797  7   16 
    135.     1888.      73.560       2.430                        D0797  7   17 
    135.     1883.      73.150       2.410                        D0797  7   18 
    135.     1878.      69.480       2.290                        D0797  7   19 
    135.     1868.      69.370       2.290                        D0797  7   20 
    135.     1858.      68.840       2.270                        D0797  7   21 
    135.     1843.      65.560       2.160                        D0797  7   22 
    135.     1818.      68.720       2.270                        D0797  7   23 
    135.     1798.      67.490       2.230                        D0797  7   24 
    135.     1793.      68.190       2.250                        D0797  7   25 
    135.     1782.      70.270       2.320                        D0797  7   26 
    135.     1777.      68.950       2.280                        D0797  7   27 
    135.     1767.      70.700       2.330                        D0797  7   28 
    135.     1742.      80.500       2.660                        D0797  7   29 
    135.     1716.      78.440       2.590                        D0797  7   30 
    135.     1691.      83.870       2.770                        D0797  7   31 
    135.     1666.      85.000       2.810                        D0797  7   32 
    135.     1641.      84.770       2.800                        D0797  7   33 
    135.     1615.      88.690       2.930                        D0797  7   34 
    135.     1590.      94.190       3.110                        D0797  7   35 
    135.     1565.      99.010       3.270                        D0797  7   36 
    135.     1540.     103.420       3.410                        D0797  7   37 
    135.     1515.     107.220       3.540                        D0797  7   38 
    135.     1489.     113.050       3.730                        D0797  7   39 
    135.     1463.     119.930       3.960                        D0797  7   40 
   150.      2000.      54.150       1.720                        D0797  7   41 
   150.      1994.      56.380       1.730                        D0797  7   42 
   150.      1969.      60.400       1.850                        D0797  7   43 
   150.      1944.      61.600       1.900                        D0797  7   44 
   150.      1919.      63.770       2.010                        D0797  7   45 
   150.      1893.      66.340       2.080                        D0797  7   46 
   150.      1888.      68.300       2.080                        D0797  7   47 
   150.      1883.      68.100       2.040                        D0797  7   48 
   150.      1878.      68.020       1.970                        D0797  7   49 
   150.      1868.      64.840       1.890                        D0797  7   50 
   150.      1858.      62.470       1.830                        D0797  7   51 
   150.      1843.      60.880       1.750                        D0797  7   52 
   150.      1818.      58.290       1.750                        D0797  7   53 
   150.      1798.      58.120       1.760                        D0797  7   54 
   150.      1793.      60.220       1.740                        D0797  7   55 
   150.      1782.      60.720       1.750                        D0797  7   56 
   150.      1777.      61.440       1.810                        D0797  7   57 
   150.      1767.      62.520       1.790                        D0797  7   58 
   150.      1742.      64.340       1.900                        D0797  7   59 
   150.      1716.      69.930       1.990                        D0797  7   60 
   150.      1691.      69.520       1.950                        D0797  7   61 
   150.      1666.      64.670       1.910                        D0797  7   62 
   150.      1641.      70.740       2.050                        D0797  7   63 
   150.      1615.      74.840       2.210                        D0797  7   64 
   150.      1590.      75.430       2.230                        D0797  7   65 
   150.      1565.      80.730       2.390                        D0797  7   66 
   150.      1540.      84.580       2.430                        D0797  7   67 
   150.      1515.      88.130       2.540                        D0797  7   68 
   150.      1489.      90.720       2.650                        D0797  7   69 
   150.      1463.      93.010       2.750                        D0797  7   70 
   150.      1438.      97.770       2.930                        D0797  7   71 
   150.      1412.     102.000       3.060                        D0797  7   72 
   150.      1387.     106.800       3.260                        D0797  7   73 
   150.      1361.     113.750       3.380                        D0797  7   74 
   150.      1336.     114.200       3.450                        D0797  7   75 
   150.      1310.     119.940       3.590                        D0797  7   76 
   150.      1285.     125.990       3.770                        D0797  7   77 
   150.      1260.     134.240       4.020                        D0797  7   78 
    165.     2000.        51.000      1.720                       D0797  7   79 
    165.     1994.        52.120      1.730                       D0797  7   80 
    165.     1969.        54.540      1.850                       D0797  7   81 
    165.     1944.        57.290      1.900                       D0797  7   82 
    165.     1919.        58.710      2.010                       D0797  7   83 
    165.     1893.        62.950      2.080                       D0797  7   84 
    165.     1888.        64.500      2.080                       D0797  7   85 
    165.     1883.        63.600      2.040                       D0797  7   86 
    165.     1878.        62.550      1.970                       D0797  7   87 
    165.     1868.        61.200      1.890                       D0797  7   88 
    165.     1858.        57.250      1.830                       D0797  7   89 
    165.     1843.        56.000      1.750                       D0797  7   90 
    165.     1818.        52.750      1.750                       D0797  7   91 
    165.     1798.        53.250      1.760                       D0797  7   92 
    165.     1793.        52.510      1.740                       D0797  7   93 
    165.     1782.        51.860      1.750                       D0797  7   94 
    165.     1777.        52.610      1.810                       D0797  7   95 
    165.     1767.        54.120      1.790                       D0797  7   96 
    165.     1742.        56.420      1.900                       D0797  7   97 
    165.     1716.        64.230      1.990                       D0797  7   98 
    165.     1691.        64.180      1.950                       D0797  7   99 
    165.     1666.        57.710      1.910                       D0797  7  100 
    165.     1641.        64.020      2.050                       D0797  7  101 
    165.     1615.        67.730      2.210                       D0797  7  102 
    165.     1590.        68.260      2.230                       D0797  7  103 
    165.     1565.        73.060      2.390                       D0797  7  104 
    165.     1540.        76.540      2.430                       D0797  7  105 
    165.     1515.        79.760      2.540                       D0797  7  106 
    165.     1489.        82.100      2.650                       D0797  7  107 
