ENTRY            C1739   20130426                             C130C173900000001 
SUBENT        C1739001   20130426                             C130C173900100001 
BIB                  8         29                                 C173900100002 
TITLE      Systematic study of the alpha-optical potential via    C173900100003 
            elastic scattering near the Z = 50 region for         C173900100004 
            p-process nuclei                                      C173900100005 
AUTHOR     (A.Palumbo, W.P.Tan, J.Gorres, A.Best, M.Couder,       C173900100006 
            R.Crowter, R.J.Deboer, S.Falahat, P.J.Leblanc,        C173900100007 
            H.Y.Lee, S.O'Brien, E.Strandberg, M.Wiescher,         C173900100008 
            J.P.Greene, Zs.Fulop, G.G.Kiss,  E.Somorjai,          C173900100009 
            N.Ozkan, G.Efe, R.T.Guray)                            C173900100010 
INSTITUTE  (1USANOT,1USAANL,3HUNDEB,2TUKKOC)                      C173900100011 
REFERENCE  (J,PR/C,85,035808,2012) Main reference                 C173900100012 
           (C,2008MACKIN,,(046),2008) preliminary data on 120Te   C173900100013 
FACILITY   (VDGT,1USANOT) FN tandem accelerator                   C173900100014 
DETECTOR   (SI) Thirty Si pin diode detectors were mounted on a   C173900100015 
            rotatable table which spanned an angular range from   C173900100016 
            22.5deg to 167.5deg in 2.5deg increments.             C173900100017 
           Two monitor detectors were placed at 15deg on either   C173900100018 
            side of the beam axis to correct for deviations in    C173900100019 
            the beam spot.                                        C173900100020 
ERR-ANALYS (ERR-T) Quadrature sum of the uncertainties due to     C173900100021 
                    - counting statistics                         C173900100022 
                    - angular position                            C173900100023 
                    - beam energy,                                C173900100024 
           (ERR-1)  - solid angle (1%)                            C173900100025 
HISTORY    (20090918C) Compiled by S.H.                           C173900100026 
           (20120331A) Main reference compiled by S.H.            C173900100027 
                       All data replaced by data from author.     C173900100028 
                       Subentry 2 updated - differential cross    C173900100029 
                       section added, subentries 3,4 deleted      C173900100030 
                       and subentries 5-10 added                  C173900100031 
ENDBIB              29          0                                 C173900100032 
COMMON               2          3                                 C173900100033 
ANG-ERR    ERR-1                                                  C173900100034 
ADEG       PER-CENT                                               C173900100035 
 0.01       1.                                                    C173900100036 
ENDCOMMON            3          0                                 C173900100037 
ENDSUBENT           36          0                                 C173900199999 
SUBENT        C1739002   20130426                             C130C173900200001 
BIB                  4         11                                 C173900200002 
REACTION  1(52-TE-120(A,EL)52-TE-120,,DA)                         C173900200003 
          2(52-TE-120(A,EL)52-TE-120,,DA,,RTH)                    C173900200004 
SAMPLE     (52-TE-120,ENR=0.994) Target in oxide form TeO2 with   C173900200005 
                                 thickness of 130 - 210 mu-g/cm2  C173900200006 
STATUS     (TABLE) Data presented in fig. 4 of the main reference C173900200007 
                   sent by author (W.P.T)                         C173900200008 
HISTORY    (20120331A) S.H. Data in original subentry 2 contained C173900200009 
            only ratios to Rutherford cross sections. DifferentialC173900200010 
            cross sections from main reference were added for     C173900200011 
            several incident energies                             C173900200012 
           (20130426A) On. Uncertainty in Rutherford ratio revisedC173900200013 
ENDBIB              11          0                                 C173900200014 
NOCOMMON             0          0                                 C173900200015 
DATA                 6        296                                 C173900200016 
EN         ANG        DATA      1ERR-T     1DATA      2ERR-T     2C173900200017 
       27.0       77.8   5.22E+00   1.03E-01   4.28E-02   1.97    C173900500275 
       27.0       80.3   4.15E+00   8.74E-02   3.77E-02   2.11    C173900500276 
       27.0       82.8   3.33E+00   7.64E-02   3.33E-02   2.30    C173900500277 
       27.0       85.3   2.67E+00   6.74E-02   2.94E-02   2.53    C173900500278 
       27.0       87.8   1.95E+00   5.68E-02   2.35E-02   2.91    C173900500279 
       27.0       90.3   1.48E+00   4.90E-02   1.95E-02   3.31    C173900500280 
       27.0       92.8   1.16E+00   4.29E-02   1.65E-02   3.71    C173900500281 
       27.0       95.0   9.74E-01   1.46E-02   1.49E-02   1.50    C173900500282 
       27.0       97.5   8.64E-01   1.34E-02   1.42E-02   1.55    C173900500283 
       27.0      100.0   7.11E-01   1.16E-02   1.26E-02   1.63    C173900500284 
       27.0      102.5   5.70E-01   1.02E-02   1.08E-02   1.79    C173900500285 
       27.0      105.0   4.19E-01   8.18E-03   8.51E-03   1.95    C173900500286 
       27.0      107.5   3.06E-01   7.06E-03   6.61E-03   2.31    C173900500287 
       27.0      110.0   2.53E-01   6.29E-03   5.79E-03   2.49    C173900500288 
       27.0      112.5   2.44E-01   6.17E-03   5.91E-03   2.53    C173900500289 
       27.0      115.0   2.28E-01   6.06E-03   5.85E-03   2.66    C173900500290 
       27.0      117.5   2.01E-01   5.53E-03   5.42E-03   2.76    C173900500291 
       27.0      120.0   1.61E-01   4.86E-03   4.57E-03   3.02    C173900500292 
       27.0      122.5   1.28E-01   4.29E-03   3.81E-03   3.34    C173900500293 
       27.0      125.0   1.04E-01   3.84E-03   3.22E-03   3.71    C173900500294 
       27.0      127.5   8.17E-02   3.38E-03   2.65E-03   4.14    C173900500295 
       27.0      130.0   8.20E-02   3.41E-03   2.76E-03   4.16    C173900500296 
       27.0      132.6   7.73E-02   3.35E-03   2.71E-03   4.33    C173900500297 
       27.0      135.0   7.18E-02   3.25E-03   2.60E-03   4.54    C173900500298 
       27.0      137.5   7.18E-02   3.18E-03   2.69E-03   4.43    C173900500299 
       27.0      140.0   6.05E-02   2.99E-03   2.34E-03   4.94    C173900500300 
       27.0      142.5   5.14E-02   2.68E-03   2.05E-03   5.21    C173900500301 
       27.0      145.0   4.35E-02   2.45E-03   1.78E-03   5.63    C173900500302 
       27.0      147.5   3.90E-02   2.32E-03   1.63E-03   5.96    C173900500303 
       27.0      150.0   3.20E-02   2.11E-03   1.37E-03   6.60    C173900500304 
       27.0      152.5   3.29E-02   2.15E-03   1.44E-03   6.53    C173900500305 
       27.0      155.0   3.25E-02   2.14E-03   1.45E-03   6.57    C173900500306 
       27.0      157.5   3.27E-02   2.13E-03   1.48E-03   6.52    C173900500307 
       27.0      160.0   3.61E-02   2.25E-03   1.67E-03   6.22    C173900500308 
       27.0      162.5   3.47E-02   2.22E-03   1.62E-03   6.41    C173900500309 
       27.0      165.0   3.35E-02   2.21E-03   1.58E-03   6.59    C173900500310 
       27.0      167.5   2.74E-02   1.95E-03   1.31E-03   7.12    C173900500311 
ENDDATA            298          0                                 C173900500312 
ENDSUBENT          311          0                                 C173900599999 
SUBENT        C1739006   20130426                             C130C173900600001 
BIB                  4          8                                 C173900600002 
REACTION  1(52-TE-126(A,EL)52-TE-126,,DA)                         C173900600003 
          2(52-TE-126(A,EL)52-TE-126,,DA,,RTH)                    C173900600004 
SAMPLE     (52-TE-126,ENR=0.995) Te target with                   C173900600005 
                                 thickness of 140 mu-g/cm2        C173900600006 
STATUS     (TABLE) Data presented in fig. 6 of the main reference C173900600007 
                   sent by author (W.P.T)                         C173900600008 
HISTORY    (20120331C) S.H.                                       C173900600009 
           (20130426A) On. Uncertainty in Rutherford ratio revisedC173900600010 
ENDBIB               8          0                                 C173900600011 
NOCOMMON             0          0                                 C173900600012 
DATA                 6        177                                 C173900600013 
EN         ANG        DATA      1ERR-T     1DATA      2ERR-T     2C173900600014 
MEV        ADEG       MB/SR      MB/SR      NO-DIM     PER-CENT   C173900600015 
       17.0       15.3   1.47E+05   1.48E+03   1.00E+00   1.01    C173900600016 
       17.0       22.6   3.00E+04   3.01E+02   9.71E-01   1.00    C173900600017 
       17.0       25.1   2.03E+04   2.04E+02   9.93E-01   1.01    C173900600018 
       17.0       27.6   1.39E+04   1.41E+02   9.84E-01   1.01    C173900600019 
       17.0       30.1   9.80E+03   1.00E+02   9.74E-01   1.03    C173900600020 
       17.0       32.7   7.21E+03   7.23E+01   9.85E-01   1.00    C173900600021 
       17.0       35.2   5.42E+03   5.47E+01   9.85E-01   1.01    C173900600022 
       17.0       37.7   4.10E+03   4.18E+01   9.70E-01   1.02    C173900600023 
       17.0       40.2   3.22E+03   3.32E+01   9.72E-01   1.03    C173900600024 
       17.0       42.7   2.61E+03   2.72E+01   9.92E-01   1.04    C173900600025 
       17.0       45.2   2.15E+03   2.26E+01   1.01E+00   1.05    C173900600026 
       17.0       47.7   1.77E+03   1.89E+01   1.02E+00   1.07    C173900600027 
       17.0       50.2   1.49E+03   1.61E+01   1.03E+00   1.09    C173900600028 
       17.0       52.7   1.28E+03   1.42E+01   1.07E+00   1.11    C173900600029 
       17.0       55.2   1.06E+03   1.19E+01   1.04E+00   1.13    C173900600030 
       17.0       57.7   9.10E+02   1.04E+01   1.05E+00   1.15    C173900600031 
       17.0       60.2   7.76E+02   9.11E+00   1.05E+00   1.18    C173900600032 
       17.0       62.7   6.62E+02   8.00E+00   1.03E+00   1.21    C173900600033 
       17.0       65.2   5.67E+02   7.02E+00   1.01E+00   1.24    C173900600034 
       17.0       67.7   4.80E+02   6.18E+00   9.76E-01   1.29    C173900600035 
       17.0       70.2   4.03E+02   5.38E+00   9.28E-01   1.34    C173900600036 
       17.0       72.7   3.48E+02   4.83E+00   9.01E-01   1.39    C173900600037 
       17.0       75.2   2.93E+02   4.22E+00   8.51E-01   1.44    C173900600038 
       17.0       77.7   2.49E+02   3.80E+00   8.05E-01   1.53    C173900600039 
       17.0       80.2   2.16E+02   3.40E+00   7.73E-01   1.58    C173900600040 
       17.0       82.7   1.81E+02   3.02E+00   7.18E-01   1.67    C173900600041 
       17.0       85.2   1.55E+02   2.73E+00   6.75E-01   1.76    C173900600042 
       17.0       87.7   1.32E+02   2.46E+00   6.28E-01   1.86    C173900600043 
       17.0       90.2   1.18E+02   2.31E+00   6.13E-01   1.95    C173900600044 
       17.0       92.7   1.02E+02   2.12E+00   5.77E-01   2.07    C173900600045 
       17.0       95.2   8.80E+01   1.27E+00   5.37E-01   1.44    C173900600046 
       17.0       97.7   7.73E+01   1.19E+00   5.08E-01   1.54    C173900600047 
       17.0      100.2   6.66E+01   1.07E+00   4.70E-01   1.60    C173900600048 
       17.0      102.7   5.95E+01   1.00E+00   4.50E-01   1.69    C173900600049 
       17.0      105.2   5.19E+01   9.00E-01   4.20E-01   1.73    C173900600050 
       17.0      107.7   4.74E+01   9.27E-01   4.08E-01   1.96    C173900600051 
       17.0      110.2   3.75E+01   7.99E-01   3.43E-01   2.13    C173900600052 
       17.0      112.7   3.56E+01   7.75E-01   3.44E-01   2.18    C173900600053 
       17.0      115.2   3.15E+01   7.35E-01   3.22E-01   2.33    C173900600054 
       17.0      117.7   2.80E+01   6.73E-01   3.01E-01   2.41    C173900600055 
       17.0      120.3   2.57E+01   6.38E-01   2.91E-01   2.48    C173900600056 
       17.0      122.8   2.29E+01   5.96E-01   2.71E-01   2.60    C173900600057 
       17.0      125.2   2.14E+01   5.77E-01   2.65E-01   2.69    C173900600058 
       17.0      127.7   1.91E+01   5.40E-01   2.47E-01   2.82    C173900600059 
       17.0      130.2   1.71E+01   5.11E-01   2.30E-01   2.99    C173900600060 
       17.0      132.8   1.50E+01   4.80E-01   2.09E-01   3.20    C173900600061 
       17.0      135.2   1.48E+01   4.82E-01   2.14E-01   3.25    C173900600062 
       17.0      137.8   1.38E+01   4.53E-01   2.06E-01   3.28    C173900600063 
       17.0      140.3   1.23E+01   4.37E-01   1.89E-01   3.56    C173900600064 
       17.0      142.8   1.18E+01   4.17E-01   1.86E-01   3.54    C173900600065 
       17.0      145.2   1.09E+01   3.99E-01   1.77E-01   3.65    C173900600066 
       17.0      147.8   1.03E+01   3.89E-01   1.72E-01   3.76    C173900600067 
       17.0      150.2   9.50E+00   3.74E-01   1.62E-01   3.94    C173900600068 
       17.0      152.7   8.97E+00   3.64E-01   1.56E-01   4.06    C173900600069 
       17.0      155.2   8.80E+00   3.60E-01   1.56E-01   4.09    C173900600070 
       17.0      157.7   8.67E+00   3.56E-01   1.56E-01   4.10    C173900600071 
       17.0      160.2   7.82E+00   3.37E-01   1.43E-01   4.31    C173900600072 
       17.0      162.7   7.47E+00   3.32E-01   1.39E-01   4.45    C173900600073 
       17.0      165.2   7.78E+00   3.43E-01   1.46E-01   4.41    C173900600074 
       19.0       15.2   1.18E+05   1.19E+03   1.00E+00   1.01    C173900600075 
       19.0       22.6   2.47E+04   2.45E+02   9.98E-01    .993   C173900600076 
       19.0       25.1   1.64E+04   1.63E+02   1.00E+00    .994   C173900600077 
       19.0       27.6   1.09E+04   1.08E+02   9.64E-01    .996   C173900600078 
       19.0       30.1   7.68E+03   7.70E+01   9.55E-01   1.00    C173900600079 
       19.0       32.7   5.69E+03   5.62E+01   9.66E-01    .988   C173900600080 
       19.0       35.2   4.47E+03   4.42E+01   1.01E+00    .989   C173900600081 
       19.0       37.7   3.50E+03   3.47E+01   1.03E+00    .991   C173900600082 
       19.0       40.2   2.83E+03   2.81E+01   1.06E+00    .994   C173900600083 
       19.0       42.7   2.30E+03   2.29E+01   1.08E+00    .997   C173900600084 
       19.0       45.2   1.87E+03   1.88E+01   1.10E+00   1.00    C173900600085 
       19.0       47.7   1.49E+03   1.50E+01   1.07E+00   1.01    C173900600086 
       19.0       50.2   1.22E+03   1.23E+01   1.06E+00   1.01    C173900600087 
       19.0       52.7   9.89E+02   1.01E+01   1.02E+00   1.02    C173900600088 
       19.0       55.2   7.85E+02   8.07E+00   9.62E-01   1.03    C173900600089 
       19.0       57.7   6.36E+02   6.61E+00   9.17E-01   1.04    C173900600090 
       19.0       60.2   5.05E+02   5.32E+00   8.47E-01   1.05    C173900600091 
       19.0       62.6   4.11E+02   4.40E+00   7.95E-01   1.07    C173900600092 
       19.0       65.2   3.30E+02   3.60E+00   7.35E-01   1.09    C173900600093 
       19.0       67.7   2.67E+02   2.99E+00   6.78E-01   1.12    C173900600094 
       19.0       70.2   2.18E+02   2.49E+00   6.26E-01   1.15    C173900600095 
       19.0       72.7   1.76E+02   2.08E+00   5.68E-01   1.18    C173900600096 
       19.0       75.2   1.45E+02   1.76E+00   5.26E-01   1.21    C173900600097 
       19.0       77.7   1.17E+02   1.49E+00   4.71E-01   1.28    C173900600098 
       19.0       80.2   9.65E+01   1.27E+00   4.32E-01   1.32    C173900600099 
       19.0       82.7   7.86E+01   1.08E+00   3.88E-01   1.38    C173900600100 
       19.0       85.2   6.58E+01   9.50E-01   3.57E-01   1.44    C173900600101 
       19.0       87.7   5.50E+01   8.36E-01   3.26E-01   1.52    C173900600102 
       19.0       90.2   4.60E+01   7.40E-01   2.98E-01   1.61    C173900600103 
       19.0       92.7   3.93E+01   6.67E-01   2.76E-01   1.70    C173900600104 
       19.0       95.2   3.22E+01   4.18E-01   2.45E-01   1.30    C173900600105 
       19.0       97.7   2.73E+01   3.73E-01   2.24E-01   1.36    C173900600106 
       19.0      100.2   2.26E+01   3.22E-01   2.00E-01   1.43    C173900600107 
       19.0      102.7   1.96E+01   2.94E-01   1.85E-01   1.50    C173900600108 
       19.0      105.2   1.65E+01   2.56E-01   1.67E-01   1.55    C173900600109 
       19.0      107.7   1.47E+01   2.61E-01   1.58E-01   1.78    C173900600110 
       19.0      110.2   1.26E+01   2.36E-01   1.44E-01   1.87    C173900600111 
       19.0      112.7   1.10E+01   2.16E-01   1.32E-01   1.97    C173900600112 
       19.0      115.2   9.85E+00   2.05E-01   1.26E-01   2.09    C173900600113 
       19.0      117.7   7.99E+00   1.78E-01   1.07E-01   2.23    C173900600114 
       19.0      120.2   7.33E+00   1.68E-01   1.03E-01   2.29    C173900600115 
       19.0      122.7   6.61E+00   1.58E-01   9.77E-02   2.39    C173900600116 
       19.0      125.2   5.85E+00   1.48E-01   9.04E-02   2.53    C173900600117 
       19.0      127.7   5.37E+00   1.41E-01   8.64E-02   2.62    C173900600118 
       19.0      130.2   4.72E+00   1.32E-01   7.91E-02   2.79    C173900600119 
       19.0      132.8   4.37E+00   1.27E-01   7.61E-02   2.91    C173900600120 
       19.0      135.2   4.07E+00   1.24E-01   7.34E-02   3.04    C173900600121 
       19.0      137.8   3.48E+00   1.11E-01   6.48E-02   3.18    C173900600122 
       19.0      140.2   3.46E+00   1.14E-01   6.65E-02   3.28    C173900600123 
       19.0      142.7   3.30E+00   1.08E-01   6.52E-02   3.27    C173900600124 
       19.0      145.2   2.70E+00   9.66E-02   5.49E-02   3.57    C173900600125 
       19.0      147.7   2.80E+00   9.89E-02   5.83E-02   3.53    C173900600126 
       19.0      150.2   2.47E+00   9.30E-02   5.27E-02   3.76    C173900600127 
       19.0      152.7   2.30E+00   8.98E-02   5.00E-02   3.90    C173900600128 
       19.0      155.2   2.16E+00   8.68E-02   4.78E-02   4.02    C173900600129 
       19.0      157.7   2.15E+00   8.61E-02   4.84E-02   4.01    C173900600130 
       19.0      160.2   1.95E+00   8.18E-02   4.45E-02   4.20    C173900600131 
       19.0      162.7   1.94E+00   8.24E-02   4.49E-02   4.25    C173900600132 
       19.0      165.2   1.87E+00   8.17E-02   4.39E-02   4.36    C173900600133 
       22.0       15.3   8.76E+04   8.80E+02   1.00E+00   1.01    C173900600134 
       22.0       22.8   1.66E+04   1.64E+02   9.20E-01    .989   C173900600135 
       22.0       25.3   1.15E+04   1.13E+02   9.60E-01    .988   C173900600136 
       22.0       27.8   8.14E+03   8.03E+01   9.83E-01    .987   C173900600137 
       22.0       30.3   6.17E+03   6.10E+01   1.04E+00    .988   C173900600138 
       22.0       32.7   4.78E+03   4.70E+01   1.10E+00    .984   C173900600139 
       22.0       35.3   3.66E+03   3.60E+01   1.12E+00    .984   C173900600140 
       22.0       37.7   2.67E+03   2.63E+01   1.06E+00    .985   C173900600141 
       22.0       40.2   2.00E+03   1.97E+01   1.01E+00    .987   C173900600142 
       22.0       42.7   1.49E+03   1.47E+01   9.51E-01    .989   C173900600143 
       22.0       45.3   1.11E+03   1.10E+01   8.78E-01    .993   C173900600144 
       22.0       47.7   8.16E+02   8.13E+00   7.88E-01    .997   C173900600145 
       22.0       50.2   6.06E+02   6.07E+00   7.07E-01   1.00    C173900600146 
       22.0       52.7   4.51E+02   4.56E+00   6.29E-01   1.01    C173900600147 
       22.0       55.2   3.37E+02   3.43E+00   5.57E-01   1.02    C173900600148 
       22.0       57.8   2.54E+02   2.62E+00   4.94E-01   1.03    C173900600149 
       22.0       60.3   1.91E+02   2.00E+00   4.33E-01   1.05    C173900600150 
       22.0       62.7   1.46E+02   1.56E+00   3.81E-01   1.07    C173900600151 
       22.0       65.3   1.12E+02   1.22E+00   3.35E-01   1.09    C173900600152 
       22.0       67.8   8.58E+01   9.63E-01   2.93E-01   1.12    C173900600153 
       22.0       70.3   6.71E+01   7.76E-01   2.60E-01   1.16    C173900600154 
       22.0       72.7   5.20E+01   6.26E-01   2.26E-01   1.21    C173900600155 
       22.0       75.3   4.10E+01   5.13E-01   2.00E-01   1.25    C173900600156 
       22.0       77.8   3.17E+01   4.21E-01   1.72E-01   1.33    C173900600157 
       22.0       80.3   2.52E+01   3.51E-01   1.52E-01   1.39    C173900600158 
       22.0       82.7   2.03E+01   2.99E-01   1.35E-01   1.47    C173900600159 
       22.0       85.2   1.66E+01   2.60E-01   1.21E-01   1.56    C173900600160 
       22.0       87.7   1.32E+01   2.22E-01   1.06E-01   1.68    C173900600161 
       22.0       90.2   1.11E+01   1.98E-01   9.62E-02   1.79    C173900600162 
       22.0       92.7   8.63E+00   1.70E-01   8.15E-02   1.97    C173900600163 
       22.0       95.2   7.16E+00   9.36E-02   7.31E-02   1.31    C173900600164 
       22.0       97.7   6.15E+00   8.44E-02   6.78E-02   1.37    C173900600165 
       22.0      100.2   5.03E+00   7.22E-02   5.95E-02   1.44    C173900600166 
       22.0      102.7   4.22E+00   6.46E-02   5.36E-02   1.53    C173900600167 
       22.0      105.2   3.60E+00   5.67E-02   4.87E-02   1.58    C173900600168 
       22.0      107.7   3.11E+00   5.45E-02   4.49E-02   1.75    C173900600169 
       22.0      110.2   2.61E+00   4.85E-02   3.99E-02   1.86    C173900600170 
       22.0      112.7   2.13E+00   4.27E-02   3.45E-02   2.00    C173900600171 
       22.0      115.2   1.85E+00   3.98E-02   3.16E-02   2.15    C173900600172 
       22.0      117.7   1.54E+00   3.50E-02   2.77E-02   2.28    C173900600173 
       22.0      120.2   1.35E+00   3.23E-02   2.56E-02   2.39    C173900600174 
       22.0      122.8   1.23E+00   3.04E-02   2.43E-02   2.49    C173900600175 
       22.0      125.2   1.15E+00   2.95E-02   2.37E-02   2.57    C173900600176 
       22.0      127.7   9.47E-01   2.64E-02   2.05E-02   2.78    C173900600177 
       22.0      130.2   8.55E-01   2.51E-02   1.92E-02   2.93    C173900600178 
       22.0      132.8   7.65E-01   2.38E-02   1.78E-02   3.11    C173900600179 
       22.0      135.2   6.83E-01   2.26E-02   1.65E-02   3.31    C173900600180 
       22.0      137.8   6.17E-01   2.09E-02   1.54E-02   3.39    C173900600181 
       22.0      140.3   5.69E-01   2.06E-02   1.46E-02   3.62    C173900600182 
       22.0      142.8   4.56E-01   1.78E-02   1.21E-02   3.91    C173900600183 
       22.0      145.2   4.35E-01   1.73E-02   1.18E-02   3.98    C173900600184 
       22.0      147.8   4.54E-01   1.78E-02   1.27E-02   3.92    C173900600185 
       22.0      150.2   4.33E-01   1.75E-02   1.24E-02   4.03    C173900600186 
       22.0      152.7   3.83E-01   1.64E-02   1.11E-02   4.29    C173900600187 
       22.0      155.2   4.12E-01   1.71E-02   1.22E-02   4.14    C173900600188 
       22.0      157.7   3.71E-01   1.61E-02   1.12E-02   4.33    C173900600189 
       22.0      160.2   3.47E-01   1.55E-02   1.06E-02   4.47    C173900600190 
       22.0      162.7   3.39E-01   1.55E-02   1.05E-02   4.57    C173900600191 
       22.0      165.2   3.20E-01   1.52E-02   1.01E-02   4.74    C173900600192 
ENDDATA            179          0                                 C173900600193 
ENDSUBENT          192          0                                 C173900699999 
SUBENT        C1739007   20130426                             C130C173900700001 
BIB                  4          8                                 C173900700002 
REACTION  1(52-TE-128(A,EL)52-TE-128,,DA)                         C173900700003 
          2(52-TE-128(A,EL)52-TE-128,,DA,,RTH)                    C173900700004 
SAMPLE     (52-TE-128,ENR=0.988) Target in oxide form TeO2 with   C173900700005 
                                 thickness of 180 - 210 mu-g/cm2  C173900700006 
STATUS     (TABLE) Data presented in fig. 7 of the main reference C173900700007 
                   sent by author (W.P.T)                         C173900700008 
HISTORY    (20120331C) S.H.                                       C173900700009 
           (20130426A) On. Uncertainty in Rutherford ratio revisedC173900700010 
ENDBIB               8          0                                 C173900700011 
NOCOMMON             0          0                                 C173900700012 
DATA                 6        296                                 C173900700013 
EN         ANG        DATA      1ERR-T     1DATA      2ERR-T     2C173900700014 
MEV        ADEG       MB/SR      MB/SR      NO-DIM     PER-CENT   C173900700015 
       17.0       15.2   1.49E+05   1.50E+03   1.00E+00   1.01    C173900700016 
       17.0       22.6   3.09E+04   3.09E+02   1.00E+00   1.00    C173900700017 
       17.0       25.2   2.09E+04   2.10E+02   1.02E+00   1.01    C173900700018 
       17.0       27.6   1.43E+04   1.45E+02   1.02E+00   1.01    C173900700019 
       17.0       30.2   1.02E+04   1.04E+02   1.02E+00   1.02    C173900700020 
       17.0       32.7   7.34E+03   7.36E+01   9.98E-01   1.00    C173900700021 
       17.0       35.2   5.52E+03   5.56E+01   9.98E-01   1.01    C173900700022 
       17.0       37.7   4.19E+03   4.26E+01   9.85E-01   1.02    C173900700023 
       17.0       40.2   3.31E+03   3.40E+01   9.94E-01   1.03    C173900700024 
       17.0       42.7   2.65E+03   2.75E+01   1.00E+00   1.04    C173900700025 
       17.0       45.2   2.18E+03   2.29E+01   1.02E+00   1.05    C173900700026 
       17.0       47.7   1.80E+03   1.92E+01   1.03E+00   1.06    C173900700027 
       17.0       50.2   1.51E+03   1.62E+01   1.04E+00   1.08    C173900700028 
       17.0       52.7   1.30E+03   1.42E+01   1.08E+00   1.10    C173900700029 
       17.0       55.2   1.09E+03   1.21E+01   1.07E+00   1.11    C173900700030 
       17.0       57.7   9.36E+02   1.06E+01   1.08E+00   1.13    C173900700031 
       17.0       60.2   7.95E+02   9.23E+00   1.07E+00   1.16    C173900700032 
       17.0       62.7   6.80E+02   8.11E+00   1.05E+00   1.19    C173900700033 
       17.0       65.2   5.69E+02   6.97E+00   1.01E+00   1.22    C173900700034 
       17.0       67.7   4.81E+02   6.11E+00   9.75E-01   1.27    C173900700035 
       17.0       70.2   4.15E+02   5.44E+00   9.56E-01   1.31    C173900700036 
       17.0       72.7   3.45E+02   4.73E+00   8.94E-01   1.37    C173900700037 
       17.0       75.2   2.96E+02   4.19E+00   8.60E-01   1.41    C173900700038 
       17.0       77.7   2.54E+02   3.79E+00   8.21E-01   1.49    C173900700039 
       17.0       80.2   2.17E+02   3.36E+00   7.78E-01   1.55    C173900700040 
       17.0       82.6   1.85E+02   3.01E+00   7.32E-01   1.62    C173900700041 
       17.0       85.1   1.61E+02   2.74E+00   6.99E-01   1.70    C173900700042 
       17.0       87.6   1.35E+02   2.45E+00   6.43E-01   1.81    C173900700043 
       17.0       90.1   1.20E+02   2.28E+00   6.23E-01   1.90    C173900700044 
       17.0       92.6   1.01E+02   2.05E+00   5.66E-01   2.03    C173900700045 
       17.0       95.2   8.70E+01   1.24E+00   5.30E-01   1.42    C173900700046 
       17.0       97.7   7.53E+01   1.14E+00   4.94E-01   1.52    C173900700047 
       17.0      100.2   6.65E+01   1.04E+00   4.70E-01   1.57    C173900700048 
       17.0      102.7   5.72E+01   9.57E-01   4.33E-01   1.67    C173900700049 
       17.0      105.2   4.93E+01   8.50E-01   3.98E-01   1.72    C173900700050 
       17.0      107.7   4.33E+01   8.55E-01   3.73E-01   1.98    C173900700051 
       17.0      110.2   3.83E+01   7.90E-01   3.50E-01   2.06    C173900700052 
       17.0      112.7   3.55E+01   7.55E-01   3.43E-01   2.13    C173900700053 
       17.0      115.2   3.08E+01   7.07E-01   3.15E-01   2.29    C173900700054 
       17.0      117.7   2.76E+01   6.51E-01   2.97E-01   2.36    C173900700055 
       17.0      120.2   2.40E+01   5.96E-01   2.71E-01   2.48    C173900700056 
       17.0      122.7   2.27E+01   5.77E-01   2.68E-01   2.54    C173900700057 
       17.0      125.2   1.97E+01   5.35E-01   2.44E-01   2.71    C173900700058 
       17.0      127.7   1.87E+01   5.19E-01   2.41E-01   2.77    C173900700059 
       17.0      130.2   1.69E+01   4.93E-01   2.27E-01   2.92    C173900700060 
       17.0      132.8   1.52E+01   4.69E-01   2.11E-01   3.10    C173900700061 
       17.0      135.2   1.33E+01   4.42E-01   1.92E-01   3.32    C173900700062 
       17.0      137.7   1.26E+01   4.18E-01   1.88E-01   3.33    C173900700063 
       17.0      140.2   1.22E+01   4.24E-01   1.88E-01   3.46    C173900700064 
       17.0      142.7   1.16E+01   4.02E-01   1.84E-01   3.46    C173900700065 
       17.0      145.2   1.10E+01   3.89E-01   1.79E-01   3.54    C173900700066 
       17.0      147.7   9.85E+00   3.68E-01   1.64E-01   3.74    C173900700067 
       17.0      150.2   9.96E+00   3.73E-01   1.70E-01   3.74    C173900700068 
       17.0      152.7   8.36E+00   3.40E-01   1.46E-01   4.07    C173900700069 
       17.0      155.2   7.85E+00   3.29E-01   1.39E-01   4.19    C173900700070 
       17.0      157.7   8.46E+00   3.41E-01   1.53E-01   4.03    C173900700071 
       17.0      160.2   8.11E+00   3.33E-01   1.49E-01   4.11    C173900700072 
       17.0      162.7   8.13E+00   3.37E-01   1.51E-01   4.15    C173900700073 
       17.0      165.2   7.03E+00   3.15E-01   1.32E-01   4.49    C173900700074 
       19.0       15.2   1.18E+05   1.19E+03   1.00E+00   1.01    C173900700075 
       19.0       22.6   2.53E+04   2.51E+02   1.02E+00    .993   C173900700076 
       19.0       25.1   1.67E+04   1.66E+02   1.02E+00    .994   C173900700077 
       19.0       27.6   1.11E+04   1.11E+02   9.82E-01    .996   C173900700078 
       19.0       30.1   7.84E+03   7.85E+01   9.72E-01   1.00    C173900700079 
       19.0       32.7   5.84E+03   5.79E+01   9.90E-01    .991   C173900700080 
       19.0       35.2   4.59E+03   4.56E+01   1.04E+00    .993   C173900700081 
