ENTRY            C0838   20120123                             C114C083800000001 
SUBENT        C0838001   20120123                             C114C083800100001 
BIB                 12         23                                 C083800100002 
INSTITUTE  (1USAMIT,1USAOHO)                                      C083800100003 
REFERENCE  (J,NSE,138,145,200106)                                 C083800100004 
           (C,97TRIEST,2,1655,1997) prelim.results                C083800100005 
AUTHOR     (W.B.Howard,S.M.Grimes,T.N.Massey,S.I.Al-Quraishi,     C083800100006 
           D.K.Jacobs,C.E.Brient,J.C.Yanch)                       C083800100007 
TITLE      Measurement of the Thick-Target 9Be(p,n) Neutron EnergyC083800100008 
            Spectra                                               C083800100009 
FACILITY   (VDGT,1USAOHO) Beam swinger facility at tandem Van de  C083800100010 
            Graaff.                                               C083800100011 
SAMPLE     Beryllium targets, 99.9% pure, 0.25 or 0.5 mm thick    C083800100012 
            (thick enough to stop 4-MeV protons).                 C083800100013 
METHOD     (TOF,PSD) Neutron time-of-flight; 10-m flight path.    C083800100014 
DETECTOR   (GLASD) Four Li-loaded (95% 6Li) glass scintillators   C083800100015 
            used to detect neutrons.                              C083800100016 
CORRECTION Corrected for background.                              C083800100017 
ERR-ANALYS (ERR-S) Statistical uncertainty.                       C083800100018 
STATUS     (APRVD) Approved by T. Massey, 16 August 2002.         C083800100019 
           (TABLE) Data received by email from T. Massey,         C083800100020 
            2 August 2001.                                        C083800100021 
HISTORY    (20020814C) VM                                         C083800100022 
           (20100610A) VM: subentry 003 updated.                  C083800100023 
           (20110121A) OS. Reaction in Sub.3 modified             C083800100024 
           (20120123U) SD: ref. added.                            C083800100025 
ENDBIB              23          0                                 C083800100026 
NOCOMMON             0          0                                 C083800100027 
ENDSUBENT           26          0                                 C083800199999 
SUBENT        C0838003   20110123                             C104C083800300001 
BIB                  2          5                                 C083800300002 
REACTION   (4-BE-9(P,X)0-NN-1,,TTY/PY/DA/DE,,AV)                  C083800300003 
HISTORY    (20030127A) Comment added.                             C083800300004 
           (20040504A) Reaction updated.                          C083800300005 
           (20100610A) Reaction updated.                          C083800300006 
           (20110121A) OS. REACTION SF6 corrected                 C083800300007 
ENDBIB               5          0                                 C083800300008 
NOCOMMON             0          0                                 C083800300009 
DATA                 6       1734                                 C083800300010 
EN         ANG        E-MEAN     E-RSL      DATA       ERR-S      C083800300011 
MEV        ADEG       MEV        MEV        P/MEVMUCSR P/MEVMUCSR C083800300012 
  3.7       20.         0.590      0.010     8.1258E+07 4.8140E+06C083800300318 
  3.7       20.         0.610      0.010     9.3761E+07 6.0104E+06C083800300319 
  3.7       20.         0.630      0.010     9.0184E+07 5.9373E+06C083800300320 
  3.7       20.         0.650      0.010     5.9037E+07 3.8422E+06C083800300321 
  3.7       20.         0.670      0.010     6.3140E+07 4.6619E+06C083800300322 
  3.7       20.         0.690      0.010     5.5747E+07 4.1590E+06C083800300323 
  3.7       20.         0.725      0.025     5.6585E+07 2.5789E+06C083800300324 
  3.7       20.         0.775      0.025     4.7526E+07 2.1361E+06C083800300325 
  3.7       20.         0.825      0.025     4.4793E+07 2.1380E+06C083800300326 
  3.7       20.         0.875      0.025     4.4510E+07 2.0065E+06C083800300327 
  3.7       20.         0.925      0.025     4.5823E+07 2.0566E+06C083800300328 
  3.7       20.         0.975      0.025     4.5831E+07 1.9873E+06C083800300329 
  3.7       20.         1.025      0.025     4.2308E+07 1.9876E+06C083800300330 
  3.7       20.         1.075      0.025     3.9874E+07 1.9101E+06C083800300331 
  3.7       20.         1.125      0.025     4.0334E+07 1.9482E+06C083800300332 
  3.7       20.         1.175      0.025     4.4803E+07 2.1509E+06C083800300333 
  3.7       20.         1.225      0.025     4.0613E+07 1.9740E+06C083800300334 
  3.7       20.         1.275      0.025     3.3294E+07 1.5928E+06C083800300335 
  3.7       20.         1.325      0.025     3.5727E+07 1.7180E+06C083800300336 
  3.7       20.         1.375      0.025     3.7880E+07 1.9245E+06C083800300337 
  3.7       20.         1.425      0.025     3.5155E+07 1.8001E+06C083800300338 
  3.7       20.         1.475      0.025     3.4117E+07 1.7461E+06C083800300339 
  3.7       20.         1.525      0.025     3.5255E+07 1.6914E+06C083800300340 
  3.7       20.         1.575      0.025     3.4945E+07 1.7456E+06C083800300341 
  3.7       20.         1.625      0.025     3.8073E+07 1.8596E+06C083800300342 
  3.7       20.         1.675      0.025     3.4485E+07 1.7330E+06C083800300343 
  3.7       20.         1.725      0.025     3.1866E+07 1.5762E+06C083800300344 
  3.7       20.         1.775      0.025     1.7053E+07 1.2874E+06C083800300345 
  3.7       40.         0.090      0.010     1.3671E+07 2.9953E+06C083800300346 
  3.7       40.         0.110      0.010     1.7811E+07 3.2383E+06C083800300347 
  3.7       40.         0.130      0.010     2.6148E+07 4.2746E+06C083800300348 
  3.7       40.         0.150      0.010     2.2352E+07 3.3234E+06C083800300349 
  3.7       40.         0.170      0.010     2.4480E+07 2.7284E+06C083800300350 
  3.7       40.         0.190      0.010     2.7844E+07 2.5943E+06C083800300351 
  3.7       40.         0.210      0.010     2.7600E+07 2.1532E+06C083800300352 
  3.7       40.         0.230      0.010     2.7412E+07 1.3708E+06C083800300353 
  3.7       40.         0.250      0.010     3.1923E+07 1.3455E+06C083800300354 
  3.7       40.         0.270      0.010     2.7192E+07 1.2940E+06C083800300355 
  3.7       40.         0.290      0.010     2.6424E+07 1.2250E+06C083800300356 
  3.7       40.         0.310      0.010     3.9256E+07 1.3522E+06C083800300357 
  3.7       40.         0.330      0.010     4.0950E+07 1.4176E+06C083800300358 
  3.7       40.         0.350      0.010     4.9518E+07 1.5921E+06C083800300359 
  3.7       40.         0.370      0.010     3.7618E+07 1.3861E+06C083800300360 
  3.7       40.         0.390      0.010     4.3324E+07 1.4892E+06C083800300361 
  3.7       40.         0.410      0.010     4.7234E+07 1.5891E+06C083800300362 
  3.7       40.         0.430      0.010     5.7731E+07 1.8871E+06C083800300363 
  3.7       40.         0.450      0.010     4.7808E+07 1.6640E+06C083800300364 
  3.7       40.         0.470      0.010     5.7394E+07 2.0369E+06C083800300365 
  3.7       40.         0.490      0.010     5.3871E+07 2.0446E+06C083800300366 
  3.7       40.         0.510      0.010     6.3305E+07 2.4069E+06C083800300367 
  3.7       40.         0.530      0.010     6.9565E+07 2.5413E+06C083800300368 
  3.7       40.         0.550      0.010     8.0270E+07 3.0453E+06C083800300369 
  3.7       40.         0.570      0.010     7.6509E+07 2.9096E+06C083800300370 
  3.7       40.         0.590      0.010     6.9135E+07 2.8132E+06C083800300371 
  3.7       40.         0.610      0.010     6.2442E+07 2.6785E+06C083800300372 
  3.7       40.         0.630      0.010     6.3180E+07 2.7640E+06C083800300373 
  3.7       40.         0.650      0.010     4.8965E+07 2.2142E+06C083800300374 
  3.7       40.         0.670      0.010     5.5150E+07 2.4324E+06C083800300375 
  3.7       40.         0.690      0.010     4.8314E+07 2.2249E+06C083800300376 
  3.7       40.         0.725      0.025     5.5044E+07 1.6941E+06C083800300377 
  3.7       40.         0.775      0.025     5.1115E+07 1.6348E+06C083800300378 
  3.7       40.         0.825      0.025     4.8727E+07 1.5543E+06C083800300379 
  3.7       40.         0.875      0.025     4.9290E+07 1.5784E+06C083800300380 
  3.7       40.         0.925      0.025     5.4339E+07 1.6884E+06C083800300381 
  3.7       40.         0.975      0.025     4.9366E+07 1.5646E+06C083800300382 
  3.7       40.         1.025      0.025     5.0183E+07 1.6233E+06C083800300383 
  3.7       40.         1.075      0.025     4.1682E+07 1.3868E+06C083800300384 
  3.7       40.         1.125      0.025     4.3096E+07 1.4470E+06C083800300385 
  3.7       40.         1.175      0.025     5.0213E+07 1.6851E+06C083800300386 
  3.7       40.         1.225      0.025     4.2718E+07 1.4138E+06C083800300387 
  3.7       40.         1.275      0.025     3.7314E+07 1.2487E+06C083800300388 
  3.7       40.         1.325      0.025     4.0850E+07 1.4152E+06C083800300389 
  3.7       40.         1.375      0.025     3.9759E+07 1.3690E+06C083800300390 
  3.7       40.         1.425      0.025     4.1642E+07 1.4464E+06C083800300391 
  3.7       40.         1.475      0.025     3.6625E+07 1.2966E+06C083800300392 
  3.7       40.         1.525      0.025     3.5334E+07 1.2656E+06C083800300393 
  3.7       40.         1.575      0.025     3.3078E+07 1.2024E+06C083800300394 
  3.7       40.         1.625      0.025     2.8680E+07 1.1447E+06C083800300395 
  3.7       40.         1.675      0.025     9.9592E+06 7.0327E+05C083800300396 
  3.7       60.         0.090      0.010     1.3374E+07 2.0423E+06C083800300397 
  3.7       60.         0.110      0.010     1.6426E+07 1.9195E+06C083800300398 
  3.7       60.         0.130      0.010     2.1987E+07 1.9986E+06C083800300399 
  3.7       60.         0.150      0.010     2.1044E+07 1.7496E+06C083800300400 
  3.7       60.         0.170      0.010     2.2571E+07 1.6593E+06C083800300401 
  3.7       60.         0.190      0.010     2.4372E+07 1.6849E+06C083800300402 
  3.7       60.         0.210      0.010     2.4221E+07 1.6385E+06C083800300403 
  3.7       60.         0.230      0.010     2.4392E+07 1.3004E+06C083800300404 
  3.7       60.         0.250      0.010     2.9458E+07 1.3338E+06C083800300405 
  3.7       60.         0.270      0.010     2.4635E+07 1.2424E+06C083800300406 
  3.7       60.         0.290      0.010     2.4535E+07 1.2238E+06C083800300407 
  3.7       60.         0.310      0.010     3.7677E+07 1.5208E+06C083800300408 
  3.7       60.         0.330      0.010     3.7384E+07 1.5516E+06C083800300409 
  3.7       60.         0.350      0.010     4.6420E+07 1.8794E+06C083800300410 
  3.7       60.         0.370      0.010     3.2939E+07 1.4705E+06C083800300411 
  3.7       60.         0.390      0.010     3.7974E+07 1.5566E+06C083800300412 
  3.7       60.         0.410      0.010     4.1724E+07 1.6794E+06C083800300413 
  3.7       60.         0.430      0.010     5.5488E+07 2.2736E+06C083800300414 
  3.7       60.         0.450      0.010     4.9126E+07 2.0863E+06C083800300415 
  3.7       60.         0.470      0.010     6.0642E+07 2.8921E+06C083800300416 
  3.7       60.         0.490      0.010     5.7190E+07 2.8928E+06C083800300417 
  3.7       60.         0.510      0.010     6.3358E+07 3.4519E+06C083800300418 
  3.7       60.         0.530      0.010     5.9971E+07 3.2859E+06C083800300419 
  3.7       60.         0.550      0.010     5.9007E+07 3.2697E+06C083800300420 
  3.7       60.         0.570      0.010     5.5976E+07 3.3022E+06C083800300421 
  3.7       60.         0.590      0.010     5.7843E+07 3.4275E+06C083800300422 
  3.7       60.         0.610      0.010     5.6305E+07 3.7291E+06C083800300423 
  3.7       60.         0.630      0.010     5.8578E+07 3.9041E+06C083800300424 
  3.7       60.         0.650      0.010     4.4928E+07 2.8774E+06C083800300425 
  3.7       60.         0.670      0.010     5.7550E+07 4.0244E+06C083800300426 
  3.7       60.         0.690      0.010     5.6685E+07 3.9191E+06C083800300427 
  3.7       60.         0.725      0.025     5.5448E+07 2.3350E+06C083800300428 
  3.7       60.         0.775      0.025     5.0508E+07 2.0488E+06C083800300429 
  3.7       60.         0.825      0.025     5.3702E+07 2.2516E+06C083800300430 
  3.7       60.         0.875      0.025     5.4779E+07 2.1541E+06C083800300431 
  3.7       60.         0.925      0.025     5.8679E+07 2.2626E+06C083800300432 
  3.7       60.         0.975      0.025     5.4602E+07 2.0711E+06C083800300433 
  3.7       60.         1.025      0.025     5.6772E+07 2.2561E+06C083800300434 
  3.7       60.         1.075      0.025     5.2439E+07 2.1625E+06C083800300435 
  3.7       60.         1.125      0.025     4.8680E+07 2.0437E+06C083800300436 
  3.7       60.         1.175      0.025     5.7942E+07 2.3733E+06C083800300437 
  3.7       60.         1.225      0.025     5.6966E+07 2.3253E+06C083800300438 
  3.7       60.         1.275      0.025     4.6021E+07 1.8364E+06C083800300439 
  3.7       60.         1.325      0.025     4.8972E+07 1.9302E+06C083800300440 
  3.7       60.         1.375      0.025     4.4881E+07 1.9801E+06C083800300441 
  3.7       60.         1.425      0.025     4.1151E+07 1.8066E+06C083800300442 
  3.7       60.         1.475      0.025     3.4003E+07 1.5696E+06C083800300443 
  3.7       60.         1.525      0.025     1.4886E+07 8.8014E+05C083800300444 
  3.7       80.         0.090      0.010     1.1975E+07 2.7222E+06C083800300445 
  3.7       80.         0.110      0.010     1.3143E+07 2.4982E+06C083800300446 
  3.7       80.         0.130      0.010     2.1883E+07 3.6858E+06C083800300447 
  3.7       80.         0.150      0.010     2.1155E+07 3.1696E+06C083800300448 
  3.7       80.         0.170      0.010     2.2131E+07 2.5132E+06C083800300449 
  3.7       80.         0.190      0.010     2.5087E+07 2.3739E+06C083800300450 
  3.7       80.         0.210      0.010     2.4446E+07 1.9392E+06C083800300451 
  3.7       80.         0.230      0.010     2.4668E+07 1.2638E+06C083800300452 
  3.7       80.         0.250      0.010     2.9486E+07 1.2747E+06C083800300453 
  3.7       80.         0.270      0.010     2.4673E+07 1.2001E+06C083800300454 
  3.7       80.         0.290      0.010     2.3628E+07 1.1259E+06C083800300455 
  3.7       80.         0.310      0.010     3.6315E+07 1.3142E+06C083800300456 
  3.7       80.         0.330      0.010     3.9645E+07 1.4340E+06C083800300457 
  3.7       80.         0.350      0.010     4.7955E+07 1.6304E+06C083800300458 
  3.7       80.         0.370      0.010     3.9222E+07 1.4915E+06C083800300459 
  3.7       80.         0.390      0.010     4.7275E+07 1.6690E+06C083800300460 
  3.7       80.         0.410      0.010     5.1027E+07 1.7714E+06C083800300461 
  3.7       80.         0.430      0.010     5.5875E+07 1.9528E+06C083800300462 
  3.7       80.         0.450      0.010     4.5480E+07 1.7012E+06C083800300463 
  3.7       80.         0.470      0.010     4.7824E+07 1.9127E+06C083800300464 
  3.7       80.         0.490      0.010     3.9977E+07 1.7664E+06C083800300465 
  3.7       80.         0.510      0.010     4.7136E+07 2.1070E+06C083800300466 
  3.7       80.         0.530      0.010     4.7157E+07 2.1057E+06C083800300467 
  3.7       80.         0.550      0.010     5.6193E+07 2.5720E+06C083800300468 
  3.7       80.         0.570      0.010     5.2501E+07 2.4246E+06C083800300469 
  3.7       80.         0.590      0.010     5.3612E+07 2.5764E+06C083800300470 
  3.7       80.         0.610      0.010     5.6806E+07 2.7172E+06C083800300471 
  3.7       80.         0.630      0.010     5.3453E+07 2.7064E+06C083800300472 
  3.7       80.         0.650      0.010     5.0346E+07 2.4343E+06C083800300473 
  3.7       80.         0.670      0.010     5.7136E+07 2.6961E+06C083800300474 
  3.7       80.         0.690      0.010     5.2778E+07 2.5424E+06C083800300475 
  3.7       80.         0.725      0.025     6.2833E+07 1.9877E+06C083800300476 
  3.7       80.         0.775      0.025     6.2755E+07 2.0135E+06C083800300477 
  3.7       80.         0.825      0.025     6.1915E+07 1.9593E+06C083800300478 
  3.7       80.         0.875      0.025     6.4828E+07 2.0379E+06C083800300479 
  3.7       80.         0.925      0.025     6.9744E+07 2.1471E+06C083800300480 
  3.7       80.         0.975      0.025     6.4472E+07 2.0105E+06C083800300481 
  3.7       80.         1.025      0.025     6.4636E+07 2.0662E+06C083800300482 
  3.7       80.         1.075      0.025     5.7627E+07 1.8500E+06C083800300483 
  3.7       80.         1.125      0.025     5.9555E+07 1.9305E+06C083800300484 
  3.7       80.         1.175      0.025     6.8831E+07 2.2400E+06C083800300485 
  3.7       80.         1.225      0.025     5.5055E+07 1.7999E+06C083800300486 
  3.7       80.         1.275      0.025     4.5832E+07 1.5430E+06C083800300487 
  3.7       80.         1.325      0.025     4.2575E+07 1.5886E+06C083800300488 
  3.7       80.         1.375      0.025     1.5857E+07 9.7635E+05C083800300489 
  3.7      110.         0.090      0.010     1.3607E+07 1.9514E+06C083800300490 
  3.7      110.         0.110      0.010     1.7961E+07 1.9099E+06C083800300491 
  3.7      110.         0.130      0.010     2.1963E+07 1.9344E+06C083800300492 
  3.7      110.         0.150      0.010     2.0161E+07 1.6663E+06C083800300493 
  3.7      110.         0.170      0.010     2.2314E+07 1.6243E+06C083800300494 
  3.7      110.         0.190      0.010     2.1849E+07 1.5186E+06C083800300495 
  3.7      110.         0.210      0.010     2.2953E+07 1.5506E+06C083800300496 
  3.7      110.         0.230      0.010     2.3035E+07 1.2280E+06C083800300497 
  3.7      110.         0.250      0.010     2.9150E+07 1.3154E+06C083800300498 
  3.7      110.         0.270      0.010     2.6883E+07 1.3457E+06C083800300499 
  3.7      110.         0.290      0.010     2.9488E+07 1.4508E+06C083800300500 
  3.7      110.         0.310      0.010     4.5658E+07 1.7955E+06C083800300501 
  3.7      110.         0.330      0.010     4.0855E+07 1.6649E+06C083800300502 
  3.7      110.         0.350      0.010     5.0878E+07 2.0201E+06C083800300503 
  3.7      110.         0.370      0.010     3.5645E+07 1.5605E+06C083800300504 
  3.7      110.         0.390      0.010     3.8633E+07 1.5661E+06C083800300505 
  3.7      110.         0.410      0.010     4.0531E+07 1.6227E+06C083800300506 
  3.7      110.         0.430      0.010     5.0082E+07 2.0693E+06C083800300507 
  3.7      110.         0.450      0.010     4.2937E+07 1.8420E+06C083800300508 
  3.7      110.         0.470      0.010     5.2367E+07 2.5207E+06C083800300509 
  3.7      110.         0.490      0.010     4.4601E+07 2.3138E+06C083800300510 
  3.7      110.         0.510      0.010     5.7672E+07 3.1629E+06C083800300511 
  3.7      110.         0.530      0.010     6.2682E+07 3.3796E+06C083800300512 
  3.7      110.         0.550      0.010     6.6132E+07 3.5678E+06C083800300513 
  3.7      110.         0.570      0.010     6.2714E+07 3.6041E+06C083800300514 
  3.7      110.         0.590      0.010     6.9929E+07 3.9736E+06C083800300515 
  3.7      110.         0.610      0.010     7.5133E+07 4.6968E+06C083800300516 
  3.7      110.         0.630      0.010     8.6160E+07 5.3882E+06C083800300517 
  3.7      110.         0.650      0.010     6.0609E+07 3.6444E+06C083800300518 
  3.7      110.         0.670      0.010     8.0766E+07 5.2921E+06C083800300519 
  3.7      110.         0.690      0.010     7.4628E+07 4.9078E+06C083800300520 
  3.7      110.         0.725      0.025     7.5420E+07 3.0138E+06C083800300521 
  3.7      110.         0.775      0.025     6.8447E+07 2.6218E+06C083800300522 
  3.7      110.         0.825      0.025     7.1441E+07 2.8523E+06C083800300523 
  3.7      110.         0.875      0.025     6.7374E+07 2.5464E+06C083800300524 
  3.7      110.         0.925      0.025     7.5091E+07 2.7592E+06C083800300525 
  3.7      110.         0.975      0.025     6.8098E+07 2.4568E+06C083800300526 
  3.7      110.         1.025      0.025     6.6603E+07 2.5581E+06C083800300527 
  3.7      110.         1.075      0.025     5.8688E+07 2.3527E+06C083800300528 
  3.7      110.         1.125      0.025     4.2314E+07 1.7977E+06C083800300529 
  3.7      110.         1.175      0.025     5.2175E+06 6.9104E+05C083800300530 
  3.7      110.         1.225      0.025     1.7797E+06 5.6610E+05C083800300531 
  3.7      110.         1.275      0.025     7.6955E+05 4.5486E+05C083800300532 
  3.7      115.         0.090      0.010     1.1744E+07 1.8692E+06C083800300533 
  3.7      115.         0.110      0.010     1.9658E+07 1.9716E+06C083800300534 
  3.7      115.         0.130      0.010     2.0492E+07 1.8526E+06C083800300535 
  3.7      115.         0.150      0.010     2.0707E+07 1.6899E+06C083800300536 
  3.7      115.         0.170      0.010     2.1574E+07 1.5764E+06C083800300537 
  3.7      115.         0.190      0.010     2.1925E+07 1.5212E+06C083800300538 
  3.7      115.         0.210      0.010     2.2554E+07 1.5244E+06C083800300539 
  3.7      115.         0.230      0.010     2.3461E+07 1.2485E+06C083800300540 
  3.7      115.         0.250      0.010     3.1021E+07 1.3936E+06C083800300541 
  3.7      115.         0.270      0.010     2.8177E+07 1.4071E+06C083800300542 
  3.7      115.         0.290      0.010     2.9684E+07 1.4593E+06C083800300543 
  3.7      115.         0.310      0.010     4.1881E+07 1.6607E+06C083800300544 
  3.7      115.         0.330      0.010     4.0029E+07 1.6333E+06C083800300545 
  3.7      115.         0.350      0.010     4.9407E+07 1.9645E+06C083800300546 
  3.7      115.         0.370      0.010     3.5398E+07 1.5510E+06C083800300547 
  3.7      115.         0.390      0.010     3.6980E+07 1.5050E+06C083800300548 
  3.7      115.         0.410      0.010     4.1615E+07 1.6574E+06C083800300549 
  3.7      115.         0.430      0.010     5.1425E+07 2.1092E+06C083800300550 
  3.7      115.         0.450      0.010     4.2344E+07 1.8211E+06C083800300551 
  3.7      115.         0.470      0.010     5.3152E+07 2.5524E+06C083800300552 
  3.7      115.         0.490      0.010     4.6352E+07 2.3897E+06C083800300553 
  3.7      115.         0.510      0.010     5.8182E+07 3.1752E+06C083800300554 
  3.7      115.         0.530      0.010     6.1398E+07 3.3154E+06C083800300555 
  3.7      115.         0.550      0.010     6.4551E+07 3.4832E+06C083800300556 
  3.7      115.         0.570      0.010     6.4235E+07 3.6755E+06C083800300557 
  3.7      115.         0.590      0.010     6.9750E+07 3.9606E+06C083800300558 
  3.7      115.         0.610      0.010     7.4050E+07 4.6445E+06C083800300559 
  3.7      115.         0.630      0.010     7.4669E+07 4.7549E+06C083800300560 
  3.7      115.         0.650      0.010     6.0298E+07 3.6312E+06C083800300561 
  3.7      115.         0.670      0.010     7.4218E+07 4.9384E+06C083800300562 
  3.7      115.         0.690      0.010     7.4443E+07 4.8876E+06C083800300563 
  3.7      115.         0.725      0.025     7.4094E+07 2.9561E+06C083800300564 
  3.7      115.         0.775      0.025     6.9772E+07 2.6631E+06C083800300565 
  3.7      115.         0.825      0.025     7.1061E+07 2.8358E+06C083800300566 
  3.7      115.         0.875      0.025     6.6176E+07 2.5037E+06C083800300567 
  3.7      115.         0.925      0.025     7.4650E+07 2.7404E+06C083800300568 
  3.7      115.         0.975      0.025     6.9587E+07 2.4981E+06C083800300569 
  3.7      115.         1.025      0.025     6.3911E+07 2.4688E+06C083800300570 
  3.7      115.         1.075      0.025     5.6965E+07 2.2903E+06C083800300571 
  3.7      115.         1.125      0.025     1.9544E+07 1.0474E+06C083800300572 
  3.7      115.         1.175      0.025     3.2934E+06 6.3955E+05C083800300573 
  3.7      115.         1.225      0.025     8.2108E+05 5.3702E+05C083800300574 
  3.7      115.         1.275      0.025     1.0909E+06 4.5503E+05C083800300575 
  3.7      120.         0.090      0.010     1.1322E+07 1.8727E+06C083800300576 
  3.7      120.         0.110      0.010     1.6370E+07 1.8379E+06C083800300577 
  3.7      120.         0.130      0.010     2.1938E+07 1.9295E+06C083800300578 
  3.7      120.         0.150      0.010     2.0169E+07 1.6614E+06C083800300579 
  3.7      120.         0.170      0.010     2.1253E+07 1.5591E+06C083800300580 
  3.7      120.         0.190      0.010     2.1275E+07 1.4811E+06C083800300581 
  3.7      120.         0.210      0.010     2.2752E+07 1.5373E+06C083800300582 
  3.7      120.         0.230      0.010     2.3562E+07 1.2540E+06C083800300583 
  3.7      120.         0.250      0.010     3.2895E+07 1.4730E+06C083800300584 
  3.7      120.         0.270      0.010     2.9763E+07 1.4831E+06C083800300585 
  3.7      120.         0.290      0.010     2.8676E+07 1.4123E+06C083800300586 
  3.7      120.         0.310      0.010     3.9752E+07 1.5836E+06C083800300587 
  3.7      120.         0.330      0.010     3.9154E+07 1.6025E+06C083800300588 
  3.7      120.         0.350      0.010     4.7870E+07 1.9125E+06C083800300589 
  3.7      120.         0.370      0.010     3.5339E+07 1.5492E+06C083800300590 
  3.7      120.         0.390      0.010     3.8486E+07 1.5611E+06C083800300591 
  3.7      120.         0.410      0.010     4.0583E+07 1.6231E+06C083800300592 
  3.7      120.         0.430      0.010     5.0954E+07 2.0971E+06C083800300593 
  3.7      120.         0.450      0.010     4.4281E+07 1.8904E+06C083800300594 
  3.7      120.         0.470      0.010     5.0957E+07 2.4651E+06C083800300595 
  3.7      120.         0.490      0.010     4.5669E+07 2.3569E+06C083800300596 
  3.7      120.         0.510      0.010     5.7391E+07 3.1420E+06C083800300597 
  3.7      120.         0.530      0.010     5.8717E+07 3.2105E+06C083800300598 
  3.7      120.         0.550      0.010     6.4496E+07 3.4859E+06C083800300599 
  3.7      120.         0.570      0.010     6.4395E+07 3.6862E+06C083800300600 
  3.7      120.         0.590      0.010     6.7728E+07 3.8623E+06C083800300601 
  3.7      120.         0.610      0.010     7.1659E+07 4.5056E+06C083800300602 
  3.7      120.         0.630      0.010     7.6354E+07 4.8490E+06C083800300603 
  3.7      120.         0.650      0.010     5.9376E+07 3.5728E+06C083800300604 
  3.7      120.         0.670      0.010     7.6085E+07 5.0294E+06C083800300605 
  3.7      120.         0.690      0.010     7.4611E+07 4.9041E+06C083800300606 
  3.7      120.         0.725      0.025     6.9652E+07 2.8108E+06C083800300607 
  3.7      120.         0.775      0.025     6.7326E+07 2.5805E+06C083800300608 
  3.7      120.         0.825      0.025     7.1184E+07 2.8416E+06C083800300609 
  3.7      120.         0.875      0.025     6.6551E+07 2.5172E+06C083800300610 
  3.7      120.         0.925      0.025     7.1474E+07 2.6377E+06C083800300611 
  3.7      120.         0.975      0.025     6.7218E+07 2.4252E+06C083800300612 
  3.7      120.         1.025      0.025     6.1283E+07 2.3802E+06C083800300613 
  3.7      120.         1.075      0.025     3.7607E+07 1.6321E+06C083800300614 
  3.7      120.         1.125      0.025     3.6392E+06 5.9546E+05C083800300615 
  3.7      120.         1.175      0.025     2.6860E+06 6.2994E+05C083800300616 
  3.7      120.         1.225      0.025     1.5434E+06 5.6080E+05C083800300617 
  3.7      125.         0.090      0.010     1.1455E+07 1.8970E+06C083800300618 
  3.7      125.         0.110      0.010     1.7047E+07 1.8775E+06C083800300619 
  3.7      125.         0.130      0.010     2.0471E+07 1.8680E+06C083800300620 
  3.7      125.         0.150      0.010     2.1562E+07 1.7461E+06C083800300621 
  3.7      125.         0.170      0.010     2.0666E+07 1.5292E+06C083800300622 
  3.7      125.         0.190      0.010     2.1748E+07 1.5132E+06C083800300623 
  3.7      125.         0.210      0.010     2.2835E+07 1.5440E+06C083800300624 
  3.7      125.         0.230      0.010     2.4624E+07 1.3081E+06C083800300625 
  3.7      125.         0.250      0.010     3.3949E+07 1.5185E+06C083800300626 
  3.7      125.         0.270      0.010     3.0004E+07 1.4951E+06C083800300627 
  3.7      125.         0.290      0.010     2.7179E+07 1.3427E+06C083800300628 
  3.7      125.         0.310      0.010     3.9976E+07 1.5933E+06C083800300629 
  3.7      125.         0.330      0.010     3.9028E+07 1.5982E+06C083800300630 
  3.7      125.         0.350      0.010     4.6118E+07 1.8546E+06C083800300631 
  3.7      125.         0.370      0.010     3.3777E+07 1.4917E+06C083800300632 
  3.7      125.         0.390      0.010     3.7210E+07 1.5160E+06C083800300633 
  3.7      125.         0.410      0.010     4.1379E+07 1.6524E+06C083800300634 
  3.7      125.         0.430      0.010     5.0805E+07 2.0917E+06C083800300635 
  3.7      125.         0.450      0.010     4.2982E+07 1.8468E+06C083800300636 
  3.7      125.         0.470      0.010     5.2134E+07 2.5160E+06C083800300637 
  3.7      125.         0.490      0.010     4.5205E+07 2.3416E+06C083800300638 
  3.7      125.         0.510      0.010     5.3472E+07 2.9617E+06C083800300639 
  3.7      125.         0.530      0.010     5.8648E+07 3.2020E+06C083800300640 
  3.7      125.         0.550      0.010     6.2896E+07 3.4196E+06C083800300641 
  3.7      125.         0.570      0.010     6.7362E+07 3.8352E+06C083800300642 
  3.7      125.         0.590      0.010     6.8680E+07 3.9160E+06C083800300643 
  3.7      125.         0.610      0.010     7.3646E+07 4.6203E+06C083800300644 
  3.7      125.         0.630      0.010     7.6629E+07 4.8842E+06C083800300645 
  3.7      125.         0.650      0.010     5.6397E+07 3.4331E+06C083800300646 
  3.7      125.         0.670      0.010     7.2784E+07 4.8446E+06C083800300647 
  3.7      125.         0.690      0.010     7.1315E+07 4.7131E+06C083800300648 
  3.7      125.         0.725      0.025     7.1537E+07 2.8721E+06C083800300649 
  3.7      125.         0.775      0.025     6.5719E+07 2.5296E+06C083800300650 
  3.7      125.         0.825      0.025     6.6628E+07 2.6882E+06C083800300651 
  3.7      125.         0.875      0.025     6.4369E+07 2.4477E+06C083800300652 
  3.7      125.         0.925      0.025     7.2050E+07 2.6625E+06C083800300653 
  3.7      125.         0.975      0.025     6.4535E+07 2.3526E+06C083800300654 
