ENTRY            C0838   20120123                             C114C083800000001 
SUBENT        C0838001   20120123                             C114C083800100001 
BIB                 12         23                                 C083800100002 
INSTITUTE  (1USAMIT,1USAOHO)                                      C083800100003 
REFERENCE  (J,NSE,138,145,200106)                                 C083800100004 
           (C,97TRIEST,2,1655,1997) prelim.results                C083800100005 
AUTHOR     (W.B.Howard,S.M.Grimes,T.N.Massey,S.I.Al-Quraishi,     C083800100006 
           D.K.Jacobs,C.E.Brient,J.C.Yanch)                       C083800100007 
TITLE      Measurement of the Thick-Target 9Be(p,n) Neutron EnergyC083800100008 
            Spectra                                               C083800100009 
FACILITY   (VDGT,1USAOHO) Beam swinger facility at tandem Van de  C083800100010 
            Graaff.                                               C083800100011 
SAMPLE     Beryllium targets, 99.9% pure, 0.25 or 0.5 mm thick    C083800100012 
            (thick enough to stop 4-MeV protons).                 C083800100013 
METHOD     (TOF,PSD) Neutron time-of-flight; 10-m flight path.    C083800100014 
DETECTOR   (GLASD) Four Li-loaded (95% 6Li) glass scintillators   C083800100015 
            used to detect neutrons.                              C083800100016 
CORRECTION Corrected for background.                              C083800100017 
ERR-ANALYS (ERR-S) Statistical uncertainty.                       C083800100018 
STATUS     (APRVD) Approved by T. Massey, 16 August 2002.         C083800100019 
           (TABLE) Data received by email from T. Massey,         C083800100020 
            2 August 2001.                                        C083800100021 
HISTORY    (20020814C) VM                                         C083800100022 
           (20100610A) VM: subentry 003 updated.                  C083800100023 
           (20110121A) OS. Reaction in Sub.3 modified             C083800100024 
           (20120123U) SD: ref. added.                            C083800100025 
ENDBIB              23          0                                 C083800100026 
NOCOMMON             0          0                                 C083800100027 
ENDSUBENT           26          0                                 C083800199999 
SUBENT        C0838003   20110123                             C104C083800300001 
BIB                  2          5                                 C083800300002 
REACTION   (4-BE-9(P,X)0-NN-1,,TTY/PY/DA/DE,,AV)                  C083800300003 
HISTORY    (20030127A) Comment added.                             C083800300004 
           (20040504A) Reaction updated.                          C083800300005 
           (20100610A) Reaction updated.                          C083800300006 
           (20110121A) OS. REACTION SF6 corrected                 C083800300007 
ENDBIB               5          0                                 C083800300008 
NOCOMMON             0          0                                 C083800300009 
DATA                 6       1734                                 C083800300010 
EN         ANG        E-MEAN     E-RSL      DATA       ERR-S      C083800300011 
MEV        ADEG       MEV        MEV        P/MEVMUCSR P/MEVMUCSR C083800300012 
  4.0      120.         0.590      0.010     7.4260E+07 4.3715E+06C083800301329 
  4.0      120.         0.610      0.010     8.2709E+07 5.3123E+06C083800301330 
  4.0      120.         0.630      0.010     8.5003E+07 5.5332E+06C083800301331 
  4.0      120.         0.650      0.010     6.4938E+07 4.0581E+06C083800301332 
  4.0      120.         0.670      0.010     7.7629E+07 5.3388E+06C083800301333 
  4.0      120.         0.690      0.010     7.2074E+07 4.9566E+06C083800301334 
  4.0      120.         0.725      0.025     7.8952E+07 3.2584E+06C083800301335 
  4.0      120.         0.775      0.025     7.0656E+07 2.8091E+06C083800301336 
  4.0      120.         0.825      0.025     7.4676E+07 3.0794E+06C083800301337 
  4.0      120.         0.875      0.025     7.1633E+07 2.8024E+06C083800301338 
  4.0      120.         0.925      0.025     7.8103E+07 2.9805E+06C083800301339 
  4.0      120.         0.975      0.025     7.6301E+07 2.8275E+06C083800301340 
  4.0      120.         1.025      0.025     8.0947E+07 3.1521E+06C083800301341 
  4.0      120.         1.075      0.025     7.6444E+07 3.0761E+06C083800301342 
  4.0      120.         1.125      0.025     7.3518E+07 2.9794E+06C083800301343 
  4.0      120.         1.175      0.025     8.6213E+07 3.4304E+06C083800301344 
  4.0      120.         1.225      0.025     7.5058E+07 3.0409E+06C083800301345 
  4.0      120.         1.275      0.025     4.7155E+07 1.9706E+06C083800301346 
  4.0      120.         1.325      0.025     7.3228E+06 8.4173E+05C083800301347 
  4.0      120.         1.375      0.025     1.4765E+06 7.2254E+05C083800301348 
  4.0      125.         0.090      0.010     1.8079E+07 2.6690E+06C083800301349 
  4.0      125.         0.110      0.010     2.7481E+07 2.7445E+06C083800301350 
  4.0      125.         0.130      0.010     3.1575E+07 2.7330E+06C083800301351 
  4.0      125.         0.150      0.010     3.1310E+07 2.4830E+06C083800301352 
  4.0      125.         0.170      0.010     3.0793E+07 2.2365E+06C083800301353 
  4.0      125.         0.190      0.010     3.1280E+07 2.1614E+06C083800301354 
  4.0      125.         0.210      0.010     3.2568E+07 2.1932E+06C083800301355 
  4.0      125.         0.230      0.010     3.2839E+07 1.7447E+06C083800301356 
  4.0      125.         0.250      0.010     4.2412E+07 1.9037E+06C083800301357 
  4.0      125.         0.270      0.010     3.7470E+07 1.8715E+06C083800301358 
  4.0      125.         0.290      0.010     3.0544E+07 1.5237E+06C083800301359 
  4.0      125.         0.310      0.010     4.7382E+07 1.9103E+06C083800301360 
  4.0      125.         0.330      0.010     4.5068E+07 1.8799E+06C083800301361 
  4.0      125.         0.350      0.010     5.5392E+07 2.2610E+06C083800301362 
  4.0      125.         0.370      0.010     4.1473E+07 1.8482E+06C083800301363 
  4.0      125.         0.390      0.010     4.2968E+07 1.7909E+06C083800301364 
  4.0      125.         0.410      0.010     4.6559E+07 1.9088E+06C083800301365 
  4.0      125.         0.430      0.010     6.0046E+07 2.5206E+06C083800301366 
  4.0      125.         0.450      0.010     4.6286E+07 2.0609E+06C083800301367 
  4.0      125.         0.470      0.010     5.7983E+07 2.8825E+06C083800301368 
  4.0      125.         0.490      0.010     4.8581E+07 2.6115E+06C083800301369 
  4.0      125.         0.510      0.010     5.9948E+07 3.4298E+06C083800301370 
  4.0      125.         0.530      0.010     6.7823E+07 3.7861E+06C083800301371 
  4.0      125.         0.550      0.010     7.3931E+07 4.0865E+06C083800301372 
  4.0      125.         0.570      0.010     7.2044E+07 4.2343E+06C083800301373 
  4.0      125.         0.590      0.010     7.1344E+07 4.2316E+06C083800301374 
  4.0      125.         0.610      0.010     7.5973E+07 4.9394E+06C083800301375 
  4.0      125.         0.630      0.010     7.9323E+07 5.2198E+06C083800301376 
  4.0      125.         0.650      0.010     6.2264E+07 3.9127E+06C083800301377 
  4.0      125.         0.670      0.010     8.0776E+07 5.4916E+06C083800301378 
  4.0      125.         0.690      0.010     7.3655E+07 5.0370E+06C083800301379 
  4.0      125.         0.725      0.025     7.5643E+07 3.1401E+06C083800301380 
  4.0      125.         0.775      0.025     6.9137E+07 2.7583E+06C083800301381 
  4.0      125.         0.825      0.025     7.3244E+07 3.0287E+06C083800301382 
  4.0      125.         0.875      0.025     7.1280E+07 2.7879E+06C083800301383 
  4.0      125.         0.925      0.025     8.0549E+07 3.0586E+06C083800301384 
  4.0      125.         0.975      0.025     7.8222E+07 2.8822E+06C083800301385 
  4.0      125.         1.025      0.025     7.9055E+07 3.0916E+06C083800301386 
  4.0      125.         1.075      0.025     7.6524E+07 3.0745E+06C083800301387 
  4.0      125.         1.125      0.025     7.7601E+07 3.1004E+06C083800301388 
  4.0      125.         1.175      0.025     8.3481E+07 3.3341E+06C083800301389 
  4.0      125.         1.225      0.025     6.8441E+07 2.8233E+06C083800301390 
  4.0      125.         1.275      0.025     1.6578E+07 1.0242E+06C083800301391 
  4.0      125.         1.325      0.025     1.8363E+06 7.0996E+05C083800301392 
  4.0      125.         1.375      0.025     7.7417E+05 7.0110E+05C083800301393 
  4.0      130.         0.090      0.010     1.7784E+07 2.7074E+06C083800301394 
  4.0      130.         0.110      0.010     2.7200E+07 2.7562E+06C083800301395 
  4.0      130.         0.130      0.010     3.0195E+07 2.6785E+06C083800301396 
  4.0      130.         0.150      0.010     3.1355E+07 2.4982E+06C083800301397 
  4.0      130.         0.170      0.010     2.9318E+07 2.1607E+06C083800301398 
  4.0      130.         0.190      0.010     3.0590E+07 2.1249E+06C083800301399 
  4.0      130.         0.210      0.010     3.0517E+07 2.0674E+06C083800301400 
  4.0      130.         0.230      0.010     3.2630E+07 1.7370E+06C083800301401 
  4.0      130.         0.250      0.010     4.2575E+07 1.9144E+06C083800301402 
  4.0      130.         0.270      0.010     3.3774E+07 1.6989E+06C083800301403 
  4.0      130.         0.290      0.010     2.9895E+07 1.4975E+06C083800301404 
  4.0      130.         0.310      0.010     4.6260E+07 1.8797E+06C083800301405 
  4.0      130.         0.330      0.010     4.4040E+07 1.8506E+06C083800301406 
  4.0      130.         0.350      0.010     5.4364E+07 2.2373E+06C083800301407 
  4.0      130.         0.370      0.010     3.8899E+07 1.7583E+06C083800301408 
  4.0      130.         0.390      0.010     4.0190E+07 1.7077E+06C083800301409 
  4.0      130.         0.410      0.010     4.4522E+07 1.8573E+06C083800301410 
  4.0      130.         0.430      0.010     5.6929E+07 2.4332E+06C083800301411 
  4.0      130.         0.450      0.010     4.4862E+07 2.0275E+06C083800301412 
  4.0      130.         0.470      0.010     5.5353E+07 2.7917E+06C083800301413 
  4.0      130.         0.490      0.010     5.0093E+07 2.6952E+06C083800301414 
  4.0      130.         0.510      0.010     6.2961E+07 3.5861E+06C083800301415 
  4.0      130.         0.530      0.010     6.3519E+07 3.6119E+06C083800301416 
  4.0      130.         0.550      0.010     6.4824E+07 3.7082E+06C083800301417 
  4.0      130.         0.570      0.010     6.6725E+07 4.0040E+06C083800301418 
  4.0      130.         0.590      0.010     7.0858E+07 4.2459E+06C083800301419 
  4.0      130.         0.610      0.010     7.6865E+07 4.9984E+06C083800301420 
  4.0      130.         0.630      0.010     7.8505E+07 5.2133E+06C083800301421 
  4.0      130.         0.650      0.010     5.8303E+07 3.7267E+06C083800301422 
  4.0      130.         0.670      0.010     8.0566E+07 5.5474E+06C083800301423 
  4.0      130.         0.690      0.010     7.4373E+07 5.1277E+06C083800301424 
  4.0      130.         0.725      0.025     7.4559E+07 3.1242E+06C083800301425 
  4.0      130.         0.775      0.025     6.9086E+07 2.7723E+06C083800301426 
  4.0      130.         0.825      0.025     6.9972E+07 2.9399E+06C083800301427 
  4.0      130.         0.875      0.025     7.1083E+07 2.8061E+06C083800301428 
  4.0      130.         0.925      0.025     8.1075E+07 3.0878E+06C083800301429 
  4.0      130.         0.975      0.025     7.9640E+07 2.9522E+06C083800301430 
  4.0      130.         1.025      0.025     8.0236E+07 3.1444E+06C083800301431 
  4.0      130.         1.075      0.025     7.5084E+07 3.0473E+06C083800301432 
  4.0      130.         1.125      0.025     7.3721E+07 3.0052E+06C083800301433 
  4.0      130.         1.175      0.025     8.4736E+07 3.3965E+06C083800301434 
  4.0      130.         1.225      0.025     4.7399E+07 2.1504E+06C083800301435 
  4.0      130.         1.275      0.025     2.3551E+06 6.6206E+05C083800301436 
  4.0      130.         1.325      0.025     1.2588E+06 7.0792E+05C083800301437 
  4.0      130.         1.375      0.025     7.8406E+05 7.1389E+05C083800301438 
  4.0      135.         0.090      0.010     1.6924E+07 2.5473E+06C083800301439 
  4.0      135.         0.110      0.010     2.2799E+07 2.4805E+06C083800301440 
  4.0      135.         0.130      0.010     2.8344E+07 2.5197E+06C083800301441 
  4.0      135.         0.150      0.010     2.7673E+07 2.2500E+06C083800301442 
  4.0      135.         0.170      0.010     2.9524E+07 2.1486E+06C083800301443 
  4.0      135.         0.190      0.010     2.9600E+07 2.0471E+06C083800301444 
  4.0      135.         0.210      0.010     3.1564E+07 2.1239E+06C083800301445 
  4.0      135.         0.230      0.010     3.3220E+07 1.7594E+06C083800301446 
  4.0      135.         0.250      0.010     4.2974E+07 1.9228E+06C083800301447 
  4.0      135.         0.270      0.010     3.1494E+07 1.5832E+06C083800301448 
  4.0      135.         0.290      0.010     2.9403E+07 1.4668E+06C083800301449 
  4.0      135.         0.310      0.010     4.3583E+07 1.7673E+06C083800301450 
  4.0      135.         0.330      0.010     4.1846E+07 1.7513E+06C083800301451 
  4.0      135.         0.350      0.010     5.1929E+07 2.1256E+06C083800301452 
  4.0      135.         0.370      0.010     3.7258E+07 1.6742E+06C083800301453 
  4.0      135.         0.390      0.010     4.1988E+07 1.7439E+06C083800301454 
  4.0      135.         0.410      0.010     4.4215E+07 1.8158E+06C083800301455 
  4.0      135.         0.430      0.010     5.5837E+07 2.3587E+06C083800301456 
  4.0      135.         0.450      0.010     4.5571E+07 2.0203E+06C083800301457 
  4.0      135.         0.470      0.010     5.3978E+07 2.7006E+06C083800301458 
  4.0      135.         0.490      0.010     4.7111E+07 2.5312E+06C083800301459 
  4.0      135.         0.510      0.010     5.9623E+07 3.3722E+06C083800301460 
  4.0      135.         0.530      0.010     6.2423E+07 3.5039E+06C083800301461 
  4.0      135.         0.550      0.010     6.7004E+07 3.7574E+06C083800301462 
  4.0      135.         0.570      0.010     6.5216E+07 3.8751E+06C083800301463 
  4.0      135.         0.590      0.010     6.5037E+07 3.8933E+06C083800301464 
  4.0      135.         0.610      0.010     7.3928E+07 4.7911E+06C083800301465 
  4.0      135.         0.630      0.010     7.8325E+07 5.1225E+06C083800301466 
  4.0      135.         0.650      0.010     5.7758E+07 3.6520E+06C083800301467 
  4.0      135.         0.670      0.010     7.2839E+07 5.0450E+06C083800301468 
  4.0      135.         0.690      0.010     6.9256E+07 4.7538E+06C083800301469 
  4.0      135.         0.725      0.025     7.2083E+07 2.9992E+06C083800301470 
  4.0      135.         0.775      0.025     6.8380E+07 2.7128E+06C083800301471 
  4.0      135.         0.825      0.025     7.2211E+07 2.9709E+06C083800301472 
  4.0      135.         0.875      0.025     6.9193E+07 2.6979E+06C083800301473 
  4.0      135.         0.925      0.025     7.8626E+07 2.9747E+06C083800301474 
  4.0      135.         0.975      0.025     8.1098E+07 2.9526E+06C083800301475 
  4.0      135.         1.025      0.025     8.2479E+07 3.1780E+06C083800301476 
  4.0      135.         1.075      0.025     7.7264E+07 3.0837E+06C083800301477 
  4.0      135.         1.125      0.025     7.4899E+07 2.9932E+06C083800301478 
  4.0      135.         1.175      0.025     7.8409E+07 3.1411E+06C083800301479 
  4.0      135.         1.225      0.025     1.8273E+07 1.1745E+06C083800301480 
  4.0      135.         1.275      0.025     2.3306E+06 6.2295E+05C083800301481 
  4.0      135.         1.325      0.025     1.6026E+06 6.7582E+05C083800301482 
  4.0      140.         0.090      0.010     1.7333E+07 2.5604E+06C083800301483 
  4.0      140.         0.110      0.010     2.5767E+07 2.6213E+06C083800301484 
  4.0      140.         0.130      0.010     2.8300E+07 2.5344E+06C083800301485 
  4.0      140.         0.150      0.010     2.7098E+07 2.2344E+06C083800301486 
  4.0      140.         0.170      0.010     2.9771E+07 2.1784E+06C083800301487 
  4.0      140.         0.190      0.010     2.9948E+07 2.0889E+06C083800301488 
  4.0      140.         0.210      0.010     3.2419E+07 2.2006E+06C083800301489 
  4.0      140.         0.230      0.010     3.4338E+07 1.8455E+06C083800301490 
  4.0      140.         0.250      0.010     4.0835E+07 1.8733E+06C083800301491 
  4.0      140.         0.270      0.010     3.0250E+07 1.5512E+06C083800301492 
  4.0      140.         0.290      0.010     2.9079E+07 1.4784E+06C083800301493 
  4.0      140.         0.310      0.010     4.2753E+07 1.7869E+06C083800301494 
  4.0      140.         0.330      0.010     4.2344E+07 1.8147E+06C083800301495 
  4.0      140.         0.350      0.010     5.2069E+07 2.1895E+06C083800301496 
  4.0      140.         0.370      0.010     3.6499E+07 1.6859E+06C083800301497 
  4.0      140.         0.390      0.010     4.1673E+07 1.7780E+06C083800301498 
  4.0      140.         0.410      0.010     4.3593E+07 1.8427E+06C083800301499 
  4.0      140.         0.430      0.010     5.3039E+07 2.3211E+06C083800301500 
  4.0      140.         0.450      0.010     4.4047E+07 2.0117E+06C083800301501 
  4.0      140.         0.470      0.010     5.2830E+07 2.7020E+06C083800301502 
  4.0      140.         0.490      0.010     4.5723E+07 2.5058E+06C083800301503 
  4.0      140.         0.510      0.010     5.9947E+07 3.4411E+06C083800301504 
  4.0      140.         0.530      0.010     5.7839E+07 3.3554E+06C083800301505 
  4.0      140.         0.550      0.010     6.4923E+07 3.7265E+06C083800301506 
  4.0      140.         0.570      0.010     5.9067E+07 3.6356E+06C083800301507 
  4.0      140.         0.590      0.010     6.6187E+07 4.0107E+06C083800301508 
  4.0      140.         0.610      0.010     6.8042E+07 4.5195E+06C083800301509 
  4.0      140.         0.630      0.010     7.9011E+07 5.2269E+06C083800301510 
  4.0      140.         0.650      0.010     5.4985E+07 3.5523E+06C083800301511 
  4.0      140.         0.670      0.010     7.4075E+07 5.1546E+06C083800301512 
  4.0      140.         0.690      0.010     6.4752E+07 4.5539E+06C083800301513 
  4.0      140.         0.725      0.025     7.2663E+07 3.0969E+06C083800301514 
  4.0      140.         0.775      0.025     6.7626E+07 2.7658E+06C083800301515 
  4.0      140.         0.825      0.025     7.4752E+07 3.1430E+06C083800301516 
  4.0      140.         0.875      0.025     7.1258E+07 2.8500E+06C083800301517 
  4.0      140.         0.925      0.025     8.1629E+07 3.1632E+06C083800301518 
  4.0      140.         0.975      0.025     7.9090E+07 2.9903E+06C083800301519 
  4.0      140.         1.025      0.025     8.2993E+07 3.2894E+06C083800301520 
  4.0      140.         1.075      0.025     8.0669E+07 3.2908E+06C083800301521 
  4.0      140.         1.125      0.025     7.3617E+07 3.0432E+06C083800301522 
  4.0      140.         1.175      0.025     5.8220E+07 2.5389E+06C083800301523 
  4.0      140.         1.225      0.025     3.8655E+06 7.8674E+05C083800301524 
  4.0      140.         1.275      0.025     1.8326E+06 6.1360E+05C083800301525 
  4.0      140.         1.325      0.025     1.3593E+06 6.6789E+05C083800301526 
  4.0      140.         1.375      0.025     1.9121E+06 6.9930E+05C083800301527 
  4.0      145.         0.090      0.010     1.9359E+07 2.5885E+06C083800301528 
  4.0      145.         0.110      0.010     2.5948E+07 2.5908E+06C083800301529 
  4.0      145.         0.130      0.010     2.8475E+07 2.5092E+06C083800301530 
  4.0      145.         0.150      0.010     2.7630E+07 2.2344E+06C083800301531 
  4.0      145.         0.170      0.010     2.9194E+07 2.1181E+06C083800301532 
  4.0      145.         0.190      0.010     2.8361E+07 1.9659E+06C083800301533 
  4.0      145.         0.210      0.010     3.2474E+07 2.1785E+06C083800301534 
  4.0      145.         0.230      0.010     3.3940E+07 1.7926E+06C083800301535 
  4.0      145.         0.250      0.010     3.7168E+07 1.6728E+06C083800301536 
  4.0      145.         0.270      0.010     2.9475E+07 1.4835E+06C083800301537 
  4.0      145.         0.290      0.010     2.8671E+07 1.4283E+06C083800301538 
  4.0      145.         0.310      0.010     4.1494E+07 1.6842E+06C083800301539 
  4.0      145.         0.330      0.010     4.0135E+07 1.6801E+06C083800301540 
  4.0      145.         0.350      0.010     4.9029E+07 2.0147E+06C083800301541 
  4.0      145.         0.370      0.010     3.5365E+07 1.5941E+06C083800301542 
  4.0      145.         0.390      0.010     3.9463E+07 1.6450E+06C083800301543 
  4.0      145.         0.410      0.010     4.0625E+07 1.6824E+06C083800301544 
  4.0      145.         0.430      0.010     5.1106E+07 2.1840E+06C083800301545 
  4.0      145.         0.450      0.010     4.2651E+07 1.9026E+06C083800301546 
  4.0      145.         0.470      0.010     5.1217E+07 2.5668E+06C083800301547 
  4.0      145.         0.490      0.010     4.2226E+07 2.2945E+06C083800301548 
  4.0      145.         0.510      0.010     5.7506E+07 3.2539E+06C083800301549 
  4.0      145.         0.530      0.010     5.4953E+07 3.1499E+06C083800301550 
  4.0      145.         0.550      0.010     6.0186E+07 3.4154E+06C083800301551 
  4.0      145.         0.570      0.010     6.2666E+07 3.7167E+06C083800301552 
  4.0      145.         0.590      0.010     6.2912E+07 3.7569E+06C083800301553 
  4.0      145.         0.610      0.010     6.9345E+07 4.5024E+06C083800301554 
  4.0      145.         0.630      0.010     7.0485E+07 4.6599E+06C083800301555 
  4.0      145.         0.650      0.010     5.2836E+07 3.3771E+06C083800301556 
  4.0      145.         0.670      0.010     7.4601E+07 5.0995E+06C083800301557 
  4.0      145.         0.690      0.010     7.1842E+07 4.8740E+06C083800301558 
  4.0      145.         0.725      0.025     7.2728E+07 2.9970E+06C083800301559 
  4.0      145.         0.775      0.025     6.7473E+07 2.6633E+06C083800301560 
  4.0      145.         0.825      0.025     7.2152E+07 2.9478E+06C083800301561 
  4.0      145.         0.875      0.025     6.9962E+07 2.7063E+06C083800301562 
  4.0      145.         0.925      0.025     8.3866E+07 3.1116E+06C083800301563 
  4.0      145.         0.975      0.025     8.2517E+07 2.9786E+06C083800301564 
  4.0      145.         1.025      0.025     8.7187E+07 3.3075E+06C083800301565 
  4.0      145.         1.075      0.025     7.8794E+07 3.1240E+06C083800301566 
  4.0      145.         1.125      0.025     7.0509E+07 2.8314E+06C083800301567 
  4.0      145.         1.175      0.025     2.8652E+07 1.5088E+06C083800301568 
  4.0      145.         1.225      0.025     3.2959E+06 7.6081E+05C083800301569 
  4.0      145.         1.275      0.025     1.8409E+06 6.0728E+05C083800301570 
  4.0      145.         1.325      0.025     1.1950E+06 6.5739E+05C083800301571 
  4.0      145.         1.375      0.025     1.3962E+06 6.7656E+05C083800301572 
  4.0      148.         0.090      0.010     1.7690E+07 2.5539E+06C083800301573 
  4.0      148.         0.110      0.010     2.2871E+07 2.4635E+06C083800301574 
  4.0      148.         0.130      0.010     2.6948E+07 2.4345E+06C083800301575 
  4.0      148.         0.150      0.010     2.6356E+07 2.1710E+06C083800301576 
  4.0      148.         0.170      0.010     2.8622E+07 2.0830E+06C083800301577 
  4.0      148.         0.190      0.010     2.8165E+07 1.9534E+06C083800301578 
  4.0      148.         0.210      0.010     3.0808E+07 2.0729E+06C083800301579 
  4.0      148.         0.230      0.010     3.1387E+07 1.6643E+06C083800301580 
  4.0      148.         0.250      0.010     3.3919E+07 1.5360E+06C083800301581 
  4.0      148.         0.270      0.010     2.7753E+07 1.4015E+06C083800301582 
  4.0      148.         0.290      0.010     2.6876E+07 1.3455E+06C083800301583 
  4.0      148.         0.310      0.010     3.9523E+07 1.6159E+06C083800301584 
  4.0      148.         0.330      0.010     3.8502E+07 1.6216E+06C083800301585 
  4.0      148.         0.350      0.010     4.8072E+07 1.9805E+06C083800301586 
  4.0      148.         0.370      0.010     3.3128E+07 1.5091E+06C083800301587 
  4.0      148.         0.390      0.010     3.7006E+07 1.5632E+06C083800301588 
  4.0      148.         0.410      0.010     3.9593E+07 1.6493E+06C083800301589 
  4.0      148.         0.430      0.010     4.9387E+07 2.1189E+06C083800301590 
  4.0      148.         0.450      0.010     4.0356E+07 1.8189E+06C083800301591 
  4.0      148.         0.470      0.010     4.8305E+07 2.4498E+06C083800301592 
  4.0      148.         0.490      0.010     4.4013E+07 2.3851E+06C083800301593 
  4.0      148.         0.510      0.010     5.1608E+07 2.9811E+06C083800301594 
  4.0      148.         0.530      0.010     5.2756E+07 3.0518E+06C083800301595 
  4.0      148.         0.550      0.010     5.9044E+07 3.3561E+06C083800301596 
  4.0      148.         0.570      0.010     5.6707E+07 3.4391E+06C083800301597 
  4.0      148.         0.590      0.010     6.1598E+07 3.7051E+06C083800301598 
  4.0      148.         0.610      0.010     6.5548E+07 4.2908E+06C083800301599 
  4.0      148.         0.630      0.010     6.8597E+07 4.5665E+06C083800301600 
  4.0      148.         0.650      0.010     5.2530E+07 3.3662E+06C083800301601 
  4.0      148.         0.670      0.010     7.0087E+07 4.8727E+06C083800301602 
  4.0      148.         0.690      0.010     6.3914E+07 4.4243E+06C083800301603 
  4.0      148.         0.725      0.025     6.9012E+07 2.8733E+06C083800301604 
  4.0      148.         0.775      0.025     6.6091E+07 2.6170E+06C083800301605 
  4.0      148.         0.825      0.025     6.8879E+07 2.8371E+06C083800301606 
  4.0      148.         0.875      0.025     6.9544E+07 2.6930E+06C083800301607 
  4.0      148.         0.925      0.025     7.9874E+07 2.9852E+06C083800301608 
  4.0      148.         0.975      0.025     7.8998E+07 2.8631E+06C083800301609 
  4.0      148.         1.025      0.025     8.3957E+07 3.2089E+06C083800301610 
  4.0      148.         1.075      0.025     7.6295E+07 3.0330E+06C083800301611 
  4.0      148.         1.125      0.025     6.6867E+07 2.7130E+06C083800301612 
  4.0      148.         1.175      0.025     1.2711E+07 1.0434E+06C083800301613 
  4.0      148.         1.225      0.025     1.7116E+06 7.2277E+05C083800301614 
  4.0      148.         1.275      0.025     2.4022E+06 6.2236E+05C083800301615 
  4.0      148.         1.325      0.025     2.1406E+06 6.7846E+05C083800301616 
  4.0      150.         0.090      0.010     1.7650E+07 3.7725E+06C083800301617 
  4.0      150.         0.110      0.010     2.0496E+07 3.6416E+06C083800301618 
  4.0      150.         0.130      0.010     2.7852E+07 4.5245E+06C083800301619 
  4.0      150.         0.150      0.010     2.5889E+07 3.7706E+06C083800301620 
  4.0      150.         0.170      0.010     2.8234E+07 3.1093E+06C083800301621 
  4.0      150.         0.190      0.010     3.0727E+07 2.8422E+06C083800301622 
  4.0      150.         0.210      0.010     3.0878E+07 2.3969E+06C083800301623 
  4.0      150.         0.230      0.010     3.2884E+07 1.6291E+06C083800301624 
  4.0      150.         0.250      0.010     3.5333E+07 1.4813E+06C083800301625 
  4.0      150.         0.270      0.010     2.8795E+07 1.3669E+06C083800301626 
  4.0      150.         0.290      0.010     2.7520E+07 1.2719E+06C083800301627 
  4.0      150.         0.310      0.010     3.9369E+07 1.3495E+06C083800301628 
  4.0      150.         0.330      0.010     4.0759E+07 1.4022E+06C083800301629 
  4.0      150.         0.350      0.010     4.7135E+07 1.5115E+06C083800301630 
  4.0      150.         0.370      0.010     3.5937E+07 1.3189E+06C083800301631 
  4.0      150.         0.390      0.010     3.8655E+07 1.3387E+06C083800301632 
  4.0      150.         0.410      0.010     4.2360E+07 1.4345E+06C083800301633 
  4.0      150.         0.430      0.010     4.9858E+07 1.6529E+06C083800301634 
  4.0      150.         0.450      0.010     4.1733E+07 1.4682E+06C083800301635 
  4.0      150.         0.470      0.010     4.5840E+07 1.6809E+06C083800301636 
  4.0      150.         0.490      0.010     4.2557E+07 1.6669E+06C083800301637 
  4.0      150.         0.510      0.010     5.1847E+07 2.0180E+06C083800301638 
  4.0      150.         0.530      0.010     5.1100E+07 1.9687E+06C083800301639 
  4.0      150.         0.550      0.010     5.9806E+07 2.3861E+06C083800301640 
  4.0      150.         0.570      0.010     5.5048E+07 2.2202E+06C083800301641 
  4.0      150.         0.590      0.010     5.8374E+07 2.4151E+06C083800301642 
  4.0      150.         0.610      0.010     6.0518E+07 2.5299E+06C083800301643 
  4.0      150.         0.630      0.010     5.9519E+07 2.5486E+06C083800301644 
  4.0      150.         0.650      0.010     5.3929E+07 2.2722E+06C083800301645 
  4.0      150.         0.670      0.010     5.8495E+07 2.4292E+06C083800301646 
  4.0      150.         0.690      0.010     5.5823E+07 2.3508E+06C083800301647 
  4.0      150.         0.725      0.025     6.4577E+07 1.8518E+06C083800301648 
  4.0      150.         0.775      0.025     6.4366E+07 1.8802E+06C083800301649 
  4.0      150.         0.825      0.025     6.6057E+07 1.8855E+06C083800301650 
  4.0      150.         0.875      0.025     7.1118E+07 2.0129E+06C083800301651 
  4.0      150.         0.925      0.025     7.9044E+07 2.1769E+06C083800301652 
  4.0      150.         0.975      0.025     8.1093E+07 2.1937E+06C083800301653 
  4.0      150.         1.025      0.025     8.1182E+07 2.2572E+06C083800301654 
  4.0      150.         1.075      0.025     6.8165E+07 1.9221E+06C083800301655 
  4.0      150.         1.125      0.025     6.2243E+07 1.8179E+06C083800301656 
  4.0      150.         1.175      0.025     8.8786E+06 7.3665E+05C083800301657 
  4.0      150.         1.225      0.025     4.6042E+06 5.6874E+05C083800301658 
  4.0      150.         1.275      0.025     2.6494E+06 4.6643E+05C083800301659 
  4.0      150.         1.325      0.025     2.6956E+06 5.4841E+05C083800301660 
  4.0      150.         1.375      0.025     1.5629E+06 4.7479E+05C083800301661 
  4.0      150.         1.425      0.025     1.4019E+06 5.0715E+05C083800301662 
  4.0      150.         1.475      0.025     1.0949E+06 4.5305E+05C083800301663 
  4.0      150.         1.525      0.025     5.6290E+05 4.3791E+05C083800301664 
  5.0        0.         0.090      0.010     6.4918E+07 4.9612E+06C083800301665 
