ENTRY            C0624   20120621                             C119C062400000001 
SUBENT        C0624001   20120621                             C119C062400100001 
BIB                 12         39                                 C062400100002 
INSTITUTE  (1CANMNA,1USARDL,1USAOSU,1CANTMF,1USAFSU)              C062400100003 
           (1USAUSA) + IBM, Yorktown Heights, NY                  C062400100004 
REFERENCE  (J,PR/C,33,1624,198605)                                C062400100005 
AUTHOR     (R.H.McCamis,T.N.Nasr,J.Birchall,N.E.Davison,          C062400100006 
           W.T.H.Van Oers,P.J.T.Verheijen,R.F.Carlson,A.J.Cox,    C062400100007 
           B.C.Clark,E.D.Cooper,S.Hama,R.L.Mercer)                C062400100008 
TITLE      Elastic scattering of protons from 40,42,44,48Ca from  C062400100009 
            20 to 50 MeV and nuclear matter radii                 C062400100010 
FACILITY   (CYCLO,1CANMNA)                                        C062400100011 
INC-SPECT  Incident energy spread <200 keV at 45.0 MeV.           C062400100012 
METHOD     (BCINT)                                                C062400100013 
DETECTOR   (NAICR) NaI(Tl) detector assemblies.                   C062400100014 
CORRECTION Corrected for:                                         C062400100015 
           . any oxygen contamination in targets,                 C062400100016 
           . computer deadtime,                                   C062400100017 
           . contributions from other Ca isotopes in target,      C062400100018 
           . proton reaction losses in detectors,                 C062400100019 
           . finite geometry.                                     C062400100020 
ERR-ANALYS (DATA-ERR) Relative uncertainty.                       C062400100021 
           (ERR-S,,1.) Statistical uncertainty <1%.               C062400100022 
            Systematic uncertainties:                             C062400100023 
           (ERR-1,,1.) Dead time correction                 <1.0% C062400100024 
           (ERR-2,,0.1)  Correction for reaction losses           C062400100025 
                                                 in NaI(Tl) <0.1% C062400100026 
           (ERR-3,,0.3)  Finite geometry correction         <0.3% C062400100027 
           (ERR-4,,1.)  Detector angle                      <1.0% C062400100028 
           (ERR-5,,1.5)  Incident proton energy             <1.5% C062400100029 
           (ERR-6,,2.)  Impurity subtraction - worst case    2.0% C062400100030 
           (ERR-SYS) Uncertainty in the absolute scale includes:  C062400100031 
           (ERR-7) Uncertainty in the detector solid angle        C062400100032 
           (ERR-8,,1.) Uncertainty in the target rotation angle   C062400100033 
           (ERR-9) Uncertainty in the beam current integration    C062400100034 
            * Uncertainty in the target thickness                 C062400100035 
STATUS     (APRVD) Approved by W.T.H. van Oers, 28 June 2000.     C062400100036 
           (TABLE) Tabulated data received from W.T.H.van Oers,   C062400100037 
                                                    5 April 2000. C062400100038 
HISTORY    (20000417C) VM                                         C062400100039 
           (20120621U) SD: Author's name corrected. BIB update.   C062400100040 
            Coded information was added to SAMPLE in Subents 2-5. C062400100041 
ENDBIB              39          0                                 C062400100042 
COMMON               4          3                                 C062400100043 
EN-ERR     ERR-SYS    ERR-7      ERR-9                            C062400100044 
KEV        PER-CENT   PER-CENT   PER-CENT                         C062400100045 
200.         3.0         1.0        1.0                           C062400100046 
ENDCOMMON            3          0                                 C062400100047 
ENDSUBENT           46          0                                 C062400199999 
SUBENT        C0624002   20120621                             C119C062400200001 
BIB                  2          3                                 C062400200002 
REACTION   (20-CA-40(P,EL)20-CA-40,,DA)                           C062400200003 
SAMPLE     (20-CA-40,ENR=0.9997) Target enriched to 99.97% 40Ca.  C062400200004 
             Areal density 6.57+-0.13 mg/cm2.                     C062400200005 
ENDBIB               3          0                                 C062400200006 
NOCOMMON             0          0                                 C062400200007 
DATA                 5        511                                 C062400200008 
EN         EN-ERR     ANG-CM     DATA-CM    DATA-ERR              C062400200009 
 21.0        0.20      22.97       650.5      2.8                 C062400500016 
 21.0        0.20      25.52       391.3      1.9                 C062400500017 
 21.0        0.20      28.07       225.2      2.3                 C062400500018 
 21.0        0.20      30.61       124.0      1.5                 C062400500019 
 21.0        0.20      33.16        76.84     3.4                 C062400500020 
 21.0        0.20      35.71        63.90     0.8                 C062400500021 
 21.0        0.20      38.25        70.32     0.5                 C062400500022 
 21.0        0.20      40.79        81.51     0.5                 C062400500023 
 21.0        0.20      43.33        93.10     0.5                 C062400500024 
 21.0        0.20      45.87        97.37     0.4                 C062400500025 
 21.0        0.20      48.41        97.52     0.5                 C062400500026 
 21.0        0.20      50.94        87.00     0.7                 C062400500027 
 21.0        0.20      53.48        74.27     2.6                 C062400500028 
 21.0        0.20      56.01        58.34     1.2                 C062400500029 
 21.0        0.20      58.54        43.35     1.8                 C062400500030 
 21.0        0.20      61.06        29.59     1.0                 C062400500031 
 21.0        0.20      63.59        18.19     4.2                 C062400500032 
 21.0        0.20      66.11        11.03     3.2                 C062400500033 
 21.0        0.20      68.64         7.243    1.3                 C062400500034 
 21.0        0.20      71.16         6.379    1.0                 C062400500035 
 21.0        0.20      73.67         7.587    1.7                 C062400500036 
 21.0        0.20      76.19         9.973    0.9                 C062400500037 
 21.0        0.20      78.70        11.23     1.0                 C062400500038 
 21.0        0.20      81.21        14.47     2.4                 C062400500039 
 21.0        0.20      83.72        15.88     0.9                 C062400500040 
 21.0        0.20      86.22        15.07     1.9                 C062400500041 
 21.0        0.20      91.23        14.52     0.9                 C062400500042 
 21.0        0.20      96.22        10.60     2.4                 C062400500043 
 21.0        0.20     101.21         5.981    0.6                 C062400500044 
 21.0        0.20     106.19         3.379    0.8                 C062400500045 
 21.0        0.20     111.15         2.184    0.6                 C062400500046 
 21.0        0.20     116.11         1.982    0.7                 C062400500047 
 21.0        0.20     121.07         2.216    0.8                 C062400500048 
 21.0        0.20     126.01         2.603    1.7                 C062400500049 
 21.0        0.20     130.94         2.824    0.5                 C062400500050 
 21.0        0.20     135.87         2.866    1.0                 C062400500051 
 21.0        0.20     140.79         2.856    0.6                 C062400500052 
 21.0        0.20     145.71         2.715    0.5                 C062400500053 
 21.0        0.20     150.62         2.467    0.9                 C062400500054 
 21.0        0.20     155.52         2.171    0.9                 C062400500055 
 21.0        0.20     160.42         1.975    1.0                 C062400500056 
 21.0        0.20     165.32         1.886    0.8                 C062400500057 
 21.0        0.20     170.21         1.919    1.8                 C062400500058 
 25.0        0.20      10.21     10520.       1.3                 C062400500059 
 25.0        0.20      12.77      4776.       1.2                 C062400500060 
 25.0        0.20      15.32      2612.       0.9                 C062400500061 
 25.0        0.20      17.87      1570.       1.3                 C062400500062 
 25.0        0.20      20.42       922.5      0.8                 C062400500063 
 25.0        0.20      22.97       519.9      0.9                 C062400500064 
 25.0        0.20      25.52       257.2      2.6                 C062400500065 
 25.0        0.20      28.07       104.9      2.6                 C062400500066 
 25.0        0.20      30.62        41.20     1.2                 C062400500067 
 25.0        0.20      33.16        30.94     0.7                 C062400500068 
 25.0        0.20      35.71        49.06     0.7                 C062400500069 
 25.0        0.20      38.25        77.17     1.2                 C062400500070 
 25.0        0.20      40.79       100.3      0.5                 C062400500071 
 25.0        0.20      43.33       115.7      0.7                 C062400500072 
 25.0        0.20      45.87       115.8      0.5                 C062400500073 
 25.0        0.20      48.41       107.8      1.6                 C062400500074 
 25.0        0.20      50.95        89.18     0.5                 C062400500075 
 25.0        0.20      53.48        69.28     1.3                 C062400500076 
 25.0        0.20      56.01        48.79     0.6                 C062400500077 
 25.0        0.20      58.54        32.09     1.2                 C062400500078 
 25.0        0.20      61.07        19.18     0.7                 C062400500079 
 25.0        0.20      63.60        11.70     1.3                 C062400500080 
 25.0        0.20      66.12         8.451    1.2                 C062400500081 
 25.0        0.20      68.64         8.678    1.6                 C062400500082 
 25.0        0.20      71.16         9.462    1.8                 C062400500083 
 25.0        0.20      73.68        12.41     3.4                 C062400500084 
 25.0        0.20      76.19        14.60     0.7                 C062400500085 
 25.0        0.20      78.71        16.13     1.1                 C062400500086 
 25.0        0.20      81.22        16.58     0.8                 C062400500087 
 25.0        0.20      83.72        16.24     0.6                 C062400500088 
 25.0        0.20      86.23        14.02     0.8                 C062400500089 
 25.0        0.20      88.73        11.85     1.3                 C062400500090 
 25.0        0.20      91.24         9.387    2.0                 C062400500091 
 25.0        0.20      96.23         5.131    1.6                 C062400500092 
 25.0        0.20     101.22         2.524    1.0                 C062400500093 
 25.0        0.20     106.19         1.963    0.6                 C062400500094 
 25.0        0.20     111.16         2.428    1.2                 C062400500095 
 25.0        0.20     116.12         2.936    1.2                 C062400500096 
 25.0        0.20     121.07         2.974    0.5                 C062400500097 
 25.0        0.20     126.01         2.475    0.9                 C062400500098 
 25.0        0.20     130.95         1.758    1.0                 C062400500099 
 25.0        0.20     135.87         1.178    1.4                 C062400500100 
 25.0        0.20     140.79         0.933    1.1                 C062400500101 
 25.0        0.20     145.71         1.010    1.5                 C062400500102 
 25.0        0.20     150.62         1.290    1.6                 C062400500103 
 25.0        0.20     155.52         1.583    0.5                 C062400500104 
 25.0        0.20     160.42         1.826    0.7                 C062400500105 
 25.0        0.20     165.32         1.969    0.6                 C062400500106 
 25.0        0.20     170.21         2.100    1.0                 C062400500107 
 30.0        0.20      10.22      8090.       1.2                 C062400500108 
 30.0        0.20      12.77      4054.       3.4                 C062400500109 
 30.0        0.20      15.32      2439.       1.0                 C062400500110 
 30.0        0.20      17.87      1468.       2.4                 C062400500111 
 30.0        0.20      20.42       840.9      0.8                 C062400500112 
 30.0        0.20      22.98       403.4      3.3                 C062400500113 
 30.0        0.20      25.52       154.5      2.7                 C062400500114 
 30.0        0.20      28.07        44.37     3.6                 C062400500115 
 30.0        0.20      30.62        18.10     0.9                 C062400500116 
 30.0        0.20      33.17        35.40     1.0                 C062400500117 
 30.0        0.20      35.71        70.44     1.8                 C062400500118 
 30.0        0.20      38.26       107.3      1.2                 C062400500119 
 30.0        0.20      40.80       127.2      1.3                 C062400500120 
 30.0        0.20      43.34       130.3      1.1                 C062400500121 
 30.0        0.20      45.88       114.4      2.0                 C062400500122 
 30.0        0.20      48.42        97.39     1.7                 C062400500123 
 30.0        0.20      50.95        73.14     0.6                 C062400500124 
 30.0        0.20      53.49        49.46     1.6                 C062400500125 
 30.0        0.20      56.02        30.29     1.9                 C062400500126 
 30.0        0.20      58.55        18.18     1.6                 C062400500127 
 30.0        0.20      61.08        11.93     1.2                 C062400500128 
 30.0        0.20      63.60         9.690    4.1                 C062400500129 
 30.0        0.20      66.13        10.47     1.5                 C062400500130 
 30.0        0.20      68.65        12.88     6.5                 C062400500131 
 30.0        0.20      71.17        15.05     1.0                 C062400500132 
 30.0        0.20      73.68        16.15     0.7                 C062400500133 
 30.0        0.20      76.20        16.23     0.8                 C062400500134 
 30.0        0.20      78.71        15.14     1.7                 C062400500135 
 30.0        0.20      81.22        12.75     0.6                 C062400500136 
 30.0        0.20      83.73        10.49     0.8                 C062400500137 
 30.0        0.20      86.24         7.940    1.1                 C062400500138 
 30.0        0.20      88.74         5.552    1.5                 C062400500139 
 30.0        0.20      91.24         4.021    3.3                 C062400500140 
 30.0        0.20      96.24         2.288    0.9                 C062400500141 
 30.0        0.20     101.22         2.058    0.7                 C062400500142 
 30.0        0.20     106.20         2.453    0.7                 C062400500143 
 30.0        0.20     111.17         2.676    0.6                 C062400500144 
 30.0        0.20     116.12         2.405    0.9                 C062400500145 
 30.0        0.20     121.07         1.794    0.7                 C062400500146 
 30.0        0.20     126.02         1.118    2.2                 C062400500147 
 30.0        0.20     130.95         0.5856   1.2                 C062400500148 
 30.0        0.20     135.88         0.3301   0.9                 C062400500149 
 30.0        0.20     140.80         0.3742   0.8                 C062400500150 
 30.0        0.20     145.71         0.6235   0.8                 C062400500151 
 30.0        0.20     150.62         0.9267   0.7                 C062400500152 
 30.0        0.20     155.52         1.141    0.6                 C062400500153 
 30.0        0.20     160.42         1.177    0.6                 C062400500154 
 30.0        0.20     165.32         1.040    0.9                 C062400500155 
 30.0        0.20     170.21         0.7540   1.3                 C062400500156 
 35.0        0.20      10.22      6918.       1.5                 C062400500157 
 35.0        0.20      12.77      4001.       1.6                 C062400500158 
 35.0        0.20      15.32      2495.       0.9                 C062400500159 
 35.0        0.20      17.88      1504.       2.5                 C062400500160 
 35.0        0.20      20.43       803.9      1.5                 C062400500161 
 35.0        0.20      22.98       365.6      4.1                 C062400500162 
 35.0        0.20      25.53       135.8      2.5                 C062400500163 
 35.0        0.20      28.08        39.25     5.0                 C062400500164 
 35.0        0.20      30.62        32.36     0.8                 C062400500165 
 35.0        0.20      33.17        64.56     2.0                 C062400500166 
 35.0        0.20      35.72       102.3      0.5                 C062400500167 
 35.0        0.20      38.26       103.4      0.7                 C062400500168 
 35.0        0.20      40.80       135.2      0.6                 C062400500169 
 35.0        0.20      43.34       124.8      1.2                 C062400500170 
 35.0        0.20      45.88        99.99     0.9                 C062400500171 
 35.0        0.20      48.42        74.05     2.0                 C062400500172 
 35.0        0.20      50.96        49.55     1.0                 C062400500173 
 35.0        0.20      53.49        30.43     2.8                 C062400500174 
 35.0        0.20      56.02        18.12     1.3                 C062400500175 
 35.0        0.20      58.55        12.63     1.2                 C062400500176 
 35.0        0.20      61.08        10.71     1.3                 C062400500177 
 35.0        0.20      63.61        11.78     1.3                 C062400500178 
 35.0        0.20      66.13        13.47     0.8                 C062400500179 
 35.0        0.20      68.65        14.90     0.7                 C062400500180 
 35.0        0.20      71.17        14.80     0.5                 C062400500181 
 35.0        0.20      73.69        13.79     1.5                 C062400500182 
 35.0        0.20      76.21        11.79     0.6                 C062400500183 
 35.0        0.20      78.72         9.411    1.3                 C062400500184 
 35.0        0.20      81.23         6.964    0.6                 C062400500185 
 35.0        0.20      83.74         5.003    1.3                 C062400500186 
 35.0        0.20      86.24         3.595    0.6                 C062400500187 
 35.0        0.20      88.75         2.570    2.4                 C062400500188 
 35.0        0.20      91.25         2.178    0.5                 C062400500189 
 35.0        0.20      96.24         2.088    1.0                 C062400500190 
 35.0        0.20     101.23         2.184    0.5                 C062400500191 
 35.0        0.20     106.20         2.030    0.6                 C062400500192 
 35.0        0.20     111.17         1.552    0.4                 C062400500193 
 35.0        0.20     116.13         1.050    0.6                 C062400500194 
 35.0        0.20     121.08         0.6688   0.8                 C062400500195 
 35.0        0.20     126.02         0.4944   1.1                 C062400500196 
 35.0        0.20     130.96         0.4026   0.7                 C062400500197 
 35.0        0.20     135.88         0.3676   0.7                 C062400500198 
 35.0        0.20     140.80         0.3531   0.7                 C062400500199 
 35.0        0.20     145.71         0.3769   0.7                 C062400500200 
 35.0        0.20     150.62         0.4409   0.7                 C062400500201 
 35.0        0.20     155.53         0.5164   0.7                 C062400500202 
 35.0        0.20     160.43         0.5338   0.6                 C062400500203 
 35.0        0.20     165.32         0.4388   1.2                 C062400500204 
 35.0        0.20     170.22         0.2659   1.4                 C062400500205 
 40.0        0.20      10.22      6083.       2.3                 C062400500206 
 40.0        0.20      12.77      3881.       2.1                 C062400500207 
 40.0        0.20      15.32      2436.       1.7                 C062400500208 
 40.0        0.20      17.88      1438.       3.4                 C062400500209 
 40.0        0.20      20.43       721.9      2.5                 C062400500210 
 40.0        0.20      22.98       297.9      1.3                 C062400500211 
 40.0        0.20      25.53        98.43     1.9                 C062400500212 
 40.0        0.20      28.08        36.81     1.0                 C062400500213 
 40.0        0.20      30.63        49.29     2.0                 C062400500214 
 40.0        0.20      33.17        86.21     2.7                 C062400500215 
 40.0        0.20      35.72       119.1      1.1                 C062400500216 
 40.0        0.20      38.26       131.8      1.4                 C062400500217 
 40.0        0.20      40.81       123.3      0.3                 C062400500218 
 40.0        0.20      43.35       101.8      0.6                 C062400500219 
 40.0        0.20      45.89        73.70     0.8                 C062400500220 
 40.0        0.20      48.42        47.96     1.1                 C062400500221 
 40.0        0.20      50.96        28.25     1.0                 C062400500222 
 40.0        0.20      53.49        16.46     0.8                 C062400500223 
 40.0        0.20      56.03        11.31     0.8                 C062400500224 
 40.0        0.20      58.56        10.20     3.9                 C062400500225 
 40.0        0.20      61.09        11.60     1.0                 C062400500226 
 40.0        0.20      63.61        13.27     0.8                 C062400500227 
 40.0        0.20      66.14        13.69     0.5                 C062400500228 
 40.0        0.20      68.66        12.80     0.6                 C062400500229 
 40.0        0.20      71.18        10.96     0.4                 C062400500230 
 40.0        0.20      73.69         8.964    3.0                 C062400500231 
 40.0        0.20      76.21         6.500    1.0                 C062400500232 
 40.0        0.20      78.72         4.499    1.1                 C062400500233 
 40.0        0.20      81.23         2.999    0.7                 C062400500234 
 40.0        0.20      83.74         2.285    2.0                 C062400500235 
 40.0        0.20      86.25         1.914    1.2                 C062400500236 
 40.0        0.20      91.25         1.857    0.8                 C062400500237 
 40.0        0.20      96.25         1.914    0.4                 C062400500238 
 40.0        0.20     101.23         1.568    0.6                 C062400500239 
 40.0        0.20     106.21         1.047    1.5                 C062400500240 
 40.0        0.20     111.18         0.5904   1.9                 C062400500241 
 40.0        0.20     116.14         0.3613   1.6                 C062400500242 
 40.0        0.20     121.08         0.3125   0.8                 C062400500243 
 40.0        0.20     126.03         0.3396   0.6                 C062400500244 
 40.0        0.20     130.96         0.3402   0.9                 C062400500245 
 40.0        0.20     135.89         0.2918   0.9                 C062400500246 
 40.0        0.20     140.80         0.2085   1.2                 C062400500247 
 40.0        0.20     145.72         0.1484   1.1                 C062400500248 
 40.0        0.20     150.63         0.1397   0.7                 C062400500249 
 40.0        0.20     155.53         0.1756   1.3                 C062400500250 
 40.0        0.20     160.43         0.2073   0.7                 C062400500251 
 40.0        0.20     165.32         0.1941   1.0                 C062400500252 
 40.0        0.20     170.22         0.1287   1.2                 C062400500253 
 45.0        0.20      10.22      5791.       1.1                 C062400500254 
 45.0        0.20      12.77      3787.       1.0                 C062400500255 
 45.0        0.20      15.33      2373.       1.0                 C062400500256 
 45.0        0.20      17.88      1357.       1.3                 C062400500257 
 45.0        0.20      20.43       686.8      1.7                 C062400500258 
 45.0        0.20      22.98       282.1      1.6                 C062400500259 
 45.0        0.20      25.53       100.8      3.3                 C062400500260 
 45.0        0.20      28.08        49.03     0.5                 C062400500261 
 45.0        0.20      30.63        68.84     0.6                 C062400500262 
 45.0        0.20      33.18       102.0      0.6                 C062400500263 
 45.0        0.20      35.72       122.4      0.5                 C062400500264 
 45.0        0.20      38.27       123.6      0.3                 C062400500265 
 45.0        0.20      40.81       102.1      1.1                 C062400500266 
 45.0        0.20      43.35        78.01     0.5                 C062400500267 
 45.0        0.20      45.89        50.84     0.6                 C062400500268 
 45.0        0.20      48.43        30.10     1.1                 C062400500269 
 45.0        0.20      50.97        16.72     1.5                 C062400500270 
 45.0        0.20      53.50        11.61     0.8                 C062400500271 
 45.0        0.20      56.03         9.885    1.7                 C062400500272 
 45.0        0.20      58.56        10.78     0.6                 C062400500273 
 45.0        0.20      61.09        10.65     6.2                 C062400500274 
 45.0        0.20      63.62        11.45     0.7                 C062400500275 
 45.0        0.20      66.14         9.828    3.1                 C062400500276 
 45.0        0.20      68.66         8.875    0.7                 C062400500277 
 45.0        0.20      71.18         6.687    1.5                 C062400500278 
 45.0        0.20      73.70         4.879    1.2                 C062400500279 
 45.0        0.20      76.22         3.172    2.1                 C062400500280 
 45.0        0.20      78.73         2.334    1.0                 C062400500281 
 45.0        0.20      81.24         1.765    0.7                 C062400500282 
 45.0        0.20      83.75         1.623    1.7                 C062400500283 
 45.0        0.20      86.25         1.612    0.8                 C062400500284 
 45.0        0.20      88.76         1.745    1.6                 C062400500285 
 45.0        0.20      91.26         1.604    0.7                 C062400500286 
 45.0        0.20      96.25         1.301    0.5                 C062400500287 
 45.0        0.20     101.24         0.8078   1.1                 C062400500288 
 45.0        0.20     106.22         0.4354   0.8                 C062400500289 
 45.0        0.20     111.18         0.2560   1.0                 C062400500290 
 45.0        0.20     116.14         0.2214   1.2                 C062400500291 
 45.0        0.20     121.09         0.2254   1.7                 C062400500292 
 45.0        0.20     126.03         0.2267   2.9                 C062400500293 
 45.0        0.20     130.96         0.1923   1.0                 C062400500294 
 45.0        0.20     135.89         0.1375   1.1                 C062400500295 
 45.0        0.20     140.81         0.0813   1.9                 C062400500296 
 45.0        0.20     145.72         0.0463   1.2                 C062400500297 
 45.0        0.20     150.63         0.0468   2.0                 C062400500298 
 45.0        0.20     155.53         0.0725   2.6                 C062400500299 
 45.0        0.20     160.43         0.0965   1.5                 C062400500300 
 45.0        0.20     165.33         0.0979   1.2                 C062400500301 
 45.0        0.20     170.33         0.0746   1.8                 C062400500302 
 48.4        0.20      10.22      5046.       0.7                 C062400500303 
 48.4        0.20      12.77      3450.       0.9                 C062400500304 
 48.4        0.20      15.33      2177.       2.1                 C062400500305 
 48.4        0.20      17.88      1224.       2.0                 C062400500306 
 48.4        0.20      20.43       584.0      1.8                 C062400500307 
 48.4        0.20      22.98       224.1      3.1                 C062400500308 
 48.4        0.20      25.53        72.01     3.5                 C062400500309 
 48.4        0.20      28.08        43.75     4.7                 C062400500310 
 48.4        0.20      30.63        70.25     1.0                 C062400500311 
 48.4        0.20      33.18       101.8      2.0                 C062400500312 
 48.4        0.20      35.72       118.4      1.9                 C062400500313 
 48.4        0.20      38.27       110.0      2.1                 C062400500314 
 48.4        0.20      40.81        88.70     0.5                 C062400500315 
 48.4        0.20      43.35        61.49     1.3                 C062400500316 
 48.4        0.20      45.89        37.78     1.6                 C062400500317 
 48.4        0.20      48.43        20.96     1.3                 C062400500318 
 48.4        0.20      50.97        11.73     2.0                 C062400500319 
 48.4        0.20      53.50         9.661    0.7                 C062400500320 
 48.4        0.20      56.03         9.655    0.7                 C062400500321 
 48.4        0.20      58.57        10.72     0.6                 C062400500322 
 48.4        0.20      61.10        10.69     2.5                 C062400500323 
 48.4        0.20      63.62         9.988    4.3                 C062400500324 
 48.4        0.20      66.15         8.765    0.8                 C062400500325 
 48.4        0.20      68.67         6.748    0.8                 C062400500326 
 48.4        0.20      71.19         4.564    1.7                 C062400500327 
 48.4        0.20      73.71         3.069    0.9                 C062400500328 
 48.4        0.20      76.22         2.110    1.1                 C062400500329 
 48.4        0.20      78.73         1.658    1.0                 C062400500330 
 48.4        0.20      81.24         1.481    0.5                 C062400500331 
 48.4        0.20      86.26         1.480    0.6                 C062400500332 
 48.4        0.20      88.76         1.468    2.5                 C062400500333 
 48.4        0.20      91.26         1.295    0.8                 C062400500334 
 48.4        0.20      96.26         0.8682   0.5                 C062400500335 
 48.4        0.20     101.42         0.4559   0.6                 C062400500336 
 48.4        0.20     106.22         0.2413   0.7                 C062400500337 
 48.4        0.20     111.19         0.1930   0.6                 C062400500338 
 48.4        0.20     116.14         0.1973   1.2                 C062400500339 
 48.4        0.20     121.09         0.1851   0.8                 C062400500340 
 48.4        0.20     126.03         0.1554   2.0                 C062400500341 
 48.4        0.20     130.97         0.1046   1.1                 C062400500342 
 48.4        0.20     135.89         0.0668   0.7                 C062400500343 
 48.4        0.20     140.81         0.0401   0.9                 C062400500344 
 48.4        0.20     145.72         0.0252   1.3                 C062400500345 
 48.4        0.20     150.63         0.0264   1.6                 C062400500346 
 48.4        0.20     155.53         0.0405   1.4                 C062400500347 
 48.4        0.20     160.43         0.0566   0.8                 C062400500348 
 48.4        0.20     165.33         0.0582   1.3                 C062400500349 
 48.4        0.20     170.22         0.0477   1.1                 C062400500350 
ENDDATA            342          0                                 C062400500351 
ENDSUBENT          350          0                                 C062400599999 
ENDENTRY             5          0                                 C062499999999 
