ENTRY            C2615   20211109                             C208C2615  0    1 
SUBENT        C2615001   20211107                             C208C2615  1    1 
BIB                 11         36                                 C2615  1    2 
TITLE      Polarization and angular distribution of the neutrons  C2615  1    3 
           from 14C(p,n) reaction and the tensor force            C2615  1    4 
AUTHOR     (C.Wong,J.D.Anderson,V.A.Madsen,F.A.Schmittroth,       C2615  1    5 
           M.J.Stomp)                                             C2615  1    6 
INSTITUTE  (1USALRL,1USAORU)                                      C2615  1    7 
REFERENCE  (J,PR/C,3,1904,1971)                                   C2615  1    8 
           #doi:10.1103/PhysRevC.3.1904                           C2615  1    9 
FACILITY   (ISOCY,1USALRL)                                        C2615  1   10 
REL-REF    (I,O0493001,B.D.Walker+,J,PR,137,B347,1965)            C2615  1   11 
COMMENT    The proton beam energy spread due to energy loss in    C2615  1   12 
           the gas targets varied between +-0.18 MeV at Ep = 7.2  C2615  1   13 
           MeV and +-0.14 MeV at Ep = 13.3 MeV.                   C2615  1   14 
SAMPLE     (6-C-14,ENR=0.91)                                      C2615  1   15 
           The cell filled with CO2 gas to a pressure of 1.5 atm. C2615  1   16 
           For the lower-energy measurements, Ep = 7.2, 8.8, and  C2615  1   17 
           10.4 MeV, the gas target is 2.5x2.5-cm gas cell lined  C2615  1   18 
           with Ta. The entrance window was 0.0013-cm Ta and was  C2615  1   19 
           supported by a gold grid whose transmission was        C2615  1   20 
           approximately 90%. The cell was filled with 14CO2 gas  C2615  1   21 
           to a pressure of 1.5 atm.                              C2615  1   22 
           For the measurements at Ep = 10.4, 11.7, 12.6, and     C2615  1   23 
           13.3 MeV, a 2.5x2.5-cm target with nickel entrance and C2615  1   24 
           windows (9-mg/cm2 unsupported Ni windows) was used. TheC2615  1   25 
           beam stopper was also nickel and was located some 30 cmC2615  1   26 
           from the gas cell. The cell was filled with 14CO2 gas  C2615  1   27 
           to a pressure of two atm.                              C2615  1   28 
METHOD     (TOF)                                                  C2615  1   29 
           (MAGFR) The method consists of precessing the neutron  C2615  1   30 
           magnetic moment plus and minus 90 degrees with a       C2615  1   31 
           suitably designed solenoid to obtain the equivalent    C2615  1   32 
           "left" and "right" scattering measurements.            C2615  1   33 
           (DSCAT) The analyzer was liquid helium, and the angle  C2615  1   34 
           of scattering from the helium was 60 degrees.          C2615  1   35 
DETECTOR   (SCIN) The neutron detector was a 5x5-cm stilbene      C2615  1   36 
           scintillator located 30 cm from the helium scatterer.  C2615  1   37 
HISTORY    (20210807C) OG                                         C2615  1   38 
ENDBIB              36          0                                 C2615  1   39 
NOCOMMON             0          0                                 C2615  1   40 
ENDSUBENT           39          0                                 C2615  199999 
SUBENT        C2615002   20210810                             C208C2615  2    1 
BIB                  5         16                                 C2615  2    2 
REACTION   (6-C-14(P,N)7-N-14,PAR,POL/DA)                         C2615  2    3 
LEVEL-PROP (7-N-14,E-LVL=0.,SPIN=1.,PARITY=+1.)                   C2615  2    4 
           (7-N-14,E-LVL=2.31,SPIN=0.,PARITY=+1.)                 C2615  2    5 
           (7-N-14,E-LVL=3.95,SPIN=1.,PARITY=+1.)                 C2615  2    6 
CORRECTION The values of polarization have been corrected for     C2615  2    7 
           multiple scattering; these corrections varied between  C2615  2    8 
           8 and 12%.                                             C2615  2    9 
ERR-ANALYS (DATA-ERR) The error on polarization was computed from C2615  2   10 
           the statistical counting error on the product P(He)*P, C2615  2   11 
           where P(He) is the polarization of the neutrons        C2615  2   12 
           scattered from the helium and P is the polarization of C2615  2   13 
           the neutrons from the (p,n) reaction, since the        C2615  2   14 
           statistical counting errors are much larger than the   C2615  2   15 
           uncertainties in the values of P(He).                  C2615  2   16 
STATUS     (CURVE) Fig.3 (p.1909) in Phys.Rev/C,3,1904,1971 was   C2615  2   17 
           digitized by GSYS2.4.7.                                C2615  2   18 
ENDBIB              16          0                                 C2615  2   19 
NOCOMMON             0          0                                 C2615  2   20 
DATA                 5        189                                 C2615  2   21 
E-LVL      EN         ANG        DATA       DATA-ERR              C2615  2   22 
       11.7     19.991  1.571E+00  1.399E-01                      C2615  4   48 
       11.7     35.344  3.532E-01  1.005E-01                      C2615  4   49 
       11.7     51.306  7.011E-01  8.062E-02                      C2615  4   50 
       11.7     67.458  2.676E-01  8.792E-02                      C2615  4   51 
       11.7     83.610  5.255E-01  9.995E-02                      C2615  4   52 
       11.7     99.572  3.097E+00  2.634E-01                      C2615  4   53 
       11.7    114.584  4.178E+00  3.063E-01                      C2615  4   54 
       11.7    128.076  3.148E+00  2.308E-01                      C2615  4   55 
       11.7    141.758  2.532E+00  2.154E-01                      C2615  4   56 
       12.6     18.722  1.287E+00  3.053E-01                      C2615  4   57 
       12.6     34.433  9.112E-01  1.740E-01                      C2615  4   58 
       12.6     50.825  3.451E+00  2.542E-01                      C2615  4   59 
       12.6     66.556  3.301E+00  2.428E-01                      C2615  4   60 
       12.6     82.577  8.419E-01  1.718E-01                      C2615  4   61 
       12.6     97.535  6.508E-01  1.949E-01                      C2615  4   62 
       12.6    113.166  2.334E+00  1.990E-01                      C2615  4   63 
       12.6    126.797  1.784E+00  1.843E-01                      C2615  4   64 
       12.6    140.106  1.941E-01  1.943E-01                      C2615  4   65 
       13.3      3.541  1.145E+00  2.640E-01                      C2615  4   66 
       13.3     16.236  2.198E+00  1.794E-01                      C2615  4   67 
       13.3     32.426  3.966E+00  2.761E-01                      C2615  4   68 
       13.3     48.515  3.653E+00  2.762E-01                      C2615  4   69 
       13.3     64.308  1.737E+00  1.314E-01                      C2615  4   70 
       13.3     80.339  5.932E-01  9.305E-02                      C2615  4   71 
       13.3     96.119  1.266E+00  1.034E-01                      C2615  4   72 
       13.3    110.552  2.513E+00  1.752E-01                      C2615  4   73 
       13.3    124.866  2.912E+00  2.378E-01                      C2615  4   74 
       13.3    138.706  1.557E+00  1.460E-01                      C2615  4   75 
       18.3      3.604  1.365E+00  1.826E-01                      C2615  4   76 
       18.3     16.533  1.067E+00  1.106E-01                      C2615  4   77 
       18.3     32.206  1.981E+00  1.859E-01                      C2615  4   78 
       18.3     48.216  4.147E+00  3.227E-01                      C2615  4   79 
       18.3     64.587  2.823E+00  2.509E-01                      C2615  4   80 
       18.3     79.809  9.463E-01  1.198E-01                      C2615  4   81 
       18.3     95.608  4.180E-01  9.829E-02                      C2615  4   82 
       18.3    109.610  8.463E-01  1.202E-01                      C2615  4   83 
       18.3    124.451  8.323E-01  1.247E-01                      C2615  4   84 
       18.3    138.845  3.989E-01  1.303E-01                      C2615  4   85 
ENDDATA             71          0                                 C2615  4   86 
ENDSUBENT           85          0                                 C2615  499999 
SUBENT        C2615005   20210810                             C208C2615  5    1 
BIB                  4          5                                 C2615  5    2 
REACTION   (6-C-14(P,N)7-N-14,PAR,DA)                             C2615  5    3 
LEVEL-PROP (7-N-14,E-LVL=3.95,SPIN=1.,PARITY=+1.)                 C2615  5    4 
ERR-ANALYS (DATA-ERR) No information on sources of uncertainties. C2615  5    5 
STATUS     (CURVE) Fig.7 (p.1912) in Phys.Rev/C,3,1904,1971       C2615  5    6 
           was digitized by GSYS2.4.7.                            C2615  5    7 
ENDBIB               5          0                                 C2615  5    8 
COMMON               1          3                                 C2615  5    9 
E-LVL                                                             C2615  5   10 
MEV                                                               C2615  5   11 
3.95                                                              C2615  5   12 
ENDCOMMON            3          0                                 C2615  5   13 
DATA                 4         57                                 C2615  5   14 
EN         ANG-CM     DATA-CM    DATA-ERR                         C2615  5   15 
MEV        ADEG       MB/SR      MB/SR                            C2615  5   16 
       10.4      7.882  2.437E+00                                 C2615  5   17 
       10.4     21.414  2.265E+00                                 C2615  5   18 
       10.4     37.741  2.565E+00                                 C2615  5   19 
       10.4     53.496  2.421E+00                                 C2615  5   20 
       10.4     69.565  1.766E+00                                 C2615  5   21 
       10.4     84.990  1.167E+00                                 C2615  5   22 
       10.4     99.930  1.358E+00                                 C2615  5   23 
       10.4    110.299  2.278E+00                                 C2615  5   24 
       10.4    129.769  3.317E+00                                 C2615  5   25 
       10.4    143.461  3.775E+00                                 C2615  5   26 
       11.7      6.434  5.500E+00                                 C2615  5   27 
       11.7     19.022  4.330E+00                                 C2615  5   28 
       11.7     35.414  3.306E+00                                 C2615  5   29 
       11.7     51.029  2.716E+00                                 C2615  5   30 
       11.7     67.086  1.717E+00                                 C2615  5   31 
       11.7     82.992  2.058E+00                                 C2615  5   32 
       11.7    112.204  2.298E+00                                 C2615  5   33 
       11.7    127.020  2.233E+00                                 C2615  5   34 
       11.7    141.032  2.620E+00                                 C2615  5   35 
      12.47      3.580  1.977E+00                                 C2615  5   36 
      12.47     18.045  2.088E+00                                 C2615  5   37 
      12.47     34.772  1.715E+00                                 C2615  5   38 
      12.47     66.795  2.400E+00                                 C2615  5   39 
      12.47     82.799  1.513E+00                                 C2615  5   40 
      12.47     96.771  2.566E+00                                 C2615  5   41 
      12.47    112.551  3.583E+00                                 C2615  5   42 
      12.47    127.018  3.323E+00                                 C2615  5   43 
      12.47    139.731  2.993E+00                                 C2615  5   44 
      12.55      5.477  1.910E+00                                 C2615  5   45 
      12.55     18.703  1.849E+00                                 C2615  5   46 
      12.55     35.455  1.368E+00                                 C2615  5   47 
      12.55     66.192  2.143E+00                                 C2615  5   48 
      12.55     82.350  1.367E+00                                 C2615  5   49 
      12.55     96.736  2.010E+00                                 C2615  5   50 
      12.55    111.422  3.141E+00                                 C2615  5   51 
      12.55    126.555  2.813E+00                                 C2615  5   52 
      12.55    139.498  2.390E+00                                 C2615  5   53 
       13.3      6.032  2.387E+00  2.569E-01                      C2615  5   54 
       13.3     19.047  2.196E+00  1.817E-01                      C2615  5   55 
       13.3     35.723  1.968E+00  1.467E-01                      C2615  5   56 
       13.3     51.586  3.950E+00  3.755E-01                      C2615  5   57 
       13.3     67.448  3.620E+00  3.143E-01                      C2615  5   58 
       13.3     83.175  2.281E+00  1.794E-01                      C2615  5   59 
       13.3     97.682  1.604E+00  1.395E-01                      C2615  5   60 
       13.3    112.053  3.100E+00  2.821E-01                      C2615  5   61 
       13.3    127.780  4.055E+00  2.859E-01                      C2615  5   62 
       13.3    141.473  3.690E+00  2.154E-01                      C2615  5   63 
       18.3      4.019  3.744E-01  2.316E-01                      C2615  5   64 
       18.3     17.243  2.008E+00  1.845E-01                      C2615  5   65 
       18.3     33.235  2.215E+00  1.850E-01                      C2615  5   66 
       18.3     49.495  2.489E+00  2.496E-01                      C2615  5   67 
       18.3     65.413  1.977E+00  1.651E-01                      C2615  5   68 
       18.3     80.394  1.400E+00  8.255E-02                      C2615  5   69 
       18.3     95.508  1.014E+00  1.016E-01                      C2615  5   70 
       18.3    110.540  1.122E+00  1.030E-01                      C2615  5   71 
       18.3    124.691  8.344E-01  9.778E-02                      C2615  5   72 
       18.3    139.323  8.721E-01  1.363E-01                      C2615  5   73 
ENDDATA             59          0                                 C2615  5   74 
ENDSUBENT           73          0                                 C2615  599999 
SUBENT        C2615006   20210810                             C208C2615  6    1 
BIB                  4          5                                 C2615  6    2 
REACTION   (6-C-14(P,N)7-N-14,PAR,DA)                             C2615  6    3 
LEVEL-PROP (7-N-14,E-LVL=0.0,SPIN=1.,PARITY=+1.)                  C2615  6    4 
ERR-ANALYS (DATA-ERR) No information on sources of uncertainties. C2615  6    5 
STATUS     (CURVE) Fig.8 (p.1912) in Phys.Rev/C,3,1904,1971       C2615  6    6 
           was digitized by GSYS2.4.7.                            C2615  6    7 
ENDBIB               5          0                                 C2615  6    8 
COMMON               1          3                                 C2615  6    9 
E-LVL                                                             C2615  6   10 
MEV                                                               C2615  6   11 
0.0                                                               C2615  6   12 
ENDCOMMON            3          0                                 C2615  6   13 
DATA                 4         58                                 C2615  6   14 
EN         ANG-CM     DATA-CM    DATA-ERR                         C2615  6   15 
MEV        ADEG       MB/SR      MB/SR                            C2615  6   16 
       10.4      3.227  9.032E+00  5.552E-01                      C2615  6   17 
       10.4     16.691  8.310E+00  6.238E-01                      C2615  6   18 
       10.4     33.276  6.478E+00  3.979E-01                      C2615  6   19 
       10.4     49.836  5.788E+00  3.292E-01                      C2615  6   20 
       10.4     65.654  4.361E+00  3.469E-01                      C2615  6   21 
       10.4     81.195  2.736E+00  1.927E-01                      C2615  6   22 
       10.4     96.632  1.285E+00  9.057E-02                      C2615  6   23 
       10.4    112.111  1.148E+00  9.672E-02                      C2615  6   24 
       10.4    126.913  1.423E+00  1.264E-01                      C2615  6   25 
       10.4    142.051  1.526E+00  1.076E-01                      C2615  6   26 
       11.7      2.863  2.403E+00                                 C2615  6   27 
       11.7     15.916  2.327E+00                                 C2615  6   28 
       11.7     33.032  2.019E+00                                 C2615  6   29 
       11.7     49.677  3.737E+00  3.341E-01                      C2615  6   30 
       11.7     65.859  3.269E+00  2.670E-01                      C2615  6   31 
       11.7     81.562  1.447E+00                                 C2615  6   32 
       11.7     96.249  9.557E-01  1.289E-01                      C2615  6   33 
       11.7    111.475  9.338E-01                                 C2615  6   34 
       11.7    127.246  1.316E+00                                 C2615  6   35 
       11.7    142.130  1.499E+00                                 C2615  6   36 
      12.47      3.432  3.076E+00  1.780E-01                      C2615  6   37 
      12.47     16.181  2.904E+00                                 C2615  6   38 
      12.47     32.826  2.032E+00                                 C2615  6   39 
      12.47     49.089  2.038E+00                                 C2615  6   40 
      12.47     65.052  1.801E+00                                 C2615  6   41 
      12.47     81.005  1.065E+00                                 C2615  6   42 
      12.47     96.433  3.976E-01                                 C2615  6   43 
      12.47    111.771  5.883E-01                                 C2615  6   44 
      12.47    126.823  1.077E+00                                 C2615  6   45 
      12.47    141.189  1.564E+00                                 C2615  6   46 
      12.55     15.532  3.299E+00                                 C2615  6   47 
      12.55     33.015  2.180E+00                                 C2615  6   48 
      12.55     49.150  2.379E+00                                 C2615  6   49 
      12.55     65.346  1.945E+00                                 C2615  6   50 
      12.55     80.401  9.780E-01                                 C2615  6   51 
      12.55     95.917  2.406E-01  2.514E-01                      C2615  6   52 
      12.55    111.283  5.323E-01  2.019E-01                      C2615  6   53 
      12.55    127.246  1.316E+00                                 C2615  6   54 
      12.55    141.232  1.275E+00                                 C2615  6   55 
       13.3      5.240  3.970E+00  3.516E-01                      C2615  6   56 
       13.3     18.102  4.130E+00  3.088E-01                      C2615  6   57 
       13.3     33.912  2.529E+00  1.662E-01                      C2615  6   58 
       13.3     50.275  2.269E+00  1.388E-01                      C2615  6   59 
       13.3     65.722  2.178E+00  1.828E-01                      C2615  6   60 
       13.3     81.087  1.251E+00  1.167E-01                      C2615  6   61 
       13.3     94.165  8.062E-01  8.641E-02                      C2615  6   62 
       13.3    110.844  6.616E-01  9.300E-02                      C2615  6   63 
       13.3    125.918  1.066E+00  9.438E-02                      C2615  6   64 
       13.3    140.245  1.584E+00  1.623E-01                      C2615  6   65 
       18.3     16.285  1.569E+00  1.122E-01                      C2615  6   66 
       18.3     32.417  1.217E+00  1.156E-01                      C2615  6   67 
       18.3     48.125  6.833E-01  8.115E-02                      C2615  6   68 
       18.3     57.559  8.358E-02  8.650E-02                      C2615  6   69 
       18.3     78.928  2.287E-01  5.076E-02                      C2615  6   70 
       18.3     94.234  3.436E-01  1.134E-01                      C2615  6   71 
       18.3    109.417  3.849E-01  1.075E-01                      C2615  6   72 
       18.3    123.862  3.505E-01  7.748E-02                      C2615  6   73 
       18.3    138.847  6.232E-01  1.403E-01                      C2615  6   74 
ENDDATA             60          0                                 C2615  6   75 
ENDSUBENT           74          0                                 C2615  699999 
SUBENT        C2615007   20210810                             C208C2615  7    1 
BIB                  5         14                                 C2615  7    2 
REACTION   (6-C-14(P,N)7-N-14,PAR,POL/DA)                         C2615  7    3 
LEVEL-PROP (7-N-14,E-LVL=3.95,SPIN=1.,PARITY=+1.)                 C2615  7    4 
CORRECTION The values of polarization have been corrected for     C2615  7    5 
           multiple scattering; these corrections varied between  C2615  7    6 
           8 and 12%.                                             C2615  7    7 
ERR-ANALYS (DATA-ERR) The error on polarization was computed from C2615  7    8 
           the statistical counting error on the product P(He)*P, C2615  7    9 
           where P(He) is the polarization of the neutrons        C2615  7   10 
           scattered from the helium and P is the polarization of C2615  7   11 
           the neutrons from the (p,n) reaction, since the        C2615  7   12 
           statistical counting errors are much larger than the   C2615  7   13 
           uncertainties in the values of P(He).                  C2615  7   14 
STATUS     (CURVE) Fig.9 (p.1913) in Phys.Rev/C,3,1904,1971 was   C2615  7   15 
           digitized by GSYS2.4.7.                                C2615  7   16 
ENDBIB              14          0                                 C2615  7   17 
COMMON               1          3                                 C2615  7   18 
E-LVL                                                             C2615  7   19 
MEV                                                               C2615  7   20 
3.95                                                              C2615  7   21 
ENDCOMMON            3          0                                 C2615  7   22 
DATA                 4         43                                 C2615  7   23 
EN         ANG-CM     DATA       DATA-ERR                         C2615  7   24 
MEV        ADEG       NO-DIM     NO-DIM                           C2615  7   25 
       10.4     11.971     -0.040      0.141                      C2615  7   26 
       10.4     22.776      0.558      0.162                      C2615  7   27 
       10.4     33.852      0.100      0.186                      C2615  7   28 
       10.4     44.209      0.086      0.219                      C2615  7   29 
       10.4     55.074      0.051      0.178                      C2615  7   30 
       10.4     65.859      0.451      0.279                      C2615  7   31 
       10.4     75.887     -0.243      0.301                      C2615  7   32 
       10.4     86.248     -0.208      0.356                      C2615  7   33 
       11.7      0.997      0.019      0.057                      C2615  7   34 
       11.7     11.598     -0.177      0.179                      C2615  7   35 
       11.7     22.723     -0.245      0.084                      C2615  7   36 
       11.7     33.340     -0.270      0.095                      C2615  7   37 
       11.7     44.078     -0.371      0.106                      C2615  7   38 
       11.7     55.101     -0.145      0.131                      C2615  7   39 
       11.7     65.869      0.084      0.234                      C2615  7   40 
       11.7     75.892     -0.848      0.350                      C2615  7   41 
       11.7     85.669     -0.260      0.237                      C2615  7   42 
       12.6      0.733     -0.072      0.034                      C2615  7   43 
       12.6     10.573     -0.194      0.067                      C2615  7   44 
       12.6     20.440     -0.024      0.173                      C2615  7   45 
       12.6     33.221     -0.172      0.135                      C2615  7   46 
       12.6     33.692     -0.624      0.199                      C2615  7   47 
       12.6     43.317     -0.299      0.116                      C2615  7   48 
       12.6     43.442     -0.325      0.127                      C2615  7   49 
       12.6     54.160     -0.649      0.111                      C2615  7   50 
       12.6     65.052     -0.458      0.141                      C2615  7   51 
       12.6     75.577     -0.089      0.187                      C2615  7   52 
       12.6     84.800      0.019      0.238                      C2615  7   53 
       12.6     95.545      0.004      0.144                      C2615  7   54 
       13.3      0.259      0.029      0.075                      C2615  7   55 
       13.3      0.388      0.062      0.068                      C2615  7   56 
       13.3     12.124      0.004      0.174                      C2615  7   57 
       13.3     12.325     -0.261      0.158                      C2615  7   58 
       13.3     22.448     -0.490      0.309                      C2615  7   59 
       13.3     23.549     -0.085      0.195                      C2615  7   60 
       13.3     33.039     -0.498      0.252                      C2615  7   61 
       13.3     33.232     -0.361      0.275                      C2615  7   62 
       13.3     44.347     -0.412      0.188                      C2615  7   63 
       13.3     44.677     -0.818      0.215                      C2615  7   64 
       13.3     54.360     -0.290      0.159                      C2615  7   65 
       13.3     54.800     -0.347      0.173                      C2615  7   66 
       13.3     65.364     -0.141      0.175                      C2615  7   67 
       13.3     75.598     -0.594      0.335                      C2615  7   68 
ENDDATA             45          0                                 C2615  7   69 
ENDSUBENT           68          0                                 C2615  799999 
SUBENT        C2615008   20210810                             C208C2615  8    1 
BIB                  5         14                                 C2615  8    2 
REACTION   (6-C-14(P,N)7-N-14,PAR,POL/DA)                         C2615  8    3 
LEVEL-PROP (7-N-14,E-LVL=0.0,SPIN=1.,PARITY=+1.)                  C2615  8    4 
CORRECTION The values of polarization have been corrected for     C2615  8    5 
           multiple scattering; these corrections varied between  C2615  8    6 
           8 and 12%.                                             C2615  8    7 
ERR-ANALYS (DATA-ERR) The error on polarization was computed from C2615  8    8 
           the statistical counting error on the product P(He)*P, C2615  8    9 
           where P(He) is the polarization of the neutrons        C2615  8   10 
           scattered from the helium and P is the polarization of C2615  8   11 
           the neutrons from the (p,n) reaction, since the        C2615  8   12 
           statistical counting errors are much larger than the   C2615  8   13 
           uncertainties in the values of P(He).                  C2615  8   14 
STATUS     (CURVE) Fig.10 (p.1913) in Phys.Rev/C,3,1904,1971 was  C2615  8   15 
           digitized by GSYS2.4.7.                                C2615  8   16 
ENDBIB              14          0                                 C2615  8   17 
COMMON               1          3                                 C2615  8   18 
E-LVL                                                             C2615  8   19 
MEV                                                               C2615  8   20 
0.0                                                               C2615  8   21 
ENDCOMMON            3          0                                 C2615  8   22 
DATA                 4         42                                 C2615  8   23 
EN         ANG-CM     DATA       DATA-ERR                         C2615  8   24 
MEV        ADEG       NO-DIM     NO-DIM                           C2615  8   25 
       10.4     10.395     -0.108      0.097                      C2615  8   26 
       10.4     20.997     -0.151      0.107                      C2615  8   27 
       10.4     32.102     -0.204      0.126                      C2615  8   28 
       10.4     42.802     -0.513      0.137                      C2615  8   29 
       10.4     53.442     -0.190      0.121                      C2615  8   30 
       10.4     63.559     -0.036      0.142                      C2615  8   31 
       10.4     73.939      0.213      0.152                      C2615  8   32 
       10.4     83.839      0.700      0.187                      C2615  8   33 
       11.7      0.142      0.120      0.088                      C2615  8   34 
       11.7     10.670     -0.373      0.241                      C2615  8   35 
       11.7     21.614     -0.637      0.228                      C2615  8   36 
       11.7     32.317     -0.818      0.300                      C2615  8   37 
       11.7     42.773     -0.971      0.207                      C2615  8   38 
       11.7     53.320     -0.543      0.163                      C2615  8   39 
       11.7     63.572     -0.389      0.183                      C2615  8   40 
       11.7     73.407     -0.470      0.219                      C2615  8   41 
       11.7     84.081      0.765      0.228                      C2615  8   42 
       12.6      1.911     -0.061      0.086                      C2615  8   43 
       12.6      1.955      0.027      0.046                      C2615  8   44 
       12.6     11.862     -0.240      0.218                      C2615  8   45 
       12.6     21.443     -0.371      0.193                      C2615  8   46 
       12.6     33.329     -0.657      0.265                      C2615  8   47 
       12.6     33.510     -0.294      0.211                      C2615  8   48 
       12.6     43.770     -0.573      0.237                      C2615  8   49 
       12.6     44.323     -0.469      0.233                      C2615  8   50 
       12.6     54.332     -0.496      0.228                      C2615  8   51 
       12.6     64.474     -0.510      0.183                      C2615  8   52 
       12.6     74.125     -0.250      0.362                      C2615  8   53 
       13.3      0.355      0.100      0.098                      C2615  8   54 
       13.3      0.404      0.019      0.095                      C2615  8   55 
       13.3     10.575      0.306      0.129                      C2615  8   56 
       13.3     10.739     -0.036      0.179                      C2615  8   57 
       13.3     20.903      0.306      0.214                      C2615  8   58 
       13.3     21.418      0.207      0.203                      C2615  8   59 
       13.3     31.506      0.100      0.199                      C2615  8   60 
       13.3     31.955      0.191      0.304                      C2615  8   61 
       13.3     41.997     -0.228      0.274                      C2615  8   62 
       13.3     42.391     -0.374      0.265                      C2615  8   63 
       13.3     52.454     -0.256      0.243                      C2615  8   64 
       13.3     52.730     -0.470      0.206                      C2615  8   65 
       13.3     63.156     -0.216      0.211                      C2615  8   66 
       13.3     83.088     -0.496      0.277                      C2615  8   67 
ENDDATA             44          0                                 C2615  8   68 
ENDSUBENT           67          0                                 C2615  899999 
ENDENTRY             8          0                                 C261599999999 
