ENTRY            C0728   20140418                             C141C072800000001 
SUBENT        C0728001   20140418                             C141C072800100001 
BIB                 12         36                                 C072800100002 
INSTITUTE  (1USAMIN,1USAINU,2GERKFK,1USAKNT,1USAMRY)              C072800100003 
REFERENCE  (J,PR/C,58,645,199808)                                 C072800100004 
           (J,PL/B,368,39,199601) - Some of the 4He results       C072800100005 
           published with emphasis on the astrophysical aspects   C072800100006 
           of the reaction                                        C072800100007 
           (J,PL/B,380,493,1996) Erratum.                         C072800100008 
AUTHOR     (M.Palarczyk,C.M.Riedel,D.Dehnhard,M.A.Espy,M.A.Franey,C072800100009 
           J.L.Langenbrunner,L.C.Bland,D.S.Carman,B.Brinkmoeller, C072800100010 
           R.Madey,Y.Wang,J.W.Watson,N.S.Chant,L.Bildsten)        C072800100011 
TITLE      Cross sections and analyzing powers for the (p(pol),n) C072800100012 
            reaction on 3He and 4He at 200 MeV.                   C072800100013 
FACILITY   (CYCLO,1USAINU)                                        C072800100014 
METHOD     (TOF)                                                  C072800100015 
DETECTOR   (SCIN) NE102 plastic scintillators.                    C072800100016 
MONITOR    (6-C-12(P,N)7-N-12,,DA)                                C072800100017 
           (6-C-13(P,N)7-N-13,,DA)                                C072800100018 
           Relative detector efficiency determined by by          C072800100019 
            normalized measured yields at 100, 147, and 200 MeV   C072800100020 
            to published cross sections at similar energies.      C072800100021 
           Neutron energy calibrated using well-known states in   C072800100022 
            12N and 13N.                                          C072800100023 
CORRECTION Corrected for background due to reactions in Havar     C072800100024 
            windows of target cells.                              C072800100025 
ERR-ANALYS (ERR-S) Statistical uncertainty given.                 C072800100026 
           Systematic uncertainty about 8%, primarily due to      C072800100027 
            uncertainties in neutron detector efficiency and arealC072800100028 
            density.                                              C072800100029 
           At 0 degrees there is an additional estimated          C072800100030 
            systematic uncertainty of 5-10% due to background     C072800100031 
            subtraction difficulties.                             C072800100032 
STATUS     (TABLE) Data received by email from C.Riedel,13/10/2000C072800100033 
           (APRVD) Approved by C. Riedel, 18 June 2001.           C072800100034 
HISTORY    (20001016C) VM                                         C072800100035 
           (20010619A) Updated as per C. Riedel comments.         C072800100036 
           (20140418A) SD: Titles of columns in DATA section      C072800100037 
            corrected in Subents 2,3.                             C072800100038 
ENDBIB              36          0                                 C072800100039 
NOCOMMON             0          0                                 C072800100040 
ENDSUBENT           39          0                                 C072800199999 
SUBENT        C0728002   20140418                             C141C072800200001 
BIB                  4          7                                 C072800200002 
REACTION   (2-HE-3(P,X)0-NN-1,,DA/DE)                             C072800200003 
SAMPLE     Gas target at about 77 K and 7 atm.  Areal density     C072800200004 
            typically about 12 mg/cm2 (but only 5.8 mg/cm2 at 0   C072800200005 
            degrees)                                              C072800200006 
EN-SEC     (E-RL,P+P+P)                                           C072800200007 
HISTORY    (20140418A) SD: E-EXC -> E-RL in DATA section and      C072800200008 
            (E-RL,P+P+P) under EN-SEC added.                      C072800200009 
ENDBIB               7          0                                 C072800200010 
NOCOMMON             0          0                                 C072800200011 
DATA                 5        692                                 C072800200012 
EN         ANG        E-RL       DATA       ERR-S                 C072800200013 
200.        44.        19.0        3.232E-02    3.4E-03           C072800400738 
200.        44.        20.0        3.947E-02    3.5E-03           C072800400739 
200.        44.        21.0        4.356E-02    3.7E-03           C072800400740 
200.        44.        22.0        4.256E-02    3.7E-03           C072800400741 
200.        44.        23.0        4.252E-02    3.8E-03           C072800400742 
200.        44.        24.0        4.882E-02    4.0E-03           C072800400743 
200.        44.        25.0        5.447E-02    4.0E-03           C072800400744 
200.        44.        26.0        4.859E-02    4.0E-03           C072800400745 
200.        44.        27.0        4.963E-02    4.1E-03           C072800400746 
200.        44.        28.0        4.611E-02    4.1E-03           C072800400747 
200.        44.        29.0        5.145E-02    4.2E-03           C072800400748 
200.        44.        30.0        4.981E-02    4.4E-03           C072800400749 
200.        44.        31.0        4.850E-02    4.5E-03           C072800400750 
200.        44.        32.0        5.981E-02    4.6E-03           C072800400751 
200.        44.        33.0        6.205E-02    4.7E-03           C072800400752 
200.        44.        34.0        6.489E-02    4.8E-03           C072800400753 
200.        44.        35.0        6.364E-02    4.9E-03           C072800400754 
200.        44.        36.0        6.608E-02    5.0E-03           C072800400755 
200.        44.        37.0        6.934E-02    5.1E-03           C072800400756 
200.        44.        38.0        5.640E-02    5.1E-03           C072800400757 
200.        44.        39.0        6.991E-02    5.2E-03           C072800400758 
200.        44.        40.0        6.957E-02    5.5E-03           C072800400759 
200.        44.        41.0        6.461E-02    5.5E-03           C072800400760 
200.        44.        42.0        6.015E-02    5.5E-03           C072800400761 
200.        44.        43.0        7.816E-02    5.8E-03           C072800400762 
200.        44.        44.0        6.957E-02    6.0E-03           C072800400763 
200.        44.        45.0        7.685E-02    6.1E-03           C072800400764 
200.        44.        46.0        7.945E-02    6.2E-03           C072800400765 
200.        44.        47.0        7.630E-02    6.4E-03           C072800400766 
200.        44.        48.0        7.172E-02    6.4E-03           C072800400767 
200.        44.        49.0        7.148E-02    6.6E-03           C072800400768 
200.        44.        50.0        8.807E-02    6.9E-03           C072800400769 
200.        44.        51.0        7.973E-02    7.1E-03           C072800400770 
200.        44.        52.0        6.437E-02    6.9E-03           C072800400771 
200.        44.        53.0        6.844E-02    6.4E-03           C072800400772 
200.        44.        54.0        4.304E-02    5.6E-03           C072800400773 
ENDDATA            765          0                                 C072800400774 
ENDSUBENT          773          0                                 C072800499999 
SUBENT        C0728005   20001016                             0000C072800500001 
BIB                  3          4                                 C072800500002 
REACTION   (2-HE-4(P,N)3-LI-4,,POL/DA/DE,,ANA)                    C072800500003 
INC-SOURCE (POLIS) Average polarization about 0.73.               C072800500004 
SAMPLE     Gas target at about 77 K and 7 atm.  Areal density     C072800500005 
            typically about 18 mg/cm2.                            C072800500006 
ENDBIB               4          0                                 C072800500007 
NOCOMMON             0          0                                 C072800500008 
DATA                 5        111                                 C072800500009 
EN         ANG        E-EXC      DATA       ERR-S                 C072800500010 
MEV        ADEG       MEV        NO-DIM     NO-DIM                C072800500011 
199.         0.         2.5        -1.24E-02    4.5E-02           C072800500012 
199.         0.         7.5         2.87E-02    2.5E-02           C072800500013 
199.         0.        12.5         4.73E-02    3.1E-02           C072800500014 
199.         0.        17.5        -4.99E-02    3.8E-02           C072800500015 
199.         0.        22.5         3.66E-02    4.5E-02           C072800500016 
199.         0.        27.5        -5.15E-03    5.1E-02           C072800500017 
199.         0.        32.5        -1.52E-02    5.5E-02           C072800500018 
199.         0.        37.5         9.21E-02    6.4E-02           C072800500019 
199.         0.        42.5         1.96E-02    7.3E-02           C072800500020 
199.         0.        47.5         9.49E-02    9.0E-02           C072800500021 
199.         0.        52.5         8.04E-02    8.9E-02           C072800500022 
199.         0.        57.5        -1.46E-01    1.3E-01           C072800500023 
199.         5.         2.5         1.67E-01    2.1E-02           C072800500024 
199.         5.         7.5         1.48E-01    1.5E-02           C072800500025 
199.         5.        12.5         1.54E-01    1.9E-02           C072800500026 
199.         5.        17.5         8.24E-02    2.4E-02           C072800500027 
199.         5.        22.5         1.08E-01    2.9E-02           C072800500028 
199.         5.        27.5         1.32E-01    3.4E-02           C072800500029 
199.         5.        32.5         1.48E-01    4.0E-02           C072800500030 
199.         5.        37.5         9.79E-02    4.3E-02           C072800500031 
199.         5.        42.5        -2.49E-02    4.6E-02           C072800500032 
199.         5.        47.5        -9.57E-02    5.6E-02           C072800500033 
199.         5.        52.5        -7.41E-03    5.6E-02           C072800500034 
199.        10.         2.5         2.06E-01    1.7E-02           C072800500035 
199.        10.         7.5         1.86E-01    1.3E-02           C072800500036 
199.        10.        12.5         1.84E-01    1.7E-02           C072800500037 
199.        10.        17.5         1.81E-01    2.2E-02           C072800500038 
199.        10.        22.5         2.11E-01    2.8E-02           C072800500039 
199.        10.        27.5         1.60E-01    3.5E-02           C072800500040 
199.        10.        32.5         1.78E-01    4.2E-02           C072800500041 
199.        10.        37.5         1.39E-01    4.5E-02           C072800500042 
199.        10.        42.5         1.07E-01    5.3E-02           C072800500043 
199.        10.        47.5         8.36E-02    6.4E-02           C072800500044 
199.        10.        52.5         2.83E-02    6.7E-02           C072800500045 
199.        16.         2.5         2.01E-01    1.2E-02           C072800500046 
199.        16.         7.5         1.90E-01    9.4E-03           C072800500047 
199.        16.        12.5         1.98E-01    1.1E-02           C072800500048 
199.        16.        17.5         1.68E-01    1.3E-02           C072800500049 
199.        16.        22.5         1.58E-01    1.6E-02           C072800500050 
199.        16.        27.5         1.54E-01    2.0E-02           C072800500051 
199.        16.        32.5         1.36E-01    2.3E-02           C072800500052 
199.        16.        37.5         1.20E-01    2.8E-02           C072800500053 
199.        16.        42.5         1.27E-01    3.6E-02           C072800500054 
199.        16.        47.5         8.10E-02    4.1E-02           C072800500055 
199.        20.         2.5         2.04E-01    1.3E-02           C072800500056 
199.        20.         7.5         1.99E-01    9.4E-03           C072800500057 
199.        20.        12.5         1.80E-01    1.0E-02           C072800500058 
199.        20.        17.5         1.82E-01    1.1E-02           C072800500059 
199.        20.        22.5         1.71E-01    1.3E-02           C072800500060 
199.        20.        27.5         1.53E-01    1.5E-02           C072800500061 
199.        20.        32.5         1.85E-01    1.8E-02           C072800500062 
199.        20.        37.5         1.35E-01    2.1E-02           C072800500063 
199.        20.        42.5         1.55E-01    2.6E-02           C072800500064 
199.        20.        47.5         1.46E-01    3.2E-02           C072800500065 
200.        24.         2.5         2.04E-01    2.3E-02           C072800500066 
200.        24.         7.5         1.96E-01    1.3E-02           C072800500067 
200.        24.        12.5         1.79E-01    1.3E-02           C072800500068 
200.        24.        17.5         1.67E-01    1.4E-02           C072800500069 
200.        24.        22.5         1.89E-01    1.6E-02           C072800500070 
200.        24.        27.5         1.67E-01    1.7E-02           C072800500071 
200.        24.        32.5         1.81E-01    1.9E-02           C072800500072 
200.        24.        37.5         1.88E-01    2.2E-02           C072800500073 
200.        24.        42.5         1.63E-01    2.6E-02           C072800500074 
200.        24.        47.5         2.05E-01    3.1E-02           C072800500075 
200.        24.        52.5         1.33E-01    3.4E-02           C072800500076 
200.        24.        57.5         1.00E-01    4.3E-02           C072800500077 
200.        24.        62.5         3.90E-02    5.1E-02           C072800500078 
200.        24.        67.5         5.60E-02    6.6E-02           C072800500079 
200.        29.         2.5         2.17E-01    3.1E-02           C072800500080 
200.        29.         7.5         1.54E-01    1.9E-02           C072800500081 
200.        29.        12.5         1.98E-01    2.0E-02           C072800500082 
200.        29.        17.5         1.81E-01    2.0E-02           C072800500083 
200.        29.        22.5         1.63E-01    2.1E-02           C072800500084 
200.        29.        27.5         1.93E-01    2.2E-02           C072800500085 
200.        29.        32.5         1.43E-01    2.2E-02           C072800500086 
200.        29.        37.5         1.69E-01    2.5E-02           C072800500087 
200.        29.        42.5         1.54E-01    2.7E-02           C072800500088 
200.        29.        47.5         1.19E-01    3.1E-02           C072800500089 
200.        29.        52.5         1.29E-01    3.5E-02           C072800500090 
200.        29.        57.5         2.16E-01    4.5E-02           C072800500091 
200.        29.        62.5         1.92E-01    5.2E-02           C072800500092 
200.        31.         2.5         1.82E-01    4.1E-02           C072800500093 
200.        31.         7.5         1.98E-01    2.4E-02           C072800500094 
200.        31.        12.5         1.91E-01    2.3E-02           C072800500095 
200.        31.        17.5         2.13E-01    2.4E-02           C072800500096 
200.        31.        22.5         1.65E-01    2.5E-02           C072800500097 
200.        31.        27.5         1.64E-01    2.4E-02           C072800500098 
200.        31.        32.5         2.05E-01    2.6E-02           C072800500099 
200.        31.        37.5         1.85E-01    2.8E-02           C072800500100 
200.        31.        42.5         1.27E-01    3.0E-02           C072800500101 
200.        31.        47.5         1.61E-01    3.3E-02           C072800500102 
200.        31.        52.5         1.38E-01    3.9E-02           C072800500103 
200.        31.        57.5         6.44E-02    4.6E-02           C072800500104 
200.        31.        62.5         9.09E-02    5.3E-02           C072800500105 
200.        34.         5.0         1.72E-01    3.2E-02           C072800500106 
200.        34.        15.0         1.23E-01    2.4E-02           C072800500107 
200.        34.        25.0         1.79E-01    2.4E-02           C072800500108 
200.        34.        35.0         1.57E-01    2.4E-02           C072800500109 
200.        34.        45.0         1.59E-01    2.7E-02           C072800500110 
200.        34.        55.0         1.10E-01    3.4E-02           C072800500111 
200.        40.         5.0         9.58E-02    6.3E-02           C072800500112 
200.        40.        15.0         1.36E-01    4.4E-02           C072800500113 
200.        40.        25.0         1.29E-01    4.3E-02           C072800500114 
200.        40.        35.0         1.17E-01    3.8E-02           C072800500115 
200.        40.        45.0         1.05E-01    4.2E-02           C072800500116 
200.        40.        55.0         1.87E-01    5.3E-02           C072800500117 
200.        44.         5.0         7.90E-02    5.8E-02           C072800500118 
200.        44.        15.0         1.20E-01    4.3E-02           C072800500119 
200.        44.        25.0         1.30E-01    3.8E-02           C072800500120 
200.        44.        35.0         1.46E-01    3.6E-02           C072800500121 
200.        44.        45.0         6.70E-02    3.7E-02           C072800500122 
ENDDATA            113          0                                 C072800500123 
ENDSUBENT          122          0                                 C072800599999 
ENDENTRY             5          0                                 C072899999999 
