ENTRY            C0728   20140418                             C141C072800000001 
SUBENT        C0728001   20140418                             C141C072800100001 
BIB                 12         36                                 C072800100002 
INSTITUTE  (1USAMIN,1USAINU,2GERKFK,1USAKNT,1USAMRY)              C072800100003 
REFERENCE  (J,PR/C,58,645,199808)                                 C072800100004 
           (J,PL/B,368,39,199601) - Some of the 4He results       C072800100005 
           published with emphasis on the astrophysical aspects   C072800100006 
           of the reaction                                        C072800100007 
           (J,PL/B,380,493,1996) Erratum.                         C072800100008 
AUTHOR     (M.Palarczyk,C.M.Riedel,D.Dehnhard,M.A.Espy,M.A.Franey,C072800100009 
           J.L.Langenbrunner,L.C.Bland,D.S.Carman,B.Brinkmoeller, C072800100010 
           R.Madey,Y.Wang,J.W.Watson,N.S.Chant,L.Bildsten)        C072800100011 
TITLE      Cross sections and analyzing powers for the (p(pol),n) C072800100012 
            reaction on 3He and 4He at 200 MeV.                   C072800100013 
FACILITY   (CYCLO,1USAINU)                                        C072800100014 
METHOD     (TOF)                                                  C072800100015 
DETECTOR   (SCIN) NE102 plastic scintillators.                    C072800100016 
MONITOR    (6-C-12(P,N)7-N-12,,DA)                                C072800100017 
           (6-C-13(P,N)7-N-13,,DA)                                C072800100018 
           Relative detector efficiency determined by by          C072800100019 
            normalized measured yields at 100, 147, and 200 MeV   C072800100020 
            to published cross sections at similar energies.      C072800100021 
           Neutron energy calibrated using well-known states in   C072800100022 
            12N and 13N.                                          C072800100023 
CORRECTION Corrected for background due to reactions in Havar     C072800100024 
            windows of target cells.                              C072800100025 
ERR-ANALYS (ERR-S) Statistical uncertainty given.                 C072800100026 
           Systematic uncertainty about 8%, primarily due to      C072800100027 
            uncertainties in neutron detector efficiency and arealC072800100028 
            density.                                              C072800100029 
           At 0 degrees there is an additional estimated          C072800100030 
            systematic uncertainty of 5-10% due to background     C072800100031 
            subtraction difficulties.                             C072800100032 
STATUS     (TABLE) Data received by email from C.Riedel,13/10/2000C072800100033 
           (APRVD) Approved by C. Riedel, 18 June 2001.           C072800100034 
HISTORY    (20001016C) VM                                         C072800100035 
           (20010619A) Updated as per C. Riedel comments.         C072800100036 
           (20140418A) SD: Titles of columns in DATA section      C072800100037 
            corrected in Subents 2,3.                             C072800100038 
ENDBIB              36          0                                 C072800100039 
NOCOMMON             0          0                                 C072800100040 
ENDSUBENT           39          0                                 C072800199999 
SUBENT        C0728002   20140418                             C141C072800200001 
BIB                  4          7                                 C072800200002 
REACTION   (2-HE-3(P,X)0-NN-1,,DA/DE)                             C072800200003 
SAMPLE     Gas target at about 77 K and 7 atm.  Areal density     C072800200004 
            typically about 12 mg/cm2 (but only 5.8 mg/cm2 at 0   C072800200005 
            degrees)                                              C072800200006 
EN-SEC     (E-RL,P+P+P)                                           C072800200007 
HISTORY    (20140418A) SD: E-EXC -> E-RL in DATA section and      C072800200008 
            (E-RL,P+P+P) under EN-SEC added.                      C072800200009 
ENDBIB               7          0                                 C072800200010 
NOCOMMON             0          0                                 C072800200011 
DATA                 5        692                                 C072800200012 
EN         ANG        E-RL       DATA       ERR-S                 C072800200013 
199.        20.        33.0        3.051E-01    1.0E-02           C072800200363 
199.        20.        34.0        2.885E-01    1.0E-02           C072800200364 
199.        20.        35.0        2.846E-01    1.0E-02           C072800200365 
199.        20.        36.0        2.589E-01    1.0E-02           C072800200366 
199.        20.        37.0        2.433E-01    1.0E-02           C072800200367 
199.        20.        38.0        2.390E-01    1.0E-02           C072800200368 
199.        20.        39.0        2.315E-01    1.0E-02           C072800200369 
199.        20.        40.0        2.254E-01    1.0E-02           C072800200370 
199.        20.        41.0        1.903E-01    1.0E-02           C072800200371 
199.        20.        42.0        2.307E-01    1.1E-02           C072800200372 
199.        20.        43.0        2.142E-01    1.0E-02           C072800200373 
199.        20.        44.0        1.962E-01    1.1E-02           C072800200374 
199.        20.        45.0        1.864E-01    1.1E-02           C072800200375 
199.        20.        46.0        1.859E-01    1.0E-02           C072800200376 
199.        20.        47.0        1.679E-01    1.0E-02           C072800200377 
199.        20.        48.0        1.514E-01    1.1E-02           C072800200378 
199.        20.        49.0        1.441E-01    1.1E-02           C072800200379 
199.        20.        50.0        1.469E-01    1.1E-02           C072800200380 
199.        20.        51.0        1.380E-01    1.1E-02           C072800200381 
199.        20.        52.0        1.489E-01    1.1E-02           C072800200382 
199.        20.        53.0        1.425E-01    1.1E-02           C072800200383 
199.        20.        54.0        1.292E-01    1.1E-02           C072800200384 
199.        20.        55.0        1.186E-01    1.1E-02           C072800200385 
199.        20.        56.0        1.159E-01    1.1E-02           C072800200386 
199.        20.        57.0        1.142E-01    1.2E-02           C072800200387 
199.        20.        58.0        1.308E-01    1.2E-02           C072800200388 
199.        20.        59.0        9.497E-02    1.2E-02           C072800200389 
199.        20.        60.0        1.082E-01    1.3E-02           C072800200390 
200.        24.       -10.0       -3.966E-04    3.1E-03           C072800200391 
200.        24.        -9.0       -2.616E-03    3.4E-03           C072800200392 
200.        24.        -8.0        9.735E-04    3.5E-03           C072800200393 
200.        24.        -7.0        2.501E-03    3.7E-03           C072800200394 
200.        24.        -6.0       -1.523E-03    4.0E-03           C072800200395 
200.        24.        -5.0        3.284E-03    4.0E-03           C072800200396 
200.        24.        -4.0        2.560E-03    4.4E-03           C072800200397 
200.        24.        -3.0        1.717E-03    4.4E-03           C072800200398 
200.        24.        -2.0        1.834E-03    4.5E-03           C072800200399 
200.        24.        -1.0        1.680E-02    4.6E-03           C072800200400 
200.        24.         0.0        8.132E-03    4.9E-03           C072800200401 
200.        24.         1.0        1.640E-03    5.2E-03           C072800200402 
200.        24.         2.0        1.027E-02    5.4E-03           C072800200403 
200.        24.         3.0        1.589E-02    5.7E-03           C072800200404 
200.        24.         4.0        3.557E-02    5.9E-03           C072800200405 
200.        24.         5.0        5.237E-02    6.6E-03           C072800200406 
200.        24.         6.0        6.219E-02    7.0E-03           C072800200407 
200.        24.         7.0        8.369E-02    6.9E-03           C072800200408 
200.        24.         8.0        1.137E-01    7.1E-03           C072800200409 
200.        24.         9.0        1.286E-01    7.3E-03           C072800200410 
200.        24.        10.0        1.495E-01    7.7E-03           C072800200411 
200.        24.        11.0        1.750E-01    7.9E-03           C072800200412 
200.        24.        12.0        1.942E-01    8.2E-03           C072800200413 
200.        24.        13.0        2.286E-01    8.4E-03           C072800200414 
200.        24.        14.0        2.454E-01    8.6E-03           C072800200415 
200.        24.        15.0        2.608E-01    9.0E-03           C072800200416 
200.        24.        16.0        2.627E-01    9.2E-03           C072800200417 
200.        24.        17.0        2.858E-01    9.4E-03           C072800200418 
200.        24.        18.0        2.987E-01    9.6E-03           C072800200419 
200.        24.        19.0        3.078E-01    9.8E-03           C072800200420 
200.        24.        20.0        3.170E-01    9.8E-03           C072800200421 
200.        24.        21.0        3.321E-01    1.0E-02           C072800200422 
200.        24.        22.0        3.330E-01    1.0E-02           C072800200423 
200.        24.        23.0        3.298E-01    1.0E-02           C072800200424 
200.        24.        24.0        3.481E-01    1.1E-02           C072800200425 
200.        24.        25.0        3.472E-01    1.1E-02           C072800200426 
200.        24.        26.0        3.396E-01    1.1E-02           C072800200427 
200.        24.        27.0        3.452E-01    1.1E-02           C072800200428 
200.        24.        28.0        3.553E-01    1.1E-02           C072800200429 
200.        24.        29.0        3.470E-01    1.1E-02           C072800200430 
200.        24.        30.0        3.254E-01    1.1E-02           C072800200431 
200.        24.        31.0        3.244E-01    1.1E-02           C072800200432 
200.        24.        32.0        3.207E-01    1.2E-02           C072800200433 
200.        24.        33.0        3.261E-01    1.2E-02           C072800200434 
200.        24.        34.0        3.101E-01    1.2E-02           C072800200435 
200.        24.        35.0        2.986E-01    1.2E-02           C072800200436 
200.        24.        36.0        3.055E-01    1.2E-02           C072800200437 
200.        24.        37.0        2.893E-01    1.2E-02           C072800200438 
200.        24.        38.0        3.060E-01    1.2E-02           C072800200439 
200.        24.        39.0        2.798E-01    1.2E-02           C072800200440 
200.        24.        40.0        2.634E-01    1.2E-02           C072800200441 
200.        24.        41.0        2.634E-01    1.2E-02           C072800200442 
200.        24.        42.0        2.554E-01    1.2E-02           C072800200443 
200.        24.        43.0        2.431E-01    1.2E-02           C072800200444 
200.        24.        44.0        2.452E-01    1.2E-02           C072800200445 
200.        24.        45.0        2.325E-01    1.2E-02           C072800200446 
200.        24.        46.0        2.093E-01    1.3E-02           C072800200447 
200.        24.        47.0        2.162E-01    1.3E-02           C072800200448 
200.        24.        48.0        2.080E-01    1.3E-02           C072800200449 
200.        24.        49.0        1.991E-01    1.3E-02           C072800200450 
200.        24.        50.0        1.881E-01    1.3E-02           C072800200451 
200.        24.        51.0        1.843E-01    1.3E-02           C072800200452 
200.        24.        52.0        1.926E-01    1.3E-02           C072800200453 
200.        24.        53.0        1.742E-01    1.3E-02           C072800200454 
200.        24.        54.0        1.672E-01    1.3E-02           C072800200455 
200.        24.        55.0        1.739E-01    1.3E-02           C072800200456 
200.        24.        56.0        1.660E-01    1.4E-02           C072800200457 
200.        24.        57.0        1.486E-01    1.4E-02           C072800200458 
200.        24.        58.0        1.348E-01    1.4E-02           C072800200459 
200.        24.        59.0        1.485E-01    1.4E-02           C072800200460 
200.        24.        60.0        1.477E-01    1.4E-02           C072800200461 
200.        24.        61.0        1.325E-01    1.4E-02           C072800200462 
200.        24.        62.0        1.249E-01    1.4E-02           C072800200463 
200.        24.        63.0        1.108E-01    1.4E-02           C072800200464 
200.        24.        64.0        1.197E-01    1.4E-02           C072800200465 
200.        24.        65.0        1.300E-01    1.5E-02           C072800200466 
200.        24.        66.0        1.342E-01    1.4E-02           C072800200467 
200.        24.        67.0        1.087E-01    1.5E-02           C072800200468 
200.        24.        68.0        1.287E-01    1.5E-02           C072800200469 
200.        24.        69.0        1.250E-01    1.5E-02           C072800200470 
200.        24.        70.0        1.161E-01    1.5E-02           C072800200471 
200.        24.        71.0        8.395E-02    1.6E-02           C072800200472 
200.        24.        72.0        9.493E-02    1.6E-02           C072800200473 
200.        24.        73.0        9.066E-02    1.6E-02           C072800200474 
200.        24.        74.0        9.892E-02    1.6E-02           C072800200475 
200.        24.        75.0        8.891E-02    1.7E-02           C072800200476 
200.        24.        76.0        8.252E-02    1.7E-02           C072800200477 
200.        24.        77.0        7.613E-02    1.7E-02           C072800200478 
200.        24.        78.0        6.580E-02    1.5E-02           C072800200479 
200.        24.        79.0        2.016E-02    1.3E-02           C072800200480 
200.        34.       -10.0       -5.403E-04    3.9E-03           C072800200481 
200.        34.        -9.0        2.478E-03    3.9E-03           C072800200482 
200.        34.        -8.0       -2.634E-03    4.0E-03           C072800200483 
200.        34.        -7.0        8.616E-04    4.0E-03           C072800200484 
200.        34.        -6.0        1.057E-02    4.2E-03           C072800200485 
200.        34.        -5.0       -4.904E-03    4.4E-03           C072800200486 
200.        34.        -4.0        9.679E-04    4.4E-03           C072800200487 
200.        34.        -3.0        7.117E-03    4.7E-03           C072800200488 
200.        34.        -2.0        4.688E-03    4.8E-03           C072800200489 
200.        34.        -1.0        2.856E-03    4.9E-03           C072800200490 
200.        34.         0.0       -4.740E-03    4.9E-03           C072800200491 
200.        34.         1.0       -2.573E-03    5.0E-03           C072800200492 
200.        34.         2.0       -7.099E-04    5.1E-03           C072800200493 
200.        34.         3.0       -4.799E-03    5.4E-03           C072800200494 
200.        34.         4.0        1.072E-02    5.4E-03           C072800200495 
200.        34.         5.0       -4.661E-03    5.5E-03           C072800200496 
200.        34.         6.0        8.388E-03    5.6E-03           C072800200497 
200.        34.         7.0        4.146E-03    5.8E-03           C072800200498 
200.        34.         8.0        3.632E-03    5.9E-03           C072800200499 
200.        34.         9.0        2.303E-03    6.0E-03           C072800200500 
200.        34.        10.0        2.946E-02    6.3E-03           C072800200501 
200.        34.        11.0        2.740E-02    6.3E-03           C072800200502 
200.        34.        12.0        2.602E-02    6.4E-03           C072800200503 
200.        34.        13.0        2.972E-02    6.6E-03           C072800200504 
200.        34.        14.0        4.286E-02    6.8E-03           C072800200505 
200.        34.        15.0        3.485E-02    6.8E-03           C072800200506 
200.        34.        16.0        3.909E-02    7.1E-03           C072800200507 
200.        34.        17.0        4.316E-02    7.2E-03           C072800200508 
200.        34.        18.0        3.770E-02    7.5E-03           C072800200509 
200.        34.        19.0        6.522E-02    7.5E-03           C072800200510 
200.        34.        20.0        4.601E-02    7.8E-03           C072800200511 
200.        34.        21.0        5.441E-02    7.9E-03           C072800200512 
200.        34.        22.0        5.621E-02    8.3E-03           C072800200513 
200.        34.        23.0        7.726E-02    8.0E-03           C072800200514 
200.        34.        24.0        6.913E-02    8.4E-03           C072800200515 
200.        34.        25.0        7.340E-02    8.5E-03           C072800200516 
200.        34.        26.0        7.573E-02    8.6E-03           C072800200517 
200.        34.        27.0        7.394E-02    8.9E-03           C072800200518 
200.        34.        28.0        9.652E-02    9.0E-03           C072800200519 
200.        34.        29.0        1.128E-01    9.1E-03           C072800200520 
200.        34.        30.0        1.063E-01    9.4E-03           C072800200521 
200.        34.        31.0        9.020E-02    9.5E-03           C072800200522 
200.        34.        32.0        9.395E-02    9.8E-03           C072800200523 
200.        34.        33.0        1.097E-01    9.9E-03           C072800200524 
200.        34.        34.0        1.223E-01    1.0E-02           C072800200525 
200.        34.        35.0        9.726E-02    1.0E-02           C072800200526 
200.        34.        36.0        1.219E-01    1.0E-02           C072800200527 
200.        34.        37.0        1.172E-01    1.1E-02           C072800200528 
200.        34.        38.0        1.317E-01    1.1E-02           C072800200529 
200.        34.        39.0        1.310E-01    1.1E-02           C072800200530 
200.        34.        40.0        1.255E-01    1.1E-02           C072800200531 
200.        34.        41.0        1.317E-01    1.1E-02           C072800200532 
200.        34.        42.0        1.166E-01    1.1E-02           C072800200533 
200.        34.        43.0        1.074E-01    1.2E-02           C072800200534 
200.        34.        44.0        1.313E-01    1.2E-02           C072800200535 
200.        34.        45.0        1.079E-01    1.2E-02           C072800200536 
200.        34.        46.0        1.328E-01    1.2E-02           C072800200537 
200.        34.        47.0        1.366E-01    1.2E-02           C072800200538 
200.        34.        48.0        1.252E-01    1.2E-02           C072800200539 
200.        34.        49.0        1.282E-01    1.2E-02           C072800200540 
200.        34.        50.0        1.179E-01    1.3E-02           C072800200541 
200.        34.        51.0        1.281E-01    1.3E-02           C072800200542 
200.        34.        52.0        1.029E-01    1.3E-02           C072800200543 
200.        34.        53.0        1.072E-01    1.3E-02           C072800200544 
200.        34.        54.0        1.213E-01    1.3E-02           C072800200545 
200.        34.        55.0        9.562E-02    1.3E-02           C072800200546 
200.        34.        56.0        1.014E-01    1.4E-02           C072800200547 
200.        34.        57.0        1.221E-01    1.4E-02           C072800200548 
200.        34.        58.0        1.010E-01    1.4E-02           C072800200549 
200.        34.        59.0        9.877E-02    1.4E-02           C072800200550 
200.        34.        60.0        1.069E-01    1.4E-02           C072800200551 
200.        34.        61.0        9.697E-02    1.5E-02           C072800200552 
200.        34.        62.0        1.014E-01    1.5E-02           C072800200553 
200.        34.        63.0        8.634E-02    1.5E-02           C072800200554 
200.        34.        64.0        8.452E-02    1.5E-02           C072800200555 
200.        34.        65.0        8.037E-02    1.6E-02           C072800200556 
200.        34.        66.0        1.020E-01    1.6E-02           C072800200557 
200.        34.        67.0        7.251E-02    1.6E-02           C072800200558 
200.        34.        68.0        5.873E-02    1.6E-02           C072800200559 
200.        34.        69.0        6.068E-02    1.5E-02           C072800200560 
200.        34.        70.0        4.637E-02    1.3E-02           C072800200561 
200.        40.       -10.0       -5.821E-03    3.2E-03           C072800200562 
200.        40.        -9.0       -2.178E-03    3.0E-03           C072800200563 
200.        40.        -8.0        3.404E-03    3.3E-03           C072800200564 
200.        40.        -7.0        1.773E-03    3.4E-03           C072800200565 
200.        40.        -6.0       -2.911E-03    3.4E-03           C072800200566 
200.        40.        -5.0       -2.006E-03    3.6E-03           C072800200567 
200.        40.        -4.0       -6.594E-03    3.5E-03           C072800200568 
200.        40.        -3.0       -6.438E-03    3.6E-03           C072800200569 
200.        40.        -2.0        6.852E-04    3.5E-03           C072800200570 
200.        40.        -1.0       -4.902E-03    3.8E-03           C072800200571 
200.        40.         0.0       -8.699E-03    3.8E-03           C072800200572 
200.        40.         1.0       -4.658E-03    4.1E-03           C072800200573 
200.        40.         2.0        5.736E-03    4.1E-03           C072800200574 
200.        40.         3.0        4.192E-03    4.2E-03           C072800200575 
200.        40.         4.0       -6.733E-03    4.0E-03           C072800200576 
200.        40.         5.0       -2.199E-03    4.5E-03           C072800200577 
200.        40.         6.0        1.097E-03    4.5E-03           C072800200578 
200.        40.         7.0       -3.531E-03    4.6E-03           C072800200579 
200.        40.         8.0        3.999E-03    4.5E-03           C072800200580 
200.        40.         9.0        1.002E-02    5.0E-03           C072800200581 
200.        40.        10.0        1.817E-03    4.9E-03           C072800200582 
200.        40.        11.0        4.684E-03    5.1E-03           C072800200583 
200.        40.        12.0        1.169E-02    5.2E-03           C072800200584 
200.        40.        13.0        1.141E-02    5.2E-03           C072800200585 
200.        40.        14.0        4.370E-03    5.4E-03           C072800200586 
200.        40.        15.0        1.948E-02    5.8E-03           C072800200587 
200.        40.        16.0        1.519E-02    5.8E-03           C072800200588 
200.        40.        17.0        1.166E-02    5.8E-03           C072800200589 
200.        40.        18.0        1.330E-02    6.0E-03           C072800200590 
200.        40.        19.0        1.917E-02    6.2E-03           C072800200591 
200.        40.        20.0        1.804E-02    6.3E-03           C072800200592 
200.        40.        21.0        1.880E-02    6.3E-03           C072800200593 
200.        40.        22.0        2.006E-02    6.4E-03           C072800200594 
200.        40.        23.0        2.540E-02    6.7E-03           C072800200595 
200.        40.        24.0        2.532E-02    7.0E-03           C072800200596 
200.        40.        25.0        2.417E-02    7.0E-03           C072800200597 
200.        40.        26.0        2.520E-02    7.1E-03           C072800200598 
200.        40.        27.0        2.362E-02    7.5E-03           C072800200599 
200.        40.        28.0        3.435E-02    7.5E-03           C072800200600 
200.        40.        29.0        2.576E-02    7.5E-03           C072800200601 
200.        40.        30.0        3.747E-02    7.8E-03           C072800200602 
200.        40.        31.0        4.336E-02    8.3E-03           C072800200603 
200.        40.        32.0        3.927E-02    8.3E-03           C072800200604 
200.        40.        33.0        3.142E-02    8.1E-03           C072800200605 
200.        40.        34.0        2.684E-02    8.4E-03           C072800200606 
200.        40.        35.0        4.538E-02    9.0E-03           C072800200607 
200.        40.        36.0        4.064E-02    8.8E-03           C072800200608 
200.        40.        37.0        5.515E-02    9.1E-03           C072800200609 
200.        40.        38.0        6.451E-02    9.3E-03           C072800200610 
200.        40.        39.0        5.628E-02    9.2E-03           C072800200611 
200.        40.        40.0        4.315E-02    9.5E-03           C072800200612 
200.        40.        41.0        4.116E-02    9.4E-03           C072800200613 
200.        40.        42.0        8.117E-02    1.0E-02           C072800200614 
200.        40.        43.0        7.289E-02    1.0E-02           C072800200615 
200.        40.        44.0        5.165E-02    1.0E-02           C072800200616 
200.        40.        45.0        6.799E-02    1.1E-02           C072800200617 
200.        40.        46.0        7.751E-02    1.1E-02           C072800200618 
200.        40.        47.0        6.470E-02    1.1E-02           C072800200619 
200.        40.        48.0        5.936E-02    1.1E-02           C072800200620 
200.        40.        49.0        6.287E-02    1.1E-02           C072800200621 
200.        40.        50.0        6.319E-02    1.1E-02           C072800200622 
200.        40.        51.0        7.481E-02    1.2E-02           C072800200623 
200.        40.        52.0        5.952E-02    1.2E-02           C072800200624 
200.        40.        53.0        9.778E-02    1.3E-02           C072800200625 
200.        40.        54.0        7.237E-02    1.3E-02           C072800200626 
200.        40.        55.0        6.449E-02    1.3E-02           C072800200627 
200.        40.        56.0        6.569E-02    1.3E-02           C072800200628 
200.        40.        57.0        6.840E-02    1.4E-02           C072800200629 
200.        40.        58.0        6.170E-02    1.3E-02           C072800200630 
200.        40.        59.0        6.537E-02    1.4E-02           C072800200631 
200.        40.        60.0        5.614E-02    1.4E-02           C072800200632 
200.        40.        61.0        5.545E-02    1.4E-02           C072800200633 
200.        40.        62.0        3.449E-02    1.4E-02           C072800200634 
200.        40.        63.0        3.735E-02    1.3E-02           C072800200635 
200.        40.        64.0        4.842E-02    1.1E-02           C072800200636 
200.        44.       -10.0        3.586E-03    1.7E-03           C072800200637 
200.        44.        -9.0        1.095E-03    1.8E-03           C072800200638 
200.        44.        -8.0       -1.661E-03    1.9E-03           C072800200639 
200.        44.        -7.0        9.067E-04    2.0E-03           C072800200640 
200.        44.        -6.0        4.774E-04    1.9E-03           C072800200641 
200.        44.        -5.0        1.226E-03    1.9E-03           C072800200642 
200.        44.        -4.0        1.581E-03    2.0E-03           C072800200643 
200.        44.        -3.0        3.023E-03    2.0E-03           C072800200644 
200.        44.        -2.0        3.518E-03    2.0E-03           C072800200645 
200.        44.        -1.0        2.115E-03    2.0E-03           C072800200646 
200.        44.         0.0       -3.435E-04    2.2E-03           C072800200647 
200.        44.         1.0        3.054E-03    2.2E-03           C072800200648 
200.        44.         2.0       -2.604E-03    2.2E-03           C072800200649 
200.        44.         3.0        4.302E-03    2.3E-03           C072800200650 
200.        44.         4.0        5.153E-03    2.4E-03           C072800200651 
200.        44.         5.0        2.990E-03    2.4E-03           C072800200652 
200.        44.         6.0        2.920E-03    2.5E-03           C072800200653 
200.        44.         7.0        4.886E-03    2.5E-03           C072800200654 
200.        44.         8.0        9.921E-04    2.6E-03           C072800200655 
200.        44.         9.0        4.438E-03    2.6E-03           C072800200656 
200.        44.        10.0        4.883E-04    2.7E-03           C072800200657 
200.        44.        11.0        6.443E-03    2.8E-03           C072800200658 
200.        44.        12.0        4.237E-03    2.8E-03           C072800200659 
200.        44.        13.0        5.512E-03    2.9E-03           C072800200660 
200.        44.        14.0        4.571E-03    3.0E-03           C072800200661 
200.        44.        15.0        8.381E-03    3.0E-03           C072800200662 
200.        44.        16.0        5.799E-03    3.1E-03           C072800200663 
200.        44.        17.0        1.106E-02    3.2E-03           C072800200664 
200.        44.        18.0        8.802E-03    3.3E-03           C072800200665 
200.        44.        19.0        1.096E-02    3.3E-03           C072800200666 
200.        44.        20.0        1.071E-02    3.5E-03           C072800200667 
200.        44.        21.0        1.150E-02    3.5E-03           C072800200668 
200.        44.        22.0        8.518E-03    3.6E-03           C072800200669 
200.        44.        23.0        9.645E-03    3.7E-03           C072800200670 
200.        44.        24.0        1.575E-02    3.8E-03           C072800200671 
200.        44.        25.0        1.681E-02    3.8E-03           C072800200672 
200.        44.        26.0        1.168E-02    3.9E-03           C072800200673 
200.        44.        27.0        2.042E-02    4.1E-03           C072800200674 
200.        44.        28.0        2.391E-02    4.2E-03           C072800200675 
200.        44.        29.0        2.087E-02    4.1E-03           C072800200676 
200.        44.        30.0        2.952E-02    4.4E-03           C072800200677 
200.        44.        31.0        2.172E-02    4.3E-03           C072800200678 
200.        44.        32.0        2.926E-02    4.5E-03           C072800200679 
200.        44.        33.0        3.169E-02    4.6E-03           C072800200680 
200.        44.        34.0        2.915E-02    4.7E-03           C072800200681 
200.        44.        35.0        2.670E-02    4.9E-03           C072800200682 
200.        44.        36.0        3.142E-02    4.9E-03           C072800200683 
200.        44.        37.0        3.901E-02    5.1E-03           C072800200684 
200.        44.        38.0        3.775E-02    5.2E-03           C072800200685 
200.        44.        39.0        4.414E-02    5.3E-03           C072800200686 
200.        44.        40.0        3.795E-02    5.4E-03           C072800200687 
200.        44.        41.0        4.403E-02    5.4E-03           C072800200688 
200.        44.        42.0        3.652E-02    5.6E-03           C072800200689 
200.        44.        43.0        4.084E-02    5.6E-03           C072800200690 
200.        44.        44.0        3.608E-02    5.8E-03           C072800200691 
200.        44.        45.0        4.792E-02    6.0E-03           C072800200692 
200.        44.        46.0        4.300E-02    6.2E-03           C072800200693 
200.        44.        47.0        4.954E-02    6.2E-03           C072800200694 
200.        44.        48.0        5.048E-02    6.5E-03           C072800200695 
200.        44.        49.0        4.131E-02    6.6E-03           C072800200696 
200.        44.        50.0        5.147E-02    6.5E-03           C072800200697 
200.        44.        51.0        4.594E-02    6.8E-03           C072800200698 
200.        44.        52.0        4.863E-02    7.0E-03           C072800200699 
200.        44.        53.0        5.645E-02    7.5E-03           C072800200700 
200.        44.        54.0        5.396E-02    7.3E-03           C072800200701 
200.        44.        55.0        5.326E-02    7.7E-03           C072800200702 
200.        44.        56.0        3.964E-02    7.7E-03           C072800200703 
200.        44.        57.0        3.916E-02    7.2E-03           C072800200704 
200.        44.        58.0        4.053E-02    6.5E-03           C072800200705 
200.        44.        59.0        2.837E-02    5.6E-03           C072800200706 
ENDDATA            694          0                                 C072800200707 
ENDSUBENT          706          0                                 C072800299999 
SUBENT        C0728003   20140418                             C141C072800300001 
BIB                  5          8                                 C072800300002 
REACTION   (2-HE-3(P,X)0-NN-1,,POL/DA/DE,,ANA)                    C072800300003 
INC-SOURCE (POLIS) Average polarization about 0.73.               C072800300004 
SAMPLE     Gas target at about 77 K and 7 atm.  Areal density     C072800300005 
            typically about 12 mg/cm2 (but only 5.8 mg/cm2 at 0   C072800300006 
            degrees)                                              C072800300007 
EN-SEC     (E-RL,P+P+P)                                           C072800300008 
HISTORY    (20140418A) SD: E-EXC -> E-RL in DATA section and      C072800300009 
            (E-RL,P+P+P) under EN-SEC added.                      C072800300010 
ENDBIB               8          0                                 C072800300011 
NOCOMMON             0          0                                 C072800300012 
DATA                 5         99                                 C072800300013 
EN         ANG        E-RL       DATA       ERR-S                 C072800300014 
MEV        ADEG       MEV        NO-DIM     NO-DIM                C072800300015 
199.         0.         2.5         4.18E-01    1.5E-01           C072800300016 
199.         0.         7.5         6.87E-02    7.8E-02           C072800300017 
199.         0.        12.5         3.86E-02    7.1E-02           C072800300018 
199.         0.        17.5         3.48E-02    5.5E-02           C072800300019 
199.         0.        22.5         1.99E-02    5.9E-02           C072800300020 
199.         0.        27.5         5.39E-02    7.1E-02           C072800300021 
199.         0.        32.5         5.36E-02    7.7E-02           C072800300022 
199.         0.        37.5         6.20E-02    8.0E-02           C072800300023 
199.         0.        42.5         9.00E-02    8.4E-02           C072800300024 
199.         0.        47.5         9.30E-02    9.9E-02           C072800300025 
199.         0.        52.5         3.26E-03    9.4E-02           C072800300026 
199.         0.        57.5         9.90E-02    1.1E-01           C072800300027 
199.         0.        62.5        -1.42E-02    1.4E-01           C072800300028 
199.         0.        67.5        -5.38E-02    1.2E-01           C072800300029 
199.         5.         2.5         4.68E-02    4.8E-02           C072800300030 
199.         5.         7.5         7.37E-02    2.4E-02           C072800300031 
199.         5.        12.5         4.19E-02    2.9E-02           C072800300032 
199.         5.        17.5         8.12E-02    3.7E-02           C072800300033 
199.         5.        22.5         8.03E-02    4.4E-02           C072800300034 
199.         5.        27.5         2.26E-02    5.6E-02           C072800300035 
199.         5.        32.5         9.10E-02    6.4E-02           C072800300036 
199.         5.        37.5         1.10E-02    6.9E-02           C072800300037 
199.         5.        42.5        -1.81E-02    8.0E-02           C072800300038 
199.         5.        47.5         1.09E-02    9.5E-02           C072800300039 
199.         5.        52.5        -1.60E-01    9.9E-02           C072800300040 
199.         5.        57.5        -2.98E-02    1.1E-01           C072800300041 
199.         5.        62.5        -7.90E-02    1.2E-01           C072800300042 
199.         5.        67.5        -3.11E-02    1.5E-01           C072800300043 
199.        10.         2.5         5.24E-02    4.3E-02           C072800300044 
199.        10.         7.5         1.08E-01    1.7E-02           C072800300045 
199.        10.        12.5         9.68E-02    1.8E-02           C072800300046 
199.        10.        17.5         9.30E-02    2.5E-02           C072800300047 
199.        10.        22.5         1.05E-01    3.3E-02           C072800300048 
199.        10.        27.5         1.22E-01    4.1E-02           C072800300049 
199.        10.        32.5         1.78E-01    5.3E-02           C072800300050 
199.        10.        37.5         1.03E-01    6.1E-02           C072800300051 
199.        10.        42.5         3.10E-02    8.4E-02           C072800300052 
199.        10.        47.5        -1.22E-01    9.3E-02           C072800300053 
199.        10.        52.5         1.21E-01    1.0E-01           C072800300054 
