ENTRY            E0078   20181127                             E119E007800000001 
SUBENT        E0078001   20181127                             E119E007800100001 
BIB                 13         19                                 E007800100002 
TITLE      Measurement and semi-phenomenological analysis of the  E007800100003 
           2H(a,pa)n reaction at 18 MeV                           E007800100004 
AUTHOR     (K.Sagara, T.Motobayashi, N.Takahashi, Y.Hashimoto,    E007800100005 
            M.Hara, Y.Nogami, H.Nakamura, H.Noya)                 E007800100006 
INSTITUTE  (2JPNTOK) Department of Physics                        E007800100007 
           (2JPNAOY) College of Science and Engineering           E007800100008 
           (2JPNHOS) Department of Physics                        E007800100009 
REFERENCE  (J,NP/A,299,77,1978)                                   E007800100010 
PART-DET   (P,A)                                                  E007800100011 
INC-SOURCE Beam intensity is 30 to 100 nA.                        E007800100012 
SAMPLE     - Chemical-form of target is element. (CD2)N           E007800100013 
           - Physical-form of target is solid.                    E007800100014 
           - Target-thickness is 0.25 to 0.4 mg/cm2.              E007800100015 
METHOD     (COINC,EDE)                                            E007800100016 
FACILITY   (CYCLO,2JPNIPC)                                        E007800100017 
DETECTOR   (SI) Two Si-SSD detectors are used.                    E007800100018 
ERR-ANALYS (DATA-ERR) No information on source of uncertainties   E007800100019 
ADD-RES    (COMP) PWIA (Plane wave impulse approximation)         E007800100020 
HISTORY    (20110511C) NK, AM                                     E007800100021 
ENDBIB              19          0                                 E007800100022 
COMMON               1          3                                 E007800100023 
EN                                                                E007800100024 
MEV                                                               E007800100025 
 18.                                                              E007800100026 
ENDCOMMON            3          0                                 E007800100027 
ENDSUBENT           26          0                                 E007800199999 
SUBENT        E0078002   20181127                             E119E007800200001 
BIB                  4          8                                 E007800200002 
REACTION   (1-H-2(A,N+P)2-HE-4,,DA/DA/DE,P/A/P)                   E007800200003 
EN-SEC     - ANG1 is polar angle (lab.) between beam and proton   E007800200004 
           - ANG2 is polar angle (lab.) between beam and A        E007800200005 
           (E,P)                                                  E007800200006 
COMMENT    On the upper kinetic locus on (Ep,Ea) plane. See also  E007800200007 
           fig1.                                                  E007800200008 
STATUS     (CURVE) Fig.3, 4 and 5 - top panel of Nucl. Phys. A    E007800200009 
                   299(1978)77                                    E007800200010 
ENDBIB               8          0                                 E007800200011 
NOCOMMON             0          0                                 E007800200012 
DATA                 5        744                                 E007800200013 
ANG1       ANG2       E          DATA       DATA-ERR              E007800200014 
       25.0       18.0       2.19       4.46       1.57           E007800200433 
       25.0       18.0       2.37       5.60       1.57           E007800200434 
       25.0       18.0       2.52       5.16       1.57           E007800200435 
       25.0       18.0       2.68       5.59       1.57           E007800200436 
       25.0       18.0       2.84       4.87       1.57           E007800200437 
       25.0       18.0       2.99       5.86       1.72           E007800200438 
       25.0       18.0       3.15       6.71       1.71           E007800200439 
       25.0       18.0       3.31       8.42       1.71           E007800200440 
       25.0       18.0       3.46      10.56       2.29           E007800200441 
       25.0       18.0       3.63      10.41       2.29           E007800200442 
       25.0       18.0       3.78      16.12       2.71           E007800200443 
       25.0       18.0       3.95      19.68       3.14           E007800200444 
       25.0       18.0       4.11      18.53       3.00           E007800200445 
       25.0       18.0       4.26      19.10       3.14           E007800200446 
       25.0       18.0       4.42      19.38       3.14           E007800200447 
       25.0       18.0       4.58      22.51       3.71           E007800200448 
       25.0       18.0       4.74      25.94       3.43           E007800200449 
       25.0       18.0       4.89      24.50       3.71           E007800200450 
       25.0       18.0       5.06      20.78       3.28           E007800200451 
       25.0       18.0       5.20      22.49       3.57           E007800200452 
       25.0       18.0       5.36      25.63       3.71           E007800200453 
       25.0       18.0       5.52      25.77       3.71           E007800200454 
       25.0       18.0       5.68      26.76       3.71           E007800200455 
       25.0       18.0       5.83      28.04       3.71           E007800200456 
       25.0       18.0       5.99      26.03       3.57           E007800200457 
       25.0       18.0       6.16      21.74       3.29           E007800200458 
       25.0       18.0       6.31      17.88       3.14           E007800200459 
       25.0       18.0       6.47      17.02       3.14           E007800200460 
       25.0       18.0       6.63      15.16       3.14           E007800200461 
       25.0       18.0       6.78      14.72       2.86           E007800200462 
       25.0       18.0       6.95      17.71       3.29           E007800200463 
       25.0       18.0       7.11      20.42       3.57           E007800200464 
       25.0       18.0       7.24      29.27       3.86           E007800200465 
       25.0       18.0       7.42      37.12       4.43           E007800200466 
       25.0       18.0       7.56      45.26       4.86           E007800200467 
       25.0       18.0       7.71      57.40       5.29           E007800200468 
       25.0       18.0       7.88      49.96       5.00           E007800200469 
       25.0       18.0       8.04      35.39       4.14           E007800200470 
       25.0       18.0       8.19      19.96       3.14           E007800200471 
       25.0       18.0       8.36       4.38       1.29           E007800200472 
       25.0       16.0       1.06       5.57       4.95           E007800200473 
       25.0       16.0       1.23       5.87       4.64           E007800200474 
       25.0       16.0       1.40       5.24       4.64           E007800200475 
       25.0       16.0       1.55       5.85       2.78           E007800200476 
       25.0       16.0       1.71       2.75       2.78           E007800200477 
       25.0       16.0       1.86       5.22       2.78           E007800200478 
       25.0       16.0       2.03       9.85       2.78           E007800200479 
       25.0       16.0       2.22       8.60       2.47           E007800200480 
       25.0       16.0       2.36       6.74       2.47           E007800200481 
       25.0       16.0       2.53       6.73       2.47           E007800200482 
       25.0       16.0       2.68      11.05       2.78           E007800200483 
       25.0       16.0       2.86      15.07       3.40           E007800200484 
       25.0       16.0       2.99      16.91       3.71           E007800200485 
       25.0       16.0       3.17      22.16       4.02           E007800200486 
       25.0       16.0       3.34      23.70       3.71           E007800200487 
       25.0       16.0       3.49      28.64       4.02           E007800200488 
       25.0       16.0       3.66      29.87       4.95           E007800200489 
       25.0       16.0       3.82      28.94       4.64           E007800200490 
       25.0       16.0       3.96      32.64       4.64           E007800200491 
       25.0       16.0       4.13      39.13       5.26           E007800200492 
       25.0       16.0       4.29      49.02       6.19           E007800200493 
       25.0       16.0       4.46      57.05       6.80           E007800200494 
       25.0       16.0       4.60      58.28       6.80           E007800200495 
       25.0       16.0       4.77      68.46       7.42           E007800200496 
       25.0       16.0       4.94      76.20       7.42           E007800200497 
       25.0       16.0       5.09      74.34       7.42           E007800200498 
       25.0       16.0       5.25      70.02       7.12           E007800200499 
       25.0       16.0       5.42      68.76       7.12           E007800200500 
       25.0       16.0       5.57      70.62       7.42           E007800200501 
       25.0       16.0       5.74      60.72       6.49           E007800200502 
       25.0       16.0       5.90      58.84       6.80           E007800200503 
       25.0       16.0       6.07      60.66       6.80           E007800200504 
       25.0       16.0       6.22      54.80       6.50           E007800200505 
       25.0       16.0       6.39      52.63       6.19           E007800200506 
       25.0       16.0       6.55      46.43       6.19           E007800200507 
       25.0       16.0       6.72      38.08       5.57           E007800200508 
       25.0       16.0       6.89      37.76       5.88           E007800200509 
       25.0       16.0       7.04      37.44       5.88           E007800200510 
       25.0       16.0       7.21      42.69       5.88           E007800200511 
       25.0       16.0       7.37      45.77       6.19           E007800200512 
       25.0       16.0       7.53      50.10       6.19           E007800200513 
       25.0       16.0       7.68      50.71       6.50           E007800200514 
       25.0       16.0       7.85      51.01       6.19           E007800200515 
       25.0       16.0       7.99      58.12       5.88           E007800200516 
       25.0       16.0       8.16      59.03       5.57           E007800200517 
       25.0       16.0       8.32      52.22       6.19           E007800200518 
       25.0       16.0       8.49      37.06       5.26           E007800200519 
       25.0       16.0       8.64      23.45       4.33           E007800200520 
       25.0       16.0       8.79      10.76       2.78           E007800200521 
       20.5        8.0       1.90       3.25                      E007800200522 
       20.5        8.0       2.08       3.26                      E007800200523 
       20.5        8.0       2.24       3.27                      E007800200524 
       20.5        8.0       2.38       3.28                      E007800200525 
       20.5        8.0       2.54       3.29                      E007800200526 
       20.5        8.0       2.69       3.30                      E007800200527 
       20.5        8.0       2.88       4.61                      E007800200528 
       20.5        8.0       3.02       6.26                      E007800200529 
       20.5        8.0       3.17       7.47                      E007800200530 
       20.5        8.0       3.34       9.17                      E007800200531 
       20.5        8.0       3.47       9.82                      E007800200532 
       20.5        8.0       3.65      12.91                      E007800200533 
       20.5        8.0       3.81      16.32                      E007800200534 
       20.5        8.0       3.95      18.27                      E007800200535 
       20.5        8.0       4.11      25.40       3.24           E007800200536 
       20.5        8.0       4.29      27.35       3.88           E007800200537 
       20.5        8.0       4.45      33.83       3.24           E007800200538 
       20.5        8.0       4.61      42.90       3.24           E007800200539 
       20.5        8.0       4.75      53.26       3.88           E007800200540 
       20.5        8.0       4.91      63.62       6.47           E007800200541 
       20.5        8.0       5.07      72.69       5.82           E007800200542 
       20.5        8.0       5.21      88.23       5.82           E007800200543 
       20.5        8.0       5.39      94.71       6.47           E007800200544 
       20.5        8.0       5.53      98.60       6.47           E007800200545 
       20.5        8.0       5.69     124.50       6.47           E007800200546 
       20.5        8.0       5.85     157.50       9.06           E007800200547 
       20.5        8.0       5.99     174.30       8.41           E007800200548 
       20.5        8.0       6.15     202.20       9.06           E007800200549 
       20.5        8.0       6.31     229.40      11.00           E007800200550 
       20.5        8.0       6.47     226.80       9.70           E007800200551 
       20.5        8.0       6.63     230.00      10.35           E007800200552 
       20.5        8.0       6.79     231.30      10.35           E007800200553 
       20.5        8.0       6.94     218.40       9.06           E007800200554 
       20.5        8.0       7.11     215.20       9.71           E007800200555 
       20.5        8.0       7.27     197.70       9.71           E007800200556 
       20.5        8.0       7.42     166.00       9.06           E007800200557 
       20.5        8.0       7.59     151.20       9.71           E007800200558 
       20.5        8.0       7.74     137.60       7.12           E007800200559 
       20.5        8.0       7.90     125.90       7.12           E007800200560 
       20.5        8.0       8.06     116.20       7.12           E007800200561 
       20.5        8.0       8.22     104.60       6.47           E007800200562 
       20.5        8.0       8.38      92.98       5.82           E007800200563 
       20.5        8.0       8.51      78.10       4.53           E007800200564 
       20.5        8.0       8.69      58.06       5.82           E007800200565 
       20.5        8.0       8.83      39.31       4.53           E007800200566 
       20.5        8.0       8.99      26.38       3.88           E007800200567 
       20.5        8.0       9.14      11.51                      E007800200568 
       18.2        9.0       1.13       4.54                      E007800200569 
       18.2        9.0       1.28       3.07                      E007800200570 
       18.2        9.0       1.46       3.07                      E007800200571 
       18.2        9.0       1.60       2.34                      E007800200572 
       18.2        9.0       1.77       3.07                      E007800200573 
       18.2        9.0       1.93       2.34                      E007800200574 
       18.2        9.0       2.08       1.61                      E007800200575 
       18.2        9.0       2.24       1.61                      E007800200576 
       18.2        9.0       2.39       0.15                      E007800200577 
       18.2        9.0       2.52       2.34                      E007800200578 
       18.2        9.0       2.70       5.27                      E007800200579 
       18.2        9.0       2.86       3.81                      E007800200580 
       18.2        9.0       3.03       3.07                      E007800200581 
       18.2        9.0       3.19       4.54                      E007800200582 
       18.2        9.0       3.33       6.73                      E007800200583 
       18.2        9.0       3.49       9.66                      E007800200584 
       18.2        9.0       3.65      11.12                      E007800200585 
       18.2        9.0       3.81      16.24                      E007800200586 
       18.2        9.0       3.97      18.44       3.78           E007800200587 
       18.2        9.0       4.13      22.10       4.44           E007800200588 
       18.2        9.0       4.29      27.38       3.74           E007800200589 
       18.2        9.0       4.44      29.41       5.02           E007800200590 
       18.2        9.0       4.60      36.73       6.35           E007800200591 
       18.2        9.0       4.76      44.78       5.42           E007800200592 
       18.2        9.0       4.92      51.36       5.27           E007800200593 
       18.2        9.0       5.08      70.39       6.34           E007800200594 
       18.2        9.0       5.24      91.61       8.35           E007800200595 
       18.2        9.0       5.38      91.61       8.86           E007800200596 
       18.2        9.0       5.57     115.00       9.05           E007800200597 
       18.2        9.0       5.70     149.40      11.91           E007800200598 
       18.2        9.0       5.87     165.80       9.73           E007800200599 
       18.2        9.0       6.01     197.00      13.70           E007800200600 
       18.2        9.0       6.17     232.80      13.81           E007800200601 
       18.2        9.0       6.33     257.80      14.96           E007800200602 
       18.2        9.0       6.49     280.40      14.84           E007800200603 
       18.2        9.0       6.65     311.00      17.21           E007800200604 
       18.2        9.0       6.81     327.20      16.68           E007800200605 
       18.2        9.0       6.97     316.20      15.71           E007800200606 
       18.2        9.0       7.13     303.10      16.83           E007800200607 
       18.2        9.0       7.28     277.40      12.83           E007800200608 
       18.2        9.0       7.43     261.60      14.96           E007800200609 
       18.2        9.0       7.60     212.30      12.83           E007800200610 
       18.2        9.0       7.75     169.20      11.63           E007800200611 
       18.2        9.0       7.90     158.20      11.85           E007800200612 
       18.2        9.0       8.05     129.10      10.47           E007800200613 
       18.2        9.0       8.22     134.80      10.15           E007800200614 
       18.2        9.0       8.38     143.60      11.47           E007800200615 
       18.2        9.0       8.51     131.10       9.44           E007800200616 
       18.2        9.0       8.70     117.20      10.50           E007800200617 
       18.2        9.0       8.85      89.49       8.23           E007800200618 
       18.2        9.0       9.01      63.80       8.08           E007800200619 
       18.2        9.0       9.15      57.86       6.42           E007800200620 
       18.2        9.0       9.32      44.78       6.17           E007800200621 
       18.2        9.0       9.48      16.24                      E007800200622 
       17.0       16.0       2.04       1.85                      E007800200623 
       17.0       16.0       2.39       2.26                      E007800200624 
       17.0       16.0       2.51       1.98                      E007800200625 
       17.0       16.0       2.70       2.96                      E007800200626 
       17.0       16.0       2.87       5.72                      E007800200627 
       17.0       16.0       3.00       4.00                      E007800200628 
       17.0       16.0       3.17       6.52                      E007800200629 
       17.0       16.0       3.33       5.27       1.46           E007800200630 
       17.0       16.0       3.47       5.60       1.75           E007800200631 
       17.0       16.0       3.63       7.40       2.05           E007800200632 
       17.0       16.0       3.79       5.11       2.63           E007800200633 
       17.0       16.0       3.95       9.25       2.63           E007800200634 
       17.0       16.0       4.10      13.39       3.22           E007800200635 
       17.0       16.0       4.26      13.43       3.52           E007800200636 
       17.0       16.0       4.41      12.89       2.92           E007800200637 
       17.0       16.0       4.58      16.45       3.51           E007800200638 
       17.0       16.0       4.73      24.39       3.80           E007800200639 
       17.0       16.0       4.89      27.95       3.81           E007800200640 
       17.0       16.0       5.04      34.13       4.68           E007800200641 
       17.0       16.0       5.21      44.71       5.26           E007800200642 
       17.0       16.0       5.35      46.50       5.55           E007800200643 
       17.0       16.0       5.51      46.84       5.55           E007800200644 
       17.0       16.0       5.67      48.35       5.85           E007800200645 
       17.0       16.0       5.83      53.66       5.55           E007800200646 
       17.0       16.0       5.98      60.14       6.14           E007800200647 
       17.0       16.0       6.15      70.72       6.44           E007800200648 
       17.0       16.0       6.30      72.81       6.72           E007800200649 
       17.0       16.0       6.47      66.71       6.44           E007800200650 
       17.0       16.0       6.62      57.69       6.14           E007800200651 
       17.0       16.0       6.77      45.74       5.26           E007800200652 
       17.0       16.0       6.95      43.45       5.27           E007800200653 
       17.0       16.0       7.10      39.11       5.85           E007800200654 
       17.0       16.0       7.26      37.11       5.26           E007800200655 
       17.0       16.0       7.42      32.76       5.27           E007800200656 
       17.0       16.0       7.58      26.38       4.39           E007800200657 
       17.0       16.0       7.74      27.01       4.39           E007800200658 
       17.0       16.0       7.90      25.59       4.09           E007800200659 
       17.0       16.0       8.06      25.93       4.39           E007800200660 
       17.0       16.0       8.20      33.28       4.97           E007800200661 
       17.0       16.0       8.36      44.44       4.97           E007800200662 
       17.0       16.0       8.53      54.73       5.85           E007800200663 
       17.0       16.0       8.68      54.77       5.56           E007800200664 
       17.0       16.0       8.83      40.19       4.68           E007800200665 
       17.0       16.0       8.99      15.96       3.51           E007800200666 
       17.0       14.0       2.23       1.68                      E007800200667 
       17.0       14.0       2.40       1.62                      E007800200668 
       17.0       14.0       2.55       1.56                      E007800200669 
       17.0       14.0       2.71       0.33                      E007800200670 
       17.0       14.0       2.86       0.87                      E007800200671 
       17.0       14.0       3.02       1.39                      E007800200672 
       17.0       14.0       3.18       1.34                      E007800200673 
       17.0       14.0       3.32       1.87                      E007800200674 
       17.0       14.0       3.48       4.74                      E007800200675 
       17.0       14.0       3.65       8.79                      E007800200676 
       17.0       14.0       3.82      12.83                      E007800200677 
       17.0       14.0       3.95      12.78                      E007800200678 
       17.0       14.0       4.11       9.79                      E007800200679 
       17.0       14.0       4.27      13.25                      E007800200680 
       17.0       14.0       4.44      20.82       4.11           E007800200681 
       17.0       14.0       4.58      26.63       3.53           E007800200682 
       17.0       14.0       4.75      31.27       3.52           E007800200683 
       17.0       14.0       4.91      40.59       4.10           E007800200684 
       17.0       14.0       5.07      47.57       5.28           E007800200685 
       17.0       14.0       5.22      49.28       5.87           E007800200686 
       17.0       14.0       5.38      56.85       5.87           E007800200687 
       17.0       14.0       5.54      70.87       7.04           E007800200688 
       17.0       14.0       5.69      81.37       7.05           E007800200689 
       17.0       14.0       5.85      94.80       7.63           E007800200690 
       17.0       14.0       6.00     109.40       7.64           E007800200691 
       17.0       14.0       6.17     119.30       9.39           E007800200692 
       17.0       14.0       6.33     129.20       8.80           E007800200693 
       17.0       14.0       6.49     136.80       8.80           E007800200694 
       17.0       14.0       6.65     131.50       8.79           E007800200695 
       17.0       14.0       6.79     120.90       9.39           E007800200696 
       17.0       14.0       6.97     117.90       7.04           E007800200697 
       17.0       14.0       7.11     112.50       7.03           E007800200698 
       17.0       14.0       7.27      95.46       7.04           E007800200699 
       17.0       14.0       7.44      77.22       6.45           E007800200700 
       17.0       14.0       7.58      63.08       6.45           E007800200701 
       17.0       14.0       7.74      55.99       5.86           E007800200702 
       17.0       14.0       7.90      53.00       5.28           E007800200703 
       17.0       14.0       8.05      52.94       5.87           E007800200704 
       17.0       14.0       8.21      59.92       4.70           E007800200705 
       17.0       14.0       8.36      75.12       6.46           E007800200706 
       17.0       14.0       8.52      91.49       6.45           E007800200707 
       17.0       14.0       8.67      91.43       7.63           E007800200708 
       17.0       14.0       8.84      77.29       5.86           E007800200709 
       17.0       14.0       9.00      64.33       5.28           E007800200710 
       17.0       14.0       9.16      52.54       5.87           E007800200711 
       17.0       12.0       2.20       1.16                      E007800200712 
       17.0       12.0       2.35      -0.63                      E007800200713 
       17.0       12.0       2.48       1.11                      E007800200714 
       17.0       12.0       2.61       1.67                      E007800200715 
       17.0       12.0       2.75       1.05                      E007800200716 
       17.0       12.0       2.87       1.62                      E007800200717 
       17.0       12.0       3.01       2.18                      E007800200718 
       17.0       12.0       3.15       2.74                      E007800200719 
       17.0       12.0       3.29       5.06                      E007800200720 
       17.0       12.0       3.42       7.96                      E007800200721 
       17.0       12.0       3.56      12.63                      E007800200722 
       17.0       12.0       3.68      12.61                      E007800200723 
       17.0       12.0       3.82      11.41                      E007800200724 
       17.0       12.0       3.96      20.18       4.70           E007800200725 
       17.0       12.0       4.10      23.09       5.28           E007800200726 
       17.0       12.0       4.22      24.82       4.70           E007800200727 
       17.0       12.0       4.36      31.25       5.28           E007800200728 
       17.0       12.0       4.50      38.85       6.46           E007800200729 
       17.0       12.0       4.61      43.52       6.46           E007800200730 
       17.0       12.0       4.77      51.12       6.45           E007800200731 
       17.0       12.0       4.91      76.33       7.04           E007800200732 
       17.0       12.0       5.03     100.40       9.39           E007800200733 
       17.0       12.0       5.16     113.80      10.56           E007800200734 
       17.0       12.0       5.30     118.50       9.98           E007800200735 
       17.0       12.0       5.44     136.70       9.98           E007800200736 
       17.0       12.0       5.57     161.30      11.74           E007800200737 
       17.0       12.0       5.70     178.30      11.74           E007800200738 
       17.0       12.0       5.84     199.40      12.91           E007800200739 
       17.0       12.0       5.96     222.20      14.08           E007800200740 
       17.0       12.0       6.10     222.20      14.67           E007800200741 
       17.0       12.0       6.24     222.20      14.67           E007800200742 
       17.0       12.0       6.38     228.60      14.67           E007800200743 
       17.0       12.0       6.53     198.10      13.49           E007800200744 
       17.0       12.0       6.66     164.00      11.74           E007800200745 
       17.0       12.0       6.80     141.10      10.56           E007800200746 
       17.0       12.0       6.94     125.20       9.98           E007800200747 
       17.0       12.0       7.06     110.50       9.98           E007800200748 
       17.0       12.0       7.20     101.10       9.39           E007800200749 
       17.0       12.0       7.34     102.30       9.39           E007800200750 
       17.0       12.0       7.46     102.20       8.80           E007800200751 
       17.0       12.0       7.60     119.20       9.97           E007800200752 
       17.0       12.0       7.73     129.80       9.97           E007800200753 
       17.0       12.0       7.88     119.80       9.39           E007800200754 
       17.0       12.0       8.00     105.10       9.39           E007800200755 
       17.0       12.0       8.14      88.02       8.80           E007800200756 
       17.0       12.0       8.28      78.02       9.39           E007800200757 
       17.0       12.0       8.40      60.97       7.04           E007800200758 
       17.0       12.0       8.55      26.91       5.28           E007800200759 
ENDDATA            746          0                                 E007800200760 
ENDSUBENT          759          0                                 E007800299999 
SUBENT        E0078003   20181127                             E119E007800300001 
BIB                  3          6                                 E007800300002 
REACTION   (1-H-2(A,N+P)2-HE-4,,DA/DA/DE,P/A/P)                   E007800300003 
EN-SEC     - ANG1 is polar angle (lab.) between beam and proton   E007800300004 
           - ANG2 is polar angle (lab.) between beam and A        E007800300005 
           (E,P)                                                  E007800300006 
STATUS     (CURVE) Fig.3, 4 and 5 bottom panel of Nucl. Phys. A   E007800300007 
                   299(1978)77                                    E007800300008 
ENDBIB               6          0                                 E007800300009 
NOCOMMON             0          0                                 E007800300010 
DATA                 5        699                                 E007800300011 
ANG1       ANG2       E          DATA       DATA-ERR              E007800300012 
ADEG       ADEG       MEV        MB/SR2/MEV MB/SR2/MEV            E007800300013 
       48.9       16.0       1.10      18.80       4.78           E007800300014 
       48.9       16.0       1.25      17.01       3.28           E007800300015 
       48.9       16.0       1.43      13.13       2.69           E007800300016 
       48.9       16.0       1.59      12.54       2.39           E007800300017 
       48.9       16.0       1.77       9.55       2.39           E007800300018 
       48.9       16.0       1.92      10.15       2.98           E007800300019 
       48.9       16.0       2.07      11.05       2.39           E007800300020 
       48.9       16.0       2.23       9.55       2.39           E007800300021 
       48.9       16.0       2.41      11.05       2.09           E007800300022 
       48.9       16.0       2.55      12.84       2.69           E007800300023 
       48.9       16.0       2.72      12.84       2.69           E007800300024 
       48.9       16.0       2.88      14.63       2.69           E007800300025 
       48.9       16.0       3.04      17.31       2.69           E007800300026 
       48.9       16.0       3.21      21.49       2.98           E007800300027 
       48.9       16.0       3.37      24.78       3.28           E007800300028 
       48.9       16.0       3.52      24.18       3.58           E007800300029 
       48.9       16.0       3.68      34.33       4.18           E007800300030 
       48.9       16.0       3.84      49.55       4.48           E007800300031 
       48.9       16.0       4.00      62.68       4.48           E007800300032 
       48.9       16.0       4.17      76.70       5.37           E007800300033 
       48.9       16.0       4.31      85.96       5.67           E007800300034 
       48.9       16.0       4.48      88.05       5.97           E007800300035 
       48.9       16.0       4.63      79.69       5.97           E007800300036 
       48.9       16.0       4.79      59.40       5.07           E007800300037 
       48.9       16.0       4.97      42.09       4.48           E007800300038 
       48.9       16.0       5.11      32.24       3.58           E007800300039 
       48.9       16.0       5.29      25.97       3.28           E007800300040 
       48.9       16.0       5.44      19.11       2.98           E007800300041 
       48.9       16.0       5.60       7.17      -2.09           E007800300042 
       46.5       18.0       2.08       9.44                      E007800300043 
       46.5       18.0       2.23       8.23                      E007800300044 
       46.5       18.0       2.39       7.02                      E007800300045 
       46.5       18.0       2.56      10.05                      E007800300046 
       46.5       18.0       2.72      10.05                      E007800300047 
       46.5       18.0       2.87      13.08       3.03           E007800300048 
       46.5       18.0       3.02      16.71       4.24           E007800300049 
       46.5       18.0       3.18      16.71       4.85           E007800300050 
       46.5       18.0       3.35      20.35       5.45           E007800300051 
       46.5       18.0       3.51      23.98       4.85           E007800300052 
       46.5       18.0       3.67      27.01       4.85           E007800300053 
       46.5       18.0       3.81      31.86       4.24           E007800300054 
       46.5       18.0       3.97      43.98       6.06           E007800300055 
       46.5       18.0       4.14      56.09       6.66           E007800300056 
       46.5       18.0       4.29      67.00       6.06           E007800300057 
       46.5       18.0       4.45      85.18       7.88           E007800300058 
       46.5       18.0       4.61      96.08       7.88           E007800300059 
       46.5       18.0       4.78     108.20       8.48           E007800300060 
       46.5       18.0       4.93     112.40       8.48           E007800300061 
       46.5       18.0       5.07     103.40       8.48           E007800300062 
       46.5       18.0       5.24      88.81       7.88           E007800300063 
       46.5       18.0       5.40      69.42       7.27           E007800300064 
       46.5       18.0       5.55      50.64       6.06           E007800300065 
       46.5       18.0       5.71      20.95       4.85           E007800300066 
       46.1        8.8       1.47      10.44       2.29           E007800300067 
       46.1        8.8       1.62      11.63       2.67           E007800300068 
       46.1        8.8       1.78       6.73       1.91           E007800300069 
       46.1        8.8       1.93       2.58       1.90           E007800300070 
       46.1        8.8       2.08       4.92       2.67           E007800300071 
       46.1        8.8       2.25       7.26       1.53           E007800300072 
       46.1        8.8       2.40       7.69       1.91           E007800300073 
       46.1        8.8       2.52       6.96       1.90           E007800300074 
       46.1        8.8       2.70       9.69       2.29           E007800300075 
       46.1        8.8       2.85      16.21       3.05           E007800300076 
       46.1        8.8       3.00      17.40       2.66           E007800300077 
       46.1        8.8       3.19      15.55       2.29           E007800300078 
       46.1        8.8       3.32      17.50       3.42           E007800300079 
       46.1        8.8       3.47      17.16       3.04           E007800300080 
       46.1        8.8       3.62      16.45       2.67           E007800300081 
       46.1        8.8       3.77      21.45       3.44           E007800300082 
       46.1        8.8       3.94      23.41       3.42           E007800300083 
       46.1        8.8       4.09      22.31       3.81           E007800300084 
       46.1        8.8       4.24      25.03       3.80           E007800300085 
       46.1        8.8       4.39      31.18       3.43           E007800300086 
       46.1        8.8       4.55      36.93       4.57           E007800300087 
       46.1        8.8       4.72      40.03       3.81           E007800300088 
       46.1        8.8       4.86      36.65       3.80           E007800300089 
       46.1        8.8       5.00      28.70       4.19           E007800300090 
       46.1        8.8       5.17      19.61       3.44           E007800300091 
       46.1        8.8       5.32      19.27       3.43           E007800300092 
       46.1        8.8       5.47      20.84       3.43           E007800300093 
       46.1        8.8       5.63      11.37       3.43           E007800300094 
       44.0       11.2       1.51       4.67       1.95           E007800300095 
       44.0       11.2       1.69      12.45       2.51           E007800300096 
       44.0       11.2       1.86      12.71       2.79           E007800300097 
       44.0       11.2       2.03       9.34       2.51           E007800300098 
       44.0       11.2       2.22       5.97       2.23           E007800300099 
       44.0       11.2       2.37       4.28       1.95           E007800300100 
       44.0       11.2       2.55       5.09       1.67           E007800300101 
       44.0       11.2       2.73       7.30       2.79           E007800300102 
       44.0       11.2       2.91       8.39       2.79           E007800300103 
       44.0       11.2       3.08       8.92                      E007800300104 
       44.0       11.2       3.27      12.80       2.79           E007800300105 
       44.0       11.2       3.45      12.50       2.79           E007800300106 
       44.0       11.2       3.63      11.63       2.51           E007800300107 
       44.0       11.2       3.81      16.91       3.35           E007800300108 
       44.0       11.2       3.99      17.16       3.07           E007800300109 
       44.0       11.2       4.16      19.37       3.62           E007800300110 
       44.0       11.2       4.34      19.62       3.62           E007800300111 
       44.0       11.2       4.51      16.54       3.63           E007800300112 
       44.0       11.2       4.70      22.09       3.90           E007800300113 
       44.0       11.2       4.87      27.92       4.46           E007800300114 
       44.0       11.2       5.04      32.36       4.74           E007800300115 
       44.0       11.2       5.23      35.40       4.46           E007800300116 
       44.0       11.2       5.40      30.36       3.90           E007800300117 
       44.0       11.2       5.58      21.41       3.62           E007800300118 
       44.0       11.2       5.76      12.75       3.06           E007800300119 
       44.0       11.2       5.94      11.89       2.79           E007800300120 
       44.0       11.2       6.11      11.03       3.06           E007800300121 
       42.5       13.5       1.48       6.87       1.72           E007800300122 
       42.5       13.5       1.65      14.59       2.58           E007800300123 
       42.5       13.5       1.82      14.29       2.29           E007800300124 
       42.5       13.5       2.00      10.27       2.58           E007800300125 
       42.5       13.5       2.16       8.82       2.01           E007800300126 
       42.5       13.5       2.35       6.52       2.01           E007800300127 
       42.5       13.5       2.52       4.50       1.72           E007800300128 
       42.5       13.5       2.69       5.35       1.72           E007800300129 
       42.5       13.5       2.88       7.05       2.01           E007800300130 
       42.5       13.5       3.04      10.19       2.01           E007800300131 
       42.5       13.5       3.21      13.33       2.01           E007800300132 
       42.5       13.5       3.40      11.89       2.29           E007800300133 
       42.5       13.5       3.57      12.73       2.01           E007800300134 
       42.5       13.5       3.74      15.30       2.58           E007800300135 
       42.5       13.5       3.92      15.57       2.87           E007800300136 
