ENTRY            O1983   20100924                             O049O198300000001 
SUBENT        O1983001   20100924                             O049O198300100001 
BIB                 12         34                                 O198300100002 
TITLE      Quasi-stellar neutrons from the Li-7(p,n)Be-7 reaction O198300100003 
           with an energy-broadened proton beam.                  O198300100004 
AUTHOR     (G.Feinberg, M.Friedman, A.Krasa, A.Shor, Y.Eisen,     O198300100005 
           D.Berkovits, D.Cohen, G.Giorginis, T.Hirsh, M.Paul,    O198300100006 
           A.J.M.Plompen, E.Tsuk)                                 O198300100007 
INSTITUTE  (3ISLSOR)                                              O198300100008 
           (3ISLHEB)                                              O198300100009 
           (2ZZZGEL)                                              O198300100010 
REFERENCE  (J,PR/C,85,055810,2012)                                O198300100011 
           (J,JP/CS,337,012044,2012) prelim.results               O198300100012 
REL-REF    (I,23114001,C.Sage+,J,PR/C,81,064604,2010)             O198300100013 
FACILITY   (VDGT,2ZZZGEL) 7-MV Van de Graaff accelerator at IRMM  O198300100014 
DETECTOR   (GLASD) Schematic of the 6Li-glass detector -          O198300100015 
           aluminum can-0.6-mm thick, Si rubber-1 mm,             O198300100016 
           Teflon layer- 0.25 mm,  6Li glass- 25.4 mm             O198300100017 
METHOD     (TOF)                                                  O198300100018 
SAMPLE     LiF targets of 6-mm diameter were prepared by          O198300100019 
           evaporation on a 1-mm thick Cu disk, 40.7 mm in        O198300100020 
           diameter. The LiF layer thickness was determined by    O198300100021 
           weighing to be in the range of 1 to 2 mg/cm**2. A      O198300100022 
           gold foil nominally 2-mum thick was used as an energy  O198300100023 
           degrader. The foil was glued on a copper ring placing  O198300100024 
           it 1 mm upstream of the LiF layer to minimize          O198300100025 
           transverse beam growth by the scattering in the gold   O198300100026 
           foil.                                                  O198300100027 
ANALYSIS    Authors use the term "broad-energy proton beam" for   O198300100028 
           protons that impinge on the LiF target after a gold    O198300100029 
           degrader foil in case of an incident energy of         O198300100030 
           2096.5 keV before the degrader and use the term        O198300100031 
            "narrow-energy proton beam" for a proton beam of      O198300100032 
           1912 keV directly from the Van de Graaff accelerator.  O198300100033 
STATUS     (TABLE).Table data were received from Dr.G.Feinberg    O198300100034 
           26.07.2012.                                            O198300100035 
HISTORY    (20120731C) s.b.                                       O198300100036 
ENDBIB              34          0                                 O198300100037 
NOCOMMON             0          0                                 O198300100038 
ENDSUBENT           37          0                                 O198300199999 
SUBENT        O1983002   20120821                             O049O198300200001 
BIB                  2          3                                 O198300200002 
REACTION   (3-LI-7(P,N)4-BE-7,,DA/DE,,REL)                        O198300200003 
           broad-energy proton beam                               O198300200004 
EN-SEC     (E,N)                                                  O198300200005 
ENDBIB               3          0                                 O198300200006 
COMMON               1          3                                 O198300200007 
EN                                                                O198300200008 
KEV                                                               O198300200009 
2096.5                                                            O198300200010 
ENDCOMMON            3          0                                 O198300200011 
DATA                 5       1419                                 O198300200012 
ANG        E          E-ERR      DATA       DATA-ERR              O198300200013 
    30.0000     92.000    7.29044    11.3572    0.81473           O198300200651 
    30.0000     94.000    7.45474    10.1599    0.68159           O198300200652 
    30.0000     96.000    7.61948    9.29771    0.67287           O198300200653 
    30.0000     98.000    7.78464    8.53763    0.58048           O198300200654 
    30.0000    100.000    7.95022    8.54471    0.57371           O198300200655 
    30.0000    102.000    8.11622    7.58384    0.56081           O198300200656 
    30.0000    104.000    8.28263    7.53988    0.54048           O198300200657 
    30.0000    106.000    8.44945    6.38094    0.44115           O198300200658 
    30.0000    108.000    8.61668    5.62115    0.45045           O198300200659 
    30.0000    110.000    8.78431    4.91519    0.38520           O198300200660 
    30.0000    112.000    8.95235    4.12158    0.32958           O198300200661 
    30.0000    114.000    9.12078    3.68501    0.29124           O198300200662 
    30.0000    116.000    9.28961    3.66720    0.28760           O198300200663 
    30.0000    118.000    9.45883    3.27495    0.26912           O198300200664 
    30.0000    120.000    9.62844    2.31854    0.21189           O198300200665 
    30.0000    122.000    9.79844    2.57675    0.22165           O198300200666 
    30.0000    124.000    9.96883    2.05007    0.20073           O198300200667 
    30.0000    126.000   10.13960    1.74987    0.17223           O198300200668 
    30.0000    128.000   10.31080    1.66253    0.16852           O198300200669 
    30.0000    130.000   10.48230    1.02191    0.12386           O198300200670 
    30.0000    132.000   10.65420    0.72397    0.10519           O198300200671 
    30.0000    134.000   10.82650    0.88737    0.11526           O198300200672 
    30.0000    136.000   10.99920    0.71695    0.10081           O198300200673 
    30.0000    138.000   11.17220    0.61284    0.09358           O198300200674 
    30.0000    140.000   11.34560    0.56182    0.08814           O198300200675 
    30.0000    142.000   11.51940    0.49143    0.08222           O198300200676 
    30.0000    144.000   11.69360    0.49059    0.08081           O198300200677 
    30.0000    146.000   11.86810    0.41319    0.07738           O198300200678 
    30.0000    148.000   12.04300    0.36414    0.06709           O198300200679 
    30.0000    150.000   12.21830    0.30932    0.06595           O198300200680 
    30.0000    152.000   12.39390    0.16879    0.04955           O198300200681 
    30.0000    154.000   12.56990    0.13807    0.04550           O198300200682 
    30.0000    156.000   12.74620    0.07574    0.03507           O198300200683 
    30.0000    158.000   12.92290    0.09974    0.04374           O198300200684 
    30.0000    160.000   13.10000    0.12039    0.04142           O198300200685 
    30.0000    162.000   13.27740    0.04763    0.03050           O198300200686 
    30.0000    164.000   13.45520    0.09333    0.04068           O198300200687 
    30.0000    166.000   13.63340    0.07833    0.03604           O198300200688 
    30.0000    168.000   13.81190    0.04813    0.03492           O198300200689 
    30.0000    170.000   13.99080    0.01564    0.01520           O198300200690 
    30.0000    172.000   14.17000    0.04173    0.02919           O198300200691 
    30.0000    174.000   14.34950    0.04325    0.03026           O198300200692 
    30.0000    176.000   14.52950    0.05520    0.03760           O198300200693 
    30.0000    178.000   14.70970    0.00971    0.01164           O198300200694 
    30.0000    180.000   14.89040    0.05173    0.03060           O198300200695 
    30.0000    182.000   15.07130    0.07916    0.04777           O198300200696 
    30.0000    184.000   15.25270    0.06069    0.04032           O198300200697 
    30.0000    186.000   15.43430    0.09449    0.04375           O198300200698 
    30.0000    188.000   15.61640    0.17632    0.07325           O198300200699 
    30.0000    190.000   15.79870    0.00197    0.00390           O198300200700 
    30.0000    192.000   15.98140    0.03433    0.01453           O198300200701 
    30.0000    196.000   16.34790    0.01549    0.01864           O198300200702 
    30.0000    198.000   16.53170    0.01926    0.02550           O198300200703 
    35.0000      2.000    1.01094    9.22857    0.60102           O198300200704 
    35.0000      4.000    1.04317    11.5171    0.68198           O198300200705 
    35.0000      6.000    1.09496    13.0662    0.79712           O198300200706 
    35.0000      8.000    1.16386    15.6516    1.73482           O198300200707 
    35.0000     10.000    1.24716    17.2255    1.29928           O198300200708 
    35.0000     12.000    1.34233    17.7910    1.00599           O198300200709 
    35.0000     14.000    1.44714    19.7886    1.30583           O198300200710 
    35.0000     16.000    1.55976    19.6796    1.24121           O198300200711 
    35.0000     18.000    1.67872    22.5120    2.11453           O198300200712 
    35.0000     20.000    1.80287    21.6576    1.33176           O198300200713 
    35.0000     22.000    1.93129    23.5163    1.37037           O198300200714 
    35.0000     24.000    2.06328    24.0531    1.43709           O198300200715 
    35.0000     26.000    2.19827    24.3559    2.11263           O198300200716 
    35.0000     28.000    2.33581    25.9676    1.52365           O198300200717 
    35.0000     30.000    2.47555    25.3074    2.00663           O198300200718 
    35.0000     32.000    2.61721    25.6973    1.52167           O198300200719 
    35.0000     34.000    2.76055    25.7377    1.85328           O198300200720 
    35.0000     36.000    2.90538    26.3456    1.72960           O198300200721 
    35.0000     38.000    3.05156    26.5625    1.61098           O198300200722 
    35.0000     40.000    3.19895    25.9655    1.69205           O198300200723 
    35.0000     42.000    3.34744    25.6364    1.78763           O198300200724 
    35.0000     44.000    3.49694    25.4077    1.59881           O198300200725 
    35.0000     46.000    3.64738    23.9844    1.50336           O198300200726 
    35.0000     48.000    3.79869    23.8216    1.53493           O198300200727 
    35.0000     50.000    3.95082    24.3644    1.50407           O198300200728 
    35.0000     52.000    4.10372    24.1481    1.38048           O198300200729 
    35.0000     54.000    4.25735    22.2553    1.63330           O198300200730 
    35.0000     56.000    4.41166    21.8822    1.87685           O198300200731 
    35.0000     58.000    4.56663    22.6975    1.57292           O198300200732 
    35.0000     60.000    4.72224    21.7463    1.40540           O198300200733 
    35.0000     62.000    4.87845    19.3696    1.22374           O198300200734 
    35.0000     64.000    5.03525    17.5451    1.04675           O198300200735 
    35.0000     66.000    5.19262    18.9560    1.26037           O198300200736 
    35.0000     68.000    5.35053    18.7859    1.22837           O198300200737 
    35.0000     70.000    5.50898    17.6503    1.29040           O198300200738 
    35.0000     72.000    5.66795    16.8481    0.99614           O198300200739 
    35.0000     74.000    5.82743    15.7801    1.30312           O198300200740 
    35.0000     76.000    5.98740    13.7627    0.98206           O198300200741 
    35.0000     78.000    6.14786    14.2088    0.92415           O198300200742 
    35.0000     80.000    6.30880    12.7509    0.82009           O198300200743 
    35.0000     82.000    6.47021    11.8046    1.07087           O198300200744 
    35.0000     84.000    6.63207    11.8189    0.84836           O198300200745 
    35.0000     86.000    6.79440    10.6716    0.73956           O198300200746 
    35.0000     88.000    6.95717    9.72054    0.65898           O198300200747 
    35.0000     90.000    7.12038    9.28609    0.69747           O198300200748 
    35.0000     92.000    7.28402    8.22357    0.60690           O198300200749 
    35.0000     94.000    7.44810    7.18909    0.51309           O198300200750 
    35.0000     96.000    7.61261    6.53858    0.49670           O198300200751 
    35.0000     98.000    7.77754    5.82111    0.42646           O198300200752 
    35.0000    100.000    7.94288    5.88551    0.42676           O198300200753 
    35.0000    102.000    8.10864    4.82646    0.39134           O198300200754 
    35.0000    104.000    8.27481    4.34249    0.34604           O198300200755 
    35.0000    106.000    8.44138    3.84522    0.30696           O198300200756 
    35.0000    108.000    8.60836    3.42672    0.29621           O198300200757 
    35.0000    110.000    8.77574    2.64535    0.23897           O198300200758 
    35.0000    112.000    8.94352    2.45541    0.22805           O198300200759 
    35.0000    114.000    9.11169    2.30125    0.21651           O198300200760 
    35.0000    116.000    9.28026    1.92733    0.19157           O198300200761 
    35.0000    118.000    9.44921    1.65660    0.17651           O198300200762 
    35.0000    120.000    9.61856    1.58357    0.16625           O198300200763 
    35.0000    122.000    9.78828    0.95447    0.12891           O198300200764 
    35.0000    124.000    9.95840    0.83883    0.11783           O198300200765 
    35.0000    126.000   10.12890    0.79695    0.11551           O198300200766 
    35.0000    128.000   10.29980    0.94789    0.12920           O198300200767 
    35.0000    130.000   10.47100    0.60421    0.09852           O198300200768 
    35.0000    132.000   10.64260    0.51827    0.09025           O198300200769 
    35.0000    134.000   10.81460    0.45832    0.08661           O198300200770 
    35.0000    136.000   10.98700    0.24498    0.06763           O198300200771 
    35.0000    138.000   11.15980    0.23319    0.05930           O198300200772 
    35.0000    140.000   11.33290    0.16867    0.05369           O198300200773 
    35.0000    142.000   11.50640    0.15897    0.04635           O198300200774 
    35.0000    144.000   11.68020    0.12830    0.04702           O198300200775 
    35.0000    146.000   11.85450    0.12689    0.04406           O198300200776 
    35.0000    148.000   12.02900    0.07660    0.03509           O198300200777 
    35.0000    150.000   12.20400    0.10708    0.04888           O198300200778 
    35.0000    152.000   12.37930    0.06344    0.03457           O198300200779 
    35.0000    154.000   12.55500    0.06191    0.03659           O198300200780 
    35.0000    158.000   12.90740    0.05309    0.03109           O198300200781 
    35.0000    160.000   13.08410    0.02527    0.02865           O198300200782 
    35.0000    162.000   13.26120    0.06529    0.02777           O198300200783 
    35.0000    164.000   13.43870    0.05525    0.02728           O198300200784 
    35.0000    166.000   13.61650    0.02553    0.01248           O198300200785 
    35.0000    168.000   13.79470    0.03518    0.03253           O198300200786 
    35.0000    170.000   13.97320    0.03027    0.03196           O198300200787 
    35.0000    172.000   14.15210    0.03090    0.02979           O198300200788 
    35.0000    174.000   14.33130    0.01699    0.01580           O198300200789 
    35.0000    178.000   14.69080    0.03091    0.03201           O198300200790 
    35.0000    180.000   14.87100    0.03507    0.04120           O198300200791 
    35.0000    182.000   15.05160    0.04367    0.02636           O198300200792 
    35.0000    188.000   15.59560    0.16664    0.08819           O198300200793 
    35.0000    190.000   15.77760    0.12443    0.07538           O198300200794 
    35.0000    194.000   16.14260    0.06370    0.06627           O198300200795 
    35.0000    196.000   16.32560    0.02307    0.01615           O198300200796 
    35.0000    198.000   16.50900    0.06481    0.06114           O198300200797 
    40.0000      0.000               0.74076                      O198300200798 
    40.0000      2.000    1.01093    9.66954    0.62656           O198300200799 
    40.0000      4.000    1.04315   11.50070    0.69769           O198300200800 
    40.0000      6.000    1.09491   13.46600    0.84883           O198300200801 
    40.0000      8.000    1.16377   16.21880    1.82895           O198300200802 
    40.0000     10.000    1.24702   17.57910    1.31963           O198300200803 
    40.0000     12.000    1.34212   18.36730    1.04686           O198300200804 
    40.0000     14.000    1.44685   20.34040    1.37677           O198300200805 
    40.0000     16.000    1.55938   19.50620    1.24701           O198300200806 
    40.0000     18.000    1.67825   21.76690    2.09797           O198300200807 
    40.0000     20.000    1.80229   22.40470    1.40057           O198300200808 
    40.0000     22.000    1.93061   23.00400    1.35185           O198300200809 
    40.0000     24.000    2.06248   23.29690    1.40712           O198300200810 
    40.0000     26.000    2.19734   24.69270    2.19067           O198300200811 
    40.0000     28.000    2.33476   23.95830    1.42729           O198300200812 
    40.0000     30.000    2.47437   25.42710    2.06798           O198300200813 
    40.0000     32.000    2.61589   25.39930    1.52694           O198300200814 
    40.0000     34.000    2.75909   24.78140    1.80336           O198300200815 
    40.0000     36.000    2.90378    25.0952    1.64731           O198300200816 
    40.0000     38.000    3.04980    24.9609    1.52882           O198300200817 
    40.0000     40.000    3.19704    23.8296    1.57149           O198300200818 
    40.0000     42.000    3.34537    23.6123    1.64769           O198300200819 
    40.0000     44.000    3.49471    22.2698    1.42519           O198300200820 
    40.0000     46.000    3.64498    22.4676    1.41620           O198300200821 
    40.0000     48.000    3.79612    21.0671    1.38933           O198300200822 
    40.0000     50.000    3.94807    21.4165    1.34070           O198300200823 
    40.0000     52.000    4.10079    21.6395    1.26072           O198300200824 
    40.0000     54.000    4.25423    20.5671    1.48272           O198300200825 
    40.0000     56.000    4.40835    19.0250    1.61482           O198300200826 
    40.0000     58.000    4.56313    18.4655    1.30443           O198300200827 
    40.0000     60.000    4.71854    18.3441    1.21576           O198300200828 
    40.0000     62.000    4.87455    16.5801    1.07110           O198300200829 
    40.0000     64.000    5.03115    15.4040    0.93829           O198300200830 
    40.0000     66.000    5.18830    14.4175    0.97489           O198300200831 
    40.0000     68.000    5.34600    14.1350    0.95432           O198300200832 
    40.0000     70.000    5.50423    13.6937    1.01705           O198300200833 
    40.0000     72.000    5.66298    12.1122    0.75597           O198300200834 
    40.0000     74.000    5.82224    11.4087    0.93273           O198300200835 
    40.0000     76.000    5.98198    11.3787    0.81538           O198300200836 
    40.0000     78.000    6.14221    10.0006    0.67377           O198300200837 
    40.0000     80.000    6.30291    9.10025    0.60967           O198300200838 
    40.0000     82.000    6.46408    8.66161    0.76687           O198300200839 
    40.0000     84.000    6.62570    7.97536    0.58016           O198300200840 
    40.0000     86.000    6.78778    6.78732    0.49066           O198300200841 
    40.0000     88.000    6.95030    5.81197    0.43163           O198300200842 
    40.0000     90.000    7.11325    5.52166    0.42815           O198300200843 
    40.0000     92.000    7.27664    5.50517    0.41721           O198300200844 
    40.0000     94.000    7.44046    4.39634    0.34988           O198300200845 
    40.0000     96.000    7.60470    3.95604    0.32760           O198300200846 
    40.0000     98.000    7.76936    3.23330    0.28421           O198300200847 
    40.0000    100.000    7.93443    2.53209    0.24552           O198300200848 
    40.0000    102.000    8.09991    2.35469    0.23270           O198300200849 
    40.0000    104.000    8.26580    2.70259    0.24981           O198300200850 
    40.0000    106.000    8.43209    1.87989    0.21900           O198300200851 
    40.0000    108.000    8.59878    1.76860    0.19760           O198300200852 
    40.0000    110.000    8.76587    1.43933    0.17806           O198300200853 
    40.0000    112.000    8.93335    0.90101    0.13567           O198300200854 
    40.0000    114.000    9.10123    0.85315    0.13819           O198300200855 
    40.0000    116.000    9.26949    0.69242    0.11749           O198300200856 
    40.0000    118.000    9.43814    0.67179    0.13297           O198300200857 
    40.0000    120.000    9.60718    0.52687    0.11135           O198300200858 
    40.0000    122.000    9.77660    0.44962    0.09613           O198300200859 
    40.0000    124.000    9.94639    0.35548    0.09200           O198300200860 
    40.0000    126.000   10.11660    0.15755    0.06097           O198300200861 
    40.0000    128.000   10.28710    0.25151    0.08801           O198300200862 
    40.0000    130.000   10.45800    0.14657    0.05869           O198300200863 
    40.0000    132.000   10.62930    0.11439    0.04837           O198300200864 
    40.0000    134.000   10.80100    0.03716    0.02224           O198300200865 
    40.0000    136.000   10.97310    0.03342    0.02220           O198300200866 
    40.0000    138.000   11.14550    0.02048    0.01465           O198300200867 
    40.0000    140.000   11.31820    0.03981    0.02313           O198300200868 
    40.0000    142.000   11.49140    0.02622    0.01556           O198300200869 
    40.0000    144.000   11.66490    0.00930    0.00871           O198300200870 
    40.0000    146.000   11.83870    0.00311    0.00286           O198300200871 
    40.0000    148.000   12.01300    0.01641    0.01284           O198300200872 
    40.0000    150.000   12.18760    0.04180    0.02309           O198300200873 
    40.0000    152.000   12.36250    0.01198    0.00879           O198300200874 
    40.0000    154.000   12.53780    0.01322    0.01105           O198300200875 
    40.0000    156.000   12.71350    0.00718    0.00715           O198300200876 
    40.0000    158.000   12.88950    0.01977    0.01684           O198300200877 
    40.0000    160.000   13.06590    0.00821    0.00550           O198300200878 
    40.0000    162.000   13.24260    0.02044    0.02146           O198300200879 
    40.0000    170.000   13.95300    0.03775    0.02917           O198300200880 
    40.0000    176.000   14.48940    0.03074    0.02375           O198300200881 
    40.0000    178.000   14.66890    0.01218    0.01417           O198300200882 
    40.0000    180.000   14.84880    0.09738    0.04177           O198300200883 
    40.0000    182.000   15.02900    0.00282    0.00260           O198300200884 
    40.0000    184.000   15.20950    0.15013    0.06996           O198300200885 
    40.0000    188.000   15.57160    0.00067    0.00039           O198300200886 
    40.0000    190.000   15.75320    0.04155    0.02270           O198300200887 
    45.0000      0.000               0.15710                      O198300200888 
    45.0000      2.000    1.01094    9.41116    0.61644           O198300200889 
    45.0000      4.000    1.04318    12.0119    0.73204           O198300200890 
    45.0000      6.000    1.09502    13.7264    0.86967           O198300200891 
    45.0000      8.000    1.16399    15.8016    1.81053           O198300200892 
    45.0000     10.000    1.24743    17.6609    1.35629           O198300200893 
    45.0000     12.000    1.34277    17.7251    1.02432           O198300200894 
    45.0000     14.000    1.44780    19.0973    1.30484           O198300200895 
    45.0000     16.000    1.56068    18.7932    1.21869           O198300200896 
    45.0000     18.000    1.67996    22.0180    2.17922           O198300200897 
    45.0000     20.000    1.80447    20.3927    1.28224           O198300200898 
    45.0000     22.000    1.93331    21.5547    1.27537           O198300200899 
    45.0000     24.000    2.06575    21.7510    1.31102           O198300200900 
    45.0000     26.000    2.20124    22.3332    1.98575           O198300200901 
    45.0000     28.000    2.33932    21.8535    1.32268           O198300200902 
    45.0000     30.000    2.47965    22.7436    1.91897           O198300200903 
    45.0000     32.000    2.62194    22.6217    1.37491           O198300200904 
    45.0000     34.000    2.76596    20.7240    1.52460           O198300200905 
    45.0000     36.000    2.91152    22.0302    1.45096           O198300200906 
    45.0000     38.000    3.05845    21.5752    1.33135           O198300200907 
    45.0000     40.000    3.20664    20.8899    1.39806           O198300200908 
    45.0000     42.000    3.35598    20.2256    1.41386           O198300200909 
    45.0000     44.000    3.50637    19.5539    1.26056           O198300200910 
    45.0000     46.000    3.65775    18.9576    1.20410           O198300200911 
    45.0000     48.000    3.81003    17.2333    1.15043           O198300200912 
    45.0000     50.000    3.96317    17.2786    1.09457           O198300200913 
    45.0000     52.000    4.11713    16.8465    1.00903           O198300200914 
    45.0000     54.000    4.27185    16.1832    1.12395           O198300200915 
    45.0000     56.000    4.42730    14.6994    1.22149           O198300200916 
    45.0000     58.000    4.58345    13.0433    0.91265           O198300200917 
    45.0000     60.000    4.74027    14.3902    0.95478           O198300200918 
    45.0000     62.000    4.89774    12.0250    0.79743           O198300200919 
    45.0000     64.000    5.05584    10.6962    0.69342           O198300200920 
    45.0000     66.000    5.21455     9.7742    0.66619           O198300200921 
    45.0000     68.000    5.37384     8.8629    0.61994           O198300200922 
    45.0000     70.000    5.53371     8.8906    0.66639           O198300200923 
    45.0000     72.000    5.69413    7.80760    0.56929           O198300200924 
    45.0000     74.000    5.85511    8.17494    0.60559           O198300200925 
    45.0000     76.000    6.01662    6.23095    0.46382           O198300200926 
    45.0000     78.000    6.17866    6.18109    0.45444           O198300200927 
    45.0000     80.000    6.34121    4.74492    0.38999           O198300200928 
    45.0000     82.000    6.50427    5.02087    0.39570           O198300200929 
    45.0000     84.000    6.66783    4.15405    0.34398           O198300200930 
    45.0000     86.000    6.83188    3.78599    0.33124           O198300200931 
    45.0000     88.000    6.99642    3.36686    0.31010           O198300200932 
    45.0000     90.000    7.16144    2.36902    0.25434           O198300200933 
    45.0000     92.000    7.32694    2.38110    0.26193           O198300200934 
    45.0000     94.000    7.49290    1.92230    0.23906           O198300200935 
    45.0000     96.000    7.65932    1.65959    0.22116           O198300200936 
    45.0000     98.000    7.82621    1.21897    0.18844           O198300200937 
    45.0000    100.000    7.99355    1.27224    0.22350           O198300200938 
    45.0000    102.000    8.16134    0.99832    0.17484           O198300200939 
    45.0000    104.000    8.32958    0.68037    0.14174           O198300200940 
    45.0000    106.000    8.49827    0.67299    0.17845           O198300200941 
    45.0000    108.000    8.66739    0.49684    0.14358           O198300200942 
    45.0000    110.000    8.83696    0.39498    0.12046           O198300200943 
    45.0000    112.000    9.00695    0.24152    0.08238           O198300200944 
    45.0000    114.000    9.17738    0.19565    0.07287           O198300200945 
    45.0000    116.000    9.34824    0.16275    0.06318           O198300200946 
    45.0000    118.000    9.51952    0.11369    0.05195           O198300200947 
    45.0000    120.000    9.69123    0.08669    0.04236           O198300200948 
    45.0000    122.000    9.86336    0.04282    0.02285           O198300200949 
    45.0000    124.000   10.03590    0.06728    0.03339           O198300200950 
    45.0000    126.000   10.20890    0.04045    0.02361           O198300200951 
    45.0000    128.000   10.38230    0.03193    0.01920           O198300200952 
    45.0000    130.000   10.55610    0.02148    0.01327           O198300200953 
    45.0000    132.000   10.73030    0.00958    0.00670           O198300200954 
    45.0000    134.000   10.90490    0.00449    0.00378           O198300200955 
    45.0000    136.000   11.07990    0.00905    0.00599           O198300200956 
    45.0000    138.000   11.25530    0.00470    0.00322           O198300200957 
    45.0000    140.000   11.43120    0.00102    0.00108           O198300200958 
    45.0000    144.000   11.78410    0.00555    0.00429           O198300200959 
    45.0000    146.000   11.96110    0.00787    0.00574           O198300200960 
    45.0000    150.000   12.31640    0.00477    0.00409           O198300200961 
    45.0000    154.000   12.67330    0.01577    0.01313           O198300200962 
    45.0000    158.000   13.03170    0.01667    0.01535           O198300200963 
    45.0000    164.000   13.57230    0.03770    0.03140           O198300200964 
    45.0000    166.000   13.75330    0.03618    0.02796           O198300200965 
    45.0000    168.000   13.93460    0.00696    0.00701           O198300200966 
    45.0000    174.000   14.48100    0.02811    0.03205           O198300200967 
    45.0000    176.000   14.66390    0.03986    0.02117           O198300200968 
    45.0000    178.000   14.84720    0.07152    0.03799           O198300200969 
    45.0000    184.000   15.39930    0.08560    0.06669           O198300200970 
    45.0000    192.000   16.14080    0.03362    0.05429           O198300200971 
    45.0000    194.000   16.32710    0.05473    0.03053           O198300200972 
    45.0000    196.000   16.51370    0.09438    0.06661           O198300200973 
    45.0000    198.000   16.70080    0.00781    0.01344           O198300200974 
    50.0000      2.000    1.01095    8.40243    0.54949           O198300200975 
    50.0000      4.000    1.04323    11.0647    0.68437           O198300200976 
    50.0000      6.000    1.09513    13.2364    0.84329           O198300200977 
    50.0000      8.000    1.16422    15.3396    1.82889           O198300200978 
    50.0000     10.000    1.24780    17.0832    1.32057           O198300200979 
    50.0000     12.000    1.34331    16.4159    0.96187           O198300200980 
    50.0000     14.000    1.44854    18.0089    1.27631           O198300200981 
    50.0000     16.000    1.56166    17.7895    1.17809           O198300200982 
    50.0000     18.000    1.68118    17.8643    1.83237           O198300200983 
    50.0000     20.000    1.80596    18.3781    1.16213           O198300200984 
    50.0000     22.000    1.93507    19.6908    1.17497           O198300200985 
    50.0000     24.000    2.06781    19.0448    1.16179           O198300200986 
    50.0000     26.000    2.20361    19.1370    1.70806           O198300200987 
    50.0000     28.000    2.34202    18.6401    1.13863           O198300200988 
    50.0000     30.000    2.48269    19.1431    1.62667           O198300200989 
    50.0000     32.000    2.62534    17.5882    1.08570           O198300200990 
    50.0000     34.000    2.76972    16.7372    1.24355           O198300200991 
    50.0000     36.000    2.91565    16.8808    1.11730           O198300200992 
    50.0000     38.000    3.06298    17.7032    1.11039           O198300200993 
    50.0000     40.000    3.21157    16.4081    1.09900           O198300200994 
    50.0000     42.000    3.36132    16.1062    1.08120           O198300200995 
    50.0000     44.000    3.51214    14.6524    0.95588           O198300200996 
    50.0000     46.000    3.66395    13.6894    0.88653           O198300200997 
    50.0000     48.000    3.81668    12.4594    0.85663           O198300200998 
    50.0000     50.000    3.97028    11.9664    0.77815           O198300200999 
    50.0000     52.000    4.12470    11.6208    0.74358           O198300201000 
    50.0000     54.000    4.27990    10.9073    0.72712           O198300201001 
    50.0000     56.000    4.43584    9.99472    0.76683           O198300201002 
    50.0000     58.000    4.59250    9.14374    0.63369           O198300201003 
    50.0000     60.000    4.74983    8.83567    0.60895           O198300201004 
    50.0000     62.000    4.90783    6.70012    0.48856           O198300201005 
    50.0000     64.000    5.06646    6.20169    0.48939           O198300201006 
    50.0000     66.000    5.22571    6.27403    0.47742           O198300201007 
    50.0000     68.000    5.38555    5.93188    0.45534           O198300201008 
    50.0000     70.000    5.54599    4.50858    0.36582           O198300201009 
    50.0000     72.000    5.70699    3.86032    0.45782           O198300201010 
    50.0000     74.000    5.86855    3.91701    0.38160           O198300201011 
    50.0000     76.000    6.03065    3.16026    0.33489           O198300201012 
    50.0000     78.000    6.19329    2.87120    0.34803           O198300201013 
    50.0000     80.000    6.35646    2.20274    0.33918           O198300201014 
    50.0000     82.000    6.52015    1.88962    0.29651           O198300201015 
    50.0000     84.000    6.68434    1.62560    0.26562           O198300201016 
    50.0000     86.000    6.84904    1.34021    0.25375           O198300201017 
    50.0000     88.000    7.01424    1.22003    0.25491           O198300201018 
    50.0000     90.000    7.17992    0.86387    0.21607           O198300201019 
    50.0000     92.000    7.34609    0.57757    0.16181           O198300201020 
    50.0000     94.000    7.51273    0.54456    0.16495           O198300201021 
    50.0000     96.000    7.67985    0.36800    0.12326           O198300201022 
    50.0000     98.000    7.84744    0.28197    0.10486           O198300201023 
    50.0000    100.000    8.01550    0.24697    0.10414           O198300201024 
    50.0000    102.000    8.18401    0.14638    0.06610           O198300201025 
    50.0000    104.000    8.35299    0.10366    0.04775           O198300201026 
    50.0000    106.000    8.52241    0.09035    0.04636           O198300201027 
    50.0000    108.000    8.69229    0.06927    0.03656           O198300201028 
    50.0000    110.000    8.86261    0.04565    0.02500           O198300201029 
    50.0000    112.000    9.03338    0.04711    0.02497           O198300201030 
    50.0000    114.000    9.20459    0.02214    0.01343           O198300201031 
    50.0000    116.000    9.37624    0.01698    0.01012           O198300201032 
    50.0000    118.000    9.54832    0.01091    0.00640           O198300201033 
    50.0000    122.000    9.89379    0.00657    0.00426           O198300201034 
    50.0000    124.000   10.06720    0.00409    0.00284           O198300201035 
    50.0000    126.000   10.24100    0.00136    0.00089           O198300201036 
    50.0000    128.000   10.41520    0.00071    0.00055           O198300201037 
    50.0000    130.000   10.58980    3.61533    0.00003           O198300201038 
    50.0000    132.000   10.76490    0.00071    0.00054           O198300201039 
    50.0000    134.000   10.94040    0.00037    0.00030           O198300201040 
    50.0000    136.000   11.11630    0.00038    0.00027           O198300201041 
    50.0000    140.000   11.46940    0.00037    0.00028           O198300201042 
