ENTRY            O1983   20100924                             O049O198300000001 
SUBENT        O1983001   20100924                             O049O198300100001 
BIB                 12         34                                 O198300100002 
TITLE      Quasi-stellar neutrons from the Li-7(p,n)Be-7 reaction O198300100003 
           with an energy-broadened proton beam.                  O198300100004 
AUTHOR     (G.Feinberg, M.Friedman, A.Krasa, A.Shor, Y.Eisen,     O198300100005 
           D.Berkovits, D.Cohen, G.Giorginis, T.Hirsh, M.Paul,    O198300100006 
           A.J.M.Plompen, E.Tsuk)                                 O198300100007 
INSTITUTE  (3ISLSOR)                                              O198300100008 
           (3ISLHEB)                                              O198300100009 
           (2ZZZGEL)                                              O198300100010 
REFERENCE  (J,PR/C,85,055810,2012)                                O198300100011 
           (J,JP/CS,337,012044,2012) prelim.results               O198300100012 
REL-REF    (I,23114001,C.Sage+,J,PR/C,81,064604,2010)             O198300100013 
FACILITY   (VDGT,2ZZZGEL) 7-MV Van de Graaff accelerator at IRMM  O198300100014 
DETECTOR   (GLASD) Schematic of the 6Li-glass detector -          O198300100015 
           aluminum can-0.6-mm thick, Si rubber-1 mm,             O198300100016 
           Teflon layer- 0.25 mm,  6Li glass- 25.4 mm             O198300100017 
METHOD     (TOF)                                                  O198300100018 
SAMPLE     LiF targets of 6-mm diameter were prepared by          O198300100019 
           evaporation on a 1-mm thick Cu disk, 40.7 mm in        O198300100020 
           diameter. The LiF layer thickness was determined by    O198300100021 
           weighing to be in the range of 1 to 2 mg/cm**2. A      O198300100022 
           gold foil nominally 2-mum thick was used as an energy  O198300100023 
           degrader. The foil was glued on a copper ring placing  O198300100024 
           it 1 mm upstream of the LiF layer to minimize          O198300100025 
           transverse beam growth by the scattering in the gold   O198300100026 
           foil.                                                  O198300100027 
ANALYSIS    Authors use the term "broad-energy proton beam" for   O198300100028 
           protons that impinge on the LiF target after a gold    O198300100029 
           degrader foil in case of an incident energy of         O198300100030 
           2096.5 keV before the degrader and use the term        O198300100031 
            "narrow-energy proton beam" for a proton beam of      O198300100032 
           1912 keV directly from the Van de Graaff accelerator.  O198300100033 
STATUS     (TABLE).Table data were received from Dr.G.Feinberg    O198300100034 
           26.07.2012.                                            O198300100035 
HISTORY    (20120731C) s.b.                                       O198300100036 
ENDBIB              34          0                                 O198300100037 
NOCOMMON             0          0                                 O198300100038 
ENDSUBENT           37          0                                 O198300199999 
SUBENT        O1983002   20120821                             O049O198300200001 
BIB                  2          3                                 O198300200002 
REACTION   (3-LI-7(P,N)4-BE-7,,DA/DE,,REL)                        O198300200003 
           broad-energy proton beam                               O198300200004 
EN-SEC     (E,N)                                                  O198300200005 
ENDBIB               3          0                                 O198300200006 
COMMON               1          3                                 O198300200007 
EN                                                                O198300200008 
KEV                                                               O198300200009 
2096.5                                                            O198300200010 
ENDCOMMON            3          0                                 O198300200011 
DATA                 5       1419                                 O198300200012 
ANG        E          E-ERR      DATA       DATA-ERR              O198300200013 
    15.0000     98.000    7.78703   10.46670    0.64819           O198300200360 
    15.0000    100.000    7.95269   10.00270    0.61146           O198300200361 
    15.0000    102.000    8.11877    9.73363    0.65273           O198300200362 
    15.0000    104.000    8.28526    9.67728    0.63800           O198300200363 
    15.0000    106.000    8.45217    8.86529    0.53706           O198300200364 
    15.0000    108.000    8.61948    7.78564    0.57673           O198300200365 
    15.0000    110.000    8.78720    7.16376    0.48683           O198300200366 
    15.0000    112.000    8.95532    6.91000    0.45587           O198300200367 
    15.0000    114.000    9.12384    6.04404    0.38836           O198300200368 
    15.0000    116.000    9.29275    5.71987    0.37059           O198300200369 
    15.0000    118.000    9.46206    5.60209    0.38438           O198300200370 
    15.0000    120.000    9.63176    5.04814    0.34809           O198300200371 
    15.0000    122.000    9.80186    4.93016    0.32475           O198300200372 
    15.0000    124.000    9.97233    4.21010    0.32074           O198300200373 
    15.0000    126.000   10.14320    3.99997    0.27849           O198300200374 
    15.0000    128.000   10.31440    4.14260    0.30935           O198300200375 
    15.0000    130.000   10.48610    2.84087    0.21303           O198300200376 
    15.0000    132.000   10.65810    2.75508    0.20376           O198300200377 
    15.0000    134.000   10.83050    2.31128    0.17665           O198300200378 
    15.0000    136.000   11.00320    2.16046    0.18537           O198300200379 
    15.0000    138.000   11.17640    1.82233    0.15901           O198300200380 
    15.0000    140.000   11.34990    1.60576    0.13525           O198300200381 
    15.0000    142.000   11.52380    1.62294    0.14140           O198300200382 
    15.0000    144.000   11.69810    1.35957    0.12037           O198300200383 
    15.0000    146.000   11.87270    1.31575    0.11336           O198300200384 
    15.0000    148.000   12.04770    0.96839    0.09150           O198300200385 
    15.0000    150.000   12.22310    1.02155    0.09642           O198300200386 
    15.0000    152.000   12.39880    0.61656    0.06808           O198300200387 
    15.0000    154.000   12.57490    0.53583    0.06133           O198300200388 
    15.0000    156.000   12.75130    0.53531    0.06347           O198300200389 
    15.0000    158.000   12.92820    0.41068    0.05038           O198300200390 
    15.0000    160.000   13.10540    0.41788    0.05287           O198300200391 
    15.0000    162.000   13.28290    0.34054    0.04506           O198300200392 
    15.0000    164.000   13.46080    0.22638    0.03835           O198300200393 
    15.0000    166.000   13.63910    0.28869    0.04082           O198300200394 
    15.0000    168.000   13.81770    0.20044    0.03548           O198300200395 
    15.0000    170.000   13.99670    0.14334    0.03124           O198300200396 
    15.0000    172.000   14.17600    0.15701    0.03240           O198300200397 
    15.0000    174.000   14.35570    0.13899    0.03151           O198300200398 
    15.0000    176.000   14.53570    0.08506    0.02787           O198300200399 
    15.0000    178.000   14.71610    0.14433    0.03333           O198300200400 
    15.0000    180.000   14.89690    0.08339    0.02994           O198300200401 
    15.0000    182.000   15.07800    0.10563    0.03038           O198300200402 
    15.0000    184.000   15.25940    0.16003    0.04280           O198300200403 
    15.0000    186.000   15.44120    0.16762    0.04581           O198300200404 
    15.0000    188.000   15.62340    0.18212    0.06138           O198300200405 
    15.0000    190.000   15.80580    0.08399    0.03616           O198300200406 
    15.0000    192.000   15.98870    0.02775    0.02324           O198300200407 
    15.0000    194.000   16.17190    0.06797    0.03610           O198300200408 
    15.0000    196.000   16.35540    0.08928    0.04741           O198300200409 
    15.0000    198.000   16.53930    0.04317    0.02504           O198300200410 
    20.0000      2.000    1.01093    4.09037    0.26381           O198300200411 
    20.0000      4.000    1.04314    7.43256    0.43886           O198300200412 
    20.0000      6.000    1.09490    9.21190    0.55665           O198300200413 
    20.0000      8.000    1.16374   10.79530    1.14165           O198300200414 
    20.0000     10.000    1.24697   12.63580    0.91293           O198300200415 
    20.0000     12.000    1.34204   13.49140    0.74863           O198300200416 
    20.0000     14.000    1.44675   14.93720    0.94548           O198300200417 
    20.0000     16.000    1.55925   15.85980    0.97562           O198300200418 
    20.0000     18.000    1.67808   17.27150    1.57360           O198300200419 
    20.0000     20.000    1.80209   18.76210    1.13003           O198300200420 
    20.0000     22.000    1.93036   19.54240    1.13187           O198300200421 
    20.0000     24.000    2.06219   20.55460    1.20874           O198300200422 
    20.0000     26.000    2.19702   22.17680    1.82532           O198300200423 
    20.0000     28.000    2.33439   21.70420    1.25766           O198300200424 
    20.0000     30.000    2.47395   22.49150    1.70661           O198300200425 
    20.0000     32.000    2.61542   23.98530    1.39463           O198300200426 
    20.0000     34.000    2.75857   23.41010    1.62467           O198300200427 
    20.0000     36.000    2.90321   23.77290    1.51850           O198300200428 
    20.0000     38.000    3.04918   24.85940    1.47721           O198300200429 
    20.0000     40.000    3.19636   23.25370    1.45550           O198300200430 
    20.0000     42.000    3.34464   23.82160    1.62064           O198300200431 
    20.0000     44.000    3.49392   24.56350    1.50272           O198300200432 
    20.0000     46.000    3.64413   22.83140    1.37612           O198300200433 
    20.0000     48.000    3.79521   23.39200    1.44738           O198300200434 
    20.0000     50.000    3.94710   24.29270    1.45408           O198300200435 
    20.0000     52.000    4.09975   23.96400    1.33318           O198300200436 
    20.0000     54.000    4.25312   23.26810    1.63992           O198300200437 
    20.0000     56.000    4.40718   22.05000    1.78228           O198300200438 
    20.0000     58.000    4.56190   22.98690    1.54163           O198300200439 
    20.0000     60.000    4.71723   22.59850    1.40866           O198300200440 
    20.0000     62.000    4.87317   21.14870    1.28864           O198300200441 
    20.0000     64.000    5.02970   20.41660    1.16761           O198300200442 
    20.0000     66.000    5.18678   19.89070    1.28160           O198300200443 
    20.0000     68.000    5.34440   20.14640    1.26498           O198300200444 
    20.0000     70.000    5.50256   19.60080    1.36015           O198300200445 
    20.0000     72.000    5.66123   20.47070    1.15720           O198300200446 
    20.0000     74.000    5.82040   18.77110    1.50820           O198300200447 
    20.0000     76.000    5.98007   18.33320    1.25646           O198300200448 
    20.0000     78.000    6.14021   17.75230    1.09339           O198300200449 
    20.0000     80.000    6.30083   16.95740    1.02637           O198300200450 
    20.0000     82.000    6.46192   16.99030    1.50235           O198300200451 
    20.0000     84.000    6.62345   16.02980    1.08341           O198300200452 
    20.0000     86.000    6.78544   15.66490    1.02056           O198300200453 
    20.0000     88.000    6.94787   14.93940    0.92826           O198300200454 
    20.0000     90.000    7.11074   15.09650    1.07243           O198300200455 
    20.0000     92.000    7.27404   13.82250    0.94478           O198300200456 
    20.0000     94.000    7.43776   13.19590    0.82559           O198300200457 
    20.0000     96.000    7.60191   12.18870    0.82481           O198300200458 
    20.0000     98.000    7.76647   11.30940    0.71039           O198300200459 
    20.0000    100.000    7.93145   10.82340    0.67374           O198300200460 
    20.0000    102.000    8.09683   11.05340    0.75818           O198300200461 
    20.0000    104.000    8.26262   10.41360    0.70092           O198300200462 
    20.0000    106.000    8.42881    9.39641    0.58365           O198300200463 
    20.0000    108.000    8.59540    8.39976    0.63907           O198300200464 
    20.0000    110.000    8.76239    7.67644    0.53226           O198300200465 
    20.0000    112.000    8.92977    6.83392    0.47024           O198300200466 
    20.0000    114.000    9.09754    6.29587    0.41842           O198300200467 
    20.0000    116.000    9.26570    6.12389    0.40798           O198300200468 
    20.0000    118.000    9.43424    5.30147    0.37297           O198300200469 
    20.0000    120.000    9.60317    4.80780    0.35284           O198300200470 
    20.0000    122.000    9.77247    4.76141    0.32776           O198300200471 
    20.0000    124.000    9.94216    4.10137    0.32530           O198300200472 
    20.0000    126.000   10.11220    3.92181    0.28459           O198300200473 
    20.0000    128.000   10.28270    3.77265    0.29230           O198300200474 
    20.0000    130.000   10.45350    2.59098    0.20752           O198300200475 
    20.0000    132.000   10.62470    2.44951    0.19819           O198300200476 
    20.0000    134.000   10.79620    2.02653    0.17418           O198300200477 
    20.0000    136.000   10.96810    1.81685    0.16857           O198300200478 
    20.0000    138.000   11.14040    1.55898    0.14849           O198300200479 
    20.0000    140.000   11.31310    1.41904    0.13357           O198300200480 
    20.0000    142.000   11.48610    1.31159    0.13282           O198300200481 
    20.0000    144.000   11.65950    1.13939    0.11521           O198300200482 
    20.0000    146.000   11.83320    0.90417    0.09756           O198300200483 
    20.0000    148.000   12.00730    0.84324    0.09105           O198300200484 
    20.0000    150.000   12.18180    0.78982    0.08991           O198300200485 
    20.0000    152.000   12.35660    0.60896    0.07709           O198300200486 
    20.0000    154.000   12.53180    0.45320    0.06238           O198300200487 
    20.0000    156.000   12.70730    0.44023    0.06328           O198300200488 
    20.0000    158.000   12.88320    0.43750    0.06214           O198300200489 
    20.0000    160.000   13.05940    0.41672    0.06170           O198300200490 
    20.0000    162.000   13.23600    0.22401    0.04417           O198300200491 
    20.0000    164.000   13.41290    0.24908    0.04769           O198300200492 
    20.0000    166.000   13.59020    0.23463    0.04422           O198300200493 
    20.0000    168.000   13.76790    0.16603    0.04087           O198300200494 
    20.0000    170.000   13.94580    0.08538    0.03369           O198300200495 
    20.0000    172.000   14.12420    0.07093    0.02711           O198300200496 
    20.0000    174.000   14.30290    0.11167    0.03716           O198300200497 
    20.0000    176.000   14.48190    0.09304    0.05694           O198300200498 
    20.0000    178.000   14.66120    0.07347    0.03541           O198300200499 
    20.0000    180.000   14.84100    0.10340    0.03650           O198300200500 
    20.0000    182.000   15.02100    0.03473    0.02379           O198300200501 
    20.0000    184.000   15.20140    0.20060    0.05973           O198300200502 
    20.0000    186.000   15.38210    0.16105    0.05538           O198300200503 
    20.0000    188.000   15.56320    0.13506    0.05884           O198300200504 
    20.0000    190.000   15.74460    0.03121    0.02102           O198300200505 
    20.0000    194.000   16.10850    0.06036    0.03607           O198300200506 
    20.0000    196.000   16.29090    0.00215    0.00107           O198300200507 
    20.0000    198.000   16.47370    0.02111    0.02581           O198300200508 
    25.0000      2.000    1.01093    4.90409    0.30958           O198300200509 
    25.0000      4.000    1.04314    8.66308    0.51257           O198300200510 
    25.0000      6.000    1.09490    10.8958    0.65041           O198300200511 
    25.0000      8.000    1.16374    13.3522    1.40362           O198300200512 
    25.0000     10.000    1.24698    14.7829    1.08319           O198300200513 
    25.0000     12.000    1.34206    15.4655    0.86166           O198300200514 
    25.0000     14.000    1.44677    17.1845    1.11513           O198300200515 
    25.0000     16.000    1.55927    18.2000    1.13109           O198300200516 
    25.0000     18.000    1.67811    19.5583    1.78583           O198300200517 
    25.0000     20.000    1.80213    20.1032    1.22280           O198300200518 
    25.0000     22.000    1.93041    21.4096    1.24193           O198300200519 
    25.0000     24.000    2.06225    22.5327    1.33138           O198300200520 
    25.0000     26.000    2.19708    23.5262    1.99285           O198300200521 
    25.0000     28.000    2.33446    23.5445    1.37058           O198300200522 
    25.0000     30.000    2.47403    24.2189    1.84395           O198300200523 
    25.0000     32.000    2.61551    25.3581    1.47688           O198300200524 
    25.0000     34.000    2.75867    25.1852    1.75610           O198300200525 
    25.0000     36.000    2.90332    25.3134    1.62751           O198300200526 
    25.0000     38.000    3.04930    25.8694    1.53082           O198300200527 
    25.0000     40.000    3.19649    24.8433    1.57972           O198300200528 
    25.0000     42.000    3.34477    25.3203    1.74658           O198300200529 
    25.0000     44.000    3.49407    25.6533    1.57258           O198300200530 
    25.0000     46.000    3.64429    25.0179    1.51600           O198300200531 
    25.0000     48.000    3.79538    24.9084    1.56354           O198300200532 
    25.0000     50.000    3.94728    25.0908    1.51824           O198300200533 
    25.0000     52.000    4.09995    25.6159    1.43816           O198300200534 
    25.0000     54.000    4.25333    25.2615    1.79282           O198300200535 
    25.0000     56.000    4.40741    23.4108    1.92744           O198300200536 
    25.0000     58.000    4.56213    24.5457    1.65886           O198300200537 
    25.0000     60.000    4.71748    23.3718    1.46522           O198300200538 
    25.0000     62.000    4.87344    22.1424    1.36001           O198300200539 
    25.0000     64.000    5.02997    20.8644    1.20713           O198300200540 
    25.0000     66.000    5.18707    20.9452    1.36089           O198300200541 
    25.0000     68.000    5.34471    20.1354    1.29157           O198300200542 
    25.0000     70.000    5.50288    20.9607    1.48201           O198300200543 
    25.0000     72.000    5.66156    20.3953    1.16657           O198300200544 
    25.0000     74.000    5.82075    19.1629    1.56711           O198300200545 
    25.0000     76.000    5.98043    19.5600    1.34957           O198300200546 
    25.0000     78.000    6.14059    18.0271    1.12359           O198300200547 
    25.0000     80.000    6.30123    17.4615    1.07233           O198300200548 
    25.0000     82.000    6.46233    15.5649    1.41635           O198300200549 
    25.0000     84.000    6.62388    16.0156    1.10301           O198300200550 
    25.0000     86.000    6.78589    15.0056    0.99209           O198300200551 
    25.0000     88.000    6.94833    14.2705    0.90348           O198300200552 
    25.0000     90.000    7.11122    13.9493    1.00796           O198300200553 
    25.0000     92.000    7.27453    14.0516    0.97729           O198300200554 
    25.0000     94.000    7.43828    12.8304    0.82601           O198300200555 
    25.0000     96.000    7.60244    10.7216    0.74820           O198300200556 
    25.0000     98.000    7.76702    10.7457    0.69422           O198300200557 
    25.0000    100.000    7.93201     9.7173    0.62624           O198300200558 
    25.0000    102.000    8.09742     9.6701    0.67822           O198300200559 
    25.0000    104.000    8.26323     9.2564    0.64036           O198300200560 
    25.0000    106.000    8.42944     7.2781    0.47582           O198300200561 
    25.0000    108.000    8.59605    7.41514    0.57824           O198300200562 
    25.0000    110.000    8.76305    7.02327    0.50343           O198300200563 
    25.0000    112.000    8.93045    5.75643    0.41468           O198300200564 
    25.0000    114.000    9.09824    5.51446    0.38642           O198300200565 
    25.0000    116.000    9.26642    4.58396    0.33242           O198300200566 
    25.0000    118.000    9.43498    4.43842    0.33838           O198300200567 
    25.0000    120.000    9.60393    4.21856    0.32364           O198300200568 
