ENTRY            O1690   20081111                             O037O169000000001 
SUBENT        O1690001   20081111                             O037O169000100001 
BIB                 14         31                                 O169000100002 
TITLE      O-16 and F-19 induced multi-nucleon transfer reaction  O169000100003 
           in light nuclei.                                       O169000100004 
AUTHOR     (U.C.Schlotthauer-Voos,R.Bock, H.G.Bohlen,             O169000100005 
           H.H.Gutbrod, W.Von Oertzen)                            O169000100006 
INSTITUTE  (2GERMPH)                                              O169000100007 
           (2GERMBG)                                              O169000100008 
REFERENCE  (J,NP/A,186,225,1972)                                  O169000100009 
           (J,NP/A,180,385,1972) It is O1689 and data for         O169000100010 
           B-11(O-16,N-15)C-12 AT 60 MeV(fig.9 main reference)    O169000100011 
FACILITY   (VDGT,2GERMPH) EN and MP Tandem Van de Graaff          O169000100012 
           accelerator.                                           O169000100013 
METHOD     (BCINT)                                                O169000100014 
           (EDE)                                                  O169000100015 
SAMPLE     The targets of about 80 mug/cm**2 thickness were used. O169000100016 
DETECTOR   (TELES,PROPC,SIBAR) The reaction products were analysedO169000100017 
           by the usual delta-E/E technique, the delta-E detector O169000100018 
           being a gas-filled proportional counter, the E-detectorO169000100019 
           a silicon surface barrier counter.                     O169000100020 
INC-SOURCE *EN-RSL*.The total energy resolution was 150-200 keV   O169000100021 
           for light reaction products as Li and C and about      O169000100022 
            400 keV for heavy elements as F and Ne.               O169000100023 
COMMENT    *By authors*.The absolute cross sections were obtained O169000100024 
           by normalizing the elastic scattering data to the      O169000100025 
           Rutherford scattering measured at lower energies with  O169000100026 
           the same experimental arrangement.                     O169000100027 
STATUS     (CURVE).By Cajad.                                      O169000100028 
ADD-RES    (COMP).DWBA analysis.                                  O169000100029 
ERR-ANALYS  The error in the absolute cross section is about      O169000100030 
            +-10% for higher energies and about +-15% for the low O169000100031 
            energy data.                                          O169000100032 
HISTORY    (20081111C) SB                                         O169000100033 
ENDBIB              31          0                                 O169000100034 
COMMON               1          3                                 O169000100035 
EN-RSL                                                            O169000100036 
KEV                                                               O169000100037 
400.                                                              O169000100038 
ENDCOMMON            3          0                                 O169000100039 
ENDSUBENT           38          0                                 O169000199999 
SUBENT        O1690002   20081111                             O037O169000200001 
BIB                  3          6                                 O169000200002 
REACTION   (6-C-12(9-F-19,7-N-15)8-O-16,PAR,DA) fig 2, 3, 4       O169000200003 
EN-SEC     (E-LVL1,8-O-16)                                        O169000200004 
           (E-LVL2,7-N-15)                                        O169000200005 
ERR-ANALYS (DATA-ERR).The error is reported by authors on fig.    O169000200006 
           (ERR-DIG).Digitizing error of data.                    O169000200007 
           (ANG-ERR-D).Digitizing error of angle.                 O169000200008 
ENDBIB               6          0                                 O169000200009 
COMMON               3          3                                 O169000200010 
E-LVL1     ERR-DIG    ANG-ERR-D                                   O169000200011 
MEV        PER-CENT   ADEG                                        O169000200012 
0.000      0.3        1.7                                         O169000200013 
ENDCOMMON            3          0                                 O169000200014 
DATA                 5        146                                 O169000200015 
EN         E-LVL2     ANG-CM     DATA-CM    DATA-ERR              O169000200016 
   68.80000    6.92000              31.50000    0.49000   10.00000O169000400163 
   68.80000    6.92000              31.99000    0.37000   11.00000O169000400164 
   68.80000    6.92000              33.89000    0.34000           O169000400165 
   68.80000    6.92000              35.31000    0.39000    8.00000O169000400166 
   68.80000    6.92000              35.54000    0.51000   10.00000O169000400167 
   68.80000    6.92000              37.67000    0.58000   10.00000O169000400168 
   68.80000    6.92000              39.34000    0.45000    9.00000O169000400169 
   68.80000    6.92000              39.35000    0.34700    7.00000O169000400170 
   68.80000    6.92000              40.78000    0.33000           O169000400171 
   68.80000    6.92000              41.27000    0.24200   12.00000O169000400172 
   68.80000    6.92000              42.70000    0.21400   12.00000O169000400173 
   68.80000    6.92000              43.20000    0.13100   18.00000O169000400174 
   68.80000    6.92000              45.33000    0.15700   13.00000O169000400175 
   68.80000    6.92000              46.74000    0.23200   10.00000O169000400176 
   68.80000    6.92000              48.64000    0.19500   12.00000O169000400177 
   68.80000   10.36000              13.36000    2.67000    8.00000O169000400178 
   68.80000   10.36000              14.57000    1.89000    9.00000O169000400179 
   68.80000   10.36000              15.27000    2.46000    8.00000O169000400180 
   68.80000   10.36000              17.64000    2.45000    7.00000O169000400181 
   68.80000   10.36000              18.13000    1.77000    5.00000O169000400182 
   68.80000   10.36000              19.79000    2.15000    8.00000O169000400183 
   68.80000   10.36000              20.98000    1.68800           O169000400184 
   68.80000   10.36000              22.64000    1.90000    7.00000O169000400185 
   68.80000   10.36000              24.32000    1.51200           O169000400186 
   68.80000   10.36000              25.73000    1.76600           O169000400187 
   68.80000   10.36000              26.45000    1.56600           O169000400188 
   68.80000   10.36000              28.12000    1.37100           O169000400189 
   68.80000   10.36000              28.60000    1.11800           O169000400190 
   68.80000   10.36000              31.46000    1.10300           O169000400191 
   68.80000   10.36000              35.76000    0.64000   13.00000O169000400192 
   68.80000   10.36000              36.48000    0.54200           O169000400193 
   68.80000   10.36000              36.96000    0.50000   10.00000O169000400194 
   68.80000   10.36000              39.33000    0.53000    8.00000O169000400195 
   68.80000   10.36000              41.01000    0.34700    6.00000O169000400196 
   68.80000   10.36000              41.97000    0.28000    9.00000O169000400197 
   68.80000   10.36000              43.63000    0.30700           O169000400198 
   68.80000   10.36000              44.58000    0.32600           O169000400199 
   68.80000   10.36000              46.24000    0.31800           O169000400200 
   68.80000   10.36000              46.47000    0.37000    8.00000O169000400201 
   68.80000   10.36000              48.86000    0.27200           O169000400202 
   68.80000   10.36000              49.82000    0.23500           O169000400203 
ENDDATA            188          0                                 O169000400204 
ENDSUBENT          203          0                                 O169000499999 
SUBENT        O1690005   20081111                             O037O169000500001 
BIB                  3          6                                 O169000500002 
REACTION   (5-B-11(8-O-16,6-C-12)7-N-15,PAR,DA) fig 10,11,12      O169000500003 
EN-SEC     (E-LVL1,6-C-12)                                        O169000500004 
           (E-LVL2,7-N-15)                                        O169000500005 
ERR-ANALYS (DATA-ERR).The error is reported by authors on fig.    O169000500006 
           (ERR-DIG).Digitizing error of data.                    O169000500007 
           (ANG-ERR-D).Digitizing error of angle.                 O169000500008 
ENDBIB               6          0                                 O169000500009 
COMMON               2          3                                 O169000500010 
ERR-DIG    ANG-ERR-D                                              O169000500011 
PER-CENT   ADEG                                                   O169000500012 
3.         0.6                                                    O169000500013 
ENDCOMMON            3          0                                 O169000500014 
DATA                 6        467                                 O169000500015 
EN         E-LVL1     E-LVL2     ANG-CM     DATA-CM    DATA-ERR   O169000500016 
MEV        MEV        MEV        ADEG       MB/SR      PER-CENT   O169000500017 
   27.00000    0.00000    0.00000   11.40000    1.44000   14.00000O169000500018 
   27.00000    0.00000    0.00000   18.50000    0.53000   11.00000O169000500019 
   27.00000    0.00000    0.00000   25.20000    1.04000           O169000500020 
   27.00000    0.00000    0.00000   25.70000    1.22000           O169000500021 
   27.00000    0.00000    0.00000   31.00000    1.30000           O169000500022 
   27.00000    0.00000    0.00000   32.40000    1.14000    4.00000O169000500023 
   27.00000    0.00000    0.00000   42.20000    0.77000    8.00000O169000500024 
   27.00000    0.00000    0.00000   47.00000    0.74000    4.00000O169000500025 
   27.00000    0.00000    0.00000   51.50000    0.67600           O169000500026 
   27.00000    0.00000    0.00000   55.90000    0.33000    9.00000O169000500027 
   27.00000    0.00000    0.00000   60.40000    0.33000    9.00000O169000500028 
   27.00000    0.00000    0.00000   65.30000    0.20500   12.00000O169000500029 
   27.00000    0.00000    0.00000   69.30000    0.12300   11.00000O169000500030 
   27.00000    0.00000    0.00000   74.20000    0.19700   15.00000O169000500031 
   27.00000    0.00000    0.00000   78.60000    0.28800    7.00000O169000500032 
   27.00000    0.00000    0.00000   82.60000    0.30800    9.00000O169000500033 
   27.00000    0.00000    0.00000   87.50000    0.13000   14.00000O169000500034 
   27.00000    0.00000    0.00000   92.00000    0.08300   10.00000O169000500035 
   27.00000    0.00000    0.00000   99.10000    0.13400    5.00000O169000500036 
   27.00000    0.00000    0.00000  102.70000    0.16000   13.00000O169000500037 
   27.00000    0.00000    0.00000  106.70000    0.17500   17.00000O169000500038 
   27.00000    0.00000    0.00000  109.30000    0.15000   16.00000O169000500039 
   27.00000    0.00000    0.00000  114.70000    0.08800   16.00000O169000500040 
   27.00000    0.00000    0.00000  118.20000    0.07400   14.00000O169000500041 
   27.00000    0.00000    0.00000  122.20000    0.09000   12.00000O169000500042 
   27.00000    0.00000    0.00000  124.90000    0.06500   20.00000O169000500043 
   27.00000    0.00000    0.00000  129.80000    0.05700   14.00000O169000500044 
   27.00000    0.00000    0.00000  133.40000    0.07800   10.00000O169000500045 
   27.00000    0.00000    0.00000  137.00000    0.16000   30.00000O169000500046 
   27.00000    0.00000    0.00000  150.30000    0.20000   30.00000O169000500047 
   27.00000    0.00000    0.00000  157.00000    0.21000   24.00000O169000500048 
   27.00000    0.00000    0.00000  163.20000    0.23000   22.00000O169000500049 
   27.00000    0.00000    0.00000  168.60000    0.39000   30.00000O169000500050 
   27.00000    0.00000    6.33000   21.10000    0.13100   21.00000O169000500051 
   27.00000    0.00000    6.33000   29.70000    0.16700    9.00000O169000500052 
   27.00000    0.00000    6.33000   37.10000    0.18700   11.00000O169000500053 
   27.00000    0.00000    6.33000   49.90000    0.13100   11.00000O169000500054 
   27.00000    0.00000    6.33000   55.90000    0.12200    7.00000O169000500055 
   27.00000    0.00000    6.33000   61.40000    0.09900   10.00000O169000500056 
   27.00000    0.00000    6.33000   67.80000    0.08000   13.00000O169000500057 
   27.00000    0.00000    6.33000   72.80000    0.06100   10.00000O169000500058 
   27.00000    0.00000    6.33000   79.30000    0.04400   11.00000O169000500059 
   27.00000    0.00000    6.33000   82.00000    0.04400   16.00000O169000500060 
   27.00000    0.00000    6.33000   86.10000    0.04700    9.00000O169000500061 
   27.00000    0.00000    6.33000   87.50000    0.05100   12.00000O169000500062 
   27.00000    0.00000    6.33000   92.50000    0.05000   12.00000O169000500063 
   27.00000    0.00000    6.33000   93.00000    0.04200   10.00000O169000500064 
   27.00000    0.00000    6.33000   97.10000    0.04500   13.00000O169000500065 
   27.00000    0.00000    6.33000  100.40000    0.03300   12.00000O169000500066 
   27.00000    0.00000    6.33000  102.20000    0.04400   11.00000O169000500067 
   27.00000    0.00000    6.33000  106.70000    0.04800   13.00000O169000500068 
   27.00000    0.00000    6.33000  111.30000    0.04800   15.00000O169000500069 
   27.00000    0.00000    6.33000  116.30000    0.05000   10.00000O169000500070 
   27.00000    0.00000    6.33000  120.40000    0.05300   15.00000O169000500071 
   27.00000    0.00000    6.33000  126.00000    0.03800   16.00000O169000500072 
   27.00000    0.00000    6.33000  129.60000    0.03400   15.00000O169000500073 
   27.00000    0.00000    6.33000  134.70000    0.03700   24.00000O169000500074 
   27.00000    0.00000    6.33000  146.10000    0.04700   21.00000O169000500075 
   27.00000    0.00000    6.33000  153.00000    0.02500   24.00000O169000500076 
   27.00000    0.00000    6.33000  160.30000    0.02170   13.00000O169000500077 
   27.00000    0.00000    6.33000  160.80000    0.01340    7.00000O169000500078 
   27.00000    4.43000    0.00000   18.30000    0.95000   11.00000O169000500079 
   27.00000    4.43000    0.00000   25.10000    0.74600           O169000500080 
   27.00000    4.43000    0.00000   31.00000    0.99000           O169000500081 
   27.00000    4.43000    0.00000   42.20000    0.41400           O169000500082 
   27.00000    4.43000    0.00000   46.40000    0.43000    7.00000O169000500083 
   27.00000    4.43000    0.00000   51.40000    0.42300           O169000500084 
   27.00000    4.43000    0.00000   55.30000    0.27400    8.00000O169000500085 
   27.00000    4.43000    0.00000   59.60000    0.19300    7.00000O169000500086 
   27.00000    4.43000    0.00000   64.90000    0.10100    9.00000O169000500087 
   27.00000    4.43000    0.00000   69.50000    0.12000    8.00000O169000500088 
   27.00000    4.43000    0.00000   74.10000    0.13600   10.00000O169000500089 
   27.00000    4.43000    0.00000   77.90000    0.11500    6.00000O169000500090 
   27.00000    4.43000    0.00000   82.50000    0.11700    8.00000O169000500091 
   27.00000    4.43000    0.00000   88.50000    0.08100   14.00000O169000500092 
   27.00000    4.43000    0.00000   93.50000    0.12700    9.00000O169000500093 
   27.00000    4.43000    0.00000   98.30000    0.07400           O169000500094 
   27.00000    4.43000    0.00000  102.50000    0.06300   11.00000O169000500095 
   27.00000    4.43000    0.00000  106.60000    0.09800    8.00000O169000500096 
   27.00000    4.43000    0.00000  111.60000    0.12200    7.00000O169000500097 
   27.00000    4.43000    0.00000  115.50000    0.09600    9.00000O169000500098 
   27.00000    4.43000    0.00000  120.10000    0.12400    9.00000O169000500099 
   27.00000    4.43000    0.00000  124.00000    0.06500   14.00000O169000500100 
   27.00000    4.43000    0.00000  128.10000    0.13800   13.00000O169000500101 
   27.00000    4.43000    0.00000  132.80000    0.07700   13.00000O169000500102 
   27.00000    4.43000    0.00000  137.30000    0.13500    8.00000O169000500103 
   27.00000    4.43000    0.00000  147.50000    0.14400   13.00000O169000500104 
   27.00000    4.43000    0.00000  153.80000    0.15700    8.00000O169000500105 
   27.00000    4.43000    0.00000  160.40000    0.25000   20.00000O169000500106 
   30.00000    0.00000    0.00000   11.50000    1.39000    6.00000O169000500107 
   30.00000    0.00000    0.00000   14.60000    0.96000   11.00000O169000500108 
   30.00000    0.00000    0.00000   18.60000    0.75000    9.00000O169000500109 
   30.00000    0.00000    0.00000   20.40000    0.65000    9.00000O169000500110 
   30.00000    0.00000    0.00000   26.20000    1.32000    8.00000O169000500111 
   30.00000    0.00000    0.00000   33.80000    0.59100    5.00000O169000500112 
   30.00000    0.00000    0.00000   37.30000    0.49000    8.00000O169000500113 
   30.00000    0.00000    0.00000   44.90000    0.36800    5.00000O169000500114 
   30.00000    0.00000    0.00000   55.60000    0.33400    6.00000O169000500115 
   30.00000    0.00000    0.00000   60.00000    0.20900    9.00000O169000500116 
   30.00000    0.00000    0.00000   63.10000    0.08400    8.00000O169000500117 
   30.00000    0.00000    0.00000   67.50000    0.10000    8.00000O169000500118 
   30.00000    0.00000    0.00000   71.10000    0.23200           O169000500119 
   30.00000    0.00000    0.00000   76.90000    0.21600    7.00000O169000500120 
   30.00000    0.00000    0.00000   79.10000    0.15100    7.00000O169000500121 
   30.00000    0.00000    0.00000   84.90000    0.07400    5.00000O169000500122 
   30.00000    0.00000    0.00000   91.10000    0.04300    7.00000O169000500123 
   30.00000    0.00000    0.00000   95.10000    0.05290    5.00000O169000500124 
   30.00000    0.00000    0.00000   97.80000    0.06600    8.00000O169000500125 
   30.00000    0.00000    0.00000  100.10000    0.09200   11.00000O169000500126 
   30.00000    0.00000    0.00000  103.20000    0.09800    5.00000O169000500127 
   30.00000    0.00000    0.00000  105.00000    0.09100    7.00000O169000500128 
   30.00000    0.00000    0.00000  109.90000    0.09700    8.00000O169000500129 
   30.00000    0.00000    0.00000  112.10000    0.08900    9.00000O169000500130 
   30.00000    0.00000    0.00000  117.00000    0.09600   10.00000O169000500131 
   30.00000    0.00000    0.00000  120.50000    0.11200    6.00000O169000500132 
   30.00000    0.00000    0.00000  122.30000    0.12800    5.00000O169000500133 
   30.00000    0.00000    0.00000  125.90000    0.13300    8.00000O169000500134 
   30.00000    0.00000    0.00000  129.50000    0.13300    8.00000O169000500135 
   30.00000    0.00000    0.00000  139.30000    0.17200    6.00000O169000500136 
   30.00000    0.00000    0.00000  145.50000    0.14000   21.00000O169000500137 
   30.00000    0.00000    0.00000  149.00000    0.07400   14.00000O169000500138 
   30.00000    0.00000    0.00000  155.30000    0.11400   16.00000O169000500139 
   30.00000    0.00000    0.00000  160.60000    0.17300   15.00000O169000500140 
   30.00000    0.00000    0.00000  162.00000    0.23500   12.00000O169000500141 
   30.00000    0.00000    0.00000  164.70000    0.24000   10.00000O169000500142 
   30.00000    0.00000    0.00000  168.20000    0.29000   17.00000O169000500143 
   30.00000    0.00000    6.33000   20.80000    0.25000   20.00000O169000500144 
   30.00000    0.00000    6.33000   28.50000    0.47000   15.00000O169000500145 
   30.00000    0.00000    6.33000   37.70000    0.52400    3.00000O169000500146 
   30.00000    0.00000    6.33000   42.30000    0.37000   16.00000O169000500147 
   30.00000    0.00000    6.33000   51.00000    0.22800    9.00000O169000500148 
   30.00000    0.00000    6.33000   65.70000    0.11900           O169000500149 
   30.00000    0.00000    6.33000   71.70000    0.08910           O169000500150 
   30.00000    0.00000    6.33000   79.10000    0.05700    9.00000O169000500151 
   30.00000    0.00000    6.33000   84.10000    0.05600    7.00000O169000500152 
   30.00000    0.00000    6.33000   85.90000    0.06100   11.00000O169000500153 
   30.00000    0.00000    6.33000   93.70000    0.03800   18.00000O169000500154 
   30.00000    0.00000    6.33000   97.40000    0.05500   11.00000O169000500155 
   30.00000    0.00000    6.33000   99.60000    0.05800   12.00000O169000500156 
   30.00000    0.00000    6.33000  105.60000    0.06900   10.00000O169000500157 
   30.00000    0.00000    6.33000  109.20000    0.06600    9.00000O169000500158 
   30.00000    0.00000    6.33000  116.60000    0.07300   11.00000O169000500159 
   30.00000    0.00000    6.33000  120.70000    0.08200   10.00000O169000500160 
   30.00000    0.00000    6.33000  133.00000    0.10300           O169000500161 
   30.00000    0.00000    6.33000  143.50000    0.08700   14.00000O169000500162 
   30.00000    0.00000    6.33000  156.80000    0.06100   21.00000O169000500163 
   30.00000    0.00000    6.33000  165.60000    0.04700   30.00000O169000500164 
   30.00000    4.43000    0.00000   11.80000    1.28000   15.00000O169000500165 
   30.00000    4.43000    0.00000   19.10000    0.65000   23.00000O169000500166 
   30.00000    4.43000    0.00000   28.40000    0.73000   16.00000O169000500167 
   30.00000    4.43000    0.00000   36.30000    0.86200           O169000500168 
   30.00000    4.43000    0.00000   39.80000    0.57000    7.00000O169000500169 
   30.00000    4.43000    0.00000   48.60000    0.67800           O169000500170 
   30.00000    4.43000    0.00000   61.20000    0.15600           O169000500171 
   30.00000    4.43000    0.00000   65.30000    0.26700    8.00000O169000500172 
   30.00000    4.43000    0.00000   74.80000    0.11200    7.00000O169000500173 
   30.00000    4.43000    0.00000   78.60000    0.11700    9.00000O169000500174 
   30.00000    4.43000    0.00000   85.80000    0.11200    6.00000O169000500175 
   30.00000    4.43000    0.00000   86.70000    0.09800    9.00000O169000500176 
   30.00000    4.43000    0.00000   88.80000    0.09800   10.00000O169000500177 
   30.00000    4.43000    0.00000   90.90000    0.08800   10.00000O169000500178 
   30.00000    4.43000    0.00000  102.30000    0.09000   11.00000O169000500179 
   30.00000    4.43000    0.00000  104.40000    0.10000   10.00000O169000500180 
   30.00000    4.43000    0.00000  105.30000    0.07900   10.00000O169000500181 
   30.00000    4.43000    0.00000  109.90000    0.07400    9.00000O169000500182 
   30.00000    4.43000    0.00000  112.80000    0.10200    9.00000O169000500183 
   30.00000    4.43000    0.00000  120.80000    0.12400    8.00000O169000500184 
   30.00000    4.43000    0.00000  123.70000    0.12700   10.00000O169000500185 
   30.00000    4.43000    0.00000  135.20000    0.07400   11.00000O169000500186 
   30.00000    4.43000    0.00000  141.80000    0.15000   27.00000O169000500187 
   30.00000    4.43000    0.00000  144.60000    0.29000   10.00000O169000500188 
   30.00000    4.43000    0.00000  160.20000    0.26000   23.00000O169000500189 
   30.00000    4.43000    0.00000  167.00000    0.27000   22.00000O169000500190 
   32.50000    0.00000    0.00000   11.10000    2.30000   17.00000O169000500191 
   32.50000    0.00000    0.00000   14.30000    1.94000   13.00000O169000500192 
   32.50000    0.00000    0.00000   17.40000    1.48000    7.00000O169000500193 
   32.50000    0.00000    0.00000   20.90000    1.01000    8.00000O169000500194 
   32.50000    0.00000    0.00000   23.10000    1.03000    6.00000O169000500195 
   32.50000    0.00000    0.00000   24.90000    1.38000           O169000500196 
   32.50000    0.00000    0.00000   27.20000    1.62000           O169000500197 
   32.50000    0.00000    0.00000   29.80000    1.55000           O169000500198 
   32.50000    0.00000    0.00000   31.60000    1.18000           O169000500199 
   32.50000    0.00000    0.00000   34.30000    0.62700           O169000500200 
   32.50000    0.00000    0.00000   36.00000    0.46700    5.00000O169000500201 
   32.50000    0.00000    0.00000   38.70000    0.43700    5.00000O169000500202 
   32.50000    0.00000    0.00000   40.10000    0.50000    6.00000O169000500203 
   32.50000    0.00000    0.00000   42.70000    0.47800    6.00000O169000500204 
   32.50000    0.00000    0.00000   44.90000    0.35600           O169000500205 
   32.50000    0.00000    0.00000   46.70000    0.26600           O169000500206 
   32.50000    0.00000    0.00000   49.40000    0.23200    6.00000O169000500207 
   32.50000    0.00000    0.00000   52.50000    0.33300           O169000500208 
   32.50000    0.00000    0.00000   54.70000    0.36500           O169000500209 
   32.50000    0.00000    0.00000   58.30000    0.23700           O169000500210 
   32.50000    0.00000    0.00000   61.40000    0.13800    4.00000O169000500211 
   32.50000    0.00000    0.00000   62.70000    0.11500           O169000500212 
   32.50000    0.00000    0.00000   63.20000    0.09800           O169000500213 
   32.50000    0.00000    0.00000   65.40000    0.09200           O169000500214 
   32.50000    0.00000    0.00000   68.10000    0.15800    6.00000O169000500215 
   32.50000    0.00000    0.00000   71.20000    0.20700           O169000500216 
   32.50000    0.00000    0.00000   72.50000    0.22200           O169000500217 
   32.50000    0.00000    0.00000   77.00000    0.11000    4.00000O169000500218 
   32.50000    0.00000    0.00000   81.80000    0.04400   14.00000O169000500219 
   32.50000    0.00000    0.00000   87.20000    0.07200   13.00000O169000500220 
   32.50000    0.00000    0.00000   91.20000    0.08000    6.00000O169000500221 
   32.50000    0.00000    0.00000   95.70000    0.06100   18.00000O169000500222 
   32.50000    0.00000    0.00000   99.70000    0.04500   11.00000O169000500223 
   32.50000    0.00000    0.00000  103.70000    0.07860           O169000500224 
   32.50000    0.00000    0.00000  107.30000    0.12100   11.00000O169000500225 
   32.50000    0.00000    0.00000  111.30000    0.12300    7.00000O169000500226 
   32.50000    0.00000    0.00000  119.30000    0.07300   10.00000O169000500227 
   32.50000    0.00000    0.00000  121.00000    0.06600   12.00000O169000500228 
   32.50000    0.00000    0.00000  123.70000    0.07200   14.00000O169000500229 
   32.50000    0.00000    0.00000  127.30000    0.09000   12.00000O169000500230 
   32.50000    0.00000    0.00000  129.50000    0.10800   10.00000O169000500231 
   32.50000    0.00000    0.00000  130.40000    0.11500   10.00000O169000500232 
   32.50000    0.00000    0.00000  133.10000    0.10500    8.00000O169000500233 
   32.50000    0.00000    0.00000  134.90000    0.12300   12.00000O169000500234 
   32.50000    0.00000    0.00000  137.50000    0.09000   14.00000O169000500235 
   32.50000    0.00000    0.00000  140.60000    0.07700   19.00000O169000500236 
   32.50000    0.00000    0.00000  142.80000    0.02800   40.00000O169000500237 
   32.50000    0.00000    0.00000  145.10000    0.06000   20.00000O169000500238 
   32.50000    0.00000    0.00000  148.20000    0.15500   16.00000O169000500239 
   32.50000    0.00000    0.00000  150.00000    0.22000   18.00000O169000500240 
   32.50000    0.00000    0.00000  152.70000    0.25000   12.00000O169000500241 
   32.50000    0.00000    0.00000  154.00000    0.17300   12.00000O169000500242 
   32.50000    0.00000    0.00000  156.20000    0.03100   40.00000O169000500243 
   32.50000    0.00000    0.00000  158.50000    0.11000   16.00000O169000500244 
   32.50000    0.00000    0.00000  159.80000    0.22000   18.00000O169000500245 
   32.50000    0.00000    0.00000  163.40000    0.36000   22.00000O169000500246 
   32.50000    0.00000    0.00000  164.70000    0.50000   14.00000O169000500247 
   32.50000    0.00000    0.00000  165.60000    0.56000   11.00000O169000500248 
   32.50000    0.00000    0.00000  167.40000    0.64000   30.00000O169000500249 
   32.50000    0.00000    6.33000   24.20000    0.44000   11.00000O169000500250 
   32.50000    0.00000    6.33000   26.90000    0.55000   11.00000O169000500251 
   32.50000    0.00000    6.33000   29.10000    0.69000    7.00000O169000500252 
   32.50000    0.00000    6.33000   31.80000    0.75000    9.00000O169000500253 
   32.50000    0.00000    6.33000   34.50000    0.82000   15.00000O169000500254 
   32.50000    0.00000    6.33000   34.50000    0.94000    6.00000O169000500255 
   32.50000    0.00000    6.33000   37.30000    0.75000    8.00000O169000500256 
   32.50000    0.00000    6.33000   37.70000    0.69000    7.00000O169000500257 
   32.50000    0.00000    6.33000   39.20000    0.48000   13.00000O169000500258 
   32.50000    0.00000    6.33000   42.50000    0.33000   12.00000O169000500259 
   32.50000    0.00000    6.33000   45.20000    0.31000   19.00000O169000500260 
   32.50000    0.00000    6.33000   47.10000    0.30000   10.00000O169000500261 
   32.50000    0.00000    6.33000   50.20000    0.34300    6.00000O169000500262 
   32.50000    0.00000    6.33000   52.60000    0.26000   15.00000O169000500263 
   32.50000    0.00000    6.33000   54.90000    0.23400   11.00000O169000500264 
   32.50000    0.00000    6.33000   58.60000    0.18600    9.00000O169000500265 
   32.50000    0.00000    6.33000   61.30000    0.16800   14.00000O169000500266 
   32.50000    0.00000    6.33000   63.20000    0.16300   15.00000O169000500267 
   32.50000    0.00000    6.33000   66.40000    0.15200    8.00000O169000500268 
   32.50000    0.00000    6.33000   69.60000    0.12100    9.00000O169000500269 
   32.50000    0.00000    6.33000   71.90000    0.10700   12.00000O169000500270 
   32.50000    0.00000    6.33000   81.00000    0.10200   13.00000O169000500271 
   32.50000    0.00000    6.33000   82.90000    0.08300   11.00000O169000500272 
   32.50000    0.00000    6.33000   87.80000    0.10600   13.00000O169000500273 
   32.50000    0.00000    6.33000   87.90000    0.08800   15.00000O169000500274 
   32.50000    0.00000    6.33000   92.40000    0.09300   14.00000O169000500275 
   32.50000    0.00000    6.33000   93.40000    0.08200   24.00000O169000500276 
   32.50000    0.00000    6.33000   96.90000    0.10500   10.00000O169000500277 
   32.50000    0.00000    6.33000  102.00000    0.08800   13.00000O169000500278 
   32.50000    0.00000    6.33000  106.00000    0.11500   12.00000O169000500279 
   32.50000    0.00000    6.33000  113.30000    0.09500   12.00000O169000500280 
   32.50000    0.00000    6.33000  115.70000    0.07600   12.00000O169000500281 
   32.50000    0.00000    6.33000  117.50000    0.08600   14.00000O169000500282 
   32.50000    0.00000    6.33000  119.60000    0.14300   12.00000O169000500283 
   32.50000    0.00000    6.33000  121.30000    0.20700    9.00000O169000500284 
   32.50000    0.00000    6.33000  124.50000    0.17400    9.00000O169000500285 
   32.50000    0.00000    6.33000  125.80000    0.22200   11.00000O169000500286 
   32.50000    0.00000    6.33000  128.60000    0.19000   12.00000O169000500287 
   32.50000    0.00000    6.33000  130.90000    0.17700   14.00000O169000500288 
   32.50000    0.00000    6.33000  132.70000    0.15700   14.00000O169000500289 
   32.50000    0.00000    6.33000  135.00000    0.15500   14.00000O169000500290 
   32.50000    0.00000    6.33000  137.80000    0.11100   21.00000O169000500291 
   32.50000    0.00000    6.33000  139.60000    0.15500   14.00000O169000500292 
   32.50000    0.00000    6.33000  141.40000    0.13000   15.00000O169000500293 
   32.50000    0.00000    6.33000  145.00000    0.15300   12.00000O169000500294 
   32.50000    0.00000    6.33000  146.40000    0.15000   27.00000O169000500295 
   32.50000    0.00000    6.33000  148.60000    0.19000   21.00000O169000500296 
   32.50000    0.00000    6.33000  151.30000    0.22000   18.00000O169000500297 
   32.50000    0.00000    6.33000  153.10000    0.21000   24.00000O169000500298 
   32.50000    4.43000    0.00000   22.60000    1.20000    8.00000O169000500299 
   32.50000    4.43000    0.00000   26.00000    1.33000    8.00000O169000500300 
   32.50000    4.43000    0.00000   27.20000    1.44000    6.00000O169000500301 
   32.50000    4.43000    0.00000   30.20000    1.20000   10.00000O169000500302 
   32.50000    4.43000    0.00000   32.80000    0.87000   13.00000O169000500303 
   32.50000    4.43000    0.00000   35.40000    0.77000    6.00000O169000500304 
   32.50000    4.43000    0.00000   38.00000    0.61000    7.00000O169000500305 
   32.50000    4.43000    0.00000   39.70000    0.48300           O169000500306 
   32.50000    4.43000    0.00000   43.00000    0.59700           O169000500307 
   32.50000    4.43000    0.00000   45.10000    0.66300           O169000500308 
   32.50000    4.43000    0.00000   47.70000    0.57200           O169000500309 
   32.50000    4.43000    0.00000   50.70000    0.48300           O169000500310 
