ENTRY            O1865   20140205                             O052O186500000001 
SUBENT        O1865001   20140205                             O052O186500100001 
BIB                 12         38                                 O186500100002 
TITLE      Comparison of nonequilibrium processes in p + Ni and   O186500100003 
           p + Au collisions at GeV energies.                     O186500100004 
AUTHOR     (A.Budzanowski, M.Fidelus, D.Filges, F.Goldenbaum,     O186500100005 
           H.Hodde, L.Jarczyk, B.Kamys, M.Kistryn, St.Kistryn,    O186500100006 
           St.Kliczewski, A.Kowalczyk, E.Kozik, P.Kulessa,        O186500100007 
           H.Machner, A.Magiera, B.Piskor-Ignatowicz, K.Pysz,     O186500100008 
           Z.Rudy, R.Siudak, M.Wojciechowski) - PISA collaborationO186500100009 
INSTITUTE  (3POLIFJ,3POLUJK,2GERJUL,2GERBON)                      O186500100010 
REFERENCE  (J,PR/C,82,034605,2010)                                O186500100011 
REL-REF    (I,D0512001,A.Budzanowski+,J,PR/C,78,024603,2008)      O186500100012 
           (I,,A.Bubak+,J,NIM/B,204,507,2004)                     O186500100013 
FACILITY   (SYNCY,2GERJUL) Cooler Synchrotron COSY in the         O186500100014 
           Research Center in Julich                              O186500100015 
SAMPLE     Self-supporting Ni target of thickness 150 mu-g/cm**2. O186500100016 
DETECTOR   (TELES,SIBAR,CSICR) The PISA apparatus consists of     O186500100017 
           nine independent detection arms comprising various     O186500100018 
           kinds of detectors. Two of these arms (placed at 15.   O186500100019 
           and 120. angles in respect to the beam direction) are  O186500100020 
           equipped with the Bragg curve detectors (BCD), which   O186500100021 
           permit the Z- identification of the reaction products  O186500100022 
           and determination of their kinetic energies with low   O186500100023 
           detection energy threshold (of about 1MeV/nucleon).    O186500100024 
           The active volume of BCD's has thickness of 22 cm of   O186500100025 
           isobutane at a pressure of 206 mbar.                   O186500100026 
COMMENT    *By authors*.The absolute normalization of the cross   O186500100027 
           sections was achieved by comparing the total productionO186500100028 
           cross sections of Be-7 particles, obtained by angle andO186500100029 
           energy integration of measured differential cross      O186500100030 
           sections, with values of Be-7 total production cross   O186500100031 
           sections published in the compilation of Bubak et al.  O186500100032 
            (see REL-REF)                                         O186500100033 
ERR-ANALYS (DATA-ERR).The uncertainty is reported by authors.     O186500100034 
STATUS     (TABLE) Data were received from Dr.B.Kamys             O186500100035 
           (APRVD) Entry approved by Dr.B.Kamys                   O186500100036 
HISTORY    (20101101C) SB                                         O186500100037 
           (20140205A) Corrections made according to Dr.A.KonobeevO186500100038 
           remarks: SF9=DERIV added to REACTION code in Subents   O186500100039 
           18-30; URL deleted from STATUS - no longer valid.      O186500100040 
ENDBIB              38          0                                 O186500100041 
NOCOMMON             0          0                                 O186500100042 
ENDSUBENT           41          0                                 O186500199999 
SUBENT        O1865002   20101111                             O044O186500200001 
BIB                  1          1                                 O186500200002 
REACTION   (28-NI-0(P,X)1-H-1,,DA/DE)                             O186500200003 
ENDBIB               1          0                                 O186500200004 
NOCOMMON             0          0                                 O186500200005 
DATA                 5        621                                 O186500200006 
EN         ANG        E          DATA       DATA-ERR              O186500200007 
        1.9      100.0       91.5     0.0696     0.0058           O186500300504 
        1.9      100.0       94.5     0.0603     0.0054           O186500300505 
        1.9      100.0       97.5     0.0598     0.0054           O186500300506 
        1.9      100.0      100.5      0.049     0.0049           O186500300507 
        1.9      100.0      103.5     0.0485     0.0049           O186500300508 
        1.9      100.0      106.5     0.0456     0.0047           O186500300509 
        1.9      100.0      109.5     0.0377     0.0043           O186500300510 
        1.9      100.0      112.5     0.0387     0.0044           O186500300511 
        1.9      100.0      115.5     0.0382     0.0043           O186500300512 
        1.9      100.0      118.5     0.0358     0.0042           O186500300513 
        1.9      100.0      121.5     0.0333      0.004           O186500300514 
        1.9      100.0      124.5     0.0318      0.004           O186500300515 
        1.9      100.0      127.5      0.023     0.0034           O186500300516 
        1.9      100.0      130.5     0.0196     0.0031           O186500300517 
        1.9      100.0      133.5     0.0181      0.003           O186500300518 
        1.9      100.0      136.5      0.024     0.0034           O186500300519 
        1.9      100.0      139.5     0.0186      0.003           O186500300520 
        1.9      100.0      142.5     0.0147     0.0027           O186500300521 
        1.9      100.0      145.5     0.0157     0.0028           O186500300522 
        1.9      100.0      148.5     0.0191     0.0031           O186500300523 
        1.9      100.0      151.5     0.0152     0.0027           O186500300524 
        1.9      100.0      154.5     0.0118     0.0024           O186500300525 
        1.9      100.0      157.5     0.0132     0.0025           O186500300526 
        1.9      100.0      160.5     0.0108     0.0023           O186500300527 
        1.9      100.0      163.5     0.0078      0.002           O186500300528 
        1.9      100.0      166.5     0.0108     0.0023           O186500300529 
        1.9      100.0      169.5     0.0103     0.0022           O186500300530 
        1.9      100.0      172.5     0.0088     0.0021           O186500300531 
        1.9      100.0      175.5     0.0069     0.0018           O186500300532 
        1.9      100.0      178.5     0.0064     0.0018           O186500300533 
        1.9      100.0      181.5     0.0069     0.0018           O186500300534 
        1.9      100.0      184.5     0.0059     0.0017           O186500300535 
        1.9      100.0      187.5     0.0073     0.0019           O186500300536 
        1.9      100.0      190.5     0.0049     0.0015           O186500300537 
        1.9      100.0      193.5     0.0039     0.0015           O186500300538 
        1.9      100.0      196.5    0.00196    0.00098           O186500300539 
        1.9      100.0      199.5     0.0029     0.0013           O186500300540 
        1.9      100.0      202.5     0.0064     0.0018           O186500300541 
        1.9      100.0      205.5     0.0029     0.0012           O186500300542 
        1.9      100.0      208.5     0.0044     0.0015           O186500300543 
        1.9      100.0      211.5     0.0022     0.0013           O186500300544 
        2.5       15.6        9.5      1.877      0.087           O186500300545 
        2.5       15.6       12.5      1.783      0.085           O186500300546 
        2.5       15.6       15.5      1.536      0.079           O186500300547 
        2.5       15.6       54.5       0.58      0.061           O186500300548 
        2.5       15.6       57.5      0.561      0.049           O186500300549 
        2.5       15.6       60.5      0.527      0.047           O186500300550 
        2.5       15.6       63.5      0.485      0.045           O186500300551 
        2.5       15.6       66.5      0.472      0.045           O186500300552 
        2.5       15.6       69.5      0.523      0.047           O186500300553 
        2.5       15.6       72.5      0.523      0.047           O186500300554 
        2.5       15.6       75.5       0.34      0.038           O186500300555 
        2.5       15.6       78.5      0.425      0.043           O186500300556 
        2.5       15.6       81.5       0.34      0.038           O186500300557 
        2.5       15.6       84.5      0.404      0.041           O186500300558 
        2.5       15.6       87.5      0.425      0.043           O186500300559 
        2.5       15.6       90.5      0.353      0.039           O186500300560 
        2.5       15.6       93.5      0.315      0.037           O186500300561 
        2.5       15.6       96.5      0.336      0.038           O186500300562 
        2.5       15.6       99.5      0.412      0.042           O186500300563 
        2.5       15.6      102.5      0.323      0.037           O186500300564 
        2.5       15.6      105.5      0.327      0.037           O186500300565 
        2.5       15.6      108.5      0.391      0.041           O186500300566 
        2.5       15.6      111.5       0.31      0.036           O186500300567 
        2.5       15.6      114.5      0.272      0.034           O186500300568 
        2.5       15.6      117.5      0.327      0.037           O186500300569 
        2.5       15.6      120.5      0.289      0.035           O186500300570 
        2.5       15.6      123.5      0.306      0.036           O186500300571 
        2.5       15.6      126.5      0.268      0.034           O186500300572 
        2.5       15.6      129.5      0.255      0.033           O186500300573 
        2.5       15.6      132.5      0.281      0.035           O186500300574 
        2.5       15.6      135.5      0.264      0.033           O186500300575 
        2.5       15.6      138.5      0.259      0.033           O186500300576 
        2.5       15.6      141.5      0.242      0.032           O186500300577 
        2.5       15.6      144.5      0.285      0.035           O186500300578 
        2.5       15.6      147.5      0.255      0.033           O186500300579 
        2.5       15.6      150.5      0.251      0.033           O186500300580 
        2.5       15.6      153.5      0.196      0.029           O186500300581 
        2.5       15.6      156.5      0.234      0.032           O186500300582 
        2.5       15.6      159.5      0.217       0.03           O186500300583 
        2.5       15.6      162.5      0.251      0.033           O186500300584 
        2.5       15.6      165.5      0.213       0.03           O186500300585 
        2.5       15.6      168.5      0.145      0.025           O186500300586 
        2.5       15.6      171.5      0.208       0.03           O186500300587 
        2.5       20.0        9.5      2.186      0.088           O186500300588 
        2.5       20.0       12.5       1.95      0.084           O186500300589 
        2.5       20.0       15.5      1.677      0.077           O186500300590 
        2.5       20.0       18.5       1.38       0.21           O186500300591 
        2.5       20.0       36.5        0.7      0.051           O186500300592 
        2.5       20.0       39.5       0.64      0.049           O186500300593 
        2.5       20.0       42.5      0.663       0.05           O186500300594 
        2.5       20.0       45.5      0.648      0.049           O186500300595 
        2.5       20.0       48.5      0.572      0.046           O186500300596 
        2.5       20.0       51.5      0.584      0.047           O186500300597 
        2.5       20.0       54.5      0.516      0.044           O186500300598 
        2.5       20.0       57.5      0.542      0.045           O186500300599 
        2.5       20.0       60.5      0.554      0.046           O186500300600 
        2.5       20.0       63.5      0.542      0.045           O186500300601 
        2.5       20.0       66.5      0.411      0.039           O186500300602 
        2.5       20.0       69.5      0.505      0.044           O186500300603 
        2.5       20.0       72.5      0.441      0.041           O186500300604 
        2.5       20.0       75.5      0.425       0.04           O186500300605 
        2.5       20.0       78.5       0.49      0.043           O186500300606 
        2.5       20.0       81.5      0.448      0.041           O186500300607 
        2.5       20.0       84.5      0.395      0.039           O186500300608 
        2.5       20.0       87.5      0.407      0.039           O186500300609 
        2.5       20.0       90.5      0.346      0.036           O186500300610 
        2.5       20.0       93.5      0.392      0.038           O186500300611 
        2.5       20.0       96.5      0.328      0.035           O186500300612 
        2.5       20.0       99.5      0.316      0.035           O186500300613 
        2.5       20.0      102.5      0.335      0.036           O186500300614 
        2.5       20.0      105.5      0.267      0.032           O186500300615 
        2.5       20.0      108.5       0.29      0.033           O186500300616 
        2.5       20.0      111.5      0.301      0.034           O186500300617 
        2.5       20.0      114.5      0.317      0.035           O186500300618 
        2.5       20.0      117.5       0.26      0.031           O186500300619 
        2.5       20.0      120.5      0.249      0.031           O186500300620 
        2.5       20.0      123.5      0.237       0.03           O186500300621 
        2.5       20.0      126.5      0.267      0.032           O186500300622 
        2.5       20.0      129.5      0.241       0.03           O186500300623 
        2.5       20.0      132.5      0.215      0.028           O186500300624 
        2.5       20.0      135.5      0.192      0.027           O186500300625 
        2.5       20.0      138.5      0.203      0.028           O186500300626 
        2.5       20.0      141.5      0.234       0.03           O186500300627 
        2.5       20.0      144.5      0.264      0.031           O186500300628 
        2.5       20.0      147.5      0.279      0.032           O186500300629 
        2.5       20.0      150.5      0.169      0.025           O186500300630 
        2.5       20.0      153.5      0.181      0.026           O186500300631 
        2.5       20.0      156.5      0.192      0.027           O186500300632 
        2.5       20.0      159.5      0.184      0.026           O186500300633 
        2.5       20.0      162.5      0.192      0.027           O186500300634 
        2.5       20.0      165.5      0.181      0.026           O186500300635 
        2.5       20.0      168.5      0.192      0.027           O186500300636 
        2.5       20.0      171.5      0.147      0.024           O186500300637 
        2.5       20.0      174.5      0.132      0.022           O186500300638 
        2.5       20.0      177.5      0.132      0.022           O186500300639 
        2.5       20.0      180.5      0.154      0.024           O186500300640 
        2.5       20.0      183.5      0.158      0.024           O186500300641 
        2.5       20.0      186.5      0.154      0.024           O186500300642 
        2.5       20.0      189.5      0.124      0.022           O186500300643 
        2.5       20.0      192.5      0.132      0.022           O186500300644 
        2.5       20.0      195.5      0.143      0.023           O186500300645 
        2.5       20.0      198.5      0.083      0.018           O186500300646 
        2.5       20.0      201.5      0.087      0.018           O186500300647 
        2.5       20.0      204.5      0.121      0.021           O186500300648 
        2.5       35.0        4.5      1.568      0.054           O186500300649 
        2.5       35.0        7.5      2.101      0.063           O186500300650 
        2.5       35.0       13.5       1.48       0.16           O186500300651 
        2.5       35.0       16.5       1.29      0.049           O186500300652 
        2.5       35.0       19.5      1.112      0.046           O186500300653 
        2.5       35.0       22.5      1.037      0.044           O186500300654 
        2.5       35.0       25.5      0.907      0.041           O186500300655 
        2.5       35.0       28.5      0.766      0.038           O186500300656 
        2.5       35.0       31.5      0.704      0.036           O186500300657 
        2.5       35.0       34.5       0.73      0.037           O186500300658 
        2.5       50.0        4.5      1.189      0.045           O186500300659 
        2.5       50.0        7.5      1.601      0.052           O186500300660 
        2.5       50.0       13.5       1.26       0.14           O186500300661 
        2.5       50.0       16.5      1.154      0.044           O186500300662 
        2.5       50.0       19.5      1.022      0.042           O186500300663 
        2.5       50.0       22.5      0.927       0.04           O186500300664 
        2.5       50.0       25.5      0.895      0.039           O186500300665 
        2.5       50.0       28.5      0.903      0.039           O186500300666 
        2.5       50.0       31.5      0.798      0.045           O186500300667 
        2.5       65.0        8.5       1.88      0.034           O186500300668 
        2.5       65.0       11.5      1.651      0.032           O186500300669 
        2.5       65.0       14.5      1.369      0.029           O186500300670 
        2.5       65.0       17.5      1.072      0.026           O186500300671 
        2.5       65.0       20.5      0.889      0.024           O186500300672 
        2.5       65.0       23.5      0.872      0.024           O186500300673 
        2.5       65.0       26.5      0.781      0.068           O186500300674 
        2.5       65.0       35.5      0.547      0.023           O186500300675 
        2.5       65.0       38.5      0.529      0.019           O186500300676 
        2.5       65.0       41.5       0.49      0.018           O186500300677 
        2.5       65.0       44.5      0.428      0.017           O186500300678 
        2.5       65.0       47.5      0.437      0.017           O186500300679 
        2.5       65.0       50.5      0.389      0.016           O186500300680 
        2.5       65.0       53.5      0.388      0.016           O186500300681 
        2.5       65.0       56.5      0.373      0.016           O186500300682 
        2.5       65.0       59.5      0.339      0.015           O186500300683 
        2.5       65.0       62.5      0.346      0.015           O186500300684 
        2.5       65.0       65.5      0.322      0.015           O186500300685 
        2.5       65.0       68.5      0.313      0.014           O186500300686 
        2.5       65.0       71.5      0.294      0.014           O186500300687 
        2.5       65.0       74.5      0.283      0.014           O186500300688 
        2.5       65.0       77.5      0.271      0.013           O186500300689 
        2.5       65.0       80.5      0.252      0.013           O186500300690 
        2.5       65.0       83.5      0.236      0.012           O186500300691 
        2.5       65.0       86.5      0.248      0.013           O186500300692 
        2.5       65.0       89.5      0.228      0.012           O186500300693 
        2.5       65.0       92.5      0.209      0.012           O186500300694 
        2.5       65.0       95.5      0.196      0.011           O186500300695 
        2.5       65.0       98.5      0.198      0.011           O186500300696 
        2.5       65.0      101.5      0.215      0.012           O186500300697 
        2.5       65.0      104.5      0.201      0.011           O186500300698 
        2.5       65.0      107.5      0.183      0.011           O186500300699 
        2.5       65.0      110.5      0.158       0.01           O186500300700 
        2.5       65.0      113.5      0.162       0.01           O186500300701 
        2.5       65.0      116.5      0.156       0.01           O186500300702 
        2.5       65.0      119.5     0.1363     0.0095           O186500300703 
        2.5       65.0      122.5      0.135     0.0094           O186500300704 
        2.5       65.0      125.5      0.135     0.0094           O186500300705 
        2.5       65.0      128.5     0.1264     0.0091           O186500300706 
        2.5       65.0      131.5     0.1238      0.009           O186500300707 
        2.5       65.0      134.5     0.1192     0.0089           O186500300708 
        2.5       65.0      137.5     0.1198     0.0089           O186500300709 
        2.5       65.0      140.5     0.1047     0.0083           O186500300710 
        2.5       65.0      143.5     0.0955     0.0079           O186500300711 
        2.5       65.0      146.5     0.0961      0.008           O186500300712 
        2.5       65.0      149.5     0.0836     0.0074           O186500300713 
        2.5       65.0      152.5     0.0882     0.0076           O186500300714 
        2.5       65.0      155.5     0.0823     0.0074           O186500300715 
        2.5       65.0      158.5     0.0764     0.0071           O186500300716 
        2.5       65.0      161.5      0.079     0.0072           O186500300717 
        2.5       65.0      164.5     0.0678     0.0067           O186500300718 
        2.5       65.0      167.5     0.0777     0.0072           O186500300719 
        2.5       65.0      170.5     0.0672     0.0067           O186500300720 
        2.5       65.0      173.5     0.0645     0.0065           O186500300721 
        2.5       65.0      176.5     0.0527     0.0059           O186500300722 
        2.5       65.0      179.5     0.0553      0.006           O186500300723 
        2.5       65.0      182.5      0.054      0.006           O186500300724 
        2.5       65.0      185.5     0.0606     0.0063           O186500300725 
        2.5       65.0      188.5     0.0507     0.0058           O186500300726 
        2.5       65.0      191.5     0.0441     0.0054           O186500300727 
        2.5       65.0      194.5     0.0527     0.0059           O186500300728 
        2.5       65.0      197.5     0.0448     0.0054           O186500300729 
        2.5       65.0      200.5     0.0441     0.0054           O186500300730 
        2.5       65.0      203.5     0.0362     0.0049           O186500300731 
        2.5       65.0      206.5     0.0349     0.0048           O186500300732 
        2.5       65.0      209.5     0.0382      0.005           O186500300733 
        2.5       65.0      212.5     0.0296     0.0044           O186500300734 
        2.5       80.0        4.5      1.383      0.032           O186500300735 
        2.5       80.0        7.5      1.647      0.019           O186500300736 
        2.5       80.0       10.5      1.497       0.05           O186500300737 
        2.5      100.0       13.5      1.199      0.026           O186500300738 
        2.5      100.0       16.5      0.987      0.024           O186500300739 
        2.5      100.0       19.5      0.834      0.022           O186500300740 
        2.5      100.0       22.5      0.578      0.018           O186500300741 
        2.5      100.0       25.5       0.57      0.018           O186500300742 
        2.5      100.0       28.5       0.55      0.022           O186500300743 
        2.5      100.0       40.5      0.291      0.016           O186500300744 
        2.5      100.0       43.5      0.282      0.013           O186500300745 
        2.5      100.0       46.5      0.241      0.012           O186500300746 
        2.5      100.0       49.5      0.267      0.013           O186500300747 
        2.5      100.0       52.5      0.263      0.012           O186500300748 
        2.5      100.0       55.5      0.253      0.012           O186500300749 
        2.5      100.0       58.5      0.199      0.011           O186500300750 
        2.5      100.0       61.5      0.179       0.01           O186500300751 
        2.5      100.0       64.5      0.174       0.01           O186500300752 
        2.5      100.0       67.5     0.1686       0.01           O186500300753 
        2.5      100.0       70.5     0.1404     0.0091           O186500300754 
        2.5      100.0       73.5     0.1433     0.0092           O186500300755 
        2.5      100.0       76.5     0.1257     0.0086           O186500300756 
        2.5      100.0       79.5     0.1216     0.0085           O186500300757 
        2.5      100.0       82.5     0.1157     0.0082           O186500300758 
        2.5      100.0       85.5     0.0817     0.0069           O186500300759 
        2.5      100.0       88.5     0.0928     0.0074           O186500300760 
        2.5      100.0       91.5     0.0905     0.0073           O186500300761 
        2.5      100.0       94.5     0.0699     0.0064           O186500300762 
        2.5      100.0       97.5     0.0775     0.0067           O186500300763 
        2.5      100.0      100.5     0.0799     0.0069           O186500300764 
        2.5      100.0      103.5     0.0546     0.0057           O186500300765 
        2.5      100.0      106.5     0.0587     0.0059           O186500300766 
        2.5      100.0      109.5     0.0517     0.0055           O186500300767 
        2.5      100.0      112.5     0.0535     0.0056           O186500300768 
        2.5      100.0      115.5     0.0458     0.0052           O186500300769 
        2.5      100.0      118.5     0.0476     0.0053           O186500300770 
        2.5      100.0      121.5     0.0347     0.0045           O186500300771 
        2.5      100.0      124.5     0.0341     0.0045           O186500300772 
        2.5      100.0      127.5     0.0329     0.0044           O186500300773 
        2.5      100.0      130.5     0.0394     0.0048           O186500300774 
        2.5      100.0      133.5     0.0329     0.0044           O186500300775 
        2.5      100.0      136.5     0.0229     0.0037           O186500300776 
        2.5      100.0      139.5       0.02     0.0034           O186500300777 
        2.5      100.0      142.5     0.0223     0.0036           O186500300778 
        2.5      100.0      145.5     0.0147     0.0029           O186500300779 
        2.5      100.0      148.5     0.0258     0.0039           O186500300780 
        2.5      100.0      151.5     0.0164     0.0031           O186500300781 
        2.5      100.0      154.5     0.0153      0.003           O186500300782 
        2.5      100.0      157.5      0.017     0.0032           O186500300783 
        2.5      100.0      160.5     0.0159     0.0031           O186500300784 
        2.5      100.0      163.5     0.0112     0.0026           O186500300785 
        2.5      100.0      166.5     0.0088     0.0023           O186500300786 
        2.5      100.0      169.5     0.0135     0.0028           O186500300787 
        2.5      100.0      172.5     0.0123     0.0027           O186500300788 
        2.5      100.0      175.5      0.007      0.002           O186500300789 
        2.5      100.0      178.5     0.0088     0.0023           O186500300790 
        2.5      100.0      181.5     0.0076     0.0021           O186500300791 
        2.5      100.0      184.5     0.0076     0.0021           O186500300792 
        2.5      100.0      187.5     0.0094     0.0023           O186500300793 
        2.5      100.0      190.5     0.0059     0.0019           O186500300794 
        2.5      100.0      193.5     0.0047     0.0017           O186500300795 
        2.5      100.0      196.5     0.0065     0.0019           O186500300796 
        2.5      100.0      199.5      0.007      0.002           O186500300797 
        2.5      100.0      202.5     0.0094     0.0023           O186500300798 
        2.5      100.0      205.5     0.0059     0.0019           O186500300799 
        2.5      100.0      208.5     0.0047     0.0017           O186500300800 
        2.5      100.0      211.5     0.0059     0.0019           O186500300801 
        2.5      100.0      214.5     0.0018     0.0013           O186500300802 
        2.5      100.0      217.5     0.0062     0.0023           O186500300803 
ENDDATA            797          0                                 O186500300804 
ENDSUBENT          803          0                                 O186500399999 
SUBENT        O1865004   20101111                             O044O186500400001 
BIB                  1          1                                 O186500400002 
REACTION   (28-NI-0(P,X)1-H-3,,DA/DE)                             O186500400003 
ENDBIB               1          0                                 O186500400004 
NOCOMMON             0          0                                 O186500400005 
DATA                 5        801                                 O186500400006 
EN         ANG        E          DATA       DATA-ERR              O186500400007 
GEV        ADEG       MEV        MB/SR/MEV  MB/SR/MEV             O186500400008 
        1.2       15.6       10.5      0.463      0.034           O186500400009 
        1.2       15.6       13.5      0.465      0.034           O186500400010 
        1.2       15.6       16.5       0.43      0.033           O186500400011 
        1.2       15.6       19.5      0.374      0.031           O186500400012 
        1.2       15.6       22.5       0.24      0.025           O186500400013 
        1.2       15.6       25.5      0.239      0.025           O186500400014 
        1.2       15.6       28.5      0.231      0.025           O186500400015 
        1.2       15.6       40.5      0.112      0.021           O186500400016 
        1.2       15.6       43.5      0.117      0.018           O186500400017 
        1.2       15.6       46.5      0.112      0.017           O186500400018 
        1.2       15.6       49.5      0.117      0.018           O186500400019 
        1.2       15.6       52.5      0.109      0.017           O186500400020 
        1.2       15.6       55.5      0.107      0.017           O186500400021 
        1.2       15.6       58.5      0.099      0.016           O186500400022 
        1.2       15.6       61.5      0.072      0.014           O186500400023 
        1.2       15.6       64.5      0.061      0.013           O186500400024 
        1.2       15.6       67.5      0.077      0.014           O186500400025 
        1.2       15.6       70.5      0.069      0.014           O186500400026 
        1.2       15.6       73.5      0.077      0.014           O186500400027 
        1.2       15.6       76.5      0.069      0.014           O186500400028 
        1.2       15.6       79.5      0.077      0.014           O186500400029 
        1.2       15.6       82.5      0.067      0.013           O186500400030 
        1.2       15.6       85.5       0.04       0.01           O186500400031 
        1.2       15.6       88.5      0.059      0.013           O186500400032 
        1.2       15.6       91.5      0.056      0.012           O186500400033 
        1.2       15.6       94.5      0.043      0.011           O186500400034 
        1.2       15.6       97.5      0.024      0.008           O186500400035 
        1.2       15.6      100.5     0.0267     0.0084           O186500400036 
        1.2       15.6      103.5      0.045      0.011           O186500400037 
        1.2       15.6      106.5      0.075      0.014           O186500400038 
        1.2       15.6      109.5      0.037       0.01           O186500400039 
        1.2       15.6      112.5      0.032     0.0092           O186500400040 
        1.2       15.6      115.5       0.04       0.01           O186500400041 
        1.2       15.6      118.5      0.024      0.008           O186500400042 
        1.2       15.6      121.5     0.0267     0.0084           O186500400043 
        1.2       15.6      124.5      0.008     0.0046           O186500400044 
        1.2       15.6      127.5     0.0133      0.006           O186500400045 
        1.2       15.6      130.5     0.0187     0.0071           O186500400046 
        1.2       15.6      133.5      0.008     0.0046           O186500400047 
        1.2       15.6      136.5     0.0373       0.01           O186500400048 
        1.2       15.6      139.5      0.008     0.0053           O186500400049 
        1.2       15.6      142.5      0.016     0.0065           O186500400050 
        1.2       15.6      145.5     0.0187     0.0071           O186500400051 
        1.2       15.6      148.5     0.0213      0.008           O186500400052 
        1.2       15.6      151.5     0.0053     0.0046           O186500400053 
        1.2       15.6      154.5      0.008     0.0053           O186500400054 
        1.2       15.6      157.5     0.0053     0.0046           O186500400055 
        1.2       15.6      160.5      0.016     0.0071           O186500400056 
        1.2       15.6      163.5      0.016     0.0071           O186500400057 
        1.2       15.6      166.5     0.0027     0.0046           O186500400058 
        1.2       15.6      169.5      0.032     0.0092           O186500400059 
        1.2       15.6      172.5     0.0107      0.006           O186500400060 
        1.2       15.6      175.5      0.016     0.0065           O186500400061 
        1.2       15.6      178.5     0.0107     0.0053           O186500400062 
        1.2       15.6      181.5     0.0133     0.0065           O186500400063 
        1.2       15.6      184.5     0.0107     0.0065           O186500400064 
        1.2       15.6      187.5      0.024      0.024           O186500400065 
        1.2       20.0       10.5      0.568      0.036           O186500400066 
        1.2       20.0       13.5      0.501      0.034           O186500400067 
        1.2       20.0       16.5      0.391       0.03           O186500400068 
        1.2       20.0       19.5      0.391       0.03           O186500400069 
        1.2       20.0       34.5      0.239      0.024           O186500400070 
        1.2       20.0       37.5      0.191      0.021           O186500400071 
        1.2       20.0       40.5      0.182      0.021           O186500400072 
        1.2       20.0       43.5      0.158      0.019           O186500400073 
        1.2       20.0       46.5      0.144      0.018           O186500400074 
        1.2       20.0       49.5      0.102      0.015           O186500400075 
        1.2       20.0       52.5      0.083      0.014           O186500400076 
        1.2       20.0       55.5      0.085      0.014           O186500400077 
        1.2       20.0       58.5      0.085      0.014           O186500400078 
        1.2       20.0       61.5      0.106      0.016           O186500400079 
        1.2       20.0       64.5       0.09      0.015           O186500400080 
        1.2       20.0       67.5      0.083      0.014           O186500400081 
        1.2       20.0       70.5      0.073      0.013           O186500400082 
        1.2       20.0       73.5      0.087      0.014           O186500400083 
        1.2       20.0       76.5      0.068      0.013           O186500400084 
        1.2       20.0       79.5      0.054      0.011           O186500400085 
        1.2       20.0       82.5      0.071      0.013           O186500400086 
        1.2       20.0       85.5      0.052      0.011           O186500400087 
        1.2       20.0       88.5      0.059      0.012           O186500400088 
        1.2       20.0       91.5      0.047      0.011           O186500400089 
        1.2       20.0       94.5      0.061      0.012           O186500400090 
        1.2       20.0       97.5      0.071      0.013           O186500400091 
        1.2       20.0      100.5      0.061      0.012           O186500400092 
        1.2       20.0      103.5      0.043       0.01           O186500400093 
        1.2       20.0      106.5      0.052      0.011           O186500400094 
        1.2       20.0      109.5     0.0283     0.0082           O186500400095 
        1.2       20.0      112.5     0.0236     0.0075           O186500400096 
        1.2       20.0      115.5       0.05      0.011           O186500400097 
        1.2       20.0      118.5      0.026     0.0078           O186500400098 
        1.2       20.0      121.5     0.0213     0.0071           O186500400099 
        1.2       20.0      124.5     0.0213     0.0071           O186500400100 
        1.2       20.0      127.5      0.026     0.0078           O186500400101 
        1.2       20.0      130.5     0.0283     0.0082           O186500400102 
        1.2       20.0      133.5      0.026     0.0078           O186500400103 
        1.2       20.0      136.5     0.0236     0.0075           O186500400104 
        1.2       20.0      139.5      0.026     0.0078           O186500400105 
        1.2       20.0      142.5     0.0094     0.0047           O186500400106 
        1.2       20.0      145.5     0.0118     0.0053           O186500400107 
        1.2       20.0      148.5      0.026     0.0078           O186500400108 
        1.2       20.0      151.5     0.0142     0.0058           O186500400109 
        1.2       20.0      154.5     0.0118     0.0053           O186500400110 
        1.2       20.0      157.5     0.0118     0.0053           O186500400111 
        1.2       20.0      160.5     0.0142     0.0058           O186500400112 
        1.2       20.0      163.5     0.0094     0.0053           O186500400113 
        1.2       20.0      166.5     0.0236     0.0075           O186500400114 
        1.2       20.0      169.5     0.0165     0.0062           O186500400115 
        1.2       20.0      172.5     0.0213     0.0071           O186500400116 
        1.2       20.0      175.5     0.0142     0.0058           O186500400117 
        1.2       20.0      178.5     0.0094     0.0047           O186500400118 
        1.2       20.0      181.5     0.0165     0.0067           O186500400119 
        1.2       20.0      184.5     0.0118     0.0053           O186500400120 
        1.2       20.0      187.5     0.0118     0.0053           O186500400121 
        1.2       20.0      190.5     0.0189     0.0067           O186500400122 
        1.2       20.0      193.5     0.0047     0.0041           O186500400123 
        1.2       20.0      196.5     0.0165     0.0067           O186500400124 
        1.2       20.0      199.5     0.0142     0.0058           O186500400125 
        1.2       20.0      202.5     0.0071     0.0047           O186500400126 
        1.2       20.0      205.5     0.0189     0.0067           O186500400127 
        1.2       20.0      208.5     0.0094     0.0047           O186500400128 
        1.2       20.0      211.5     0.0047     0.0041           O186500400129 
        1.2       20.0      214.5     0.0071     0.0047           O186500400130 
        1.2       20.0      217.5     0.0000     0.0041           O186500400131 
        1.2       20.0      220.5     0.0189     0.0067           O186500400132 
        1.2       20.0      223.5     0.0071     0.0053           O186500400133 
