ENTRY            O2472   20210214                             O083O2472  0    1 
SUBENT        O2472001   20210214                             O083O2472  1    1 
BIB                  9         17                                 O2472  1    2 
TITLE      Resolving the 11B(p,alpha) cross-section               O2472  1    3 
           discrepancies between 0.5 and 3.5 MeV                  O2472  1    4 
AUTHOR     (M.Munch,O.S.Kirsebom,J.A.Swartz,H.O.U.Fynbo)          O2472  1    5 
INSTITUTE  (2DENAAU,2DENRIS)                                      O2472  1    6 
           (1CANCAN) Institute for Big Data Analytics, Dalhousie  O2472  1    7 
           University, Halifax, Canada                            O2472  1    8 
REFERENCE  (J,EPJ/A,56,17,2020)                                   O2472  1    9 
           #doi:10.1140/epja/s10050-019-00016-8                   O2472  1   10 
FACILITY   (ACCEL,2DENAAU)                                        O2472  1   11 
SAMPLE     (6-C-11,ENR=0.99) The boron target was manufactured    O2472  1   12 
           by evaporating 99% enriched 11B onto a thin about 4    O2472  1   13 
           ug/cm2 natural carbon backing. The 11B thickness was   O2472  1   14 
           12.6(12) ug/cm2.                                       O2472  1   15 
DETECTOR   (SISD) Four double sided silicon strip detectors       O2472  1   16 
METHOD     (BCINT)                                                O2472  1   17 
HISTORY    (20200215R) Received from Dr. M.Munch trough IAEA-NDS. O2472  1   18 
           (20210214C) VS                                         O2472  1   19 
ENDBIB              17          0                                 O2472  1   20 
COMMON               1          3                                 O2472  1   21 
E-LVL                                                             O2472  1   22 
MEV                                                               O2472  1   23 
  0.0                                                             O2472  1   24 
ENDCOMMON            3          0                                 O2472  1   25 
ENDSUBENT           24          0                                 O2472  199999 
SUBENT        O2472002   20210214                             O083O2472  2    1 
BIB                  3          3                                 O2472  2    2 
REACTION   (5-B-11(P,A)4-BE-8,PAR,DA)                             O2472  2    3 
ERR-ANALYS (ERR-S) Counting statistics uncertainties.             O2472  2    4 
STATUS     (TABLE) Plotted on Fig.4 of Eur.Phys.J.A56(2020)17     O2472  2    5 
ENDBIB               3          0                                 O2472  2    6 
NOCOMMON             0          0 3                               O2472  2    7 
DATA                 5        415                                 O2472  2    8 
EN         ANG-CM     ANG-ERR    DATA-CM    ERR-S                 O2472  2    9 
      3000.      107.5        5.0     0.3073     0.0214           O2472  2  381 
      3000.      112.5        5.0     0.3763     0.0242           O2472  2  382 
      3000.      117.5        5.0     0.4113     0.0266           O2472  2  383 
      3000.      122.5        5.0     0.4897     0.0306           O2472  2  384 
      3000.      147.5        5.0     0.5598     0.0314           O2472  2  385 
      3000.      152.5        5.0     0.6658     0.0333           O2472  2  386 
      3000.      157.5        5.0     0.6303     0.0315           O2472  2  387 
      3000.      162.5        5.0     0.6157     0.0308           O2472  2  388 
      3000.      167.5        5.0     0.8021     0.0699           O2472  2  389 
      3200.       32.5       10.0     0.1724     0.0077           O2472  2  390 
      3200.       67.5        5.0     0.2158     0.0150           O2472  2  391 
      3200.       72.5        5.0     0.2081     0.0149           O2472  2  392 
      3200.       77.5        5.0     0.1914     0.0144           O2472  2  393 
      3200.       82.5        5.0     0.1273     0.0105           O2472  2  394 
      3200.       87.5        5.0     0.1208     0.0109           O2472  2  395 
      3200.       92.5        5.0     0.0494     0.0524           O2472  2  396 
      3200.       97.5        5.0     0.0663     0.0086           O2472  2  397 
      3200.      102.5        5.0     0.0667     0.0065           O2472  2  398 
      3200.      107.5        5.0     0.0907     0.0079           O2472  2  399 
      3200.      112.5        5.0     0.0968     0.0083           O2472  2  400 
      3200.      117.5        5.0     0.1382     0.0106           O2472  2  401 
      3200.      122.5        5.0     0.2525     0.0162           O2472  2  402 
      3200.      147.5        5.0     0.6521     0.0326           O2472  2  403 
      3200.      152.5        5.0     0.7038     0.0352           O2472  2  404 
      3200.      157.5        5.0     0.7958     0.0398           O2472  2  405 
      3200.      162.5        5.0     0.8276     0.0414           O2472  2  406 
      3200.      167.5        5.0     0.9993     0.0736           O2472  2  407 
      3500.       32.5       10.0     0.4746     0.0201           O2472  2  408 
      3500.       67.5        5.0     0.3116     0.0236           O2472  2  409 
      3500.       72.5        5.0     0.3184     0.0239           O2472  2  410 
      3500.       77.5        5.0     0.3070     0.0249           O2472  2  411 
      3500.       82.5        5.0     0.2336     0.0192           O2472  2  412 
      3500.       87.5        5.0     0.1831     0.0174           O2472  2  413 
      3500.       92.5        5.0     0.2193     0.1254           O2472  2  414 
      3500.       97.5        5.0     0.1565     0.0190           O2472  2  415 
      3500.      102.5        5.0     0.1948     0.0157           O2472  2  416 
      3500.      107.5        5.0     0.2609     0.0189           O2472  2  417 
      3500.      112.5        5.0     0.3831     0.0244           O2472  2  418 
      3500.      117.5        5.0     0.5558     0.0323           O2472  2  419 
      3500.      122.5        5.0     0.8950     0.0492           O2472  2  420 
      3500.      147.5        5.0     1.8470     0.0923           O2472  2  421 
      3500.      152.5        5.0     2.1682     0.1084           O2472  2  422 
      3500.      157.5        5.0     2.3761     0.1188           O2472  2  423 
      3500.      162.5        5.0     2.3436     0.1172           O2472  2  424 
      3500.      167.5        5.0     2.7780     0.1913           O2472  2  425 
ENDDATA            417          0                                 O2472  2  426 
ENDSUBENT          425          0                                 O2472  299999 
SUBENT        O2472003   20210215                             O083O2472  3    1 
BIB                  4          5                                 O2472  3    2 
REACTION   (5-B-11(P,A)4-BE-8,PAR,SIG)                            O2472  3    3 
ANALYSIS   (INTAD)                                                O2472  3    4 
ERR-ANALYS (DATA-ERR) No information on sources of uncertainties. O2472  3    5 
STATUS     (TABLE) Table 1 of Eur.Phys.J.A56(2020)17.             O2472  3    6 
           (DEP,O2472002) Angle differential cross sections.      O2472  3    7 
ENDBIB               5          0                                 O2472  3    8 
NOCOMMON             0          0                                 O2472  3    9 
DATA                 3         44                                 O2472  3   10 
EN         DATA       DATA-ERR                                    O2472  3   11 
KEV        MB         MB                                          O2472  3   12 
       500.        2.6        0.3                                 O2472  3   13 
       600.        3.9        0.5                                 O2472  3   14 
       683.        4.6        0.5                                 O2472  3   15 
       800.        5.9        0.6                                 O2472  3   16 
       850.        5.7        0.6                                 O2472  3   17 
       900.        6.2        0.6                                 O2472  3   18 
       950.        6.5        0.7                                 O2472  3   19 
      1000.        6.7        0.7                                 O2472  3   20 
      1100.        6.7        0.7                                 O2472  3   21 
      1300.        6.6        0.7                                 O2472  3   22 
      1500.        6.4        0.7                                 O2472  3   23 
      1600.        6.3        0.6                                 O2472  3   24 
      1700.        6.5        0.7                                 O2472  3   25 
      1800.        7.4        0.8                                 O2472  3   26 
      1900.        8.4        0.9                                 O2472  3   27 
      1900.        9.7        1.0                                 O2472  3   28 
      1935.       11.6        1.2                                 O2472  3   29 
      1970.       15.6        1.6                                 O2472  3   30 
      2000.       15.9        1.6                                 O2472  3   31 
      2030.        9.4        1.0                                 O2472  3   32 
      2060.        6.6        0.7                                 O2472  3   33 
      2100.        6.7        0.7                                 O2472  3   34 
      2150.        9.0        0.9                                 O2472  3   35 
      2250.       12.8        1.3                                 O2472  3   36 
      2300.       16.6        1.7                                 O2472  3   37 
      2350.        21.         2.                                 O2472  3   38 
      2400.        26.         3.                                 O2472  3   39 
      2450.        37.         4.                                 O2472  3   40 
      2500.        47.         5.                                 O2472  3   41 
      2550.        55.         6.                                 O2472  3   42 
      2600.        62.         6.                                 O2472  3   43 
      2640.        58.         6.                                 O2472  3   44 
      2650.        57.         6.                                 O2472  3   45 
      2700.        48.         5.                                 O2472  3   46 
      2750.        35.         4.                                 O2472  3   47 
      2800.        26.         3.                                 O2472  3   48 
      2850.       16.3        17.                                 O2472  3   49 
      2900.        9.2         9.                                 O2472  3   50 
      2950.        5.8         6.                                 O2472  3   51 
      3000.        4.6         5.                                 O2472  3   52 
      3100.        5.1         5.                                 O2472  3   53 
      3300.        6.4         7.                                 O2472  3   54 
      3400.        7.2         7.                                 O2472  3   55 
      3500.        8.6         9.                                 O2472  3   56 
ENDDATA             46          0                                 O2472  3   57 
ENDSUBENT           56          0                                 O2472  399999 
SUBENT        O2472004   20210215                             O083O2472  4    1 
BIB                  3          5                                 O2472  4    2 
REACTION   (5-B-11(P,A)4-BE-8,PAR,DA,,LEG/RS)                     O2472  4    3 
ERR-ANALYS (DATA-ERR) Uncertainties from counting statistics and  O2472  4    4 
           overall normalization uncertainties.                   O2472  4    5 
STATUS     (TABLE) Plotted on Fig.5 of Eur.Phys.J.A56(2020)17     O2472  4    6 
           (DEP,O2472002) Angle differential cross sections.      O2472  4    7 
ENDBIB               5          0                                 O2472  4    8 
NOCOMMON             0          0                                 O2472  4    9 
DATA                 4        176                                 O2472  4   10 
EN         NUMBER     DATA       DATA-ERR                         O2472  4   11 
KEV        NO-DIM     NO-DIM     NO-DIM                           O2472  4   12 
     0.5000         1.    -0.1057     0.1160                      O2472  4   13 
     0.5000         2.    -0.3488     0.1346                      O2472  4   14 
     0.5000         3.    -0.3395     0.2106                      O2472  4   15 
     0.5000         4.    -0.0415     0.3241                      O2472  4   16 
     0.6000         1.     0.1995     0.1204                      O2472  4   17 
     0.6000         2.    -0.4010     0.1432                      O2472  4   18 
     0.6000         3.    -0.1537     0.2196                      O2472  4   19 
     0.6000         4.    -0.3790     0.2931                      O2472  4   20 
     0.6830         1.     0.1152     0.0677                      O2472  4   21 
     0.6830         2.    -0.5412     0.0944                      O2472  4   22 
     0.6830         3.    -0.4027     0.1386                      O2472  4   23 
     0.6830         4.     0.0630     0.1899                      O2472  4   24 
     0.8000         1.     0.2844     0.0569                      O2472  4   25 
     0.8000         2.    -0.5713     0.0808                      O2472  4   26 
     0.8000         3.    -0.3973     0.1082                      O2472  4   27 
     0.8000         4.    -0.0708     0.1321                      O2472  4   28 
     0.8500         1.     0.2251     0.0513                      O2472  4   29 
     0.8500         2.    -0.6549     0.0862                      O2472  4   30 
     0.8500         3.    -0.2484     0.1010                      O2472  4   31 
     0.8500         4.     0.1629     0.1255                      O2472  4   32 
     0.9000         1.     0.3946     0.0560                      O2472  4   33 
     0.9000         2.    -0.6299     0.0801                      O2472  4   34 
     0.9000         3.    -0.4949     0.0979                      O2472  4   35 
     0.9000         4.    -0.2062     0.1056                      O2472  4   36 
     0.9500         1.     0.3732     0.0537                      O2472  4   37 
     0.9500         2.    -0.6504     0.0808                      O2472  4   38 
     0.9500         3.    -0.3591    0.09044                      O2472  4   39 
     0.9500         4.    -0.0896     0.0975                      O2472  4   40 
     1.0000         1.     0.4484     0.0558                      O2472  4   41 
     1.0000         2.    -0.6719    0.07983                      O2472  4   42 
     1.0000         3.    -0.4327     0.0859                      O2472  4   43 
     1.0000         4.    -0.1188     0.0864                      O2472  4   44 
     1.1000         1.     0.4676     0.0554                      O2472  4   45 
     1.1000         2.    -0.8039     0.0892                      O2472  4   46 
     1.1000         3.    -0.4879     0.0855                      O2472  4   47 
     1.1000         4.    -0.0609     0.0750                      O2472  4   48 
     1.3000         1.     0.6473     0.0694                      O2472  4   49 
     1.3000         2.    -0.8017     0.0878                      O2472  4   50 
     1.3000         3.    -0.6395     0.0893                      O2472  4   51 
     1.3000         4.    -0.2050     0.0605                      O2472  4   52 
     1.5000         1.     0.7809     0.0811                      O2472  4   53 
     1.5000         2.    -0.8512     0.0919                      O2472  4   54 
     1.5000         3.    -0.7647     0.0964                      O2472  4   55 
     1.5000         4.    -0.1699     0.0486                      O2472  4   56 
     1.6000         1.     0.8172     0.0845                      O2472  4   57 
     1.6000         2.    -0.8703     0.0938                      O2472  4   58 
     1.6000         3.    -1.0066     0.1161                      O2472  4   59 
     1.6000         4.    -0.3128     0.0584                      O2472  4   60 
     1.7000         1.     0.8335     0.0862                      O2472  4   61 
     1.7000         2.    -0.7580     0.0841                      O2472  4   62 
     1.7000         3.    -1.0579     0.1204                      O2472  4   63 
     1.7000         4.    -0.3038     0.0664                      O2472  4   64 
     1.8000         1.     0.7769     0.0800                      O2472  4   65 
     1.8000         2.    -0.6831     0.0754                      O2472  4   66 
     1.8000         3.    -1.1997     0.1298                      O2472  4   67 
     1.8000         4.    -0.4349     0.0707                      O2472  4   68 
     1.9000         1.     0.5655     0.0608                      O2472  4   69 
     1.9000         1.     0.5703     0.0609                      O2472  4   70 
     1.9000         2.    -0.4560     0.0562                      O2472  4   71 
     1.9000         2.    -0.4938     0.0587                      O2472  4   72 
     1.9000         3.    -1.0423     0.1158                      O2472  4   73 
     1.9000         3.    -1.0027     0.1115                      O2472  4   74 
     1.9000         4.    -0.3903     0.0760                      O2472  4   75 
     1.9000         4.    -0.3626     0.0713                      O2472  4   76 
     1.9350         1.     0.4625     0.0512                      O2472  4   77 
     1.9350         2.    -0.3193     0.0443                      O2472  4   78 
     1.9350         3.    -0.8912     0.1003                      O2472  4   79 
     1.9350         4.    -0.4238     0.0735                      O2472  4   80 
     1.9700         1.     0.2587     0.0340                      O2472  4   81 
     1.9700         2.    -0.1549     0.0314                      O2472  4   82 
     1.9700         3.    -0.4386     0.0594                      O2472  4   83 
     1.9700         4.    -0.3808     0.0655                      O2472  4   84 
     2.0000         1.     0.1285     0.0284                      O2472  4   85 
     2.0000         2.     0.0643     0.0285                      O2472  4   86 
     2.0000         3.     0.1132     0.0402                      O2472  4   87 
     2.0000         4.    -0.3977     0.0645                      O2472  4   88 
     2.0300         1.     0.0818     0.0320                      O2472  4   89 
     2.0300         2.     0.0879     0.0355                      O2472  4   90 
     2.0300         3.     0.4244     0.0653                      O2472  4   91 
     2.0300         4.    -0.5380     0.0826                      O2472  4   92 
     2.0600         1.     0.2800     0.0399                      O2472  4   93 
     2.0600         2.     0.0045     0.0338                      O2472  4   94 
     2.0600         3.     0.0344     0.0500                      O2472  4   95 
     2.0600         4.    -0.7159     0.0917                      O2472  4   96 
     2.1000         1.     0.4104     0.0481                      O2472  4   97 
     2.1000         2.     0.0075     0.0316                      O2472  4   98 
     2.1000         3.    -0.2271     0.0498                      O2472  4   99 
     2.1000         4.    -0.7311     0.0884                      O2472  4  100 
     2.1500         1.     0.5049     0.0565                      O2472  4  101 
     2.1500         2.     0.0202     0.0345                      O2472  4  102 
     2.1500         3.    -0.8451    0.09724                      O2472  4  103 
     2.1500         4.    -0.9003     0.1068                      O2472  4  104 
     2.2500         1.     0.3833     0.0462                      O2472  4  105 
     2.2500         2.     0.2138     0.0394                      O2472  4  106 
     2.2500         3.    -0.8512     0.0956                      O2472  4  107 
     2.2500         4.    -0.9120     0.1067                      O2472  4  108 
     2.3000         1.     0.3640     0.0442                      O2472  4  109 
     2.3000         2.     0.3338     0.0457                      O2472  4  110 
     2.3000         3.    -0.8455     0.0935                      O2472  4  111 
     2.3000         4.    -0.9228     0.1048                      O2472  4  112 
     2.3500         1.     0.3044     0.0397                      O2472  4  113 
     2.3500         2.     0.4082     0.0511                      O2472  4  114 
     2.3500         3.    -0.8056     0.0893                      O2472  4  115 
     2.3500         4.    -0.9138     0.1039                      O2472  4  116 
     2.4000         1.     0.2642     0.0372                      O2472  4  117 
     2.4000         2.     0.4886     0.0574                      O2472  4  118 
     2.4000         3.    -0.6983     0.0793                      O2472  4  119 
     2.4000         4.    -0.8838     0.1008                      O2472  4  120 
     2.4500         1.     0.2065     0.0334                      O2472  4  121 
     2.4500         2.     0.5266     0.0604                      O2472  4  122 
     2.4500         3.    -0.6445     0.0741                      O2472  4  123 
     2.4500         4.    -0.8961     0.1018                      O2472  4  124 
     2.5000         1.     0.1540     0.0314                      O2472  4  125 
     2.5000         2.     0.6145     0.0681                      O2472  4  126 
     2.5000         3.    -0.6258     0.0722                      O2472  4  127 
     2.5000         4.    -0.9018     0.1019                      O2472  4  128 
     2.5500         1.     0.1223     0.0306                      O2472  4  129 
     2.5500         2.     0.6533     0.0717                      O2472  4  130 
     2.5500         3.    -0.4956     0.0613                      O2472  4  131 
     2.5500         4.    -0.8141     0.0950                      O2472  4  132 
     2.6000         1.     0.0887     0.0304                      O2472  4  133 
     2.6000         2.     0.7408     0.0797                      O2472  4  134 
     2.6000         3.    -0.4148     0.0548                      O2472  4  135 
     2.6000         4.    -0.7805     0.0918                      O2472  4  136 
     2.6400         1.     0.0232     0.0296                      O2472  4  137 
     2.6400         2.     0.8010     0.0850                      O2472  4  138 
     2.6400         3.    -0.3008     0.0458                      O2472  4  139 
     2.6400         4.    -0.7952     0.0922                      O2472  4  140 
     2.6500         1.     0.0155     0.0301                      O2472  4  141 
     2.6500         2.     0.8331     0.0882                      O2472  4  142 
     2.6500         3.    -0.2926     0.0456                      O2472  4  143 
     2.6500         4.    -0.7436     0.0886                      O2472  4  144 
     2.7000         1.    -0.0511     0.0316                      O2472  4  145 
     2.7000         2.     0.8746     0.0921                      O2472  4  146 
     2.7000         3.    -0.1878     0.0395                      O2472  4  147 
     2.7000         4.    -0.7793     0.0917                      O2472  4  148 
     2.7500         1.    -0.2165     0.0379                      O2472  4  149 
     2.7500         2.     0.8989     0.0941                      O2472  4  150 
     2.7500         3.     0.0676     0.0340                      O2472  4  151 
     2.7500         4.    -0.6943     0.0844                      O2472  4  152 
     2.8000         1.    -0.1859     0.0372                      O2472  4  153 
     2.8000         2.     0.8886     0.0935                      O2472  4  154 
     2.8000         3.     0.0641     0.0354                      O2472  4  155 
     2.8000         4.    -0.7312     0.0888                      O2472  4  156 
     2.8500         1.    -0.2977     0.0436                      O2472  4  157 
     2.8500         2.     0.7909     0.0843                      O2472  4  158 
     2.8500         3.     0.2733     0.0449                      O2472  4  159 
     2.8500         4.    -0.7188     0.0898                      O2472  4  160 
     2.9000         1.    -0.5516     0.0622                      O2472  4  161 
     2.9000         2.     0.4961     0.0570                      O2472  4  162 
     2.9000         3.     0.4233     0.0567                      O2472  4  163 
     2.9000         4.    -0.7292     0.0946                      O2472  4  164 
     2.9500         1.    -0.6410     0.0701                      O2472  4  165 
     2.9500         2.     0.3493     0.0462                      O2472  4  166 
     2.9500         3.     0.1681     0.0474                      O2472  4  167 
     2.9500         4.    -0.6654     0.0976                      O2472  4  168 
     3.0000         1.    -0.6415     0.0709                      O2472  4  169 
     3.0000         2.     0.3305     0.0480                      O2472  4  170 
     3.0000         3.    -0.3569     0.0616                      O2472  4  171 
     3.0000         4.    -0.3926     0.0918                      O2472  4  172 
     3.1000         1.    -0.5712     0.0658                      O2472  4  173 
     3.1000         2.     1.0043     0.1077                      O2472  4  174 
     3.1000         3.    -1.1279     0.1203                      O2472  4  175 
     3.1000         4.    -0.0932     0.0724                      O2472  4  176 
     3.3000         1.    -0.8556     0.0914                      O2472  4  177 
     3.3000         2.     1.3262     0.1380                      O2472  4  178 
     3.3000         3.    -1.3370     0.1385                      O2472  4  179 
     3.3000         4.    -0.1461     0.0670                      O2472  4  180 
     3.4000         1.    -0.9920     0.1044                      O2472  4  181 
     3.4000         2.     1.5293     0.1572                      O2472  4  182 
     3.4000         3.    -1.1482     0.1204                      O2472  4  183 
     3.4000         4.     0.0130     0.0644                      O2472  4  184 
     3.5000         1.    -1.1297     0.1172                      O2472  4  185 
     3.5000         2.     1.5990     0.1634                      O2472  4  186 
     3.5000         3.    -0.9345     0.0998                      O2472  4  187 
     3.5000         4.     0.0358     0.0595                      O2472  4  188 
ENDDATA            178          0                                 O2472  4  189 
ENDSUBENT          188          0                                 O2472  499999 
ENDENTRY             4          0                                 O247299999999 
