ENTRY            O2061   20120613                             O050O206100000001 
SUBENT        O2061001   20120613                             O050O206100100001 
BIB                 11         32                                 O206100100002 
TITLE      Differential cross sections measurements for the       O206100100003 
           Li-7(p,p0)Li-7, Li-7(p,p1)Li-7, Li-7(p,a0)He-4,        O206100100004 
           F-19(p,p0)F-19, F-19(p,a0)O-16 and F-19(p,a1,2)O-16    O206100100005 
           reactions.                                             O206100100006 
AUTHOR     (V.Paneta, A.Kafkarkou, M.Kokkoris, A.Lagoyannis)      O206100100007 
INSTITUTE  (2GRCATH)                                              O206100100008 
           (2GRCTUA)                                              O206100100009 
REFERENCE  (J,NIM/B,288,53,2012)                                  O206100100010 
FACILITY   (VDGT,2GRCATH) 5.5 MV TN11 Tandem Accelerator of       O206100100011 
           N.C.S.R. 'Demokritos', Athens, Greece                  O206100100012 
SAMPLE     The target consisted of a thin carbon foil of          O206100100013 
           52+-2 mug/cm**2 thickness, with a LiF layer of         O206100100014 
            (960+-38)+E+15 at/cm**2 that was evaporated onto the  O206100100015 
           carbon foil and additionally with a thin gold layer of O206100100016 
           4.4+-0.3 mug/cm**2 that was evaporated onto the LiF    O206100100017 
           layer for protection against wear and humidity         O206100100018 
           absorption.                                            O206100100019 
           For the validation of the obtained differential cross  O206100100020 
           sections, benchmarking experiments were performed,     O206100100021 
           using thick, commercial and mirror-polished BaF(2) and O206100100022 
           LiF targets. For beam normalization purposes Au was    O206100100023 
           evaporated onto the LiF thick target                   O206100100024 
DETECTOR   (SIBAR) The detection system consisted of four Si      O206100100025 
           surface barrier detectors, thickness of 1000 mum,      O206100100026 
           (HPGE) a HPGe detector of 80% relative efficiency      O206100100027 
MONITOR    (13-AL-27(P,G)14-SI-28,,SIG) for the energy of the     O206100100028 
           protons entering the scattering chamber                O206100100029 
ERR-ANALYS (ERR-1).The error in target thickness.                 O206100100030 
STATUS     (TABLE).Table data plus E-LVL values were received fromO206100100031 
           Dr.V.Paneta 16.10.2012                                 O206100100032 
           (APRVD).By Dr.V.Paneta                                 O206100100033 
HISTORY    (20121016C) SB                                         O206100100034 
ENDBIB              32          0                                 O206100100035 
COMMON               1          3                                 O206100100036 
ERR-1                                                             O206100100037 
PER-CENT                                                          O206100100038 
4.                                                                O206100100039 
ENDCOMMON            3          0                                 O206100100040 
ENDSUBENT           39          0                                 O206100199999 
SUBENT        O2061002   20121021                             O050O206100200001 
BIB                  2          6                                 O206100200002 
REACTION   (3-LI-7(P,EL)3-LI-7,,DA)                               O206100200003 
ERR-ANALYS (ERR-S,1.0,4.0).Statistical errors for the differentialO206100200004 
           cross sections, varying between 1-4% for elastic       O206100200005 
           scattering, included the uncertainties in peak         O206100200006 
           integration (including counting statistics and         O206100200007 
           background subtraction)                                O206100200008 
ENDBIB               6          0                                 O206100200009 
NOCOMMON             0          0                                 O206100200010 
DATA                 5        237                                 O206100200011 
ANG        EN         EN-ERR     DATA       DATA-ERR              O206100200012 
160.       1998.000   3.000      3.480      0.110                 O206100300158 
160.       2023.000   3.000      3.330      0.110                 O206100300159 
160.       2048.000   3.000      3.500      0.110                 O206100300160 
160.       2073.000   3.000      3.490      0.110                 O206100300161 
160.       2098.000   3.000      3.700      0.110                 O206100300162 
160.       2123.000   3.000      3.730      0.110                 O206100300163 
160.       2148.000   3.000      3.780      0.110                 O206100300164 
160.       2173.000   3.000      3.990      0.120                 O206100300165 
160.       2198.000   4.000      3.950      0.120                 O206100300166 
160.       2298.000   4.000      4.660      0.130                 O206100300167 
160.       2398.000   4.000      4.810      0.160                 O206100300168 
160.       2599.000   4.000      5.910      0.230                 O206100300169 
160.       2699.000   4.000      6.080      0.140                 O206100300170 
160.       2799.000   4.000      5.830      0.140                 O206100300171 
160.       2899.000   4.000      5.630      0.140                 O206100300172 
160.       2999.000   4.000      5.420      0.140                 O206100300173 
160.       3099.000   4.000      4.420      0.120                 O206100300174 
160.       3199.000   5.000      3.600      0.110                 O206100300175 
160.       3299.000   5.000      3.010      0.100                 O206100300176 
160.       3399.000   5.000      2.270      0.070                 O206100300177 
160.       3499.000   5.000      1.890      0.060                 O206100300178 
160.       3599.000   5.000      1.470      0.050                 O206100300179 
160.       3699.000   5.000      1.180      0.040                 O206100300180 
160.       3799.000   6.000      1.140      0.040                 O206100300181 
160.       3899.000   6.000      0.990      0.040                 O206100300182 
160.       3999.000   6.000      0.990      0.040                 O206100300183 
160.       4099.000   6.000      0.810      0.030                 O206100300184 
160.       4199.000   6.000      0.830      0.030                 O206100300185 
160.       4299.000   6.000      0.830      0.030                 O206100300186 
160.       4399.000   7.000      0.790      0.030                 O206100300187 
160.       4499.000   7.000      0.760      0.030                 O206100300188 
160.       4599.000   7.000      0.710      0.030                 O206100300189 
160.       4699.000   7.000      0.640      0.030                 O206100300190 
160.       4799.000   7.000      0.580      0.020                 O206100300191 
160.       4899.000   7.000      0.530      0.020                 O206100300192 
160.       4999.000   8.000      0.450      0.020                 O206100300193 
160.       5099.000   8.000      0.420      0.020                 O206100300194 
160.       5199.000   8.000      0.430      0.020                 O206100300195 
160.       5299.000   8.000      0.500      0.020                 O206100300196 
160.       5399.000   8.000      0.600      0.030                 O206100300197 
160.       5499.000   8.000      0.850      0.030                 O206100300198 
160.       5599.000   9.000      1.100      0.030                 O206100300199 
160.       5699.000   9.000      1.220      0.040                 O206100300200 
160.       5799.000   9.000      1.400      0.040                 O206100300201 
160.       5899.000   9.000      1.470      0.040                 O206100300202 
160.       5999.000   9.000      1.650      0.040                 O206100300203 
160.       6099.000   10.000     1.570      0.040                 O206100300204 
160.       6199.000   10.000     1.550      0.040                 O206100300205 
160.       6299.000   10.000     1.550      0.040                 O206100300206 
160.       6399.000   10.000     1.530      0.040                 O206100300207 
160.       6499.000   10.000     1.490      0.040                 O206100300208 
160.       6599.000   10.000     1.480      0.040                 O206100300209 
160.       6699.000   11.000     1.390      0.040                 O206100300210 
160.       6799.000   11.000     1.410      0.040                 O206100300211 
160.       6899.000   11.000     1.480      0.040                 O206100300212 
160.       6999.000   11.000     1.480      0.040                 O206100300213 
170.       1498.000   3.000      2.150      0.080                 O206100300214 
170.       1598.000   3.000      2.300      0.100                 O206100300215 
170.       1698.000   3.000      2.580      0.110                 O206100300216 
170.       1798.000   3.000      2.680      0.070                 O206100300217 
170.       1848.000   3.000      2.760      0.090                 O206100300218 
170.       1873.000   3.000      2.810      0.090                 O206100300219 
170.       1898.000   3.000      3.060      0.090                 O206100300220 
170.       1923.000   3.000      2.930      0.090                 O206100300221 
170.       1948.000   3.000      3.260      0.100                 O206100300222 
170.       1973.000   3.000      3.200      0.100                 O206100300223 
170.       1998.000   3.000      3.250      0.100                 O206100300224 
170.       2023.000   3.000      3.520      0.100                 O206100300225 
170.       2048.000   3.000      3.620      0.100                 O206100300226 
170.       2073.000   3.000      3.710      0.100                 O206100300227 
170.       2098.000   3.000      3.570      0.100                 O206100300228 
170.       2123.000   3.000      3.830      0.100                 O206100300229 
170.       2148.000   3.000      3.790      0.100                 O206100300230 
170.       2173.000   3.000      4.070      0.110                 O206100300231 
170.       2198.000   4.000      3.970      0.110                 O206100300232 
170.       2298.000   4.000      4.380      0.120                 O206100300233 
170.       2599.000   4.000      5.670      0.130                 O206100300234 
170.       2699.000   4.000      5.720      0.130                 O206100300235 
170.       2799.000   4.000      5.730      0.130                 O206100300236 
170.       2899.000   4.000      5.540      0.130                 O206100300237 
170.       2999.000   4.000      5.150      0.120                 O206100300238 
170.       3099.000   4.000      4.340      0.110                 O206100300239 
170.       3199.000   5.000      3.430      0.100                 O206100300240 
170.       3299.000   5.000      2.700      0.090                 O206100300241 
170.       3399.000   5.000      2.120      0.060                 O206100300242 
170.       3499.000   5.000      1.600      0.050                 O206100300243 
170.       3599.000   5.000      1.320      0.050                 O206100300244 
170.       3699.000   5.000      1.060      0.040                 O206100300245 
170.       3799.000   6.000      0.950      0.030                 O206100300246 
170.       3899.000   6.000      0.870      0.030                 O206100300247 
170.       3999.000   6.000      0.810      0.030                 O206100300248 
170.       4099.000   6.000      0.710      0.020                 O206100300249 
170.       4199.000   6.000      0.710      0.020                 O206100300250 
170.       4299.000   6.000      0.710      0.020                 O206100300251 
170.       4399.000   7.000      0.650      0.020                 O206100300252 
170.       4499.000   7.000      0.670      0.020                 O206100300253 
170.       4599.000   7.000      0.640      0.020                 O206100300254 
170.       4699.000   7.000      0.590      0.020                 O206100300255 
170.       4799.000   7.000      0.490      0.020                 O206100300256 
170.       4899.000   7.000      0.450      0.020                 O206100300257 
170.       4999.000   8.000      0.320      0.020                 O206100300258 
170.       5099.000   8.000      0.240      0.010                 O206100300259 
170.       5199.000   8.000      0.190      0.010                 O206100300260 
170.       5299.000   8.000      0.260      0.020                 O206100300261 
170.       5399.000   8.000      0.360      0.020                 O206100300262 
170.       5499.000   8.000      0.510      0.020                 O206100300263 
170.       5599.000   9.000      0.750      0.030                 O206100300264 
170.       5699.000   9.000      0.940      0.030                 O206100300265 
170.       5799.000   9.000      1.040      0.030                 O206100300266 
170.       5899.000   9.000      1.190      0.030                 O206100300267 
170.       5999.000   9.000      1.250      0.030                 O206100300268 
170.       6099.000   10.000     1.340      0.030                 O206100300269 
170.       6199.000   10.000     1.350      0.030                 O206100300270 
170.       6299.000   10.000     1.320      0.030                 O206100300271 
170.       6399.000   10.000     1.240      0.030                 O206100300272 
170.       6499.000   10.000     1.210      0.030                 O206100300273 
170.       6599.000   10.000     1.130      0.030                 O206100300274 
170.       6699.000   11.000     1.180      0.030                 O206100300275 
170.       6799.000   11.000     1.180      0.030                 O206100300276 
170.       6899.000   11.000     1.200      0.030                 O206100300277 
170.       6999.000   11.000     1.300      0.030                 O206100300278 
ENDDATA            263          0                                 O206100300279 
ENDSUBENT          278          0                                 O206100399999 
SUBENT        O2061004   20121021                             O050O206100400001 
BIB                  3          7                                 O206100400002 
REACTION   (3-LI-7(P,INL)3-LI-7,PAR,DA)                           O206100400003 
EN-SEC     (E-LVL,3-LI-7)                                         O206100400004 
ERR-ANALYS (ERR-S,1.0,4.0).Statistical errors for the differentialO206100400005 
           cross sections, varying between 1-4% for elastic       O206100400006 
           scattering, included the uncertainties in peak         O206100400007 
           integration (including counting statistics and         O206100400008 
           background subtraction)                                O206100400009 
ENDBIB               7          0                                 O206100400010 
COMMON               1          3                                 O206100400011 
E-LVL                                                             O206100400012 
MEV                                                               O206100400013 
0.478                                                             O206100400014 
ENDCOMMON            3          0                                 O206100400015 
DATA                 5        189                                 O206100400016 
ANG        EN         EN-ERR     DATA       DATA-ERR              O206100400017 
ADEG       KEV        KEV        MB/SR      MB/SR                 O206100400018 
140.       1498.000   3.000      4.490      0.220                 O206100400019 
140.       1598.000   3.000      4.800      0.200                 O206100400020 
140.       1698.000   3.000      5.540      0.200                 O206100400021 
140.       1798.000   3.000      5.390      0.380                 O206100400022 
140.       1848.000   3.000      6.030      0.230                 O206100400023 
140.       1873.000   3.000      5.190      0.200                 O206100400024 
140.       1898.000   3.000      5.170      0.210                 O206100400025 
140.       1923.000   3.000      5.080      0.500                 O206100400026 
140.       1948.000   3.000      4.260      0.340                 O206100400027 
140.       1973.000   3.000      5.730      0.240                 O206100400028 
140.       1998.000   3.000      5.560      0.520                 O206100400029 
140.       2023.000   3.000      5.480      0.340                 O206100400030 
140.       2048.000   3.000      5.930      0.210                 O206100400031 
140.       2073.000   3.000      5.750      0.300                 O206100400032 
140.       2098.000   3.000      5.390      0.310                 O206100400033 
140.       2123.000   3.000      5.900      0.300                 O206100400034 
140.       2148.000   3.000      5.430      0.270                 O206100400035 
140.       2173.000   3.000      5.830      0.360                 O206100400036 
140.       2198.000   4.000      6.100      0.300                 O206100400037 
140.       2298.000   4.000      6.340      0.280                 O206100400038 
140.       2398.000   4.000      6.040      0.370                 O206100400039 
140.       2499.000   4.000      7.090      0.310                 O206100400040 
140.       2599.000   4.000      7.290      0.330                 O206100400041 
140.       2699.000   4.000      8.790      0.310                 O206100400042 
140.       2799.000   4.000      8.890      0.250                 O206100400043 
140.       2899.000   4.000      10.390     0.520                 O206100400044 
140.       2999.000   4.000      10.710     0.230                 O206100400045 
140.       3099.000   4.000      10.510     0.250                 O206100400046 
140.       3199.000   5.000      12.000     0.270                 O206100400047 
140.       3299.000   5.000      12.210     0.250                 O206100400048 
140.       3399.000   5.000      12.400     0.410                 O206100400049 
140.       3499.000   5.000      9.890      0.210                 O206100400050 
140.       3899.000   6.000      10.750     0.170                 O206100400051 
140.       4099.000   6.000      10.420     0.140                 O206100400052 
140.       4199.000   6.000      10.540     0.150                 O206100400053 
140.       4299.000   6.000      10.100     0.390                 O206100400054 
140.       4799.000   7.000      8.770      0.170                 O206100400055 
140.       4899.000   7.000      8.090      0.190                 O206100400056 
140.       5099.000   8.000      10.840     0.210                 O206100400057 
140.       5199.000   8.000      11.940     0.250                 O206100400058 
140.       5299.000   8.000      15.120     0.290                 O206100400059 
140.       5399.000   8.000      14.660     0.270                 O206100400060 
140.       5499.000   8.000      13.090     0.220                 O206100400061 
140.       5599.000   9.000      14.480     0.340                 O206100400062 
140.       5699.000   9.000      14.290     0.180                 O206100400063 
140.       5799.000   9.000      13.240     0.150                 O206100400064 
140.       5899.000   9.000      11.280     0.160                 O206100400065 
140.       5999.000   9.000      10.040     0.150                 O206100400066 
140.       6099.000   10.000     9.320      0.150                 O206100400067 
140.       6199.000   10.000     8.930      0.160                 O206100400068 
140.       6299.000   10.000     9.140      0.160                 O206100400069 
140.       6299.000   10.000     9.140      0.160                 O206100400070 
150.       1498.000   3.000      3.760      0.260                 O206100400071 
150.       1598.000   3.000      5.270      0.250                 O206100400072 
150.       1698.000   3.000      6.570      0.270                 O206100400073 
150.       1798.000   3.000      6.070      0.210                 O206100400074 
150.       1848.000   3.000      6.360      0.240                 O206100400075 
150.       1873.000   3.000      5.660      0.230                 O206100400076 
150.       1898.000   3.000      5.520      0.230                 O206100400077 
150.       1923.000   3.000      5.330      0.230                 O206100400078 
150.       1948.000   3.000      5.170      0.250                 O206100400079 
150.       1973.000   3.000      6.450      0.250                 O206100400080 
150.       1998.000   3.000      6.160      0.230                 O206100400081 
150.       2023.000   3.000      6.110      0.220                 O206100400082 
150.       2048.000   3.000      6.390      0.210                 O206100400083 
150.       2073.000   3.000      6.010      0.190                 O206100400084 
150.       2098.000   3.000      6.280      0.200                 O206100400085 
150.       2123.000   3.000      6.100      0.220                 O206100400086 
150.       2148.000   3.000      6.370      0.220                 O206100400087 
150.       2173.000   3.000      5.740      0.200                 O206100400088 
150.       2198.000   4.000      6.460      0.210                 O206100400089 
150.       2298.000   4.000      6.450      0.230                 O206100400090 
150.       2398.000   4.000      6.050      0.220                 O206100400091 
150.       2499.000   4.000      8.030      0.250                 O206100400092 
150.       2599.000   4.000      8.740      0.260                 O206100400093 
150.       2699.000   4.000      8.650      0.230                 O206100400094 
150.       2799.000   4.000      9.020      0.230                 O206100400095 
150.       2899.000   4.000      10.560     0.260                 O206100400096 
150.       2999.000   4.000      10.720     0.230                 O206100400097 
150.       3099.000   4.000      11.990     0.260                 O206100400098 
150.       3199.000   5.000      12.780     0.260                 O206100400099 
150.       3299.000   5.000      12.270     0.260                 O206100400100 
150.       3799.000   6.000      11.450     0.140                 O206100400101 
150.       3899.000   6.000      16.130     0.170                 O206100400102 
150.       3999.000   6.000      14.940     0.160                 O206100400103 
150.       4099.000   6.000      10.600     0.130                 O206100400104 
150.       4599.000   7.000      10.930     0.230                 O206100400105 
150.       4699.000   7.000      10.940     0.170                 O206100400106 
150.       4799.000   7.000      10.870     0.140                 O206100400107 
150.       4899.000   7.000      10.910     0.130                 O206100400108 
150.       5099.000   8.000      12.660     0.150                 O206100400109 
150.       5199.000   8.000      13.060     0.150                 O206100400110 
150.       5299.000   8.000      15.420     0.170                 O206100400111 
150.       5399.000   8.000      14.760     0.160                 O206100400112 
150.       5499.000   8.000      13.890     0.150                 O206100400113 
150.       5599.000   9.000      15.410     0.180                 O206100400114 
150.       5699.000   9.000      15.160     0.170                 O206100400115 
150.       5799.000   9.000      14.070     0.180                 O206100400116 
150.       5899.000   9.000      13.190     0.270                 O206100400117 
150.       5999.000   9.000      11.620     0.140                 O206100400118 
150.       6099.000   10.000     10.250     0.140                 O206100400119 
150.       6199.000   10.000     10.190     0.150                 O206100400120 
150.       6699.000   11.000     9.930      0.120                 O206100400121 
160.       1498.000   3.000      4.320      0.260                 O206100400122 
160.       1598.000   3.000      5.300      0.270                 O206100400123 
160.       1698.000   3.000      6.320      0.320                 O206100400124 
160.       1798.000   3.000      5.520      0.280                 O206100400125 
160.       1848.000   3.000      6.200      0.240                 O206100400126 
160.       1873.000   3.000      5.730      0.210                 O206100400127 
160.       1898.000   3.000      6.040      0.230                 O206100400128 
160.       1923.000   3.000      5.670      0.250                 O206100400129 
160.       1948.000   3.000      4.390      0.260                 O206100400130 
160.       1973.000   3.000      5.130      0.220                 O206100400131 
160.       1998.000   3.000      6.670      0.250                 O206100400132 
160.       2023.000   3.000      6.770      0.240                 O206100400133 
160.       2048.000   3.000      6.220      0.220                 O206100400134 
160.       2073.000   3.000      6.610      0.220                 O206100400135 
160.       2098.000   3.000      6.320      0.210                 O206100400136 
160.       2123.000   3.000      6.040      0.220                 O206100400137 
160.       2148.000   3.000      6.520      0.260                 O206100400138 
160.       2173.000   3.000      6.780      0.230                 O206100400139 
160.       2198.000   4.000      6.310      0.220                 O206100400140 
160.       2298.000   4.000      7.050      0.250                 O206100400141 
160.       2398.000   4.000      7.030      0.260                 O206100400142 
160.       2499.000   4.000      7.030      0.240                 O206100400143 
160.       2599.000   4.000      8.580      0.260                 O206100400144 
160.       2699.000   4.000      8.030      0.280                 O206100400145 
160.       2799.000   4.000      8.900      0.260                 O206100400146 
160.       2899.000   4.000      10.140                           O206100400147 
160.       2999.000   4.000      11.440                           O206100400148 
160.       3099.000   4.000      11.700                           O206100400149 
160.       3199.000   5.000      11.800     0.280                 O206100400150 
160.       3699.000   5.000      12.160     0.290                 O206100400151 
160.       4499.000   7.000      12.900     0.220                 O206100400152 
160.       4599.000   7.000      11.800     0.170                 O206100400153 
160.       4699.000   7.000      11.420     0.150                 O206100400154 
160.       4799.000   7.000      10.970     0.150                 O206100400155 
160.       4899.000   7.000      11.550     0.150                 O206100400156 
160.       4999.000   8.000      13.160     0.170                 O206100400157 
160.       5099.000   8.000      13.100     0.160                 O206100400158 
160.       5199.000   8.000      13.560     0.170                 O206100400159 
160.       5299.000   8.000      15.990     0.180                 O206100400160 
160.       5399.000   8.000      15.000                           O206100400161 
160.       5499.000   8.000      14.960     0.190                 O206100400162 
160.       5599.000   9.000      16.000     0.200                 O206100400163 
160.       5699.000   9.000      15.240     0.160                 O206100400164 
160.       5799.000   9.000      14.140     0.160                 O206100400165 
170.       1498.000   3.000      5.460      0.240                 O206100400166 
170.       1598.000   3.000      4.710      0.230                 O206100400167 
170.       1698.000   3.000      5.890      0.300                 O206100400168 
170.       1798.000   3.000      5.910      0.180                 O206100400169 
170.       1848.000   3.000      6.580      0.220                 O206100400170 
170.       1873.000   3.000      5.530      0.190                 O206100400171 
170.       1898.000   3.000      5.450      0.200                 O206100400172 
170.       1923.000   3.000      6.180      0.240                 O206100400173 
170.       1948.000   3.000      5.140      0.220                 O206100400174 
170.       1973.000   3.000      5.120      0.210                 O206100400175 
170.       1998.000   3.000      6.140      0.270                 O206100400176 
170.       2023.000   3.000      6.790      0.220                 O206100400177 
170.       2048.000   3.000      5.850      0.190                 O206100400178 
170.       2073.000   3.000      6.460      0.190                 O206100400179 
170.       2098.000   3.000      6.570      0.200                 O206100400180 
170.       2123.000   3.000      5.630      0.230                 O206100400181 
170.       2148.000   3.000      5.850      0.240                 O206100400182 
170.       2173.000   3.000      6.050      0.240                 O206100400183 
170.       2198.000   4.000      6.330      0.200                 O206100400184 
170.       2298.000   4.000      6.370      0.210                 O206100400185 
170.       2398.000   4.000      5.980      0.220                 O206100400186 
170.       2499.000   4.000      7.010      0.220                 O206100400187 
170.       2599.000   4.000      8.070      0.250                 O206100400188 
170.       2699.000   4.000      8.010      0.250                 O206100400189 
170.       2799.000   4.000      9.140      0.240                 O206100400190 
170.       2899.000   4.000      9.800      0.260                 O206100400191 
170.       2999.000   4.000      11.000     0.230                 O206100400192 
170.       3099.000   4.000      11.880     0.250                 O206100400193 
170.       3199.000   5.000      12.770     0.250                 O206100400194 
170.       3599.000   5.000      12.450     0.210                 O206100400195 
170.       4699.000   7.000      11.290     0.130                 O206100400196 
170.       4799.000   7.000      11.360     0.140                 O206100400197 
170.       4899.000   7.000      11.240     0.130                 O206100400198 
170.       5099.000   8.000      12.580     0.140                 O206100400199 
170.       5199.000   8.000      13.640     0.150                 O206100400200 
170.       5299.000   8.000      15.600     0.150                 O206100400201 
170.       5399.000   8.000      15.040     0.170                 O206100400202 
170.       5499.000   8.000      14.740     0.170                 O206100400203 
170.       5599.000   9.000      16.310     0.220                 O206100400204 
170.       5699.000   9.000      14.560     0.270                 O206100400205 
170.       5799.000   9.000      13.010     0.470                 O206100400206 
170.       5899.000   9.000      12.350     0.720                 O206100400207 
ENDDATA            191          0                                 O206100400208 
ENDSUBENT          207          0                                 O206100499999 
SUBENT        O2061005   20121021                             O050O206100500001 
BIB                  2          6                                 O206100500002 
REACTION   (9-F-19(P,EL)9-F-19,,DA)                               O206100500003 
ERR-ANALYS (ERR-S,1.0,4.0).Statistical errors for the differentialO206100500004 
           cross sections, varying between 1-4% for elastic       O206100500005 
           scattering, included the uncertainties in peak         O206100500006 
           integration (including counting statistics and         O206100500007 
           background subtraction)                                O206100500008 
ENDBIB               6          0                                 O206100500009 
NOCOMMON             0          0                                 O206100500010 
DATA                 5        209                                 O206100500011 
ANG        EN         EN-ERR     DATA       DATA-ERR              O206100500012 
ADEG       KEV        KEV        MB/SR      MB/SR                 O206100500013 
140.00     1498.000   3.000      103.700     2.600                O206100500014 
140.00     1598.000   3.000      79.100     1.600                 O206100500015 
140.00     1698.000   3.000      67.800     1.500                 O206100500016 
140.00     1798.000   3.000      62.100     1.200                 O206100500017 
140.00     1848.000   3.000      46.400     1.200                 O206100500018 
140.00     1873.000   3.000      39.400     1.100                 O206100500019 
140.00     1898.000   3.000      31.300     1.000                 O206100500020 
140.00     1923.000   3.000      19.900     0.800                 O206100500021 
140.00     1948.000   3.000      45.100     1.300                 O206100500022 
140.00     1973.000   3.000      38.400     1.000                 O206100500023 
140.00     1998.000   3.000      33.000     1.000                 O206100500024 
140.00     2023.000   3.000      35.800     1.000                 O206100500025 
140.00     2048.000   3.000      41.300     1.000                 O206100500026 
140.00     2073.000   4.000      42.500     1.000                 O206100500027 
140.00     2098.000   4.000      41.400     1.000                 O206100500028 
140.00     2123.000   4.000      37.600     1.000                 O206100500029 
140.00     2148.000   4.000      33.300     1.000                 O206100500030 
140.00     2173.000   4.000      29.700     1.000                 O206100500031 
140.00     2198.000   4.000      25.800     0.800                 O206100500032 
140.00     2298.000   4.000      30.700     1.000                 O206100500033 
140.00     2398.000   4.000      45.100     1.300                 O206100500034 
140.00     2499.000   4.000      26.300     1.000                 O206100500035 
140.00     2599.000   4.000      31.800     1.000                 O206100500036 
140.00     2699.000   5.000      46.600     1.300                 O206100500037 
140.00     2799.000   5.000      46.400     1.300                 O206100500038 
140.00     2899.000   5.000      41.900     1.000                 O206100500039 
140.00     2999.000   5.000      37.300     1.000                 O206100500040 
140.00     3099.000   5.000      31.300     1.000                 O206100500041 
140.00     3199.000   5.000      18.900     0.800                 O206100500042 
140.00     3299.000   6.000      28.700     1.000                 O206100500043 
140.00     3899.000   7.000      50.400     0.800                 O206100500044 
140.00     3999.000   7.000      45.900     0.800                 O206100500045 
140.00     4099.000   7.000      25.500     0.500                 O206100500046 
140.00     4199.000   7.000      23.900     0.800                 O206100500047 
140.00     4699.000   8.000      16.800     0.400                 O206100500048 
140.00     4799.000   8.000      21.100     0.400                 O206100500049 
140.00     4899.000   8.000      16.100     0.600                 O206100500050 
140.00     4999.000   8.000      22.200     0.400                 O206100500051 
140.00     5099.000   9.000      20.400     0.400                 O206100500052 
140.00     5199.000   9.000      19.300     0.400                 O206100500053 
140.00     5299.000   9.000      25.400     0.500                 O206100500054 
140.00     5399.000   9.000      24.300     0.500                 O206100500055 
140.00     5499.000   9.000      24.400     0.500                 O206100500056 
140.00     5599.000   10.000     20.200     0.400                 O206100500057 
140.00     5699.000   10.000     18.200     0.400                 O206100500058 
140.00     5799.000   10.000     14.000     0.400                 O206100500059 
140.00     5899.000   10.000     13.300     0.400                 O206100500060 
140.00     5999.000   10.000     18.100     0.400                 O206100500061 
140.00     6099.000   10.000     20.400     0.400                 O206100500062 
140.00     6199.000   11.000     18.100     0.400                 O206100500063 
140.00     6299.000   11.000     15.700     0.400                 O206100500064 
140.00     6399.000   11.000     14.200     0.300                 O206100500065 
150.00     1498.000   3.000      94.500     4.400                 O206100500066 
150.00     1598.000   3.000      71.700     3.800                 O206100500067 
150.00     1698.000   3.000      65.600     2.300                 O206100500068 
150.00     1798.000   3.000      57.000     1.200                 O206100500069 
150.00     1848.000   3.000      44.000     2.200                 O206100500070 
150.00     1873.000   3.000      39.300     1.700                 O206100500071 
150.00     1898.000   3.000      32.200     1.000                 O206100500072 
150.00     1923.000   3.000      19.300     0.700                 O206100500073 
150.00     1948.000   3.000      38.800     1.000                 O206100500074 
150.00     1973.000   3.000      32.600     0.800                 O206100500075 
150.00     1998.000   3.000      25.000     0.500                 O206100500076 
150.00     2023.000   3.000      29.100     1.000                 O206100500077 
150.00     2048.000   3.000      37.600     1.000                 O206100500078 
150.00     2073.000   4.000      39.900     1.000                 O206100500079 
150.00     2098.000   4.000      39.700     1.000                 O206100500080 
150.00     2123.000   4.000      35.200     1.000                 O206100500081 
150.00     2148.000   4.000      31.400     1.000                 O206100500082 
150.00     2173.000   4.000      29.100     1.000                 O206100500083 
150.00     2198.000   4.000      25.500     1.000                 O206100500084 
150.00     2298.000   4.000      34.700     1.000                 O206100500085 
150.00     2398.000   4.000      43.900     1.000                 O206100500086 
150.00     2499.000   4.000      24.700     1.000                 O206100500087 
150.00     2599.000   4.000      28.900     1.000                 O206100500088 
150.00     2699.000   5.000      43.700     1.000                 O206100500089 
150.00     2799.000   5.000      36.000     1.000                 O206100500090 
150.00     2899.000   5.000      31.800     1.000                 O206100500091 
150.00     2999.000   5.000      33.400     1.000                 O206100500092 
150.00     3099.000   5.000      30.300     1.000                 O206100500093 
150.00     3199.000   5.000      17.800     1.300                 O206100500094 
150.00     3799.000   6.000      38.300     1.200                 O206100500095 
150.00     4499.000   8.000      12.900     0.600                 O206100500096 
150.00     4599.000   8.000      19.100     0.600                 O206100500097 
150.00     4699.000   8.000      13.300     0.600                 O206100500098 
150.00     4799.000   8.000      15.800     0.600                 O206100500099 
150.00     4899.000   8.000      13.000     0.600                 O206100500100 
150.00     4999.000   8.000      20.800     0.600                 O206100500101 
150.00     5099.000   9.000      16.500     0.600                 O206100500102 
150.00     5199.000   9.000      16.800     0.600                 O206100500103 
150.00     5299.000   9.000      19.900     0.600                 O206100500104 
150.00     5399.000   9.000      18.100     0.600                 O206100500105 
150.00     5499.000   9.000      18.500     0.600                 O206100500106 
150.00     5599.000   10.000     15.000     0.600                 O206100500107 
150.00     5699.000   10.000     13.700     0.600                 O206100500108 
150.00     5799.000   10.000     10.300     0.600                 O206100500109 
150.00     5899.000   10.000     10.300     0.600                 O206100500110 
150.00     5999.000   10.000     17.800     0.600                 O206100500111 
150.00     6099.000   10.000     16.200     0.600                 O206100500112 
150.00     6199.000   11.000     13.600     0.600                 O206100500113 
150.00     6299.000   11.000     12.300     0.600                 O206100500114 
150.00     6399.000   11.000     13.000     0.600                 O206100500115 
150.00     6499.000   11.000     13.700     0.400                 O206100500116 
150.00     6499.000   11.000     13.700     0.400                 O206100500117 
