ENTRY            O1417   20070605                             O028O141700000001 
SUBENT        O1417001   20070605                             O028O141700100001 
BIB                 13         51                                 O141700100002 
TITLE      Light charged particle and neutron production in       O141700100003 
           proton- and alpha-particle-induced reactions on nat-Si O141700100004 
           at energies between 20 and 65 MeV                      O141700100005 
AUTHOR     (Ch.Dufauquez, Y.El Masri, V.Roberfroid, J.Cabreraa,   O141700100006 
           Th.Keutgen, J.Vanmol, P.Demetriou, R.Charity)          O141700100007 
INSTITUTE  (2BLGLVN) Fnrs and institute of nuclear physics.       O141700100008 
           (1USAWAS) Department of chemistry.                     O141700100009 
REFERENCE  (J,NP/A,773,24,2006)                                   O141700100010 
REL-REF    (R,,I.TILQUIN+,J,NIM/A,365,446,1995)  Demon counter.   O141700100011 
           (N,O1296001,P.DEMETRIOU+,J,PR/C,72,034607,2005)        O141700100012 
            Angle-integrated energy spectra                       O141700100013 
SAMPLE     A 215 mug/cm2 self-supporting foil of nat-Si of 18 mm  O141700100014 
           diameter. The target holder was set at a potential of  O141700100015 
           +18-kv to suppress secondary electron emission.        O141700100016 
DETECTOR   (TELES,SI,SI,SI) Light charged particlts emitted at    O141700100017 
           backward angles were detected and identified in seven  O141700100018 
           triple-Si E-delta-E telescopes. The Si-detectors with  O141700100019 
           thicknesses of 85, 706, and 706-mum, respectively.     O141700100020 
           (TELES,SI,SI) At forward angles, light charged         O141700100021 
           particles were detected in eight E-delta-E telescopes. O141700100022 
           (TELES,SI,CSICR) The telescopes were used for the firstO141700100023 
           experiment with the proton beams at forward angles.    O141700100024 
           The Si delta-E element was 40 mum thick and of 20 mm   O141700100025 
           active diameter.  This was followed by a 33 mm-thick   O141700100026 
           Cs(I) crystal of 15 mm diameter.                       O141700100027 
           (SCIN) Neutrons emitted in coincidence with charged    O141700100028 
           particles were detected in up to 81 Demon counters.    O141700100029 
           Each counter, consisting of an active volume of 16 cm  O141700100030 
           diameter by 20 cm depth, is filled with Ne213          O141700100031 
           liquid scintillator.  These detectors were mounted     O141700100032 
           outside the scattering chamber and were arranged in a  O141700100033 
           4-pi geometry                                          O141700100034 
FACILITY   (CYCLO,2BLGLVN)                                        O141700100035 
           The beams were chopped to produce a macro-time         O141700100036 
           structure of one beam pulse every 500 nanoseconds and  O141700100037 
           thus allow the detection of very long time-of-flight   O141700100038 
           events (especially neutrons).                          O141700100039 
METHOD     (SITA)                                                 O141700100040 
           (BCINT) Electron emission from this faraday cup was    O141700100041 
           suppressed by a guard electrode.                       O141700100042 
CORRECTION The dead time of acquisition data system was very      O141700100043 
           severely controlled and kept below 10% even though     O141700100044 
           related corrections were applied to the data.          O141700100045 
STATUS     (TABLE) From the authors.                              O141700100046 
HISTORY    (20070219C)                                            O141700100047 
           (20060626R) Data tables were received from             O141700100048 
            Th.Keutgen.                                           O141700100049 
           (20070605A) SF5 in subentry 002 is corrected according O141700100050 
             N.Otsuka remarks.                                    O141700100051 
           (20070605U) Last checking has been done.               O141700100052 
ERR-ANALYS (DATA-ERR) An analysis is not given.                   O141700100053 
ENDBIB              51          0                                 O141700100054 
NOCOMMON             0          0                                 O141700100055 
ENDSUBENT           54          0                                 O141700199999 
SUBENT        O1417002   20070605                             O028O141700200001 
BIB                  4          4                                 O141700200002 
REACTION   (14-SI-0(P,X)1-H-1,,DA/DE)                             O141700200003 
PART-DET   (P)                                                    O141700200004 
EN-SEC     (E,P)                                                  O141700200005 
ADD-RES    (COMP) Gnash prediction in laboratory frame.           O141700200006 
ENDBIB               4          0                                 O141700200007 
NOCOMMON             0          0                                 O141700200008 
DATA                 5       7053                                 O141700200009 
EN         ANG        E          DATA       DATA-ERR              O141700200010 
       48.5       140.      10.75    0.98199    0.03651           O141700202985 
       48.5       140.      10.85    0.88287    0.03651           O141700202986 
       48.5       140.      10.95    0.91779    0.03651           O141700202987 
       48.5       140.      11.05    0.88371    0.03651           O141700202988 
       48.5       140.      11.15    0.92282    0.03651           O141700202989 
       48.5       140.      11.25    0.86472    0.03651           O141700202990 
       48.5       140.      11.35    0.80392    0.03325           O141700202991 
       48.5       140.      11.45    0.83331    0.03385           O141700202992 
       48.5       140.      11.55    0.84206    0.03403           O141700202993 
       48.5       140.      11.65    0.78479    0.03285           O141700202994 
       48.5       140.      11.75    0.77836    0.03271           O141700202995 
       48.5       140.      11.85    0.74305    0.03196           O141700202996 
       48.5       140.      11.95    0.72558    0.03159           O141700202997 
       48.5       140.      12.05    0.73972    0.03189           O141700202998 
       48.5       140.      12.15    0.70571    0.03115           O141700202999 
       48.5       140.      12.25    0.75968    0.03232           O141700203000 
       48.5       140.      12.35    0.71189    0.03129           O141700203001 
       48.5       140.      12.45    0.72319    0.03153           O141700203002 
       48.5       140.      12.55    0.72073    0.03148           O141700203003 
       48.5       140.      12.65    0.65362    0.02998           O141700203004 
       48.5       140.      12.75    0.65662    0.03005           O141700203005 
       48.5       140.      12.85    0.71734    0.03141           O141700203006 
       48.5       140.      12.95     0.7203    0.03147           O141700203007 
       48.5       140.      13.05    0.65587    0.03003           O141700203008 
       48.5       140.      13.15    0.62854     0.0294           O141700203009 
       48.5       140.      13.25    0.57094    0.02802           O141700203010 
       48.5       140.      13.35    0.62058    0.02921           O141700203011 
       48.5       140.      13.45    0.61107    0.02899           O141700203012 
       48.5       140.      13.55    0.59554    0.02534           O141700203013 
       48.5       140.      13.65     0.6261    0.02534           O141700203014 
       48.5       140.      13.75    0.62602    0.02534           O141700203015 
       48.5       140.      13.85    0.55282    0.02534           O141700203016 
       48.5       140.      13.95    0.59877    0.02534           O141700203017 
       48.5       140.      14.05    0.57048    0.02534           O141700203018 
       48.5       140.      14.15    0.53251    0.02534           O141700203019 
       48.5       140.      14.25    0.52991    0.02534           O141700203020 
       48.5       140.      14.35    0.51703    0.02534           O141700203021 
       48.5       140.      14.45    0.56287    0.02534           O141700203022 
       48.5       140.      14.55    0.52617    0.02534           O141700203023 
       48.5       140.      14.65    0.48453    0.02534           O141700203024 
       48.5       140.      14.75    0.53987    0.02534           O141700203025 
       48.5       140.      14.85     0.4636    0.02534           O141700203026 
       48.5       140.      14.95    0.47294    0.02534           O141700203027 
       48.5       140.      15.05    0.49424    0.02534           O141700203028 
       48.5       140.      15.15    0.53103    0.02534           O141700203029 
       48.5       140.      15.25    0.44197    0.02534           O141700203030 
       48.5       140.      15.35    0.45531    0.02534           O141700203031 
       48.5       140.      15.45    0.37643    0.02534           O141700203032 
       48.5       140.      15.55    0.44602    0.02534           O141700203033 
       48.5       140.      15.65    0.45263    0.02534           O141700203034 
       48.5       140.      15.75    0.45763    0.02534           O141700203035 
       48.5       140.      15.85    0.49433    0.02534           O141700203036 
       48.5       140.      15.95    0.38481    0.02534           O141700203037 
       48.5       140.      16.05    0.40618    0.02534           O141700203038 
       48.5       140.      16.15    0.38839    0.02534           O141700203039 
       48.5       140.      16.25     0.4142    0.02534           O141700203040 
       48.5       140.      16.35    0.40148    0.02534           O141700203041 
       48.5       140.      16.45    0.40045    0.02534           O141700203042 
       48.5       140.      16.55    0.42381    0.02534           O141700203043 
       48.5       140.      16.65    0.39016    0.02534           O141700203044 
       48.5       140.      16.75     0.3421    0.02169           O141700203045 
       48.5       140.      16.85    0.35271    0.02202           O141700203046 
       48.5       140.      16.95    0.34269    0.02171           O141700203047 
       48.5       140.      17.05    0.40553    0.02361           O141700203048 
       48.5       140.      17.15    0.40787    0.02368           O141700203049 
       48.5       140.      17.25    0.39919    0.02343           O141700203050 
       48.5       140.      17.35    0.35337    0.02204           O141700203051 
       48.5       140.      17.45    0.37079    0.02258           O141700203052 
       48.5       140.      17.55    0.39371    0.02327           O141700203053 
       48.5       140.      17.65    0.33823    0.02157           O141700203054 
       48.5       140.      17.75     0.2965    0.02019           O141700203055 
       48.5       140.      17.85    0.32625    0.02118           O141700203056 
       48.5       140.      17.95    0.30512    0.02048           O141700203057 
       48.5       140.      18.05    0.32386     0.0211           O141700203058 
       48.5       140.      18.15    0.31783     0.0209           O141700203059 
       48.5       140.      18.25    0.32554    0.02116           O141700203060 
       48.5       140.      18.35    0.27962    0.01961           O141700203061 
       48.5       140.      18.45    0.30931    0.02062           O141700203062 
       48.5       140.      18.55    0.27575    0.01947           O141700203063 
       48.5       140.      18.65    0.27242    0.01935           O141700203064 
       48.5       140.      18.75    0.26909    0.01923           O141700203065 
       48.5       140.      18.85    0.23274    0.01789           O141700203066 
       48.5       140.      18.95    0.29676     0.0202           O141700203067 
       48.5       140.      19.05     0.3209    0.02101           O141700203068 
       48.5       140.      19.15    0.27903    0.01959           O141700203069 
       48.5       140.      19.25    0.27839    0.01956           O141700203070 
       48.5       140.      19.35    0.30938    0.02062           O141700203071 
       48.5       140.      19.45     0.2991    0.02028           O141700203072 
       48.5       140.      19.55    0.32594    0.02117           O141700203073 
       48.5       140.      19.65    0.29778    0.02023           O141700203074 
       48.5       140.      19.75    0.26823     0.0192           O141700203075 
       48.5       140.      19.85     0.2978    0.02024           O141700203076 
       48.5       140.      19.95    0.23661    0.01804           O141700203077 
       48.5       140.      20.05    0.26753    0.01918           O141700203078 
       48.5       140.      20.15    0.24757    0.01845           O141700203079 
       48.5       140.      20.25    0.16023    0.01484           O141700203080 
       48.5       140.      20.35    0.22138    0.01745           O141700203081 
       48.5       140.      20.45    0.21103    0.01703           O141700203082 
       48.5       140.      20.55    0.20066    0.01661           O141700203083 
       48.5       140.      20.65    0.21367    0.01714           O141700203084 
       48.5       140.      20.75    0.20741    0.01689           O141700203085 
       48.5       140.      20.85    0.23827     0.0181           O141700203086 
       48.5       140.      20.95    0.22925    0.01775           O141700203087 
       48.5       140.      21.05     0.2931    0.02007           O141700203088 
       48.5       140.      21.15    0.29782    0.02024           O141700203089 
       48.5       140.      21.25     0.2819    0.01969           O141700203090 
       48.5       140.      21.35    0.26323    0.01902           O141700203091 
       48.5       140.      21.45     0.2528    0.01864           O141700203092 
       48.5       140.      21.55    0.27811    0.01955           O141700203093 
       48.5       140.      21.65     0.2223    0.01748           O141700203094 
       48.5       140.      21.75     0.2531    0.01865           O141700203095 
       48.5       140.      21.85    0.24402    0.01832           O141700203096 
       48.5       140.      21.95     0.2143    0.01717           O141700203097 
       48.5       140.      22.05    0.19009    0.01617           O141700203098 
       48.5       140.      22.15    0.19886    0.01654           O141700203099 
       48.5       140.      22.25      0.187    0.01604           O141700203100 
       48.5       140.      22.35    0.21639    0.01725           O141700203101 
       48.5       140.      22.45    0.14265      0.014           O141700203102 
       48.5       140.      22.55    0.17477     0.0155           O141700203103 
       48.5       140.      22.65    0.12439    0.01308           O141700203104 
       48.5       140.      22.75    0.13725    0.01374           O141700203105 
       48.5       140.      22.85    0.13224    0.01348           O141700203106 
       48.5       140.      22.95    0.15471    0.01459           O141700203107 
       48.5       140.      23.05    0.14006    0.01388           O141700203108 
       48.5       140.      23.15    0.17765    0.01563           O141700203109 
       48.5       140.      23.25    0.17673    0.01559           O141700203110 
       48.5       140.      23.35    0.17581    0.01555           O141700203111 
       48.5       140.      23.45    0.24776    0.01846           O141700203112 
       48.5       140.      23.55    0.24957    0.01852           O141700203113 
       48.5       140.      23.65    0.21976    0.01738           O141700203114 
       48.5       140.      23.75    0.22019     0.0174           O141700203115 
       48.5       140.      23.85      0.233     0.0179           O141700203116 
       48.5       140.      23.95    0.22242    0.01749           O141700203117 
       48.5       140.      24.05    0.20634    0.01684           O141700203118 
       48.5       140.      24.15    0.10225    0.01186           O141700203119 
       48.5       140.      24.25    0.13703    0.01373           O141700203120 
       48.5       140.      24.35    0.11269    0.01245           O141700203121 
       48.5       140.      24.45    0.09796    0.01161           O141700203122 
       48.5       140.      24.55    0.10385    0.01195           O141700203123 
       48.5       140.      24.65    0.12761    0.01325           O141700203124 
       48.5       140.      24.75    0.09225    0.01126           O141700203125 
       48.5       140.      24.85    0.11738     0.0127           O141700203126 
       48.5       140.      24.95      0.159    0.01479           O141700203127 
       48.5       140.      25.05    0.16212    0.01493           O141700203128 
       48.5       140.      25.15    0.15286     0.0145           O141700203129 
       48.5       140.      25.25     0.1326     0.0135           O141700203130 
       48.5       140.      25.35    0.13708    0.01373           O141700203131 
       48.5       140.      25.45    0.15531    0.01461           O141700203132 
       48.5       140.      25.55    0.12541    0.01313           O141700203133 
       48.5       140.      25.65    0.14362    0.01405           O141700203134 
       48.5       140.      25.75    0.13709    0.01373           O141700203135 
       48.5       140.      25.85    0.12505    0.01311           O141700203136 
       48.5       140.      25.95    0.13363    0.01356           O141700203137 
       48.5       140.      26.05    0.13258     0.0135           O141700203138 
       48.5       140.      26.15    0.15491    0.01459           O141700203139 
       48.5       140.      26.25     0.1346     0.0136           O141700203140 
       48.5       140.      26.35     0.1308    0.01341           O141700203141 
       48.5       140.      26.45    0.10223    0.01186           O141700203142 
       48.5       140.      26.55    0.06679    0.00958           O141700203143 
       48.5       140.      26.65    0.10972    0.01228           O141700203144 
       48.5       140.      26.75    0.09352    0.01134           O141700203145 
       48.5       140.      26.85    0.09795     0.0116           O141700203146 
       48.5       140.      26.95    0.08999    0.01112           O141700203147 
       48.5       140.      27.05    0.09166    0.01123           O141700203148 
       48.5       140.      27.15    0.11257    0.01244           O141700203149 
       48.5       140.      27.25     0.0881    0.01101           O141700203150 
       48.5       140.      27.35    0.09113    0.01119           O141700203151 
       48.5       140.      27.45    0.10516    0.01202           O141700203152 
       48.5       140.      27.55    0.06968    0.00979           O141700203153 
       48.5       140.      27.65    0.08508    0.01082           O141700203154 
       48.5       140.      27.75    0.08122    0.01057           O141700203155 
       48.5       140.      27.85    0.06636    0.00955           O141700203156 
       48.5       140.      27.95    0.09275    0.01129           O141700203157 
       48.5       140.      28.05    0.11088    0.01235           O141700203158 
       48.5       140.      28.15    0.07401    0.01009           O141700203159 
       48.5       140.      28.25    0.06876    0.00972           O141700203160 
       48.5       140.      28.35    0.07038    0.00984           O141700203161 
       48.5       140.      28.45     0.0775    0.01032           O141700203162 
       48.5       140.      28.55    0.06125    0.00918           O141700203163 
       48.5       140.      28.65    0.07524    0.01017           O141700203164 
       48.5       140.      28.75     0.0796    0.01046           O141700203165 
       48.5       140.      28.85    0.07433    0.01011           O141700203166 
       48.5       140.      28.95    0.05669    0.00883           O141700203167 
       48.5       140.      29.05    0.03767     0.0072           O141700203168 
       48.5       140.      29.15    0.06264    0.00928           O141700203169 
       48.5       140.      29.25    0.03399    0.00684           O141700203170 
       48.5       140.      29.35    0.05209    0.00846           O141700203171 
       48.5       140.      29.45     0.0523    0.00848           O141700203172 
       48.5       140.      29.55    0.05802    0.00893           O141700203173 
       48.5       140.      29.65    0.06098    0.00916           O141700203174 
       48.5       140.      29.75    0.06394    0.00938           O141700203175 
       48.5       140.      29.85    0.06002    0.00908           O141700203176 
       48.5       140.      29.95    0.04648    0.00799           O141700203177 
       48.5       140.      30.05    0.03568      0.007           O141700203178 
       48.5       140.      30.15    0.04826    0.00815           O141700203179 
       48.5       140.      30.25    0.03883    0.00731           O141700203180 
       48.5       140.      30.35     0.0294    0.00636           O141700203181 
       48.5       140.      30.45    0.04472    0.00784           O141700203182 
       48.5       140.      30.55    0.05178    0.00844           O141700203183 
       48.5       140.      30.65    0.06297     0.0093           O141700203184 
       48.5       140.      30.75    0.05766     0.0089           O141700203185 
       48.5       140.      30.85    0.04684    0.00803           O141700203186 
       48.5       140.      30.95    0.06902    0.00974           O141700203187 
       48.5       140.      31.05     0.0637    0.00936           O141700203188 
       48.5       140.      31.15    0.05975    0.00906           O141700203189 
       48.5       140.      31.25    0.04481    0.00785           O141700203190 
       48.5       140.      31.35     0.0491    0.00822           O141700203191 
       48.5       140.      31.45    0.06577    0.00951           O141700203192 
       48.5       140.      31.55    0.04944    0.00825           O141700203193 
       48.5       140.      31.65    0.05374     0.0086           O141700203194 
       48.5       140.      31.75    0.04978    0.00827           O141700203195 
       48.5       140.      31.85    0.04169    0.00757           O141700203196 
       48.5       140.      31.95    0.03772     0.0072           O141700203197 
       48.5       140.      32.05    0.04613    0.00796           O141700203198 
       48.5       140.      32.15    0.05179    0.00844           O141700203199 
       48.5       140.      32.25    0.03407    0.00684           O141700203200 
       48.5       140.      32.35     0.0301    0.00643           O141700203201 
       48.5       140.      32.45    0.03025    0.00645           O141700203202 
       48.5       140.      32.55    0.04003    0.00742           O141700203203 
       48.5       140.      32.65    0.04017    0.00743           O141700203204 
       48.5       140.      32.75    0.03757    0.00719           O141700203205 
       48.5       140.      32.85    0.02397    0.00574           O141700203206 
       48.5       140.      32.95    0.03786    0.00721           O141700203207 
       48.5       140.      33.05     0.0215    0.00544           O141700203208 
       48.5       140.      33.15    0.00376    0.00227           O141700203209 
       48.5       140.      33.25    0.00528    0.00269           O141700203210 
       48.5       140.      33.45    0.00417     0.0024           O141700203211 
       48.5       140.      33.55     0.0043    0.00243           O141700203212 
       48.5       140.      33.65    0.00994     0.0037           O141700203213 
       48.5       140.      33.75    0.00869    0.00346           O141700203214 
       48.5       140.      33.85    0.00469    0.00254           O141700203215 
       48.5       140.      33.95    0.01857    0.00505           O141700203216 
       48.5       140.      34.05    0.00082    0.00106           O141700203217 
       48.5       140.      34.15    0.00094    0.00114           O141700203218 
       48.5       140.      34.25    0.01482    0.00451           O141700203219 
       48.5       145.       3.55    4.48259    0.07851           O141700203220 
       48.5       145.       3.65    4.50718    0.07872           O141700203221 
       48.5       145.       3.75    4.25095    0.07645           O141700203222 
       48.5       145.       3.85     4.3527    0.07736           O141700203223 
       48.5       145.       3.95    4.06905     0.0748           O141700203224 
       48.5       145.       4.05    4.13641    0.07541           O141700203225 
       48.5       145.       4.15    4.06099    0.07472           O141700203226 
       48.5       145.       4.25    3.82615    0.07253           O141700203227 
       48.5       145.       4.35    3.81817    0.07246           O141700203228 
       48.5       145.       4.45    3.77167    0.07201           O141700203229 
       48.5       145.       4.55     3.6949    0.07128           O141700203230 
       48.5       145.       4.65    3.65384    0.07088           O141700203231 
       48.5       145.       4.75    3.52336     0.0696           O141700203232 
       48.5       145.       4.85    3.39559    0.06833           O141700203233 
       48.5       145.       4.95    3.31177    0.06748           O141700203234 
       48.5       145.       5.05    3.34477    0.06782           O141700203235 
       48.5       145.       5.15    3.35711    0.06794           O141700203236 
       48.5       145.       5.25    3.13154    0.06562           O141700203237 
       48.5       145.       5.35    3.08192     0.0651           O141700203238 
       48.5       145.       5.45    3.19999    0.06633           O141700203239 
       48.5       145.       5.55    3.01417    0.06438           O141700203240 
       48.5       145.       5.65    2.89568     0.0631           O141700203241 
       48.5       145.       5.75    2.77027    0.06172           O141700203242 
       48.5       145.       5.85     2.7933    0.06197           O141700203243 
       48.5       145.       5.95    2.82179    0.06229           O141700203244 
       48.5       145.       6.05    2.54915     0.0592           O141700203245 
       48.5       145.       6.15    2.48681    0.05847           O141700203246 
       48.5       145.       6.25    2.57844    0.05954           O141700203247 
       48.5       145.       6.35    2.43077    0.05781           O141700203248 
       48.5       145.       6.45    2.31194    0.05638           O141700203249 
       48.5       145.       6.55    2.30307    0.05627           O141700203250 
       48.5       145.       6.65    2.33679    0.05668           O141700203251 
       48.5       145.       6.75    2.33198    0.05662           O141700203252 
       48.5       145.       6.85    2.27212    0.05589           O141700203253 
       48.5       145.       6.95     2.1311    0.05413           O141700203254 
       48.5       145.       7.05    2.01479    0.05263           O141700203255 
       48.5       145.       7.15    2.03458    0.05289           O141700203256 
       48.5       145.       7.25    1.96495    0.05198           O141700203257 
       48.5       145.       7.35    1.92141     0.0514           O141700203258 
       48.5       145.       7.45    1.84621    0.05038           O141700203259 
       48.5       145.       7.55    1.84386    0.05035           O141700203260 
       48.5       145.       7.65    1.72871    0.04875           O141700203261 
       48.5       145.       7.75    1.64654    0.04758           O141700203262 
       48.5       145.       7.85    1.69083    0.04822           O141700203263 
       48.5       145.       7.95    1.58659    0.04671           O141700203264 
       48.5       145.       8.05    1.67619    0.04801           O141700203265 
       48.5       145.       8.15    1.63788    0.04746           O141700203266 
       48.5       145.       8.25    1.51429    0.04563           O141700203267 
       48.5       145.       8.35    1.50342    0.04547           O141700203268 
       48.5       145.       8.45    1.54889    0.04615           O141700203269 
       48.5       145.       8.55     1.4032    0.04392           O141700203270 
       48.5       145.       8.65    1.35786    0.04321           O141700203271 
       48.5       145.       8.75    1.43899    0.04448           O141700203272 
       48.5       145.       8.85    1.38396    0.04362           O141700203273 
       48.5       145.       8.95    1.36053    0.04325           O141700203274 
       48.5       145.       9.05     1.3192    0.04259           O141700203275 
       48.5       145.       9.15    1.21045     0.0408           O141700203276 
       48.5       145.       9.25    1.24743    0.04141           O141700203277 
       48.5       145.       9.35    1.19914     0.0406           O141700203278 
       48.5       145.       9.45    1.24156    0.04132           O141700203279 
       48.5       145.       9.55    1.19595    0.04055           O141700203280 
       48.5       145.       9.65    1.12168    0.03693           O141700203281 
       48.5       145.       9.75     1.0403    0.03693           O141700203282 
       48.5       145.       9.85    1.09066    0.03693           O141700203283 
       48.5       145.       9.95    1.03266    0.03693           O141700203284 
       48.5       145.      10.05    1.09568    0.03693           O141700203285 
       48.5       145.      10.15    1.03199    0.03693           O141700203286 
       48.5       145.      10.25    0.99029    0.03693           O141700203287 
       48.5       145.      10.35    0.98813    0.03693           O141700203288 
       48.5       145.      10.45     0.9015    0.03693           O141700203289 
       48.5       145.      10.55     0.9649    0.03693           O141700203290 
       48.5       145.      10.65    0.84438    0.03693           O141700203291 
       48.5       145.      10.75    0.91094    0.03693           O141700203292 
       48.5       145.      10.85    0.88782    0.03693           O141700203293 
       48.5       145.      10.95    0.90122    0.03693           O141700203294 
       48.5       145.      11.05    0.82122    0.03693           O141700203295 
       48.5       145.      11.15    0.80645     0.0333           O141700203296 
       48.5       145.      11.25    0.76592    0.03245           O141700203297 
       48.5       145.      11.35    0.75698    0.03226           O141700203298 
       48.5       145.      11.45    0.80714    0.03331           O141700203299 
       48.5       145.      11.55    0.71429    0.03134           O141700203300 
       48.5       145.      11.65    0.82628    0.03371           O141700203301 
       48.5       145.      11.75      0.743    0.03196           O141700203302 
       48.5       145.      11.85    0.71883    0.03144           O141700203303 
       48.5       145.      11.95    0.75788    0.03228           O141700203304 
       48.5       145.      12.05    0.76941    0.03253           O141700203305 
       48.5       145.      12.15    0.70667    0.03117           O141700203306 
       48.5       145.      12.25    0.73191    0.03172           O141700203307 
       48.5       145.      12.35    0.74338    0.03197           O141700203308 
       48.5       145.      12.45    0.69158    0.03084           O141700203309 
       48.5       145.      12.55    0.73738    0.03184           O141700203310 
       48.5       145.      12.65    0.70479    0.03113           O141700203311 
       48.5       145.      12.75    0.63368    0.02952           O141700203312 
       48.5       145.      12.85     0.6203     0.0292           O141700203313 
       48.5       145.      12.95    0.72927    0.03167           O141700203314 
       48.5       145.      13.05     0.5811    0.02827           O141700203315 
       48.5       145.      13.15    0.62403    0.02929           O141700203316 
       48.5       145.      13.25    0.59132    0.02851           O141700203317 
       48.5       145.      13.35    0.59022    0.02849           O141700203318 
       48.5       145.      13.45    0.58498    0.02836           O141700203319 
       48.5       145.      13.55    0.65258    0.02995           O141700203320 
       48.5       145.      13.65    0.58818    0.02844           O141700203321 
       48.5       145.      13.75    0.60075    0.02874           O141700203322 
       48.5       145.      13.85    0.63668    0.02959           O141700203323 
       48.5       145.      13.95    0.63822    0.02962           O141700203324 
       48.5       145.      14.05     0.6095    0.02895           O141700203325 
       48.5       145.      14.15    0.59863    0.02869           O141700203326 
       48.5       145.      14.25    0.59187    0.02853           O141700203327 
       48.5       145.      14.35    0.59884    0.02869           O141700203328 
       48.5       145.      14.45    0.63192    0.02948           O141700203329 
       48.5       145.      14.55    0.62236    0.02925           O141700203330 
       48.5       145.      14.65    0.59628    0.02863           O141700203331 
       48.5       145.      14.75     0.6197    0.02584           O141700203332 
       48.5       145.      14.85    0.56971    0.02584           O141700203333 
       48.5       145.      14.95    0.60968    0.02584           O141700203334 
       48.5       145.      15.05    0.52655    0.02584           O141700203335 
       48.5       145.      15.15    0.51977    0.02584           O141700203336 
       48.5       145.      15.25    0.56318    0.02584           O141700203337 
       48.5       145.      15.35    0.55637    0.02584           O141700203338 
       48.5       145.      15.45    0.56034    0.02584           O141700203339 
       48.5       145.      15.55    0.53583    0.02584           O141700203340 
       48.5       145.      15.65    0.48123    0.02584           O141700203341 
       48.5       145.      15.75    0.51202    0.02584           O141700203342 
       48.5       145.      15.85    0.51562    0.02584           O141700203343 
       48.5       145.      15.95    0.50235    0.02584           O141700203344 
       48.5       145.      16.05    0.49725    0.02584           O141700203345 
       48.5       145.      16.15    0.48513    0.02584           O141700203346 
       48.5       145.      16.25    0.48911    0.02584           O141700203347 
       48.5       145.      16.35    0.43942    0.02584           O141700203348 
       48.5       145.      16.45    0.44065    0.02584           O141700203349 
       48.5       145.      16.55    0.43868    0.02584           O141700203350 
       48.5       145.      16.65    0.45201    0.02584           O141700203351 
       48.5       145.      16.75    0.38622    0.02304           O141700203352 
       48.5       145.      16.85    0.39833     0.0234           O141700203353 
       48.5       145.      16.95    0.37468     0.0227           O141700203354 
       48.5       145.      17.05    0.39501    0.02331           O141700203355 
       48.5       145.      17.15    0.35483    0.02209           O141700203356 
       48.5       145.      17.25    0.38202    0.02292           O141700203357 
       48.5       145.      17.35    0.39269    0.02324           O141700203358 
       48.5       145.      17.45     0.3951    0.02331           O141700203359 
       48.5       145.      17.55     0.3535    0.02205           O141700203360 
       48.5       145.      17.65    0.35726    0.02216           O141700203361 
       48.5       145.      17.75    0.29364    0.02009           O141700203362 
       48.5       145.      17.85    0.26713    0.01916           O141700203363 
       48.5       145.      17.95    0.34373    0.02174           O141700203364 
       48.5       145.      18.05    0.29932    0.02029           O141700203365 
       48.5       145.      18.15    0.30303    0.02041           O141700203366 
       48.5       145.      18.25    0.32597    0.02117           O141700203367 
       48.5       145.      18.35    0.32416    0.02111           O141700203368 
       48.5       145.      18.45    0.29071    0.01999           O141700203369 
       48.5       145.      18.55    0.26962    0.01925           O141700203370 
       48.5       145.      18.65    0.26365    0.01904           O141700203371 
       48.5       145.      18.75    0.29204    0.02004           O141700203372 
       48.5       145.      18.85    0.29705    0.02021           O141700203373 
       48.5       145.      18.95     0.3158    0.02084           O141700203374 
       48.5       145.      19.05    0.29741    0.02022           O141700203375 
       48.5       145.      19.15    0.30514    0.02048           O141700203376 
       48.5       145.      19.25    0.28398    0.01976           O141700203377 
       48.5       145.      19.35    0.28481    0.01979           O141700203378 
       48.5       145.      19.45    0.30076    0.02034           O141700203379 
       48.5       145.      19.55    0.32083      0.021           O141700203380 
       48.5       145.      19.65    0.28176    0.01968           O141700203381 
       48.5       145.      19.75     0.3238     0.0211           O141700203382 
       48.5       145.      19.85    0.30122    0.02035           O141700203383 
       48.5       145.      19.95    0.28825    0.01991           O141700203384 
       48.5       145.      20.05    0.30139    0.02036           O141700203385 
       48.5       145.      20.15     0.2334    0.01791           O141700203386 
       48.5       145.      20.25    0.20391    0.01674           O141700203387 
       48.5       145.      20.35     0.2074    0.01689           O141700203388 
       48.5       145.      20.45    0.18751    0.01606           O141700203389 
       48.5       145.      20.55    0.22124    0.01744           O141700203390 
       48.5       145.      20.65    0.20133    0.01664           O141700203391 
       48.5       145.      20.75    0.22404    0.01755           O141700203392 
       48.5       145.      20.85    0.22612    0.01763           O141700203393 
       48.5       145.      20.95    0.22131    0.01744           O141700203394 
       48.5       145.      21.05    0.27837    0.01956           O141700203395 
       48.5       145.      21.15     0.2983    0.02025           O141700203396 
       48.5       145.      21.25    0.27697    0.01951           O141700203397 
       48.5       145.      21.35    0.29276    0.02006           O141700203398 
       48.5       145.      21.45    0.23979    0.01816           O141700203399 
       48.5       145.      21.55    0.26657    0.01914           O141700203400 
       48.5       145.      21.65    0.24933    0.01852           O141700203401 
       48.5       145.      21.75    0.27334    0.01939           O141700203402 
       48.5       145.      21.85     0.1901    0.01617           O141700203403 
